isin,issuer_name,position_holder,net_short_position,position_date,source
NL0000352565,Fugro N.V.,HBK Investments LP,1.29,2017-09-14,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.08,2017-09-14,archive
NL0000009082,Koninklijke KPN N.V.,"AQR Capital Management, LLC",1.08,2017-09-13,archive
NL0000352565,Fugro N.V.,"Arrowstreet Capital, Limited Partnership",1.2,2017-09-13,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.49,2017-09-13,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.49,2017-09-13,archive
NL0000303709,AEGON Ltd.,Odey Asset Management LLP,0.48,2017-09-13,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.48,2017-09-12,archive
NL0000302636,Van Lanschot Kempen N.V.,BlueCrest Capital Management Limited,0.0,2017-09-12,archive
NL0011279492,Flow Traders Ltd.,"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-09-12,archive
NL0000339760,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",0.52,2017-09-12,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.59,2017-09-12,archive
NL0010558797,OCI N.V.,Marshall Wace LLP,0.7,2017-09-11,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.82,2017-09-08,archive
NL0000352565,Fugro N.V.,"Arrowstreet Capital, Limited Partnership",1.11,2017-09-08,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.89,2017-09-08,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.09,2017-09-08,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.72,2017-09-08,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.18,2017-09-08,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,1.12,2017-09-07,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.59,2017-09-07,archive
NL0000303709,AEGON Ltd.,"AQR Capital Management, LLC",0.49,2017-09-07,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.8,2017-09-07,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.69,2017-09-07,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.69,2017-09-06,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.7,2017-09-06,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.57,2017-09-06,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.36,2017-09-06,archive
NL0011660485,Sif Holding N.V.,JPMorgan Asset Management (UK) Ltd.,0.5,2017-09-06,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.64,2017-09-06,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,1.0,2017-09-05,archive
NL0000352565,Fugro N.V.,"Arrowstreet Capital, Limited Partnership",1.01,2017-09-05,archive
NL0000352565,Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.57,2017-09-05,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.41,2017-09-05,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.21,2017-09-05,archive
NL0000352565,Fugro N.V.,Marshall Wace LLP,0.59,2017-09-05,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.26,2017-09-05,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.93,2017-09-04,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.69,2017-09-04,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,Lansdowne Partners (UK) LLP,0.69,2017-09-04,archive
NL0000337319,Koninklijke BAM Groep N.V.,"Algert Global, LLC",0.49,2017-09-01,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.51,2017-09-01,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.19,2017-09-01,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.14,2017-09-01,archive
NL0010558797,OCI N.V.,Marshall Wace LLP,0.61,2017-09-01,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.67,2017-09-01,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.33,2017-09-01,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,1.51,2017-08-31,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.86,2017-08-31,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.77,2017-08-31,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.71,2017-08-31,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.7,2017-08-31,archive
NL0000352565,Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.69,2017-08-31,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,1.31,2017-08-31,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.48,2017-08-31,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.48,2017-08-31,archive
NL0011660485,Sif Holding N.V.,Renaissance Technologies LLC,0.7,2017-08-31,archive
NL0000352565,Fugro N.V.,Capital Fund Management S.A.,0.52,2017-08-30,archive
NL0000387058,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.82,2017-08-30,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.77,2017-08-30,archive
NL0011660485,Sif Holding N.V.,Renaissance Technologies LLC,0.64,2017-08-30,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.72,2017-08-29,archive
NL0000352565,Fugro N.V.,"Arrowstreet Capital, Limited Partnership",0.9,2017-08-29,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,1.21,2017-08-29,archive
NL0000302636,Van Lanschot Kempen N.V.,BlueCrest Capital Management Limited,0.53,2017-08-29,archive
NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.8,2017-08-29,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.19,2017-08-29,archive
NL0011660485,Sif Holding N.V.,Renaissance Technologies LLC,0.57,2017-08-29,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.22,2017-08-29,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,1.0,2017-08-28,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.98,2017-08-28,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.62,2017-08-25,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.86,2017-08-25,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.62,2017-08-25,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.69,2017-08-25,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.51,2017-08-25,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.2,2017-08-25,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,1.41,2017-08-24,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.49,2017-08-24,archive
NL0000337319,Koninklijke BAM Groep N.V.,Linden Advisors LP,0.54,2017-08-24,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,1.36,2017-08-23,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.51,2017-08-23,archive
NL0000337319,Koninklijke BAM Groep N.V.,"Algert Global, LLC",0.5,2017-08-23,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.59,2017-08-23,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.99,2017-08-23,archive
NL0011279492,Flow Traders Ltd.,Capital Fund Management S.A.,0.5,2017-08-23,archive
NL0000360618,SBM Offshore N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-08-23,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.29,2017-08-23,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.88,2017-08-23,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,0.49,2017-08-22,archive
NL0000337319,Koninklijke BAM Groep N.V.,"Algert Global, LLC",0.49,2017-08-22,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.7,2017-08-22,archive
NL0000352565,Fugro N.V.,"Arrowstreet Capital, Limited Partnership",0.8,2017-08-22,archive
NL0010776944,Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,0.84,2017-08-22,archive
NL0000352565,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.3,2017-08-22,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,0.91,2017-08-22,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.15,2017-08-22,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,1.22,2017-08-21,archive
NL0000360618,SBM Offshore N.V.,AHL Partners LLP,0.45,2017-08-21,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.51,2017-08-21,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.52,2017-08-21,archive
NL0010776944,Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,0.55,2017-08-21,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,Lansdowne Partners (UK) LLP,0.7,2017-08-21,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",1.07,2017-08-21,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,1.1,2017-08-18,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.9,2017-08-18,archive
NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,1.24,2017-08-18,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.79,2017-08-18,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.93,2017-08-18,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.01,2017-08-18,archive
BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.59,2017-08-18,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.98,2017-08-18,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,0.99,2017-08-17,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.64,2017-08-17,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.62,2017-08-17,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.35,2017-08-17,archive
NL0010558797,OCI N.V.,Marshall Wace LLP,0.51,2017-08-17,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.82,2017-08-17,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,0.88,2017-08-16,archive
NL0000352565,Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.74,2017-08-16,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,1.08,2017-08-16,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.82,2017-08-16,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.19,2017-08-16,archive
NL0000352565,Fugro N.V.,"WorldQuant, LLC",0.61,2017-08-16,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,0.77,2017-08-15,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.81,2017-08-15,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,0.51,2017-08-15,archive
NL0000337319,Koninklijke BAM Groep N.V.,"Algert Global, LLC",0.5,2017-08-15,archive
NL0000352565,Fugro N.V.,"Arrowstreet Capital, Limited Partnership",0.7,2017-08-15,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.4,2017-08-15,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,0.8,2017-08-15,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.53,2017-08-15,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.97,2017-08-15,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,0.66,2017-08-14,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.78,2017-08-14,archive
NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,1.13,2017-08-14,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.75,2017-08-14,archive
NL0000009082,Koninklijke KPN N.V.,BNP Paribas S.A.,0.73,2017-08-14,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,0.55,2017-08-11,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.74,2017-08-11,archive
NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,1.07,2017-08-11,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.46,2017-08-11,archive
NL0000009082,Koninklijke KPN N.V.,Jupiter Investment Management Limited,0.49,2017-08-11,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,0.45,2017-08-10,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.41,2017-08-10,archive
NL0000352565,Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.6,2017-08-10,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.71,2017-08-10,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,1.11,2017-08-10,archive
NL0000352565,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.29,2017-08-10,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,0.7,2017-08-10,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.83,2017-08-10,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.22,2017-08-10,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.08,2017-08-10,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.6,2017-08-09,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.19,2017-08-09,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.49,2017-08-09,archive
BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.69,2017-08-09,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.62,2017-08-08,archive
NL0000303709,AEGON Ltd.,"AQR Capital Management, LLC",0.5,2017-08-08,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,1.09,2017-08-08,archive
LU0569974404,Aperam S.A.,CQS (UK) LLP,3.43,2017-08-08,archive
NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.78,2017-08-08,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,0.61,2017-08-08,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.7,2017-08-08,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.6,2017-08-07,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.3,2017-08-07,archive
NL0000352565,Fugro N.V.,AHL Partners LLP,0.5,2017-08-04,archive
NL0000352565,Fugro N.V.,"Arrowstreet Capital, Limited Partnership",0.6,2017-08-04,archive
NL0006237562,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.49,2017-08-04,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.3,2017-08-04,archive
NL0000334118,ASM International N.V.,Renaissance Technologies LLC,0.49,2017-08-04,archive
BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.51,2017-08-03,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.26,2017-08-03,archive
NL0000352565,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.36,2017-08-03,archive
NL0011279492,Flow Traders Ltd.,Marshall Wace LLP,0.51,2017-08-03,archive
NL0000334118,ASM International N.V.,Renaissance Technologies LLC,0.5,2017-08-03,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.3,2017-08-02,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.52,2017-08-02,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.22,2017-08-02,archive
LU1598757687,ArcelorMittal S.A.,Adage Capital Management L.P.,0.42,2017-07-31,archive
NL0010773842,NN Group N.V.,B&G Master Fund Plc,0.5,2017-07-31,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.49,2017-07-31,archive
NL0000339760,BE Semiconductor Industries N.V.,BNP Paribas S.A.,0.49,2017-07-31,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.49,2017-07-31,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.29,2017-07-31,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.51,2017-07-31,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,1.81,2017-07-31,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.81,2017-07-28,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.6,2017-07-28,archive
NL0010776944,Brunel International N.V.,GSA Capital Partners LLP,0.5,2017-07-28,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.31,2017-07-28,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.48,2017-07-28,archive
NL0000339760,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.93,2017-07-27,archive
NL0006237562,ARCADIS N.V.,"Lucerne Capital Management, L.P.",0.25,2017-07-27,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.41,2017-07-27,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.13,2017-07-27,archive
LU0569974404,Aperam S.A.,Pictet Asset Management S.A.,0.49,2017-07-27,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.5,2017-07-26,archive
NL0000339760,BE Semiconductor Industries N.V.,BNP Paribas S.A.,0.5,2017-07-26,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.57,2017-07-26,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.96,2017-07-26,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,1.1,2017-07-25,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.51,2017-07-25,archive
NL0000339760,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.84,2017-07-25,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.81,2017-07-25,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.2,2017-07-24,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.6,2017-07-21,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.42,2017-07-21,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.71,2017-07-20,archive
NL0006237562,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.5,2017-07-20,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,1.0,2017-07-20,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.48,2017-07-20,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.59,2017-07-20,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.79,2017-07-20,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.53,2017-07-20,archive
BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.71,2017-07-20,archive
NL0000352565,Fugro N.V.,"Arrowstreet Capital, Limited Partnership",0.5,2017-07-19,archive
NL0012365084,NSI N.V.,Millennium International Management LP,0.43,2017-07-19,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,0.78,2017-07-18,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,Lone Pine Capital LLC,0.48,2017-07-18,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.68,2017-07-18,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.6,2017-07-18,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.8,2017-07-18,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.67,2017-07-18,archive
NL0012365084,NSI N.V.,Millennium International Management LP,0.5,2017-07-18,archive
NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.49,2017-07-18,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,0.81,2017-07-17,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.13,2017-07-17,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.78,2017-07-17,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.19,2017-07-17,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.7,2017-07-14,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.81,2017-07-14,archive
NL0011279492,Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",1.03,2017-07-14,archive
LU1598757687,ArcelorMittal S.A.,Adage Capital Management L.P.,0.52,2017-07-13,archive
NL0000360618,SBM Offshore N.V.,AHL Partners LLP,0.52,2017-07-13,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,1.07,2017-07-13,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.61,2017-07-13,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.1,2017-07-13,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.7,2017-07-13,archive
NL0012365084,NSI N.V.,Millennium International Management LP,0.48,2017-07-13,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,1.13,2017-07-12,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.1,2017-07-12,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,1.1,2017-07-12,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.62,2017-07-12,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.69,2017-07-12,archive
NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.59,2017-07-12,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.61,2017-07-11,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.09,2017-07-11,archive
LU1598757687,ArcelorMittal S.A.,Adage Capital Management L.P.,0.44,2017-07-10,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.5,2017-07-10,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-07-07,archive
NL0000360618,SBM Offshore N.V.,"Valiant Capital Management, LP",0.45,2017-07-07,archive
LU1598757687,ArcelorMittal S.A.,Adage Capital Management L.P.,0.51,2017-07-06,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.52,2017-07-06,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.47,2017-07-06,archive
NL0000352565,Fugro N.V.,HBK Investments LP,1.04,2017-07-06,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,Lone Pine Capital LLC,0.59,2017-07-06,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.61,2017-07-06,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,1.09,2017-07-05,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.48,2017-07-05,archive
NL0012365084,NSI N.V.,Millennium International Management LP,0.5,2017-07-05,archive
NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.61,2017-07-05,archive
NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.58,2017-07-04,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,1.1,2017-07-03,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.5,2017-07-03,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.53,2017-07-03,archive
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.51,2017-07-03,archive
NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.6,2017-07-03,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.47,2017-06-30,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.59,2017-06-30,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.1,2017-06-30,archive
NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.59,2017-06-30,archive
LU0569974404,Aperam S.A.,Adage Capital Management L.P.,0.46,2017-06-29,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.96,2017-06-29,archive
NL0000009082,Koninklijke KPN N.V.,"AQR Capital Management, LLC",1.1,2017-06-28,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.59,2017-06-28,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.59,2017-06-28,archive
NL0000352565,Fugro N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-06-28,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.72,2017-06-28,archive
NL0000303709,AEGON Ltd.,Odey Asset Management LLP,0.53,2017-06-28,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.01,2017-06-27,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.9,2017-06-27,archive
NL0011279492,Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",1.24,2017-06-27,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.89,2017-06-26,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.65,2017-06-26,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.5,2017-06-23,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.4,2017-06-23,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,1.02,2017-06-23,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.31,2017-06-23,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.23,2017-06-23,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.49,2017-06-22,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.69,2017-06-22,archive
NL0012365084,NSI N.V.,Millennium International Management LP,0.47,2017-06-22,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.12,2017-06-22,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.82,2017-06-21,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.22,2017-06-21,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.05,2017-06-21,archive
BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.6,2017-06-21,archive
NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.61,2017-06-21,archive
NL0011279492,Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",0.82,2017-06-21,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.36,2017-06-20,archive
NL0006237562,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.48,2017-06-20,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.9,2017-06-20,archive
