isin,position_date,position_holder,issuer_name,net_short_position,source
NL0000337319,2018-08-22,Susquehanna International Securities Limited,Koninklijke BAM Groep N.V.,0.5,archive
NL0000289213,2018-08-22,"WorldQuant, LLC",Wereldhave N.V.,0.79,archive
NL0000289213,2018-08-21,Capital Fund Management S.A.,Wereldhave N.V.,0.79,archive
NL0000337319,2018-08-21,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.73,archive
NL0012866412,2018-08-21,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.5,archive
NL0006237562,2018-08-21,GSA Capital Partners LLP,ARCADIS N.V.,0.57,archive
NL0000337319,2018-08-21,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.03,archive
NL0010391025,2018-08-21,Marshall Wace LLP,Pharming Group N.V.,0.99,archive
NL0000888691,2018-08-21,Millennium International Management LP,AMG Critical Materials N.V.,0.81,archive
NL0000352565,2018-08-21,Oxford Asset Management,Fugro N.V.,0.68,archive
NL0006237562,2018-08-21,Pelham Capital Ltd.,ARCADIS N.V.,1.0,archive
NL0009269109,2018-08-21,Voleon Capital Management LP,Koninklijke Heijmans N.V.,0.53,archive
NL0000352565,2018-08-21,"WorldQuant, LLC",Fugro N.V.,0.65,archive
NL0009739416,2018-08-21,"WorldQuant, LLC",PostNL N.V.,1.52,archive
LU0569974404,2018-08-20,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,1.0,archive
NL0009739416,2018-08-20,Marshall Wace LLP,PostNL N.V.,2.42,archive
NL0006237562,2018-08-20,Pelham Capital Ltd.,ARCADIS N.V.,0.94,archive
NL0012866412,2018-08-20,Scopia Capital Management LP,BE Semiconductor Industries N.V.,4.66,archive
NL0000888691,2018-08-20,TT International,AMG Critical Materials N.V.,0.22,archive
NL0000888691,2018-08-17,AHL Partners LLP,AMG Critical Materials N.V.,1.02,archive
NL0000337319,2018-08-17,AHL Partners LLP,Koninklijke BAM Groep N.V.,0.7,archive
NL0000009082,2018-08-17,"AQR Capital Management, LLC",Koninklijke KPN N.V.,1.5,archive
NL0000360618,2018-08-17,"AQR Capital Management, LLC",SBM Offshore N.V.,2.51,archive
NL0000352565,2018-08-17,Marshall Wace LLP,Fugro N.V.,2.13,archive
NL0000387058,2018-08-17,Marshall Wace LLP,TomTom N.V.,1.09,archive
NL0006237562,2018-08-17,Pelham Capital Ltd.,ARCADIS N.V.,0.62,archive
NL0012866412,2018-08-17,Scopia Capital Management LP,BE Semiconductor Industries N.V.,4.56,archive
NL0012866412,2018-08-17,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.97,archive
NL0009739416,2018-08-16,AHL Partners LLP,PostNL N.V.,1.21,archive
NL0000009082,2018-08-16,BNP Paribas S.A.,Koninklijke KPN N.V.,0.14,archive
NL0012650360,2018-08-16,"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,0.86,archive
NL0006237562,2018-08-16,GSA Capital Partners LLP,ARCADIS N.V.,0.67,archive
NL0006237562,2018-08-16,Marshall Wace LLP,ARCADIS N.V.,2.79,archive
NL0000337319,2018-08-16,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.18,archive
BE0003818359,2018-08-16,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.46,archive
NL0009739416,2018-08-16,Marshall Wace LLP,PostNL N.V.,2.34,archive
NL0000888691,2018-08-16,Millennium International Management LP,AMG Critical Materials N.V.,0.7,archive
NL0006237562,2018-08-16,Pelham Capital Ltd.,ARCADIS N.V.,0.55,archive
NL0012866412,2018-08-16,Scopia Capital Management LP,BE Semiconductor Industries N.V.,4.44,archive
NL0006237562,2018-08-16,Sculptor Capital Management Europe Limited,ARCADIS N.V.,1.39,archive
NL0012866412,2018-08-16,"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.0,archive
NL0010391025,2018-08-16,"WorldQuant, LLC",Pharming Group N.V.,1.6,archive
BE0003818359,2018-08-15,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2.29,archive
LU0569974404,2018-08-15,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.93,archive
NL0000352565,2018-08-15,Marshall Wace LLP,Fugro N.V.,2.09,archive
NL0000387058,2018-08-15,Marshall Wace LLP,TomTom N.V.,1.1,archive
NL0012866412,2018-08-15,Scopia Capital Management LP,BE Semiconductor Industries N.V.,4.33,archive
NL0009739416,2018-08-15,Systematica Investments Limited,PostNL N.V.,0.8,archive
NL0009739416,2018-08-15,"WorldQuant, LLC",PostNL N.V.,1.42,archive
NL0000337319,2018-08-14,AHL Partners LLP,Koninklijke BAM Groep N.V.,0.61,archive
NL0009739416,2018-08-14,AHL Partners LLP,PostNL N.V.,1.1,archive
NL0009739416,2018-08-14,"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.63,archive
NL0012650360,2018-08-14,"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,0.91,archive
NL0010391025,2018-08-14,Marshall Wace LLP,Pharming Group N.V.,1.08,archive
NL0009739416,2018-08-14,Marshall Wace LLP,PostNL N.V.,2.24,archive
NL0012866412,2018-08-14,Scopia Capital Management LP,BE Semiconductor Industries N.V.,4.22,archive
NL0012866412,2018-08-14,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.96,archive
NL0009739416,2018-08-14,"WorldQuant, LLC",PostNL N.V.,1.37,archive
NL0011279492,2018-08-13,Capital Fund Management S.A.,Flow Traders Ltd.,0.98,archive
NL0011821392,2018-08-13,Lansdowne Partners (UK) LLP,Signify N.V.,0.46,archive
NL0000352565,2018-08-13,Marshall Wace LLP,Fugro N.V.,2.15,archive
NL0009739416,2018-08-13,Marshall Wace LLP,PostNL N.V.,2.13,archive
NL0000888691,2018-08-13,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.5,archive
NL0000352565,2018-08-13,Oxford Asset Management,Fugro N.V.,0.79,archive
NL0012866412,2018-08-13,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.87,archive
NL0009739416,2018-08-13,"WorldQuant, LLC",PostNL N.V.,1.26,archive
NL0000888691,2018-08-10,AHL Partners LLP,AMG Critical Materials N.V.,0.92,archive
NL0000303709,2018-08-10,B&G Master Fund Plc,AEGON Ltd.,0.62,archive
NL0000009082,2018-08-10,BNP Paribas S.A.,Koninklijke KPN N.V.,0.51,archive
NL0011279492,2018-08-10,Capital Fund Management S.A.,Flow Traders Ltd.,1.0,archive
NL0000352565,2018-08-10,Capital Fund Management S.A.,Fugro N.V.,1.79,archive
NL0009739416,2018-08-10,Capital Fund Management S.A.,PostNL N.V.,1.1,archive
NL0011279492,2018-08-10,Citadel Advisors II LLC,Flow Traders Ltd.,0.39,archive
NL0000289213,2018-08-10,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.54,archive
NL0000352565,2018-08-10,HBK Investments LP,Fugro N.V.,1.31,archive
NL0000352565,2018-08-10,Jupiter Investment Management Limited,Fugro N.V.,1.9,archive
NL0009739416,2018-08-10,Jupiter Investment Management Limited,PostNL N.V.,1.09,archive
NL0000289213,2018-08-10,Marshall Wace LLP,Wereldhave N.V.,2.48,archive
NL0011279492,2018-08-10,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.88,archive
NL0000352565,2018-08-10,RAM Active Investments SA,Fugro N.V.,0.61,archive
NL0000352565,2018-08-10,"WorldQuant, LLC",Fugro N.V.,0.74,archive
NL0010391025,2018-08-09,Canada Pension Plan Investment Board,Pharming Group N.V.,1.22,archive
NL0010558797,2018-08-09,Capital Fund Management S.A.,OCI N.V.,0.69,archive
NL0000337319,2018-08-09,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.8,archive
NL0000289213,2018-08-09,Citadel Advisors II LLC,Wereldhave N.V.,0.7,archive
NL0000352565,2018-08-09,HBK Investments LP,Fugro N.V.,1.29,archive
NL0000352565,2018-08-09,Marshall Wace LLP,Fugro N.V.,2.01,archive
NL0010391025,2018-08-09,Marshall Wace LLP,Pharming Group N.V.,1.14,archive
NL0009739416,2018-08-09,Marshall Wace LLP,PostNL N.V.,2.04,archive
NL0000352565,2018-08-09,Systematica Investments Limited,Fugro N.V.,1.1,archive
NL0000337319,2018-08-09,Systematica Investments Limited,Koninklijke BAM Groep N.V.,0.48,archive
NL0012866412,2018-08-09,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.7,archive
NL0000352565,2018-08-09,"WorldQuant, LLC",Fugro N.V.,0.82,archive
NL0010391025,2018-08-09,"WorldQuant, LLC",Pharming Group N.V.,1.58,archive
NL0009739416,2018-08-09,"WorldQuant, LLC",PostNL N.V.,1.11,archive
NL0000352565,2018-08-08,AHL Partners LLP,Fugro N.V.,1.29,archive
NL0009739416,2018-08-08,AHL Partners LLP,PostNL N.V.,1.03,archive
NL0009432491,2018-08-08,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.99,archive
NL0010391025,2018-08-08,Canada Pension Plan Investment Board,Pharming Group N.V.,1.17,archive
NL0011279492,2018-08-08,Citadel Advisors II LLC,Flow Traders Ltd.,0.52,archive
NL0000289213,2018-08-08,Citadel Advisors II LLC,Wereldhave N.V.,0.69,archive
NL0012650360,2018-08-08,"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,0.89,archive
NL0000352565,2018-08-08,Jupiter Investment Management Limited,Fugro N.V.,1.81,archive
NL0000352565,2018-08-08,Marshall Wace LLP,Fugro N.V.,1.91,archive
NL0000337319,2018-08-08,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.27,archive
NL0009739416,2018-08-08,Marshall Wace LLP,PostNL N.V.,1.97,archive
NL0000888691,2018-08-08,Millennium International Management LP,AMG Critical Materials N.V.,0.65,archive
NL0000352565,2018-08-08,Oxford Asset Management,Fugro N.V.,0.87,archive
NL0000352565,2018-08-08,"WorldQuant, LLC",Fugro N.V.,0.95,archive
NL0009739416,2018-08-08,"WorldQuant, LLC",PostNL N.V.,0.98,archive
NL0009739416,2018-08-07,AHL Partners LLP,PostNL N.V.,0.97,archive
NL0000009082,2018-08-07,"AQR Capital Management, LLC",Koninklijke KPN N.V.,1.4,archive
NL0000289213,2018-08-07,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,0.7,archive
NL0010391025,2018-08-07,Canada Pension Plan Investment Board,Pharming Group N.V.,0.97,archive
NL0011279492,2018-08-07,Capital Fund Management S.A.,Flow Traders Ltd.,0.91,archive
NL0000352565,2018-08-07,Capital Fund Management S.A.,Fugro N.V.,1.88,archive
NL0000337319,2018-08-07,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.79,archive
NL0000289213,2018-08-07,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.48,archive
NL0000337319,2018-08-07,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,0.6,archive
NL0000352565,2018-08-07,Marshall Wace LLP,Fugro N.V.,1.74,archive
NL0011794037,2018-08-07,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,1.03,archive
NL0009739416,2018-08-07,Marshall Wace LLP,PostNL N.V.,1.79,archive
NL0000387058,2018-08-07,Marshall Wace LLP,TomTom N.V.,1.01,archive
NL0000352565,2018-08-07,"WorldQuant, LLC",Fugro N.V.,1.1,archive
NL0010391025,2018-08-07,"WorldQuant, LLC",Pharming Group N.V.,1.79,archive
NL0009739416,2018-08-07,"WorldQuant, LLC",PostNL N.V.,0.8,archive
NL0010391025,2018-08-06,Canada Pension Plan Investment Board,Pharming Group N.V.,0.65,archive
NL0000337319,2018-08-06,Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,0.56,archive
NL0006237562,2018-08-06,GSA Capital Partners LLP,ARCADIS N.V.,0.79,archive
NL0000352565,2018-08-06,Jupiter Investment Management Limited,Fugro N.V.,1.72,archive
NL0009739416,2018-08-06,Jupiter Investment Management Limited,PostNL N.V.,1.18,archive
NL0000352565,2018-08-06,Marshall Wace LLP,Fugro N.V.,1.64,archive
NL0009739416,2018-08-06,Marshall Wace LLP,PostNL N.V.,1.64,archive
NL0000289213,2018-08-06,Marshall Wace LLP,Wereldhave N.V.,2.5,archive
NL0000888691,2018-08-06,Millennium International Management LP,AMG Critical Materials N.V.,0.74,archive
NL0000289213,2018-08-06,Millennium International Management LP,Wereldhave N.V.,1.1,archive
NL0000352565,2018-08-06,Sculptor Capital Management Europe Limited,Fugro N.V.,1.26,archive
NL0000337319,2018-08-06,Systematica Investments Limited,Koninklijke BAM Groep N.V.,0.5,archive
NL0012866412,2018-08-06,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.62,archive
NL0000352565,2018-08-03,AHL Partners LLP,Fugro N.V.,1.33,archive
NL0009739416,2018-08-03,AHL Partners LLP,PostNL N.V.,0.83,archive
NL0000303709,2018-08-03,B&G Master Fund Plc,AEGON Ltd.,0.58,archive
NL0000352565,2018-08-03,BlueCrest Capital Management Limited,Fugro N.V.,0.73,archive
NL0000352565,2018-08-03,HBK Investments LP,Fugro N.V.,1.32,archive
NL0000289213,2018-08-03,"Lucerne Capital Management, L.P.",Wereldhave N.V.,0.6,archive
NL0000352565,2018-08-03,Marshall Wace LLP,Fugro N.V.,1.47,archive
NL0000289213,2018-08-03,Marshall Wace LLP,Wereldhave N.V.,2.49,archive
NL0000888691,2018-08-03,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.46,archive
NL0000888691,2018-08-03,Millennium International Management LP,AMG Critical Materials N.V.,0.81,archive
NL0000289213,2018-08-03,Millennium International Management LP,Wereldhave N.V.,1.09,archive
NL0000334118,2018-08-03,Renaissance Technologies LLC,ASM International N.V.,0.49,archive
NL0000888691,2018-08-03,TT International,AMG Critical Materials N.V.,0.5,archive
NL0000303709,2018-08-03,Viking Global Investors LP,AEGON Ltd.,0.51,archive
NL0000334118,2018-08-03,"WorldQuant, LLC",ASM International N.V.,0.49,archive
NL0000289213,2018-08-03,"WorldQuant, LLC",Wereldhave N.V.,0.89,archive
NL0000352565,2018-08-02,AHL Partners LLP,Fugro N.V.,1.26,archive
NL0000360618,2018-08-02,"AQR Capital Management, LLC",SBM Offshore N.V.,2.42,archive
LU0569974404,2018-08-02,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.8,archive
NL0000303709,2018-08-02,B&G Master Fund Plc,AEGON Ltd.,0.6,archive
NL0000289213,2018-08-02,GSA Capital Partners LLP,Wereldhave N.V.,0.7,archive
NL0000337319,2018-08-02,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.39,archive
NL0010391025,2018-08-02,Marshall Wace LLP,Pharming Group N.V.,0.8,archive
NL0000888691,2018-08-02,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.55,archive
NL0000888691,2018-08-02,Millennium International Management LP,AMG Critical Materials N.V.,0.91,archive
NL0000334118,2018-08-02,Renaissance Technologies LLC,ASM International N.V.,0.54,archive
NL0000352565,2018-08-02,"WorldQuant, LLC",Fugro N.V.,1.26,archive
NL0009739416,2018-08-02,"WorldQuant, LLC",PostNL N.V.,0.78,archive
NL0000888691,2018-08-01,AHL Partners LLP,AMG Critical Materials N.V.,0.8,archive
NL0000352565,2018-08-01,AHL Partners LLP,Fugro N.V.,1.18,archive
NL0006237562,2018-08-01,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,1.38,archive
NL0006237562,2018-08-01,GSA Capital Partners LLP,ARCADIS N.V.,0.81,archive
NL0006237562,2018-08-01,Marshall Wace Asia Limited,ARCADIS N.V.,0.9,archive
NL0000352565,2018-08-01,Marshall Wace LLP,Fugro N.V.,1.31,archive
NL0009739416,2018-08-01,Marshall Wace LLP,PostNL N.V.,1.34,archive
NL0006237562,2018-08-01,Sculptor Capital Management Europe Limited,ARCADIS N.V.,1.42,archive
NL0000352565,2018-08-01,Sculptor Capital Management Europe Limited,Fugro N.V.,1.3,archive
NL0000352565,2018-08-01,"WorldQuant, LLC",Fugro N.V.,1.3,archive
NL0010391025,2018-08-01,"WorldQuant, LLC",Pharming Group N.V.,1.85,archive
NL0000289213,2018-07-31,"Clinton Group, Inc",Wereldhave N.V.,0.49,archive
NL0000352565,2018-07-31,Marshall Wace LLP,Fugro N.V.,1.47,archive
NL0010391025,2018-07-31,Marshall Wace LLP,Pharming Group N.V.,0.73,archive
NL0000387058,2018-07-31,Marshall Wace LLP,TomTom N.V.,0.92,archive
NL0000352565,2018-07-31,"WorldQuant, LLC",Fugro N.V.,1.27,archive
NL0010391025,2018-07-31,"WorldQuant, LLC",Pharming Group N.V.,1.78,archive
NL0009739416,2018-07-30,AHL Partners LLP,PostNL N.V.,0.72,archive
NL0000009082,2018-07-30,"AQR Capital Management, LLC",Koninklijke KPN N.V.,1.3,archive
NL0011279492,2018-07-30,Capital Fund Management S.A.,Flow Traders Ltd.,0.82,archive
NL0000289213,2018-07-30,Citadel Advisors II LLC,Wereldhave N.V.,0.78,archive
NL0000289213,2018-07-30,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,0.6,archive
NL0010391025,2018-07-30,Marshall Wace LLP,Pharming Group N.V.,0.52,archive
NL0000352565,2018-07-30,Oxford Asset Management,Fugro N.V.,0.99,archive
NL0000352565,2018-07-30,RAM Active Investments SA,Fugro N.V.,0.5,archive
NL0012866412,2018-07-30,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.56,archive
BE0003818359,2018-07-30,"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.47,archive
NL0010391025,2018-07-30,"WorldQuant, LLC",Pharming Group N.V.,1.59,archive
NL0000289213,2018-07-30,"WorldQuant, LLC",Wereldhave N.V.,0.98,archive
NL0000352565,2018-07-27,AHL Partners LLP,Fugro N.V.,1.03,archive
NL0011821392,2018-07-27,BlackRock Investment Management (UK) Limited,Signify N.V.,0.86,archive
NL0000352565,2018-07-27,Capital Fund Management S.A.,Fugro N.V.,1.97,archive
NL0009739416,2018-07-27,Capital Fund Management S.A.,PostNL N.V.,1.09,archive
NL0000337319,2018-07-27,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.89,archive
NL0000289213,2018-07-27,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.51,archive
NL0000352565,2018-07-27,HBK Investments LP,Fugro N.V.,1.28,archive
NL0011821392,2018-07-27,Lansdowne Partners (UK) LLP,Signify N.V.,0.55,archive
NL0000352565,2018-07-27,Marshall Wace LLP,Fugro N.V.,1.56,archive
NL0000888691,2018-07-27,Millennium International Management LP,AMG Critical Materials N.V.,1.02,archive
NL0011279492,2018-07-27,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.72,archive
NL0012866412,2018-07-27,Scopia Capital Management LP,BE Semiconductor Industries N.V.,4.18,archive
NL0000352565,2018-07-27,"WorldQuant, LLC",Fugro N.V.,1.38,archive
NL0000888691,2018-07-26,AHL Partners LLP,AMG Critical Materials N.V.,0.71,archive
NL0000289213,2018-07-26,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,0.62,archive
NL0000352565,2018-07-26,Capital Fund Management S.A.,Fugro N.V.,2.0,archive
NL0000289213,2018-07-26,"Clinton Group, Inc",Wereldhave N.V.,0.5,archive
NL0010391025,2018-07-26,"Great Point Partners, LLC",Pharming Group N.V.,0.82,archive
NL0000352565,2018-07-26,Jupiter Investment Management Limited,Fugro N.V.,1.6,archive
NL0006237562,2018-07-26,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2.52,archive
NL0000352565,2018-07-26,Marshall Wace LLP,Fugro N.V.,1.62,archive
BE0003818359,2018-07-26,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.52,archive
NL0000289213,2018-07-26,Marshall Wace LLP,Wereldhave N.V.,2.58,archive
NL0012866412,2018-07-26,Scopia Capital Management LP,BE Semiconductor Industries N.V.,4.02,archive
NL0006237562,2018-07-26,Sculptor Capital Management Europe Limited,ARCADIS N.V.,1.3,archive
NL0006237562,2018-07-26,TT International,ARCADIS N.V.,0.51,archive
NL0011821392,2018-07-26,Tybourne Capital Management (HK) Limited,Signify N.V.,2.01,archive
NL0000334118,2018-07-26,"WorldQuant, LLC",ASM International N.V.,0.54,archive
NL0010391025,2018-07-26,"WorldQuant, LLC",Pharming Group N.V.,1.36,archive
NL0009739416,2018-07-26,"WorldQuant, LLC",PostNL N.V.,0.88,archive
NL0000360618,2018-07-25,"AQR Capital Management, LLC",SBM Offshore N.V.,2.3,archive
NL0000289213,2018-07-25,"Clinton Group, Inc",Wereldhave N.V.,0.49,archive
NL0000289213,2018-07-25,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.41,archive
NL0006237562,2018-07-25,GSA Capital Partners LLP,ARCADIS N.V.,0.72,archive
NL0000289213,2018-07-25,GSA Capital Partners LLP,Wereldhave N.V.,0.67,archive
NL0000888691,2018-07-25,Millennium International Management LP,AMG Critical Materials N.V.,0.97,archive
NL0012866412,2018-07-25,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.68,archive
NL0000352565,2018-07-25,Systematica Investments Limited,Fugro N.V.,1.01,archive
NL0010391025,2018-07-25,"WorldQuant, LLC",Pharming Group N.V.,1.53,archive
NL0000289213,2018-07-25,"WorldQuant, LLC",Wereldhave N.V.,1.01,archive
NL0011821392,2018-07-24,BlackRock Investment Management (UK) Limited,Signify N.V.,0.79,archive
NL0000352565,2018-07-24,BlueCrest Capital Management Limited,Fugro N.V.,0.69,archive
NL0010558797,2018-07-24,Capital Fund Management S.A.,OCI N.V.,0.79,archive
NL0000289213,2018-07-24,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.5,archive
NL0010391025,2018-07-24,"Great Point Partners, LLC",Pharming Group N.V.,0.62,archive
NL0006237562,2018-07-24,GSA Capital Partners LLP,ARCADIS N.V.,0.68,archive
NL0000289213,2018-07-24,GSA Capital Partners LLP,Wereldhave N.V.,0.73,archive
NL0006237562,2018-07-24,Marshall Wace LLP,ARCADIS N.V.,2.8,archive
NL0000352565,2018-07-24,Marshall Wace LLP,Fugro N.V.,1.51,archive
NL0000387058,2018-07-24,Marshall Wace LLP,TomTom N.V.,0.8,archive
NL0000289213,2018-07-24,Marshall Wace LLP,Wereldhave N.V.,2.6,archive
NL0011821392,2018-07-24,Tybourne Capital Management (HK) Limited,Signify N.V.,1.91,archive
NL0000888691,2018-07-23,AHL Partners LLP,AMG Critical Materials N.V.,0.62,archive
LU0569974404,2018-07-23,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.7,archive
NL0000303709,2018-07-23,B&G Master Fund Plc,AEGON Ltd.,0.58,archive
NL0010391025,2018-07-23,"Great Point Partners, LLC",Pharming Group N.V.,0.54,archive
NL0000289213,2018-07-23,GSA Capital Partners LLP,Wereldhave N.V.,0.82,archive
NL0009739416,2018-07-23,Marshall Wace LLP,PostNL N.V.,1.41,archive
NL0000387058,2018-07-23,Marshall Wace LLP,TomTom N.V.,0.73,archive
NL0010391025,2018-07-23,"WorldQuant, LLC",Pharming Group N.V.,1.41,archive
NL0009739416,2018-07-20,AHL Partners LLP,PostNL N.V.,0.61,archive
BE0003818359,2018-07-20,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2.39,archive
NL0000337319,2018-07-20,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.95,archive
NL0000337319,2018-07-20,JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,0.66,archive
NL0006237562,2018-07-20,Marshall Wace LLP,ARCADIS N.V.,2.71,archive
NL0000352565,2018-07-20,Marshall Wace LLP,Fugro N.V.,1.4,archive
NL0000387058,2018-07-20,Marshall Wace LLP,TomTom N.V.,0.64,archive
NL0000289213,2018-07-20,Marshall Wace LLP,Wereldhave N.V.,2.59,archive
NL0000352565,2018-07-19,AHL Partners LLP,Fugro N.V.,0.98,archive
NL0011279492,2018-07-19,Capital Fund Management S.A.,Flow Traders Ltd.,0.71,archive
NL0011821392,2018-07-19,Lansdowne Partners (UK) LLP,Signify N.V.,0.49,archive
NL0006237562,2018-07-19,Marshall Wace LLP,ARCADIS N.V.,2.62,archive
BE0003818359,2018-07-19,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.37,archive
NL0000387058,2018-07-19,Marshall Wace LLP,TomTom N.V.,0.56,archive
NL0012866412,2018-07-19,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.32,archive
NL0010391025,2018-07-19,"WorldQuant, LLC",Pharming Group N.V.,1.33,archive
NL0000289213,2018-07-19,"WorldQuant, LLC",Wereldhave N.V.,0.9,archive
NL0000888691,2018-07-18,AHL Partners LLP,AMG Critical Materials N.V.,0.51,archive
NL0000352565,2018-07-18,AHL Partners LLP,Fugro N.V.,1.0,archive
NL0000337319,2018-07-18,AHL Partners LLP,Koninklijke BAM Groep N.V.,0.59,archive
NL0000360618,2018-07-18,"AQR Capital Management, LLC",SBM Offshore N.V.,2.21,archive
NL0000303709,2018-07-18,B&G Master Fund Plc,AEGON Ltd.,0.68,archive
NL0012650360,2018-07-18,"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,0.93,archive
NL0000352565,2018-07-18,Marshall Wace LLP,Fugro N.V.,1.3,archive
NL0009739416,2018-07-18,Marshall Wace LLP,PostNL N.V.,1.34,archive
NL0000387058,2018-07-18,Marshall Wace LLP,TomTom N.V.,0.67,archive
NL0000289213,2018-07-18,Marshall Wace LLP,Wereldhave N.V.,2.68,archive
NL0000352565,2018-07-18,Oxford Asset Management,Fugro N.V.,1.09,archive
NL0012866412,2018-07-18,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.21,archive
NL0000352565,2018-07-18,"WorldQuant, LLC",Fugro N.V.,1.41,archive
BE0003818359,2018-07-17,AHL Partners LLP,Lakefront Biotherapeutics NV,0.49,archive
NL0006237562,2018-07-17,AKO Capital LLP,ARCADIS N.V.,1.22,archive
NL0000289213,2018-07-17,GSA Capital Partners LLP,Wereldhave N.V.,0.7,archive
NL0006237562,2018-07-17,Marshall Wace Asia Limited,ARCADIS N.V.,0.8,archive
BE0003818359,2018-07-17,Marshall Wace LLP,Lakefront Biotherapeutics NV,0.5,archive
NL0000289213,2018-07-17,Marshall Wace LLP,Wereldhave N.V.,2.7,archive
NL0000337319,2018-07-17,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.49,archive
NL0009739416,2018-07-17,Systematica Investments Limited,PostNL N.V.,0.7,archive
NL0000337319,2018-07-17,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.49,archive
NL0010391025,2018-07-17,"WorldQuant, LLC",Pharming Group N.V.,1.24,archive
NL0009739416,2018-07-16,AHL Partners LLP,PostNL N.V.,0.53,archive
NL0000289213,2018-07-16,Capital Fund Management S.A.,Wereldhave N.V.,0.89,archive
NL0000337319,2018-07-16,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.89,archive
NL0000352565,2018-07-16,HBK Investments LP,Fugro N.V.,1.31,archive
NL0000352565,2018-07-16,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.41,archive
NL0011821392,2018-07-16,Lansdowne Partners (UK) LLP,Signify N.V.,0.56,archive
NL0011794037,2018-07-16,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.9,archive
NL0009739416,2018-07-16,Marshall Wace LLP,PostNL N.V.,1.26,archive
NL0000303709,2018-07-16,Viking Global Investors LP,AEGON Ltd.,0.49,archive
BE0003818359,2018-07-16,"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.59,archive
NL0010391025,2018-07-16,"WorldQuant, LLC",Pharming Group N.V.,1.15,archive
NL0000352565,2018-07-13,AHL Partners LLP,Fugro N.V.,0.99,archive
NL0000352565,2018-07-13,HBK Investments LP,Fugro N.V.,1.27,archive
NL0000352565,2018-07-13,Marshall Wace LLP,Fugro N.V.,1.29,archive
NL0011279492,2018-07-13,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.85,archive
