issuer_name,position_date,net_short_position,position_holder,isin,source
Aperam S.A.,2016-06-10,3.87,Adage Capital Management L.P.,LU0569974404,archive
Koninklijke Ahold Delhaize N.V.,2016-06-10,0.39,"Davidson Kempner European Partners, LLP",NL0010672325,archive
Fugro N.V.,2016-06-10,0.86,UBS Asset Management (UK) Ltd.,NL0000352565,archive
TomTom N.V.,2016-06-10,0.54,"WorldQuant, LLC",NL0000387058,archive
Aperam S.A.,2016-06-09,4.02,Adage Capital Management L.P.,LU0569974404,archive
Corbion N.V.,2016-06-09,0.5,BlackRock Investment Management (UK) Limited,NL0010583399,archive
SBM Offshore N.V.,2016-06-09,1.1,Capital Fund Management S.A.,NL0000360618,archive
SBM Offshore N.V.,2016-06-09,1.46,"D.E. Shaw & Co., L.P.",NL0000360618,archive
Koninklijke BAM Groep N.V.,2016-06-09,0.6,"Davidson Kempner European Partners, LLP",NL0000337319,archive
Fugro N.V.,2016-06-09,0.78,UBS Asset Management (UK) Ltd.,NL0000352565,archive
TomTom N.V.,2016-06-08,0.58,AHL Partners LLP,NL0000387058,archive
ARCADIS N.V.,2016-06-08,0.52,BlackRock Investment Management (UK) Limited,NL0006237562,archive
Koninklijke BAM Groep N.V.,2016-06-07,0.51,AHL Partners LLP,NL0000337319,archive
Koninklijke KPN N.V.,2016-06-07,0.41,Citadel Europe LLP,NL0000009082,archive
Koninklijke BAM Groep N.V.,2016-06-07,0.51,"Davidson Kempner European Partners, LLP",NL0000337319,archive
Koninklijke BAM Groep N.V.,2016-06-07,0.59,Linden Advisors LP,NL0000337319,archive
SBM Offshore N.V.,2016-06-07,0.44,"Sophos Capital Management, L.P.",NL0000360618,archive
TomTom N.V.,2016-06-07,0.46,"WorldQuant, LLC",NL0000387058,archive
Koninklijke Ahold Delhaize N.V.,2016-06-06,0.81,"AQR Capital Management, LLC",NL0010672325,archive
Koninklijke BAM Groep N.V.,2016-06-06,0.54,BlackRock Investment Management (UK) Limited,NL0000337319,archive
TomTom N.V.,2016-06-06,0.8,JPMorgan Asset Management (UK) Ltd.,NL0000387058,archive
Fugro N.V.,2016-06-06,1.19,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-06-06,0.56,"Sophos Capital Management, L.P.",NL0000360618,archive
Fugro N.V.,2016-06-06,0.86,UBS Asset Management (UK) Ltd.,NL0000352565,archive
Fugro N.V.,2016-06-03,1.29,"AQR Capital Management, LLC",NL0000352565,archive
Galapagos NV,2016-06-03,0.49,Marshall Wace LLP,BE0003818359,archive
PostNL N.V.,2016-06-03,0.47,Oxford Asset Management,NL0009739416,archive
SBM Offshore N.V.,2016-06-03,0.74,"Sophos Capital Management, L.P.",NL0000360618,archive
TomTom N.V.,2016-06-02,0.6,AHL Partners LLP,NL0000387058,archive
Brunel International N.V.,2016-06-02,0.62,BlackRock Investment Management (UK) Limited,NL0010776944,archive
SBM Offshore N.V.,2016-06-02,1.57,"D.E. Shaw & Co., L.P.",NL0000360618,archive
Koninklijke Ahold Delhaize N.V.,2016-06-02,0.59,"Davidson Kempner European Partners, LLP",NL0010672325,archive
Fugro N.V.,2016-06-02,0.71,UBS Asset Management (UK) Ltd.,NL0000352565,archive
Aperam S.A.,2016-06-01,1.1,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
PostNL N.V.,2016-06-01,0.57,Oxford Asset Management,NL0009739416,archive
Fugro N.V.,2016-06-01,0.63,UBS Asset Management (UK) Ltd.,NL0000352565,archive
TomTom N.V.,2016-05-31,0.58,AHL Partners LLP,NL0000387058,archive
Aperam S.A.,2016-05-31,0.51,"Basso Capital Management, L.P",LU0569974404,archive
Koninklijke KPN N.V.,2016-05-31,0.58,Citadel Europe LLP,NL0000009082,archive
Koninklijke Ahold Delhaize N.V.,2016-05-31,0.67,"Davidson Kempner European Partners, LLP",NL0010672325,archive
Wereldhave N.V.,2016-05-30,0.69,Capital Fund Management S.A.,NL0000289213,archive
Fugro N.V.,2016-05-30,1.28,Marshall Wace LLP,NL0000352565,archive
PostNL N.V.,2016-05-26,0.68,Oxford Asset Management,NL0009739416,archive
SBM Offshore N.V.,2016-05-25,2.72,"AQR Capital Management, LLC",NL0000360618,archive
Aperam S.A.,2016-05-25,0.55,BNP Paribas S.A.,LU0569974404,archive
Galapagos NV,2016-05-25,0.48,Millennium International Management LP,BE0003818359,archive
Aperam S.A.,2016-05-24,0.65,BNP Paribas S.A.,LU0569974404,archive
SBM Offshore N.V.,2016-05-24,1.69,"D.E. Shaw & Co., L.P.",NL0000360618,archive
Koninklijke Ahold Delhaize N.V.,2016-05-24,0.78,"Davidson Kempner European Partners, LLP",NL0010672325,archive
Koninklijke Ahold Delhaize N.V.,2016-05-23,0.7,"AQR Capital Management, LLC",NL0010672325,archive
TomTom N.V.,2016-05-23,0.52,"WorldQuant, LLC",NL0000387058,archive
Brunel International N.V.,2016-05-20,0.5,BlackRock Investment Management (UK) Limited,NL0010776944,archive
Koninklijke Ahold Delhaize N.V.,2016-05-20,0.84,"Davidson Kempner European Partners, LLP",NL0010672325,archive
Fugro N.V.,2016-05-20,1.39,Marshall Wace LLP,NL0000352565,archive
Galapagos NV,2016-05-20,0.56,Millennium International Management LP,BE0003818359,archive
TomTom N.V.,2016-05-20,0.49,"WorldQuant, LLC",NL0000387058,archive
Koninklijke KPN N.V.,2016-05-19,0.6,"AQR Capital Management, LLC",NL0000009082,archive
Koninklijke KPN N.V.,2016-05-19,0.6,Citadel Europe LLP,NL0000009082,archive
Galapagos NV,2016-05-19,0.49,Millennium International Management LP,BE0003818359,archive
ArcelorMittal S.A.,2016-05-19,0.67,Odey Asset Management LLP,LU0323134006,archive
Wereldhave N.V.,2016-05-18,0.7,Capital Fund Management S.A.,NL0000289213,archive
Koninklijke Ahold Delhaize N.V.,2016-05-18,0.99,"Davidson Kempner European Partners, LLP",NL0010672325,archive
Fugro N.V.,2016-05-18,1.48,Marshall Wace LLP,NL0000352565,archive
Koninklijke Ahold Delhaize N.V.,2016-05-18,1.12,Pine River Capital Management L.P.,NL0010672325,archive
Aalberts N.V.,2016-05-17,0.7,BlackRock Investment Management (UK) Limited,NL0000852564,archive
AMG Critical Materials N.V.,2016-05-17,0.48,BlackRock Investment Management (UK) Limited,NL0000888691,archive
Fugro N.V.,2016-05-17,1.58,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-05-16,0.94,"Sophos Capital Management, L.P.",NL0000360618,archive
TomTom N.V.,2016-05-16,0.5,"WorldQuant, LLC",NL0000387058,archive
Aperam S.A.,2016-05-13,4.19,Adage Capital Management L.P.,LU0569974404,archive
SBM Offshore N.V.,2016-05-13,2.6,"AQR Capital Management, LLC",NL0000360618,archive
PostNL N.V.,2016-05-13,0.79,Oxford Asset Management,NL0009739416,archive
Aperam S.A.,2016-05-12,4.26,Adage Capital Management L.P.,LU0569974404,archive
AMG Critical Materials N.V.,2016-05-12,0.57,BlackRock Investment Management (UK) Limited,NL0000888691,archive
Wereldhave N.V.,2016-05-12,0.45,Marshall Wace LLP,NL0000289213,archive
Galapagos NV,2016-05-12,0.6,Oxford Asset Management,BE0003818359,archive
SBM Offshore N.V.,2016-05-12,0.48,"WorldQuant, LLC",NL0000360618,archive
TomTom N.V.,2016-05-11,0.64,AHL Partners LLP,NL0000387058,archive
ArcelorMittal S.A.,2016-05-11,0.89,"AQR Capital Management, LLC",LU0323134006,archive
Aalberts N.V.,2016-05-11,0.6,BlackRock Investment Management (UK) Limited,NL0000852564,archive
AMG Critical Materials N.V.,2016-05-11,0.64,BlackRock Investment Management (UK) Limited,NL0000888691,archive
TomTom N.V.,2016-05-11,0.0,Man Investments Limited,NL0000387058,archive
Wereldhave N.V.,2016-05-11,0.5,Marshall Wace LLP,NL0000289213,archive
TomTom N.V.,2016-05-11,0.48,"WorldQuant, LLC",NL0000387058,archive
Aperam S.A.,2016-05-10,1.0,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Koninklijke Vopak N.V.,2016-05-10,0.49,BlackRock Investment Management (UK) Limited,NL0009432491,archive
SBM Offshore N.V.,2016-05-10,0.59,"WorldQuant, LLC",NL0000360618,archive
Aperam S.A.,2016-05-09,0.98,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Koninklijke KPN N.V.,2016-05-09,0.59,"AQR Capital Management, LLC",NL0000009082,archive
Aperam S.A.,2016-05-09,0.56,BNP Paribas S.A.,LU0569974404,archive
PostNL N.V.,2016-05-09,0.8,Oxford Asset Management,NL0009739416,archive
Koninklijke Ahold Delhaize N.V.,2016-05-06,0.6,"AQR Capital Management, LLC",NL0010672325,archive
Koninklijke KPN N.V.,2016-05-06,0.6,"AQR Capital Management, LLC",NL0000009082,archive
Aalberts N.V.,2016-05-06,0.5,BlackRock Investment Management (UK) Limited,NL0000852564,archive
Aperam S.A.,2016-05-06,0.6,BNP Paribas S.A.,LU0569974404,archive
SBM Offshore N.V.,2016-05-06,1.01,Capital Fund Management S.A.,NL0000360618,archive
Aperam S.A.,2016-05-05,1.0,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Koninklijke Vopak N.V.,2016-05-05,0.5,BlackRock Investment Management (UK) Limited,NL0009432491,archive
TomTom N.V.,2016-05-05,0.5,Man Investments Limited,NL0000387058,archive
TomTom N.V.,2016-05-05,0.5,"WorldQuant, LLC",NL0000387058,archive
AMG Critical Materials N.V.,2016-05-04,0.77,BlackRock Investment Management (UK) Limited,NL0000888691,archive
PostNL N.V.,2016-05-04,0.7,Capital Fund Management S.A.,NL0009739416,archive
Wereldhave N.V.,2016-05-04,0.6,Capital Fund Management S.A.,NL0000289213,archive
Koninklijke KPN N.V.,2016-05-03,0.51,Citadel Europe LLP,NL0000009082,archive
SBM Offshore N.V.,2016-05-03,0.6,Oxford Asset Management,NL0000360618,archive
SBM Offshore N.V.,2016-05-03,0.6,"WorldQuant, LLC",NL0000360618,archive
SBM Offshore N.V.,2016-05-02,2.5,"AQR Capital Management, LLC",NL0000360618,archive
Fugro N.V.,2016-05-02,1.6,Marshall Wace LLP,NL0000352565,archive
Galapagos NV,2016-05-02,0.5,Marshall Wace LLP,BE0003818359,archive
Wereldhave N.V.,2016-05-02,0.6,Marshall Wace LLP,NL0000289213,archive
Koninklijke KPN N.V.,2016-04-29,0.48,Citadel Europe LLP,NL0000009082,archive
ArcelorMittal S.A.,2016-04-28,0.64,"AQR Capital Management, LLC",LU0323134006,archive
ARCADIS N.V.,2016-04-28,0.49,Canada Pension Plan Investment Board,NL0006237562,archive
PostNL N.V.,2016-04-28,0.69,Capital Fund Management S.A.,NL0009739416,archive
Fugro N.V.,2016-04-28,1.52,Marshall Wace LLP,NL0000352565,archive
ArcelorMittal S.A.,2016-04-28,0.52,Odey Asset Management LLP,LU0323134006,archive
Aperam S.A.,2016-04-27,0.56,BNP Paribas S.A.,LU0569974404,archive
Fugro N.V.,2016-04-27,1.44,Marshall Wace LLP,NL0000352565,archive
Fugro N.V.,2016-04-25,1.32,Marshall Wace LLP,NL0000352565,archive
Fugro N.V.,2016-04-22,1.38,"AQR Capital Management, LLC",NL0000352565,archive
Koninklijke KPN N.V.,2016-04-21,0.53,Citadel Europe LLP,NL0000009082,archive
Koninklijke Vopak N.V.,2016-04-21,0.49,"GAM Investment Management (Switzerland) AG, Zurich",NL0009432491,archive
ArcelorMittal S.A.,2016-04-21,0.61,Odey Asset Management LLP,LU0323134006,archive
Aperam S.A.,2016-04-21,0.5,Polar Asset Management Partners Inc.,LU0569974404,archive
SBM Offshore N.V.,2016-04-21,0.59,"WorldQuant, LLC",NL0000360618,archive
Fugro N.V.,2016-04-20,1.26,Marshall Wace LLP,NL0000352565,archive
Galapagos NV,2016-04-20,0.59,Oxford Asset Management,BE0003818359,archive
SBM Offshore N.V.,2016-04-19,0.83,AKO Capital LLP,NL0000360618,archive
Galapagos NV,2016-04-19,0.5,Millennium International Management LP,BE0003818359,archive
ArcelorMittal S.A.,2016-04-19,0.54,Odey Asset Management LLP,LU0323134006,archive
SBM Offshore N.V.,2016-04-18,0.93,AKO Capital LLP,NL0000360618,archive
Alumexx N.V.,2016-04-18,0.46,Better Options LLP,NL0011495189,archive
Koninklijke BAM Groep N.V.,2016-04-18,0.49,BlackRock Investment Management (UK) Limited,NL0000337319,archive
Aperam S.A.,2016-04-18,0.49,BNP Paribas S.A.,LU0569974404,archive
Fugro N.V.,2016-04-18,1.11,Marshall Wace LLP,NL0000352565,archive
Wereldhave N.V.,2016-04-18,0.51,Marshall Wace LLP,NL0000289213,archive
PostNL N.V.,2016-04-18,0.79,Oxford Asset Management,NL0009739416,archive
SBM Offshore N.V.,2016-04-15,2.4,"AQR Capital Management, LLC",NL0000360618,archive
Alumexx N.V.,2016-04-15,0.55,Better Options LLP,NL0011495189,archive
Fugro N.V.,2016-04-15,0.98,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-04-15,0.47,Marshall Wace LLP,NL0000360618,archive
Galapagos NV,2016-04-15,0.49,Millennium International Management LP,BE0003818359,archive
Fugro N.V.,2016-04-15,0.44,TT International,NL0000352565,archive
Koninklijke Ahold Delhaize N.V.,2016-04-14,0.51,Carlson Capital UK LLP,NL0010672325,archive
Fugro N.V.,2016-04-14,1.09,Marshall Wace LLP,NL0000352565,archive
Galapagos NV,2016-04-14,0.5,Millennium International Management LP,BE0003818359,archive
Koninklijke BAM Groep N.V.,2016-04-13,0.51,BlackRock Investment Management (UK) Limited,NL0000337319,archive
SBM Offshore N.V.,2016-04-13,0.46,Man Investments Limited,NL0000360618,archive
Fugro N.V.,2016-04-13,1.23,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-04-13,0.55,Marshall Wace LLP,NL0000360618,archive
ArcelorMittal S.A.,2016-04-13,0.62,Odey Asset Management LLP,LU0323134006,archive
ArcelorMittal S.A.,2016-04-13,0.51,UBS Asset Management (UK) Ltd.,LU0323134006,archive
Fugro N.V.,2016-04-12,1.33,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-04-12,0.64,"WorldQuant, LLC",NL0000360618,archive
Fugro N.V.,2016-04-11,1.44,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-04-11,0.6,Marshall Wace LLP,NL0000360618,archive
Koninklijke BAM Groep N.V.,2016-04-08,0.49,BlackRock Investment Management (UK) Limited,NL0000337319,archive
SBM Offshore N.V.,2016-04-08,0.91,Capital Fund Management S.A.,NL0000360618,archive
Aperam S.A.,2016-04-08,0.6,CQS (UK) LLP,LU0569974404,archive
ArcelorMittal S.A.,2016-04-08,0.0,Jane Street Group LLC,LU0323134006,archive
ArcelorMittal S.A.,2016-04-08,0.29,Marshall Wace LLP,LU0323134006,archive
Fugro N.V.,2016-04-08,1.55,Marshall Wace LLP,NL0000352565,archive
ArcelorMittal S.A.,2016-04-08,0.84,Odey Asset Management LLP,LU0323134006,archive
ArcelorMittal S.A.,2016-04-08,0.2,Quartys Limited,LU0323134006,archive
TKH Group N.V.,2016-04-07,0.93,AKO Capital LLP,NL0000852523,archive
ArcelorMittal S.A.,2016-04-07,0.59,Jane Street Group LLC,LU0323134006,archive
SBM Offshore N.V.,2016-04-07,0.5,Man Investments Limited,NL0000360618,archive
Fugro N.V.,2016-04-07,1.77,Marshall Wace LLP,NL0000352565,archive
Aperam S.A.,2016-04-06,4.69,Adage Capital Management L.P.,LU0569974404,archive
SBM Offshore N.V.,2016-04-06,1.07,AKO Capital LLP,NL0000360618,archive
TKH Group N.V.,2016-04-06,1.03,AKO Capital LLP,NL0000852523,archive
Fugro N.V.,2016-04-06,1.48,"AQR Capital Management, LLC",NL0000352565,archive
Aperam S.A.,2016-04-06,0.58,CQS (UK) LLP,LU0569974404,archive
ArcelorMittal S.A.,2016-04-06,0.9,Quartys Limited,LU0323134006,archive
ArcelorMittal S.A.,2016-04-06,0.0,Susquehanna International Holdings LLC,LU0323134006,archive
Koninklijke BAM Groep N.V.,2016-04-05,0.55,BlackRock Investment Management (UK) Limited,NL0000337319,archive
Aperam S.A.,2016-04-05,0.53,BNP Paribas S.A.,LU0569974404,archive
Koninklijke BAM Groep N.V.,2016-04-05,0.63,Canada Pension Plan Investment Board,NL0000337319,archive
Koninklijke Ahold Delhaize N.V.,2016-04-05,1.09,"Davidson Kempner European Partners, LLP",NL0010672325,archive
Galapagos NV,2016-04-05,0.49,Millennium International Management LP,BE0003818359,archive
TKH Group N.V.,2016-04-05,0.41,SFM UK Management LLP,NL0000852523,archive
Wereldhave N.V.,2016-04-05,0.47,"WorldQuant, LLC",NL0000289213,archive
Koninklijke BAM Groep N.V.,2016-04-04,0.55,Canada Pension Plan Investment Board,NL0000337319,archive
Wereldhave N.V.,2016-04-04,0.3,Canada Pension Plan Investment Board,NL0000289213,archive
SBM Offshore N.V.,2016-04-04,1.78,"D.E. Shaw & Co., L.P.",NL0000360618,archive
ArcelorMittal S.A.,2016-04-04,0.81,Quartys Limited,LU0323134006,archive
ArcelorMittal S.A.,2016-04-04,0.6,Susquehanna International Holdings LLC,LU0323134006,archive
SBM Offshore N.V.,2016-04-01,2.31,"AQR Capital Management, LLC",NL0000360618,archive
Wereldhave N.V.,2016-04-01,0.6,Canada Pension Plan Investment Board,NL0000289213,archive
Aperam S.A.,2016-04-01,0.6,CQS (UK) LLP,LU0569974404,archive
ArcelorMittal S.A.,2016-04-01,0.64,Jane Street Group LLC,LU0323134006,archive
Fugro N.V.,2016-04-01,1.89,Marshall Wace LLP,NL0000352565,archive
ArcelorMittal S.A.,2016-04-01,0.59,Susquehanna International Holdings LLC,LU0323134006,archive
Wereldhave N.V.,2016-04-01,0.52,"WorldQuant, LLC",NL0000289213,archive
ArcelorMittal S.A.,2016-03-31,0.47,"AQR Capital Management, LLC",LU0323134006,archive
Fugro N.V.,2016-03-31,1.57,"AQR Capital Management, LLC",NL0000352565,archive
ArcelorMittal S.A.,2016-03-31,0.72,Jane Street Group LLC,LU0323134006,archive
Koninklijke Ahold Delhaize N.V.,2016-03-31,1.03,Pine River Capital Management L.P.,NL0010672325,archive
ArcelorMittal S.A.,2016-03-31,0.6,Susquehanna International Holdings LLC,LU0323134006,archive
ArcelorMittal S.A.,2016-03-30,0.77,Quartys Limited,LU0323134006,archive
SBM Offshore N.V.,2016-03-30,0.81,"Sophos Capital Management, L.P.",NL0000360618,archive
ArcelorMittal S.A.,2016-03-29,0.6,Jane Street Group LLC,LU0323134006,archive
Fugro N.V.,2016-03-29,1.91,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-03-29,0.59,"WorldQuant, LLC",NL0000360618,archive
Koninklijke Ahold Delhaize N.V.,2016-03-28,0.5,"AQR Capital Management, LLC",NL0010672325,archive
ArcelorMittal S.A.,2016-03-28,0.54,Jane Street Group LLC,LU0323134006,archive
Koninklijke Ahold Delhaize N.V.,2016-03-25,0.49,"AQR Capital Management, LLC",NL0010672325,archive
Fugro N.V.,2016-03-24,1.66,"AQR Capital Management, LLC",NL0000352565,archive
Koninklijke Ahold Delhaize N.V.,2016-03-24,0.5,"AQR Capital Management, LLC",NL0010672325,archive
SBM Offshore N.V.,2016-03-24,2.29,"AQR Capital Management, LLC",NL0000360618,archive
ArcelorMittal S.A.,2016-03-24,0.56,Marshall Wace LLP,LU0323134006,archive
ArcelorMittal S.A.,2016-03-24,0.55,Susquehanna International Holdings LLC,LU0323134006,archive
Aperam S.A.,2016-03-23,4.75,Adage Capital Management L.P.,LU0569974404,archive
SBM Offshore N.V.,2016-03-23,2.3,"AQR Capital Management, LLC",NL0000360618,archive
Koninklijke Ahold Delhaize N.V.,2016-03-23,1.19,"Davidson Kempner European Partners, LLP",NL0010672325,archive
ArcelorMittal S.A.,2016-03-23,0.82,Quartys Limited,LU0323134006,archive
SBM Offshore N.V.,2016-03-22,0.81,Capital Fund Management S.A.,NL0000360618,archive
PostNL N.V.,2016-03-22,0.89,Oxford Asset Management,NL0009739416,archive
ArcelorMittal S.A.,2016-03-22,0.67,Quartys Limited,LU0323134006,archive
TomTom N.V.,2016-03-21,0.5,"PDT Partners, LLC",NL0000387058,archive
ArcelorMittal S.A.,2016-03-21,0.58,Quartys Limited,LU0323134006,archive
SBM Offshore N.V.,2016-03-21,0.66,"WorldQuant, LLC",NL0000360618,archive
ArcelorMittal S.A.,2016-03-18,0.59,"AQR Capital Management, LLC",LU0323134006,archive
ArcelorMittal S.A.,2016-03-18,0.44,Jane Street Group LLC,LU0323134006,archive
ArcelorMittal S.A.,2016-03-18,0.48,"Luminus Management, LLC",LU0323134006,archive
Galapagos NV,2016-03-18,0.53,Millennium International Management LP,BE0003818359,archive
Fugro N.V.,2016-03-17,1.77,"AQR Capital Management, LLC",NL0000352565,archive
Koninklijke Ahold Delhaize N.V.,2016-03-17,0.48,"AQR Capital Management, LLC",NL0010672325,archive
Aperam S.A.,2016-03-17,0.46,BlackRock Investment Management (UK) Limited,LU0569974404,archive
ArcelorMittal S.A.,2016-03-17,0.59,"Luminus Management, LLC",LU0323134006,archive
ArcelorMittal S.A.,2016-03-17,0.6,Marshall Wace LLP,LU0323134006,archive
SBM Offshore N.V.,2016-03-17,0.59,Oxford Asset Management,NL0000360618,archive
Koninklijke Ahold Delhaize N.V.,2016-03-16,0.5,"AQR Capital Management, LLC",NL0010672325,archive
ArcelorMittal S.A.,2016-03-16,0.55,Jane Street Group LLC,LU0323134006,archive
Fugro N.V.,2016-03-16,1.8,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-03-15,2.21,"AQR Capital Management, LLC",NL0000360618,archive
ArcelorMittal S.A.,2016-03-15,0.73,"Luminus Management, LLC",LU0323134006,archive
SBM Offshore N.V.,2016-03-15,0.6,Oxford Asset Management,NL0000360618,archive
Fugro N.V.,2016-03-15,0.59,TT International,NL0000352565,archive
Fugro N.V.,2016-03-14,1.88,"AQR Capital Management, LLC",NL0000352565,archive
Aperam S.A.,2016-03-14,0.59,BlackRock Investment Management (UK) Limited,LU0569974404,archive
Fugro N.V.,2016-03-14,0.62,BlackRock Investment Management (UK) Limited,NL0000352565,archive
ArcelorMittal S.A.,2016-03-14,0.56,Marshall Wace LLP,LU0323134006,archive
ArcelorMittal S.A.,2016-03-14,0.96,Odey Asset Management LLP,LU0323134006,archive
TKH Group N.V.,2016-03-14,0.54,SFM UK Management LLP,NL0000852523,archive
ArcelorMittal S.A.,2016-03-11,0.88,"AQR Capital Management, LLC",LU0323134006,archive
Fugro N.V.,2016-03-11,1.95,"AQR Capital Management, LLC",NL0000352565,archive
SBM Offshore N.V.,2016-03-11,2.18,"AQR Capital Management, LLC",NL0000360618,archive
