issuer_name,position_date,net_short_position,position_holder,isin,source
Signify N.V.,2026-02-23,1.63,Citadel Advisors LLC,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-02-23,0.91,Marshall Wace LLP,NL0015002MS2,current
Signify N.V.,2026-02-23,0.8,"PDT Partners, LLC",NL0011821392,current
Signify N.V.,2026-02-20,1.58,Citadel Advisors LLC,NL0011821392,current
Wolters Kluwer N.V.,2026-02-20,0.6,"D. E. Shaw & Co., L.P.",NL0000395903,current
Shell plc,2026-02-20,0.7,"Elliott Investment Management, L.P",GB00BP6MXD84,current
Signify N.V.,2026-02-20,1.84,Marshall Wace LLP,NL0011821392,current
ARCADIS N.V.,2026-02-20,1.17,Squarepoint Ops LLC,NL0006237562,current
Alfen N.V.,2026-02-19,1.48,"D. E. Shaw & Co., L.P.",NL0012817175,current
ARCADIS N.V.,2026-02-19,0.62,"D. E. Shaw & Co., L.P.",NL0006237562,current
InPost S.A.,2026-02-19,0.7,"Two Sigma Investments, LP",LU2290522684,current
Alfen N.V.,2026-02-19,1.84,Voleon Capital Management LP,NL0012817175,current
IMCD N.V.,2026-02-18,1.39,"BlackRock Financial Management, Inc.",NL0010801007,current
Signify N.V.,2026-02-18,1.62,Citadel Advisors LLC,NL0011821392,current
Akzo Nobel N.V.,2026-02-18,1.23,Davidson Kempner Capital Management LP,NL0013267909,current
IMCD N.V.,2026-02-18,0.72,JPMorgan Asset Management (UK) Ltd.,NL0010801007,current
The Magnum Ice Cream Company N.V.,2026-02-18,0.81,Marshall Wace LLP,NL0015002MS2,current
IMCD N.V.,2026-02-18,0.63,"PDT Partners, LLC",NL0010801007,current
Alfen N.V.,2026-02-18,1.77,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-02-18,3.25,"WorldQuant, LLC",NL0012817175,current
Wereldhave N.V.,2026-02-17,0.58,Citadel Advisors LLC,NL0000289213,current
Wolters Kluwer N.V.,2026-02-17,0.59,"D. E. Shaw & Co., L.P.",NL0000395903,current
Signify N.V.,2026-02-17,0.92,Eleva Capital SAS,NL0011821392,current
DSM-Firmenich AG,2026-02-17,1.07,Ilex Capital Partners (UK) LLP,CH1216478797,current
Alfen N.V.,2026-02-17,1.68,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-02-17,3.11,"WorldQuant, LLC",NL0012817175,current
Wereldhave N.V.,2026-02-16,0.6,Citadel Advisors LLC,NL0000289213,current
Wolters Kluwer N.V.,2026-02-16,0.6,"D. E. Shaw & Co., L.P.",NL0000395903,current
DSM-Firmenich AG,2026-02-16,1.12,Ilex Capital Partners (UK) LLP,CH1216478797,current
The Magnum Ice Cream Company N.V.,2026-02-16,0.7,Marshall Wace LLP,NL0015002MS2,current
Wolters Kluwer N.V.,2026-02-13,0.59,"D. E. Shaw & Co., L.P.",NL0000395903,current
PostNL N.V.,2026-02-13,0.79,Marshall Wace LLP,NL0009739416,current
Signify N.V.,2026-02-13,1.71,Marshall Wace LLP,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-02-13,0.68,Marshall Wace LLP,NL0015002MS2,current
Theon International Plc,2026-02-13,0.61,"Two Sigma Investments, LP",CY0200751713,current
Alfen N.V.,2026-02-13,1.51,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-02-13,3.01,"WorldQuant, LLC",NL0012817175,current
IMCD N.V.,2026-02-12,0.73,"BlackRock Advisors, LLC",NL0010801007,current
IMCD N.V.,2026-02-12,1.45,"BlackRock Financial Management, Inc.",NL0010801007,current
Signify N.V.,2026-02-12,1.58,Citadel Advisors LLC,NL0011821392,current
DSM-Firmenich AG,2026-02-12,1.38,Ilex Capital Partners (UK) LLP,CH1216478797,current
The Magnum Ice Cream Company N.V.,2026-02-12,0.5,Marshall Wace LLP,NL0015002MS2,current
Signify N.V.,2026-02-12,0.78,"PDT Partners, LLC",NL0011821392,current
InPost S.A.,2026-02-12,0.6,"Two Sigma Investments, LP",LU2290522684,current
Alfen N.V.,2026-02-12,1.43,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-02-12,2.9,"WorldQuant, LLC",NL0012817175,current
IMCD N.V.,2026-02-11,0.5,Acadian Asset Management LLC.,NL0010801007,current
Akzo Nobel N.V.,2026-02-11,1.08,AKO Capital LLP,NL0013267909,current
IMCD N.V.,2026-02-11,0.9,"BlackRock Advisors, LLC",NL0010801007,current
Alfen N.V.,2026-02-11,1.57,"D. E. Shaw & Co., L.P.",NL0012817175,current
IMCD N.V.,2026-02-11,0.6,"Two Sigma Investments, LP",NL0010801007,current
Alfen N.V.,2026-02-11,1.39,Voleon Capital Management LP,NL0012817175,current
Wereldhave N.V.,2026-02-10,0.58,Citadel Advisors LLC,NL0000289213,current
PostNL N.V.,2026-02-10,0.79,"D. E. Shaw & Co., L.P.",NL0009739416,current
Akzo Nobel N.V.,2026-02-10,1.1,Davidson Kempner Capital Management LP,NL0013267909,current
Signify N.V.,2026-02-10,1.64,Marshall Wace LLP,NL0011821392,current
Theon International Plc,2026-02-10,0.5,Qube Research & Technologies Ltd.,CY0200751713,current
ARCADIS N.V.,2026-02-10,1.09,Squarepoint Ops LLC,NL0006237562,current
Alfen N.V.,2026-02-10,1.41,Voleon Capital Management LP,NL0012817175,current
PostNL N.V.,2026-02-06,0.59,Citadel Advisors LLC,NL0009739416,current
Pharming Group N.V.,2026-02-06,0.6,"D. E. Shaw & Co., L.P.",NL0010391025,current
Basic-Fit N.V.,2026-02-06,1.59,JPMorgan Asset Management (UK) Ltd.,NL0011872650,current
IMCD N.V.,2026-02-06,0.5,"PDT Partners, LLC",NL0010801007,current
ARCADIS N.V.,2026-02-05,0.6,"AQR Capital Management, LLC",NL0006237562,current
IMCD N.V.,2026-02-05,1.05,"BlackRock Advisors, LLC",NL0010801007,current
Signify N.V.,2026-02-05,0.93,Citadel Advisors Europe Limited,NL0011821392,current
Signify N.V.,2026-02-05,1.6,Citadel Advisors LLC,NL0011821392,current
Akzo Nobel N.V.,2026-02-05,1.02,Davidson Kempner Capital Management LP,NL0013267909,current
IMCD N.V.,2026-02-04,1.5,"BlackRock Financial Management, Inc.",NL0010801007,current
IMCD N.V.,2026-02-04,0.66,Caisse de dépôt et placement du Québec,NL0010801007,current
Pharming Group N.V.,2026-02-04,0.59,"D. E. Shaw & Co., L.P.",NL0010391025,current
Pharming Group N.V.,2026-02-04,0.89,Lazard Asset Management LLC,NL0010391025,current
PostNL N.V.,2026-02-04,0.82,Marshall Wace LLP,NL0009739416,current
Signify N.V.,2026-02-04,1.51,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2026-02-04,1.38,Voleon Capital Management LP,NL0012817175,current
Akzo Nobel N.V.,2026-02-03,1.12,AKO Capital LLP,NL0013267909,current
IMCD N.V.,2026-02-03,0.9,"Arrowstreet Capital, Limited Partnership",NL0010801007,current
Signify N.V.,2026-02-03,0.8,Citadel Advisors Europe Limited,NL0011821392,current
Signify N.V.,2026-02-03,1.5,Citadel Advisors LLC,NL0011821392,current
DSM-Firmenich AG,2026-02-03,1.41,Ilex Capital Partners (UK) LLP,CH1216478797,current
Pharming Group N.V.,2026-02-03,0.9,Lazard Asset Management LLC,NL0010391025,current
CVC Capital Partners plc,2026-02-03,0.5,Qube Research & Technologies Ltd.,JE00BRX98089,current
Alfen N.V.,2026-02-03,1.46,Voleon Capital Management LP,NL0012817175,current
Signify N.V.,2026-02-02,0.91,"AQR Capital Management, LLC",NL0011821392,current
Pharming Group N.V.,2026-02-02,0.66,Capstone Volatility Master (Cayman) Limited,NL0010391025,current
Signify N.V.,2026-02-02,0.74,Citadel Advisors Europe Limited,NL0011821392,current
Signify N.V.,2026-02-02,1.42,Citadel Advisors LLC,NL0011821392,current
ARCADIS N.V.,2026-02-02,0.5,"D. E. Shaw & Co., L.P.",NL0006237562,current
Akzo Nobel N.V.,2026-02-02,0.93,Davidson Kempner Capital Management LP,NL0013267909,current
Pharming Group N.V.,2026-02-02,0.89,Lazard Asset Management LLC,NL0010391025,current
PostNL N.V.,2026-02-02,0.78,Marshall Wace LLP,NL0009739416,current
Signify N.V.,2026-02-02,1.45,Marshall Wace LLP,NL0011821392,current
Signify N.V.,2026-02-02,0.8,"PDT Partners, LLC",NL0011821392,current
Universal Music Group N.V.,2026-01-30,0.5,"AQR Capital Management, LLC",NL0015000IY2,current
Signify N.V.,2026-01-30,0.63,Citadel Advisors Europe Limited,NL0011821392,current
Signify N.V.,2026-01-30,1.25,Citadel Advisors LLC,NL0011821392,current
Basic-Fit N.V.,2026-01-30,0.9,"D. E. Shaw & Co., L.P.",NL0011872650,current
Signify N.V.,2026-01-30,1.39,Marshall Wace LLP,NL0011821392,current
Signify N.V.,2026-01-30,0.76,"PDT Partners, LLC",NL0011821392,current
ARCADIS N.V.,2026-01-30,1.19,Squarepoint Ops LLC,NL0006237562,current
Pharming Group N.V.,2026-01-29,0.72,Capstone Volatility Master (Cayman) Limited,NL0010391025,current
Signify N.V.,2026-01-29,1.1,Citadel Advisors LLC,NL0011821392,current
Akzo Nobel N.V.,2026-01-29,0.8,Davidson Kempner Capital Management LP,NL0013267909,current
Basic-Fit N.V.,2026-01-29,1.68,JPMorgan Asset Management (UK) Ltd.,NL0011872650,current
IMCD N.V.,2026-01-28,1.1,"BlackRock Advisors, LLC",NL0010801007,current
Signify N.V.,2026-01-28,1.03,Citadel Advisors LLC,NL0011821392,current
Wolters Kluwer N.V.,2026-01-28,0.61,"D. E. Shaw & Co., L.P.",NL0000395903,current
Akzo Nobel N.V.,2026-01-28,0.67,Davidson Kempner Capital Management LP,NL0013267909,current
Akzo Nobel N.V.,2026-01-27,1.07,AKO Capital LLP,NL0013267909,current
IMCD N.V.,2026-01-27,0.57,Caisse de dépôt et placement du Québec,NL0010801007,current
Signify N.V.,2026-01-27,0.9,Citadel Advisors LLC,NL0011821392,current
Signify N.V.,2026-01-27,0.78,Eleva Capital SAS,NL0011821392,current
Basic-Fit N.V.,2026-01-27,1.72,JPMorgan Asset Management (UK) Ltd.,NL0011872650,current
PostNL N.V.,2026-01-26,0.62,Citadel Advisors LLC,NL0009739416,current
Akzo Nobel N.V.,2026-01-26,0.51,Davidson Kempner Capital Management LP,NL0013267909,current
Signify N.V.,2026-01-26,1.49,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2026-01-26,1.5,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-01-26,2.72,"WorldQuant, LLC",NL0012817175,current
ARCADIS N.V.,2026-01-22,0.5,"AQR Capital Management, LLC",NL0006237562,current
Alfen N.V.,2026-01-22,1.69,"D. E. Shaw & Co., L.P.",NL0012817175,current
PostNL N.V.,2026-01-22,0.89,"D. E. Shaw & Co., L.P.",NL0009739416,current
Pharming Group N.V.,2026-01-22,0.91,Lazard Asset Management LLC,NL0010391025,current
Alfen N.V.,2026-01-22,1.49,Voleon Capital Management LP,NL0012817175,current
IMCD N.V.,2026-01-21,1.02,"BlackRock Advisors, LLC",NL0010801007,current
Pharming Group N.V.,2026-01-21,0.87,Capstone Volatility Master (Cayman) Limited,NL0010391025,current
PostNL N.V.,2026-01-21,0.89,Marshall Wace LLP,NL0009739416,current
IMCD N.V.,2026-01-21,0.51,"Two Sigma Investments, LP",NL0010801007,current
Alfen N.V.,2026-01-21,2.61,"WorldQuant, LLC",NL0012817175,current
Signify N.V.,2026-01-20,0.81,Citadel Advisors LLC,NL0011821392,current
Wereldhave N.V.,2026-01-20,0.6,Citadel Advisors LLC,NL0000289213,current
PostNL N.V.,2026-01-20,0.9,"D. E. Shaw & Co., L.P.",NL0009739416,current
Signify N.V.,2026-01-19,0.77,Citadel Advisors LLC,NL0011821392,current
Alfen N.V.,2026-01-19,1.55,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-01-19,2.53,"WorldQuant, LLC",NL0012817175,current
IMCD N.V.,2026-01-16,1.4,"BlackRock Financial Management, Inc.",NL0010801007,current
DSM-Firmenich AG,2026-01-16,1.38,Ilex Capital Partners (UK) LLP,CH1216478797,current
PostNL N.V.,2026-01-16,0.9,Marshall Wace LLP,NL0009739416,current
PostNL N.V.,2026-01-15,0.59,Citadel Advisors LLC,NL0009739416,current
Wolters Kluwer N.V.,2026-01-15,0.51,"D. E. Shaw & Co., L.P.",NL0000395903,current
Signify N.V.,2026-01-14,1.59,Marshall Wace LLP,NL0011821392,current
ARCADIS N.V.,2026-01-14,1.28,Squarepoint Ops LLC,NL0006237562,current
PostNL N.V.,2026-01-13,0.81,Marshall Wace LLP,NL0009739416,current
ARCADIS N.V.,2026-01-13,1.3,Squarepoint Ops LLC,NL0006237562,current
Alfen N.V.,2026-01-13,2.41,"WorldQuant, LLC",NL0012817175,current
Alfen N.V.,2026-01-12,1.7,"D. E. Shaw & Co., L.P.",NL0012817175,current
Basic-Fit N.V.,2026-01-12,0.89,"D. E. Shaw & Co., L.P.",NL0011872650,current
Alfen N.V.,2026-01-12,1.42,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-01-12,2.37,"WorldQuant, LLC",NL0012817175,current
Pharming Group N.V.,2026-01-09,0.91,Capstone Volatility Master (Cayman) Limited,NL0010391025,current
Signify N.V.,2026-01-09,0.6,Citadel Advisors LLC,NL0011821392,current
Alfen N.V.,2026-01-09,1.69,"D. E. Shaw & Co., L.P.",NL0012817175,current
PostNL N.V.,2026-01-09,0.88,"D. E. Shaw & Co., L.P.",NL0009739416,current
Shell plc,2026-01-09,0.6,"Elliott Investment Management, L.P",GB00BP6MXD84,current
Signify N.V.,2026-01-09,0.69,"PDT Partners, LLC",NL0011821392,current
ARCADIS N.V.,2026-01-09,1.29,Squarepoint Ops LLC,NL0006237562,current
IMCD N.V.,2026-01-08,1.39,"BlackRock Financial Management, Inc.",NL0010801007,current
Signify N.V.,2026-01-08,0.57,Citadel Advisors LLC,NL0011821392,current
Alfen N.V.,2026-01-08,1.7,"D. E. Shaw & Co., L.P.",NL0012817175,current
PostNL N.V.,2026-01-08,0.9,"D. E. Shaw & Co., L.P.",NL0009739416,current
Signify N.V.,2026-01-08,0.7,"PDT Partners, LLC",NL0011821392,current
Theon International Plc,2026-01-08,0.59,"Two Sigma Investments, LP",CY0200751713,current
Alfen N.V.,2026-01-08,1.33,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-01-08,2.23,"WorldQuant, LLC",NL0012817175,current
PostNL N.V.,2026-01-07,0.61,Citadel Advisors LLC,NL0009739416,current
Signify N.V.,2026-01-07,0.6,Citadel Advisors LLC,NL0011821392,current
PostNL N.V.,2026-01-07,0.89,"D. E. Shaw & Co., L.P.",NL0009739416,current
IMCD N.V.,2026-01-06,1.41,"BlackRock Financial Management, Inc.",NL0010801007,current
Signify N.V.,2026-01-06,1.67,Marshall Wace LLP,NL0011821392,current
Theon International Plc,2026-01-06,0.6,"Two Sigma Investments, LP",CY0200751713,current
IMCD N.V.,2026-01-05,1.39,"BlackRock Financial Management, Inc.",NL0010801007,current
DSM-Firmenich AG,2026-01-05,1.4,Ilex Capital Partners (UK) LLP,CH1216478797,current
Theon International Plc,2026-01-05,0.59,"Two Sigma Investments, LP",CY0200751713,current
Alfen N.V.,2026-01-05,1.22,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2026-01-05,2.14,"WorldQuant, LLC",NL0012817175,current
Alfen N.V.,2026-01-02,1.68,"D. E. Shaw & Co., L.P.",NL0012817175,current
PostNL N.V.,2026-01-02,0.78,Marshall Wace LLP,NL0009739416,current
Signify N.V.,2026-01-02,1.78,Marshall Wace LLP,NL0011821392,current
InPost S.A.,2026-01-02,0.54,"Two Sigma Investments, LP",LU2290522684,current
Theon International Plc,2026-01-02,0.6,"Two Sigma Investments, LP",CY0200751713,current
Alfen N.V.,2026-01-02,2.08,"WorldQuant, LLC",NL0012817175,current
Signify N.V.,2025-12-30,0.5,Citadel Advisors LLC,NL0011821392,current
Alfen N.V.,2025-12-30,1.18,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2025-12-30,2.11,"WorldQuant, LLC",NL0012817175,current
Alfen N.V.,2025-12-29,1.77,"D. E. Shaw & Co., L.P.",NL0012817175,current
Alfen N.V.,2025-12-24,1.02,Voleon Capital Management LP,NL0012817175,current
IMCD N.V.,2025-12-23,0.8,"Arrowstreet Capital, Limited Partnership",NL0010801007,current
IMCD N.V.,2025-12-23,1.4,"BlackRock Financial Management, Inc.",NL0010801007,current
Akzo Nobel N.V.,2025-12-22,0.62,LMR Partners LLP,NL0013267909,current
Signify N.V.,2025-12-22,1.88,Marshall Wace LLP,NL0011821392,current
ArcelorMittal S.A.,2025-12-19,0.5,"AQR Capital Management, LLC",LU1598757687,current
Alfen N.V.,2025-12-19,0.99,Voleon Capital Management LP,NL0012817175,current
Fugro N.V.,2025-12-18,0.68,JPMorgan Asset Management (UK) Ltd.,NL00150003E1,current
PostNL N.V.,2025-12-17,0.5,Citadel Advisors LLC,NL0009739416,current
Basic-Fit N.V.,2025-12-17,1.88,JPMorgan Asset Management (UK) Ltd.,NL0011872650,current
IMCD N.V.,2025-12-16,0.7,"Arrowstreet Capital, Limited Partnership",NL0010801007,current
Alfen N.V.,2025-12-16,2.0,"WorldQuant, LLC",NL0012817175,current
DSM-Firmenich AG,2025-12-15,1.3,Ilex Capital Partners (UK) LLP,CH1216478797,current
IMCD N.V.,2025-12-12,1.39,"BlackRock Financial Management, Inc.",NL0010801007,current
Wereldhave N.V.,2025-12-12,0.59,Citadel Advisors LLC,NL0000289213,current
PostNL N.V.,2025-12-12,0.99,"D. E. Shaw & Co., L.P.",NL0009739416,current
ARCADIS N.V.,2025-12-12,1.3,Squarepoint Ops LLC,NL0006237562,current
ARCADIS N.V.,2025-12-11,1.29,Squarepoint Ops LLC,NL0006237562,current
Alfen N.V.,2025-12-11,1.93,"WorldQuant, LLC",NL0012817175,current
Akzo Nobel N.V.,2025-12-10,0.51,LMR Partners LLP,NL0013267909,current
IMCD N.V.,2025-12-09,1.4,"BlackRock Financial Management, Inc.",NL0010801007,current
ARCADIS N.V.,2025-12-09,1.3,Squarepoint Ops LLC,NL0006237562,current
Alfen N.V.,2025-12-08,1.8,"WorldQuant, LLC",NL0012817175,current
IMCD N.V.,2025-12-05,1.39,"BlackRock Financial Management, Inc.",NL0010801007,current
Signify N.V.,2025-12-05,1.9,Marshall Wace LLP,NL0011821392,current
Signify N.V.,2025-12-04,0.81,"AQR Capital Management, LLC",NL0011821392,current
Signify N.V.,2025-12-04,1.89,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2025-12-04,1.08,Voleon Capital Management LP,NL0012817175,current
IMCD N.V.,2025-12-03,1.4,"BlackRock Financial Management, Inc.",NL0010801007,current
Pharming Group N.V.,2025-12-03,0.83,Lazard Asset Management LLC,NL0010391025,current
Alfen N.V.,2025-12-02,1.74,"WorldQuant, LLC",NL0012817175,current
Basic-Fit N.V.,2025-12-01,0.99,"D. E. Shaw & Co., L.P.",NL0011872650,current
Alfen N.V.,2025-12-01,1.19,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2025-12-01,1.69,"WorldQuant, LLC",NL0012817175,current
IMCD N.V.,2025-11-28,0.9,"BlackRock Advisors, LLC",NL0010801007,current
Wereldhave N.V.,2025-11-28,0.6,Citadel Advisors LLC,NL0000289213,current
DSM-Firmenich AG,2025-11-28,1.2,Ilex Capital Partners (UK) LLP,CH1216478797,current
Alfen N.V.,2025-11-28,1.78,"WorldQuant, LLC",NL0012817175,current
Signify N.V.,2025-11-27,1.71,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2025-11-27,1.27,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2025-11-27,1.84,"WorldQuant, LLC",NL0012817175,current
IMCD N.V.,2025-11-25,0.89,"BlackRock Advisors, LLC",NL0010801007,current
ARCADIS N.V.,2025-11-25,1.2,Squarepoint Ops LLC,NL0006237562,current
Alfen N.V.,2025-11-25,1.36,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2025-11-25,1.93,"WorldQuant, LLC",NL0012817175,current
Alfen N.V.,2025-11-24,1.82,"D. E. Shaw & Co., L.P.",NL0012817175,current
Basic-Fit N.V.,2025-11-24,1.0,"D. E. Shaw & Co., L.P.",NL0011872650,current
Signify N.V.,2025-11-24,1.62,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2025-11-24,1.41,Voleon Capital Management LP,NL0012817175,current
Signify N.V.,2025-11-21,0.61,Eleva Capital SAS,NL0011821392,current
Shell plc,2025-11-21,0.59,"Elliott Investment Management, L.P",GB00BP6MXD84,current
PostNL N.V.,2025-11-21,0.89,Marshall Wace LLP,NL0009739416,current
Alfen N.V.,2025-11-21,1.51,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2025-11-21,1.85,"WorldQuant, LLC",NL0012817175,current
Basic-Fit N.V.,2025-11-20,1.9,JPMorgan Asset Management (UK) Ltd.,NL0011872650,current
Signify N.V.,2025-11-20,1.5,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2025-11-20,1.61,"WorldQuant, LLC",NL0012817175,current
Signify N.V.,2025-11-19,1.37,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2025-11-19,1.55,"WorldQuant, LLC",NL0012817175,current
Signify N.V.,2025-11-18,0.7,"AQR Capital Management, LLC",NL0011821392,current
Pharming Group N.V.,2025-11-18,1.02,Capstone Volatility Master (Cayman) Limited,NL0010391025,current
Alfen N.V.,2025-11-18,1.44,Voleon Capital Management LP,NL0012817175,current
Akzo Nobel N.V.,2025-11-17,1.11,AKO Capital LLP,NL0013267909,current
Signify N.V.,2025-11-17,1.24,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2025-11-17,1.41,"WorldQuant, LLC",NL0012817175,current
Alfen N.V.,2025-11-14,1.31,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2025-11-13,1.74,"D. E. Shaw & Co., L.P.",NL0012817175,current
PostNL N.V.,2025-11-13,1.0,"D. E. Shaw & Co., L.P.",NL0009739416,current
Wereldhave N.V.,2025-11-12,0.59,Citadel Advisors LLC,NL0000289213,current
DSM-Firmenich AG,2025-11-12,1.11,Ilex Capital Partners (UK) LLP,CH1216478797,current
Alfen N.V.,2025-11-12,1.27,Voleon Capital Management LP,NL0012817175,current
IMCD N.V.,2025-11-11,0.99,"BlackRock Advisors, LLC",NL0010801007,current
Signify N.V.,2025-11-11,1.11,Marshall Wace LLP,NL0011821392,current
ARCADIS N.V.,2025-11-11,1.11,Squarepoint Ops LLC,NL0006237562,current
Alfen N.V.,2025-11-10,1.69,"D. E. Shaw & Co., L.P.",NL0012817175,current
Basic-Fit N.V.,2025-11-10,0.9,"D. E. Shaw & Co., L.P.",NL0011872650,current
Signify N.V.,2025-11-10,1.09,Marshall Wace LLP,NL0011821392,current
Alfen N.V.,2025-11-10,1.3,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2025-11-10,1.37,"WorldQuant, LLC",NL0012817175,current
IMCD N.V.,2025-11-07,1.3,"BlackRock Financial Management, Inc.",NL0010801007,current
Alfen N.V.,2025-11-07,1.2,Voleon Capital Management LP,NL0012817175,current
Alfen N.V.,2025-11-07,1.44,"WorldQuant, LLC",NL0012817175,current
Pharming Group N.V.,2025-11-06,1.14,Capstone Volatility Master (Cayman) Limited,NL0010391025,current
Pharming Group N.V.,2025-11-06,0.64,Lazard Asset Management LLC,NL0010391025,current
Alfen N.V.,2025-11-06,1.58,"WorldQuant, LLC",NL0012817175,current
