issuer_name,position_date,isin,net_short_position,position_holder,source
Koninklijke BAM Groep N.V.,2017-03-31,NL0000337319,0.55,Marshall Wace LLP,archive
TomTom N.V.,2017-03-31,NL0000387058,0.59,Systematica Investments Limited,archive
Wereldhave N.V.,2017-03-31,NL0000289213,0.58,"WorldQuant, LLC",archive
OCI N.V.,2017-03-30,NL0010558797,0.49,"AQR Capital Management, LLC",archive
ARCADIS N.V.,2017-03-30,NL0006237562,0.69,Marshall Wace LLP,archive
TomTom N.V.,2017-03-30,NL0000387058,0.6,Systematica Investments Limited,archive
ArcelorMittal S.A.,2017-03-29,LU0323134006,0.64,"AQR Capital Management, LLC",archive
NSI N.V.,2017-03-29,NL0000292324,0.6,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,2017-03-29,NL0006237562,0.48,CapeView Capital LLP,archive
Wereldhave N.V.,2017-03-29,NL0000289213,0.69,Capital Fund Management S.A.,archive
Fugro N.V.,2017-03-29,NL0000352565,0.73,JPMorgan Asset Management (UK) Ltd.,archive
Galapagos NV,2017-03-29,BE0003818359,0.49,Millennium International Management LP,archive
SBM Offshore N.V.,2017-03-28,NL0000360618,2.49,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-03-28,NL0000289213,0.5,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,2017-03-28,NL0006237562,0.59,Dalton Strategic Partnership LLP,archive
ARCADIS N.V.,2017-03-28,NL0006237562,1.2,Lansdowne Partners (UK) LLP,archive
ARCADIS N.V.,2017-03-27,NL0006237562,0.5,CapeView Capital LLP,archive
OCI N.V.,2017-03-27,NL0010558797,0.54,"Falcon Edge Capital, LP",archive
ARCADIS N.V.,2017-03-27,NL0006237562,1.11,Lansdowne Partners (UK) LLP,archive
Koninklijke BAM Groep N.V.,2017-03-27,NL0000337319,0.69,Marshall Wace LLP,archive
Aperam S.A.,2017-03-24,LU0569974404,0.55,BNP Paribas S.A.,archive
Brunel International N.V.,2017-03-24,NL0010776944,0.5,Macquarie Funds Management Hong Kong Limited,archive
SBM Offshore N.V.,2017-03-24,NL0000360618,0.51,Marshall Wace LLP,archive
Galapagos NV,2017-03-24,BE0003818359,0.46,"WorldQuant, LLC",archive
Koninklijke KPN N.V.,2017-03-23,NL0000009082,0.9,"AQR Capital Management, LLC",archive
Aperam S.A.,2017-03-23,LU0569974404,0.6,BNP Paribas S.A.,archive
Wereldhave N.V.,2017-03-23,NL0000289213,0.98,Millennium International Management LP,archive
Galapagos NV,2017-03-23,BE0003818359,0.58,Oxford Asset Management,archive
Akzo Nobel N.V.,2017-03-22,NL0000009132,0.59,Citadel Europe LLP,archive
ARCADIS N.V.,2017-03-22,NL0006237562,0.71,"WorldQuant, LLC",archive
Wereldhave N.V.,2017-03-22,NL0000289213,0.68,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2017-03-21,NL0000337319,0.5,AHL Partners LLP,archive
Koninklijke Vopak N.V.,2017-03-21,NL0009432491,0.6,"AQR Capital Management, LLC",archive
ARCADIS N.V.,2017-03-21,NL0006237562,0.49,CapeView Capital LLP,archive
Koninklijke Vopak N.V.,2017-03-20,NL0009432491,0.59,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-03-20,NL0000289213,1.29,Marshall Wace LLP,archive
Galapagos NV,2017-03-20,BE0003818359,0.58,Millennium International Management LP,archive
TomTom N.V.,2017-03-20,NL0000387058,0.59,Systematica Investments Limited,archive
Koninklijke Vopak N.V.,2017-03-17,NL0009432491,0.6,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-03-17,NL0000289213,1.08,Millennium International Management LP,archive
Galapagos NV,2017-03-17,BE0003818359,0.5,"WorldQuant, LLC",archive
Aperam S.A.,2017-03-16,LU0569974404,0.7,BNP Paribas S.A.,archive
TomTom N.V.,2017-03-16,NL0000387058,1.2,JPMorgan Asset Management (UK) Ltd.,archive
Koninklijke BAM Groep N.V.,2017-03-16,NL0000337319,0.78,Marshall Wace LLP,archive
Wereldhave N.V.,2017-03-16,NL0000289213,1.38,Marshall Wace LLP,archive
TomTom N.V.,2017-03-15,NL0000387058,0.6,Systematica Investments Limited,archive
ARCADIS N.V.,2017-03-15,NL0006237562,0.62,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2017-03-14,NL0000337319,0.85,Marshall Wace LLP,archive
TomTom N.V.,2017-03-14,NL0000387058,0.47,"PDT Partners, LLC",archive
Galapagos NV,2017-03-14,BE0003818359,0.49,"WorldQuant, LLC",archive
Wereldhave N.V.,2017-03-14,NL0000289213,0.78,"WorldQuant, LLC",archive
ARCADIS N.V.,2017-03-13,NL0006237562,0.77,Kuvari Partners LLP,archive
PostNL N.V.,2017-03-13,NL0009739416,0.49,Marshall Wace LLP,archive
ARCADIS N.V.,2017-03-10,NL0006237562,0.85,Kuvari Partners LLP,archive
ARCADIS N.V.,2017-03-10,NL0006237562,0.79,Marshall Wace LLP,archive
ARCADIS N.V.,2017-03-09,NL0006237562,0.62,Dalton Strategic Partnership LLP,archive
TomTom N.V.,2017-03-09,NL0000387058,0.58,Systematica Investments Limited,archive
Galapagos NV,2017-03-09,BE0003818359,0.51,"WorldQuant, LLC",archive
Aperam S.A.,2017-03-08,LU0569974404,0.69,BNP Paribas S.A.,archive
Koninklijke BAM Groep N.V.,2017-03-08,NL0000337319,0.9,Marshall Wace LLP,archive
SBM Offshore N.V.,2017-03-08,NL0000360618,0.48,Marshall Wace LLP,archive
TomTom N.V.,2017-03-08,NL0000387058,0.61,Systematica Investments Limited,archive
Koninklijke KPN N.V.,2017-03-07,NL0000009082,0.89,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2017-03-07,NL0000360618,2.59,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-03-07,NL0000289213,0.49,BlackRock Investment Management (UK) Limited,archive
Koninklijke BAM Groep N.V.,2017-03-07,NL0000337319,0.88,Marshall Wace LLP,archive
PostNL N.V.,2017-03-07,NL0009739416,0.56,Marshall Wace LLP,archive
Wereldhave N.V.,2017-03-07,NL0000289213,1.31,Millennium International Management LP,archive
Galapagos NV,2017-03-07,BE0003818359,0.69,Oxford Asset Management,archive
ARCADIS N.V.,2017-03-07,NL0006237562,0.51,"WorldQuant, LLC",archive
Wereldhave N.V.,2017-03-06,NL0000289213,0.53,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,2017-03-06,NL0006237562,0.52,Dalton Strategic Partnership LLP,archive
Wereldhave N.V.,2017-03-03,NL0000289213,0.63,BlackRock Investment Management (UK) Limited,archive
Koninklijke BAM Groep N.V.,2017-03-03,NL0000337319,0.97,Marshall Wace LLP,archive
PostNL N.V.,2017-03-03,NL0009739416,0.67,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2017-03-02,NL0000337319,0.61,Canada Pension Plan Investment Board,archive
Akzo Nobel N.V.,2017-03-02,NL0000009132,0.8,Citadel Europe LLP,archive
Koninklijke KPN N.V.,2017-03-02,NL0000009082,0.5,Jupiter Investment Management Limited,archive
Brunel International N.V.,2017-03-02,NL0010776944,0.49,Macquarie Funds Management Hong Kong Limited,archive
ARCADIS N.V.,2017-03-02,NL0006237562,0.8,Marshall Wace LLP,archive
PostNL N.V.,2017-03-02,NL0009739416,0.76,Marshall Wace LLP,archive
Wereldhave N.V.,2017-03-02,NL0000289213,1.41,Marshall Wace LLP,archive
Galapagos NV,2017-03-02,BE0003818359,0.61,Millennium International Management LP,archive
NSI N.V.,2017-03-01,NL0000292324,0.59,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,2017-03-01,NL0006237562,0.94,Kuvari Partners LLP,archive
Koninklijke BAM Groep N.V.,2017-03-01,NL0000337319,1.09,Marshall Wace LLP,archive
PostNL N.V.,2017-03-01,NL0009739416,0.85,Marshall Wace LLP,archive
SBM Offshore N.V.,2017-03-01,NL0000360618,0.5,Marshall Wace LLP,archive
Wereldhave N.V.,2017-03-01,NL0000289213,1.39,Marshall Wace LLP,archive
TomTom N.V.,2017-03-01,NL0000387058,0.52,Systematica Investments Limited,archive
Fugro N.V.,2017-03-01,NL0000352565,0.28,UBS Asset Management (UK) Ltd.,archive
Wereldhave N.V.,2017-02-28,NL0000289213,0.79,BlackRock Investment Management (UK) Limited,archive
PostNL N.V.,2017-02-28,NL0009739416,0.97,Marshall Wace LLP,archive
Wereldhave N.V.,2017-02-28,NL0000289213,0.88,"WorldQuant, LLC",archive
Brunel International N.V.,2017-02-27,NL0010776944,0.48,JPMorgan Asset Management (UK) Ltd.,archive
Koninklijke BAM Groep N.V.,2017-02-27,NL0000337319,0.92,Marshall Wace LLP,archive
PostNL N.V.,2017-02-27,NL0009739416,1.03,Marshall Wace LLP,archive
Fugro N.V.,2017-02-27,NL0000352565,0.55,UBS Asset Management (UK) Ltd.,archive
ArcelorMittal S.A.,2017-02-24,LU0323134006,0.84,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-02-24,NL0000289213,0.86,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,2017-02-24,NL0006237562,1.02,Kuvari Partners LLP,archive
ARCADIS N.V.,2017-02-24,NL0006237562,1.0,Lansdowne Partners (UK) LLP,archive
Koninklijke BAM Groep N.V.,2017-02-24,NL0000337319,0.85,Marshall Wace LLP,archive
Wereldhave N.V.,2017-02-24,NL0000289213,0.95,"WorldQuant, LLC",archive
Galapagos NV,2017-02-23,BE0003818359,0.42,AHL Partners LLP,archive
SBM Offshore N.V.,2017-02-23,NL0000360618,0.48,Capital Fund Management S.A.,archive
Koninklijke BAM Groep N.V.,2017-02-23,NL0000337319,0.74,Marshall Wace LLP,archive
SBM Offshore N.V.,2017-02-23,NL0000360618,0.48,Marshall Wace LLP,archive
Aperam S.A.,2017-02-22,LU0569974404,0.7,BNP Paribas S.A.,archive
ARCADIS N.V.,2017-02-22,NL0006237562,0.7,Marshall Wace LLP,archive
PostNL N.V.,2017-02-22,NL0009739416,0.98,Marshall Wace LLP,archive
SBM Offshore N.V.,2017-02-22,NL0000360618,0.5,Marshall Wace LLP,archive
Galapagos NV,2017-02-22,BE0003818359,0.7,Oxford Asset Management,archive
ARCADIS N.V.,2017-02-21,NL0006237562,0.57,CapeView Capital LLP,archive
Koninklijke Vopak N.V.,2017-02-21,NL0009432491,0.49,CapeView Capital LLP,archive
Koninklijke Heijmans N.V.,2017-02-21,NL0009269109,0.69,GSA Capital Partners LLP,archive
ARCADIS N.V.,2017-02-21,NL0006237562,0.69,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2017-02-21,NL0000337319,0.6,Marshall Wace LLP,archive
ARCADIS N.V.,2017-02-21,NL0006237562,0.0,TT International,archive
Fugro N.V.,2017-02-21,NL0000352565,0.63,UBS Asset Management (UK) Ltd.,archive
Koninklijke Vopak N.V.,2017-02-20,NL0009432491,0.5,CapeView Capital LLP,archive
ARCADIS N.V.,2017-02-20,NL0006237562,0.7,Marshall Wace LLP,archive
Galapagos NV,2017-02-17,BE0003818359,0.52,AHL Partners LLP,archive
OCI N.V.,2017-02-17,NL0010558797,0.59,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2017-02-17,NL0000360618,2.68,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-02-17,NL0000289213,0.99,BlackRock Investment Management (UK) Limited,archive
Brunel International N.V.,2017-02-17,NL0010776944,0.59,Macquarie Funds Management Hong Kong Limited,archive
Koninklijke Heijmans N.V.,2017-02-17,NL0009269109,0.0,Susquehanna International Securities Limited,archive
Wereldhave N.V.,2017-02-17,NL0000289213,1.09,"WorldQuant, LLC",archive
ArcelorMittal S.A.,2017-02-16,LU0323134006,0.89,"AQR Capital Management, LLC",archive
Koninklijke Heijmans N.V.,2017-02-16,NL0009269109,0.77,GSA Capital Partners LLP,archive
ARCADIS N.V.,2017-02-16,NL0006237562,1.16,Kuvari Partners LLP,archive
ARCADIS N.V.,2017-02-16,NL0006237562,0.65,Marshall Wace LLP,archive
Wereldhave N.V.,2017-02-16,NL0000289213,1.2,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,2017-02-16,NL0009269109,0.59,Susquehanna International Securities Limited,archive
Fugro N.V.,2017-02-16,NL0000352565,0.7,UBS Asset Management (UK) Ltd.,archive
TomTom N.V.,2017-02-16,NL0000387058,0.4,"WorldQuant, LLC",archive
Aperam S.A.,2017-02-15,LU0569974404,1.64,"Angelo, Gordon & Co. L.P.",archive
Aperam S.A.,2017-02-15,LU0569974404,0.63,BNP Paribas S.A.,archive
Galapagos NV,2017-02-15,BE0003818359,0.61,Oxford Asset Management,archive
TomTom N.V.,2017-02-15,NL0000387058,0.54,"WorldQuant, LLC",archive
TomTom N.V.,2017-02-14,NL0000387058,1.11,JPMorgan Asset Management (UK) Ltd.,archive
PostNL N.V.,2017-02-14,NL0009739416,1.08,Marshall Wace LLP,archive
Galapagos NV,2017-02-13,BE0003818359,0.62,AHL Partners LLP,archive
AEGON Ltd.,2017-02-13,NL0000303709,0.48,"AQR Capital Management, LLC",archive
Aperam S.A.,2017-02-13,LU0569974404,0.72,BNP Paribas S.A.,archive
Wereldhave N.V.,2017-02-13,NL0000289213,1.1,Millennium International Management LP,archive
TomTom N.V.,2017-02-13,NL0000387058,0.58,"PDT Partners, LLC",archive
Fugro N.V.,2017-02-13,NL0000352565,0.87,UBS Asset Management (UK) Ltd.,archive
TomTom N.V.,2017-02-13,NL0000387058,0.61,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2017-02-10,NL0000337319,0.57,Canada Pension Plan Investment Board,archive
SBM Offshore N.V.,2017-02-10,NL0000360618,0.59,Capital Fund Management S.A.,archive
Koninklijke BAM Groep N.V.,2017-02-10,NL0000337319,0.7,"Davidson Kempner European Partners, LLP",archive
Koninklijke Heijmans N.V.,2017-02-10,NL0009269109,0.88,GSA Capital Partners LLP,archive
Galapagos NV,2017-02-10,BE0003818359,0.59,Oxford Asset Management,archive
TomTom N.V.,2017-02-10,NL0000387058,0.59,"WorldQuant, LLC",archive
ArcelorMittal S.A.,2017-02-09,LU0323134006,0.83,"AQR Capital Management, LLC",archive
Koninklijke KPN N.V.,2017-02-09,NL0000009082,0.9,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2017-02-09,NL0000360618,2.71,"AQR Capital Management, LLC",archive
Akzo Nobel N.V.,2017-02-09,NL0000009132,0.71,Citadel Europe LLP,archive
Wereldhave N.V.,2017-02-09,NL0000289213,1.48,Marshall Wace LLP,archive
TomTom N.V.,2017-02-09,NL0000387058,0.68,"PDT Partners, LLC",archive
Wereldhave N.V.,2017-02-08,NL0000289213,0.48,"BlackRock Institutional Trust Company, National Association",archive
Brunel International N.V.,2017-02-08,NL0010776944,0.5,BlackRock Investment Management (UK) Limited,archive
Akzo Nobel N.V.,2017-02-08,NL0000009132,0.69,Citadel Europe LLP,archive
TomTom N.V.,2017-02-08,NL0000387058,0.77,JPMorgan Asset Management (UK) Ltd.,archive
TomTom N.V.,2017-02-08,NL0000387058,0.73,"PDT Partners, LLC",archive
Wereldhave N.V.,2017-02-08,NL0000289213,1.18,"WorldQuant, LLC",archive
Galapagos NV,2017-02-07,BE0003818359,0.65,AHL Partners LLP,archive
ArcelorMittal S.A.,2017-02-07,LU0323134006,0.88,"AQR Capital Management, LLC",archive
Koninklijke Vopak N.V.,2017-02-07,NL0009432491,0.5,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-02-07,NL0000289213,1.08,BlackRock Investment Management (UK) Limited,archive
Brunel International N.V.,2017-02-07,NL0010776944,0.61,Macquarie Funds Management Hong Kong Limited,archive
SBM Offshore N.V.,2017-02-07,NL0000360618,0.59,Oxford Asset Management,archive
PostNL N.V.,2017-02-06,NL0009739416,1.14,Marshall Wace LLP,archive
Galapagos NV,2017-02-06,BE0003818359,0.5,Millennium International Management LP,archive
Wereldhave N.V.,2017-02-06,NL0000289213,1.2,"WorldQuant, LLC",archive
Wereldhave N.V.,2017-02-03,NL0000289213,1.03,Millennium International Management LP,archive
SBM Offshore N.V.,2017-02-03,NL0000360618,0.6,Oxford Asset Management,archive
Aperam S.A.,2017-02-02,LU0569974404,1.5,"Angelo, Gordon & Co. L.P.",archive
OCI N.V.,2017-02-02,NL0010558797,0.6,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2017-02-02,NL0000360618,2.61,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-02-02,NL0000289213,0.7,Capital Fund Management S.A.,archive
Galapagos NV,2017-02-01,BE0003818359,0.55,AHL Partners LLP,archive
Akzo Nobel N.V.,2017-02-01,NL0000009132,0.7,Citadel Europe LLP,archive
Wereldhave N.V.,2017-02-01,NL0000289213,1.52,Marshall Wace LLP,archive
Galapagos NV,2017-02-01,BE0003818359,0.6,Oxford Asset Management,archive
Koninklijke Vopak N.V.,2017-01-31,NL0009432491,0.49,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-01-31,NL0000289213,1.19,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2017-01-31,NL0000289213,0.92,Millennium International Management LP,archive
Galapagos NV,2017-01-31,BE0003818359,0.59,Oxford Asset Management,archive
Wereldhave N.V.,2017-01-31,NL0000289213,1.18,"WorldQuant, LLC",archive
Koninklijke Vopak N.V.,2017-01-30,NL0009432491,0.5,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-01-30,NL0000289213,1.25,BlackRock Investment Management (UK) Limited,archive
Galapagos NV,2017-01-30,BE0003818359,0.6,Oxford Asset Management,archive
Wereldhave N.V.,2017-01-27,NL0000289213,1.3,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2017-01-27,NL0000289213,1.41,Marshall Wace LLP,archive
Galapagos NV,2017-01-27,BE0003818359,0.59,Oxford Asset Management,archive
Wereldhave N.V.,2017-01-27,NL0000289213,1.25,"WorldQuant, LLC",archive
Fugro N.V.,2017-01-26,NL0000352565,1.0,JPMorgan Asset Management (UK) Ltd.,archive
Galapagos NV,2017-01-26,BE0003818359,0.6,Oxford Asset Management,archive
OCI N.V.,2017-01-25,NL0010558797,0.59,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-01-25,NL0000289213,0.59,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke Heijmans N.V.,2017-01-25,NL0009269109,0.9,GSA Capital Partners LLP,archive
PostNL N.V.,2017-01-25,NL0009739416,1.21,Marshall Wace LLP,archive
Wereldhave N.V.,2017-01-25,NL0000289213,1.34,Marshall Wace LLP,archive
Flow Traders Ltd.,2017-01-24,NL0011279492,0.49,GSA Capital Partners LLP,archive
TomTom N.V.,2017-01-24,NL0000387058,0.86,JPMorgan Asset Management (UK) Ltd.,archive
ARCADIS N.V.,2017-01-24,NL0006237562,0.93,Kuvari Partners LLP,archive
ARCADIS N.V.,2017-01-24,NL0006237562,0.9,Lansdowne Partners (UK) LLP,archive
Wereldhave N.V.,2017-01-24,NL0000289213,0.81,Millennium International Management LP,archive
Wereldhave N.V.,2017-01-23,NL0000289213,0.71,Millennium International Management LP,archive
Akzo Nobel N.V.,2017-01-20,NL0000009132,0.63,Citadel Europe LLP,archive
Brunel International N.V.,2017-01-19,NL0010776944,0.5,Macquarie Funds Management Hong Kong Limited,archive
PostNL N.V.,2017-01-19,NL0009739416,1.19,Marshall Wace LLP,archive
Wereldhave N.V.,2017-01-19,NL0000289213,1.21,Marshall Wace LLP,archive
SBM Offshore N.V.,2017-01-19,NL0000360618,0.59,Oxford Asset Management,archive
Koninklijke Heijmans N.V.,2017-01-19,NL0009269109,0.36,Susquehanna International Securities Limited,archive
Fugro N.V.,2017-01-18,NL0000352565,0.42,BNP Paribas S.A.,archive
PostNL N.V.,2017-01-18,NL0009739416,1.29,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2017-01-18,NL0009269109,0.57,Susquehanna International Securities Limited,archive
Fugro N.V.,2017-01-17,NL0000352565,0.53,BNP Paribas S.A.,archive
ARCADIS N.V.,2017-01-17,NL0006237562,0.83,Kuvari Partners LLP,archive
Koninklijke Heijmans N.V.,2017-01-17,NL0009269109,0.6,Susquehanna International Securities Limited,archive
Akzo Nobel N.V.,2017-01-16,NL0000009132,0.51,Citadel Europe LLP,archive
TomTom N.V.,2017-01-16,NL0000387058,0.71,Oxford Asset Management,archive
Wereldhave N.V.,2017-01-16,NL0000289213,1.32,"WorldQuant, LLC",archive
Fugro N.V.,2017-01-13,NL0000352565,0.48,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2017-01-13,NL0000289213,1.23,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2017-01-13,NL0000289213,0.49,Citadel Advisors LLC,archive
Fugro N.V.,2017-01-13,NL0000352565,1.04,HBK Investments LP,archive
ARCADIS N.V.,2017-01-13,NL0006237562,0.59,Marshall Wace LLP,archive
Wereldhave N.V.,2017-01-13,NL0000289213,1.1,Marshall Wace LLP,archive
Galapagos NV,2017-01-13,BE0003818359,0.48,Millennium International Management LP,archive
Galapagos NV,2017-01-13,BE0003818359,0.59,Oxford Asset Management,archive
Koninklijke Heijmans N.V.,2017-01-13,NL0009269109,0.54,Susquehanna International Securities Limited,archive
ARCADIS N.V.,2017-01-13,NL0006237562,0.74,TT International,archive
Wereldhave N.V.,2017-01-13,NL0000289213,1.27,"WorldQuant, LLC",archive
Aperam S.A.,2017-01-12,LU0569974404,1.48,"Angelo, Gordon & Co. L.P.",archive
AEGON Ltd.,2017-01-12,NL0000303709,0.59,"AQR Capital Management, LLC",archive
Aperam S.A.,2017-01-12,LU0569974404,0.69,BNP Paribas S.A.,archive
Wereldhave N.V.,2017-01-12,NL0000289213,0.54,Citadel Advisors LLC,archive
Aperam S.A.,2017-01-12,LU0569974404,2.84,CQS (UK) LLP,archive
Flow Traders Ltd.,2017-01-12,NL0011279492,0.5,GSA Capital Partners LLP,archive
ARCADIS N.V.,2017-01-12,NL0006237562,0.8,Lansdowne Partners (UK) LLP,archive
Brunel International N.V.,2017-01-12,NL0010776944,0.49,Macquarie Funds Management Hong Kong Limited,archive
PostNL N.V.,2017-01-12,NL0009739416,1.39,Marshall Wace LLP,archive
Wereldhave N.V.,2017-01-12,NL0000289213,1.02,Marshall Wace LLP,archive
Wereldhave N.V.,2017-01-12,NL0000289213,0.62,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,2017-01-12,NL0009269109,0.62,Susquehanna International Securities Limited,archive
Aperam S.A.,2017-01-11,LU0569974404,1.76,"Angelo, Gordon & Co. L.P.",archive
Wereldhave N.V.,2017-01-11,NL0000289213,1.11,BlackRock Investment Management (UK) Limited,archive
Aperam S.A.,2017-01-11,LU0569974404,2.76,CQS (UK) LLP,archive
Galapagos NV,2017-01-11,BE0003818359,0.5,Millennium International Management LP,archive
SBM Offshore N.V.,2017-01-10,NL0000360618,0.49,"BlackRock Institutional Trust Company, National Association",archive
Wereldhave N.V.,2017-01-10,NL0000289213,0.68,"BlackRock Institutional Trust Company, National Association",archive
Wereldhave N.V.,2017-01-10,NL0000289213,0.68,Citadel Advisors LLC,archive
Brunel International N.V.,2017-01-10,NL0010776944,0.5,Macquarie Funds Management Hong Kong Limited,archive
ARCADIS N.V.,2017-01-10,NL0006237562,0.68,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2017-01-10,NL0009269109,0.59,Susquehanna International Securities Limited,archive
Wereldhave N.V.,2017-01-10,NL0000289213,1.12,"WorldQuant, LLC",archive
ARCADIS N.V.,2017-01-09,NL0006237562,0.7,Kuvari Partners LLP,archive
ARCADIS N.V.,2017-01-09,NL0006237562,0.74,Marshall Wace LLP,archive
PostNL N.V.,2017-01-06,NL0009739416,1.49,Marshall Wace LLP,archive
ARCADIS N.V.,2017-01-06,NL0006237562,0.59,TT International,archive
Koninklijke BAM Groep N.V.,2017-01-05,NL0000337319,0.49,"Algert Global, LLC",archive
Wereldhave N.V.,2017-01-05,NL0000289213,1.01,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,2017-01-05,NL0000360618,0.69,Capital Fund Management S.A.,archive
Koninklijke Heijmans N.V.,2017-01-05,NL0009269109,0.8,GSA Capital Partners LLP,archive
PostNL N.V.,2017-01-05,NL0009739416,1.61,Marshall Wace LLP,archive
Galapagos NV,2017-01-05,BE0003818359,0.48,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,2017-01-04,NL0009269109,0.79,GSA Capital Partners LLP,archive
ARCADIS N.V.,2017-01-04,NL0006237562,0.71,Lansdowne Partners (UK) LLP,archive
ARCADIS N.V.,2017-01-04,NL0006237562,0.88,Marshall Wace LLP,archive
PostNL N.V.,2017-01-04,NL0009739416,1.72,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2017-01-04,NL0009269109,0.64,Susquehanna International Securities Limited,archive
Fugro N.V.,2017-01-03,NL0000352565,0.46,BNP Paribas S.A.,archive
ARCADIS N.V.,2017-01-03,NL0006237562,0.63,Lansdowne Partners (UK) LLP,archive
Koninklijke BAM Groep N.V.,2017-01-03,NL0000337319,0.5,Marshall Wace LLP,archive
PostNL N.V.,2017-01-03,NL0009739416,1.82,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2017-01-03,NL0009269109,0.55,Susquehanna International Securities Limited,archive
ARCADIS N.V.,2017-01-02,NL0006237562,0.63,Kuvari Partners LLP,archive
ARCADIS N.V.,2017-01-02,NL0006237562,0.57,Lansdowne Partners (UK) LLP,archive
Koninklijke BAM Groep N.V.,2017-01-02,NL0000337319,0.49,Marshall Wace LLP,archive
ARCADIS N.V.,2017-01-02,NL0006237562,0.42,TT International,archive
Koninklijke Heijmans N.V.,2016-12-30,NL0009269109,0.8,GSA Capital Partners LLP,archive
ARCADIS N.V.,2016-12-30,NL0006237562,0.99,Marshall Wace LLP,archive
Wereldhave N.V.,2016-12-29,NL0000289213,1.09,"WorldQuant, LLC",archive
ARCADIS N.V.,2016-12-28,NL0006237562,1.0,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2016-12-28,NL0000337319,0.5,Marshall Wace LLP,archive
TomTom N.V.,2016-12-28,NL0000387058,0.45,Marshall Wace LLP,archive
Wereldhave N.V.,2016-12-27,NL0000289213,0.9,Marshall Wace LLP,archive
Galapagos NV,2016-12-27,BE0003818359,0.6,Oxford Asset Management,archive
Wereldhave N.V.,2016-12-22,NL0000289213,0.69,Capital Fund Management S.A.,archive
Koninklijke Vopak N.V.,2016-12-22,NL0009432491,0.49,Marshall Wace LLP,archive
PostNL N.V.,2016-12-22,NL0009739416,1.9,Marshall Wace LLP,archive
TomTom N.V.,2016-12-22,NL0000387058,0.52,Marshall Wace LLP,archive
Fugro N.V.,2016-12-22,NL0000352565,0.98,UBS Asset Management (UK) Ltd.,archive
Flow Traders Ltd.,2016-12-21,NL0011279492,0.49,GSA Capital Partners LLP,archive
ArcelorMittal S.A.,2016-12-20,LU0323134006,0.84,"AQR Capital Management, LLC",archive
Fugro N.V.,2016-12-20,NL0000352565,0.54,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2016-12-20,NL0000289213,0.9,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,2016-12-20,NL0000352565,0.5,BNP Paribas S.A.,archive
Koninklijke Heijmans N.V.,2016-12-20,NL0009269109,0.78,GSA Capital Partners LLP,archive
Wereldhave N.V.,2016-12-20,NL0000289213,0.81,Marshall Wace LLP,archive
Galapagos NV,2016-12-20,BE0003818359,0.51,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,2016-12-19,NL0009269109,0.8,GSA Capital Partners LLP,archive
Wereldhave N.V.,2016-12-19,NL0000289213,0.52,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,2016-12-19,NL0009269109,0.0,Susquehanna International Securities Limited,archive
Fugro N.V.,2016-12-16,NL0000352565,0.49,BNP Paribas S.A.,archive
