position_holder,issuer_name,position_date,isin,net_short_position,source
GLG Partners LP,Signify N.V.,2018-02-23,NL0011821392,0.5,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-23,NL0000337319,2.35,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-23,NL0010391025,1.99,archive
Oxford Asset Management,Galapagos NV,2018-02-23,BE0003818359,0.5,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2018-02-23,NL0000337319,0.52,archive
"WorldQuant, LLC",Fugro N.V.,2018-02-23,NL0000352565,0.46,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-02-23,NL0000337319,1.85,archive
"WorldQuant, LLC",PostNL N.V.,2018-02-23,NL0009739416,0.58,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-23,NL0000289213,1.73,archive
AHL Partners LLP,Fugro N.V.,2018-02-22,NL0000352565,0.84,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-02-22,NL0000337319,0.63,archive
BlueCrest Capital Management Limited,Fugro N.V.,2018-02-22,NL0000352565,0.57,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2018-02-22,NL0000337319,0.63,archive
Citadel Advisors II LLC,Wereldhave N.V.,2018-02-22,NL0000289213,0.55,archive
Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,2018-02-22,NL0009269109,0.75,archive
"Davidson Kempner European Partners, LLP",Koninklijke BAM Groep N.V.,2018-02-22,NL0000337319,0.58,archive
Jupiter Investment Management Limited,Fugro N.V.,2018-02-22,NL0000352565,0.5,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-22,NL0000337319,2.26,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-22,NL0000289213,0.92,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2018-02-22,NL0000337319,0.6,archive
"WorldQuant, LLC",Fugro N.V.,2018-02-22,NL0000352565,0.51,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-22,NL0000289213,1.65,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-02-21,NL0011821202,0.6,archive
Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,2018-02-21,NL0009269109,0.68,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2018-02-21,NL0000339760,0.49,archive
JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,2018-02-21,NL0000337319,0.67,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-21,NL0000337319,2.09,archive
Millennium International Management LP,Aperam S.A.,2018-02-21,LU0569974404,0.63,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2018-02-21,NL0000337319,0.52,archive
AKO Capital LLP,ARCADIS N.V.,2018-02-20,NL0006237562,1.2,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-02-20,NL0009432491,0.52,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-02-20,NL0011821202,0.59,archive
"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,2018-02-20,NL0011794037,0.48,archive
Capital Fund Management S.A.,Wereldhave N.V.,2018-02-20,NL0000289213,0.82,archive
Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,2018-02-20,NL0009269109,0.72,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2018-02-20,NL0011279492,0.79,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-02-20,NL0011279492,0.59,archive
GSA Capital Partners LLP,Pharming Group N.V.,2018-02-20,NL0010391025,0.49,archive
HBK Investments LP,Fugro N.V.,2018-02-20,NL0000352565,1.09,archive
Marshall Wace LLP,ARCADIS N.V.,2018-02-20,NL0006237562,0.68,archive
Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,2018-02-20,NL0011794037,0.61,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-20,NL0000337319,1.78,archive
Oxford Asset Management,Koninklijke Heijmans N.V.,2018-02-20,NL0009269109,0.52,archive
"WorldQuant, LLC",Galapagos NV,2018-02-20,BE0003818359,0.58,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-20,NL0000289213,1.52,archive
AHL Partners LLP,Fugro N.V.,2018-02-19,NL0000352565,0.72,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2018-02-19,NL0000360618,1.89,archive
"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,2018-02-19,NL0000289213,0.67,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-19,NL0010391025,2.05,archive
"PDT Partners, LLC",Wereldhave N.V.,2018-02-19,NL0000289213,0.71,archive
"WorldQuant, LLC",OCI N.V.,2018-02-19,NL0010558797,0.6,archive
Balyasny Asset Management (UK) LLP,Koninklijke Vopak N.V.,2018-02-16,NL0009432491,0.64,archive
"BlueMountain Capital Management, LLC",SBM Offshore N.V.,2018-02-16,NL0000360618,0.51,archive
Citadel Advisors II LLC,Wereldhave N.V.,2018-02-16,NL0000289213,0.62,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-02-16,NL0011279492,0.68,archive
GSA Capital Partners LLP,Pharming Group N.V.,2018-02-16,NL0010391025,0.51,archive
Jupiter Investment Management Limited,Koninklijke Vopak N.V.,2018-02-16,NL0009432491,0.6,archive
Marshall Wace LLP,AEGON Ltd.,2018-02-16,NL0000303709,0.44,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-16,NL0000337319,1.64,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2018-02-16,NL0009432491,0.39,archive
"WorldQuant, LLC",Fugro N.V.,2018-02-16,NL0000352565,0.48,archive
"WorldQuant, LLC",OCI N.V.,2018-02-16,NL0010558797,0.59,archive
"WorldQuant, LLC",PostNL N.V.,2018-02-16,NL0009739416,0.68,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-16,NL0000289213,1.44,archive
AHL Partners LLP,Fugro N.V.,2018-02-15,NL0000352565,0.66,archive
AHL Partners LLP,Galapagos NV,2018-02-15,BE0003818359,0.45,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2018-02-15,NL0000360618,1.9,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,2018-02-15,NL0000339760,0.5,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-15,NL0010273215,0.59,archive
Citadel Advisors II LLC,Wereldhave N.V.,2018-02-15,NL0000289213,0.71,archive
Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,2018-02-15,NL0009269109,0.6,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-15,NL0000289213,0.87,archive
Millennium International Management LP,Aperam S.A.,2018-02-15,LU0569974404,0.5,archive
Toscafund Asset Management LLP,Wereldhave N.V.,2018-02-15,NL0000289213,0.62,archive
"AQR Capital Management, LLC",Galapagos NV,2018-02-14,BE0003818359,1.92,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2018-02-14,NL0009432491,2.69,archive
"BlueMountain Capital Management, LLC",OCI N.V.,2018-02-14,NL0010558797,0.51,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-02-14,NL0011821202,0.67,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,2018-02-14,NL0000009538,0.67,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-14,NL0000337319,1.54,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2018-02-14,NL0009432491,0.6,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-14,NL0010391025,1.95,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-14,NL0000289213,0.92,archive
Millennium International Management LP,Galapagos NV,2018-02-14,BE0003818359,0.59,archive
"PDT Partners, LLC",Pharming Group N.V.,2018-02-14,NL0010391025,0.61,archive
"WorldQuant, LLC",Galapagos NV,2018-02-14,BE0003818359,0.69,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-14,NL0000289213,1.32,archive
AHL Partners LLP,Fugro N.V.,2018-02-13,NL0000352565,0.7,archive
"AQR Capital Management, LLC",OCI N.V.,2018-02-13,NL0010558797,1.1,archive
Capital Fund Management S.A.,Fugro N.V.,2018-02-13,NL0000352565,1.1,archive
Capital Fund Management S.A.,Wereldhave N.V.,2018-02-13,NL0000289213,0.72,archive
Citadel Advisors II LLC,Wereldhave N.V.,2018-02-13,NL0000289213,0.68,archive
Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,2018-02-13,NL0009269109,0.48,archive
Marshall Wace LLP,AEGON Ltd.,2018-02-13,NL0000303709,0.5,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-13,NL0000289213,1.05,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2018-02-13,NL0011279492,0.59,archive
"WorldQuant, LLC",OCI N.V.,2018-02-13,NL0010558797,0.6,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-12,NL0010273215,0.65,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-02-12,NL0011821202,0.72,archive
"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,2018-02-12,NL0011794037,0.58,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,2018-02-12,NL0000009538,0.73,archive
Capital Fund Management S.A.,OCI N.V.,2018-02-12,NL0010558797,0.51,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2018-02-12,NL0011279492,0.83,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-02-12,NL0011279492,0.73,archive
Marshall Wace LLP,AEGON Ltd.,2018-02-12,NL0000303709,0.49,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-12,NL0000289213,1.19,archive
"PDT Partners, LLC",Wereldhave N.V.,2018-02-12,NL0000289213,0.64,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2018-02-12,NL0011279492,0.76,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-12,NL0000289213,1.21,archive
AHL Partners LLP,Galapagos NV,2018-02-09,BE0003818359,0.59,archive
"AQR Capital Management, LLC",Galapagos NV,2018-02-09,BE0003818359,1.84,archive
Balyasny Asset Management LP,Flow Traders Ltd.,2018-02-09,NL0011279492,0.0,archive
"BlackRock Institutional Trust Company, National Association",Fugro N.V.,2018-02-09,NL0000352565,0.71,archive
"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,2018-02-09,NL0000289213,0.5,archive
BNP Paribas S.A.,Koninklijke KPN N.V.,2018-02-09,NL0000009082,0.97,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-09,NL0010273215,0.72,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-02-09,NL0011821202,0.81,archive
"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,2018-02-09,NL0011794037,0.65,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,2018-02-09,NL0000009538,0.81,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2018-02-09,NL0000339760,0.59,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-09,NL0000337319,1.42,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-09,NL0010391025,1.6,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-09,NL0000289213,1.31,archive
Millennium International Management LP,Galapagos NV,2018-02-09,BE0003818359,0.64,archive
Pelham Global Financials Master Fund Ltd.,Flow Traders Ltd.,2018-02-09,NL0011279492,0.0,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2018-02-09,NL0011279492,1.05,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-02-09,NL0000337319,1.93,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-09,NL0000289213,1.13,archive
AHL Partners LLP,Fugro N.V.,2018-02-08,NL0000352565,0.69,archive
AKO Capital LLP,ARCADIS N.V.,2018-02-08,NL0006237562,1.12,archive
"AQR Capital Management, LLC",Galapagos NV,2018-02-08,BE0003818359,1.74,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-08,NL0010273215,0.65,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-02-08,NL0011821202,0.73,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,2018-02-08,NL0000009538,0.73,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-02-08,NL0011279492,0.68,archive
HBK Investments LP,Fugro N.V.,2018-02-08,NL0000352565,1.12,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-08,NL0010391025,1.23,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-08,NL0000289213,1.46,archive
Oxford Asset Management,Galapagos NV,2018-02-08,BE0003818359,0.48,archive
Systematica Investments Limited,OCI N.V.,2018-02-08,NL0010558797,0.5,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-02-08,NL0000337319,1.86,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-08,NL0000289213,0.99,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-02-07,NL0000337319,0.58,archive
"AQR Capital Management, LLC",Galapagos NV,2018-02-07,BE0003818359,1.68,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,2018-02-07,NL0000009082,0.89,archive
Balyasny Asset Management LP,Flow Traders Ltd.,2018-02-07,NL0011279492,1.01,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-07,NL0010273215,0.58,archive
Capital Fund Management S.A.,Fugro N.V.,2018-02-07,NL0000352565,1.01,archive
Citadel Advisors II LLC,Wereldhave N.V.,2018-02-07,NL0000289213,0.5,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-02-07,NL0000289213,0.5,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-02-07,NL0011279492,0.7,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2018-02-07,NL0000339760,0.6,archive
Marshall Wace LLP,ABN AMRO Bank NV,2018-02-07,NL0011540547,0.74,archive
Marshall Wace LLP,AEGON Ltd.,2018-02-07,NL0000303709,0.51,archive
Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,2018-02-07,NL0011794037,0.5,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-07,NL0000337319,1.3,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-07,NL0010391025,1.38,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-07,NL0000289213,1.5,archive
"WorldQuant, LLC",Galapagos NV,2018-02-07,BE0003818359,0.78,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-07,NL0000289213,0.86,archive
AHL Partners LLP,Galapagos NV,2018-02-06,BE0003818359,0.69,archive
"AQR Capital Management, LLC",Galapagos NV,2018-02-06,BE0003818359,1.7,archive
Balyasny Asset Management LP,Flow Traders Ltd.,2018-02-06,NL0011279492,0.99,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-06,NL0010273215,0.61,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-02-06,NL0011821202,0.69,archive
"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,2018-02-06,NL0011794037,0.55,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,2018-02-06,NL0000009538,0.69,archive
Capital Fund Management S.A.,Wereldhave N.V.,2018-02-06,NL0000289213,0.61,archive
"Castle Creek Arbitrage, LLC",Koninklijke KPN N.V.,2018-02-06,NL0000009082,0.5,archive
Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,2018-02-06,NL0009269109,0.5,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-02-06,NL0011279492,0.65,archive
HBK Investments LP,Fugro N.V.,2018-02-06,NL0000352565,1.09,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-02-06,NL0011279492,0.45,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2018-02-06,NL0009432491,0.59,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-06,NL0010391025,1.47,archive
Millennium International Management LP,Wereldhave N.V.,2018-02-06,NL0000289213,0.75,archive
"PDT Partners, LLC",Wereldhave N.V.,2018-02-06,NL0000289213,0.57,archive
Tybourne Capital Management (HK) Limited,Signify N.V.,2018-02-06,NL0011821392,2.2,archive
"WorldQuant, LLC",Fugro N.V.,2018-02-06,NL0000352565,0.59,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-06,NL0000289213,0.72,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-05,NL0010273215,0.51,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-02-05,NL0000289213,0.48,archive
HBK Investments LP,Fugro N.V.,2018-02-05,NL0000352565,0.96,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2018-02-05,NL0000339760,0.59,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-05,NL0000337319,1.22,archive
Marshall Wace LLP,OCI N.V.,2018-02-05,NL0010558797,0.36,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-05,NL0010391025,1.34,archive
"PDT Partners, LLC",Wereldhave N.V.,2018-02-05,NL0000289213,0.6,archive
"WorldQuant, LLC",Fugro N.V.,2018-02-05,NL0000352565,0.61,archive
"WorldQuant, LLC",Galapagos NV,2018-02-05,BE0003818359,0.81,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-02-05,NL0000337319,1.9,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-05,NL0000289213,0.56,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-02-02,NL0000337319,0.68,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,2018-02-02,NL0000009082,0.9,archive
Capital Fund Management S.A.,Fugro N.V.,2018-02-02,NL0000352565,0.91,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-02-02,NL0000289213,0.52,archive
Marshall Wace LLP,OCI N.V.,2018-02-02,NL0010558797,0.52,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-02,NL0010391025,1.24,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-02,NL0000289213,1.46,archive
Millennium International Management LP,Wereldhave N.V.,2018-02-02,NL0000289213,0.63,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,2018-02-02,NL0009432491,0.49,archive
"WorldQuant, LLC",PostNL N.V.,2018-02-02,NL0009739416,0.7,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,2018-02-01,NL0000009082,0.89,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2018-02-01,NL0011279492,1.0,archive
Marshall Wace LLP,ABN AMRO Bank NV,2018-02-01,NL0011540547,0.6,archive
AHL Partners LLP,Galapagos NV,2018-01-31,BE0003818359,0.79,archive
"AQR Capital Management, LLC",Galapagos NV,2018-01-31,BE0003818359,1.62,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2018-01-31,NL0011872650,0.79,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-01-31,NL0009432491,0.49,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-01-31,NL0011821202,0.52,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,2018-01-31,NL0000009538,0.52,archive
CQS (UK) LLP,Aperam S.A.,2018-01-31,LU0569974404,0.66,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-31,NL0000337319,1.11,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-31,NL0010391025,1.12,archive
Oxford Asset Management,Galapagos NV,2018-01-31,BE0003818359,0.58,archive
"WorldQuant, LLC",OCI N.V.,2018-01-31,NL0010558797,0.5,archive
"BlackRock Institutional Trust Company, National Association",Fugro N.V.,2018-01-30,NL0000352565,0.66,archive
Marshall Wace LLP,OCI N.V.,2018-01-30,NL0010558797,0.49,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-30,NL0010391025,1.03,archive
Millennium International Management LP,Wereldhave N.V.,2018-01-30,NL0000289213,0.71,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-01-30,NL0000289213,0.49,archive
AHL Partners LLP,Fugro N.V.,2018-01-29,NL0000352565,0.79,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-01-29,NL0000337319,0.77,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-29,NL0000352565,0.48,archive
CapeView Capital LLP,Koninklijke Vopak N.V.,2018-01-29,NL0009432491,0.46,archive
HBK Investments LP,Fugro N.V.,2018-01-29,NL0000352565,1.03,archive
Jupiter Investment Management Limited,Koninklijke Vopak N.V.,2018-01-29,NL0009432491,0.59,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-01-29,NL0011279492,1.14,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-29,NL0010391025,0.96,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2018-01-29,NL0011279492,1.93,archive
Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,2018-01-29,NL0009269109,0.44,archive
"WorldQuant, LLC",Galapagos NV,2018-01-29,BE0003818359,0.7,archive
"WorldQuant, LLC",PostNL N.V.,2018-01-29,NL0009739416,0.63,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,2018-01-26,NL0000339760,0.42,archive
CapeView Capital LLP,Koninklijke Vopak N.V.,2018-01-26,NL0009432491,0.5,archive
HBK Investments LP,Fugro N.V.,2018-01-26,NL0000352565,1.19,archive
Marshall Wace LLP,ARCADIS N.V.,2018-01-26,NL0006237562,0.7,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-26,NL0000337319,1.08,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-26,NL0000352565,0.55,archive
"WorldQuant, LLC",PostNL N.V.,2018-01-26,NL0009739416,0.57,archive
AHL Partners LLP,Galapagos NV,2018-01-25,BE0003818359,0.88,archive
"AQR Capital Management, LLC",Galapagos NV,2018-01-25,BE0003818359,1.5,archive
B&G Master Fund Plc,AEGON Ltd.,2018-01-25,NL0000303709,0.5,archive
HBK Investments LP,Fugro N.V.,2018-01-25,NL0000352565,1.2,archive
Jupiter Investment Management Limited,Koninklijke Vopak N.V.,2018-01-25,NL0009432491,0.6,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-01-25,NL0011279492,1.28,archive
Renaissance Technologies LLC,Sif Holding N.V.,2018-01-25,NL0011660485,0.79,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-25,NL0000352565,0.6,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-01-24,NL0000337319,0.87,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-24,NL0000352565,0.59,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-01-24,NL0009432491,0.5,archive
HBK Investments LP,Fugro N.V.,2018-01-24,NL0000352565,1.19,archive
Marshall Wace LLP,ABN AMRO Bank NV,2018-01-24,NL0011540547,0.51,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-24,NL0010391025,0.81,archive
"PDT Partners, LLC",Pharming Group N.V.,2018-01-24,NL0010391025,0.5,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-24,NL0000352565,0.7,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-24,NL0000337319,1.88,archive
AHL Partners LLP,Fugro N.V.,2018-01-23,NL0000352565,0.89,archive
"AQR Capital Management, LLC",Galapagos NV,2018-01-23,BE0003818359,1.41,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2018-01-23,NL0011279492,0.99,archive
HBK Investments LP,Fugro N.V.,2018-01-23,NL0000352565,1.09,archive
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2018-01-23,NL0000352565,1.39,archive
Marshall Wace LLP,ARCADIS N.V.,2018-01-23,NL0006237562,0.69,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-23,NL0000337319,1.13,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-23,NL0010391025,0.77,archive
Marshall Wace LLP,Wereldhave N.V.,2018-01-23,NL0000289213,0.87,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-23,NL0000352565,0.83,archive
"AQR Capital Management, LLC",Galapagos NV,2018-01-22,BE0003818359,1.34,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-01-22,NL0009432491,0.49,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-22,NL0011279492,1.2,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-22,NL0010391025,0.62,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-22,NL0000352565,0.92,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-22,NL0000337319,1.98,archive
AHL Partners LLP,Fugro N.V.,2018-01-19,NL0000352565,0.99,archive
AKO Capital LLP,ARCADIS N.V.,2018-01-19,NL0006237562,1.0,archive
"AQR Capital Management, LLC",Galapagos NV,2018-01-19,BE0003818359,1.26,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-19,NL0000352565,0.69,archive
Citadel Advisors II LLC,Flow Traders Ltd.,2018-01-19,NL0011279492,0.49,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2018-01-19,NL0000339760,0.61,archive
Citadel Advisors II LLC,Flow Traders Ltd.,2018-01-18,NL0011279492,0.5,archive
HBK Investments LP,Fugro N.V.,2018-01-18,NL0000352565,1.28,archive
Oxford Asset Management,Fugro N.V.,2018-01-18,NL0000352565,0.49,archive
AHL Partners LLP,Galapagos NV,2018-01-17,BE0003818359,0.99,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2018-01-17,NL0000360618,1.88,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-17,NL0000352565,0.78,archive
Linden Advisors LP,Koninklijke BAM Groep N.V.,2018-01-17,NL0000337319,0.63,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2018-01-17,NL0009432491,0.6,archive
Oxford Asset Management,Fugro N.V.,2018-01-17,NL0000352565,0.5,archive
AHL Partners LLP,Galapagos NV,2018-01-16,BE0003818359,1.01,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2018-01-16,NL0000360618,1.9,archive
Argonaut Capital Partners,Flow Traders Ltd.,2018-01-16,NL0011279492,0.48,archive
BlueCrest Capital Management Limited,Fugro N.V.,2018-01-16,NL0000352565,0.65,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,2018-01-16,NL0000339760,0.56,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-16,NL0011279492,1.0,archive
HBK Investments LP,Fugro N.V.,2018-01-16,NL0000352565,1.31,archive
Marshall Wace LLP,ARCADIS N.V.,2018-01-16,NL0006237562,0.78,archive
Marshall Wace LLP,Wereldhave N.V.,2018-01-16,NL0000289213,0.95,archive
Myriad Opportunities Master Fund Limited,Fugro N.V.,2018-01-16,NL0000352565,0.62,archive
"WorldQuant, LLC",Galapagos NV,2018-01-16,BE0003818359,0.62,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-15,NL0011279492,0.99,archive
Marshall Wace LLP,Wereldhave N.V.,2018-01-15,NL0000289213,1.03,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-15,NL0000352565,0.88,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-15,NL0000337319,2.07,archive
AHL Partners LLP,Fugro N.V.,2018-01-12,NL0000352565,1.01,archive
"AQR Capital Management, LLC",Galapagos NV,2018-01-12,BE0003818359,1.1,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2018-01-12,NL0000360618,1.89,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-12,NL0000352565,0.88,archive
