net_short_position,position_date,issuer_name,isin,position_holder,source
0.38,2025-09-29,Pharming Group N.V.,NL0010391025,Citadel Securities (Europe) Limited,archive
0.49,2025-09-29,Signify N.V.,NL0011821392,Millennium Capital (DIFC) Limited,archive
0.7,2025-09-29,Fugro N.V.,NL00150003E1,"PDT Partners, LLC",archive
0.48,2025-09-26,Alfen N.V.,NL0012817175,"AQR Capital Management, LLC",archive
0.89,2025-09-26,BE Semiconductor Industries N.V.,NL0012866412,"Arrowstreet Capital, Limited Partnership",archive
0.8,2025-09-26,IMCD N.V.,NL0010801007,"BlackRock Institutional Trust Company, National Association",archive
0.48,2025-09-26,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
1.01,2025-09-26,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.9,2025-09-26,PostNL N.V.,NL0009739416,Citadel Advisors LLC,archive
0.54,2025-09-26,Pharming Group N.V.,NL0010391025,Citadel Securities (Europe) Limited,archive
0.48,2025-09-26,Fugro N.V.,NL00150003E1,Marshall Wace LLP,archive
1.33,2025-09-26,InPost S.A.,LU2290522684,Marshall Wace LLP,archive
2.17,2025-09-26,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
1.12,2025-09-26,Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,archive
0.91,2025-09-26,Alfen N.V.,NL0012817175,"WorldQuant, LLC",archive
0.67,2025-09-25,AMG Critical Materials N.V.,NL0000888691,Actus Ray Partners Limited,archive
0.71,2025-09-25,Pharming Group N.V.,NL0010391025,"Algert Global, LLC",archive
0.49,2025-09-25,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.68,2025-09-25,Fugro N.V.,NL00150003E1,Citadel Advisors LLC,archive
0.81,2025-09-25,Alfen N.V.,NL0012817175,GSA Capital Partners LLP,archive
0.52,2025-09-25,Fugro N.V.,NL00150003E1,Marshall Wace LLP,archive
0.47,2025-09-25,Theon International Plc,CY0200751713,Millennium International Management LP,archive
1.02,2025-09-25,Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,archive
0.49,2025-09-25,Brunel International N.V.,NL0010776944,"WorldQuant, LLC",archive
0.68,2025-09-24,Aalberts N.V.,NL0000852564,"BlackRock Advisors, LLC",archive
0.51,2025-09-24,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.72,2025-09-24,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.76,2025-09-24,Pharming Group N.V.,NL0010391025,Highbridge Capital Management LLC,archive
1.22,2025-09-24,InPost S.A.,LU2290522684,Marshall Wace LLP,archive
0.46,2025-09-24,InPost S.A.,LU2290522684,Wellington Management International Ltd.,archive
0.49,2025-09-23,Basic-Fit N.V.,NL0011872650,Acadian Asset Management LLC.,archive
0.97,2025-09-23,BE Semiconductor Industries N.V.,NL0012866412,"Arrowstreet Capital, Limited Partnership",archive
0.98,2025-09-23,BE Semiconductor Industries N.V.,NL0012866412,Canada Pension Plan Investment Board,archive
0.49,2025-09-23,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.79,2025-09-23,Alfen N.V.,NL0012817175,GSA Capital Partners LLP,archive
0.46,2025-09-23,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
0.93,2025-09-23,Fugro N.V.,NL00150003E1,Millennium International Management LP,archive
0.48,2025-09-23,BE Semiconductor Industries N.V.,NL0012866412,Numeric Investors LLC,archive
0.6,2025-09-23,Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,archive
0.58,2025-09-22,Alfen N.V.,NL0012817175,"AQR Capital Management, LLC",archive
0.28,2025-09-22,Fugro N.V.,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
0.59,2025-09-22,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.5,2025-09-22,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.7,2025-09-22,Fugro N.V.,NL00150003E1,Citadel Advisors LLC,archive
0.87,2025-09-22,PostNL N.V.,NL0009739416,Citadel Advisors LLC,archive
0.7,2025-09-22,Fugro N.V.,NL00150003E1,Marshall Wace LLP,archive
2.02,2025-09-22,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.59,2025-09-22,Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,archive
0.72,2025-09-22,Fugro N.V.,NL00150003E1,Wellington Management International Ltd.,archive
0.6,2025-09-19,Alfen N.V.,NL0012817175,"AQR Capital Management, LLC",archive
0.51,2025-09-19,Havas N.V.,NL0015002AH0,Citadel Advisors LLC,archive
0.83,2025-09-19,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.9,2025-09-19,PostNL N.V.,NL0009739416,Citadel Advisors LLC,archive
1.11,2025-09-19,InPost S.A.,LU2290522684,Marshall Wace LLP,archive
0.76,2025-09-19,Alfen N.V.,NL0012817175,Millennium Capital (DIFC) Limited,archive
0.52,2025-09-19,Theon International Plc,CY0200751713,Millennium International Management LP,archive
1.19,2025-09-19,Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,archive
0.51,2025-09-19,Signify N.V.,NL0011821392,Squarepoint Ops LLC,archive
0.65,2025-09-18,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.49,2025-09-18,Havas N.V.,NL0015002AH0,Citadel Advisors LLC,archive
1.09,2025-09-18,Signify N.V.,NL0011821392,Citadel Advisors LLC,archive
0.47,2025-09-18,Ebusco Holding N.V.,NL0015002AG2,Citadel Securities (Europe) Limited,archive
0.81,2025-09-18,PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",archive
0.46,2025-09-18,Akzo Nobel N.V.,NL0013267909,Kintbury Capital LLP,archive
0.5,2025-09-18,Fugro N.V.,NL00150003E1,Marshall Wace LLP,archive
1.9,2025-09-18,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.5,2025-09-18,Brunel International N.V.,NL0010776944,"WorldQuant, LLC",archive
1.02,2025-09-17,InPost S.A.,LU2290522684,Marshall Wace LLP,archive
0.67,2025-09-17,Alfen N.V.,NL0012817175,Millennium Capital (DIFC) Limited,archive
1.24,2025-09-17,Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,archive
0.89,2025-09-17,Alfen N.V.,NL0012817175,"WorldQuant, LLC",archive
0.93,2025-09-16,Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,archive
0.58,2025-09-16,Ebusco Holding N.V.,NL0015002AG2,Citadel Securities (Europe) Limited,archive
0.61,2025-09-16,Randstad N.V.,NL0000379121,Marshall Wace LLP,archive
0.58,2025-09-16,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
1.08,2025-09-16,Fugro N.V.,NL00150003E1,Millennium International Management LP,archive
1.0,2025-09-15,Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,archive
0.78,2025-09-15,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.9,2025-09-15,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
1.12,2025-09-15,Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,archive
1.38,2025-09-15,Alfen N.V.,NL0012817175,Voleon Capital Management LP,archive
0.62,2025-09-15,Fugro N.V.,NL00150003E1,Wellington Management International Ltd.,archive
0.93,2025-09-15,Alfen N.V.,NL0012817175,"WorldQuant, LLC",archive
0.67,2025-09-15,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
1.23,2025-09-12,Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,archive
0.8,2025-09-12,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.85,2025-09-12,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.59,2025-09-12,Brunel International N.V.,NL0010776944,Marshall Wace LLP,archive
0.68,2025-09-12,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
0.51,2025-09-12,Aperam S.A.,LU0569974404,Millennium International Management LP,archive
1.8,2025-09-12,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.71,2025-09-12,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
1.39,2025-09-11,Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,archive
0.62,2025-09-11,Pharming Group N.V.,NL0010391025,"Algert Global, LLC",archive
0.7,2025-09-11,IMCD N.V.,NL0010801007,"BlackRock Institutional Trust Company, National Association",archive
0.71,2025-09-11,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.76,2025-09-11,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.51,2025-09-11,Heineken N.V.,NL0000009165,Marshall Wace LLP,archive
0.59,2025-09-11,Randstad N.V.,NL0000379121,Marshall Wace LLP,archive
1.75,2025-09-11,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.69,2025-09-11,Fugro N.V.,NL00150003E1,"PDT Partners, LLC",archive
1.06,2025-09-11,Alfen N.V.,NL0012817175,"WorldQuant, LLC",archive
0.69,2025-09-10,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.61,2025-09-10,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.47,2025-09-10,Koninklijke KPN N.V.,NL0000009082,Marshall Wace LLP,archive
0.49,2025-09-10,Brunel International N.V.,NL0010776944,Numeric Investors LLC,archive
1.47,2025-09-10,Alfen N.V.,NL0012817175,Voleon Capital Management LP,archive
1.1,2025-09-09,Signify N.V.,NL0011821392,Citadel Advisors LLC,archive
0.68,2025-09-09,Ebusco Holding N.V.,NL0015002AG2,Citadel Securities (Europe) Limited,archive
0.77,2025-09-09,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
0.0,2025-09-09,MFE-MEDIAFOREUROPE N.V.,NL0015001OJ9,Syquant Capital,archive
1.46,2025-09-08,Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,archive
0.69,2025-09-08,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.8,2025-09-08,Signify N.V.,NL0011821392,Citadel Advisors Europe Limited,archive
0.57,2025-09-08,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.8,2025-09-08,Alfen N.V.,NL0012817175,GSA Capital Partners LLP,archive
1.6,2025-09-08,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.51,2025-09-08,InPost S.A.,LU2290522684,Wellington Management International Ltd.,archive
0.47,2025-09-08,Fugro N.V.,NL00150003E1,"WorldQuant, LLC",archive
0.69,2025-09-08,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.5,2025-09-05,Pharming Group N.V.,NL0010391025,"Algert Global, LLC",archive
0.47,2025-09-05,OCI N.V.,NL0010558797,Citadel Advisors LLC,archive
0.59,2025-09-05,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.85,2025-09-05,PostNL N.V.,NL0009739416,Citadel Advisors LLC,archive
0.81,2025-09-05,InPost S.A.,LU2290522684,Kintbury Capital LLP,archive
0.88,2025-09-05,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
1.59,2025-09-05,Alfen N.V.,NL0012817175,Voleon Capital Management LP,archive
0.8,2025-09-04,Signify N.V.,NL0011821392,"BlackRock Advisors, LLC",archive
0.61,2025-09-04,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.49,2025-09-04,Avantium N.V.,NL0015002IE0,"Connor, Clark & Lunn Investment Management Ltd.",archive
0.57,2025-09-04,Koninklijke KPN N.V.,NL0000009082,Marshall Wace LLP,archive
1.1,2025-09-04,Fugro N.V.,NL00150003E1,Millennium International Management LP,archive
0.52,2025-09-04,Fugro N.V.,NL0000352565,Numeric Investors LLC,archive
1.75,2025-09-04,Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,archive
0.99,2025-09-04,Alfen N.V.,NL0012817175,"WorldQuant, LLC",archive
0.71,2025-09-03,Signify N.V.,NL0011821392,Citadel Advisors Europe Limited,archive
0.57,2025-09-03,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
1.02,2025-09-03,Signify N.V.,NL0011821392,Citadel Advisors LLC,archive
1.07,2025-09-03,Pharming Group N.V.,NL0010391025,Highbridge Capital Management LLC,archive
0.51,2025-09-03,Corbion N.V.,NL0010583399,JPMorgan Asset Management (UK) Ltd.,archive
0.71,2025-09-03,InPost S.A.,LU2290522684,Kintbury Capital LLP,archive
0.69,2025-09-03,Randstad N.V.,NL0000379121,Marshall Wace LLP,archive
0.93,2025-09-03,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
0.49,2025-09-03,OCI N.V.,NL0010558797,Numeric Investors LLC,archive
0.49,2025-09-03,Signify N.V.,NL0011821392,Squarepoint Ops LLC,archive
0.7,2025-09-03,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.62,2025-09-02,Signify N.V.,NL0011821392,Citadel Advisors Europe Limited,archive
0.61,2025-09-02,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
1.8,2025-09-02,Basic-Fit N.V.,NL0011872650,JPMorgan Asset Management (UK) Ltd.,archive
0.6,2025-09-02,Brunel International N.V.,NL0010776944,Marshall Wace LLP,archive
0.71,2025-09-02,Randstad N.V.,NL0000379121,Marshall Wace LLP,archive
1.24,2025-09-02,Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,archive
0.6,2025-09-02,Brunel International N.V.,NL0010776944,Qube Research & Technologies Ltd.,archive
1.51,2025-09-02,Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,archive
1.0,2025-09-02,Alfen N.V.,NL0012817175,"WorldQuant, LLC",archive
0.5,2025-09-01,Brunel International N.V.,NL0010776944,Citadel Advisors LLC,archive
0.59,2025-09-01,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.49,2025-09-01,PostNL N.V.,NL0009739416,Marshall Wace LLP,archive
0.69,2025-09-01,Randstad N.V.,NL0000379121,Marshall Wace LLP,archive
0.74,2025-09-01,Alfen N.V.,NL0012817175,Millennium Capital (DIFC) Limited,archive
1.53,2025-09-01,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.7,2025-09-01,Fugro N.V.,NL00150003E1,"PDT Partners, LLC",archive
1.13,2025-09-01,Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,archive
0.89,2025-09-01,Alfen N.V.,NL0012817175,"WorldQuant, LLC",archive
0.73,2025-08-29,Aalberts N.V.,NL0000852564,"BlackRock Advisors, LLC",archive
0.56,2025-08-29,Fugro N.V.,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
0.51,2025-08-29,Signify N.V.,NL0011821392,Citadel Advisors Europe Limited,archive
0.7,2025-08-29,PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",archive
0.7,2025-08-29,Alfen N.V.,NL0012817175,GSA Capital Partners LLP,archive
0.9,2025-08-29,InPost S.A.,LU2290522684,Marshall Wace LLP,archive
0.7,2025-08-29,Randstad N.V.,NL0000379121,Marshall Wace LLP,archive
0.83,2025-08-29,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
1.47,2025-08-29,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.54,2025-08-29,OCI N.V.,NL0010558797,Numeric Investors LLC,archive
1.04,2025-08-29,Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,archive
2.26,2025-08-29,MFE-MEDIAFOREUROPE N.V.,NL0015001OJ9,Syquant Capital,archive
1.41,2025-08-29,Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,archive
0.7,2025-08-29,Alfen N.V.,NL0012817175,"WorldQuant, LLC",archive
0.56,2025-08-29,Fugro N.V.,NL00150003E1,"WorldQuant, LLC",archive
0.6,2025-08-28,IMCD N.V.,NL0010801007,"AQR Capital Management, LLC",archive
0.68,2025-08-28,Fugro N.V.,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
0.62,2025-08-28,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.59,2025-08-28,Havas N.V.,NL0015002AH0,Citadel Advisors LLC,archive
0.9,2025-08-28,Signify N.V.,NL0011821392,Citadel Advisors LLC,archive
1.79,2025-08-28,Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",archive
1.22,2025-08-28,Pharming Group N.V.,NL0010391025,Highbridge Capital Management LLC,archive
0.94,2025-08-28,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
1.0,2025-08-28,Fugro N.V.,NL00150003E1,Millennium International Management LP,archive
1.51,2025-08-28,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.69,2025-08-28,Fugro N.V.,NL00150003E1,"PDT Partners, LLC",archive
0.49,2025-08-28,PostNL N.V.,NL0009739416,"PDT Partners, LLC",archive
1.15,2025-08-28,Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,archive
2.19,2025-08-28,MFE-MEDIAFOREUROPE N.V.,NL0015001OJ9,Syquant Capital,archive
1.61,2025-08-28,Alfen N.V.,NL0012817175,Voleon Capital Management LP,archive
0.6,2025-08-27,Koninklijke Philips N.V.,NL0000009538,"AQR Capital Management, LLC",archive
0.41,2025-08-27,Pharming Group N.V.,NL0010391025,Balyasny Asset Management (UK) LLP,archive
0.6,2025-08-27,Havas N.V.,NL0015002AH0,Citadel Advisors LLC,archive
0.7,2025-08-27,Ebusco Holding N.V.,NL0015002AG2,Citadel Securities (Europe) Limited,archive
1.6,2025-08-27,Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",archive
0.64,2025-08-27,Basic-Fit N.V.,NL0011872650,Marchant MC Ltd.,archive
0.6,2025-08-27,Alfen N.V.,NL0012817175,Millennium Capital (DIFC) Limited,archive
0.5,2025-08-27,Signify N.V.,NL0011821392,Millennium Capital (DIFC) Limited,archive
0.8,2025-08-27,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
1.04,2025-08-27,MFE-MEDIAFOREUROPE N.V.,NL0015001OJ9,Syquant Capital,archive
0.54,2025-08-26,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.59,2025-08-26,Havas N.V.,NL0015002AH0,Citadel Advisors LLC,archive
0.57,2025-08-26,Ebusco Holding N.V.,NL0015002AG2,Citadel Securities (Europe) Limited,archive
0.6,2025-08-26,Alfen N.V.,NL0012817175,GSA Capital Partners LLP,archive
0.2,2025-08-26,BE Semiconductor Industries N.V.,NL0012866412,Millennium International Management LP,archive
0.29,2025-08-26,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.5,2025-08-26,Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,archive
0.56,2025-08-25,Alfen N.V.,NL0012817175,"AQR Capital Management, LLC",archive
0.86,2025-08-25,Signify N.V.,NL0011821392,Citadel Advisors LLC,archive
0.58,2025-08-25,Avantium N.V.,NL0015002IE0,"Connor, Clark & Lunn Investment Management Ltd.",archive
0.93,2025-08-25,Fugro N.V.,NL00150003E1,Millennium International Management LP,archive
0.59,2025-08-25,Lakefront Biotherapeutics NV,BE0003818359,Qube Research & Technologies Ltd.,archive
0.95,2025-08-25,MFE-MEDIAFOREUROPE N.V.,NL0015001OJ9,Syquant Capital,archive
1.44,2025-08-25,Alfen N.V.,NL0012817175,Voleon Capital Management LP,archive
0.47,2025-08-25,Fugro N.V.,NL00150003E1,"WorldQuant, LLC",archive
0.6,2025-08-25,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.54,2025-08-22,Pharming Group N.V.,NL0010391025,Balyasny Asset Management (UK) LLP,archive
1.02,2025-08-22,BE Semiconductor Industries N.V.,NL0012866412,Canada Pension Plan Investment Board,archive
0.6,2025-08-22,Havas N.V.,NL0015002AH0,Citadel Advisors LLC,archive
0.5,2025-08-22,OCI N.V.,NL0010558797,Citadel Advisors LLC,archive
0.32,2025-08-22,Pharming Group N.V.,NL0010391025,"D. E. Shaw & Co., L.P.",archive
0.48,2025-08-22,Signify N.V.,NL0011821392,"D. E. Shaw & Co., L.P.",archive
0.7,2025-08-22,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
0.51,2025-08-22,BE Semiconductor Industries N.V.,NL0012866412,Millennium International Management LP,archive
0.5,2025-08-22,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
1.45,2025-08-22,Pharming Group N.V.,NL0010391025,Millennium International Management LP,archive
0.69,2025-08-22,OCI N.V.,NL0010558797,Numeric Investors LLC,archive
2.06,2025-08-22,Alfen N.V.,NL0012817175,"PDT Partners, LLC",archive
0.49,2025-08-21,Brunel International N.V.,NL0010776944,Citadel Advisors LLC,archive
0.59,2025-08-21,Havas N.V.,NL0015002AH0,Citadel Advisors LLC,archive
0.69,2025-08-21,Koninklijke KPN N.V.,NL0000009082,Marshall Wace LLP,archive
0.63,2025-08-21,Alfen N.V.,NL0012817175,Millennium International Management LP,archive
0.62,2025-08-20,Aalberts N.V.,NL0000852564,"BlackRock Advisors, LLC",archive
0.34,2025-08-20,Ebusco Holding N.V.,NL0015002AG2,Citadel Securities (Europe) Limited,archive
1.5,2025-08-20,Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",archive
0.5,2025-08-20,Alfen N.V.,NL0012817175,Millennium Capital (DIFC) Limited,archive
1.53,2025-08-20,Alfen N.V.,NL0012817175,Voleon Capital Management LP,archive
0.51,2025-08-20,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
1.69,2025-08-19,Lakefront Biotherapeutics NV,BE0003818359,"Arrowstreet Capital, Limited Partnership",archive
0.6,2025-08-19,IMCD N.V.,NL0010801007,"BlackRock Institutional Trust Company, National Association",archive
0.68,2025-08-19,Ebusco Holding N.V.,NL0015002AG2,Citadel Securities (Europe) Limited,archive
1.46,2025-08-19,Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",archive
0.69,2025-08-19,Randstad N.V.,NL0000379121,Marshall Wace LLP,archive
0.7,2025-08-19,Fugro N.V.,NL00150003E1,"PDT Partners, LLC",archive
1.5,2025-08-18,Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,archive
0.49,2025-08-18,AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,archive
0.48,2025-08-18,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
