net_short_position,position_date,issuer_name,isin,position_holder,source
0.8,2016-06-06,TomTom N.V.,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
1.19,2016-06-06,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.56,2016-06-06,SBM Offshore N.V.,NL0000360618,"Sophos Capital Management, L.P.",archive
0.86,2016-06-06,Fugro N.V.,NL0000352565,UBS Asset Management (UK) Ltd.,archive
1.29,2016-06-03,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.49,2016-06-03,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.47,2016-06-03,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
0.74,2016-06-03,SBM Offshore N.V.,NL0000360618,"Sophos Capital Management, L.P.",archive
0.6,2016-06-02,TomTom N.V.,NL0000387058,AHL Partners LLP,archive
0.62,2016-06-02,Brunel International N.V.,NL0010776944,BlackRock Investment Management (UK) Limited,archive
1.57,2016-06-02,SBM Offshore N.V.,NL0000360618,"D.E. Shaw & Co., L.P.",archive
0.59,2016-06-02,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.71,2016-06-02,Fugro N.V.,NL0000352565,UBS Asset Management (UK) Ltd.,archive
1.1,2016-06-01,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
0.57,2016-06-01,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
0.63,2016-06-01,Fugro N.V.,NL0000352565,UBS Asset Management (UK) Ltd.,archive
0.58,2016-05-31,TomTom N.V.,NL0000387058,AHL Partners LLP,archive
0.51,2016-05-31,Aperam S.A.,LU0569974404,"Basso Capital Management, L.P",archive
0.58,2016-05-31,Koninklijke KPN N.V.,NL0000009082,Citadel Europe LLP,archive
0.67,2016-05-31,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.69,2016-05-30,Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,archive
1.28,2016-05-30,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.68,2016-05-26,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
2.72,2016-05-25,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.55,2016-05-25,Aperam S.A.,LU0569974404,BNP Paribas S.A.,archive
0.48,2016-05-25,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.65,2016-05-24,Aperam S.A.,LU0569974404,BNP Paribas S.A.,archive
1.69,2016-05-24,SBM Offshore N.V.,NL0000360618,"D.E. Shaw & Co., L.P.",archive
0.78,2016-05-24,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.7,2016-05-23,Koninklijke Ahold Delhaize N.V.,NL0010672325,"AQR Capital Management, LLC",archive
0.52,2016-05-23,TomTom N.V.,NL0000387058,"WorldQuant, LLC",archive
0.5,2016-05-20,Brunel International N.V.,NL0010776944,BlackRock Investment Management (UK) Limited,archive
0.84,2016-05-20,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
1.39,2016-05-20,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.56,2016-05-20,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.49,2016-05-20,TomTom N.V.,NL0000387058,"WorldQuant, LLC",archive
0.6,2016-05-19,Koninklijke KPN N.V.,NL0000009082,"AQR Capital Management, LLC",archive
0.6,2016-05-19,Koninklijke KPN N.V.,NL0000009082,Citadel Europe LLP,archive
0.49,2016-05-19,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.67,2016-05-19,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.7,2016-05-18,Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,archive
0.99,2016-05-18,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
1.48,2016-05-18,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.12,2016-05-18,Koninklijke Ahold Delhaize N.V.,NL0010672325,Pine River Capital Management L.P.,archive
0.7,2016-05-17,Aalberts N.V.,NL0000852564,BlackRock Investment Management (UK) Limited,archive
0.48,2016-05-17,AMG Critical Materials N.V.,NL0000888691,BlackRock Investment Management (UK) Limited,archive
1.58,2016-05-17,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.94,2016-05-16,SBM Offshore N.V.,NL0000360618,"Sophos Capital Management, L.P.",archive
0.5,2016-05-16,TomTom N.V.,NL0000387058,"WorldQuant, LLC",archive
4.19,2016-05-13,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
2.6,2016-05-13,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.79,2016-05-13,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
4.26,2016-05-12,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
0.57,2016-05-12,AMG Critical Materials N.V.,NL0000888691,BlackRock Investment Management (UK) Limited,archive
0.45,2016-05-12,Wereldhave N.V.,NL0000289213,Marshall Wace LLP,archive
0.6,2016-05-12,Lakefront Biotherapeutics NV,BE0003818359,Oxford Asset Management,archive
0.48,2016-05-12,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.64,2016-05-11,TomTom N.V.,NL0000387058,AHL Partners LLP,archive
0.89,2016-05-11,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.6,2016-05-11,Aalberts N.V.,NL0000852564,BlackRock Investment Management (UK) Limited,archive
0.64,2016-05-11,AMG Critical Materials N.V.,NL0000888691,BlackRock Investment Management (UK) Limited,archive
0.0,2016-05-11,TomTom N.V.,NL0000387058,Man Investments Limited,archive
0.5,2016-05-11,Wereldhave N.V.,NL0000289213,Marshall Wace LLP,archive
0.48,2016-05-11,TomTom N.V.,NL0000387058,"WorldQuant, LLC",archive
1.0,2016-05-10,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
0.49,2016-05-10,Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,archive
0.59,2016-05-10,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.98,2016-05-09,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
0.59,2016-05-09,Koninklijke KPN N.V.,NL0000009082,"AQR Capital Management, LLC",archive
0.56,2016-05-09,Aperam S.A.,LU0569974404,BNP Paribas S.A.,archive
0.8,2016-05-09,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
0.6,2016-05-06,Koninklijke Ahold Delhaize N.V.,NL0010672325,"AQR Capital Management, LLC",archive
0.6,2016-05-06,Koninklijke KPN N.V.,NL0000009082,"AQR Capital Management, LLC",archive
0.5,2016-05-06,Aalberts N.V.,NL0000852564,BlackRock Investment Management (UK) Limited,archive
0.6,2016-05-06,Aperam S.A.,LU0569974404,BNP Paribas S.A.,archive
1.01,2016-05-06,SBM Offshore N.V.,NL0000360618,Capital Fund Management S.A.,archive
1.0,2016-05-05,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
0.5,2016-05-05,Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,archive
0.5,2016-05-05,TomTom N.V.,NL0000387058,Man Investments Limited,archive
0.5,2016-05-05,TomTom N.V.,NL0000387058,"WorldQuant, LLC",archive
0.77,2016-05-04,AMG Critical Materials N.V.,NL0000888691,BlackRock Investment Management (UK) Limited,archive
0.7,2016-05-04,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
0.6,2016-05-04,Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,archive
0.51,2016-05-03,Koninklijke KPN N.V.,NL0000009082,Citadel Europe LLP,archive
0.6,2016-05-03,SBM Offshore N.V.,NL0000360618,Oxford Asset Management,archive
0.6,2016-05-03,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
2.5,2016-05-02,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
1.6,2016-05-02,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.5,2016-05-02,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.6,2016-05-02,Wereldhave N.V.,NL0000289213,Marshall Wace LLP,archive
0.48,2016-04-29,Koninklijke KPN N.V.,NL0000009082,Citadel Europe LLP,archive
0.64,2016-04-28,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.49,2016-04-28,ARCADIS N.V.,NL0006237562,Canada Pension Plan Investment Board,archive
0.69,2016-04-28,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
1.52,2016-04-28,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.52,2016-04-28,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.56,2016-04-27,Aperam S.A.,LU0569974404,BNP Paribas S.A.,archive
1.44,2016-04-27,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.32,2016-04-25,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.38,2016-04-22,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.53,2016-04-21,Koninklijke KPN N.V.,NL0000009082,Citadel Europe LLP,archive
0.49,2016-04-21,Koninklijke Vopak N.V.,NL0009432491,"GAM Investment Management (Switzerland) AG, Zurich",archive
0.61,2016-04-21,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.5,2016-04-21,Aperam S.A.,LU0569974404,Polar Asset Management Partners Inc.,archive
0.59,2016-04-21,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.26,2016-04-20,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.59,2016-04-20,Lakefront Biotherapeutics NV,BE0003818359,Oxford Asset Management,archive
0.83,2016-04-19,SBM Offshore N.V.,NL0000360618,AKO Capital LLP,archive
0.5,2016-04-19,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.54,2016-04-19,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.93,2016-04-18,SBM Offshore N.V.,NL0000360618,AKO Capital LLP,archive
0.46,2016-04-18,Alumexx N.V.,NL0011495189,Better Options LLP,archive
0.49,2016-04-18,Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,archive
0.49,2016-04-18,Aperam S.A.,LU0569974404,BNP Paribas S.A.,archive
1.11,2016-04-18,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.51,2016-04-18,Wereldhave N.V.,NL0000289213,Marshall Wace LLP,archive
0.79,2016-04-18,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
2.4,2016-04-15,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.55,2016-04-15,Alumexx N.V.,NL0011495189,Better Options LLP,archive
0.98,2016-04-15,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.47,2016-04-15,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.49,2016-04-15,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.44,2016-04-15,Fugro N.V.,NL0000352565,TT International,archive
0.51,2016-04-14,Koninklijke Ahold Delhaize N.V.,NL0010672325,Carlson Capital UK LLP,archive
1.09,2016-04-14,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.5,2016-04-14,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.51,2016-04-13,Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,archive
0.46,2016-04-13,SBM Offshore N.V.,NL0000360618,Man Investments Limited,archive
1.23,2016-04-13,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.55,2016-04-13,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.62,2016-04-13,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.51,2016-04-13,ArcelorMittal S.A.,LU0323134006,UBS Asset Management (UK) Ltd.,archive
1.33,2016-04-12,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.64,2016-04-12,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.44,2016-04-11,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.6,2016-04-11,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.49,2016-04-08,Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,archive
0.91,2016-04-08,SBM Offshore N.V.,NL0000360618,Capital Fund Management S.A.,archive
0.6,2016-04-08,Aperam S.A.,LU0569974404,CQS (UK) LLP,archive
0.0,2016-04-08,ArcelorMittal S.A.,LU0323134006,Jane Street Group LLC,archive
0.29,2016-04-08,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.55,2016-04-08,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.84,2016-04-08,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.2,2016-04-08,ArcelorMittal S.A.,LU0323134006,Quartys Limited,archive
0.93,2016-04-07,TKH Group N.V.,NL0000852523,AKO Capital LLP,archive
0.59,2016-04-07,ArcelorMittal S.A.,LU0323134006,Jane Street Group LLC,archive
0.5,2016-04-07,SBM Offshore N.V.,NL0000360618,Man Investments Limited,archive
1.77,2016-04-07,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
4.69,2016-04-06,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
1.07,2016-04-06,SBM Offshore N.V.,NL0000360618,AKO Capital LLP,archive
1.03,2016-04-06,TKH Group N.V.,NL0000852523,AKO Capital LLP,archive
1.48,2016-04-06,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.58,2016-04-06,Aperam S.A.,LU0569974404,CQS (UK) LLP,archive
0.9,2016-04-06,ArcelorMittal S.A.,LU0323134006,Quartys Limited,archive
0.0,2016-04-06,ArcelorMittal S.A.,LU0323134006,Susquehanna International Holdings LLC,archive
0.55,2016-04-05,Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,archive
0.53,2016-04-05,Aperam S.A.,LU0569974404,BNP Paribas S.A.,archive
0.63,2016-04-05,Koninklijke BAM Groep N.V.,NL0000337319,Canada Pension Plan Investment Board,archive
1.09,2016-04-05,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.49,2016-04-05,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.41,2016-04-05,TKH Group N.V.,NL0000852523,SFM UK Management LLP,archive
0.47,2016-04-05,Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",archive
0.55,2016-04-04,Koninklijke BAM Groep N.V.,NL0000337319,Canada Pension Plan Investment Board,archive
0.3,2016-04-04,Wereldhave N.V.,NL0000289213,Canada Pension Plan Investment Board,archive
1.78,2016-04-04,SBM Offshore N.V.,NL0000360618,"D.E. Shaw & Co., L.P.",archive
0.81,2016-04-04,ArcelorMittal S.A.,LU0323134006,Quartys Limited,archive
0.6,2016-04-04,ArcelorMittal S.A.,LU0323134006,Susquehanna International Holdings LLC,archive
2.31,2016-04-01,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.6,2016-04-01,Wereldhave N.V.,NL0000289213,Canada Pension Plan Investment Board,archive
0.6,2016-04-01,Aperam S.A.,LU0569974404,CQS (UK) LLP,archive
0.64,2016-04-01,ArcelorMittal S.A.,LU0323134006,Jane Street Group LLC,archive
1.89,2016-04-01,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.59,2016-04-01,ArcelorMittal S.A.,LU0323134006,Susquehanna International Holdings LLC,archive
0.52,2016-04-01,Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",archive
0.47,2016-03-31,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
1.57,2016-03-31,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.72,2016-03-31,ArcelorMittal S.A.,LU0323134006,Jane Street Group LLC,archive
1.03,2016-03-31,Koninklijke Ahold Delhaize N.V.,NL0010672325,Pine River Capital Management L.P.,archive
0.6,2016-03-31,ArcelorMittal S.A.,LU0323134006,Susquehanna International Holdings LLC,archive
0.77,2016-03-30,ArcelorMittal S.A.,LU0323134006,Quartys Limited,archive
0.81,2016-03-30,SBM Offshore N.V.,NL0000360618,"Sophos Capital Management, L.P.",archive
0.6,2016-03-29,ArcelorMittal S.A.,LU0323134006,Jane Street Group LLC,archive
1.91,2016-03-29,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.59,2016-03-29,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.5,2016-03-28,Koninklijke Ahold Delhaize N.V.,NL0010672325,"AQR Capital Management, LLC",archive
0.54,2016-03-28,ArcelorMittal S.A.,LU0323134006,Jane Street Group LLC,archive
0.49,2016-03-25,Koninklijke Ahold Delhaize N.V.,NL0010672325,"AQR Capital Management, LLC",archive
1.66,2016-03-24,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.5,2016-03-24,Koninklijke Ahold Delhaize N.V.,NL0010672325,"AQR Capital Management, LLC",archive
2.29,2016-03-24,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.56,2016-03-24,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.55,2016-03-24,ArcelorMittal S.A.,LU0323134006,Susquehanna International Holdings LLC,archive
4.75,2016-03-23,Aperam S.A.,LU0569974404,Adage Capital Management L.P.,archive
2.3,2016-03-23,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
1.19,2016-03-23,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.82,2016-03-23,ArcelorMittal S.A.,LU0323134006,Quartys Limited,archive
0.81,2016-03-22,SBM Offshore N.V.,NL0000360618,Capital Fund Management S.A.,archive
0.89,2016-03-22,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
0.67,2016-03-22,ArcelorMittal S.A.,LU0323134006,Quartys Limited,archive
0.5,2016-03-21,TomTom N.V.,NL0000387058,"PDT Partners, LLC",archive
0.58,2016-03-21,ArcelorMittal S.A.,LU0323134006,Quartys Limited,archive
0.66,2016-03-21,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.59,2016-03-18,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.44,2016-03-18,ArcelorMittal S.A.,LU0323134006,Jane Street Group LLC,archive
0.48,2016-03-18,ArcelorMittal S.A.,LU0323134006,"Luminus Management, LLC",archive
0.53,2016-03-18,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
1.77,2016-03-17,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.48,2016-03-17,Koninklijke Ahold Delhaize N.V.,NL0010672325,"AQR Capital Management, LLC",archive
0.46,2016-03-17,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
0.59,2016-03-17,ArcelorMittal S.A.,LU0323134006,"Luminus Management, LLC",archive
0.6,2016-03-17,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.59,2016-03-17,SBM Offshore N.V.,NL0000360618,Oxford Asset Management,archive
0.5,2016-03-16,Koninklijke Ahold Delhaize N.V.,NL0010672325,"AQR Capital Management, LLC",archive
0.55,2016-03-16,ArcelorMittal S.A.,LU0323134006,Jane Street Group LLC,archive
1.8,2016-03-16,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
2.21,2016-03-15,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.73,2016-03-15,ArcelorMittal S.A.,LU0323134006,"Luminus Management, LLC",archive
0.6,2016-03-15,SBM Offshore N.V.,NL0000360618,Oxford Asset Management,archive
0.59,2016-03-15,Fugro N.V.,NL0000352565,TT International,archive
1.88,2016-03-14,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.59,2016-03-14,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
0.62,2016-03-14,Fugro N.V.,NL0000352565,BlackRock Investment Management (UK) Limited,archive
0.56,2016-03-14,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.96,2016-03-14,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.54,2016-03-14,TKH Group N.V.,NL0000852523,SFM UK Management LLP,archive
0.88,2016-03-11,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
1.95,2016-03-11,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
2.18,2016-03-11,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.84,2016-03-11,AMG Critical Materials N.V.,NL0000888691,BlackRock Investment Management (UK) Limited,archive
1.72,2016-03-11,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.9,2016-03-11,Koninklijke Ahold Delhaize N.V.,NL0010672325,Pine River Capital Management L.P.,archive
0.89,2016-03-10,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.79,2016-03-10,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
1.62,2016-03-10,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.44,2016-03-10,TomTom N.V.,NL0000387058,Marshall Wace LLP,archive
0.98,2016-03-10,PostNL N.V.,NL0009739416,Oxford Asset Management,archive
0.68,2016-03-10,TKH Group N.V.,NL0000852523,SFM UK Management LLP,archive
2.08,2016-03-09,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.74,2016-03-09,AMG Critical Materials N.V.,NL0000888691,BlackRock Investment Management (UK) Limited,archive
0.69,2016-03-09,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
0.5,2016-03-09,Fugro N.V.,NL0000352565,BlackRock Investment Management (UK) Limited,archive
0.79,2016-03-09,TomTom N.V.,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
0.62,2016-03-09,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.4,2016-03-09,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.41,2016-03-09,Wereldhave N.V.,NL0000289213,Millennium International Management LP,archive
0.7,2016-03-09,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.45,2016-03-08,Aperam S.A.,LU0569974404,"Basso Capital Management, L.P",archive
0.7,2016-03-08,SBM Offshore N.V.,NL0000360618,Capital Fund Management S.A.,archive
1.88,2016-03-08,SBM Offshore N.V.,NL0000360618,"D.E. Shaw & Co., L.P.",archive
0.55,2016-03-08,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
1.62,2016-03-08,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.62,2016-03-07,AMG Critical Materials N.V.,NL0000888691,BlackRock Investment Management (UK) Limited,archive
0.48,2016-03-07,ARCADIS N.V.,NL0006237562,Capital Fund Management S.A.,archive
1.27,2016-03-07,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.69,2016-03-07,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
1.59,2016-03-07,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.46,2016-03-07,ArcelorMittal S.A.,LU0323134006,Oxford Asset Management,archive
0.95,2016-03-04,Aperam S.A.,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
1.09,2016-03-04,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.46,2016-03-04,Fugro N.V.,NL0000352565,Capital Fund Management S.A.,archive
0.88,2016-03-04,PostNL N.V.,NL0009739416,Capital Fund Management S.A.,archive
1.28,2016-03-04,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.0,2016-03-04,Fugro N.V.,NL0000352565,"Lucerne Capital Management, LP",archive
0.42,2016-03-04,Koninklijke Heijmans N.V.,NL0009269109,Macquarie Funds Management Hong Kong Limited,archive
0.57,2016-03-04,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
0.49,2016-03-04,Lakefront Biotherapeutics NV,BE0003818359,Millennium International Management LP,archive
0.59,2016-03-04,SBM Offshore N.V.,NL0000360618,Oxford Asset Management,archive
0.67,2016-03-04,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
0.71,2016-03-03,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
1.36,2016-03-03,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
1.39,2016-03-03,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.69,2016-03-02,Aperam S.A.,LU0569974404,BlackRock Investment Management (UK) Limited,archive
0.59,2016-03-02,ARCADIS N.V.,NL0006237562,Capital Fund Management S.A.,archive
1.49,2016-03-02,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
1.47,2016-03-02,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.61,2016-03-02,Lakefront Biotherapeutics NV,BE0003818359,Oxford Asset Management,archive
0.71,2016-03-02,SBM Offshore N.V.,NL0000360618,"Sophos Capital Management, L.P.",archive
0.48,2016-03-02,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
1.62,2016-03-01,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.88,2016-03-01,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
1.62,2016-03-01,ArcelorMittal S.A.,LU0323134006,Odey Asset Management LLP,archive
0.54,2016-03-01,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
1.23,2016-02-29,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.62,2016-02-29,Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,archive
0.6,2016-02-29,SBM Offshore N.V.,NL0000360618,Capital Fund Management S.A.,archive
1.59,2016-02-29,Koninklijke Ahold Delhaize N.V.,NL0010672325,"Davidson Kempner European Partners, LLP",archive
0.64,2016-02-29,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.74,2016-02-29,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.72,2016-02-29,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
2.17,2016-02-26,Fugro N.V.,NL0000352565,"AQR Capital Management, LLC",archive
0.59,2016-02-26,Fugro N.V.,NL0000352565,Capital Fund Management S.A.,archive
0.58,2016-02-26,SBM Offshore N.V.,NL0000360618,Capital Fund Management S.A.,archive
0.76,2016-02-26,Fugro N.V.,NL0000352565,"Lucerne Capital Management, LP",archive
0.74,2016-02-26,ArcelorMittal S.A.,LU0323134006,Marshall Wace LLP,archive
1.94,2016-02-26,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.69,2016-02-26,PostNL N.V.,NL0009739416,"WorldQuant, LLC",archive
0.69,2016-02-26,SBM Offshore N.V.,NL0000360618,"WorldQuant, LLC",archive
1.36,2016-02-25,ArcelorMittal S.A.,LU0323134006,"AQR Capital Management, LLC",archive
0.49,2016-02-25,ASML Holding N.V.,NL0010273215,"AQR Capital Management, LLC",archive
0.6,2016-02-25,SBM Offshore N.V.,NL0000360618,Capital Fund Management S.A.,archive
2.27,2016-02-24,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.5,2016-02-24,AMG Critical Materials N.V.,NL0000888691,BlackRock Investment Management (UK) Limited,archive
0.8,2016-02-24,Koninklijke Ahold Delhaize N.V.,NL0010672325,Pine River Capital Management L.P.,archive
