position_date,isin,issuer_name,net_short_position,position_holder,source
2019-07-26,NL0000288876,Eurocommercial Properties N.V.,0.62,Clearance Capital Limited,archive
2019-07-26,NL0000352565,Fugro N.V.,3.51,Marshall Wace LLP,archive
2019-07-26,NL0009739416,PostNL N.V.,3.96,Marshall Wace LLP,archive
2019-07-26,NL0013332471,TomTom N.V.,0.58,Marshall Wace LLP,archive
2019-07-26,NL0000289213,Wereldhave N.V.,1.6,Marshall Wace LLP,archive
2019-07-26,NL0011821392,Signify N.V.,0.49,Millennium Capital Partners LLP,archive
2019-07-26,NL0011821392,Signify N.V.,1.0,Millennium International Management LP,archive
2019-07-26,NL0000289213,Wereldhave N.V.,0.94,Millennium International Management LP,archive
2019-07-26,NL0011279492,Flow Traders Ltd.,0.64,"Philadelphia Financial Management of San Francisco, LLC",archive
2019-07-26,NL0000888691,AMG Critical Materials N.V.,0.92,"WorldQuant, LLC",archive
2019-07-25,NL0012866412,BE Semiconductor Industries N.V.,0.0,BlackRock Investment Management (UK) Limited,archive
2019-07-25,NL0006237562,ARCADIS N.V.,0.81,Bodenholm Capital AB,archive
2019-07-25,NL0012866412,BE Semiconductor Industries N.V.,1.26,"Davidson Kempner European Partners, LLP",archive
2019-07-25,NL0000888691,AMG Critical Materials N.V.,1.02,Marshall Wace LLP,archive
2019-07-25,NL0012866412,BE Semiconductor Industries N.V.,1.39,Marshall Wace LLP,archive
2019-07-25,NL0009739416,PostNL N.V.,4.01,Marshall Wace LLP,archive
2019-07-25,NL0000289213,Wereldhave N.V.,1.59,Marshall Wace LLP,archive
2019-07-25,NL0011821392,Signify N.V.,0.64,Millennium Capital Partners LLP,archive
2019-07-25,NL0006237562,ARCADIS N.V.,0.32,Polar Capital LLP,archive
2019-07-25,NL0000352565,Fugro N.V.,0.59,"WorldQuant, LLC",archive
2019-07-24,NL0010558797,OCI N.V.,1.2,"AQR Capital Management, LLC",archive
2019-07-24,NL0000888691,AMG Critical Materials N.V.,1.11,"Arrowstreet Capital, Limited Partnership",archive
2019-07-24,NL0000289213,Wereldhave N.V.,0.5,Capital Fund Management S.A.,archive
2019-07-24,BE0003818359,Galapagos NV,0.7,"D. E. Shaw & Co., L.P.",archive
2019-07-24,NL0000337319,Koninklijke BAM Groep N.V.,0.57,Dalton Strategic Partnership LLP,archive
2019-07-24,NL0012866412,BE Semiconductor Industries N.V.,1.18,"Davidson Kempner European Partners, LLP",archive
2019-07-24,NL0011821392,Signify N.V.,1.0,ENA Investment Capital LLP,archive
2019-07-24,NL0000888691,AMG Critical Materials N.V.,0.91,Marshall Wace LLP,archive
2019-07-24,NL0009739416,PostNL N.V.,4.12,Marshall Wace LLP,archive
2019-07-24,NL0013332471,TomTom N.V.,0.61,Marshall Wace LLP,archive
2019-07-24,NL0000888691,AMG Critical Materials N.V.,0.81,"PDT Partners, LLC",archive
2019-07-24,NL0011279492,Flow Traders Ltd.,0.5,"PDT Partners, LLC",archive
2019-07-24,NL0011279492,Flow Traders Ltd.,0.77,"Philadelphia Financial Management of San Francisco, LLC",archive
2019-07-24,NL0000352565,Fugro N.V.,1.99,Sculptor Capital Management Europe Limited,archive
2019-07-24,NL0009739416,PostNL N.V.,0.85,"WorldQuant, LLC",archive
2019-07-23,BE0003818359,Galapagos NV,1.84,"AQR Capital Management, LLC",archive
2019-07-23,NL0000352565,Fugro N.V.,0.91,B&G Master Fund Plc,archive
2019-07-23,NL0000352565,Fugro N.V.,1.17,"BlackRock Institutional Trust Company, National Association",archive
2019-07-23,NL0006237562,ARCADIS N.V.,0.53,Bodenholm Capital AB,archive
2019-07-23,NL0000352565,Fugro N.V.,1.57,HBK Investments LP,archive
2019-07-23,NL0000888691,AMG Critical Materials N.V.,2.38,Jupiter Investment Management Limited,archive
2019-07-23,NL0000888691,AMG Critical Materials N.V.,0.76,Marshall Wace LLP,archive
2019-07-23,NL0012866412,BE Semiconductor Industries N.V.,1.47,Marshall Wace LLP,archive
2019-07-23,NL0000337319,Koninklijke BAM Groep N.V.,1.09,Marshall Wace LLP,archive
2019-07-23,NL0009739416,PostNL N.V.,4.2,Marshall Wace LLP,archive
2019-07-23,NL0000289213,Wereldhave N.V.,1.0,Millennium International Management LP,archive
2019-07-23,NL0000352565,Fugro N.V.,0.7,Systematica Investments Limited,archive
2019-07-23,NL0012866412,BE Semiconductor Industries N.V.,0.57,"WorldQuant, LLC",archive
2019-07-22,BE0003818359,Galapagos NV,0.6,"D. E. Shaw & Co., L.P.",archive
2019-07-22,NL0011794037,Koninklijke Ahold Delhaize N.V.,0.58,Marshall Wace LLP,archive
2019-07-22,NL0013332471,TomTom N.V.,0.59,Marshall Wace LLP,archive
2019-07-22,NL0000888691,AMG Critical Materials N.V.,0.38,Millennium International Management LP,archive
2019-07-22,NL0009739416,PostNL N.V.,0.69,"PDT Partners, LLC",archive
2019-07-22,NL0000352565,Fugro N.V.,2.01,Sculptor Capital Management Europe Limited,archive
2019-07-22,NL0000289213,Wereldhave N.V.,1.83,"Woodson Capital Master Fund, LP",archive
2019-07-22,NL0000352565,Fugro N.V.,0.68,"WorldQuant, LLC",archive
2019-07-19,NL0000888691,AMG Critical Materials N.V.,1.04,"Arrowstreet Capital, Limited Partnership",archive
2019-07-19,NL0009739416,PostNL N.V.,1.11,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-07-19,NL0011821392,Signify N.V.,1.21,ENA Investment Capital LLP,archive
2019-07-19,NL0012866412,BE Semiconductor Industries N.V.,1.55,Marshall Wace LLP,archive
2019-07-19,NL0011279492,Flow Traders Ltd.,0.89,Marshall Wace LLP,archive
2019-07-19,BE0003818359,Galapagos NV,0.56,Marshall Wace LLP,archive
2019-07-19,NL0009739416,PostNL N.V.,4.37,Marshall Wace LLP,archive
2019-07-19,NL0013332471,TomTom N.V.,0.6,Marshall Wace LLP,archive
2019-07-19,NL0011821392,Signify N.V.,0.7,Millennium Capital Partners LLP,archive
2019-07-19,NL0000888691,AMG Critical Materials N.V.,0.5,Millennium International Management LP,archive
2019-07-19,NL0011821392,Signify N.V.,1.13,Millennium International Management LP,archive
2019-07-19,NL0009739416,PostNL N.V.,0.7,"PDT Partners, LLC",archive
2019-07-19,NL0009739416,PostNL N.V.,0.48,Systematica Investments Limited,archive
2019-07-19,NL0000888691,AMG Critical Materials N.V.,1.0,"WorldQuant, LLC",archive
2019-07-18,NL0000352565,Fugro N.V.,1.63,HBK Investments LP,archive
2019-07-18,NL0000337319,Koninklijke BAM Groep N.V.,0.75,Lancaster Investment Management LLP,archive
2019-07-18,NL0011279492,Flow Traders Ltd.,0.91,Marshall Wace LLP,archive
2019-07-18,NL0013332471,TomTom N.V.,0.59,Marshall Wace LLP,archive
2019-07-18,NL0000289213,Wereldhave N.V.,1.68,Marshall Wace LLP,archive
2019-07-18,NL0000888691,AMG Critical Materials N.V.,0.62,Millennium International Management LP,archive
2019-07-18,NL0009269109,Koninklijke Heijmans N.V.,0.49,Voleon Capital Management LP,archive
2019-07-17,NL0000888691,AMG Critical Materials N.V.,0.94,"Arrowstreet Capital, Limited Partnership",archive
2019-07-17,NL0000352565,Fugro N.V.,0.8,B&G Master Fund Plc,archive
2019-07-17,NL0009739416,PostNL N.V.,0.9,Canada Pension Plan Investment Board,archive
2019-07-17,NL0000352565,Fugro N.V.,1.59,HBK Investments LP,archive
2019-07-17,NL0000352565,Fugro N.V.,3.4,Marshall Wace LLP,archive
2019-07-17,BE0003818359,Galapagos NV,0.69,Marshall Wace LLP,archive
2019-07-17,NL0011794037,Koninklijke Ahold Delhaize N.V.,0.66,Marshall Wace LLP,archive
2019-07-17,NL0000337319,Koninklijke BAM Groep N.V.,1.11,Marshall Wace LLP,archive
2019-07-17,NL0000888691,AMG Critical Materials N.V.,0.78,Millennium International Management LP,archive
2019-07-17,NL0009739416,PostNL N.V.,0.56,Systematica Investments Limited,archive
2019-07-17,NL0000352565,Fugro N.V.,0.75,"WorldQuant, LLC",archive
2019-07-16,NL0011821392,Signify N.V.,1.7,BlackRock Investment Management (UK) Limited,archive
2019-07-16,NL0012866412,BE Semiconductor Industries N.V.,1.68,Marshall Wace LLP,archive
2019-07-16,NL0011279492,Flow Traders Ltd.,0.83,Marshall Wace LLP,archive
2019-07-16,NL0011794037,Koninklijke Ahold Delhaize N.V.,0.59,Marshall Wace LLP,archive
2019-07-16,NL0009739416,PostNL N.V.,4.49,Marshall Wace LLP,archive
2019-07-16,NL0013332471,TomTom N.V.,0.6,Marshall Wace LLP,archive
2019-07-16,NL0000888691,AMG Critical Materials N.V.,0.86,Millennium International Management LP,archive
2019-07-16,NL0000888691,AMG Critical Materials N.V.,0.79,"PDT Partners, LLC",archive
2019-07-15,NL0000352565,Fugro N.V.,0.73,B&G Master Fund Plc,archive
2019-07-15,NL0009739416,PostNL N.V.,0.82,Canada Pension Plan Investment Board,archive
2019-07-15,NL0000352565,Fugro N.V.,1.6,HBK Investments LP,archive
2019-07-15,NL0000337319,Koninklijke BAM Groep N.V.,0.91,Lancaster Investment Management LLP,archive
2019-07-15,BE0003818359,Galapagos NV,0.71,Marshall Wace LLP,archive
2019-07-15,NL0009739416,PostNL N.V.,4.58,Marshall Wace LLP,archive
2019-07-15,NL0000289213,Wereldhave N.V.,0.99,Millennium International Management LP,archive
2019-07-15,NL0000888691,AMG Critical Materials N.V.,0.91,"WorldQuant, LLC",archive
2019-07-12,NL0000352565,Fugro N.V.,0.69,B&G Master Fund Plc,archive
2019-07-12,NL0011279492,Flow Traders Ltd.,0.72,Marshall Wace LLP,archive
2019-07-12,NL0000337319,Koninklijke BAM Groep N.V.,1.07,Marshall Wace LLP,archive
2019-07-12,NL0000888691,AMG Critical Materials N.V.,0.98,Millennium International Management LP,archive
2019-07-12,NL0000352565,Fugro N.V.,0.87,"WorldQuant, LLC",archive
2019-07-12,NL0009739416,PostNL N.V.,0.9,"WorldQuant, LLC",archive
2019-07-11,NL0012866412,BE Semiconductor Industries N.V.,0.84,BlackRock Investment Management (UK) Limited,archive
2019-07-11,NL0000352565,Fugro N.V.,0.76,Citadel Europe LLP,archive
2019-07-11,NL0000352565,Fugro N.V.,1.52,HBK Investments LP,archive
2019-07-11,NL0000888691,AMG Critical Materials N.V.,0.61,Marshall Wace LLP,archive
2019-07-11,NL0012866412,BE Semiconductor Industries N.V.,1.79,Marshall Wace LLP,archive
2019-07-11,NL0000352565,Fugro N.V.,3.38,Marshall Wace LLP,archive
2019-07-11,NL0000888691,AMG Critical Materials N.V.,0.44,Millennium Capital Partners LLP,archive
2019-07-11,NL0000888691,AMG Critical Materials N.V.,1.04,Millennium International Management LP,archive
2019-07-11,NL0000888691,AMG Critical Materials N.V.,0.83,"PDT Partners, LLC",archive
2019-07-11,NL0011279492,Flow Traders Ltd.,0.9,"Philadelphia Financial Management of San Francisco, LLC",archive
2019-07-11,NL0012866412,BE Semiconductor Industries N.V.,0.69,"WorldQuant, LLC",archive
2019-07-10,NL0000360618,SBM Offshore N.V.,1.72,"AQR Capital Management, LLC",archive
2019-07-10,NL0009739416,PostNL N.V.,0.48,"BlackRock Institutional Trust Company, National Association",archive
2019-07-10,NL0012866412,BE Semiconductor Industries N.V.,0.66,BlackRock Investment Management (UK) Limited,archive
2019-07-10,NL0012866412,BE Semiconductor Industries N.V.,1.81,Marshall Wace LLP,archive
2019-07-10,NL0011279492,Flow Traders Ltd.,0.69,Marshall Wace LLP,archive
2019-07-10,NL0000352565,Fugro N.V.,3.43,Marshall Wace LLP,archive
2019-07-10,NL0000337319,Koninklijke BAM Groep N.V.,1.14,Marshall Wace LLP,archive
2019-07-10,NL0000289213,Wereldhave N.V.,1.79,Marshall Wace LLP,archive
2019-07-10,NL0011821392,Signify N.V.,1.0,Millennium International Management LP,archive
2019-07-09,NL0000888691,AMG Critical Materials N.V.,1.49,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-07-09,NL0012866412,BE Semiconductor Industries N.V.,0.49,CQS (UK) LLP,archive
2019-07-09,NL0000352565,Fugro N.V.,1.79,HBK Investments LP,archive
2019-07-09,NL0000337319,Koninklijke BAM Groep N.V.,0.49,HBK Investments LP,archive
2019-07-09,NL0011279492,Flow Traders Ltd.,0.57,Marshall Wace LLP,archive
2019-07-09,NL0000337319,Koninklijke BAM Groep N.V.,1.21,Marshall Wace LLP,archive
2019-07-09,NL0013332471,TomTom N.V.,0.51,Marshall Wace LLP,archive
2019-07-09,NL0000888691,AMG Critical Materials N.V.,0.55,Millennium Capital Partners LLP,archive
2019-07-09,NL0000888691,AMG Critical Materials N.V.,1.17,Millennium International Management LP,archive
2019-07-09,NL0000352565,Fugro N.V.,1.91,Sculptor Capital Management Europe Limited,archive
2019-07-09,NL0000352565,Fugro N.V.,0.94,"WorldQuant, LLC",archive
2019-07-08,NL0000352565,Fugro N.V.,0.7,B&G Master Fund Plc,archive
2019-07-08,NL0000289213,Wereldhave N.V.,1.11,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-07-08,NL0000337319,Koninklijke BAM Groep N.V.,0.44,"Davidson Kempner European Partners, LLP",archive
2019-07-08,NL0000337319,Koninklijke BAM Groep N.V.,0.5,HBK Investments LP,archive
2019-07-08,NL0000888691,AMG Critical Materials N.V.,0.53,Marshall Wace LLP,archive
2019-07-08,NL0000337319,Koninklijke BAM Groep N.V.,1.16,Marshall Wace LLP,archive
2019-07-08,NL0009739416,PostNL N.V.,4.67,Marshall Wace LLP,archive
2019-07-08,NL0013332471,TomTom N.V.,0.49,Marshall Wace LLP,archive
2019-07-08,NL0000352565,Fugro N.V.,0.89,"WorldQuant, LLC",archive
2019-07-08,NL0009739416,PostNL N.V.,0.82,"WorldQuant, LLC",archive
2019-07-05,NL0009739416,PostNL N.V.,0.45,AXA Investment Managers Chorus Limited,archive
2019-07-05,NL0000289213,Wereldhave N.V.,1.08,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-07-05,NL0009739416,PostNL N.V.,4.7,Marshall Wace LLP,archive
2019-07-04,NL0009739416,PostNL N.V.,1.96,AHL Partners LLP,archive
2019-07-04,NL0000352565,Fugro N.V.,0.68,B&G Master Fund Plc,archive
2019-07-04,BE0003818359,Galapagos NV,0.49,Citadel Advisors LLC,archive
2019-07-04,NL0009739416,PostNL N.V.,1.02,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-07-04,NL0011821392,Signify N.V.,0.47,Lansdowne Partners (UK) LLP,archive
2019-07-04,NL0012866412,BE Semiconductor Industries N.V.,1.79,Marshall Wace LLP,archive
2019-07-04,NL0011821392,Signify N.V.,0.62,Millennium Capital Partners LLP,archive
2019-07-04,NL0011821392,Signify N.V.,0.91,Millennium International Management LP,archive
2019-07-04,NL0009739416,PostNL N.V.,0.49,Voleon Capital Management LP,archive
2019-07-04,NL0000352565,Fugro N.V.,0.95,"WorldQuant, LLC",archive
2019-07-03,NL0000888691,AMG Critical Materials N.V.,1.78,AHL Partners LLP,archive
2019-07-03,NL0009739416,PostNL N.V.,0.56,AXA Investment Managers Chorus Limited,archive
2019-07-03,NL0000352565,Fugro N.V.,0.7,B&G Master Fund Plc,archive
2019-07-03,NL0012866412,BE Semiconductor Industries N.V.,0.49,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-07-03,NL0000289213,Wereldhave N.V.,0.68,"D. E. Shaw & Co., L.P.",archive
2019-07-03,NL0011821392,Signify N.V.,1.39,ENA Investment Capital LLP,archive
2019-07-03,NL0000352565,Fugro N.V.,1.62,HBK Investments LP,archive
2019-07-03,NL0009739416,PostNL N.V.,4.85,Marshall Wace LLP,archive
2019-07-03,NL0009739416,PostNL N.V.,0.5,Numeric Investors LLC,archive
2019-07-03,NL0012866412,BE Semiconductor Industries N.V.,0.7,"WorldQuant, LLC",archive
2019-07-03,NL0000352565,Fugro N.V.,1.0,"WorldQuant, LLC",archive
2019-07-02,NL0009739416,PostNL N.V.,2.01,AHL Partners LLP,archive
2019-07-02,NL0009432491,Koninklijke Vopak N.V.,1.5,"AQR Capital Management, LLC",archive
2019-07-02,NL0010558797,OCI N.V.,1.1,"AQR Capital Management, LLC",archive
2019-07-02,NL0009432491,Koninklijke Vopak N.V.,0.48,"BlackRock Institutional Trust Company, National Association",archive
2019-07-02,BE0003818359,Galapagos NV,0.56,Citadel Advisors LLC,archive
2019-07-02,NL0000289213,Wereldhave N.V.,0.7,"D. E. Shaw & Co., L.P.",archive
2019-07-02,NL0000352565,Fugro N.V.,1.57,HBK Investments LP,archive
2019-07-02,NL0009739416,PostNL N.V.,4.79,Marshall Wace LLP,archive
2019-07-02,NL0000289213,Wereldhave N.V.,1.82,Marshall Wace LLP,archive
2019-07-02,NL0000289213,Wereldhave N.V.,1.07,Millennium International Management LP,archive
2019-07-02,NL0000352565,Fugro N.V.,1.8,Sculptor Capital Management Europe Limited,archive
2019-07-02,NL0010391025,Pharming Group N.V.,0.79,TT International,archive
2019-07-02,NL0009739416,PostNL N.V.,0.53,Voleon Capital Management LP,archive
2019-07-02,NL0000352565,Fugro N.V.,0.99,"WorldQuant, LLC",archive
2019-07-01,NL0000289213,Wereldhave N.V.,0.69,"D. E. Shaw & Co., L.P.",archive
2019-07-01,NL0011821392,Signify N.V.,1.58,ENA Investment Capital LLP,archive
2019-07-01,NL0006237562,ARCADIS N.V.,0.37,Engadine Partners LLP,archive
2019-07-01,NL0000352565,Fugro N.V.,1.49,HBK Investments LP,archive
2019-07-01,NL0012866412,BE Semiconductor Industries N.V.,1.82,Marshall Wace LLP,archive
2019-07-01,NL0011279492,Flow Traders Ltd.,0.48,Marshall Wace LLP,archive
2019-07-01,NL0013332471,TomTom N.V.,0.59,Marshall Wace LLP,archive
2019-07-01,NL0000888691,AMG Critical Materials N.V.,1.23,Millennium International Management LP,archive
2019-07-01,NL0011821392,Signify N.V.,0.82,Millennium International Management LP,archive
2019-07-01,NL0011279492,Flow Traders Ltd.,0.75,"Philadelphia Financial Management of San Francisco, LLC",archive
2019-07-01,NL0009739416,PostNL N.V.,0.63,Systematica Investments Limited,archive
2019-07-01,NL0000289213,Wereldhave N.V.,0.46,Wellington Management Company LLP,archive
2019-07-01,NL0012866412,BE Semiconductor Industries N.V.,0.69,"WorldQuant, LLC",archive
2019-06-28,NL0009739416,PostNL N.V.,1.68,Capital Fund Management S.A.,archive
2019-06-28,NL0011821392,Signify N.V.,1.74,ENA Investment Capital LLP,archive
2019-06-28,NL0012866412,BE Semiconductor Industries N.V.,1.74,Marshall Wace LLP,archive
2019-06-28,NL0011821392,Signify N.V.,0.79,Millennium International Management LP,archive
2019-06-28,NL0012866412,BE Semiconductor Industries N.V.,3.18,Scopia Capital Management LP,archive
2019-06-28,NL0009269109,Koninklijke Heijmans N.V.,0.59,Voleon Capital Management LP,archive
2019-06-27,NL0009739416,PostNL N.V.,1.96,AHL Partners LLP,archive
2019-06-27,NL0000352565,Fugro N.V.,1.22,"BlackRock Institutional Trust Company, National Association",archive
2019-06-27,NL0000289213,Wereldhave N.V.,1.1,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-06-27,NL0011279492,Flow Traders Ltd.,0.5,Marshall Wace LLP,archive
2019-06-27,NL0000352565,Fugro N.V.,3.57,Marshall Wace LLP,archive
2019-06-27,BE0003818359,Galapagos NV,1.0,Marshall Wace LLP,archive
2019-06-27,NL0000289213,Wereldhave N.V.,1.71,Marshall Wace LLP,archive
2019-06-27,NL0000888691,AMG Critical Materials N.V.,1.19,Millennium International Management LP,archive
2019-06-27,NL0011821392,Signify N.V.,0.8,Millennium International Management LP,archive
2019-06-27,NL0000888691,AMG Critical Materials N.V.,0.42,Numeric Investors LLC,archive
2019-06-27,NL0010391025,Pharming Group N.V.,1.21,Pictet Asset Management Limited,archive
2019-06-27,NL0012866412,BE Semiconductor Industries N.V.,3.25,Scopia Capital Management LP,archive
2019-06-27,NL0000352565,Fugro N.V.,1.79,Sculptor Capital Management Europe Limited,archive
2019-06-27,NL0009739416,PostNL N.V.,0.49,Voleon Capital Management LP,archive
2019-06-27,NL0000888691,AMG Critical Materials N.V.,0.8,"WorldQuant, LLC",archive
2019-06-26,NL0009432491,Koninklijke Vopak N.V.,0.5,"BlackRock Institutional Trust Company, National Association",archive
2019-06-26,NL0011821392,Signify N.V.,1.51,ENA Investment Capital LLP,archive
2019-06-26,NL0000352565,Fugro N.V.,1.52,HBK Investments LP,archive
2019-06-26,NL0000888691,AMG Critical Materials N.V.,1.2,Millennium International Management LP,archive
2019-06-26,NL0000289213,Wereldhave N.V.,1.1,Millennium International Management LP,archive
2019-06-26,NL0000888691,AMG Critical Materials N.V.,0.78,"PDT Partners, LLC",archive
2019-06-26,NL0000352565,Fugro N.V.,0.66,Systematica Investments Limited,archive
2019-06-26,NL0000289213,Wereldhave N.V.,0.79,Wellington Management Company LLP,archive
2019-06-25,NL0009739416,PostNL N.V.,2.02,AHL Partners LLP,archive
2019-06-25,NL0009739416,PostNL N.V.,0.9,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-06-25,NL0000352565,Fugro N.V.,1.6,HBK Investments LP,archive
2019-06-25,NL0009739416,PostNL N.V.,4.6,Marshall Wace LLP,archive
2019-06-25,NL0013332471,TomTom N.V.,0.61,Marshall Wace LLP,archive
2019-06-25,NL0011821392,Signify N.V.,0.54,Millennium Capital Partners LLP,archive
2019-06-25,NL0000888691,AMG Critical Materials N.V.,0.57,Numeric Investors LLC,archive
2019-06-25,NL0012866412,BE Semiconductor Industries N.V.,3.37,Scopia Capital Management LP,archive
2019-06-24,NL0009739416,PostNL N.V.,1.98,AHL Partners LLP,archive
2019-06-24,NL0000337319,Koninklijke BAM Groep N.V.,0.81,Lancaster Investment Management LLP,archive
2019-06-24,NL0000888691,AMG Critical Materials N.V.,1.19,Millennium International Management LP,archive
2019-06-24,NL0000888691,AMG Critical Materials N.V.,0.65,Numeric Investors LLC,archive
2019-06-24,NL0000352565,Fugro N.V.,0.77,Systematica Investments Limited,archive
2019-06-24,NL0009739416,PostNL N.V.,0.59,Systematica Investments Limited,archive
2019-06-24,NL0012866412,BE Semiconductor Industries N.V.,0.77,"WorldQuant, LLC",archive
2019-06-24,NL0000352565,Fugro N.V.,1.08,"WorldQuant, LLC",archive
2019-06-21,NL0009739416,PostNL N.V.,2.01,AHL Partners LLP,archive
2019-06-21,BE0003818359,Galapagos NV,0.68,Citadel Advisors LLC,archive
2019-06-21,NL0011821392,Signify N.V.,1.43,ENA Investment Capital LLP,archive
2019-06-21,NL0000337319,Koninklijke BAM Groep N.V.,0.74,Lancaster Investment Management LLP,archive
2019-06-21,NL0000352565,Fugro N.V.,3.67,Marshall Wace LLP,archive
2019-06-21,NL0009739416,PostNL N.V.,4.56,Marshall Wace LLP,archive
2019-06-21,NL0011821392,Signify N.V.,0.89,Marshall Wace LLP,archive
2019-06-21,NL0011821392,Signify N.V.,0.62,Millennium Capital Partners LLP,archive
2019-06-21,NL0000888691,AMG Critical Materials N.V.,1.21,Millennium International Management LP,archive
2019-06-21,NL0011821392,Signify N.V.,0.76,Millennium International Management LP,archive
2019-06-21,NL0000352565,Fugro N.V.,0.84,Systematica Investments Limited,archive
2019-06-21,NL0000352565,Fugro N.V.,1.15,"WorldQuant, LLC",archive
2019-06-20,NL0009432491,Koninklijke Vopak N.V.,1.41,"AQR Capital Management, LLC",archive
2019-06-20,NL0009739416,PostNL N.V.,0.8,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-06-20,NL0000352565,Fugro N.V.,1.58,HBK Investments LP,archive
2019-06-20,NL0000337319,Koninklijke BAM Groep N.V.,0.61,Lancaster Investment Management LLP,archive
2019-06-20,NL0011821392,Signify N.V.,0.71,Millennium Capital Partners LLP,archive
2019-06-20,NL0011279492,Flow Traders Ltd.,0.59,"Philadelphia Financial Management of San Francisco, LLC",archive
2019-06-20,NL0012866412,BE Semiconductor Industries N.V.,3.48,Scopia Capital Management LP,archive
2019-06-20,NL0009739416,PostNL N.V.,0.59,Voleon Capital Management LP,archive
2019-06-20,NL0000888691,AMG Critical Materials N.V.,0.78,"WorldQuant, LLC",archive
2019-06-19,NL0000888691,AMG Critical Materials N.V.,1.89,AHL Partners LLP,archive
2019-06-19,NL0009739416,PostNL N.V.,1.98,AHL Partners LLP,archive
2019-06-19,NL0000888691,AMG Critical Materials N.V.,0.86,"Arrowstreet Capital, Limited Partnership",archive
2019-06-19,NL0000352565,Fugro N.V.,1.08,Capital Fund Management S.A.,archive
2019-06-19,NL0000888691,AMG Critical Materials N.V.,0.49,Marshall Wace LLP,archive
2019-06-19,BE0003818359,Galapagos NV,0.97,Marshall Wace LLP,archive
2019-06-19,NL0009739416,PostNL N.V.,4.65,Marshall Wace LLP,archive
2019-06-19,NL0011821392,Signify N.V.,0.95,Marshall Wace LLP,archive
2019-06-19,NL0000289213,Wereldhave N.V.,1.6,Marshall Wace LLP,archive
2019-06-19,NL0000888691,AMG Critical Materials N.V.,1.19,Millennium International Management LP,archive
2019-06-19,NL0011821392,Signify N.V.,0.81,Millennium International Management LP,archive
2019-06-19,NL0000352565,Fugro N.V.,0.95,Systematica Investments Limited,archive
2019-06-19,NL0000888691,AMG Critical Materials N.V.,0.8,"WorldQuant, LLC",archive
2019-06-19,NL0000352565,Fugro N.V.,1.28,"WorldQuant, LLC",archive
2019-06-19,NL0009739416,PostNL N.V.,0.79,"WorldQuant, LLC",archive
2019-06-18,NL0009739416,PostNL N.V.,2.04,AHL Partners LLP,archive
2019-06-18,NL0000352565,Fugro N.V.,1.13,"BlackRock Institutional Trust Company, National Association",archive
2019-06-18,NL0009739416,PostNL N.V.,0.5,"BlackRock Institutional Trust Company, National Association",archive
2019-06-18,NL0009739416,PostNL N.V.,0.76,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-06-18,NL0012866412,BE Semiconductor Industries N.V.,1.69,Marshall Wace LLP,archive
2019-06-18,NL0000352565,Fugro N.V.,3.79,Marshall Wace LLP,archive
2019-06-18,NL0009739416,PostNL N.V.,0.62,RAM Active Investments SA,archive
2019-06-18,NL0012866412,BE Semiconductor Industries N.V.,3.57,Scopia Capital Management LP,archive
2019-06-18,NL0009739416,PostNL N.V.,0.69,Systematica Investments Limited,archive
2019-06-18,NL0009739416,PostNL N.V.,0.68,Voleon Capital Management LP,archive
2019-06-18,NL0000888691,AMG Critical Materials N.V.,0.73,"WorldQuant, LLC",archive
2019-06-17,BE0003818359,Galapagos NV,0.79,Citadel Advisors LLC,archive
2019-06-17,NL0000337319,Koninklijke BAM Groep N.V.,0.56,Lancaster Investment Management LLP,archive
2019-06-17,NL0000337319,Koninklijke BAM Groep N.V.,0.49,Marshall Wace LLP,archive
2019-06-17,NL0000352565,Fugro N.V.,1.05,Systematica Investments Limited,archive
2019-06-17,NL0000352565,Fugro N.V.,1.39,"WorldQuant, LLC",archive
2019-06-17,NL0009739416,PostNL N.V.,0.87,"WorldQuant, LLC",archive
2019-06-14,NL0009739416,PostNL N.V.,1.98,AHL Partners LLP,archive
2019-06-14,NL0009739416,PostNL N.V.,0.61,AXA Investment Managers Chorus Limited,archive
2019-06-14,NL0000352565,Fugro N.V.,0.91,Canada Pension Plan Investment Board,archive
2019-06-14,NL0012866412,BE Semiconductor Industries N.V.,1.72,Marshall Wace LLP,archive
2019-06-14,NL0000352565,Fugro N.V.,3.89,Marshall Wace LLP,archive
2019-06-14,NL0009739416,PostNL N.V.,4.57,Marshall Wace LLP,archive
2019-06-14,NL0011821392,Signify N.V.,0.72,Millennium International Management LP,archive
2019-06-13,NL0009739416,PostNL N.V.,2.02,AHL Partners LLP,archive
2019-06-13,NL0011821392,Signify N.V.,1.68,BlackRock Investment Management (UK) Limited,archive
2019-06-13,NL0000352565,Fugro N.V.,0.82,Canada Pension Plan Investment Board,archive
