position_date,isin,issuer_name,net_short_position,position_holder,source
2013-06-20,NL0000395903,Wolters Kluwer N.V.,0.84,Odey Asset Management LLP,archive
2013-06-18,NL0000387058,TomTom N.V.,1.59,"Marble Arch Investments, LP",archive
2013-06-17,NL0000352565,Fugro N.V.,1.8,AKO Capital LLP,archive
2013-06-17,NL0000292324,NSI N.V.,0.78,Thames River Capital LLP,archive
2013-06-14,NL0000387058,TomTom N.V.,1.66,"Marble Arch Investments, LP",archive
2013-06-14,NL0009739416,PostNL N.V.,1.48,Oxford Asset Management,archive
2013-06-13,NL0000387058,TomTom N.V.,1.72,"Marble Arch Investments, LP",archive
2013-06-13,NL0000292324,NSI N.V.,0.59,Thames River Capital LLP,archive
2013-06-12,NL0000352565,Fugro N.V.,1.6,AKO Capital LLP,archive
2013-06-12,NL0000387058,TomTom N.V.,1.81,"Marble Arch Investments, LP",archive
2013-06-11,NL0009269109,Koninklijke Heijmans N.V.,0.89,BlackRock Advisors (UK) Limited,archive
2013-06-10,NL0009739416,PostNL N.V.,1.58,Oxford Asset Management,archive
2013-06-07,NL0000387058,TomTom N.V.,4.2,AKO Capital LLP,archive
2013-06-07,NL0000337319,Koninklijke BAM Groep N.V.,0.78,"BlackRock Institutional Trust Company, National Association",archive
2013-06-07,NL0000288876,Eurocommercial Properties N.V.,0.81,Wellington Management Company LLP,archive
2013-06-05,NL0000387058,TomTom N.V.,4.1,AKO Capital LLP,archive
2013-06-05,NL0009739416,PostNL N.V.,0.37,"BlackRock Institutional Trust Company, National Association",archive
2013-06-05,NL0000395903,Wolters Kluwer N.V.,0.6,Odey Asset Management LLP,archive
2013-06-04,NL0000387058,TomTom N.V.,4.04,AKO Capital LLP,archive
2013-06-04,LU0569974404,Aperam S.A.,0.57,"Bocage Capital, LLC",archive
2013-06-04,NL0009739416,PostNL N.V.,0.28,Marshall Wace LLP,archive
2013-06-04,NL0009739416,PostNL N.V.,1.67,Oxford Asset Management,archive
2013-06-03,NL0000352565,Fugro N.V.,1.5,AKO Capital LLP,archive
2013-06-03,NL0009739416,PostNL N.V.,0.73,"AQR Capital Management, LLC",archive
2013-05-31,NL0009739416,PostNL N.V.,0.69,"AQR Capital Management, LLC",archive
2013-05-31,NL0000289213,Wereldhave N.V.,0.61,"BlackRock Institutional Trust Company, National Association",archive
2013-05-30,NL0000360618,SBM Offshore N.V.,0.78,"AQR Capital Management, LLC",archive
2013-05-30,NL0000888691,AMG Critical Materials N.V.,0.33,Numeric Investors LLC,archive
2013-05-28,NL0009269109,Koninklijke Heijmans N.V.,0.79,BlackRock Investment Management (UK) Limited,archive
2013-05-24,NL0000337319,Koninklijke BAM Groep N.V.,0.8,"BlackRock Institutional Trust Company, National Association",archive
2013-05-24,NL0000888691,AMG Critical Materials N.V.,0.49,Oxford Asset Management,archive
2013-05-23,NL0009739416,PostNL N.V.,0.59,"BlackRock Institutional Trust Company, National Association",archive
2013-05-23,NL0000888691,AMG Critical Materials N.V.,0.58,Numeric Investors LLC,archive
2013-05-23,NL0009432491,Koninklijke Vopak N.V.,0.51,Scopia Capital Management LP,archive
2013-05-22,NL0009739416,PostNL N.V.,0.58,Archipel Asset Management AB,archive
2013-05-20,NL0000337319,Koninklijke BAM Groep N.V.,0.75,"BlackRock Institutional Trust Company, National Association",archive
2013-05-20,NL0000888691,AMG Critical Materials N.V.,0.69,Numeric Investors LLC,archive
2013-05-17,NL0000360618,SBM Offshore N.V.,0.82,"AQR Capital Management, LLC",archive
2013-05-17,NL0009739416,PostNL N.V.,0.62,"BlackRock Institutional Trust Company, National Association",archive
2013-05-17,NL0000009082,Koninklijke KPN N.V.,0.0,Magnetar Financial LLC,archive
2013-05-17,NL0000009082,Koninklijke KPN N.V.,0.0,Marshall Wace LLP,archive
2013-05-17,NL0000009082,Koninklijke KPN N.V.,0.43,Susquehanna International Holdings LLC,archive
2013-05-17,NL0000009082,Koninklijke KPN N.V.,0.0,TFG Asset Management UK LLP,archive
2013-05-17,NL0000009082,Koninklijke KPN N.V.,0.0,Tyrus Capital S.A.M.,archive
2013-05-16,NL0000352565,Fugro N.V.,1.12,"AQR Capital Management, LLC",archive
2013-05-16,NL0009739416,PostNL N.V.,0.71,"AQR Capital Management, LLC",archive
2013-05-16,NL0000337319,Koninklijke BAM Groep N.V.,0.61,"BlackRock Institutional Trust Company, National Association",archive
2013-05-16,NL0000009082,Koninklijke KPN N.V.,1.61,Marshall Wace LLP,archive
2013-05-15,NL0000387058,TomTom N.V.,3.91,AKO Capital LLP,archive
2013-05-15,NL0000337319,Koninklijke BAM Groep N.V.,0.55,"BlackRock Institutional Trust Company, National Association",archive
2013-05-15,NL0000289213,Wereldhave N.V.,0.58,"BlackRock Institutional Trust Company, National Association",archive
2013-05-15,NL0000009082,Koninklijke KPN N.V.,0.97,Magnetar Financial LLC,archive
2013-05-15,NL0000009082,Koninklijke KPN N.V.,1.45,Marshall Wace LLP,archive
2013-05-15,NL0000009082,Koninklijke KPN N.V.,0.89,Tyrus Capital S.A.M.,archive
2013-05-14,NL0000387058,TomTom N.V.,3.83,AKO Capital LLP,archive
2013-05-14,NL0009739416,PostNL N.V.,0.78,"BlackRock Institutional Trust Company, National Association",archive
2013-05-14,NL0000009082,Koninklijke KPN N.V.,0.0,Davidson Kempner Capital Management LP,archive
2013-05-14,NL0000009082,Koninklijke KPN N.V.,1.0,Magnetar Financial LLC,archive
2013-05-14,NL0000888691,AMG Critical Materials N.V.,0.78,Numeric Investors LLC,archive
2013-05-14,NL0000009082,Koninklijke KPN N.V.,0.73,Tyrus Capital S.A.M.,archive
2013-05-13,NL0009269109,Koninklijke Heijmans N.V.,1.49,"BlackRock Institutional Trust Company, National Association",archive
2013-05-13,NL0000009082,Koninklijke KPN N.V.,0.66,Davidson Kempner Capital Management LP,archive
2013-05-13,NL0000009082,Koninklijke KPN N.V.,0.93,Magnetar Financial LLC,archive
2013-05-13,NL0000009082,Koninklijke KPN N.V.,1.31,Marshall Wace LLP,archive
2013-05-13,NL0000009082,Koninklijke KPN N.V.,0.91,TFG Asset Management UK LLP,archive
2013-05-13,NL0000009082,Koninklijke KPN N.V.,0.6,Tyrus Capital S.A.M.,archive
2013-05-10,NL0000009082,Koninklijke KPN N.V.,0.59,Davidson Kempner Capital Management LP,archive
2013-05-10,NL0000009082,Koninklijke KPN N.V.,1.19,Marshall Wace LLP,archive
2013-05-10,NL0000009082,Koninklijke KPN N.V.,0.77,TFG Asset Management UK LLP,archive
2013-05-10,NL0000009082,Koninklijke KPN N.V.,0.53,Tyrus Capital S.A.M.,archive
2013-05-09,NL0000289213,Wereldhave N.V.,0.6,"BlackRock Institutional Trust Company, National Association",archive
2013-05-09,NL0009269109,Koninklijke Heijmans N.V.,0.81,BlackRock Investment Management (UK) Limited,archive
2013-05-09,NL0000009082,Koninklijke KPN N.V.,0.98,Marshall Wace LLP,archive
2013-05-09,NL0000009082,Koninklijke KPN N.V.,1.21,Susquehanna International Holdings LLC,archive
2013-05-09,NL0000009082,Koninklijke KPN N.V.,0.53,TFG Asset Management UK LLP,archive
2013-05-08,NL0009739416,PostNL N.V.,0.67,Archipel Asset Management AB,archive
2013-05-08,NL0000289213,Wereldhave N.V.,0.59,"BlackRock Institutional Trust Company, National Association",archive
2013-05-08,NL0000009082,Koninklijke KPN N.V.,0.83,Marshall Wace LLP,archive
2013-05-08,NL0000888691,AMG Critical Materials N.V.,0.58,Oxford Asset Management,archive
2013-05-07,LU0569974404,Aperam S.A.,0.63,"Bocage Capital, LLC",archive
2013-05-07,NL0009739416,PostNL N.V.,0.53,Marshall Wace LLP,archive
2013-05-07,NL0000009082,Koninklijke KPN N.V.,1.04,Susquehanna International Holdings LLC,archive
2013-05-06,NL0000352565,Fugro N.V.,1.45,AKO Capital LLP,archive
2013-05-06,NL0009739416,PostNL N.V.,0.62,"AQR Capital Management, LLC",archive
2013-05-06,NL0000888691,AMG Critical Materials N.V.,0.49,Highbridge Capital Management LLC,archive
2013-05-06,NL0000009082,Koninklijke KPN N.V.,0.74,Marshall Wace LLP,archive
2013-05-06,NL0009739416,PostNL N.V.,0.65,Marshall Wace LLP,archive
2013-05-03,NL0000888691,AMG Critical Materials N.V.,0.83,Elliott Management Corporation,archive
2013-05-03,NL0000888691,AMG Critical Materials N.V.,0.5,Highbridge Capital Management LLC,archive
2013-05-03,NL0000009082,Koninklijke KPN N.V.,0.68,Marshall Wace LLP,archive
2013-05-03,NL0000009082,Koninklijke KPN N.V.,0.63,Susquehanna International Holdings LLC,archive
2013-05-02,NL0009269109,Koninklijke Heijmans N.V.,0.9,BlackRock Advisors (UK) Limited,archive
2013-05-02,NL0000289213,Wereldhave N.V.,0.6,"BlackRock Institutional Trust Company, National Association",archive
2013-05-02,NL0000009082,Koninklijke KPN N.V.,0.74,Marshall Wace LLP,archive
2013-04-30,NL0000352565,Fugro N.V.,0.61,"Arrowstreet Capital, Limited Partnership",archive
2013-04-30,NL0009269109,Koninklijke Heijmans N.V.,1.5,"BlackRock Institutional Trust Company, National Association",archive
2013-04-30,NL0000009082,Koninklijke KPN N.V.,0.32,GLG Partners LP,archive
2013-04-26,NL0000009082,Koninklijke KPN N.V.,1.25,GLG Partners LP,archive
2013-04-26,NL0000009082,Koninklijke KPN N.V.,0.57,Marshall Wace LLP,archive
2013-04-25,NL0009739416,PostNL N.V.,0.8,"BlackRock Institutional Trust Company, National Association",archive
2013-04-25,NL0000289213,Wereldhave N.V.,0.58,"BlackRock Institutional Trust Company, National Association",archive
2013-04-25,NL0000009082,Koninklijke KPN N.V.,0.94,Marshall Wace LLP,archive
2013-04-25,NL0009739416,PostNL N.V.,0.7,Marshall Wace LLP,archive
2013-04-25,NL0000888691,AMG Critical Materials N.V.,0.69,Oxford Asset Management,archive
2013-04-24,NL0000352565,Fugro N.V.,1.01,"AQR Capital Management, LLC",archive
2013-04-24,NL0009739416,PostNL N.V.,1.73,Oxford Asset Management,archive
2013-04-23,NL0000387058,TomTom N.V.,3.75,AKO Capital LLP,archive
2013-04-23,NL0000360618,SBM Offshore N.V.,0.71,"AQR Capital Management, LLC",archive
2013-04-23,NL0009739416,PostNL N.V.,0.75,Archipel Asset Management AB,archive
2013-04-23,NL0000352565,Fugro N.V.,0.51,"Arrowstreet Capital, Limited Partnership",archive
2013-04-23,NL0009739416,PostNL N.V.,0.78,"BlackRock Institutional Trust Company, National Association",archive
2013-04-23,NL0000009082,Koninklijke KPN N.V.,1.02,Marshall Wace LLP,archive
2013-04-23,NL0009739416,PostNL N.V.,0.69,Marshall Wace LLP,archive
2013-04-23,LU0569974404,Aperam S.A.,0.49,TT International,archive
2013-04-22,NL0009739416,PostNL N.V.,0.54,"AQR Capital Management, LLC",archive
2013-04-22,NL0009739416,PostNL N.V.,0.64,"BlackRock Institutional Trust Company, National Association",archive
2013-04-22,NL0000009082,Koninklijke KPN N.V.,1.11,Marshall Wace LLP,archive
2013-04-19,NL0009739416,PostNL N.V.,0.59,"BlackRock Institutional Trust Company, National Association",archive
2013-04-19,NL0009269109,Koninklijke Heijmans N.V.,0.7,"Lucerne Capital Management, L.P.",archive
2013-04-19,NL0009739416,PostNL N.V.,1.6,Oxford Asset Management,archive
2013-04-18,NL0009739416,PostNL N.V.,0.65,Archipel Asset Management AB,archive
2013-04-18,NL0009739416,PostNL N.V.,0.6,"BlackRock Institutional Trust Company, National Association",archive
2013-04-18,NL0000009082,Koninklijke KPN N.V.,1.09,Marshall Wace LLP,archive
2013-04-17,NL0000009082,Koninklijke KPN N.V.,1.1,Marshall Wace LLP,archive
2013-04-16,LU0569974404,Aperam S.A.,0.56,Adage Capital Management L.P.,archive
2013-04-16,NL0009739416,PostNL N.V.,0.51,Archipel Asset Management AB,archive
2013-04-16,NL0000888691,AMG Critical Materials N.V.,0.85,Numeric Investors LLC,archive
2013-04-15,LU0569974404,Aperam S.A.,0.67,Adage Capital Management L.P.,archive
2013-04-15,NL0000352565,Fugro N.V.,0.91,"AQR Capital Management, LLC",archive
2013-04-15,NL0000888691,AMG Critical Materials N.V.,0.75,Numeric Investors LLC,archive
2013-04-15,LU0569974404,Aperam S.A.,0.57,TT International,archive
2013-04-12,NL0000337319,Koninklijke BAM Groep N.V.,0.49,"BlackRock Institutional Trust Company, National Association",archive
2013-04-12,NL0009269109,Koninklijke Heijmans N.V.,0.61,"Lucerne Capital Management, L.P.",archive
2013-04-12,NL0000009082,Koninklijke KPN N.V.,1.08,Marshall Wace LLP,archive
2013-04-12,NL0009739416,PostNL N.V.,1.54,Oxford Asset Management,archive
2013-04-11,NL0000888691,AMG Critical Materials N.V.,0.61,Numeric Investors LLC,archive
2013-04-10,NL0009739416,PostNL N.V.,1.4,Oxford Asset Management,archive
2013-04-09,NL0000009082,Koninklijke KPN N.V.,0.49,"AQR Capital Management, LLC",archive
2013-04-09,NL0009269109,Koninklijke Heijmans N.V.,0.89,BlackRock Advisors (UK) Limited,archive
2013-04-09,NL0000289213,Wereldhave N.V.,0.69,"BlackRock Institutional Trust Company, National Association",archive
2013-04-09,NL0000009082,Koninklijke KPN N.V.,0.76,GLG Partners LP,archive
2013-04-09,NL0009739416,PostNL N.V.,0.77,Marshall Wace LLP,archive
2013-04-09,NL0000888691,AMG Critical Materials N.V.,0.55,Numeric Investors LLC,archive
2013-04-08,NL0000009082,Koninklijke KPN N.V.,1.12,Marshall Wace LLP,archive
2013-04-08,NL0009739416,PostNL N.V.,1.32,Oxford Asset Management,archive
2013-04-05,NL0000292324,NSI N.V.,0.62,Carlson Capital UK LLP,archive
2013-04-05,NL0000009082,Koninklijke KPN N.V.,0.67,GLG Partners LP,archive
2013-04-04,NL0009269109,Koninklijke Heijmans N.V.,1.4,"BlackRock Institutional Trust Company, National Association",archive
2013-04-04,NL0000292324,NSI N.V.,0.54,Carlson Capital UK LLP,archive
2013-04-04,NL0000009082,Koninklijke KPN N.V.,0.75,GLG Partners LP,archive
2013-04-04,NL0000395903,Wolters Kluwer N.V.,0.42,GLG Partners LP,archive
2013-04-03,LU0569974404,Aperam S.A.,0.86,Adage Capital Management L.P.,archive
2013-04-03,NL0009269109,Koninklijke Heijmans N.V.,0.79,BlackRock Investment Management (UK) Limited,archive
2013-04-03,NL0000009082,Koninklijke KPN N.V.,1.02,Marshall Wace LLP,archive
2013-04-03,NL0000888691,AMG Critical Materials N.V.,0.7,Oxford Asset Management,archive
2013-04-02,NL0009739416,PostNL N.V.,0.5,"BlackRock Institutional Trust Company, National Association",archive
2013-03-28,NL0000352565,Fugro N.V.,1.33,AKO Capital LLP,archive
2013-03-28,NL0000009082,Koninklijke KPN N.V.,0.99,Marshall Wace LLP,archive
2013-03-27,NL0000009082,Koninklijke KPN N.V.,0.97,GLG Partners LP,archive
2013-03-26,LU0569974404,Aperam S.A.,1.07,Adage Capital Management L.P.,archive
2013-03-25,LU0569974404,Aperam S.A.,1.24,Adage Capital Management L.P.,archive
2013-03-25,NL0000009082,Koninklijke KPN N.V.,1.03,Marshall Wace LLP,archive
2013-03-25,NL0009739416,PostNL N.V.,1.22,Oxford Asset Management,archive
2013-03-25,NL0000852549,Corbion N.V.,0.36,S.A.C. Global Investors LLP,archive
2013-03-22,NL0000337319,Koninklijke BAM Groep N.V.,0.52,"BlackRock Institutional Trust Company, National Association",archive
2013-03-22,NL0009269109,Koninklijke Heijmans N.V.,1.3,"BlackRock Institutional Trust Company, National Association",archive
2013-03-22,NL0009739416,PostNL N.V.,0.82,Marshall Wace LLP,archive
2013-03-21,NL0009269109,Koninklijke Heijmans N.V.,1.29,"BlackRock Institutional Trust Company, National Association",archive
2013-03-21,NL0009739416,PostNL N.V.,1.1,Oxford Asset Management,archive
2013-03-21,NL0000852549,Corbion N.V.,0.5,S.A.C. Global Investors LLP,archive
2013-03-20,LU0569974404,Aperam S.A.,1.64,Adage Capital Management L.P.,archive
2013-03-19,LU0569974404,Aperam S.A.,1.7,Adage Capital Management L.P.,archive
2013-03-19,NL0000009082,Koninklijke KPN N.V.,0.95,Marshall Wace LLP,archive
2013-03-19,NL0009739416,PostNL N.V.,0.74,Marshall Wace LLP,archive
2013-03-19,NL0000888691,AMG Critical Materials N.V.,0.69,Oxford Asset Management,archive
2013-03-19,NL0009739416,PostNL N.V.,1.03,Oxford Asset Management,archive
2013-03-18,NL0009269109,Koninklijke Heijmans N.V.,1.3,"BlackRock Institutional Trust Company, National Association",archive
2013-03-18,NL0009739416,PostNL N.V.,0.65,Marshall Wace LLP,archive
2013-03-15,LU0569974404,Aperam S.A.,2.09,Adage Capital Management L.P.,archive
2013-03-15,NL0000352565,Fugro N.V.,0.82,"AQR Capital Management, LLC",archive
2013-03-15,NL0000009082,Koninklijke KPN N.V.,0.51,"AQR Capital Management, LLC",archive
2013-03-15,NL0000360618,SBM Offshore N.V.,0.66,"AQR Capital Management, LLC",archive
2013-03-15,NL0009269109,Koninklijke Heijmans N.V.,0.99,BlackRock Advisors (UK) Limited,archive
2013-03-15,NL0009739416,PostNL N.V.,0.55,Marshall Wace LLP,archive
2013-03-14,NL0000009082,Koninklijke KPN N.V.,0.89,Marshall Wace LLP,archive
2013-03-13,LU0569974404,Aperam S.A.,2.46,Adage Capital Management L.P.,archive
2013-03-13,NL0000352565,Fugro N.V.,1.27,AKO Capital LLP,archive
2013-03-13,NL0000387058,TomTom N.V.,3.64,AKO Capital LLP,archive
2013-03-13,NL0000352565,Fugro N.V.,0.73,"AQR Capital Management, LLC",archive
2013-03-13,NL0000360618,SBM Offshore N.V.,0.59,"AQR Capital Management, LLC",archive
2013-03-13,NL0009269109,Koninklijke Heijmans N.V.,1.2,"BlackRock Institutional Trust Company, National Association",archive
2013-03-13,NL0000009082,Koninklijke KPN N.V.,0.9,Marshall Wace LLP,archive
2013-03-12,NL0000360618,SBM Offshore N.V.,0.09,Encompass Capital Advisors LLC,archive
2013-03-11,NL0000387058,TomTom N.V.,3.5,AKO Capital LLP,archive
2013-03-08,NL0009269109,Koninklijke Heijmans N.V.,1.01,BlackRock Advisors (UK) Limited,archive
2013-03-08,NL0000009082,Koninklijke KPN N.V.,0.86,Marshall Wace LLP,archive
2013-03-07,LU0569974404,Aperam S.A.,2.67,Adage Capital Management L.P.,archive
2013-03-07,NL0000289213,Wereldhave N.V.,0.7,"BlackRock Institutional Trust Company, National Association",archive
2013-03-07,NL0000387058,TomTom N.V.,0.47,Meritage Group LP,archive
2013-03-06,NL0000352565,Fugro N.V.,1.15,AKO Capital LLP,archive
2013-03-06,NL0009269109,Koninklijke Heijmans N.V.,1.11,"BlackRock Institutional Trust Company, National Association",archive
2013-03-06,NL0000009082,Koninklijke KPN N.V.,0.87,GLG Partners LP,archive
2013-03-05,LU0569974404,Aperam S.A.,2.89,Adage Capital Management L.P.,archive
2013-03-05,NL0009269109,Koninklijke Heijmans N.V.,1.01,"BlackRock Institutional Trust Company, National Association",archive
2013-03-04,NL0009269109,Koninklijke Heijmans N.V.,0.91,BlackRock Advisors (UK) Limited,archive
2013-03-04,NL0000009082,Koninklijke KPN N.V.,0.66,GLG Partners LP,archive
2013-03-04,NL0009739416,PostNL N.V.,0.95,Oxford Asset Management,archive
2013-03-01,NL0000352565,Fugro N.V.,1.02,AKO Capital LLP,archive
2013-03-01,NL0009269109,Koninklijke Heijmans N.V.,0.87,BlackRock Advisors (UK) Limited,archive
2013-03-01,NL0009269109,Koninklijke Heijmans N.V.,0.8,BlackRock Investment Management (UK) Limited,archive
2013-03-01,NL0000292324,NSI N.V.,0.49,Carlson Capital UK LLP,archive
2013-03-01,NL0000009082,Koninklijke KPN N.V.,0.57,GLG Partners LP,archive
2013-02-28,LU0569974404,Aperam S.A.,3.07,Adage Capital Management L.P.,archive
2013-02-28,NL0000009082,Koninklijke KPN N.V.,0.28,Arrowgrass Capital Partners LLP,archive
2013-02-28,NL0009269109,Koninklijke Heijmans N.V.,0.91,"BlackRock Institutional Trust Company, National Association",archive
2013-02-28,NL0009269109,Koninklijke Heijmans N.V.,0.74,BlackRock Investment Management (UK) Limited,archive
2013-02-27,NL0000360618,SBM Offshore N.V.,0.68,"AQR Capital Management, LLC",archive
2013-02-27,NL0009269109,Koninklijke Heijmans N.V.,0.71,BlackRock Advisors (UK) Limited,archive
2013-02-27,NL0009269109,Koninklijke Heijmans N.V.,0.81,"BlackRock Institutional Trust Company, National Association",archive
2013-02-26,NL0000352565,Fugro N.V.,0.95,AKO Capital LLP,archive
2013-02-26,NL0000360618,SBM Offshore N.V.,1.1,Encompass Capital Advisors LLC,archive
2013-02-26,NL0000009082,Koninklijke KPN N.V.,0.91,Marshall Wace LLP,archive
2013-02-25,NL0000352565,Fugro N.V.,0.3,Egerton Capital (UK) LLP,archive
2013-02-25,NL0000009082,Koninklijke KPN N.V.,0.67,GLG Partners LP,archive
2013-02-25,NL0000334118,ASM International N.V.,0.46,Highbridge Capital Management LLC,archive
2013-02-25,NL0000009082,Koninklijke KPN N.V.,0.88,Marshall Wace LLP,archive
2013-02-25,NL0009739416,PostNL N.V.,0.7,Oxford Asset Management,archive
2013-02-22,NL0000352565,Fugro N.V.,0.82,AKO Capital LLP,archive
2013-02-22,NL0000009082,Koninklijke KPN N.V.,0.51,Arrowgrass Capital Partners LLP,archive
2013-02-22,NL0000009082,Koninklijke KPN N.V.,0.9,Marshall Wace LLP,archive
2013-02-22,NL0009739416,PostNL N.V.,0.9,Oxford Asset Management,archive
2013-02-21,NL0000352565,Fugro N.V.,0.75,AKO Capital LLP,archive
2013-02-21,NL0009269109,Koninklijke Heijmans N.V.,0.71,"BlackRock Institutional Trust Company, National Association",archive
2013-02-20,NL0000352565,Fugro N.V.,0.62,AKO Capital LLP,archive
