issuer_name,position_date,position_holder,net_short_position,isin,source
Fugro N.V.,2015-03-18,"AQR Capital Management, LLC",2.54,NL0000352565,archive
SBM Offshore N.V.,2015-03-18,"AQR Capital Management, LLC",3.25,NL0000360618,archive
SBM Offshore N.V.,2015-03-18,"Discovery Capital Management, LLC",2.03,NL0000360618,archive
TomTom N.V.,2015-03-18,JPMorgan Asset Management (UK) Ltd.,0.84,NL0000387058,archive
SBM Offshore N.V.,2015-03-18,Marshall Wace LLP,0.69,NL0000360618,archive
Eurocommercial Properties N.V.,2015-03-18,Wellington Management Company LLP,1.22,NL0000288876,archive
Koninklijke Vopak N.V.,2015-03-17,"AQR Capital Management, LLC",0.5,NL0009432491,archive
Aperam S.A.,2015-03-17,"BlackRock Advisors, LLC",0.7,LU0569974404,archive
Wolters Kluwer N.V.,2015-03-17,Marshall Wace LLP,0.86,NL0000395903,archive
Eurocommercial Properties N.V.,2015-03-17,Wellington Management Company LLP,1.17,NL0000288876,archive
Aperam S.A.,2015-03-16,"BlackRock Institutional Trust Company, National Association",1.0,LU0569974404,archive
SBM Offshore N.V.,2015-03-16,"BlackRock Institutional Trust Company, National Association",0.89,NL0000360618,archive
Aperam S.A.,2015-03-16,BNP Paribas S.A.,0.98,LU0569974404,archive
SBM Offshore N.V.,2015-03-16,Marshall Wace LLP,0.73,NL0000360618,archive
Eurocommercial Properties N.V.,2015-03-16,Wellington Management Company LLP,1.06,NL0000288876,archive
SBM Offshore N.V.,2015-03-16,"WorldQuant, LLC",0.61,NL0000360618,archive
Aperam S.A.,2015-03-13,BNP Paribas S.A.,1.02,LU0569974404,archive
Aperam S.A.,2015-03-13,Marshall Wace LLP,0.71,LU0569974404,archive
SBM Offshore N.V.,2015-03-13,Marshall Wace LLP,0.84,NL0000360618,archive
SBM Offshore N.V.,2015-03-12,Marshall Wace LLP,0.99,NL0000360618,archive
ArcelorMittal S.A.,2015-03-11,"AQR Capital Management, LLC",0.7,LU0323134006,archive
Fugro N.V.,2015-03-11,"AQR Capital Management, LLC",2.44,NL0000352565,archive
SBM Offshore N.V.,2015-03-11,Man Investments Limited,0.58,NL0000360618,archive
SBM Offshore N.V.,2015-03-11,Marshall Wace LLP,1.13,NL0000360618,archive
Kendrion N.V.,2015-03-11,Numeric Investors LLC,0.51,NL0000852531,archive
ArcelorMittal S.A.,2015-03-10,"AQR Capital Management, LLC",0.69,LU0323134006,archive
SBM Offshore N.V.,2015-03-10,Marshall Wace LLP,1.24,NL0000360618,archive
Fugro N.V.,2015-03-10,Oxford Asset Management,0.61,NL0000352565,archive
Fugro N.V.,2015-03-10,UBS Global Asset Management (UK) Ltd.,2.71,NL0000352565,archive
SBM Offshore N.V.,2015-03-09,Marshall Wace LLP,1.39,NL0000360618,archive
ArcelorMittal S.A.,2015-03-09,Odey Asset Management LLP,0.76,LU0323134006,archive
SBM Offshore N.V.,2015-03-09,"WorldQuant, LLC",0.57,NL0000360618,archive
ArcelorMittal S.A.,2015-03-06,"AQR Capital Management, LLC",0.7,LU0323134006,archive
Aperam S.A.,2015-03-06,"BlackRock Advisors, LLC",0.61,LU0569974404,archive
TomTom N.V.,2015-03-06,"BlueMountain Capital Management, LLC",1.02,NL0000387058,archive
Aperam S.A.,2015-03-06,Marshall Wace LLP,0.61,LU0569974404,archive
SBM Offshore N.V.,2015-03-06,Marshall Wace LLP,1.43,NL0000360618,archive
TomTom N.V.,2015-03-06,Marshall Wace LLP,0.89,NL0000387058,archive
Wolters Kluwer N.V.,2015-03-06,Marshall Wace LLP,0.92,NL0000395903,archive
ArcelorMittal S.A.,2015-03-06,Odey Asset Management LLP,0.67,LU0323134006,archive
Aperam S.A.,2015-03-05,"BlackRock Institutional Trust Company, National Association",0.92,LU0569974404,archive
TomTom N.V.,2015-03-05,"BlueMountain Capital Management, LLC",1.1,NL0000387058,archive
Wereldhave N.V.,2015-03-05,JPMorgan Asset Management (UK) Ltd.,0.28,NL0000289213,archive
Aperam S.A.,2015-03-05,Marshall Wace LLP,0.55,LU0569974404,archive
Fugro N.V.,2015-03-05,Oxford Asset Management,0.52,NL0000352565,archive
SBM Offshore N.V.,2015-03-04,"AQR Capital Management, LLC",3.33,NL0000360618,archive
SBM Offshore N.V.,2015-03-04,Marshall Wace LLP,1.58,NL0000360618,archive
TomTom N.V.,2015-03-03,"BlueMountain Capital Management, LLC",1.59,NL0000387058,archive
TomTom N.V.,2015-03-03,JPMorgan Asset Management (UK) Ltd.,0.64,NL0000387058,archive
SBM Offshore N.V.,2015-03-03,Kynikos Associates LP,0.6,NL0000360618,archive
Fugro N.V.,2015-03-03,UBS Global Asset Management (UK) Ltd.,2.56,NL0000352565,archive
Aperam S.A.,2015-03-02,"BlackRock Institutional Trust Company, National Association",0.81,LU0569974404,archive
SBM Offshore N.V.,2015-03-02,Marshall Wace LLP,1.69,NL0000360618,archive
Fugro N.V.,2015-03-02,Oxford Asset Management,0.38,NL0000352565,archive
Fugro N.V.,2015-03-02,UBS Global Asset Management (UK) Ltd.,2.34,NL0000352565,archive
Fugro N.V.,2015-02-27,BlueCrest Capital Management Limited,0.44,NL0000352565,archive
Aperam S.A.,2015-02-27,BNP Paribas S.A.,0.92,LU0569974404,archive
Fugro N.V.,2015-02-27,UBS Global Asset Management (UK) Ltd.,2.19,NL0000352565,archive
Aperam S.A.,2015-02-26,BlackRock Investment Management (UK) Limited,0.8,LU0569974404,archive
SBM Offshore N.V.,2015-02-26,BlueCrest Capital Management Limited,0.99,NL0000360618,archive
Aperam S.A.,2015-02-26,CQS (UK) LLP,1.33,LU0569974404,archive
OCI N.V.,2015-02-25,"AQR Capital Management, LLC",0.44,NL0010558797,archive
TomTom N.V.,2015-02-25,Marshall Wace LLP,0.9,NL0000387058,archive
Aperam S.A.,2015-02-24,BlackRock Investment Management (UK) Limited,0.72,LU0569974404,archive
SBM Offshore N.V.,2015-02-24,"Discovery Capital Management, LLC",1.82,NL0000360618,archive
TomTom N.V.,2015-02-24,Marshall Wace LLP,0.83,NL0000387058,archive
Fugro N.V.,2015-02-24,UBS Global Asset Management (UK) Ltd.,1.97,NL0000352565,archive
Koninklijke Vopak N.V.,2015-02-23,"AQR Capital Management, LLC",0.49,NL0009432491,archive
Aperam S.A.,2015-02-23,BNP Paribas S.A.,0.84,LU0569974404,archive
SBM Offshore N.V.,2015-02-23,Marshall Wace LLP,1.75,NL0000360618,archive
Aperam S.A.,2015-02-20,BlackRock Investment Management (UK) Limited,0.61,LU0569974404,archive
TomTom N.V.,2015-02-20,Marshall Wace LLP,0.72,NL0000387058,archive
Wolters Kluwer N.V.,2015-02-19,Marshall Wace LLP,0.86,NL0000395903,archive
SBM Offshore N.V.,2015-02-19,"WorldQuant, LLC",0.64,NL0000360618,archive
SBM Offshore N.V.,2015-02-18,"AQR Capital Management, LLC",3.27,NL0000360618,archive
Aperam S.A.,2015-02-18,BlackRock Investment Management (UK) Limited,0.54,LU0569974404,archive
Fugro N.V.,2015-02-18,Marshall Wace LLP,0.46,NL0000352565,archive
Fugro N.V.,2015-02-18,UBS Global Asset Management (UK) Ltd.,1.65,NL0000352565,archive
Aperam S.A.,2015-02-17,"BlackRock Institutional Trust Company, National Association",0.7,LU0569974404,archive
SBM Offshore N.V.,2015-02-17,BlueCrest Capital Management Limited,1.09,NL0000360618,archive
Fugro N.V.,2015-02-17,Marshall Wace LLP,0.57,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-02-17,Marshall Wace LLP,0.49,NL0000337319,archive
Fugro N.V.,2015-02-17,UBS Global Asset Management (UK) Ltd.,1.57,NL0000352565,archive
SBM Offshore N.V.,2015-02-17,"WorldQuant, LLC",0.76,NL0000360618,archive
Wereldhave N.V.,2015-02-16,JPMorgan Asset Management (UK) Ltd.,0.53,NL0000289213,archive
Fugro N.V.,2015-02-16,Marshall Wace LLP,0.62,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-02-16,Marshall Wace LLP,0.51,NL0000337319,archive
Fugro N.V.,2015-02-16,UBS Global Asset Management (UK) Ltd.,1.47,NL0000352565,archive
SBM Offshore N.V.,2015-02-16,"WorldQuant, LLC",0.8,NL0000360618,archive
ArcelorMittal S.A.,2015-02-13,"AQR Capital Management, LLC",0.68,LU0323134006,archive
Fugro N.V.,2015-02-13,"AQR Capital Management, LLC",2.31,NL0000352565,archive
OCI N.V.,2015-02-13,"AQR Capital Management, LLC",0.51,NL0010558797,archive
SBM Offshore N.V.,2015-02-13,"AQR Capital Management, LLC",3.3,NL0000360618,archive
SBM Offshore N.V.,2015-02-13,"BlackRock Institutional Trust Company, National Association",0.9,NL0000360618,archive
Aperam S.A.,2015-02-13,BNP Paribas S.A.,0.95,LU0569974404,archive
Aperam S.A.,2015-02-13,CQS (UK) LLP,1.21,LU0569974404,archive
Fugro N.V.,2015-02-13,Marshall Wace LLP,0.75,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-02-13,Marshall Wace LLP,0.76,NL0000337319,archive
TomTom N.V.,2015-02-13,Marshall Wace LLP,0.6,NL0000387058,archive
Fugro N.V.,2015-02-13,UBS Global Asset Management (UK) Ltd.,1.32,NL0000352565,archive
Corbion N.V.,2015-02-12,BlackRock Investment Management (UK) Limited,0.49,NL0010583399,archive
Aperam S.A.,2015-02-12,BNP Paribas S.A.,0.84,LU0569974404,archive
Fugro N.V.,2015-02-12,Marshall Wace LLP,0.91,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-02-12,Marshall Wace LLP,1.2,NL0000337319,archive
TomTom N.V.,2015-02-12,Marshall Wace LLP,0.71,NL0000387058,archive
Fugro N.V.,2015-02-12,UBS Global Asset Management (UK) Ltd.,1.09,NL0000352565,archive
Aperam S.A.,2015-02-11,"BlackRock Institutional Trust Company, National Association",0.6,LU0569974404,archive
Fugro N.V.,2015-02-11,BlueCrest Capital Management Limited,0.51,NL0000352565,archive
Fugro N.V.,2015-02-11,Marshall Wace LLP,1.04,NL0000352565,archive
TomTom N.V.,2015-02-11,TT International,0.41,NL0000387058,archive
ArcelorMittal S.A.,2015-02-10,"AQR Capital Management, LLC",0.79,LU0323134006,archive
Fugro N.V.,2015-02-10,"AQR Capital Management, LLC",2.25,NL0000352565,archive
SBM Offshore N.V.,2015-02-10,"AQR Capital Management, LLC",3.28,NL0000360618,archive
Fugro N.V.,2015-02-10,Marshall Wace LLP,1.12,NL0000352565,archive
SBM Offshore N.V.,2015-02-10,Marshall Wace LLP,1.86,NL0000360618,archive
Fugro N.V.,2015-02-10,Oxford Asset Management,0.59,NL0000352565,archive
Fugro N.V.,2015-02-10,UBS Global Asset Management (UK) Ltd.,0.97,NL0000352565,archive
SBM Offshore N.V.,2015-02-09,AKO Capital LLP,1.31,NL0000360618,archive
SBM Offshore N.V.,2015-02-09,"AQR Capital Management, LLC",3.3,NL0000360618,archive
SBM Offshore N.V.,2015-02-09,BlueCrest Capital Management Limited,1.1,NL0000360618,archive
Aperam S.A.,2015-02-09,BNP Paribas S.A.,0.92,LU0569974404,archive
Fugro N.V.,2015-02-09,Marshall Wace LLP,1.27,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-02-09,Marshall Wace LLP,1.38,NL0000337319,archive
Fugro N.V.,2015-02-09,UBS Global Asset Management (UK) Ltd.,0.83,NL0000352565,archive
SBM Offshore N.V.,2015-02-09,"WorldQuant, LLC",0.74,NL0000360618,archive
Wereldhave N.V.,2015-02-09,"WorldQuant, LLC",0.49,NL0000289213,archive
SBM Offshore N.V.,2015-02-06,"AQR Capital Management, LLC",3.29,NL0000360618,archive
Aperam S.A.,2015-02-06,"BlackRock Institutional Trust Company, National Association",0.59,LU0569974404,archive
SBM Offshore N.V.,2015-02-06,Egerton Capital (UK) LLP,0.48,NL0000360618,archive
Koninklijke BAM Groep N.V.,2015-02-06,Marshall Wace LLP,1.45,NL0000337319,archive
TomTom N.V.,2015-02-06,Marshall Wace LLP,0.91,NL0000387058,archive
Wereldhave N.V.,2015-02-06,"WorldQuant, LLC",0.5,NL0000289213,archive
SBM Offshore N.V.,2015-02-05,BlueCrest Capital Management Limited,1.07,NL0000360618,archive
Fugro N.V.,2015-02-05,Marshall Wace LLP,1.39,NL0000352565,archive
SBM Offshore N.V.,2015-02-05,Marshall Wace LLP,1.74,NL0000360618,archive
Wolters Kluwer N.V.,2015-02-05,Marshall Wace LLP,0.91,NL0000395903,archive
Fugro N.V.,2015-02-04,"AQR Capital Management, LLC",2.3,NL0000352565,archive
Koninklijke Vopak N.V.,2015-02-04,"AQR Capital Management, LLC",0.59,NL0009432491,archive
SBM Offshore N.V.,2015-02-04,"AQR Capital Management, LLC",3.37,NL0000360618,archive
SBM Offshore N.V.,2015-02-04,BlueCrest Capital Management Limited,1.1,NL0000360618,archive
Koninklijke BAM Groep N.V.,2015-02-04,Marshall Wace LLP,1.57,NL0000337319,archive
SBM Offshore N.V.,2015-02-04,Marshall Wace LLP,1.67,NL0000360618,archive
Fugro N.V.,2015-02-03,"AQR Capital Management, LLC",2.21,NL0000352565,archive
SBM Offshore N.V.,2015-02-03,Egerton Capital (UK) LLP,0.67,NL0000360618,archive
SBM Offshore N.V.,2015-02-03,Man Investments Limited,0.66,NL0000360618,archive
Fugro N.V.,2015-02-03,Marshall Wace LLP,1.47,NL0000352565,archive
TomTom N.V.,2015-02-03,Marshall Wace LLP,0.82,NL0000387058,archive
Aperam S.A.,2015-02-02,Adage Capital Management L.P.,4.31,LU0569974404,archive
Aperam S.A.,2015-02-02,BlackRock Investment Management (UK) Limited,0.44,LU0569974404,archive
SBM Offshore N.V.,2015-02-02,Man Investments Limited,0.7,NL0000360618,archive
Fugro N.V.,2015-02-02,Marshall Wace LLP,1.59,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-02-02,Marshall Wace LLP,1.67,NL0000337319,archive
SBM Offshore N.V.,2015-02-02,Marshall Wace LLP,1.78,NL0000360618,archive
Wolters Kluwer N.V.,2015-02-02,Marshall Wace LLP,0.82,NL0000395903,archive
SBM Offshore N.V.,2015-01-30,"BlackRock Institutional Trust Company, National Association",0.8,NL0000360618,archive
Fugro N.V.,2015-01-30,Marshall Wace LLP,1.68,NL0000352565,archive
SBM Offshore N.V.,2015-01-30,Marshall Wace LLP,1.8,NL0000360618,archive
TomTom N.V.,2015-01-30,Marshall Wace LLP,0.71,NL0000387058,archive
TomTom N.V.,2015-01-30,TT International,0.54,NL0000387058,archive
Fugro N.V.,2015-01-30,UBS Global Asset Management (UK) Ltd.,0.66,NL0000352565,archive
Aperam S.A.,2015-01-29,Adage Capital Management L.P.,4.41,LU0569974404,archive
ArcelorMittal S.A.,2015-01-29,"AQR Capital Management, LLC",0.82,LU0323134006,archive
Fugro N.V.,2015-01-29,"AQR Capital Management, LLC",2.12,NL0000352565,archive
Koninklijke Heijmans N.V.,2015-01-29,JPMorgan Asset Management (UK) Ltd.,0.6,NL0009269109,archive
Fugro N.V.,2015-01-29,Marshall Wace LLP,1.79,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-01-29,Marshall Wace LLP,1.78,NL0000337319,archive
SBM Offshore N.V.,2015-01-29,Marshall Wace LLP,1.72,NL0000360618,archive
Wolters Kluwer N.V.,2015-01-29,Marshall Wace LLP,0.71,NL0000395903,archive
SBM Offshore N.V.,2015-01-28,"BlackRock Institutional Trust Company, National Association",0.79,NL0000360618,archive
Wolters Kluwer N.V.,2015-01-28,Marshall Wace LLP,0.68,NL0000395903,archive
SBM Offshore N.V.,2015-01-28,"WorldQuant, LLC",0.61,NL0000360618,archive
Fugro N.V.,2015-01-27,Marshall Wace LLP,1.87,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-01-27,Marshall Wace LLP,1.85,NL0000337319,archive
SBM Offshore N.V.,2015-01-27,Marshall Wace LLP,1.6,NL0000360618,archive
Wolters Kluwer N.V.,2015-01-27,Marshall Wace LLP,0.54,NL0000395903,archive
Fugro N.V.,2015-01-27,UBS Global Asset Management (UK) Ltd.,0.52,NL0000352565,archive
Fugro N.V.,2015-01-26,"AQR Capital Management, LLC",2.05,NL0000352565,archive
Koninklijke Vopak N.V.,2015-01-26,"AQR Capital Management, LLC",0.6,NL0009432491,archive
SBM Offshore N.V.,2015-01-26,"AQR Capital Management, LLC",3.4,NL0000360618,archive
Fugro N.V.,2015-01-26,Marshall Wace LLP,1.72,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-01-26,Marshall Wace LLP,1.93,NL0000337319,archive
TomTom N.V.,2015-01-26,Marshall Wace LLP,0.61,NL0000387058,archive
Fugro N.V.,2015-01-26,Oxford Asset Management,0.61,NL0000352565,archive
SBM Offshore N.V.,2015-01-23,"AQR Capital Management, LLC",3.32,NL0000360618,archive
SBM Offshore N.V.,2015-01-23,Marshall Wace LLP,1.53,NL0000360618,archive
Fugro N.V.,2015-01-22,"AQR Capital Management, LLC",2.16,NL0000352565,archive
SBM Offshore N.V.,2015-01-22,"AQR Capital Management, LLC",3.24,NL0000360618,archive
Aperam S.A.,2015-01-22,"BlackRock Advisors, LLC",0.5,LU0569974404,archive
Fugro N.V.,2015-01-22,Marshall Wace LLP,1.69,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-01-22,Marshall Wace LLP,2.07,NL0000337319,archive
SBM Offshore N.V.,2015-01-22,Marshall Wace LLP,1.46,NL0000360618,archive
TomTom N.V.,2015-01-22,Marshall Wace LLP,0.5,NL0000387058,archive
SBM Offshore N.V.,2015-01-22,"WorldQuant, LLC",0.58,NL0000360618,archive
Aperam S.A.,2015-01-21,Adage Capital Management L.P.,4.66,LU0569974404,archive
Fugro N.V.,2015-01-21,"AQR Capital Management, LLC",2.22,NL0000352565,archive
Aperam S.A.,2015-01-21,CQS (UK) LLP,1.11,LU0569974404,archive
Fugro N.V.,2015-01-21,Marshall Wace LLP,1.58,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-01-21,Marshall Wace LLP,2.15,NL0000337319,archive
SBM Offshore N.V.,2015-01-21,Marshall Wace LLP,1.34,NL0000360618,archive
SBM Offshore N.V.,2015-01-20,BlueCrest Capital Management Limited,1.05,NL0000360618,archive
Fugro N.V.,2015-01-20,Marshall Wace LLP,1.42,NL0000352565,archive
Koninklijke BAM Groep N.V.,2015-01-20,Marshall Wace LLP,2.21,NL0000337319,archive
SBM Offshore N.V.,2015-01-20,"WorldQuant, LLC",0.6,NL0000360618,archive
Aperam S.A.,2015-01-19,Marshall Wace LLP,0.43,LU0569974404,archive
Fugro N.V.,2015-01-19,Marshall Wace LLP,1.25,NL0000352565,archive
Fugro N.V.,2015-01-19,Oxford Asset Management,0.51,NL0000352565,archive
Aperam S.A.,2015-01-16,Adage Capital Management L.P.,4.78,LU0569974404,archive
SBM Offshore N.V.,2015-01-16,"AQR Capital Management, LLC",3.13,NL0000360618,archive
Aperam S.A.,2015-01-16,"BlackRock Institutional Trust Company, National Association",0.69,LU0569974404,archive
Brunel International N.V.,2015-01-16,BlackRock Investment Management (UK) Limited,0.6,NL0010776944,archive
Aperam S.A.,2015-01-16,BNP Paribas S.A.,0.8,LU0569974404,archive
Aperam S.A.,2015-01-16,CQS (UK) LLP,1.08,LU0569974404,archive
Aperam S.A.,2015-01-16,Marshall Wace LLP,0.52,LU0569974404,archive
Fugro N.V.,2015-01-16,Marshall Wace LLP,1.14,NL0000352565,archive
SBM Offshore N.V.,2015-01-16,"WorldQuant, LLC",0.58,NL0000360618,archive
Aperam S.A.,2015-01-15,Adage Capital Management L.P.,4.8,LU0569974404,archive
ArcelorMittal S.A.,2015-01-15,"AQR Capital Management, LLC",0.7,LU0323134006,archive
Aperam S.A.,2015-01-15,"BlackRock Institutional Trust Company, National Association",0.7,LU0569974404,archive
Aperam S.A.,2015-01-15,BlackRock Investment Management (UK) Limited,0.5,LU0569974404,archive
Brunel International N.V.,2015-01-15,BlackRock Investment Management (UK) Limited,0.52,NL0010776944,archive
SBM Offshore N.V.,2015-01-15,BlueCrest Capital Management Limited,1.12,NL0000360618,archive
Aperam S.A.,2015-01-15,BNP Paribas S.A.,0.74,LU0569974404,archive
Fugro N.V.,2015-01-15,Marshall Wace LLP,1.0,NL0000352565,archive
SBM Offshore N.V.,2015-01-15,Marshall Wace LLP,1.2,NL0000360618,archive
SBM Offshore N.V.,2015-01-14,"AQR Capital Management, LLC",2.98,NL0000360618,archive
Corbion N.V.,2015-01-14,BlackRock Investment Management (UK) Limited,0.5,NL0010583399,archive
Fugro N.V.,2015-01-14,Marshall Wace LLP,0.79,NL0000352565,archive
SBM Offshore N.V.,2015-01-14,Marshall Wace LLP,1.1,NL0000360618,archive
ArcelorMittal S.A.,2015-01-14,Odey Asset Management LLP,0.53,LU0323134006,archive
SBM Offshore N.V.,2015-01-14,"WorldQuant, LLC",0.6,NL0000360618,archive
SBM Offshore N.V.,2015-01-13,"BlackRock Institutional Trust Company, National Association",0.88,NL0000360618,archive
SBM Offshore N.V.,2015-01-13,Man Investments Limited,0.62,NL0000360618,archive
Aperam S.A.,2015-01-13,Marshall Wace LLP,0.6,LU0569974404,archive
Fugro N.V.,2015-01-13,Marshall Wace LLP,0.57,NL0000352565,archive
SBM Offshore N.V.,2015-01-13,Marshall Wace LLP,1.03,NL0000360618,archive
Fugro N.V.,2015-01-12,"AQR Capital Management, LLC",2.07,NL0000352565,archive
SBM Offshore N.V.,2015-01-12,BlueCrest Capital Management Limited,1.01,NL0000360618,archive
Aperam S.A.,2015-01-12,BNP Paribas S.A.,0.81,LU0569974404,archive
Aperam S.A.,2015-01-12,CQS (UK) LLP,1.16,LU0569974404,archive
TomTom N.V.,2015-01-12,"Hound Partners, LLC",1.63,NL0000387058,archive
SBM Offshore N.V.,2015-01-12,Marshall Wace LLP,0.93,NL0000360618,archive
Aperam S.A.,2015-01-09,Adage Capital Management L.P.,4.9,LU0569974404,archive
Fugro N.V.,2015-01-09,"AQR Capital Management, LLC",1.95,NL0000352565,archive
Aperam S.A.,2015-01-09,BNP Paribas S.A.,0.91,LU0569974404,archive
Aperam S.A.,2015-01-09,Marshall Wace LLP,0.55,LU0569974404,archive
SBM Offshore N.V.,2015-01-09,Marshall Wace LLP,0.8,NL0000360618,archive
Aperam S.A.,2015-01-08,"BlackRock Advisors, LLC",0.49,LU0569974404,archive
SBM Offshore N.V.,2015-01-08,"BlackRock Institutional Trust Company, National Association",0.98,NL0000360618,archive
SBM Offshore N.V.,2015-01-08,BlueCrest Capital Management Limited,0.93,NL0000360618,archive
SBM Offshore N.V.,2015-01-08,Marshall Wace LLP,0.72,NL0000360618,archive
TomTom N.V.,2015-01-07,"Hound Partners, LLC",1.53,NL0000387058,archive
Koninklijke BAM Groep N.V.,2015-01-07,Marshall Wace LLP,2.32,NL0000337319,archive
Fugro N.V.,2015-01-06,"AQR Capital Management, LLC",1.81,NL0000352565,archive
SBM Offshore N.V.,2015-01-06,BlueCrest Capital Management Limited,0.83,NL0000360618,archive
TomTom N.V.,2015-01-06,"BlueMountain Capital Management, LLC",1.86,NL0000387058,archive
Koninklijke BAM Groep N.V.,2015-01-06,Marshall Wace LLP,2.22,NL0000337319,archive
SBM Offshore N.V.,2015-01-06,Marshall Wace LLP,0.6,NL0000360618,archive
TomTom N.V.,2015-01-05,"BlueMountain Capital Management, LLC",1.7,NL0000387058,archive
Koninklijke BAM Groep N.V.,2015-01-05,Marshall Wace LLP,2.1,NL0000337319,archive
SBM Offshore N.V.,2015-01-05,Marshall Wace LLP,0.59,NL0000360618,archive
Koninklijke Vopak N.V.,2015-01-02,"AQR Capital Management, LLC",0.58,NL0009432491,archive
Koninklijke BAM Groep N.V.,2015-01-02,Oxford Asset Management,0.49,NL0000337319,archive
SBM Offshore N.V.,2015-01-01,BlueCrest Capital Management Limited,0.76,NL0000360618,archive
SBM Offshore N.V.,2014-12-31,Marshall Wace LLP,0.6,NL0000360618,archive
Aperam S.A.,2014-12-30,BNP Paribas S.A.,0.8,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-12-24,Oxford Asset Management,0.59,NL0000337319,archive
Fugro N.V.,2014-12-23,"AQR Capital Management, LLC",1.79,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-12-23,Marshall Wace LLP,1.9,NL0000337319,archive
Fugro N.V.,2014-12-23,Oxford Asset Management,0.46,NL0000352565,archive
Aperam S.A.,2014-12-22,Adage Capital Management L.P.,4.8,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-12-22,Marshall Wace LLP,1.82,NL0000337319,archive
Fugro N.V.,2014-12-22,Oxford Asset Management,0.53,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-12-22,Oxford Asset Management,0.69,NL0000337319,archive
Wereldhave N.V.,2014-12-22,"Two Sigma Investments, LP",0.22,NL0000289213,archive
Aperam S.A.,2014-12-19,Adage Capital Management L.P.,4.75,LU0569974404,archive
Fugro N.V.,2014-12-19,"AQR Capital Management, LLC",1.88,NL0000352565,archive
Aperam S.A.,2014-12-19,"BlackRock Institutional Trust Company, National Association",0.69,LU0569974404,archive
SBM Offshore N.V.,2014-12-19,Egerton Capital (UK) LLP,0.95,NL0000360618,archive
Fugro N.V.,2014-12-19,Oxford Asset Management,0.6,NL0000352565,archive
Fugro N.V.,2014-12-18,"AQR Capital Management, LLC",1.98,NL0000352565,archive
SBM Offshore N.V.,2014-12-18,"AQR Capital Management, LLC",2.8,NL0000360618,archive
SBM Offshore N.V.,2014-12-18,"BlackRock Institutional Trust Company, National Association",1.07,NL0000360618,archive
SBM Offshore N.V.,2014-12-18,BlueCrest Capital Management Limited,0.99,NL0000360618,archive
Aperam S.A.,2014-12-18,BNP Paribas S.A.,0.7,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-12-18,Marshall Wace LLP,1.73,NL0000337319,archive
SBM Offshore N.V.,2014-12-18,Marshall Wace LLP,0.59,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-12-18,Oxford Asset Management,0.79,NL0000337319,archive
Aperam S.A.,2014-12-17,Adage Capital Management L.P.,4.68,LU0569974404,archive
SBM Offshore N.V.,2014-12-17,"AQR Capital Management, LLC",2.72,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-12-17,Marshall Wace LLP,1.67,NL0000337319,archive
SBM Offshore N.V.,2014-12-16,"AQR Capital Management, LLC",2.61,NL0000360618,archive
SBM Offshore N.V.,2014-12-16,BlueCrest Capital Management Limited,1.0,NL0000360618,archive
Wereldhave N.V.,2014-12-16,JPMorgan Asset Management (UK) Ltd.,0.4,NL0000289213,archive
Koninklijke BAM Groep N.V.,2014-12-16,Marshall Wace LLP,1.42,NL0000337319,archive
SBM Offshore N.V.,2014-12-16,"WorldQuant, LLC",0.59,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-12-15,Marshall Wace LLP,1.18,NL0000337319,archive
SBM Offshore N.V.,2014-12-15,Marshall Wace LLP,0.6,NL0000360618,archive
SBM Offshore N.V.,2014-12-15,"WorldQuant, LLC",0.6,NL0000360618,archive
SBM Offshore N.V.,2014-12-12,"AQR Capital Management, LLC",2.5,NL0000360618,archive
Aperam S.A.,2014-12-12,"BlackRock Advisors, LLC",0.51,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-12-12,Marshall Wace LLP,1.01,NL0000337319,archive
Wereldhave N.V.,2014-12-12,Susquehanna International Holdings LLC,0.45,NL0000289213,archive
SBM Offshore N.V.,2014-12-11,"AQR Capital Management, LLC",2.44,NL0000360618,archive
SBM Offshore N.V.,2014-12-11,Marshall Wace LLP,0.57,NL0000360618,archive
Fugro N.V.,2014-12-11,Oxford Asset Management,0.52,NL0000352565,archive
Wereldhave N.V.,2014-12-11,Susquehanna International Holdings LLC,0.53,NL0000289213,archive
Wereldhave N.V.,2014-12-11,"Two Sigma Investments, LP",0.59,NL0000289213,archive
