isin,net_short_position,position_date,issuer_name,position_holder,source
NL0000289213,0.66,2020-04-08,Wereldhave N.V.,Marshall Wace LLP,archive
NL0012866412,0.85,2020-04-08,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
NL0000352565,2.99,2020-04-08,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0006237562,0.5,2020-04-08,ARCADIS N.V.,SFM UK Management LLP,archive
NL0000888691,0.6,2020-04-08,AMG Critical Materials N.V.,Systematica Investments Limited,archive
NL0000289213,0.7,2020-04-08,Wereldhave N.V.,Toscafund Asset Management LLP,archive
NL0000288876,0.55,2020-04-08,Eurocommercial Properties N.V.,"WorldQuant, LLC",archive
NL0000352565,0.67,2020-04-07,Fugro N.V.,B&G Master Fund Plc,archive
NL0000352565,0.66,2020-04-07,Fugro N.V.,Capital Fund Management S.A.,archive
NL0000337319,0.89,2020-04-07,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000289213,0.45,2020-04-07,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0012866412,1.5,2020-04-07,BE Semiconductor Industries N.V.,Citadel Europe LLP,archive
NL0000288876,0.62,2020-04-07,Eurocommercial Properties N.V.,Clearance Capital Limited,archive
LU1598757687,0.47,2020-04-07,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",archive
BE0003818359,1.0,2020-04-07,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
NL0000289213,0.55,2020-04-07,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",archive
NL0000289213,0.0,2020-04-07,Wereldhave N.V.,Eleva Capital SAS,archive
NL0000289213,0.61,2020-04-07,Wereldhave N.V.,GLG Partners LP,archive
NL0000337319,1.47,2020-04-07,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0012969182,0.58,2020-04-07,Adyen N.V.,Marshall Wace LLP,archive
NL0000888691,2.19,2020-04-07,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011279492,2.16,2020-04-07,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000352565,0.53,2020-04-07,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.73,2020-04-07,Galapagos NV,Marshall Wace LLP,archive
NL0000289213,0.74,2020-04-07,Wereldhave N.V.,Marshall Wace LLP,archive
BE0003818359,0.51,2020-04-07,Galapagos NV,Numeric Investors LLC,archive
NL0000352565,3.03,2020-04-07,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0011279492,1.35,2020-04-07,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0009739416,0.89,2020-04-07,PostNL N.V.,Voleon Capital Management LP,archive
NL0012866412,0.49,2020-04-07,BE Semiconductor Industries N.V.,"WorldQuant, LLC",archive
NL0000888691,0.59,2020-04-06,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL0000289213,0.53,2020-04-06,Wereldhave N.V.,Carmignac Gestion SA,archive
NL0000289213,0.59,2020-04-06,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000289213,0.55,2020-04-06,Wereldhave N.V.,Eleva Capital SAS,archive
BE0003818359,0.69,2020-04-06,Galapagos NV,Marshall Wace LLP,archive
NL0000289213,0.89,2020-04-06,Wereldhave N.V.,Marshall Wace LLP,archive
NL0000352565,3.11,2020-04-06,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0011821392,0.51,2020-04-06,Signify N.V.,Tybourne Capital Management (HK) Limited,archive
NL0000352565,2.47,2020-04-06,Fugro N.V.,"WorldQuant, LLC",archive
NL0006237562,0.88,2020-04-03,ARCADIS N.V.,AKO Capital LLP,archive
NL0011821392,1.74,2020-04-03,Signify N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000337319,0.91,2020-04-03,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000289213,0.61,2020-04-03,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000289213,0.69,2020-04-03,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",archive
NL0011279492,2.24,2020-04-03,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000289213,0.96,2020-04-03,Wereldhave N.V.,Marshall Wace LLP,archive
NL0011279492,0.49,2020-04-03,Flow Traders Ltd.,"PDT Partners, LLC",archive
NL0000289213,4.07,2020-04-03,Wereldhave N.V.,"Woodson Capital Master Fund, LP",archive
NL0000288876,0.6,2020-04-03,Eurocommercial Properties N.V.,"WorldQuant, LLC",archive
NL0000352565,2.29,2020-04-03,Fugro N.V.,"WorldQuant, LLC",archive
NL0000337319,0.9,2020-04-03,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0000888691,0.67,2020-04-02,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL0000352565,0.55,2020-04-02,Fugro N.V.,Capital Fund Management S.A.,archive
NL0009739416,0.51,2020-04-02,PostNL N.V.,Citadel Advisors LLC,archive
NL0012969182,0.6,2020-04-02,Adyen N.V.,Marshall Wace LLP,archive
NL0011279492,2.3,2020-04-02,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000289213,1.05,2020-04-02,Wereldhave N.V.,Marshall Wace LLP,archive
NL0012866412,0.54,2020-04-02,BE Semiconductor Industries N.V.,"WorldQuant, LLC",archive
NL0000352565,2.01,2020-04-02,Fugro N.V.,"WorldQuant, LLC",archive
NL0010558797,1.9,2020-04-01,OCI N.V.,"AQR Capital Management, LLC",archive
NL0000303709,0.58,2020-04-01,AEGON Ltd.,Citadel Europe LLP,archive
NL0012866412,1.41,2020-04-01,BE Semiconductor Industries N.V.,Citadel Europe LLP,archive
NL0000289213,0.78,2020-04-01,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",archive
NL0011872650,0.44,2020-04-01,Basic-Fit N.V.,Marshall Wace LLP,archive
NL0000360618,1.47,2020-04-01,SBM Offshore N.V.,Marshall Wace LLP,archive
NL0011821392,0.47,2020-04-01,Signify N.V.,Marshall Wace LLP,archive
NL0000888691,0.98,2020-04-01,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
NL0000352565,1.86,2020-04-01,Fugro N.V.,"WorldQuant, LLC",archive
NL0000337319,0.82,2020-04-01,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
LU1598757687,0.86,2020-03-31,ArcelorMittal S.A.,Adage Capital Management L.P.,archive
NL0000360618,2.71,2020-03-31,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0000888691,0.79,2020-03-31,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL0000289213,0.54,2020-03-31,Wereldhave N.V.,"Athanor Capital, LP",archive
NL0011821392,1.47,2020-03-31,Signify N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000888691,0.68,2020-03-31,AMG Critical Materials N.V.,Bogle Investment Management LP,archive
NL0011279492,0.59,2020-03-31,Flow Traders Ltd.,Capital Fund Management S.A.,archive
NL0000337319,0.81,2020-03-31,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000289213,1.17,2020-03-31,Wereldhave N.V.,Marshall Wace LLP,archive
NL0009739416,0.99,2020-03-31,PostNL N.V.,Voleon Capital Management LP,archive
NL0000288876,0.5,2020-03-31,Eurocommercial Properties N.V.,"WorldQuant, LLC",archive
NL0000352565,1.58,2020-03-31,Fugro N.V.,"WorldQuant, LLC",archive
NL0000337319,0.78,2020-03-31,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
LU1598757687,0.78,2020-03-30,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0010558797,0.61,2020-03-30,OCI N.V.,"BlackRock Institutional Trust Company, National Association",archive
NL0011821392,1.3,2020-03-30,Signify N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,0.69,2020-03-30,Fugro N.V.,Capital Fund Management S.A.,archive
NL0012866412,1.17,2020-03-30,BE Semiconductor Industries N.V.,Citadel Europe LLP,archive
NL0000337319,1.52,2020-03-30,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0011279492,2.29,2020-03-30,Flow Traders Ltd.,Marshall Wace LLP,archive
NL0000352565,3.03,2020-03-30,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0011279492,1.43,2020-03-30,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000352565,1.36,2020-03-30,Fugro N.V.,"WorldQuant, LLC",archive
NL0000337319,0.64,2020-03-30,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0010558797,0.49,2020-03-27,OCI N.V.,AHL Partners LLP,archive
NL0000888691,0.88,2020-03-27,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL0011821392,1.26,2020-03-27,Signify N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,0.7,2020-03-27,Fugro N.V.,Capital Fund Management S.A.,archive
NL0000352565,0.5,2020-03-27,Fugro N.V.,Caxton Associates LLP,archive
NL0012866412,0.93,2020-03-27,BE Semiconductor Industries N.V.,Citadel Europe LLP,archive
NL0012866412,0.6,2020-03-27,BE Semiconductor Industries N.V.,CQS (UK) LLP,archive
NL0000337319,1.69,2020-03-27,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000888691,0.89,2020-03-27,AMG Critical Materials N.V.,Jupiter Investment Management Limited,archive
NL0000888691,2.22,2020-03-27,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011872650,0.59,2020-03-27,Basic-Fit N.V.,Marshall Wace LLP,archive
NL0000289213,1.29,2020-03-27,Wereldhave N.V.,Marshall Wace LLP,archive
BE0003818359,0.49,2020-03-27,Galapagos NV,Numeric Investors LLC,archive
NL0000289213,3.61,2020-03-27,Wereldhave N.V.,"Woodson Capital Master Fund, LP",archive
NL0000352565,1.03,2020-03-27,Fugro N.V.,"WorldQuant, LLC",archive
NL0000337319,0.51,2020-03-27,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0011279492,0.61,2020-03-26,Flow Traders Ltd.,Capital Fund Management S.A.,archive
NL0012866412,0.7,2020-03-26,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",archive
NL0006237562,0.59,2020-03-26,ARCADIS N.V.,Kuvari Partners LLP,archive
NL0000888691,2.13,2020-03-26,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011872650,0.6,2020-03-26,Basic-Fit N.V.,Marshall Wace LLP,archive
BE0003818359,0.78,2020-03-26,Galapagos NV,Marshall Wace LLP,archive
NL0000289213,1.34,2020-03-26,Wereldhave N.V.,Marshall Wace LLP,archive
NL0000352565,0.78,2020-03-26,Fugro N.V.,Systematica Investments Limited,archive
NL0000289213,0.6,2020-03-26,Wereldhave N.V.,UBS Asset Management (UK) Ltd.,archive
NL0011279492,1.31,2020-03-26,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000360618,0.54,2020-03-25,SBM Offshore N.V.,AHL Partners LLP,archive
NL0000337319,1.0,2020-03-25,Koninklijke BAM Groep N.V.,AKO Capital LLP,archive
NL0000352565,0.64,2020-03-25,Fugro N.V.,Capital Fund Management S.A.,archive
NL0000289213,0.88,2020-03-25,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",archive
NL0000352565,0.39,2020-03-25,Fugro N.V.,HBK Investments LP,archive
NL0000888691,1.97,2020-03-25,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0010391025,0.44,2020-03-25,Pharming Group N.V.,"Point72 Asset Management, L.P.",archive
NL0012866412,0.69,2020-03-25,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
NL0000352565,2.93,2020-03-25,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0011279492,1.21,2020-03-25,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000352565,0.83,2020-03-25,Fugro N.V.,Voleon Capital Management LP,archive
NL0009739416,1.04,2020-03-25,PostNL N.V.,Voleon Capital Management LP,archive
NL0000352565,0.91,2020-03-25,Fugro N.V.,"WorldQuant, LLC",archive
LU1598757687,0.89,2020-03-24,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0010273215,0.43,2020-03-24,ASML Holding N.V.,"Bridgewater Associates, LP",archive
NL0011821202,0.43,2020-03-24,ING Groep N.V.,"Bridgewater Associates, LP",archive
NL0011794037,0.43,2020-03-24,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",archive
NL0000009538,0.43,2020-03-24,Koninklijke Philips N.V.,"Bridgewater Associates, LP",archive
NL0000337319,0.71,2020-03-24,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0009739416,0.42,2020-03-24,PostNL N.V.,Citadel Advisors LLC,archive
NL0000303709,0.61,2020-03-24,AEGON Ltd.,Citadel Europe LLP,archive
NL0000352565,0.62,2020-03-24,Fugro N.V.,HBK Investments LP,archive
NL0000337319,1.47,2020-03-24,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000289213,0.87,2020-03-24,Wereldhave N.V.,"Lucerne Capital Management, L.P.",archive
NL0000888691,1.82,2020-03-24,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0000289213,1.49,2020-03-24,Wereldhave N.V.,Marshall Wace LLP,archive
BE0003818359,0.59,2020-03-24,Galapagos NV,Numeric Investors LLC,archive
NL0000352565,3.03,2020-03-24,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000888691,1.09,2020-03-24,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
NL0010391025,0.58,2020-03-24,Pharming Group N.V.,Woodline Partners,archive
NL0010558797,1.89,2020-03-23,OCI N.V.,"AQR Capital Management, LLC",archive
NL0000360618,2.6,2020-03-23,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0010273215,0.55,2020-03-23,ASML Holding N.V.,"Bridgewater Associates, LP",archive
NL0011821202,0.55,2020-03-23,ING Groep N.V.,"Bridgewater Associates, LP",archive
NL0011794037,0.55,2020-03-23,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",archive
NL0000009538,0.55,2020-03-23,Koninklijke Philips N.V.,"Bridgewater Associates, LP",archive
NL0000337319,0.66,2020-03-23,Koninklijke BAM Groep N.V.,Citadel Advisors LLC,archive
NL0000337319,1.52,2020-03-23,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000888691,0.34,2020-03-23,AMG Critical Materials N.V.,"Hound Partners, LLC",archive
FR0013326246,0.38,2020-03-23,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,archive
NL0000888691,1.52,2020-03-23,AMG Critical Materials N.V.,Marshall Wace LLP,archive
BE0003818359,0.84,2020-03-23,Galapagos NV,Marshall Wace LLP,archive
NL0000289213,1.56,2020-03-23,Wereldhave N.V.,Marshall Wace LLP,archive
NL0010391025,0.6,2020-03-23,Pharming Group N.V.,"Point72 Asset Management, L.P.",archive
NL0000352565,3.11,2020-03-23,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0011821392,0.45,2020-03-23,Signify N.V.,Sylebra Capital Limited,archive
NL0011279492,1.1,2020-03-23,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000888691,0.7,2020-03-20,AMG Critical Materials N.V.,Bogle Investment Management LP,archive
NL0006237562,0.49,2020-03-20,ARCADIS N.V.,Boldhaven Management LLP,archive
NL0000009538,0.65,2020-03-20,Koninklijke Philips N.V.,"Bridgewater Associates, LP",archive
BE0003818359,0.45,2020-03-20,Galapagos NV,Citadel Advisors LLC,archive
NL0000352565,0.3,2020-03-20,Fugro N.V.,Citadel Europe LLP,archive
NL0000888691,1.19,2020-03-20,AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",archive
LU1598757687,0.51,2020-03-20,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",archive
NL0000289213,0.91,2020-03-20,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",archive
NL0000289213,0.53,2020-03-20,Wereldhave N.V.,GLG Partners LP,archive
NL0000888691,0.7,2020-03-20,AMG Critical Materials N.V.,"Hound Partners, LLC",archive
NL0000888691,0.98,2020-03-20,AMG Critical Materials N.V.,Jupiter Investment Management Limited,archive
NL0000888691,1.28,2020-03-20,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0011872650,0.5,2020-03-20,Basic-Fit N.V.,Marshall Wace LLP,archive
BE0003818359,0.9,2020-03-20,Galapagos NV,Marshall Wace LLP,archive
NL0000289213,1.62,2020-03-20,Wereldhave N.V.,Marshall Wace LLP,archive
NL0010391025,0.88,2020-03-20,Pharming Group N.V.,Pictet Asset Management Limited,archive
NL0000352565,2.72,2020-03-20,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0011821392,0.52,2020-03-20,Signify N.V.,Sylebra Capital Limited,archive
NL0000352565,0.73,2020-03-20,Fugro N.V.,Voleon Capital Management LP,archive
NL0000352565,0.81,2020-03-20,Fugro N.V.,"WorldQuant, LLC",archive
NL0010273215,0.69,2020-03-19,ASML Holding N.V.,"Bridgewater Associates, LP",archive
NL0011821202,0.69,2020-03-19,ING Groep N.V.,"Bridgewater Associates, LP",archive
NL0011794037,0.69,2020-03-19,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",archive
NL0000352565,0.52,2020-03-19,Fugro N.V.,Capital Fund Management S.A.,archive
NL0012866412,0.78,2020-03-19,BE Semiconductor Industries N.V.,Citadel Europe LLP,archive
LU1598757687,0.49,2020-03-19,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",archive
NL0000337319,1.35,2020-03-19,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000888691,1.49,2020-03-19,AMG Critical Materials N.V.,"Hound Partners, LLC",archive
NL0000888691,1.06,2020-03-19,AMG Critical Materials N.V.,Jupiter Investment Management Limited,archive
NL0000888691,0.91,2020-03-19,AMG Critical Materials N.V.,Marshall Wace LLP,archive
BE0003818359,1.04,2020-03-19,Galapagos NV,Marshall Wace LLP,archive
NL0000360618,1.54,2020-03-19,SBM Offshore N.V.,Marshall Wace LLP,archive
NL0011821392,0.51,2020-03-19,Signify N.V.,Marshall Wace LLP,archive
NL0000289213,1.74,2020-03-19,Wereldhave N.V.,Marshall Wace LLP,archive
BE0003818359,0.69,2020-03-19,Galapagos NV,Numeric Investors LLC,archive
NL0000888691,0.56,2020-03-19,AMG Critical Materials N.V.,Systematica Investments Limited,archive
NL0010391025,0.76,2020-03-19,Pharming Group N.V.,Woodline Partners,archive
NL0009432491,0.98,2020-03-18,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",archive
NL0011821392,1.46,2020-03-18,Signify N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000888691,0.53,2020-03-18,AMG Critical Materials N.V.,Bogle Investment Management LP,archive
BE0003818359,0.57,2020-03-18,Galapagos NV,Citadel Advisors LLC,archive
NL0000289213,0.48,2020-03-18,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000337319,1.44,2020-03-18,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
NL0000888691,1.65,2020-03-18,AMG Critical Materials N.V.,"Hound Partners, LLC",archive
NL0000888691,1.73,2020-03-18,AMG Critical Materials N.V.,JPMorgan Asset Management (UK) Ltd.,archive
NL0000888691,1.17,2020-03-18,AMG Critical Materials N.V.,Jupiter Investment Management Limited,archive
NL0006237562,0.68,2020-03-18,ARCADIS N.V.,Kuvari Partners LLP,archive
NL0000888691,0.72,2020-03-18,AMG Critical Materials N.V.,Marshall Wace LLP,archive
NL0000360618,1.64,2020-03-18,SBM Offshore N.V.,Marshall Wace LLP,archive
NL0011821392,0.46,2020-03-18,Signify N.V.,Millennium Capital Partners LLP,archive
NL0011821392,0.41,2020-03-18,Signify N.V.,Millennium International Management LP,archive
NL0010391025,0.99,2020-03-18,Pharming Group N.V.,Pictet Asset Management Limited,archive
NL0010391025,0.76,2020-03-18,Pharming Group N.V.,"Point72 Asset Management, L.P.",archive
NL0000888691,1.19,2020-03-18,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
NL0000352565,0.65,2020-03-18,Fugro N.V.,"WorldQuant, LLC",archive
LU1598757687,0.98,2020-03-17,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0010273215,0.77,2020-03-17,ASML Holding N.V.,"Bridgewater Associates, LP",archive
NL0011821202,0.77,2020-03-17,ING Groep N.V.,"Bridgewater Associates, LP",archive
NL0011794037,0.77,2020-03-17,Koninklijke Ahold Delhaize N.V.,"Bridgewater Associates, LP",archive
NL0000009538,0.77,2020-03-17,Koninklijke Philips N.V.,"Bridgewater Associates, LP",archive
LU1598757687,0.5,2020-03-17,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",archive
BE0003818359,0.9,2020-03-17,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
NL0000352565,0.7,2020-03-17,Fugro N.V.,HBK Investments LP,archive
NL0000888691,2.17,2020-03-17,AMG Critical Materials N.V.,"Hound Partners, LLC",archive
NL0010391025,0.31,2020-03-17,Pharming Group N.V.,Kingdon Capital Management LLC,archive
FR0013326246,0.61,2020-03-17,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,archive
NL0012969182,0.51,2020-03-17,Adyen N.V.,Marshall Wace LLP,archive
NL0011279492,2.32,2020-03-17,Flow Traders Ltd.,Marshall Wace LLP,archive
BE0003818359,1.25,2020-03-17,Galapagos NV,Marshall Wace LLP,archive
NL0011821392,0.91,2020-03-17,Signify N.V.,Millennium Capital Partners LLP,archive
NL0011821392,0.57,2020-03-17,Signify N.V.,Millennium International Management LP,archive
BE0003818359,0.71,2020-03-17,Galapagos NV,Numeric Investors LLC,archive
NL0012866412,0.48,2020-03-17,BE Semiconductor Industries N.V.,Paloma Partners Management Company,archive
NL0000352565,2.62,2020-03-17,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
NL0000289213,0.57,2020-03-17,Wereldhave N.V.,Toscafund Asset Management LLP,archive
NL0011279492,0.95,2020-03-17,Flow Traders Ltd.,Voleon Capital Management LP,archive
NL0000352565,0.68,2020-03-17,Fugro N.V.,Voleon Capital Management LP,archive
NL0009739416,1.14,2020-03-17,PostNL N.V.,Voleon Capital Management LP,archive
NL0010391025,0.81,2020-03-17,Pharming Group N.V.,Woodline Partners,archive
NL0000888691,0.26,2020-03-17,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
NL0011279492,0.26,2020-03-17,Flow Traders Ltd.,"WorldQuant, LLC",archive
NL0000337319,0.4,2020-03-17,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
