isin,net_short_position,position_date,issuer_name,position_holder,source
NL0011821392,0.77,2016-08-02,Signify N.V.,ENA Investment Capital LLP,archive
NL0000387058,0.71,2016-08-02,TomTom N.V.,"PDT Partners, LLC",archive
NL0000352565,1.46,2016-08-02,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
NL0010558797,0.5,2016-08-01,OCI N.V.,"AQR Capital Management, LLC",archive
NL0000387058,0.73,2016-08-01,TomTom N.V.,Marshall Wace LLP,archive
NL0010776944,0.49,2016-07-29,Brunel International N.V.,BlackRock Investment Management (UK) Limited,archive
BE0003818359,0.77,2016-07-29,Galapagos NV,Millennium International Management LP,archive
NL0000387058,0.6,2016-07-29,TomTom N.V.,"PDT Partners, LLC",archive
NL0009739416,0.49,2016-07-28,PostNL N.V.,Capital Fund Management S.A.,archive
NL0011821392,0.62,2016-07-28,Signify N.V.,ENA Investment Capital LLP,archive
NL0000387058,0.62,2016-07-28,TomTom N.V.,Marshall Wace LLP,archive
BE0003818359,0.8,2016-07-28,Galapagos NV,Millennium International Management LP,archive
LU0569974404,2.6,2016-07-26,Aperam S.A.,Adage Capital Management L.P.,archive
NL0000387058,0.47,2016-07-26,TomTom N.V.,AHL Partners LLP,archive
NL0000387058,0.36,2016-07-26,TomTom N.V.,"WorldQuant, LLC",archive
NL0011794037,0.55,2016-07-25,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0010672325,0.0,2016-07-25,Koninklijke Ahold Delhaize N.V.,Carlson Capital UK LLP,archive
NL0010672325,0.0,2016-07-25,Koninklijke Ahold Delhaize N.V.,Syquant Capital,archive
NL0000387058,0.56,2016-07-25,TomTom N.V.,"WorldQuant, LLC",archive
NL0010672325,0.0,2016-07-24,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0006237562,0.79,2016-07-22,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,archive
NL0011821392,0.9,2016-07-22,Signify N.V.,"Coatue Management, L.L.C.",archive
NL0000387058,0.53,2016-07-22,TomTom N.V.,Marshall Wace LLP,archive
NL0000387058,0.68,2016-07-22,TomTom N.V.,"WorldQuant, LLC",archive
NL0009739416,0.58,2016-07-21,PostNL N.V.,Capital Fund Management S.A.,archive
NL0000289213,0.5,2016-07-21,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000352565,0.98,2016-07-21,Fugro N.V.,Marshall Wace LLP,archive
NL0000387058,0.75,2016-07-21,TomTom N.V.,"WorldQuant, LLC",archive
NL0000360618,1.09,2016-07-20,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
NL0000360618,0.69,2016-07-20,SBM Offshore N.V.,Oxford Asset Management,archive
NL0010672325,0.85,2016-07-19,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0011821392,0.81,2016-07-19,Signify N.V.,"Coatue Management, L.L.C.",archive
LU0569974404,0.94,2016-07-19,Aperam S.A.,CQS (UK) LLP,archive
NL0010672325,0.0,2016-07-18,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0010776944,0.59,2016-07-18,Brunel International N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,0.7,2016-07-15,Fugro N.V.,BlackRock Investment Management (UK) Limited,archive
LU0569974404,0.71,2016-07-15,Aperam S.A.,BNP Paribas S.A.,archive
NL0011821392,0.72,2016-07-15,Signify N.V.,"Coatue Management, L.L.C.",archive
NL0011821392,1.03,2016-07-15,Signify N.V.,Tybourne Capital Management (HK) Limited,archive
NL0000852564,0.47,2016-07-14,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
NL0011821392,0.68,2016-07-14,Signify N.V.,"Coatue Management, L.L.C.",archive
NL0010672325,0.45,2016-07-14,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
NL0010672325,0.54,2016-07-14,Koninklijke Ahold Delhaize N.V.,Syquant Capital,archive
NL0011821392,0.89,2016-07-14,Signify N.V.,Tybourne Capital Management (HK) Limited,archive
NL0000360618,2.69,2016-07-13,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0009739416,0.69,2016-07-13,PostNL N.V.,Capital Fund Management S.A.,archive
NL0000360618,0.89,2016-07-13,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0000289213,0.69,2016-07-13,Wereldhave N.V.,Capital Fund Management S.A.,archive
NL0000360618,1.19,2016-07-13,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
NL0000337319,0.7,2016-07-13,Koninklijke BAM Groep N.V.,Oxford Asset Management,archive
NL0010672325,0.92,2016-07-13,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
NL0011821392,0.7,2016-07-13,Signify N.V.,Tybourne Capital Management (HK) Limited,archive
NL0000852564,0.56,2016-07-12,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
NL0010776944,0.65,2016-07-12,Brunel International N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000337319,0.49,2016-07-12,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
NL0011821392,0.41,2016-07-12,Signify N.V.,ENA Investment Capital LLP,archive
NL0010672325,0.87,2016-07-12,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
NL0000387058,0.5,2016-07-08,TomTom N.V.,AHL Partners LLP,archive
NL0000289213,0.7,2016-07-08,Wereldhave N.V.,Capital Fund Management S.A.,archive
NL0011821392,0.53,2016-07-08,Signify N.V.,"Coatue Management, L.L.C.",archive
NL0011821392,0.5,2016-07-08,Signify N.V.,ENA Investment Capital LLP,archive
NL0000852564,0.69,2016-07-07,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000289213,0.48,2016-07-07,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000360618,0.47,2016-07-07,SBM Offshore N.V.,"PDT Partners, LLC",archive
BE0003818359,0.7,2016-07-06,Galapagos NV,Millennium International Management LP,archive
NL0000337319,0.62,2016-07-06,Koninklijke BAM Groep N.V.,Oxford Asset Management,archive
LU0569974404,1.43,2016-07-04,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0000289213,0.5,2016-07-04,Wereldhave N.V.,Citadel Advisors LLC,archive
NL0000360618,0.5,2016-07-04,SBM Offshore N.V.,"PDT Partners, LLC",archive
NL0000852564,0.78,2016-07-01,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,0.99,2016-07-01,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0000352565,1.39,2016-07-01,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
NL0000360618,1.29,2016-06-29,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
LU0323134006,0.34,2016-06-29,ArcelorMittal S.A.,Odey Asset Management LLP,archive
NL0000360618,0.49,2016-06-29,SBM Offshore N.V.,"PDT Partners, LLC",archive
NL0000352565,1.23,2016-06-29,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
NL0000387058,0.88,2016-06-29,TomTom N.V.,"WorldQuant, LLC",archive
NL0000852564,0.82,2016-06-28,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000387058,0.59,2016-06-28,TomTom N.V.,"PDT Partners, LLC",archive
NL0000352565,0.94,2016-06-28,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
NL0000387058,0.92,2016-06-28,TomTom N.V.,"WorldQuant, LLC",archive
NL0000337319,0.5,2016-06-27,Koninklijke BAM Groep N.V.,Oxford Asset Management,archive
NL0000360618,0.7,2016-06-27,SBM Offshore N.V.,Oxford Asset Management,archive
NL0000387058,0.63,2016-06-27,TomTom N.V.,"PDT Partners, LLC",archive
LU0323134006,0.4,2016-06-27,ArcelorMittal S.A.,UBS Asset Management (UK) Ltd.,archive
LU0569974404,2.75,2016-06-24,Aperam S.A.,Adage Capital Management L.P.,archive
LU0569974404,1.39,2016-06-24,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
BE0003818359,0.6,2016-06-24,Galapagos NV,Oxford Asset Management,archive
NL0000360618,0.5,2016-06-24,SBM Offshore N.V.,"PDT Partners, LLC",archive
LU0569974404,1.4,2016-06-23,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0010583399,0.49,2016-06-23,Corbion N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000337319,0.58,2016-06-23,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
LU0569974404,0.29,2016-06-23,Aperam S.A.,Polar Asset Management Partners Inc.,archive
NL0000360618,1.08,2016-06-22,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0000337319,0.47,2016-06-21,Koninklijke BAM Groep N.V.,AHL Partners LLP,archive
NL0000387058,0.47,2016-06-21,TomTom N.V.,AHL Partners LLP,archive
NL0006237562,0.81,2016-06-21,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,0.69,2016-06-21,Fugro N.V.,BlackRock Investment Management (UK) Limited,archive
NL0010672325,1.21,2016-06-21,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
NL0000337319,0.47,2016-06-21,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
NL0000387058,0.81,2016-06-21,TomTom N.V.,"WorldQuant, LLC",archive
LU0323134006,1.35,2016-06-20,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0000852564,0.79,2016-06-20,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
LU0569974404,0.67,2016-06-20,Aperam S.A.,BNP Paribas S.A.,archive
NL0000360618,1.38,2016-06-20,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
NL0000387058,0.79,2016-06-20,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,archive
BE0003818359,0.6,2016-06-20,Galapagos NV,Millennium International Management LP,archive
NL0000852564,0.8,2016-06-17,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,1.09,2016-06-17,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.57,2016-06-17,Galapagos NV,Millennium International Management LP,archive
BE0003818359,0.58,2016-06-17,Galapagos NV,Oxford Asset Management,archive
NL0000387058,0.59,2016-06-17,TomTom N.V.,"PDT Partners, LLC",archive
LU0569974404,3.26,2016-06-16,Aperam S.A.,Adage Capital Management L.P.,archive
NL0010273215,0.48,2016-06-16,ASML Holding N.V.,"AQR Capital Management, LLC",archive
NL0006237562,0.74,2016-06-16,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,archive
BE0003818359,0.48,2016-06-16,Galapagos NV,Millennium International Management LP,archive
NL0000387058,0.6,2016-06-16,TomTom N.V.,"PDT Partners, LLC",archive
NL0000387058,0.72,2016-06-16,TomTom N.V.,"WorldQuant, LLC",archive
LU0569974404,3.45,2016-06-15,Aperam S.A.,Adage Capital Management L.P.,archive
NL0010273215,0.5,2016-06-15,ASML Holding N.V.,"AQR Capital Management, LLC",archive
NL0010776944,0.7,2016-06-15,Brunel International N.V.,BlackRock Investment Management (UK) Limited,archive
BE0003818359,0.5,2016-06-15,Galapagos NV,Millennium International Management LP,archive
NL0000337319,0.52,2016-06-15,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",archive
LU0569974404,3.51,2016-06-14,Aperam S.A.,Adage Capital Management L.P.,archive
NL0000352565,0.71,2016-06-14,Fugro N.V.,BlackRock Investment Management (UK) Limited,archive
LU0569974404,3.75,2016-06-13,Aperam S.A.,Adage Capital Management L.P.,archive
LU0323134006,1.09,2016-06-13,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0006237562,0.62,2016-06-13,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000337319,0.6,2016-06-13,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000387058,0.6,2016-06-13,TomTom N.V.,"WorldQuant, LLC",archive
LU0569974404,3.87,2016-06-10,Aperam S.A.,Adage Capital Management L.P.,archive
NL0010672325,0.39,2016-06-10,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000352565,0.86,2016-06-10,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
NL0000387058,0.54,2016-06-10,TomTom N.V.,"WorldQuant, LLC",archive
LU0569974404,4.02,2016-06-09,Aperam S.A.,Adage Capital Management L.P.,archive
NL0010583399,0.5,2016-06-09,Corbion N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,1.1,2016-06-09,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0000360618,1.46,2016-06-09,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
NL0000337319,0.6,2016-06-09,Koninklijke BAM Groep N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000352565,0.78,2016-06-09,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
NL0000387058,0.58,2016-06-08,TomTom N.V.,AHL Partners LLP,archive
NL0006237562,0.52,2016-06-08,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000337319,0.51,2016-06-07,Koninklijke BAM Groep N.V.,AHL Partners LLP,archive
NL0000009082,0.41,2016-06-07,Koninklijke KPN N.V.,Citadel Europe LLP,archive
NL0000337319,0.51,2016-06-07,Koninklijke BAM Groep N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000337319,0.59,2016-06-07,Koninklijke BAM Groep N.V.,Linden Advisors LP,archive
NL0000360618,0.44,2016-06-07,SBM Offshore N.V.,"Sophos Capital Management, L.P.",archive
NL0000387058,0.46,2016-06-07,TomTom N.V.,"WorldQuant, LLC",archive
NL0010672325,0.81,2016-06-06,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0000337319,0.54,2016-06-06,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000387058,0.8,2016-06-06,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,archive
NL0000352565,1.19,2016-06-06,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.56,2016-06-06,SBM Offshore N.V.,"Sophos Capital Management, L.P.",archive
NL0000352565,0.86,2016-06-06,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
NL0000352565,1.29,2016-06-03,Fugro N.V.,"AQR Capital Management, LLC",archive
BE0003818359,0.49,2016-06-03,Galapagos NV,Marshall Wace LLP,archive
NL0009739416,0.47,2016-06-03,PostNL N.V.,Oxford Asset Management,archive
NL0000360618,0.74,2016-06-03,SBM Offshore N.V.,"Sophos Capital Management, L.P.",archive
NL0000387058,0.6,2016-06-02,TomTom N.V.,AHL Partners LLP,archive
NL0010776944,0.62,2016-06-02,Brunel International N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,1.57,2016-06-02,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
NL0010672325,0.59,2016-06-02,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000352565,0.71,2016-06-02,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
LU0569974404,1.1,2016-06-01,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0009739416,0.57,2016-06-01,PostNL N.V.,Oxford Asset Management,archive
NL0000352565,0.63,2016-06-01,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
NL0000387058,0.58,2016-05-31,TomTom N.V.,AHL Partners LLP,archive
LU0569974404,0.51,2016-05-31,Aperam S.A.,"Basso Capital Management, L.P",archive
NL0000009082,0.58,2016-05-31,Koninklijke KPN N.V.,Citadel Europe LLP,archive
NL0010672325,0.67,2016-05-31,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000289213,0.69,2016-05-30,Wereldhave N.V.,Capital Fund Management S.A.,archive
NL0000352565,1.28,2016-05-30,Fugro N.V.,Marshall Wace LLP,archive
NL0009739416,0.68,2016-05-26,PostNL N.V.,Oxford Asset Management,archive
NL0000360618,2.72,2016-05-25,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
LU0569974404,0.55,2016-05-25,Aperam S.A.,BNP Paribas S.A.,archive
BE0003818359,0.48,2016-05-25,Galapagos NV,Millennium International Management LP,archive
LU0569974404,0.65,2016-05-24,Aperam S.A.,BNP Paribas S.A.,archive
NL0000360618,1.69,2016-05-24,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
NL0010672325,0.78,2016-05-24,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0010672325,0.7,2016-05-23,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0000387058,0.52,2016-05-23,TomTom N.V.,"WorldQuant, LLC",archive
NL0010776944,0.5,2016-05-20,Brunel International N.V.,BlackRock Investment Management (UK) Limited,archive
NL0010672325,0.84,2016-05-20,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000352565,1.39,2016-05-20,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.56,2016-05-20,Galapagos NV,Millennium International Management LP,archive
NL0000387058,0.49,2016-05-20,TomTom N.V.,"WorldQuant, LLC",archive
NL0000009082,0.6,2016-05-19,Koninklijke KPN N.V.,"AQR Capital Management, LLC",archive
NL0000009082,0.6,2016-05-19,Koninklijke KPN N.V.,Citadel Europe LLP,archive
BE0003818359,0.49,2016-05-19,Galapagos NV,Millennium International Management LP,archive
LU0323134006,0.67,2016-05-19,ArcelorMittal S.A.,Odey Asset Management LLP,archive
NL0000289213,0.7,2016-05-18,Wereldhave N.V.,Capital Fund Management S.A.,archive
NL0010672325,0.99,2016-05-18,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000352565,1.48,2016-05-18,Fugro N.V.,Marshall Wace LLP,archive
NL0010672325,1.12,2016-05-18,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
NL0000852564,0.7,2016-05-17,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000888691,0.48,2016-05-17,AMG Critical Materials N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,1.58,2016-05-17,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.94,2016-05-16,SBM Offshore N.V.,"Sophos Capital Management, L.P.",archive
NL0000387058,0.5,2016-05-16,TomTom N.V.,"WorldQuant, LLC",archive
LU0569974404,4.19,2016-05-13,Aperam S.A.,Adage Capital Management L.P.,archive
NL0000360618,2.6,2016-05-13,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0009739416,0.79,2016-05-13,PostNL N.V.,Oxford Asset Management,archive
LU0569974404,4.26,2016-05-12,Aperam S.A.,Adage Capital Management L.P.,archive
NL0000888691,0.57,2016-05-12,AMG Critical Materials N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000289213,0.45,2016-05-12,Wereldhave N.V.,Marshall Wace LLP,archive
BE0003818359,0.6,2016-05-12,Galapagos NV,Oxford Asset Management,archive
NL0000360618,0.48,2016-05-12,SBM Offshore N.V.,"WorldQuant, LLC",archive
NL0000387058,0.64,2016-05-11,TomTom N.V.,AHL Partners LLP,archive
LU0323134006,0.89,2016-05-11,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0000852564,0.6,2016-05-11,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000888691,0.64,2016-05-11,AMG Critical Materials N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000387058,0.0,2016-05-11,TomTom N.V.,Man Investments Limited,archive
NL0000289213,0.5,2016-05-11,Wereldhave N.V.,Marshall Wace LLP,archive
NL0000387058,0.48,2016-05-11,TomTom N.V.,"WorldQuant, LLC",archive
LU0569974404,1.0,2016-05-10,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0009432491,0.49,2016-05-10,Koninklijke Vopak N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,0.59,2016-05-10,SBM Offshore N.V.,"WorldQuant, LLC",archive
LU0569974404,0.98,2016-05-09,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0000009082,0.59,2016-05-09,Koninklijke KPN N.V.,"AQR Capital Management, LLC",archive
LU0569974404,0.56,2016-05-09,Aperam S.A.,BNP Paribas S.A.,archive
NL0009739416,0.8,2016-05-09,PostNL N.V.,Oxford Asset Management,archive
NL0010672325,0.6,2016-05-06,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0000009082,0.6,2016-05-06,Koninklijke KPN N.V.,"AQR Capital Management, LLC",archive
NL0000852564,0.5,2016-05-06,Aalberts N.V.,BlackRock Investment Management (UK) Limited,archive
LU0569974404,0.6,2016-05-06,Aperam S.A.,BNP Paribas S.A.,archive
NL0000360618,1.01,2016-05-06,SBM Offshore N.V.,Capital Fund Management S.A.,archive
LU0569974404,1.0,2016-05-05,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0009432491,0.5,2016-05-05,Koninklijke Vopak N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000387058,0.5,2016-05-05,TomTom N.V.,Man Investments Limited,archive
NL0000387058,0.5,2016-05-05,TomTom N.V.,"WorldQuant, LLC",archive
NL0000888691,0.77,2016-05-04,AMG Critical Materials N.V.,BlackRock Investment Management (UK) Limited,archive
NL0009739416,0.7,2016-05-04,PostNL N.V.,Capital Fund Management S.A.,archive
NL0000289213,0.6,2016-05-04,Wereldhave N.V.,Capital Fund Management S.A.,archive
NL0000009082,0.51,2016-05-03,Koninklijke KPN N.V.,Citadel Europe LLP,archive
NL0000360618,0.6,2016-05-03,SBM Offshore N.V.,Oxford Asset Management,archive
NL0000360618,0.6,2016-05-03,SBM Offshore N.V.,"WorldQuant, LLC",archive
NL0000360618,2.5,2016-05-02,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0000352565,1.6,2016-05-02,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.5,2016-05-02,Galapagos NV,Marshall Wace LLP,archive
NL0000289213,0.6,2016-05-02,Wereldhave N.V.,Marshall Wace LLP,archive
NL0000009082,0.48,2016-04-29,Koninklijke KPN N.V.,Citadel Europe LLP,archive
LU0323134006,0.64,2016-04-28,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0006237562,0.49,2016-04-28,ARCADIS N.V.,Canada Pension Plan Investment Board,archive
NL0009739416,0.69,2016-04-28,PostNL N.V.,Capital Fund Management S.A.,archive
NL0000352565,1.52,2016-04-28,Fugro N.V.,Marshall Wace LLP,archive
LU0323134006,0.52,2016-04-28,ArcelorMittal S.A.,Odey Asset Management LLP,archive
LU0569974404,0.56,2016-04-27,Aperam S.A.,BNP Paribas S.A.,archive
NL0000352565,1.44,2016-04-27,Fugro N.V.,Marshall Wace LLP,archive
NL0000352565,1.32,2016-04-25,Fugro N.V.,Marshall Wace LLP,archive
NL0000352565,1.38,2016-04-22,Fugro N.V.,"AQR Capital Management, LLC",archive
NL0000009082,0.53,2016-04-21,Koninklijke KPN N.V.,Citadel Europe LLP,archive
NL0009432491,0.49,2016-04-21,Koninklijke Vopak N.V.,"GAM Investment Management (Switzerland) AG, Zurich",archive
LU0323134006,0.61,2016-04-21,ArcelorMittal S.A.,Odey Asset Management LLP,archive
LU0569974404,0.5,2016-04-21,Aperam S.A.,Polar Asset Management Partners Inc.,archive
NL0000360618,0.59,2016-04-21,SBM Offshore N.V.,"WorldQuant, LLC",archive
NL0000352565,1.26,2016-04-20,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.59,2016-04-20,Galapagos NV,Oxford Asset Management,archive
NL0000360618,0.83,2016-04-19,SBM Offshore N.V.,AKO Capital LLP,archive
BE0003818359,0.5,2016-04-19,Galapagos NV,Millennium International Management LP,archive
LU0323134006,0.54,2016-04-19,ArcelorMittal S.A.,Odey Asset Management LLP,archive
NL0000360618,0.93,2016-04-18,SBM Offshore N.V.,AKO Capital LLP,archive
NL0011495189,0.46,2016-04-18,Alumexx N.V.,Better Options LLP,archive
NL0000337319,0.49,2016-04-18,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
LU0569974404,0.49,2016-04-18,Aperam S.A.,BNP Paribas S.A.,archive
NL0000352565,1.11,2016-04-18,Fugro N.V.,Marshall Wace LLP,archive
NL0000289213,0.51,2016-04-18,Wereldhave N.V.,Marshall Wace LLP,archive
NL0009739416,0.79,2016-04-18,PostNL N.V.,Oxford Asset Management,archive
NL0000360618,2.4,2016-04-15,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0011495189,0.55,2016-04-15,Alumexx N.V.,Better Options LLP,archive
NL0000352565,0.98,2016-04-15,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.47,2016-04-15,SBM Offshore N.V.,Marshall Wace LLP,archive
BE0003818359,0.49,2016-04-15,Galapagos NV,Millennium International Management LP,archive
NL0000352565,0.44,2016-04-15,Fugro N.V.,TT International,archive
NL0010672325,0.51,2016-04-14,Koninklijke Ahold Delhaize N.V.,Carlson Capital UK LLP,archive
NL0000352565,1.09,2016-04-14,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.5,2016-04-14,Galapagos NV,Millennium International Management LP,archive
NL0000337319,0.51,2016-04-13,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,0.46,2016-04-13,SBM Offshore N.V.,Man Investments Limited,archive
NL0000352565,1.23,2016-04-13,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.55,2016-04-13,SBM Offshore N.V.,Marshall Wace LLP,archive
LU0323134006,0.62,2016-04-13,ArcelorMittal S.A.,Odey Asset Management LLP,archive
LU0323134006,0.51,2016-04-13,ArcelorMittal S.A.,UBS Asset Management (UK) Ltd.,archive
NL0000352565,1.33,2016-04-12,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.64,2016-04-12,SBM Offshore N.V.,"WorldQuant, LLC",archive
NL0000352565,1.44,2016-04-11,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.6,2016-04-11,SBM Offshore N.V.,Marshall Wace LLP,archive
NL0000337319,0.49,2016-04-08,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,0.91,2016-04-08,SBM Offshore N.V.,Capital Fund Management S.A.,archive
LU0569974404,0.6,2016-04-08,Aperam S.A.,CQS (UK) LLP,archive
LU0323134006,0.0,2016-04-08,ArcelorMittal S.A.,Jane Street Group LLC,archive
LU0323134006,0.29,2016-04-08,ArcelorMittal S.A.,Marshall Wace LLP,archive
NL0000352565,1.55,2016-04-08,Fugro N.V.,Marshall Wace LLP,archive
LU0323134006,0.84,2016-04-08,ArcelorMittal S.A.,Odey Asset Management LLP,archive
LU0323134006,0.2,2016-04-08,ArcelorMittal S.A.,Quartys Limited,archive
NL0000852523,0.93,2016-04-07,TKH Group N.V.,AKO Capital LLP,archive
LU0323134006,0.59,2016-04-07,ArcelorMittal S.A.,Jane Street Group LLC,archive
NL0000360618,0.5,2016-04-07,SBM Offshore N.V.,Man Investments Limited,archive
NL0000352565,1.77,2016-04-07,Fugro N.V.,Marshall Wace LLP,archive
LU0569974404,4.69,2016-04-06,Aperam S.A.,Adage Capital Management L.P.,archive
NL0000360618,1.07,2016-04-06,SBM Offshore N.V.,AKO Capital LLP,archive
NL0000852523,1.03,2016-04-06,TKH Group N.V.,AKO Capital LLP,archive
NL0000352565,1.48,2016-04-06,Fugro N.V.,"AQR Capital Management, LLC",archive
LU0569974404,0.58,2016-04-06,Aperam S.A.,CQS (UK) LLP,archive
LU0323134006,0.9,2016-04-06,ArcelorMittal S.A.,Quartys Limited,archive
LU0323134006,0.0,2016-04-06,ArcelorMittal S.A.,Susquehanna International Holdings LLC,archive
