isin,position_holder,position_date,issuer_name,net_short_position,source
NL0000226223,BNP Paribas S.A.,2020-08-13,STMicroelectronics N.V.,1.52,archive
NL0010391025,Citadel Advisors LLC,2020-08-13,Pharming Group N.V.,0.79,archive
NL0000352565,HBK Investments LP,2020-08-13,Fugro N.V.,0.94,archive
NL0000888691,JPMorgan Asset Management (UK) Ltd.,2020-08-13,AMG Critical Materials N.V.,1.37,archive
NL0013332471,JPMorgan Asset Management (UK) Ltd.,2020-08-13,TomTom N.V.,0.47,archive
NL0011279492,Marshall Wace LLP,2020-08-13,Flow Traders Ltd.,0.68,archive
NL0000352565,Marshall Wace LLP,2020-08-13,Fugro N.V.,1.07,archive
BE0003818359,Marshall Wace LLP,2020-08-13,Galapagos NV,0.69,archive
NL0000303709,"Samlyn Capital, LLC",2020-08-13,AEGON Ltd.,0.49,archive
NL0010391025,"WorldQuant, LLC",2020-08-13,Pharming Group N.V.,0.57,archive
NL0000226223,BNP Paribas S.A.,2020-08-12,STMicroelectronics N.V.,1.46,archive
NL0000888691,Canada Pension Plan Investment Board,2020-08-12,AMG Critical Materials N.V.,0.7,archive
NL0000888691,Capital Fund Management S.A.,2020-08-12,AMG Critical Materials N.V.,1.13,archive
NL0000337319,GSA Capital Partners LLP,2020-08-12,Koninklijke BAM Groep N.V.,0.5,archive
NL0000352565,HBK Investments LP,2020-08-12,Fugro N.V.,0.84,archive
NL0000888691,JPMorgan Asset Management (UK) Ltd.,2020-08-12,AMG Critical Materials N.V.,1.46,archive
NL0000360618,Marshall Wace LLP,2020-08-12,SBM Offshore N.V.,1.29,archive
FR0013326246,Marshall Wace LLP,2020-08-12,Unibail-Rodamco-Westfield SE,1.03,archive
NL0000352565,Susquehanna International Securities Limited,2020-08-12,Fugro N.V.,0.71,archive
NL0010391025,Voleon Capital Management LP,2020-08-12,Pharming Group N.V.,0.72,archive
NL0010391025,"WorldQuant, LLC",2020-08-12,Pharming Group N.V.,0.64,archive
NL0000226223,BNP Paribas S.A.,2020-08-11,STMicroelectronics N.V.,1.36,archive
NL0010391025,Citadel Advisors LLC,2020-08-11,Pharming Group N.V.,0.81,archive
LU0569974404,Citadel Europe LLP,2020-08-11,Aperam S.A.,0.89,archive
NL0000352565,HBK Investments LP,2020-08-11,Fugro N.V.,0.78,archive
NL0000352565,Marshall Wace LLP,2020-08-11,Fugro N.V.,1.13,archive
FR0013326246,Marshall Wace LLP,2020-08-11,Unibail-Rodamco-Westfield SE,0.99,archive
FR0013326246,"Samlyn Capital, LLC",2020-08-11,Unibail-Rodamco-Westfield SE,0.58,archive
NL0000352565,Susquehanna International Securities Limited,2020-08-11,Fugro N.V.,0.68,archive
NL0000888691,Systematica Investments Limited,2020-08-11,AMG Critical Materials N.V.,1.29,archive
NL0000352565,Systematica Investments Limited,2020-08-11,Fugro N.V.,1.2,archive
NL0010391025,"WorldQuant, LLC",2020-08-11,Pharming Group N.V.,0.72,archive
NL0000360618,"AQR Capital Management, LLC",2020-08-10,SBM Offshore N.V.,1.99,archive
NL0010391025,Citadel Advisors LLC,2020-08-10,Pharming Group N.V.,0.77,archive
FR0013326246,D1 Capital Partners LP,2020-08-10,Unibail-Rodamco-Westfield SE,4.6,archive
NL0000352565,Marshall Wace LLP,2020-08-10,Fugro N.V.,1.28,archive
NL0000352565,Susquehanna International Securities Limited,2020-08-10,Fugro N.V.,0.79,archive
NL0010391025,Voleon Capital Management LP,2020-08-10,Pharming Group N.V.,0.67,archive
FR0013326246,Adelphi Capital LLP,2020-08-07,Unibail-Rodamco-Westfield SE,0.52,archive
NL0000888691,Capital Fund Management S.A.,2020-08-07,AMG Critical Materials N.V.,1.0,archive
LU0569974404,Citadel Advisors LLC,2020-08-07,Aperam S.A.,0.71,archive
NL0011872650,Citadel Advisors LLC,2020-08-07,Basic-Fit N.V.,0.48,archive
NL0000337319,Citadel Advisors LLC,2020-08-07,Koninklijke BAM Groep N.V.,0.99,archive
NL0010391025,Citadel Advisors LLC,2020-08-07,Pharming Group N.V.,0.84,archive
NL0011821392,Millennium Capital Partners LLP,2020-08-07,Signify N.V.,0.5,archive
NL0000303709,"Samlyn Capital, LLC",2020-08-07,AEGON Ltd.,0.58,archive
FR0013326246,Tiger Global Management LLC,2020-08-07,Unibail-Rodamco-Westfield SE,0.85,archive
NL0000289213,Wellington Management Company LLP,2020-08-07,Wereldhave N.V.,0.6,archive
NL0010391025,"WorldQuant, LLC",2020-08-07,Pharming Group N.V.,0.87,archive
NL0000226223,BNP Paribas S.A.,2020-08-06,STMicroelectronics N.V.,1.44,archive
LU0569974404,Citadel Advisors LLC,2020-08-06,Aperam S.A.,0.69,archive
NL0000352565,Marshall Wace LLP,2020-08-06,Fugro N.V.,1.39,archive
FR0013326246,Marshall Wace LLP,2020-08-06,Unibail-Rodamco-Westfield SE,1.08,archive
NL0000289213,Parian GP LLC,2020-08-06,Wereldhave N.V.,0.8,archive
FR0013326246,Pictet Asset Management S.A.,2020-08-06,Unibail-Rodamco-Westfield SE,0.51,archive
NL0000303709,"Samlyn Capital, LLC",2020-08-06,AEGON Ltd.,0.62,archive
FR0013326246,"Samlyn Capital, LLC",2020-08-06,Unibail-Rodamco-Westfield SE,0.6,archive
NL0000289213,Toscafund Asset Management LLP,2020-08-06,Wereldhave N.V.,1.65,archive
NL0000852564,Voleon Capital Management LP,2020-08-06,Aalberts N.V.,0.48,archive
NL0010391025,"WorldQuant, LLC",2020-08-06,Pharming Group N.V.,0.95,archive
LU0569974404,Citadel Advisors LLC,2020-08-05,Aperam S.A.,0.7,archive
FR0013326246,D1 Capital Partners LP,2020-08-05,Unibail-Rodamco-Westfield SE,4.5,archive
NL0011279492,Marshall Wace LLP,2020-08-05,Flow Traders Ltd.,0.79,archive
NL0000352565,Marshall Wace LLP,2020-08-05,Fugro N.V.,1.46,archive
FR0013326246,Marshall Wace LLP,2020-08-05,Unibail-Rodamco-Westfield SE,1.11,archive
NL0006237562,SFM UK Management LLP,2020-08-05,ARCADIS N.V.,0.5,archive
NL0000337319,"WorldQuant, LLC",2020-08-05,Koninklijke BAM Groep N.V.,1.67,archive
NL0010391025,"WorldQuant, LLC",2020-08-05,Pharming Group N.V.,1.02,archive
NL0011872650,Citadel Advisors LLC,2020-08-04,Basic-Fit N.V.,0.55,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2020-08-04,Wereldhave N.V.,0.99,archive
FR0013326246,D1 Capital Partners LP,2020-08-04,Unibail-Rodamco-Westfield SE,4.29,archive
NL0000352565,Marshall Wace LLP,2020-08-04,Fugro N.V.,1.51,archive
NL0000352565,Susquehanna International Securities Limited,2020-08-04,Fugro N.V.,0.8,archive
NL0000352565,Voleon Capital Management LP,2020-08-04,Fugro N.V.,1.33,archive
NL0010391025,"WorldQuant, LLC",2020-08-04,Pharming Group N.V.,0.97,archive
NL0010391025,Citadel Advisors LLC,2020-08-03,Pharming Group N.V.,0.99,archive
FR0013326246,D1 Capital Partners LP,2020-08-03,Unibail-Rodamco-Westfield SE,4.13,archive
NL0013332471,JPMorgan Asset Management (UK) Ltd.,2020-08-03,TomTom N.V.,0.5,archive
FR0013326246,Kintbury Capital LLP,2020-08-03,Unibail-Rodamco-Westfield SE,0.68,archive
NL0006237562,Marshall Wace LLP,2020-08-03,ARCADIS N.V.,2.4,archive
NL0011279492,Marshall Wace LLP,2020-08-03,Flow Traders Ltd.,0.82,archive
NL0000352565,Marshall Wace LLP,2020-08-03,Fugro N.V.,1.63,archive
FR0013326246,"Maverick Capital, Ltd.",2020-08-03,Unibail-Rodamco-Westfield SE,1.7,archive
NL0000289213,Parian GP LLC,2020-08-03,Wereldhave N.V.,0.64,archive
FR0013326246,"Samlyn Capital, LLC",2020-08-03,Unibail-Rodamco-Westfield SE,0.57,archive
NL0006237562,SFM UK Management LLP,2020-08-03,ARCADIS N.V.,0.69,archive
NL0000352565,Susquehanna International Securities Limited,2020-08-03,Fugro N.V.,0.77,archive
NL0000352565,Systematica Investments Limited,2020-08-03,Fugro N.V.,1.1,archive
FR0013326246,Viking Global Investors LP,2020-08-03,Unibail-Rodamco-Westfield SE,0.86,archive
NL0000352565,Voleon Capital Management LP,2020-08-03,Fugro N.V.,1.15,archive
NL0010391025,Voleon Capital Management LP,2020-08-03,Pharming Group N.V.,0.53,archive
NL0010391025,"WorldQuant, LLC",2020-08-03,Pharming Group N.V.,0.79,archive
FR0013326246,D1 Capital Partners LP,2020-07-31,Unibail-Rodamco-Westfield SE,4.06,archive
FR0013326246,Lone Pine Capital LLC,2020-07-31,Unibail-Rodamco-Westfield SE,1.39,archive
NL0011279492,Marshall Wace LLP,2020-07-31,Flow Traders Ltd.,0.98,archive
NL0000352565,Marshall Wace LLP,2020-07-31,Fugro N.V.,1.73,archive
BE0003818359,Marshall Wace LLP,2020-07-31,Galapagos NV,0.78,archive
NL0000226223,Sculptor Capital Management Europe Limited,2020-07-31,STMicroelectronics N.V.,0.8,archive
NL0000352565,TFG Asset Management UK LLP,2020-07-31,Fugro N.V.,0.8,archive
NL0000352565,Voleon Capital Management LP,2020-07-31,Fugro N.V.,1.09,archive
NL0010391025,Woodline Partners,2020-07-31,Pharming Group N.V.,0.87,archive
NL0000337319,"WorldQuant, LLC",2020-07-31,Koninklijke BAM Groep N.V.,1.78,archive
NL0010391025,"WorldQuant, LLC",2020-07-31,Pharming Group N.V.,0.63,archive
LU0569974404,Citadel Advisors LLC,2020-07-30,Aperam S.A.,0.6,archive
NL0010391025,Citadel Advisors LLC,2020-07-30,Pharming Group N.V.,1.03,archive
NL0010391025,Linden Advisors LP,2020-07-30,Pharming Group N.V.,1.05,archive
NL0000352565,Marshall Wace LLP,2020-07-30,Fugro N.V.,1.81,archive
BE0003818359,Marshall Wace LLP,2020-07-30,Galapagos NV,0.84,archive
FR0013326246,Marshall Wace LLP,2020-07-30,Unibail-Rodamco-Westfield SE,1.0,archive
FR0013326246,"Maverick Capital, Ltd.",2020-07-30,Unibail-Rodamco-Westfield SE,1.59,archive
NL0000226223,Sculptor Capital Management Europe Limited,2020-07-30,STMicroelectronics N.V.,0.76,archive
NL0000352565,TFG Asset Management UK LLP,2020-07-30,Fugro N.V.,0.79,archive
NL0000352565,The Mangrove Partners Master Fund Limited,2020-07-30,Fugro N.V.,0.38,archive
FR0013326246,Viking Global Investors LP,2020-07-30,Unibail-Rodamco-Westfield SE,0.94,archive
NL0000352565,Voleon Capital Management LP,2020-07-30,Fugro N.V.,0.93,archive
NL0010391025,Woodline Partners,2020-07-30,Pharming Group N.V.,0.79,archive
FR0013326246,"Woodson Capital Master Fund, LP",2020-07-30,Unibail-Rodamco-Westfield SE,0.95,archive
LU0569974404,Citadel Advisors LLC,2020-07-29,Aperam S.A.,0.58,archive
NL0010391025,Citadel Advisors LLC,2020-07-29,Pharming Group N.V.,0.9,archive
NL0012866412,Citadel Europe LLP,2020-07-29,BE Semiconductor Industries N.V.,2.08,archive
FR0013326246,D1 Capital Partners LP,2020-07-29,Unibail-Rodamco-Westfield SE,3.96,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2020-07-29,BE Semiconductor Industries N.V.,1.02,archive
NL0000352565,GSA Capital Partners LLP,2020-07-29,Fugro N.V.,0.26,archive
NL0000337319,GSA Capital Partners LLP,2020-07-29,Koninklijke BAM Groep N.V.,0.47,archive
NL0000337319,"Lucerne Capital Management, L.P.",2020-07-29,Koninklijke BAM Groep N.V.,0.5,archive
NL0000352565,Marshall Wace LLP,2020-07-29,Fugro N.V.,1.95,archive
NL0000337319,Marshall Wace LLP,2020-07-29,Koninklijke BAM Groep N.V.,1.0,archive
FR0013326246,"Maverick Capital, Ltd.",2020-07-29,Unibail-Rodamco-Westfield SE,1.16,archive
NL0000226223,Sculptor Capital Management Europe Limited,2020-07-29,STMicroelectronics N.V.,0.55,archive
NL0000352565,Susquehanna International Securities Limited,2020-07-29,Fugro N.V.,0.86,archive
NL0000852564,Voleon Capital Management LP,2020-07-29,Aalberts N.V.,0.5,archive
NL0000352565,Voleon Capital Management LP,2020-07-29,Fugro N.V.,0.89,archive
NL0011279492,Marshall Wace LLP,2020-07-28,Flow Traders Ltd.,1.18,archive
BE0003818359,Marshall Wace LLP,2020-07-28,Galapagos NV,0.9,archive
NL0000352565,Voleon Capital Management LP,2020-07-28,Fugro N.V.,0.72,archive
NL0000337319,HBK Investments LP,2020-07-27,Koninklijke BAM Groep N.V.,0.61,archive
NL0000352565,Voleon Capital Management LP,2020-07-27,Fugro N.V.,0.5,archive
NL0010391025,Woodline Partners,2020-07-27,Pharming Group N.V.,0.6,archive
NL0000289213,"Athanor Capital, LP",2020-07-24,Wereldhave N.V.,1.2,archive
NL0000226223,BNP Paribas S.A.,2020-07-24,STMicroelectronics N.V.,0.53,archive
NL0010391025,Citadel Advisors LLC,2020-07-24,Pharming Group N.V.,0.81,archive
NL0000352565,GSA Capital Partners LLP,2020-07-24,Fugro N.V.,0.72,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-07-24,Fugro N.V.,0.25,archive
NL0000352565,Systematica Investments Limited,2020-07-24,Fugro N.V.,1.0,archive
NL0000337319,"WorldQuant, LLC",2020-07-24,Koninklijke BAM Groep N.V.,1.82,archive
NL0010558797,"AQR Capital Management, LLC",2020-07-23,OCI N.V.,1.69,archive
NL0000888691,Capital Fund Management S.A.,2020-07-23,AMG Critical Materials N.V.,0.92,archive
NL0012169213,Cigogne Management S.A.,2020-07-23,Qiagen N.V.,0.53,archive
LU0569974404,Citadel Advisors LLC,2020-07-23,Aperam S.A.,0.62,archive
LU0569974404,Citadel Europe LLP,2020-07-23,Aperam S.A.,0.96,archive
NL0011279492,Marshall Wace LLP,2020-07-23,Flow Traders Ltd.,1.29,archive
NL0000289213,Parian GP LLC,2020-07-23,Wereldhave N.V.,0.54,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-07-23,Fugro N.V.,0.55,archive
NL0010558797,"AQR Capital Management, LLC",2020-07-22,OCI N.V.,1.7,archive
NL0000360618,"AQR Capital Management, LLC",2020-07-22,SBM Offshore N.V.,2.09,archive
NL0000289213,"Athanor Capital, LP",2020-07-22,Wereldhave N.V.,1.12,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-07-22,Fugro N.V.,0.66,archive
NL0000352565,The Mangrove Partners Master Fund Limited,2020-07-22,Fugro N.V.,0.79,archive
NL0000352565,Whitebox Advisors LLC,2020-07-22,Fugro N.V.,2.9,archive
NL0010558797,"AQR Capital Management, LLC",2020-07-21,OCI N.V.,1.69,archive
NL0000888691,Capital Fund Management S.A.,2020-07-21,AMG Critical Materials N.V.,0.8,archive
BE0003818359,Citadel Advisors LLC,2020-07-21,Galapagos NV,0.5,archive
FR0013326246,D1 Capital Partners LP,2020-07-21,Unibail-Rodamco-Westfield SE,3.84,archive
NL0000337319,HBK Investments LP,2020-07-21,Koninklijke BAM Groep N.V.,0.56,archive
NL0000352565,Marshall Wace LLP,2020-07-21,Fugro N.V.,2.27,archive
NL0000360618,Marshall Wace LLP,2020-07-21,SBM Offshore N.V.,1.39,archive
FR0013326246,Marshall Wace LLP,2020-07-21,Unibail-Rodamco-Westfield SE,0.96,archive
NL0000352565,Whitebox Advisors LLC,2020-07-21,Fugro N.V.,2.8,archive
NL0000888691,Capital Fund Management S.A.,2020-07-20,AMG Critical Materials N.V.,0.74,archive
BE0003818359,Citadel Advisors LLC,2020-07-20,Galapagos NV,0.49,archive
NL0010391025,Citadel Advisors LLC,2020-07-20,Pharming Group N.V.,0.79,archive
NL0000352565,Marshall Wace LLP,2020-07-20,Fugro N.V.,2.35,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-07-20,Fugro N.V.,0.71,archive
NL0000352565,Whitebox Advisors LLC,2020-07-20,Fugro N.V.,2.74,archive
NL0010391025,Woodline Partners,2020-07-20,Pharming Group N.V.,0.51,archive
NL0000337319,"WorldQuant, LLC",2020-07-20,Koninklijke BAM Groep N.V.,1.71,archive
NL0000888691,Capital Fund Management S.A.,2020-07-17,AMG Critical Materials N.V.,0.66,archive
NL0000337319,Citadel Advisors LLC,2020-07-17,Koninklijke BAM Groep N.V.,1.08,archive
NL0000288876,Clearance Capital Limited,2020-07-17,Eurocommercial Properties N.V.,0.43,archive
NL0000352565,GSA Capital Partners LLP,2020-07-17,Fugro N.V.,0.65,archive
NL0000337319,HBK Investments LP,2020-07-17,Koninklijke BAM Groep N.V.,0.8,archive
NL0000352565,Marshall Wace LLP,2020-07-17,Fugro N.V.,2.41,archive
NL0000289213,Toscafund Asset Management LLP,2020-07-17,Wereldhave N.V.,1.52,archive
NL0000352565,Whitebox Advisors LLC,2020-07-17,Fugro N.V.,2.37,archive
NL0010558797,"AQR Capital Management, LLC",2020-07-16,OCI N.V.,1.7,archive
NL0000888691,Capital Fund Management S.A.,2020-07-16,AMG Critical Materials N.V.,0.56,archive
NL0011872650,Citadel Advisors LLC,2020-07-16,Basic-Fit N.V.,0.47,archive
NL0000352565,Marshall Wace LLP,2020-07-16,Fugro N.V.,2.53,archive
NL0010391025,Pictet Asset Management Limited,2020-07-16,Pharming Group N.V.,0.93,archive
NL0000352565,Whitebox Advisors LLC,2020-07-16,Fugro N.V.,1.69,archive
NL0010558797,"AQR Capital Management, LLC",2020-07-15,OCI N.V.,1.69,archive
NL0011279492,Marshall Wace LLP,2020-07-15,Flow Traders Ltd.,1.39,archive
NL0000337319,Marshall Wace LLP,2020-07-15,Koninklijke BAM Groep N.V.,0.96,archive
NL0011821392,Millennium Capital Partners LLP,2020-07-15,Signify N.V.,0.37,archive
NL0000289213,Toscafund Asset Management LLP,2020-07-15,Wereldhave N.V.,1.39,archive
NL0000352565,Whitebox Advisors LLC,2020-07-15,Fugro N.V.,1.59,archive
NL0010391025,Citadel Advisors LLC,2020-07-14,Pharming Group N.V.,0.84,archive
NL0000352565,HBK Investments LP,2020-07-14,Fugro N.V.,0.82,archive
NL0000352565,Marshall Wace LLP,2020-07-14,Fugro N.V.,2.67,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-07-14,Fugro N.V.,1.0,archive
NL0000352565,Whitebox Advisors LLC,2020-07-14,Fugro N.V.,1.46,archive
NL0000337319,Citadel Advisors LLC,2020-07-13,Koninklijke BAM Groep N.V.,1.11,archive
LU0569974404,Citadel Europe LLP,2020-07-13,Aperam S.A.,0.83,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-07-13,Galapagos NV,0.79,archive
NL0000352565,HBK Investments LP,2020-07-13,Fugro N.V.,0.74,archive
FR0013326246,Kintbury Capital LLP,2020-07-13,Unibail-Rodamco-Westfield SE,0.59,archive
NL0000352565,Marshall Wace LLP,2020-07-13,Fugro N.V.,3.07,archive
NL0000337319,Marshall Wace LLP,2020-07-13,Koninklijke BAM Groep N.V.,0.88,archive
FR0013326246,Marshall Wace LLP,2020-07-13,Unibail-Rodamco-Westfield SE,1.03,archive
NL0000888691,Susquehanna International Securities Limited,2020-07-13,AMG Critical Materials N.V.,0.35,archive
NL0000888691,Systematica Investments Limited,2020-07-13,AMG Critical Materials N.V.,1.3,archive
NL0010558797,"AQR Capital Management, LLC",2020-07-10,OCI N.V.,1.7,archive
LU0569974404,Citadel Advisors LLC,2020-07-10,Aperam S.A.,0.5,archive
NL0011872650,Citadel Advisors LLC,2020-07-10,Basic-Fit N.V.,0.51,archive
NL0000337319,Citadel Advisors LLC,2020-07-10,Koninklijke BAM Groep N.V.,1.09,archive
NL0000288876,Clearance Capital Limited,2020-07-10,Eurocommercial Properties N.V.,0.5,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-07-10,Galapagos NV,0.8,archive
NL0000352565,HBK Investments LP,2020-07-10,Fugro N.V.,0.64,archive
NL0000337319,HBK Investments LP,2020-07-10,Koninklijke BAM Groep N.V.,0.79,archive
NL0011660485,JPMorgan Asset Management (UK) Ltd.,2020-07-10,Sif Holding N.V.,0.62,archive
NL0000352565,Marshall Wace LLP,2020-07-10,Fugro N.V.,3.19,archive
NL0000352565,Sculptor Capital Management Europe Limited,2020-07-10,Fugro N.V.,1.22,archive
NL0000337319,"WorldQuant, LLC",2020-07-10,Koninklijke BAM Groep N.V.,1.54,archive
NL0000337319,Citadel Advisors LLC,2020-07-09,Koninklijke BAM Groep N.V.,1.1,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2020-07-09,Wereldhave N.V.,1.06,archive
BE0003818359,"D. E. Shaw & Co., L.P.",2020-07-09,Galapagos NV,0.79,archive
NL0000352565,GSA Capital Partners LLP,2020-07-09,Fugro N.V.,0.51,archive
NL0011660485,JPMorgan Asset Management (UK) Ltd.,2020-07-09,Sif Holding N.V.,0.5,archive
NL0000352565,Marshall Wace LLP,2020-07-09,Fugro N.V.,3.26,archive
NL0011821392,Millennium Capital Partners LLP,2020-07-09,Signify N.V.,0.51,archive
NL0000337319,"WorldQuant, LLC",2020-07-09,Koninklijke BAM Groep N.V.,1.46,archive
NL0010558797,"AQR Capital Management, LLC",2020-07-08,OCI N.V.,1.69,archive
NL0000337319,GSA Capital Partners LLP,2020-07-08,Koninklijke BAM Groep N.V.,0.51,archive
NL0000337319,HBK Investments LP,2020-07-08,Koninklijke BAM Groep N.V.,0.81,archive
FR0013326246,"Maverick Capital, Ltd.",2020-07-08,Unibail-Rodamco-Westfield SE,1.06,archive
NL0000888691,Susquehanna International Securities Limited,2020-07-08,AMG Critical Materials N.V.,0.5,archive
NL0000352565,Susquehanna International Securities Limited,2020-07-08,Fugro N.V.,0.6,archive
NL0000337319,"WorldQuant, LLC",2020-07-08,Koninklijke BAM Groep N.V.,1.37,archive
NL0000360618,"AQR Capital Management, LLC",2020-07-07,SBM Offshore N.V.,2.19,archive
NL0010391025,Citadel Advisors LLC,2020-07-07,Pharming Group N.V.,0.71,archive
NL0012866412,Citadel Europe LLP,2020-07-07,BE Semiconductor Industries N.V.,1.82,archive
NL0011279492,Marshall Wace LLP,2020-07-07,Flow Traders Ltd.,1.47,archive
NL0000337319,"WorldQuant, LLC",2020-07-07,Koninklijke BAM Groep N.V.,1.26,archive
NL0006237562,AKO Capital LLP,2020-07-06,ARCADIS N.V.,1.54,archive
LU0569974404,Citadel Advisors LLC,2020-07-06,Aperam S.A.,0.49,archive
NL0010391025,Citadel Advisors LLC,2020-07-06,Pharming Group N.V.,0.69,archive
NL0000337319,GSA Capital Partners LLP,2020-07-06,Koninklijke BAM Groep N.V.,0.45,archive
NL0000337319,HBK Investments LP,2020-07-06,Koninklijke BAM Groep N.V.,0.77,archive
NL0000352565,Marshall Wace LLP,2020-07-06,Fugro N.V.,3.38,archive
NL0000337319,Marshall Wace LLP,2020-07-06,Koninklijke BAM Groep N.V.,0.92,archive
FR0013326246,Marshall Wace LLP,2020-07-06,Unibail-Rodamco-Westfield SE,0.99,archive
FR0013326246,Viking Global Investors LP,2020-07-06,Unibail-Rodamco-Westfield SE,1.26,archive
NL0000337319,"WorldQuant, LLC",2020-07-06,Koninklijke BAM Groep N.V.,1.16,archive
NL0000337319,Citadel Advisors LLC,2020-07-03,Koninklijke BAM Groep N.V.,1.09,archive
