isin,position_holder,position_date,issuer_name,net_short_position,source
NL0006237562,GSA Capital Partners LLP,2018-08-30,ARCADIS N.V.,0.48,archive
NL0011821392,Lansdowne Partners (UK) LLP,2018-08-30,Signify N.V.,0.64,archive
NL0000352565,Marshall Wace LLP,2018-08-30,Fugro N.V.,2.23,archive
NL0010391025,Marshall Wace LLP,2018-08-30,Pharming Group N.V.,0.69,archive
NL0009739416,Marshall Wace LLP,2018-08-30,PostNL N.V.,2.45,archive
NL0010391025,"WorldQuant, LLC",2018-08-30,Pharming Group N.V.,1.29,archive
NL0009739416,"WorldQuant, LLC",2018-08-30,PostNL N.V.,1.61,archive
NL0000337319,AHL Partners LLP,2018-08-29,Koninklijke BAM Groep N.V.,0.81,archive
NL0009739416,"BlackRock Institutional Trust Company, National Association",2018-08-29,PostNL N.V.,0.7,archive
NL0000337319,Citadel Advisors II LLC,2018-08-29,Koninklijke BAM Groep N.V.,0.64,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2018-08-29,BE Semiconductor Industries N.V.,0.6,archive
NL0000337319,Gladstone Capital Management LLP,2018-08-29,Koninklijke BAM Groep N.V.,0.71,archive
NL0000352565,HBK Investments LP,2018-08-29,Fugro N.V.,1.4,archive
NL0000352565,Marshall Wace LLP,2018-08-29,Fugro N.V.,2.15,archive
NL0010558797,Marshall Wace LLP,2018-08-29,OCI N.V.,0.49,archive
NL0000387058,Marshall Wace LLP,2018-08-29,TomTom N.V.,0.99,archive
NL0000289213,Marshall Wace LLP,2018-08-29,Wereldhave N.V.,2.28,archive
NL0009269109,Voleon Capital Management LP,2018-08-29,Koninklijke Heijmans N.V.,0.46,archive
NL0012866412,"WorldQuant, LLC",2018-08-29,BE Semiconductor Industries N.V.,0.77,archive
NL0011279492,Capital Fund Management S.A.,2018-08-28,Flow Traders Ltd.,1.01,archive
NL0009739416,Jupiter Investment Management Limited,2018-08-28,PostNL N.V.,0.98,archive
NL0006237562,Marshall Wace LLP,2018-08-28,ARCADIS N.V.,2.69,archive
NL0000289213,Marshall Wace LLP,2018-08-28,Wereldhave N.V.,2.37,archive
NL0006237562,Pelham Capital Ltd.,2018-08-28,ARCADIS N.V.,1.2,archive
NL0009739416,Systematica Investments Limited,2018-08-28,PostNL N.V.,0.76,archive
NL0010391025,"WorldQuant, LLC",2018-08-28,Pharming Group N.V.,1.34,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-08-27,Aperam S.A.,1.1,archive
NL0009739416,Capital Fund Management S.A.,2018-08-27,PostNL N.V.,1.18,archive
NL0010391025,Kingdon Capital Management LLC,2018-08-27,Pharming Group N.V.,0.74,archive
NL0000352565,Marshall Wace LLP,2018-08-27,Fugro N.V.,2.0,archive
NL0010391025,Marshall Wace LLP,2018-08-27,Pharming Group N.V.,0.75,archive
NL0006237562,Pelham Capital Ltd.,2018-08-27,ARCADIS N.V.,1.14,archive
NL0012866412,"WorldQuant, LLC",2018-08-27,BE Semiconductor Industries N.V.,0.83,archive
NL0010391025,"WorldQuant, LLC",2018-08-27,Pharming Group N.V.,1.47,archive
NL0012866412,"BlackRock Institutional Trust Company, National Association",2018-08-24,BE Semiconductor Industries N.V.,0.54,archive
NL0000337319,Citadel Advisors II LLC,2018-08-24,Koninklijke BAM Groep N.V.,0.59,archive
NL0010391025,Kingdon Capital Management LLC,2018-08-24,Pharming Group N.V.,0.57,archive
NL0011821392,Lansdowne Partners (UK) LLP,2018-08-24,Signify N.V.,0.54,archive
NL0000337319,Marshall Wace LLP,2018-08-24,Koninklijke BAM Groep N.V.,0.58,archive
NL0010391025,Marshall Wace LLP,2018-08-24,Pharming Group N.V.,0.81,archive
NL0000888691,Millennium International Management LP,2018-08-24,AMG Critical Materials N.V.,0.69,archive
NL0011279492,Millennium International Management LP,2018-08-24,Flow Traders Ltd.,0.6,archive
NL0000352565,RAM Active Investments SA,2018-08-24,Fugro N.V.,0.73,archive
NL0000303709,Viking Global Investors LP,2018-08-24,AEGON Ltd.,0.48,archive
NL0010391025,"WorldQuant, LLC",2018-08-24,Pharming Group N.V.,1.56,archive
NL0000360618,"AQR Capital Management, LLC",2018-08-23,SBM Offshore N.V.,2.49,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2018-08-23,BE Semiconductor Industries N.V.,0.81,archive
NL0000337319,Marshall Wace LLP,2018-08-23,Koninklijke BAM Groep N.V.,0.67,archive
NL0009739416,Marshall Wace LLP,2018-08-23,PostNL N.V.,2.5,archive
NL0000888691,Millennium Capital Partners LLP,2018-08-23,AMG Critical Materials N.V.,0.44,archive
NL0000337319,Susquehanna International Securities Limited,2018-08-23,Koninklijke BAM Groep N.V.,0.31,archive
NL0000352565,"WorldQuant, LLC",2018-08-23,Fugro N.V.,0.58,archive
NL0000888691,AHL Partners LLP,2018-08-22,AMG Critical Materials N.V.,1.11,archive
NL0000337319,Citadel Advisors II LLC,2018-08-22,Koninklijke BAM Groep N.V.,0.68,archive
NL0000289213,Citadel Advisors II LLC,2018-08-22,Wereldhave N.V.,0.68,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2018-08-22,Wereldhave N.V.,0.48,archive
NL0000888691,GLG Partners LP,2018-08-22,AMG Critical Materials N.V.,0.51,archive
NL0000352565,Marshall Wace LLP,2018-08-22,Fugro N.V.,1.97,archive
NL0000337319,Marshall Wace LLP,2018-08-22,Koninklijke BAM Groep N.V.,0.94,archive
NL0000888691,Millennium International Management LP,2018-08-22,AMG Critical Materials N.V.,0.78,archive
NL0011279492,Millennium International Management LP,2018-08-22,Flow Traders Ltd.,0.55,archive
NL0000289213,Millennium International Management LP,2018-08-22,Wereldhave N.V.,1.09,archive
NL0000337319,Susquehanna International Securities Limited,2018-08-22,Koninklijke BAM Groep N.V.,0.5,archive
NL0000289213,"WorldQuant, LLC",2018-08-22,Wereldhave N.V.,0.79,archive
NL0000289213,Capital Fund Management S.A.,2018-08-21,Wereldhave N.V.,0.79,archive
NL0000337319,Citadel Advisors II LLC,2018-08-21,Koninklijke BAM Groep N.V.,0.73,archive
NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2018-08-21,BE Semiconductor Industries N.V.,0.5,archive
NL0006237562,GSA Capital Partners LLP,2018-08-21,ARCADIS N.V.,0.57,archive
NL0000337319,Marshall Wace LLP,2018-08-21,Koninklijke BAM Groep N.V.,1.03,archive
NL0010391025,Marshall Wace LLP,2018-08-21,Pharming Group N.V.,0.99,archive
NL0000888691,Millennium International Management LP,2018-08-21,AMG Critical Materials N.V.,0.81,archive
NL0000352565,Oxford Asset Management,2018-08-21,Fugro N.V.,0.68,archive
NL0006237562,Pelham Capital Ltd.,2018-08-21,ARCADIS N.V.,1.0,archive
NL0009269109,Voleon Capital Management LP,2018-08-21,Koninklijke Heijmans N.V.,0.53,archive
NL0000352565,"WorldQuant, LLC",2018-08-21,Fugro N.V.,0.65,archive
NL0009739416,"WorldQuant, LLC",2018-08-21,PostNL N.V.,1.52,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-08-20,Aperam S.A.,1.0,archive
NL0009739416,Marshall Wace LLP,2018-08-20,PostNL N.V.,2.42,archive
NL0006237562,Pelham Capital Ltd.,2018-08-20,ARCADIS N.V.,0.94,archive
NL0012866412,Scopia Capital Management LP,2018-08-20,BE Semiconductor Industries N.V.,4.66,archive
NL0000888691,TT International,2018-08-20,AMG Critical Materials N.V.,0.22,archive
NL0000888691,AHL Partners LLP,2018-08-17,AMG Critical Materials N.V.,1.02,archive
NL0000337319,AHL Partners LLP,2018-08-17,Koninklijke BAM Groep N.V.,0.7,archive
NL0000009082,"AQR Capital Management, LLC",2018-08-17,Koninklijke KPN N.V.,1.5,archive
NL0000360618,"AQR Capital Management, LLC",2018-08-17,SBM Offshore N.V.,2.51,archive
NL0000352565,Marshall Wace LLP,2018-08-17,Fugro N.V.,2.13,archive
NL0000387058,Marshall Wace LLP,2018-08-17,TomTom N.V.,1.09,archive
NL0006237562,Pelham Capital Ltd.,2018-08-17,ARCADIS N.V.,0.62,archive
NL0012866412,Scopia Capital Management LP,2018-08-17,BE Semiconductor Industries N.V.,4.56,archive
NL0012866412,"WorldQuant, LLC",2018-08-17,BE Semiconductor Industries N.V.,0.97,archive
NL0009739416,AHL Partners LLP,2018-08-16,PostNL N.V.,1.21,archive
NL0000009082,BNP Paribas S.A.,2018-08-16,Koninklijke KPN N.V.,0.14,archive
NL0012650360,"Goldman Sachs Group Inc., The",2018-08-16,RHI Magnesita N.V.,0.86,archive
NL0006237562,GSA Capital Partners LLP,2018-08-16,ARCADIS N.V.,0.67,archive
NL0006237562,Marshall Wace LLP,2018-08-16,ARCADIS N.V.,2.79,archive
BE0003818359,Marshall Wace LLP,2018-08-16,Galapagos NV,0.46,archive
NL0000337319,Marshall Wace LLP,2018-08-16,Koninklijke BAM Groep N.V.,1.18,archive
NL0009739416,Marshall Wace LLP,2018-08-16,PostNL N.V.,2.34,archive
NL0000888691,Millennium International Management LP,2018-08-16,AMG Critical Materials N.V.,0.7,archive
NL0006237562,Pelham Capital Ltd.,2018-08-16,ARCADIS N.V.,0.55,archive
NL0012866412,Scopia Capital Management LP,2018-08-16,BE Semiconductor Industries N.V.,4.44,archive
NL0006237562,Sculptor Capital Management Europe Limited,2018-08-16,ARCADIS N.V.,1.39,archive
NL0012866412,"WorldQuant, LLC",2018-08-16,BE Semiconductor Industries N.V.,1.0,archive
NL0010391025,"WorldQuant, LLC",2018-08-16,Pharming Group N.V.,1.6,archive
BE0003818359,"AQR Capital Management, LLC",2018-08-15,Galapagos NV,2.29,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-08-15,Aperam S.A.,0.93,archive
NL0000352565,Marshall Wace LLP,2018-08-15,Fugro N.V.,2.09,archive
NL0000387058,Marshall Wace LLP,2018-08-15,TomTom N.V.,1.1,archive
NL0012866412,Scopia Capital Management LP,2018-08-15,BE Semiconductor Industries N.V.,4.33,archive
NL0009739416,Systematica Investments Limited,2018-08-15,PostNL N.V.,0.8,archive
NL0009739416,"WorldQuant, LLC",2018-08-15,PostNL N.V.,1.42,archive
NL0000337319,AHL Partners LLP,2018-08-14,Koninklijke BAM Groep N.V.,0.61,archive
NL0009739416,AHL Partners LLP,2018-08-14,PostNL N.V.,1.1,archive
NL0009739416,"BlackRock Institutional Trust Company, National Association",2018-08-14,PostNL N.V.,0.63,archive
NL0012650360,"Goldman Sachs Group Inc., The",2018-08-14,RHI Magnesita N.V.,0.91,archive
NL0010391025,Marshall Wace LLP,2018-08-14,Pharming Group N.V.,1.08,archive
NL0009739416,Marshall Wace LLP,2018-08-14,PostNL N.V.,2.24,archive
NL0012866412,Scopia Capital Management LP,2018-08-14,BE Semiconductor Industries N.V.,4.22,archive
NL0012866412,"WorldQuant, LLC",2018-08-14,BE Semiconductor Industries N.V.,0.96,archive
NL0009739416,"WorldQuant, LLC",2018-08-14,PostNL N.V.,1.37,archive
NL0011279492,Capital Fund Management S.A.,2018-08-13,Flow Traders Ltd.,0.98,archive
NL0011821392,Lansdowne Partners (UK) LLP,2018-08-13,Signify N.V.,0.46,archive
NL0000352565,Marshall Wace LLP,2018-08-13,Fugro N.V.,2.15,archive
NL0009739416,Marshall Wace LLP,2018-08-13,PostNL N.V.,2.13,archive
NL0000888691,Millennium Capital Partners LLP,2018-08-13,AMG Critical Materials N.V.,0.5,archive
NL0000352565,Oxford Asset Management,2018-08-13,Fugro N.V.,0.79,archive
NL0012866412,"WorldQuant, LLC",2018-08-13,BE Semiconductor Industries N.V.,0.87,archive
NL0009739416,"WorldQuant, LLC",2018-08-13,PostNL N.V.,1.26,archive
NL0000888691,AHL Partners LLP,2018-08-10,AMG Critical Materials N.V.,0.92,archive
NL0000303709,B&G Master Fund Plc,2018-08-10,AEGON Ltd.,0.62,archive
NL0000009082,BNP Paribas S.A.,2018-08-10,Koninklijke KPN N.V.,0.51,archive
NL0011279492,Capital Fund Management S.A.,2018-08-10,Flow Traders Ltd.,1.0,archive
NL0000352565,Capital Fund Management S.A.,2018-08-10,Fugro N.V.,1.79,archive
NL0009739416,Capital Fund Management S.A.,2018-08-10,PostNL N.V.,1.1,archive
NL0011279492,Citadel Advisors II LLC,2018-08-10,Flow Traders Ltd.,0.39,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2018-08-10,Wereldhave N.V.,0.54,archive
NL0000352565,HBK Investments LP,2018-08-10,Fugro N.V.,1.31,archive
NL0000352565,Jupiter Investment Management Limited,2018-08-10,Fugro N.V.,1.9,archive
NL0009739416,Jupiter Investment Management Limited,2018-08-10,PostNL N.V.,1.09,archive
NL0000289213,Marshall Wace LLP,2018-08-10,Wereldhave N.V.,2.48,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2018-08-10,Flow Traders Ltd.,0.88,archive
NL0000352565,RAM Active Investments SA,2018-08-10,Fugro N.V.,0.61,archive
NL0000352565,"WorldQuant, LLC",2018-08-10,Fugro N.V.,0.74,archive
NL0010391025,Canada Pension Plan Investment Board,2018-08-09,Pharming Group N.V.,1.22,archive
NL0010558797,Capital Fund Management S.A.,2018-08-09,OCI N.V.,0.69,archive
NL0000337319,Citadel Advisors II LLC,2018-08-09,Koninklijke BAM Groep N.V.,0.8,archive
NL0000289213,Citadel Advisors II LLC,2018-08-09,Wereldhave N.V.,0.7,archive
NL0000352565,HBK Investments LP,2018-08-09,Fugro N.V.,1.29,archive
NL0000352565,Marshall Wace LLP,2018-08-09,Fugro N.V.,2.01,archive
NL0010391025,Marshall Wace LLP,2018-08-09,Pharming Group N.V.,1.14,archive
NL0009739416,Marshall Wace LLP,2018-08-09,PostNL N.V.,2.04,archive
NL0000352565,Systematica Investments Limited,2018-08-09,Fugro N.V.,1.1,archive
NL0000337319,Systematica Investments Limited,2018-08-09,Koninklijke BAM Groep N.V.,0.48,archive
NL0012866412,"WorldQuant, LLC",2018-08-09,BE Semiconductor Industries N.V.,0.7,archive
NL0000352565,"WorldQuant, LLC",2018-08-09,Fugro N.V.,0.82,archive
NL0010391025,"WorldQuant, LLC",2018-08-09,Pharming Group N.V.,1.58,archive
NL0009739416,"WorldQuant, LLC",2018-08-09,PostNL N.V.,1.11,archive
NL0000352565,AHL Partners LLP,2018-08-08,Fugro N.V.,1.29,archive
NL0009739416,AHL Partners LLP,2018-08-08,PostNL N.V.,1.03,archive
NL0009432491,"AQR Capital Management, LLC",2018-08-08,Koninklijke Vopak N.V.,1.99,archive
NL0010391025,Canada Pension Plan Investment Board,2018-08-08,Pharming Group N.V.,1.17,archive
NL0011279492,Citadel Advisors II LLC,2018-08-08,Flow Traders Ltd.,0.52,archive
NL0000289213,Citadel Advisors II LLC,2018-08-08,Wereldhave N.V.,0.69,archive
NL0012650360,"Goldman Sachs Group Inc., The",2018-08-08,RHI Magnesita N.V.,0.89,archive
NL0000352565,Jupiter Investment Management Limited,2018-08-08,Fugro N.V.,1.81,archive
NL0000352565,Marshall Wace LLP,2018-08-08,Fugro N.V.,1.91,archive
NL0000337319,Marshall Wace LLP,2018-08-08,Koninklijke BAM Groep N.V.,1.27,archive
NL0009739416,Marshall Wace LLP,2018-08-08,PostNL N.V.,1.97,archive
NL0000888691,Millennium International Management LP,2018-08-08,AMG Critical Materials N.V.,0.65,archive
NL0000352565,Oxford Asset Management,2018-08-08,Fugro N.V.,0.87,archive
NL0000352565,"WorldQuant, LLC",2018-08-08,Fugro N.V.,0.95,archive
NL0009739416,"WorldQuant, LLC",2018-08-08,PostNL N.V.,0.98,archive
NL0009739416,AHL Partners LLP,2018-08-07,PostNL N.V.,0.97,archive
NL0000009082,"AQR Capital Management, LLC",2018-08-07,Koninklijke KPN N.V.,1.4,archive
NL0000289213,"BlackRock Institutional Trust Company, National Association",2018-08-07,Wereldhave N.V.,0.7,archive
NL0010391025,Canada Pension Plan Investment Board,2018-08-07,Pharming Group N.V.,0.97,archive
NL0011279492,Capital Fund Management S.A.,2018-08-07,Flow Traders Ltd.,0.91,archive
NL0000352565,Capital Fund Management S.A.,2018-08-07,Fugro N.V.,1.88,archive
NL0000337319,Citadel Advisors II LLC,2018-08-07,Koninklijke BAM Groep N.V.,0.79,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2018-08-07,Wereldhave N.V.,0.48,archive
NL0000337319,Gladstone Capital Management LLP,2018-08-07,Koninklijke BAM Groep N.V.,0.6,archive
NL0000352565,Marshall Wace LLP,2018-08-07,Fugro N.V.,1.74,archive
NL0011794037,Marshall Wace LLP,2018-08-07,Koninklijke Ahold Delhaize N.V.,1.03,archive
NL0009739416,Marshall Wace LLP,2018-08-07,PostNL N.V.,1.79,archive
NL0000387058,Marshall Wace LLP,2018-08-07,TomTom N.V.,1.01,archive
NL0000352565,"WorldQuant, LLC",2018-08-07,Fugro N.V.,1.1,archive
NL0010391025,"WorldQuant, LLC",2018-08-07,Pharming Group N.V.,1.79,archive
NL0009739416,"WorldQuant, LLC",2018-08-07,PostNL N.V.,0.8,archive
NL0010391025,Canada Pension Plan Investment Board,2018-08-06,Pharming Group N.V.,0.65,archive
NL0000337319,Gladstone Capital Management LLP,2018-08-06,Koninklijke BAM Groep N.V.,0.56,archive
NL0006237562,GSA Capital Partners LLP,2018-08-06,ARCADIS N.V.,0.79,archive
NL0000352565,Jupiter Investment Management Limited,2018-08-06,Fugro N.V.,1.72,archive
NL0009739416,Jupiter Investment Management Limited,2018-08-06,PostNL N.V.,1.18,archive
NL0000352565,Marshall Wace LLP,2018-08-06,Fugro N.V.,1.64,archive
NL0009739416,Marshall Wace LLP,2018-08-06,PostNL N.V.,1.64,archive
NL0000289213,Marshall Wace LLP,2018-08-06,Wereldhave N.V.,2.5,archive
NL0000888691,Millennium International Management LP,2018-08-06,AMG Critical Materials N.V.,0.74,archive
NL0000289213,Millennium International Management LP,2018-08-06,Wereldhave N.V.,1.1,archive
NL0000352565,Sculptor Capital Management Europe Limited,2018-08-06,Fugro N.V.,1.26,archive
NL0000337319,Systematica Investments Limited,2018-08-06,Koninklijke BAM Groep N.V.,0.5,archive
NL0012866412,"WorldQuant, LLC",2018-08-06,BE Semiconductor Industries N.V.,0.62,archive
NL0000352565,AHL Partners LLP,2018-08-03,Fugro N.V.,1.33,archive
NL0009739416,AHL Partners LLP,2018-08-03,PostNL N.V.,0.83,archive
NL0000303709,B&G Master Fund Plc,2018-08-03,AEGON Ltd.,0.58,archive
NL0000352565,BlueCrest Capital Management Limited,2018-08-03,Fugro N.V.,0.73,archive
NL0000352565,HBK Investments LP,2018-08-03,Fugro N.V.,1.32,archive
NL0000289213,"Lucerne Capital Management, L.P.",2018-08-03,Wereldhave N.V.,0.6,archive
NL0000352565,Marshall Wace LLP,2018-08-03,Fugro N.V.,1.47,archive
NL0000289213,Marshall Wace LLP,2018-08-03,Wereldhave N.V.,2.49,archive
NL0000888691,Millennium Capital Partners LLP,2018-08-03,AMG Critical Materials N.V.,0.46,archive
NL0000888691,Millennium International Management LP,2018-08-03,AMG Critical Materials N.V.,0.81,archive
NL0000289213,Millennium International Management LP,2018-08-03,Wereldhave N.V.,1.09,archive
NL0000334118,Renaissance Technologies LLC,2018-08-03,ASM International N.V.,0.49,archive
NL0000888691,TT International,2018-08-03,AMG Critical Materials N.V.,0.5,archive
NL0000303709,Viking Global Investors LP,2018-08-03,AEGON Ltd.,0.51,archive
NL0000334118,"WorldQuant, LLC",2018-08-03,ASM International N.V.,0.49,archive
NL0000289213,"WorldQuant, LLC",2018-08-03,Wereldhave N.V.,0.89,archive
NL0000352565,AHL Partners LLP,2018-08-02,Fugro N.V.,1.26,archive
NL0000360618,"AQR Capital Management, LLC",2018-08-02,SBM Offshore N.V.,2.42,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-08-02,Aperam S.A.,0.8,archive
NL0000303709,B&G Master Fund Plc,2018-08-02,AEGON Ltd.,0.6,archive
NL0000289213,GSA Capital Partners LLP,2018-08-02,Wereldhave N.V.,0.7,archive
NL0000337319,Marshall Wace LLP,2018-08-02,Koninklijke BAM Groep N.V.,1.39,archive
NL0010391025,Marshall Wace LLP,2018-08-02,Pharming Group N.V.,0.8,archive
NL0000888691,Millennium Capital Partners LLP,2018-08-02,AMG Critical Materials N.V.,0.55,archive
NL0000888691,Millennium International Management LP,2018-08-02,AMG Critical Materials N.V.,0.91,archive
NL0000334118,Renaissance Technologies LLC,2018-08-02,ASM International N.V.,0.54,archive
NL0000352565,"WorldQuant, LLC",2018-08-02,Fugro N.V.,1.26,archive
NL0009739416,"WorldQuant, LLC",2018-08-02,PostNL N.V.,0.78,archive
NL0000888691,AHL Partners LLP,2018-08-01,AMG Critical Materials N.V.,0.8,archive
NL0000352565,AHL Partners LLP,2018-08-01,Fugro N.V.,1.18,archive
NL0006237562,BlackRock Investment Management (UK) Limited,2018-08-01,ARCADIS N.V.,1.38,archive
NL0006237562,GSA Capital Partners LLP,2018-08-01,ARCADIS N.V.,0.81,archive
NL0006237562,Marshall Wace Asia Limited,2018-08-01,ARCADIS N.V.,0.9,archive
NL0000352565,Marshall Wace LLP,2018-08-01,Fugro N.V.,1.31,archive
NL0009739416,Marshall Wace LLP,2018-08-01,PostNL N.V.,1.34,archive
NL0006237562,Sculptor Capital Management Europe Limited,2018-08-01,ARCADIS N.V.,1.42,archive
NL0000352565,Sculptor Capital Management Europe Limited,2018-08-01,Fugro N.V.,1.3,archive
NL0000352565,"WorldQuant, LLC",2018-08-01,Fugro N.V.,1.3,archive
NL0010391025,"WorldQuant, LLC",2018-08-01,Pharming Group N.V.,1.85,archive
NL0000289213,"Clinton Group, Inc",2018-07-31,Wereldhave N.V.,0.49,archive
NL0000352565,Marshall Wace LLP,2018-07-31,Fugro N.V.,1.47,archive
NL0010391025,Marshall Wace LLP,2018-07-31,Pharming Group N.V.,0.73,archive
NL0000387058,Marshall Wace LLP,2018-07-31,TomTom N.V.,0.92,archive
NL0000352565,"WorldQuant, LLC",2018-07-31,Fugro N.V.,1.27,archive
NL0010391025,"WorldQuant, LLC",2018-07-31,Pharming Group N.V.,1.78,archive
NL0009739416,AHL Partners LLP,2018-07-30,PostNL N.V.,0.72,archive
NL0000009082,"AQR Capital Management, LLC",2018-07-30,Koninklijke KPN N.V.,1.3,archive
NL0011279492,Capital Fund Management S.A.,2018-07-30,Flow Traders Ltd.,0.82,archive
NL0000289213,Citadel Advisors II LLC,2018-07-30,Wereldhave N.V.,0.78,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2018-07-30,Wereldhave N.V.,0.6,archive
NL0010391025,Marshall Wace LLP,2018-07-30,Pharming Group N.V.,0.52,archive
NL0000352565,Oxford Asset Management,2018-07-30,Fugro N.V.,0.99,archive
NL0000352565,RAM Active Investments SA,2018-07-30,Fugro N.V.,0.5,archive
NL0012866412,"WorldQuant, LLC",2018-07-30,BE Semiconductor Industries N.V.,0.56,archive
BE0003818359,"WorldQuant, LLC",2018-07-30,Galapagos NV,0.47,archive
NL0010391025,"WorldQuant, LLC",2018-07-30,Pharming Group N.V.,1.59,archive
NL0000289213,"WorldQuant, LLC",2018-07-30,Wereldhave N.V.,0.98,archive
NL0000352565,AHL Partners LLP,2018-07-27,Fugro N.V.,1.03,archive
NL0011821392,BlackRock Investment Management (UK) Limited,2018-07-27,Signify N.V.,0.86,archive
NL0000352565,Capital Fund Management S.A.,2018-07-27,Fugro N.V.,1.97,archive
NL0009739416,Capital Fund Management S.A.,2018-07-27,PostNL N.V.,1.09,archive
NL0000337319,Citadel Advisors II LLC,2018-07-27,Koninklijke BAM Groep N.V.,0.89,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2018-07-27,Wereldhave N.V.,0.51,archive
NL0000352565,HBK Investments LP,2018-07-27,Fugro N.V.,1.28,archive
NL0011821392,Lansdowne Partners (UK) LLP,2018-07-27,Signify N.V.,0.55,archive
NL0000352565,Marshall Wace LLP,2018-07-27,Fugro N.V.,1.56,archive
NL0000888691,Millennium International Management LP,2018-07-27,AMG Critical Materials N.V.,1.02,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2018-07-27,Flow Traders Ltd.,0.72,archive
NL0012866412,Scopia Capital Management LP,2018-07-27,BE Semiconductor Industries N.V.,4.18,archive
NL0000352565,"WorldQuant, LLC",2018-07-27,Fugro N.V.,1.38,archive
NL0000888691,AHL Partners LLP,2018-07-26,AMG Critical Materials N.V.,0.71,archive
NL0000289213,"BlackRock Institutional Trust Company, National Association",2018-07-26,Wereldhave N.V.,0.62,archive
NL0000352565,Capital Fund Management S.A.,2018-07-26,Fugro N.V.,2.0,archive
NL0000289213,"Clinton Group, Inc",2018-07-26,Wereldhave N.V.,0.5,archive
NL0010391025,"Great Point Partners, LLC",2018-07-26,Pharming Group N.V.,0.82,archive
NL0000352565,Jupiter Investment Management Limited,2018-07-26,Fugro N.V.,1.6,archive
NL0006237562,Lansdowne Partners (UK) LLP,2018-07-26,ARCADIS N.V.,2.52,archive
NL0000352565,Marshall Wace LLP,2018-07-26,Fugro N.V.,1.62,archive
BE0003818359,Marshall Wace LLP,2018-07-26,Galapagos NV,0.52,archive
NL0000289213,Marshall Wace LLP,2018-07-26,Wereldhave N.V.,2.58,archive
NL0012866412,Scopia Capital Management LP,2018-07-26,BE Semiconductor Industries N.V.,4.02,archive
NL0006237562,Sculptor Capital Management Europe Limited,2018-07-26,ARCADIS N.V.,1.3,archive
NL0006237562,TT International,2018-07-26,ARCADIS N.V.,0.51,archive
NL0011821392,Tybourne Capital Management (HK) Limited,2018-07-26,Signify N.V.,2.01,archive
NL0000334118,"WorldQuant, LLC",2018-07-26,ASM International N.V.,0.54,archive
NL0010391025,"WorldQuant, LLC",2018-07-26,Pharming Group N.V.,1.36,archive
NL0009739416,"WorldQuant, LLC",2018-07-26,PostNL N.V.,0.88,archive
NL0000360618,"AQR Capital Management, LLC",2018-07-25,SBM Offshore N.V.,2.3,archive
NL0000289213,"Clinton Group, Inc",2018-07-25,Wereldhave N.V.,0.49,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2018-07-25,Wereldhave N.V.,0.41,archive
NL0006237562,GSA Capital Partners LLP,2018-07-25,ARCADIS N.V.,0.72,archive
NL0000289213,GSA Capital Partners LLP,2018-07-25,Wereldhave N.V.,0.67,archive
NL0000888691,Millennium International Management LP,2018-07-25,AMG Critical Materials N.V.,0.97,archive
NL0012866412,Scopia Capital Management LP,2018-07-25,BE Semiconductor Industries N.V.,3.68,archive
NL0000352565,Systematica Investments Limited,2018-07-25,Fugro N.V.,1.01,archive
NL0010391025,"WorldQuant, LLC",2018-07-25,Pharming Group N.V.,1.53,archive
NL0000289213,"WorldQuant, LLC",2018-07-25,Wereldhave N.V.,1.01,archive
NL0011821392,BlackRock Investment Management (UK) Limited,2018-07-24,Signify N.V.,0.79,archive
NL0000352565,BlueCrest Capital Management Limited,2018-07-24,Fugro N.V.,0.69,archive
NL0010558797,Capital Fund Management S.A.,2018-07-24,OCI N.V.,0.79,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2018-07-24,Wereldhave N.V.,0.5,archive
NL0010391025,"Great Point Partners, LLC",2018-07-24,Pharming Group N.V.,0.62,archive
NL0006237562,GSA Capital Partners LLP,2018-07-24,ARCADIS N.V.,0.68,archive
NL0000289213,GSA Capital Partners LLP,2018-07-24,Wereldhave N.V.,0.73,archive
NL0006237562,Marshall Wace LLP,2018-07-24,ARCADIS N.V.,2.8,archive
NL0000352565,Marshall Wace LLP,2018-07-24,Fugro N.V.,1.51,archive
NL0000387058,Marshall Wace LLP,2018-07-24,TomTom N.V.,0.8,archive
NL0000289213,Marshall Wace LLP,2018-07-24,Wereldhave N.V.,2.6,archive
NL0011821392,Tybourne Capital Management (HK) Limited,2018-07-24,Signify N.V.,1.91,archive
