position_holder,net_short_position,issuer_name,isin,position_date,source
"Angelo, Gordon & Co. L.P.",1.0,Aperam S.A.,LU0569974404,2016-05-05,archive
BlackRock Investment Management (UK) Limited,0.5,Koninklijke Vopak N.V.,NL0009432491,2016-05-05,archive
Man Investments Limited,0.5,TomTom N.V.,NL0000387058,2016-05-05,archive
"WorldQuant, LLC",0.5,TomTom N.V.,NL0000387058,2016-05-05,archive
BlackRock Investment Management (UK) Limited,0.77,AMG Critical Materials N.V.,NL0000888691,2016-05-04,archive
Capital Fund Management S.A.,0.7,PostNL N.V.,NL0009739416,2016-05-04,archive
Capital Fund Management S.A.,0.6,Wereldhave N.V.,NL0000289213,2016-05-04,archive
Citadel Europe LLP,0.51,Koninklijke KPN N.V.,NL0000009082,2016-05-03,archive
Oxford Asset Management,0.6,SBM Offshore N.V.,NL0000360618,2016-05-03,archive
"WorldQuant, LLC",0.6,SBM Offshore N.V.,NL0000360618,2016-05-03,archive
"AQR Capital Management, LLC",2.5,SBM Offshore N.V.,NL0000360618,2016-05-02,archive
Marshall Wace LLP,1.6,Fugro N.V.,NL0000352565,2016-05-02,archive
Marshall Wace LLP,0.5,Lakefront Biotherapeutics NV,BE0003818359,2016-05-02,archive
Marshall Wace LLP,0.6,Wereldhave N.V.,NL0000289213,2016-05-02,archive
Citadel Europe LLP,0.48,Koninklijke KPN N.V.,NL0000009082,2016-04-29,archive
"AQR Capital Management, LLC",0.64,ArcelorMittal S.A.,LU0323134006,2016-04-28,archive
Canada Pension Plan Investment Board,0.49,ARCADIS N.V.,NL0006237562,2016-04-28,archive
Capital Fund Management S.A.,0.69,PostNL N.V.,NL0009739416,2016-04-28,archive
Marshall Wace LLP,1.52,Fugro N.V.,NL0000352565,2016-04-28,archive
Odey Asset Management LLP,0.52,ArcelorMittal S.A.,LU0323134006,2016-04-28,archive
BNP Paribas S.A.,0.56,Aperam S.A.,LU0569974404,2016-04-27,archive
Marshall Wace LLP,1.44,Fugro N.V.,NL0000352565,2016-04-27,archive
Marshall Wace LLP,1.32,Fugro N.V.,NL0000352565,2016-04-25,archive
"AQR Capital Management, LLC",1.38,Fugro N.V.,NL0000352565,2016-04-22,archive
Citadel Europe LLP,0.53,Koninklijke KPN N.V.,NL0000009082,2016-04-21,archive
"GAM Investment Management (Switzerland) AG, Zurich",0.49,Koninklijke Vopak N.V.,NL0009432491,2016-04-21,archive
Odey Asset Management LLP,0.61,ArcelorMittal S.A.,LU0323134006,2016-04-21,archive
Polar Asset Management Partners Inc.,0.5,Aperam S.A.,LU0569974404,2016-04-21,archive
"WorldQuant, LLC",0.59,SBM Offshore N.V.,NL0000360618,2016-04-21,archive
Marshall Wace LLP,1.26,Fugro N.V.,NL0000352565,2016-04-20,archive
Oxford Asset Management,0.59,Lakefront Biotherapeutics NV,BE0003818359,2016-04-20,archive
AKO Capital LLP,0.83,SBM Offshore N.V.,NL0000360618,2016-04-19,archive
Millennium International Management LP,0.5,Lakefront Biotherapeutics NV,BE0003818359,2016-04-19,archive
Odey Asset Management LLP,0.54,ArcelorMittal S.A.,LU0323134006,2016-04-19,archive
AKO Capital LLP,0.93,SBM Offshore N.V.,NL0000360618,2016-04-18,archive
Better Options LLP,0.46,Alumexx N.V.,NL0011495189,2016-04-18,archive
BlackRock Investment Management (UK) Limited,0.49,Koninklijke BAM Groep N.V.,NL0000337319,2016-04-18,archive
BNP Paribas S.A.,0.49,Aperam S.A.,LU0569974404,2016-04-18,archive
Marshall Wace LLP,1.11,Fugro N.V.,NL0000352565,2016-04-18,archive
Marshall Wace LLP,0.51,Wereldhave N.V.,NL0000289213,2016-04-18,archive
Oxford Asset Management,0.79,PostNL N.V.,NL0009739416,2016-04-18,archive
"AQR Capital Management, LLC",2.4,SBM Offshore N.V.,NL0000360618,2016-04-15,archive
Better Options LLP,0.55,Alumexx N.V.,NL0011495189,2016-04-15,archive
Marshall Wace LLP,0.98,Fugro N.V.,NL0000352565,2016-04-15,archive
Marshall Wace LLP,0.47,SBM Offshore N.V.,NL0000360618,2016-04-15,archive
Millennium International Management LP,0.49,Lakefront Biotherapeutics NV,BE0003818359,2016-04-15,archive
TT International,0.44,Fugro N.V.,NL0000352565,2016-04-15,archive
Carlson Capital UK LLP,0.51,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-04-14,archive
Marshall Wace LLP,1.09,Fugro N.V.,NL0000352565,2016-04-14,archive
Millennium International Management LP,0.5,Lakefront Biotherapeutics NV,BE0003818359,2016-04-14,archive
BlackRock Investment Management (UK) Limited,0.51,Koninklijke BAM Groep N.V.,NL0000337319,2016-04-13,archive
Man Investments Limited,0.46,SBM Offshore N.V.,NL0000360618,2016-04-13,archive
Marshall Wace LLP,1.23,Fugro N.V.,NL0000352565,2016-04-13,archive
Marshall Wace LLP,0.55,SBM Offshore N.V.,NL0000360618,2016-04-13,archive
Odey Asset Management LLP,0.62,ArcelorMittal S.A.,LU0323134006,2016-04-13,archive
UBS Asset Management (UK) Ltd.,0.51,ArcelorMittal S.A.,LU0323134006,2016-04-13,archive
Marshall Wace LLP,1.33,Fugro N.V.,NL0000352565,2016-04-12,archive
"WorldQuant, LLC",0.64,SBM Offshore N.V.,NL0000360618,2016-04-12,archive
Marshall Wace LLP,1.44,Fugro N.V.,NL0000352565,2016-04-11,archive
Marshall Wace LLP,0.6,SBM Offshore N.V.,NL0000360618,2016-04-11,archive
BlackRock Investment Management (UK) Limited,0.49,Koninklijke BAM Groep N.V.,NL0000337319,2016-04-08,archive
Capital Fund Management S.A.,0.91,SBM Offshore N.V.,NL0000360618,2016-04-08,archive
CQS (UK) LLP,0.6,Aperam S.A.,LU0569974404,2016-04-08,archive
Jane Street Group LLC,0.0,ArcelorMittal S.A.,LU0323134006,2016-04-08,archive
Marshall Wace LLP,0.29,ArcelorMittal S.A.,LU0323134006,2016-04-08,archive
Marshall Wace LLP,1.55,Fugro N.V.,NL0000352565,2016-04-08,archive
Odey Asset Management LLP,0.84,ArcelorMittal S.A.,LU0323134006,2016-04-08,archive
Quartys Limited,0.2,ArcelorMittal S.A.,LU0323134006,2016-04-08,archive
AKO Capital LLP,0.93,TKH Group N.V.,NL0000852523,2016-04-07,archive
Jane Street Group LLC,0.59,ArcelorMittal S.A.,LU0323134006,2016-04-07,archive
Man Investments Limited,0.5,SBM Offshore N.V.,NL0000360618,2016-04-07,archive
Marshall Wace LLP,1.77,Fugro N.V.,NL0000352565,2016-04-07,archive
Adage Capital Management L.P.,4.69,Aperam S.A.,LU0569974404,2016-04-06,archive
AKO Capital LLP,1.07,SBM Offshore N.V.,NL0000360618,2016-04-06,archive
AKO Capital LLP,1.03,TKH Group N.V.,NL0000852523,2016-04-06,archive
"AQR Capital Management, LLC",1.48,Fugro N.V.,NL0000352565,2016-04-06,archive
CQS (UK) LLP,0.58,Aperam S.A.,LU0569974404,2016-04-06,archive
Quartys Limited,0.9,ArcelorMittal S.A.,LU0323134006,2016-04-06,archive
Susquehanna International Holdings LLC,0.0,ArcelorMittal S.A.,LU0323134006,2016-04-06,archive
BlackRock Investment Management (UK) Limited,0.55,Koninklijke BAM Groep N.V.,NL0000337319,2016-04-05,archive
BNP Paribas S.A.,0.53,Aperam S.A.,LU0569974404,2016-04-05,archive
Canada Pension Plan Investment Board,0.63,Koninklijke BAM Groep N.V.,NL0000337319,2016-04-05,archive
"Davidson Kempner European Partners, LLP",1.09,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-04-05,archive
Millennium International Management LP,0.49,Lakefront Biotherapeutics NV,BE0003818359,2016-04-05,archive
SFM UK Management LLP,0.41,TKH Group N.V.,NL0000852523,2016-04-05,archive
"WorldQuant, LLC",0.47,Wereldhave N.V.,NL0000289213,2016-04-05,archive
Canada Pension Plan Investment Board,0.55,Koninklijke BAM Groep N.V.,NL0000337319,2016-04-04,archive
Canada Pension Plan Investment Board,0.3,Wereldhave N.V.,NL0000289213,2016-04-04,archive
"D.E. Shaw & Co., L.P.",1.78,SBM Offshore N.V.,NL0000360618,2016-04-04,archive
Quartys Limited,0.81,ArcelorMittal S.A.,LU0323134006,2016-04-04,archive
Susquehanna International Holdings LLC,0.6,ArcelorMittal S.A.,LU0323134006,2016-04-04,archive
"AQR Capital Management, LLC",2.31,SBM Offshore N.V.,NL0000360618,2016-04-01,archive
Canada Pension Plan Investment Board,0.6,Wereldhave N.V.,NL0000289213,2016-04-01,archive
CQS (UK) LLP,0.6,Aperam S.A.,LU0569974404,2016-04-01,archive
Jane Street Group LLC,0.64,ArcelorMittal S.A.,LU0323134006,2016-04-01,archive
Marshall Wace LLP,1.89,Fugro N.V.,NL0000352565,2016-04-01,archive
Susquehanna International Holdings LLC,0.59,ArcelorMittal S.A.,LU0323134006,2016-04-01,archive
"WorldQuant, LLC",0.52,Wereldhave N.V.,NL0000289213,2016-04-01,archive
"AQR Capital Management, LLC",0.47,ArcelorMittal S.A.,LU0323134006,2016-03-31,archive
"AQR Capital Management, LLC",1.57,Fugro N.V.,NL0000352565,2016-03-31,archive
Jane Street Group LLC,0.72,ArcelorMittal S.A.,LU0323134006,2016-03-31,archive
Pine River Capital Management L.P.,1.03,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-31,archive
Susquehanna International Holdings LLC,0.6,ArcelorMittal S.A.,LU0323134006,2016-03-31,archive
Quartys Limited,0.77,ArcelorMittal S.A.,LU0323134006,2016-03-30,archive
"Sophos Capital Management, L.P.",0.81,SBM Offshore N.V.,NL0000360618,2016-03-30,archive
Jane Street Group LLC,0.6,ArcelorMittal S.A.,LU0323134006,2016-03-29,archive
Marshall Wace LLP,1.91,Fugro N.V.,NL0000352565,2016-03-29,archive
"WorldQuant, LLC",0.59,SBM Offshore N.V.,NL0000360618,2016-03-29,archive
"AQR Capital Management, LLC",0.5,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-28,archive
Jane Street Group LLC,0.54,ArcelorMittal S.A.,LU0323134006,2016-03-28,archive
"AQR Capital Management, LLC",0.49,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-25,archive
"AQR Capital Management, LLC",1.66,Fugro N.V.,NL0000352565,2016-03-24,archive
"AQR Capital Management, LLC",0.5,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-24,archive
"AQR Capital Management, LLC",2.29,SBM Offshore N.V.,NL0000360618,2016-03-24,archive
Marshall Wace LLP,0.56,ArcelorMittal S.A.,LU0323134006,2016-03-24,archive
Susquehanna International Holdings LLC,0.55,ArcelorMittal S.A.,LU0323134006,2016-03-24,archive
Adage Capital Management L.P.,4.75,Aperam S.A.,LU0569974404,2016-03-23,archive
"AQR Capital Management, LLC",2.3,SBM Offshore N.V.,NL0000360618,2016-03-23,archive
"Davidson Kempner European Partners, LLP",1.19,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-23,archive
Quartys Limited,0.82,ArcelorMittal S.A.,LU0323134006,2016-03-23,archive
Capital Fund Management S.A.,0.81,SBM Offshore N.V.,NL0000360618,2016-03-22,archive
Oxford Asset Management,0.89,PostNL N.V.,NL0009739416,2016-03-22,archive
Quartys Limited,0.67,ArcelorMittal S.A.,LU0323134006,2016-03-22,archive
"PDT Partners, LLC",0.5,TomTom N.V.,NL0000387058,2016-03-21,archive
Quartys Limited,0.58,ArcelorMittal S.A.,LU0323134006,2016-03-21,archive
"WorldQuant, LLC",0.66,SBM Offshore N.V.,NL0000360618,2016-03-21,archive
"AQR Capital Management, LLC",0.59,ArcelorMittal S.A.,LU0323134006,2016-03-18,archive
Jane Street Group LLC,0.44,ArcelorMittal S.A.,LU0323134006,2016-03-18,archive
"Luminus Management, LLC",0.48,ArcelorMittal S.A.,LU0323134006,2016-03-18,archive
Millennium International Management LP,0.53,Lakefront Biotherapeutics NV,BE0003818359,2016-03-18,archive
"AQR Capital Management, LLC",1.77,Fugro N.V.,NL0000352565,2016-03-17,archive
"AQR Capital Management, LLC",0.48,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-17,archive
BlackRock Investment Management (UK) Limited,0.46,Aperam S.A.,LU0569974404,2016-03-17,archive
"Luminus Management, LLC",0.59,ArcelorMittal S.A.,LU0323134006,2016-03-17,archive
Marshall Wace LLP,0.6,ArcelorMittal S.A.,LU0323134006,2016-03-17,archive
Oxford Asset Management,0.59,SBM Offshore N.V.,NL0000360618,2016-03-17,archive
"AQR Capital Management, LLC",0.5,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-16,archive
Jane Street Group LLC,0.55,ArcelorMittal S.A.,LU0323134006,2016-03-16,archive
Marshall Wace LLP,1.8,Fugro N.V.,NL0000352565,2016-03-16,archive
"AQR Capital Management, LLC",2.21,SBM Offshore N.V.,NL0000360618,2016-03-15,archive
"Luminus Management, LLC",0.73,ArcelorMittal S.A.,LU0323134006,2016-03-15,archive
Oxford Asset Management,0.6,SBM Offshore N.V.,NL0000360618,2016-03-15,archive
TT International,0.59,Fugro N.V.,NL0000352565,2016-03-15,archive
"AQR Capital Management, LLC",1.88,Fugro N.V.,NL0000352565,2016-03-14,archive
BlackRock Investment Management (UK) Limited,0.59,Aperam S.A.,LU0569974404,2016-03-14,archive
BlackRock Investment Management (UK) Limited,0.62,Fugro N.V.,NL0000352565,2016-03-14,archive
Marshall Wace LLP,0.56,ArcelorMittal S.A.,LU0323134006,2016-03-14,archive
Odey Asset Management LLP,0.96,ArcelorMittal S.A.,LU0323134006,2016-03-14,archive
SFM UK Management LLP,0.54,TKH Group N.V.,NL0000852523,2016-03-14,archive
"AQR Capital Management, LLC",0.88,ArcelorMittal S.A.,LU0323134006,2016-03-11,archive
"AQR Capital Management, LLC",1.95,Fugro N.V.,NL0000352565,2016-03-11,archive
"AQR Capital Management, LLC",2.18,SBM Offshore N.V.,NL0000360618,2016-03-11,archive
BlackRock Investment Management (UK) Limited,0.84,AMG Critical Materials N.V.,NL0000888691,2016-03-11,archive
Marshall Wace LLP,1.72,Fugro N.V.,NL0000352565,2016-03-11,archive
Pine River Capital Management L.P.,0.9,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-11,archive
"AQR Capital Management, LLC",0.89,ArcelorMittal S.A.,LU0323134006,2016-03-10,archive
Capital Fund Management S.A.,0.79,PostNL N.V.,NL0009739416,2016-03-10,archive
Marshall Wace LLP,1.62,Fugro N.V.,NL0000352565,2016-03-10,archive
Marshall Wace LLP,0.44,TomTom N.V.,NL0000387058,2016-03-10,archive
Oxford Asset Management,0.98,PostNL N.V.,NL0009739416,2016-03-10,archive
SFM UK Management LLP,0.68,TKH Group N.V.,NL0000852523,2016-03-10,archive
"AQR Capital Management, LLC",2.08,Fugro N.V.,NL0000352565,2016-03-09,archive
BlackRock Investment Management (UK) Limited,0.74,AMG Critical Materials N.V.,NL0000888691,2016-03-09,archive
BlackRock Investment Management (UK) Limited,0.69,Aperam S.A.,LU0569974404,2016-03-09,archive
BlackRock Investment Management (UK) Limited,0.5,Fugro N.V.,NL0000352565,2016-03-09,archive
JPMorgan Asset Management (UK) Ltd.,0.79,TomTom N.V.,NL0000387058,2016-03-09,archive
Marshall Wace LLP,0.62,ArcelorMittal S.A.,LU0323134006,2016-03-09,archive
Marshall Wace LLP,1.4,Fugro N.V.,NL0000352565,2016-03-09,archive
Millennium International Management LP,0.41,Wereldhave N.V.,NL0000289213,2016-03-09,archive
"WorldQuant, LLC",0.7,SBM Offshore N.V.,NL0000360618,2016-03-09,archive
"Basso Capital Management, L.P",0.45,Aperam S.A.,LU0569974404,2016-03-08,archive
Capital Fund Management S.A.,0.7,SBM Offshore N.V.,NL0000360618,2016-03-08,archive
"D.E. Shaw & Co., L.P.",1.88,SBM Offshore N.V.,NL0000360618,2016-03-08,archive
Marshall Wace LLP,0.55,SBM Offshore N.V.,NL0000360618,2016-03-08,archive
Odey Asset Management LLP,1.62,ArcelorMittal S.A.,LU0323134006,2016-03-08,archive
BlackRock Investment Management (UK) Limited,0.62,AMG Critical Materials N.V.,NL0000888691,2016-03-07,archive
Capital Fund Management S.A.,0.48,ARCADIS N.V.,NL0006237562,2016-03-07,archive
Marshall Wace LLP,1.27,Fugro N.V.,NL0000352565,2016-03-07,archive
Marshall Wace LLP,0.69,SBM Offshore N.V.,NL0000360618,2016-03-07,archive
Odey Asset Management LLP,1.59,ArcelorMittal S.A.,LU0323134006,2016-03-07,archive
Oxford Asset Management,0.46,ArcelorMittal S.A.,LU0323134006,2016-03-07,archive
"Angelo, Gordon & Co. L.P.",0.95,Aperam S.A.,LU0569974404,2016-03-04,archive
"AQR Capital Management, LLC",1.09,ArcelorMittal S.A.,LU0323134006,2016-03-04,archive
Capital Fund Management S.A.,0.46,Fugro N.V.,NL0000352565,2016-03-04,archive
Capital Fund Management S.A.,0.88,PostNL N.V.,NL0009739416,2016-03-04,archive
"Davidson Kempner European Partners, LLP",1.28,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-04,archive
"Lucerne Capital Management, LP",0.0,Fugro N.V.,NL0000352565,2016-03-04,archive
Macquarie Funds Management Hong Kong Limited,0.42,Koninklijke Heijmans N.V.,NL0009269109,2016-03-04,archive
Marshall Wace LLP,0.57,ArcelorMittal S.A.,LU0323134006,2016-03-04,archive
Millennium International Management LP,0.49,Lakefront Biotherapeutics NV,BE0003818359,2016-03-04,archive
Oxford Asset Management,0.59,SBM Offshore N.V.,NL0000360618,2016-03-04,archive
"WorldQuant, LLC",0.67,SBM Offshore N.V.,NL0000360618,2016-03-04,archive
BlackRock Investment Management (UK) Limited,0.71,Aperam S.A.,LU0569974404,2016-03-03,archive
"Davidson Kempner European Partners, LLP",1.36,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-03,archive
Marshall Wace LLP,1.39,Fugro N.V.,NL0000352565,2016-03-03,archive
BlackRock Investment Management (UK) Limited,0.69,Aperam S.A.,LU0569974404,2016-03-02,archive
Capital Fund Management S.A.,0.59,ARCADIS N.V.,NL0006237562,2016-03-02,archive
"Davidson Kempner European Partners, LLP",1.49,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-03-02,archive
Marshall Wace LLP,1.47,Fugro N.V.,NL0000352565,2016-03-02,archive
Oxford Asset Management,0.61,Lakefront Biotherapeutics NV,BE0003818359,2016-03-02,archive
"Sophos Capital Management, L.P.",0.71,SBM Offshore N.V.,NL0000360618,2016-03-02,archive
"WorldQuant, LLC",0.48,PostNL N.V.,NL0009739416,2016-03-02,archive
Marshall Wace LLP,1.62,Fugro N.V.,NL0000352565,2016-03-01,archive
Marshall Wace LLP,0.88,SBM Offshore N.V.,NL0000360618,2016-03-01,archive
Odey Asset Management LLP,1.62,ArcelorMittal S.A.,LU0323134006,2016-03-01,archive
"WorldQuant, LLC",0.54,PostNL N.V.,NL0009739416,2016-03-01,archive
"AQR Capital Management, LLC",1.23,ArcelorMittal S.A.,LU0323134006,2016-02-29,archive
BlackRock Investment Management (UK) Limited,0.62,Koninklijke BAM Groep N.V.,NL0000337319,2016-02-29,archive
Capital Fund Management S.A.,0.6,SBM Offshore N.V.,NL0000360618,2016-02-29,archive
"Davidson Kempner European Partners, LLP",1.59,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-02-29,archive
Marshall Wace LLP,0.64,ArcelorMittal S.A.,LU0323134006,2016-02-29,archive
Marshall Wace LLP,1.74,Fugro N.V.,NL0000352565,2016-02-29,archive
"WorldQuant, LLC",0.72,SBM Offshore N.V.,NL0000360618,2016-02-29,archive
"AQR Capital Management, LLC",2.17,Fugro N.V.,NL0000352565,2016-02-26,archive
Capital Fund Management S.A.,0.59,Fugro N.V.,NL0000352565,2016-02-26,archive
Capital Fund Management S.A.,0.58,SBM Offshore N.V.,NL0000360618,2016-02-26,archive
"Lucerne Capital Management, LP",0.76,Fugro N.V.,NL0000352565,2016-02-26,archive
Marshall Wace LLP,0.74,ArcelorMittal S.A.,LU0323134006,2016-02-26,archive
Marshall Wace LLP,1.94,Fugro N.V.,NL0000352565,2016-02-26,archive
"WorldQuant, LLC",0.69,PostNL N.V.,NL0009739416,2016-02-26,archive
"WorldQuant, LLC",0.69,SBM Offshore N.V.,NL0000360618,2016-02-26,archive
"AQR Capital Management, LLC",1.36,ArcelorMittal S.A.,LU0323134006,2016-02-25,archive
"AQR Capital Management, LLC",0.49,ASML Holding N.V.,NL0010273215,2016-02-25,archive
Capital Fund Management S.A.,0.6,SBM Offshore N.V.,NL0000360618,2016-02-25,archive
"AQR Capital Management, LLC",2.27,SBM Offshore N.V.,NL0000360618,2016-02-24,archive
BlackRock Investment Management (UK) Limited,0.5,AMG Critical Materials N.V.,NL0000888691,2016-02-24,archive
Pine River Capital Management L.P.,0.8,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-02-24,archive
"AQR Capital Management, LLC",2.31,SBM Offshore N.V.,NL0000360618,2016-02-23,archive
JPMorgan Asset Management (UK) Ltd.,0.8,TomTom N.V.,NL0000387058,2016-02-23,archive
Marshall Wace LLP,0.61,ArcelorMittal S.A.,LU0323134006,2016-02-23,archive
Millennium International Management LP,0.53,Lakefront Biotherapeutics NV,BE0003818359,2016-02-23,archive
"AQR Capital Management, LLC",1.43,ArcelorMittal S.A.,LU0323134006,2016-02-22,archive
BlackRock Investment Management (UK) Limited,0.7,Aperam S.A.,LU0569974404,2016-02-22,archive
Canada Pension Plan Investment Board,0.5,ARCADIS N.V.,NL0006237562,2016-02-22,archive
Capital Fund Management S.A.,0.99,PostNL N.V.,NL0009739416,2016-02-22,archive
Marshall Wace LLP,0.57,TomTom N.V.,NL0000387058,2016-02-22,archive
"WorldQuant, LLC",0.79,PostNL N.V.,NL0009739416,2016-02-22,archive
"WorldQuant, LLC",0.79,SBM Offshore N.V.,NL0000360618,2016-02-22,archive
"Lucerne Capital Management, LP",1.45,Fugro N.V.,NL0000352565,2016-02-19,archive
Oxford Asset Management,0.6,SBM Offshore N.V.,NL0000360618,2016-02-19,archive
"WorldQuant, LLC",0.49,Koninklijke Heijmans N.V.,NL0009269109,2016-02-19,archive
"WorldQuant, LLC",0.8,SBM Offshore N.V.,NL0000360618,2016-02-19,archive
"AQR Capital Management, LLC",1.6,ArcelorMittal S.A.,LU0323134006,2016-02-18,archive
"AQR Capital Management, LLC",0.5,Koninklijke KPN N.V.,NL0000009082,2016-02-18,archive
Capital Fund Management S.A.,0.67,Fugro N.V.,NL0000352565,2016-02-18,archive
Marshall Wace LLP,0.54,ArcelorMittal S.A.,LU0323134006,2016-02-18,archive
Marshall Wace LLP,0.97,SBM Offshore N.V.,NL0000360618,2016-02-18,archive
Millennium International Management LP,0.68,Lakefront Biotherapeutics NV,BE0003818359,2016-02-18,archive
Odey Asset Management LLP,1.73,ArcelorMittal S.A.,LU0323134006,2016-02-18,archive
Oxford Asset Management,1.04,PostNL N.V.,NL0009739416,2016-02-18,archive
"WorldQuant, LLC",0.85,PostNL N.V.,NL0009739416,2016-02-18,archive
Marshall Wace LLP,0.69,ArcelorMittal S.A.,LU0323134006,2016-02-17,archive
Marshall Wace LLP,2.3,Fugro N.V.,NL0000352565,2016-02-17,archive
Marshall Wace LLP,0.69,TomTom N.V.,NL0000387058,2016-02-17,archive
Millennium International Management LP,0.7,Lakefront Biotherapeutics NV,BE0003818359,2016-02-17,archive
Oxford Asset Management,0.53,SBM Offshore N.V.,NL0000360618,2016-02-17,archive
"WorldQuant, LLC",0.94,PostNL N.V.,NL0009739416,2016-02-17,archive
"WorldQuant, LLC",0.77,SBM Offshore N.V.,NL0000360618,2016-02-17,archive
"AQR Capital Management, LLC",0.59,Koninklijke Vopak N.V.,NL0009432491,2016-02-16,archive
BlackRock Investment Management (UK) Limited,0.5,Koninklijke BAM Groep N.V.,NL0000337319,2016-02-16,archive
Man Investments Limited,0.36,Koninklijke BAM Groep N.V.,NL0000337319,2016-02-16,archive
Marshall Wace LLP,1.08,SBM Offshore N.V.,NL0000360618,2016-02-16,archive
Millennium International Management LP,0.8,Lakefront Biotherapeutics NV,BE0003818359,2016-02-16,archive
BlackRock Investment Management (UK) Limited,0.68,Aperam S.A.,LU0569974404,2016-02-15,archive
BlackRock Investment Management (UK) Limited,0.49,SBM Offshore N.V.,NL0000360618,2016-02-15,archive
Capital Fund Management S.A.,0.75,Fugro N.V.,NL0000352565,2016-02-15,archive
"Davidson Kempner European Partners, LLP",0.0,Shell plc,GB00B03MLX29,2016-02-15,archive
Oxford Asset Management,0.48,Koninklijke Heijmans N.V.,NL0009269109,2016-02-15,archive
"WorldQuant, LLC",1.09,PostNL N.V.,NL0009739416,2016-02-15,archive
"Angelo, Gordon & Co. L.P.",0.8,Aperam S.A.,LU0569974404,2016-02-12,archive
Capital Fund Management S.A.,0.62,ARCADIS N.V.,NL0006237562,2016-02-12,archive
Capital Fund Management S.A.,0.8,Fugro N.V.,NL0000352565,2016-02-12,archive
Marshall Wace LLP,2.2,Fugro N.V.,NL0000352565,2016-02-12,archive
Marshall Wace LLP,1.16,SBM Offshore N.V.,NL0000360618,2016-02-12,archive
"WorldQuant, LLC",0.57,Koninklijke Heijmans N.V.,NL0009269109,2016-02-12,archive
Adage Capital Management L.P.,4.82,Aperam S.A.,LU0569974404,2016-02-11,archive
AKO Capital LLP,1.12,TKH Group N.V.,NL0000852523,2016-02-11,archive
Marshall Wace LLP,2.12,Fugro N.V.,NL0000352565,2016-02-11,archive
Marshall Wace LLP,1.24,SBM Offshore N.V.,NL0000360618,2016-02-11,archive
Marshall Wace LLP,0.77,TomTom N.V.,NL0000387058,2016-02-11,archive
Millennium International Management LP,0.77,Lakefront Biotherapeutics NV,BE0003818359,2016-02-11,archive
Adage Capital Management L.P.,0.29,ArcelorMittal S.A.,LU0323134006,2016-02-10,archive
Capital Fund Management S.A.,0.5,Wereldhave N.V.,NL0000289213,2016-02-10,archive
Marshall Wace LLP,2.05,Fugro N.V.,NL0000352565,2016-02-10,archive
Marshall Wace LLP,0.86,TomTom N.V.,NL0000387058,2016-02-10,archive
Oxford Asset Management,0.5,Lakefront Biotherapeutics NV,BE0003818359,2016-02-10,archive
"PDT Partners, LLC",0.46,TomTom N.V.,NL0000387058,2016-02-10,archive
Pine River Capital Management L.P.,0.71,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-02-10,archive
"WorldQuant, LLC",1.17,PostNL N.V.,NL0009739416,2016-02-10,archive
Adage Capital Management L.P.,0.51,ArcelorMittal S.A.,LU0323134006,2016-02-09,archive
"Angelo, Gordon & Co. L.P.",0.79,Aperam S.A.,LU0569974404,2016-02-09,archive
"AQR Capital Management, LLC",2.2,SBM Offshore N.V.,NL0000360618,2016-02-09,archive
"Lucerne Capital Management, LP",1.35,Fugro N.V.,NL0000352565,2016-02-09,archive
Marshall Wace LLP,1.01,TomTom N.V.,NL0000387058,2016-02-09,archive
"PDT Partners, LLC",0.5,TomTom N.V.,NL0000387058,2016-02-09,archive
"WorldQuant, LLC",0.65,Koninklijke Heijmans N.V.,NL0009269109,2016-02-09,archive
"WorldQuant, LLC",0.86,SBM Offshore N.V.,NL0000360618,2016-02-09,archive
"AQR Capital Management, LLC",1.75,ArcelorMittal S.A.,LU0323134006,2016-02-08,archive
"AQR Capital Management, LLC",2.29,Fugro N.V.,NL0000352565,2016-02-08,archive
BlackRock Investment Management (UK) Limited,0.7,Aperam S.A.,LU0569974404,2016-02-08,archive
BlackRock Investment Management (UK) Limited,0.5,SBM Offshore N.V.,NL0000360618,2016-02-08,archive
Capital Fund Management S.A.,0.5,ARCADIS N.V.,NL0006237562,2016-02-08,archive
JPMorgan Asset Management (UK) Ltd.,0.49,Wereldhave N.V.,NL0000289213,2016-02-08,archive
"Lucerne Capital Management, LP",1.24,Fugro N.V.,NL0000352565,2016-02-08,archive
Marshall Wace LLP,0.77,ArcelorMittal S.A.,LU0323134006,2016-02-08,archive
