position_holder,net_short_position,isin,issuer_name,position_date,source
Scopia Capital Management LP,2.08,NL0011821392,Signify N.V.,2018-06-29,archive
Systematica Investments Limited,0.61,NL0009739416,PostNL N.V.,2018-06-29,archive
Viking Global Investors LP,0.66,NL0000303709,AEGON Ltd.,2018-06-29,archive
"WorldQuant, LLC",0.51,NL0011821392,Signify N.V.,2018-06-29,archive
"Arrowstreet Capital, Limited Partnership",0.5,LU0569974404,Aperam S.A.,2018-06-28,archive
B&G Master Fund Plc,0.59,NL0010773842,NN Group N.V.,2018-06-28,archive
BlackRock Investment Management (UK) Limited,0.48,NL0000352565,Fugro N.V.,2018-06-28,archive
"Clinton Group, Inc",0.6,NL0000289213,Wereldhave N.V.,2018-06-28,archive
HBK Investments LP,1.31,NL0000352565,Fugro N.V.,2018-06-28,archive
Jupiter Investment Management Limited,1.4,NL0000352565,Fugro N.V.,2018-06-28,archive
Jupiter Investment Management Limited,1.01,NL0009739416,PostNL N.V.,2018-06-28,archive
Scopia Capital Management LP,3.09,NL0012866412,BE Semiconductor Industries N.V.,2018-06-28,archive
Viking Global Investors LP,0.7,NL0000303709,AEGON Ltd.,2018-06-28,archive
"WorldQuant, LLC",1.19,NL0000352565,Fugro N.V.,2018-06-28,archive
"Clinton Group, Inc",0.59,NL0000289213,Wereldhave N.V.,2018-06-27,archive
CQS (UK) LLP,0.44,LU0569974404,Aperam S.A.,2018-06-27,archive
HBK Investments LP,1.29,NL0000352565,Fugro N.V.,2018-06-27,archive
Marshall Wace LLP,1.91,NL0006237562,ARCADIS N.V.,2018-06-27,archive
Marshall Wace LLP,0.9,NL0000387058,TomTom N.V.,2018-06-27,archive
"WorldQuant, LLC",1.2,NL0000352565,Fugro N.V.,2018-06-27,archive
"WorldQuant, LLC",0.93,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-27,archive
"WorldQuant, LLC",0.69,NL0000289213,Wereldhave N.V.,2018-06-27,archive
AHL Partners LLP,1.18,NL0000352565,Fugro N.V.,2018-06-26,archive
Capital Fund Management S.A.,0.7,NL0010558797,OCI N.V.,2018-06-26,archive
HBK Investments LP,1.31,NL0000352565,Fugro N.V.,2018-06-26,archive
Jupiter Investment Management Limited,1.32,NL0000352565,Fugro N.V.,2018-06-26,archive
Marshall Wace LLP,0.5,NL0000288876,Eurocommercial Properties N.V.,2018-06-26,archive
Marshall Wace LLP,0.59,NL0010558797,OCI N.V.,2018-06-26,archive
Tybourne Capital Management (HK) Limited,1.84,NL0011821392,Signify N.V.,2018-06-26,archive
"WorldQuant, LLC",0.89,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-26,archive
AKO Capital LLP,1.21,NL0006237562,ARCADIS N.V.,2018-06-25,archive
Capital Fund Management S.A.,1.08,NL0000289213,Wereldhave N.V.,2018-06-25,archive
"Davidson Kempner European Partners, LLP",0.89,NL0012866412,BE Semiconductor Industries N.V.,2018-06-25,archive
Jupiter Investment Management Limited,0.91,NL0009739416,PostNL N.V.,2018-06-25,archive
Marshall Wace LLP,0.93,NL0000352565,Fugro N.V.,2018-06-25,archive
Pictet Asset Management S.A.,0.49,NL0012866412,BE Semiconductor Industries N.V.,2018-06-25,archive
Systematica Investments Limited,0.9,NL0000352565,Fugro N.V.,2018-06-25,archive
Tybourne Capital Management (HK) Limited,1.77,NL0011821392,Signify N.V.,2018-06-25,archive
"WorldQuant, LLC",1.19,NL0000352565,Fugro N.V.,2018-06-25,archive
"WorldQuant, LLC",0.92,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-25,archive
Capital Fund Management S.A.,1.8,NL0000352565,Fugro N.V.,2018-06-22,archive
HBK Investments LP,1.26,NL0000352565,Fugro N.V.,2018-06-22,archive
Marshall Wace LLP,1.39,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-22,archive
Marshall Wace LLP,0.8,NL0000387058,TomTom N.V.,2018-06-22,archive
Scopia Capital Management LP,3.48,NL0012866412,BE Semiconductor Industries N.V.,2018-06-22,archive
"WorldQuant, LLC",1.21,NL0000352565,Fugro N.V.,2018-06-22,archive
"WorldQuant, LLC",0.7,NL0000289213,Wereldhave N.V.,2018-06-22,archive
Citadel Advisors II LLC,0.61,NL0000289213,Wereldhave N.V.,2018-06-21,archive
CQS (UK) LLP,0.79,NL0012866412,BE Semiconductor Industries N.V.,2018-06-21,archive
Marshall Wace LLP,1.82,NL0006237562,ARCADIS N.V.,2018-06-21,archive
Millennium International Management LP,1.1,NL0000289213,Wereldhave N.V.,2018-06-21,archive
"WorldQuant, LLC",0.49,NL0010391025,Pharming Group N.V.,2018-06-21,archive
BlueCrest Capital Management Limited,0.62,NL0000352565,Fugro N.V.,2018-06-20,archive
Citadel Advisors II LLC,0.58,NL0000289213,Wereldhave N.V.,2018-06-20,archive
HBK Investments LP,1.3,NL0000352565,Fugro N.V.,2018-06-20,archive
Jupiter Investment Management Limited,1.2,NL0000352565,Fugro N.V.,2018-06-20,archive
"WorldQuant, LLC",0.5,NL0010391025,Pharming Group N.V.,2018-06-20,archive
"WorldQuant, LLC",0.65,NL0000289213,Wereldhave N.V.,2018-06-20,archive
Capital Fund Management S.A.,0.9,NL0009739416,PostNL N.V.,2018-06-19,archive
Citadel Advisors II LLC,0.49,NL0000289213,Wereldhave N.V.,2018-06-19,archive
CQS (UK) LLP,0.59,LU0569974404,Aperam S.A.,2018-06-19,archive
Lansdowne Partners (UK) LLP,2.12,NL0006237562,ARCADIS N.V.,2018-06-19,archive
Marshall Wace LLP,0.82,NL0000352565,Fugro N.V.,2018-06-19,archive
Marshall Wace LLP,0.79,NL0009739416,PostNL N.V.,2018-06-19,archive
"PDT Partners, LLC",0.46,NL0010391025,Pharming Group N.V.,2018-06-19,archive
AHL Partners LLP,1.2,NL0000352565,Fugro N.V.,2018-06-18,archive
B&G Master Fund Plc,0.68,NL0010773842,NN Group N.V.,2018-06-18,archive
Jupiter Investment Management Limited,1.12,NL0000352565,Fugro N.V.,2018-06-18,archive
Lansdowne Partners (UK) LLP,2.01,NL0006237562,ARCADIS N.V.,2018-06-18,archive
Marshall Wace LLP,0.81,NL0009739416,PostNL N.V.,2018-06-18,archive
Marshall Wace LLP,0.7,NL0000387058,TomTom N.V.,2018-06-18,archive
Marshall Wace LLP,2.58,NL0000289213,Wereldhave N.V.,2018-06-18,archive
Millennium International Management LP,0.88,NL0000888691,AMG Critical Materials N.V.,2018-06-18,archive
"PDT Partners, LLC",0.53,NL0010391025,Pharming Group N.V.,2018-06-18,archive
"WorldQuant, LLC",0.59,BE0003818359,Galapagos NV,2018-06-18,archive
"AQR Capital Management, LLC",2.49,BE0003818359,Galapagos NV,2018-06-15,archive
"Arrowstreet Capital, Limited Partnership",0.69,NL0000387058,TomTom N.V.,2018-06-15,archive
Jupiter Investment Management Limited,0.82,NL0009739416,PostNL N.V.,2018-06-15,archive
Lansdowne Partners (UK) LLP,1.92,NL0006237562,ARCADIS N.V.,2018-06-15,archive
Marshall Wace LLP,0.74,NL0000352565,Fugro N.V.,2018-06-15,archive
Marshall Wace LLP,0.72,NL0009739416,PostNL N.V.,2018-06-15,archive
Millennium Capital Partners LLP,0.5,NL0000888691,AMG Critical Materials N.V.,2018-06-15,archive
Millennium International Management LP,0.9,NL0000888691,AMG Critical Materials N.V.,2018-06-15,archive
"PDT Partners, LLC",0.6,NL0010391025,Pharming Group N.V.,2018-06-15,archive
"WorldQuant, LLC",0.86,NL0009739416,PostNL N.V.,2018-06-15,archive
Capital Fund Management S.A.,1.79,NL0000352565,Fugro N.V.,2018-06-14,archive
Capital Fund Management S.A.,0.69,NL0010558797,OCI N.V.,2018-06-14,archive
GSA Capital Partners LLP,0.5,NL0006237562,ARCADIS N.V.,2018-06-14,archive
GSA Capital Partners LLP,0.59,NL0000289213,Wereldhave N.V.,2018-06-14,archive
Millennium International Management LP,0.55,NL0000888691,AMG Critical Materials N.V.,2018-06-14,archive
Omni Partners LLP,0.06,FR0013326246,Unibail-Rodamco-Westfield SE,2018-06-14,archive
"PDT Partners, LLC",0.73,NL0010391025,Pharming Group N.V.,2018-06-14,archive
Scopia Capital Management LP,3.35,NL0012866412,BE Semiconductor Industries N.V.,2018-06-14,archive
"WorldQuant, LLC",0.81,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-14,archive
"AQR Capital Management, LLC",2.5,BE0003818359,Galapagos NV,2018-06-13,archive
Citadel Europe LLP,0.8,NL0000352565,Fugro N.V.,2018-06-13,archive
Jupiter Investment Management Limited,1.0,NL0000352565,Fugro N.V.,2018-06-13,archive
Millennium International Management LP,0.65,NL0000888691,AMG Critical Materials N.V.,2018-06-13,archive
"PDT Partners, LLC",0.81,NL0010391025,Pharming Group N.V.,2018-06-13,archive
Scopia Capital Management LP,3.1,NL0012866412,BE Semiconductor Industries N.V.,2018-06-13,archive
"AQR Capital Management, LLC",2.49,BE0003818359,Galapagos NV,2018-06-12,archive
"AQR Capital Management, LLC",2.19,NL0009432491,Koninklijke Vopak N.V.,2018-06-12,archive
CQS (UK) LLP,0.91,NL0012866412,BE Semiconductor Industries N.V.,2018-06-12,archive
Jupiter Investment Management Limited,0.7,NL0009739416,PostNL N.V.,2018-06-12,archive
Marshall Wace LLP,0.61,NL0009739416,PostNL N.V.,2018-06-12,archive
Marshall Wace LLP,0.61,NL0000387058,TomTom N.V.,2018-06-12,archive
Millennium International Management LP,0.74,NL0000888691,AMG Critical Materials N.V.,2018-06-12,archive
RAM Active Investments SA,0.47,NL0000352565,Fugro N.V.,2018-06-12,archive
Scopia Capital Management LP,2.95,NL0012866412,BE Semiconductor Industries N.V.,2018-06-12,archive
Systematica Investments Limited,0.5,NL0009739416,PostNL N.V.,2018-06-12,archive
Viking Global Investors LP,0.89,NL0000303709,AEGON Ltd.,2018-06-12,archive
Capital Fund Management S.A.,1.81,NL0000352565,Fugro N.V.,2018-06-11,archive
Capital Fund Management S.A.,0.7,NL0010558797,OCI N.V.,2018-06-11,archive
Marshall Wace LLP,1.7,NL0006237562,ARCADIS N.V.,2018-06-11,archive
Millennium Capital Partners LLP,0.49,NL0000888691,AMG Critical Materials N.V.,2018-06-11,archive
Scopia Capital Management LP,2.88,NL0012866412,BE Semiconductor Industries N.V.,2018-06-11,archive
AHL Partners LLP,1.19,NL0000352565,Fugro N.V.,2018-06-08,archive
"AQR Capital Management, LLC",2.5,BE0003818359,Galapagos NV,2018-06-08,archive
"AQR Capital Management, LLC",2.21,NL0000360618,SBM Offshore N.V.,2018-06-08,archive
BlackRock Investment Management (UK) Limited,0.51,NL0000352565,Fugro N.V.,2018-06-08,archive
Jupiter Investment Management Limited,0.62,NL0009739416,PostNL N.V.,2018-06-08,archive
Linden Advisors LP,0.58,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-08,archive
Marshall Wace LLP,1.46,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-08,archive
Marshall Wace LLP,0.52,NL0009739416,PostNL N.V.,2018-06-08,archive
Millennium International Management LP,0.89,NL0000888691,AMG Critical Materials N.V.,2018-06-08,archive
"PDT Partners, LLC",0.99,NL0010391025,Pharming Group N.V.,2018-06-08,archive
Pictet Asset Management S.A.,0.54,NL0012866412,BE Semiconductor Industries N.V.,2018-06-08,archive
"WorldQuant, LLC",0.71,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-08,archive
"AQR Capital Management, LLC",2.49,BE0003818359,Galapagos NV,2018-06-07,archive
Capital Fund Management S.A.,1.79,NL0000352565,Fugro N.V.,2018-06-07,archive
Capital Fund Management S.A.,0.69,NL0010558797,OCI N.V.,2018-06-07,archive
Citadel Advisors II LLC,0.86,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-07,archive
Marshall Wace LLP,0.62,NL0000352565,Fugro N.V.,2018-06-07,archive
Marshall Wace LLP,0.53,NL0000387058,TomTom N.V.,2018-06-07,archive
Systematica Investments Limited,0.8,NL0000352565,Fugro N.V.,2018-06-07,archive
Viking Global Investors LP,0.99,NL0000303709,AEGON Ltd.,2018-06-07,archive
"WorldQuant, LLC",0.67,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-07,archive
"Arrowstreet Capital, Limited Partnership",0.7,NL0000387058,TomTom N.V.,2018-06-06,archive
Capital Fund Management S.A.,0.8,NL0009739416,PostNL N.V.,2018-06-06,archive
Citadel Advisors II LLC,0.91,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-06,archive
Lone Pine Capital LLC,1.4,NL0011821392,Signify N.V.,2018-06-06,archive
"PDT Partners, LLC",1.02,NL0010391025,Pharming Group N.V.,2018-06-06,archive
"WorldQuant, LLC",0.57,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-06,archive
"WorldQuant, LLC",0.97,NL0009739416,PostNL N.V.,2018-06-06,archive
AHL Partners LLP,0.59,BE0003818359,Galapagos NV,2018-06-05,archive
"AQR Capital Management, LLC",1.2,NL0000009082,Koninklijke KPN N.V.,2018-06-05,archive
"Arrowstreet Capital, Limited Partnership",0.69,NL0000387058,TomTom N.V.,2018-06-05,archive
"BlueMountain Capital Management, LLC",0.49,NL0009739416,PostNL N.V.,2018-06-05,archive
Citadel Advisors II LLC,0.86,NL0000337319,Koninklijke BAM Groep N.V.,2018-06-05,archive
"D. E. Shaw & Co., L.P.",0.48,NL0000289213,Wereldhave N.V.,2018-06-05,archive
Lazard Asset Management LLC,0.59,NL0000352565,Fugro N.V.,2018-06-05,archive
Lone Pine Capital LLC,1.03,NL0011821392,Signify N.V.,2018-06-05,archive
Marshall Wace LLP,0.55,NL0000352565,Fugro N.V.,2018-06-05,archive
Odey Asset Management LLP,0.47,NL0000289213,Wereldhave N.V.,2018-06-05,archive
Omni Partners LLP,0.52,FR0013326246,Unibail-Rodamco-Westfield SE,2018-06-05,archive
"PDT Partners, LLC",0.99,NL0010391025,Pharming Group N.V.,2018-06-05,archive
"BlueMountain Capital Management, LLC",0.57,NL0009739416,PostNL N.V.,2018-06-04,archive
Citadel Advisors II LLC,0.58,NL0000289213,Wereldhave N.V.,2018-06-04,archive
Jupiter Investment Management Limited,0.53,NL0009739416,PostNL N.V.,2018-06-04,archive
Millennium International Management LP,0.97,NL0000888691,AMG Critical Materials N.V.,2018-06-04,archive
Millennium International Management LP,1.0,NL0000289213,Wereldhave N.V.,2018-06-04,archive
"WorldQuant, LLC",0.52,NL0000289213,Wereldhave N.V.,2018-06-04,archive
B&G Master Fund Plc,0.78,NL0000303709,AEGON Ltd.,2018-06-01,archive
"BlueMountain Capital Management, LLC",0.64,NL0009739416,PostNL N.V.,2018-06-01,archive
Citadel Advisors II LLC,0.61,NL0000289213,Wereldhave N.V.,2018-06-01,archive
Scopia Capital Management LP,2.72,NL0012866412,BE Semiconductor Industries N.V.,2018-06-01,archive
Scopia Capital Management LP,2.16,NL0011821392,Signify N.V.,2018-06-01,archive
"WorldQuant, LLC",0.69,BE0003818359,Galapagos NV,2018-06-01,archive
"WorldQuant, LLC",0.49,NL0000289213,Wereldhave N.V.,2018-06-01,archive
B&G Master Fund Plc,0.8,NL0000303709,AEGON Ltd.,2018-05-31,archive
"BlueMountain Capital Management, LLC",0.72,NL0009739416,PostNL N.V.,2018-05-31,archive
"D. E. Shaw & Co., L.P.",0.51,NL0000289213,Wereldhave N.V.,2018-05-31,archive
Marshall Wace LLP,2.67,NL0000289213,Wereldhave N.V.,2018-05-31,archive
Millennium International Management LP,1.0,NL0000888691,AMG Critical Materials N.V.,2018-05-31,archive
Millennium International Management LP,0.46,BE0003818359,Galapagos NV,2018-05-31,archive
"PDT Partners, LLC",1.06,NL0010391025,Pharming Group N.V.,2018-05-31,archive
"D. E. Shaw & Co., L.P.",0.49,NL0000289213,Wereldhave N.V.,2018-05-30,archive
"Davidson Kempner European Partners, LLP",0.99,NL0012866412,BE Semiconductor Industries N.V.,2018-05-30,archive
Millennium International Management LP,0.92,NL0000289213,Wereldhave N.V.,2018-05-30,archive
"WorldQuant, LLC",1.12,NL0000352565,Fugro N.V.,2018-05-30,archive
"WorldQuant, LLC",0.72,BE0003818359,Galapagos NV,2018-05-30,archive
AHL Partners LLP,0.68,BE0003818359,Galapagos NV,2018-05-29,archive
BlueCrest Capital Management Limited,0.59,NL0000352565,Fugro N.V.,2018-05-29,archive
"Clinton Group, Inc",0.72,NL0000289213,Wereldhave N.V.,2018-05-29,archive
"D. E. Shaw & Co., L.P.",0.51,NL0000289213,Wereldhave N.V.,2018-05-29,archive
"Goldman Sachs Group Inc., The",0.88,NL0012650360,RHI Magnesita N.V.,2018-05-29,archive
Marshall Wace LLP,1.59,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-29,archive
Oxford Asset Management,0.51,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-29,archive
Systematica Investments Limited,0.71,NL0000352565,Fugro N.V.,2018-05-29,archive
"WorldQuant, LLC",0.5,NL0000289213,Wereldhave N.V.,2018-05-29,archive
Capital Fund Management S.A.,0.69,NL0011279492,Flow Traders Ltd.,2018-05-28,archive
Capital Fund Management S.A.,0.7,NL0009739416,PostNL N.V.,2018-05-28,archive
Marshall Wace LLP,1.61,NL0006237562,ARCADIS N.V.,2018-05-28,archive
Marshall Wace LLP,2.75,NL0000289213,Wereldhave N.V.,2018-05-28,archive
"WorldQuant, LLC",1.04,NL0000352565,Fugro N.V.,2018-05-28,archive
"AQR Capital Management, LLC",1.1,NL0000009082,Koninklijke KPN N.V.,2018-05-25,archive
Marshall Wace LLP,1.59,NL0006237562,ARCADIS N.V.,2018-05-25,archive
Marshall Wace LLP,2.85,NL0000289213,Wereldhave N.V.,2018-05-25,archive
Oxford Asset Management,0.49,BE0003818359,Galapagos NV,2018-05-25,archive
RAM Active Investments SA,0.61,NL0000352565,Fugro N.V.,2018-05-25,archive
Systematica Investments Limited,0.69,NL0000352565,Fugro N.V.,2018-05-25,archive
"AQR Capital Management, LLC",2.1,NL0000360618,SBM Offshore N.V.,2018-05-24,archive
"Arrowstreet Capital, Limited Partnership",0.79,NL0000387058,TomTom N.V.,2018-05-24,archive
GSA Capital Partners LLP,0.69,NL0000289213,Wereldhave N.V.,2018-05-24,archive
HBK Investments LP,1.21,NL0000352565,Fugro N.V.,2018-05-24,archive
Kintbury Capital LLP,0.39,NL0011821392,Signify N.V.,2018-05-24,archive
Marshall Wace LLP,2.97,NL0000289213,Wereldhave N.V.,2018-05-24,archive
Millennium Capital Partners LLP,0.5,NL0000888691,AMG Critical Materials N.V.,2018-05-24,archive
Millennium International Management LP,0.91,NL0000888691,AMG Critical Materials N.V.,2018-05-24,archive
Millennium International Management LP,0.81,NL0000289213,Wereldhave N.V.,2018-05-24,archive
Oxford Asset Management,0.5,BE0003818359,Galapagos NV,2018-05-24,archive
"WorldQuant, LLC",0.9,NL0000352565,Fugro N.V.,2018-05-24,archive
"WorldQuant, LLC",0.49,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-24,archive
"WorldQuant, LLC",1.03,NL0009739416,PostNL N.V.,2018-05-24,archive
BlueCrest Capital Management Limited,0.6,NL0000352565,Fugro N.V.,2018-05-23,archive
"BlueMountain Capital Management, LLC",0.8,NL0009739416,PostNL N.V.,2018-05-23,archive
Capital Fund Management S.A.,0.7,NL0011279492,Flow Traders Ltd.,2018-05-23,archive
"Davidson Kempner European Partners, LLP",1.0,NL0012866412,BE Semiconductor Industries N.V.,2018-05-23,archive
Marshall Wace LLP,1.61,NL0006237562,ARCADIS N.V.,2018-05-23,archive
Oxford Asset Management,0.49,BE0003818359,Galapagos NV,2018-05-23,archive
Oxford Asset Management,0.53,NL0010391025,Pharming Group N.V.,2018-05-23,archive
"WorldQuant, LLC",0.83,NL0000352565,Fugro N.V.,2018-05-23,archive
Citadel Advisors II LLC,0.78,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-22,archive
Marshall Wace LLP,0.6,NL0010558797,OCI N.V.,2018-05-22,archive
Millennium International Management LP,0.57,BE0003818359,Galapagos NV,2018-05-22,archive
"PDT Partners, LLC",1.16,NL0010391025,Pharming Group N.V.,2018-05-22,archive
"WorldQuant, LLC",0.98,NL0009739416,PostNL N.V.,2018-05-22,archive
"AQR Capital Management, LLC",2.09,NL0000360618,SBM Offshore N.V.,2018-05-21,archive
Lansdowne Partners (UK) LLP,1.86,NL0006237562,ARCADIS N.V.,2018-05-21,archive
Marshall Wace LLP,1.58,NL0006237562,ARCADIS N.V.,2018-05-21,archive
Millennium International Management LP,0.61,BE0003818359,Galapagos NV,2018-05-21,archive
"PDT Partners, LLC",1.09,NL0010391025,Pharming Group N.V.,2018-05-21,archive
Tybourne Capital Management (HK) Limited,1.66,NL0011821392,Signify N.V.,2018-05-21,archive
"AQR Capital Management, LLC",2.1,NL0000360618,SBM Offshore N.V.,2018-05-18,archive
"Arrowstreet Capital, Limited Partnership",0.47,NL0010558797,OCI N.V.,2018-05-18,archive
Citadel Advisors II LLC,0.5,NL0000289213,Wereldhave N.V.,2018-05-18,archive
Marshall Wace LLP,3.0,NL0000289213,Wereldhave N.V.,2018-05-18,archive
"PDT Partners, LLC",1.13,NL0010391025,Pharming Group N.V.,2018-05-18,archive
Systematica Investments Limited,0.79,NL0000352565,Fugro N.V.,2018-05-18,archive
Tybourne Capital Management (HK) Limited,1.74,NL0011821392,Signify N.V.,2018-05-18,archive
"WorldQuant, LLC",0.59,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-18,archive
AHL Partners LLP,0.7,BE0003818359,Galapagos NV,2018-05-17,archive
"AQR Capital Management, LLC",2.29,NL0009432491,Koninklijke Vopak N.V.,2018-05-17,archive
"Goldman Sachs Group Inc., The",0.9,NL0012650360,RHI Magnesita N.V.,2018-05-17,archive
Marshall Wace LLP,0.49,NL0010391025,Pharming Group N.V.,2018-05-17,archive
"PDT Partners, LLC",0.48,NL0012866412,BE Semiconductor Industries N.V.,2018-05-17,archive
"PDT Partners, LLC",1.27,NL0010391025,Pharming Group N.V.,2018-05-17,archive
Tybourne Capital Management (HK) Limited,2.17,NL0011821392,Signify N.V.,2018-05-17,archive
"AQR Capital Management, LLC",1.01,NL0000009082,Koninklijke KPN N.V.,2018-05-16,archive
"Arrowstreet Capital, Limited Partnership",0.49,LU0569974404,Aperam S.A.,2018-05-16,archive
GSA Capital Partners LLP,0.77,NL0000289213,Wereldhave N.V.,2018-05-16,archive
Lansdowne Partners (UK) LLP,1.7,NL0006237562,ARCADIS N.V.,2018-05-16,archive
Marshall Wace LLP,0.63,NL0010391025,Pharming Group N.V.,2018-05-16,archive
Marshall Wace LLP,2.92,NL0000289213,Wereldhave N.V.,2018-05-16,archive
Millennium International Management LP,0.89,NL0000888691,AMG Critical Materials N.V.,2018-05-16,archive
Odey Asset Management LLP,0.5,NL0000289213,Wereldhave N.V.,2018-05-16,archive
"PDT Partners, LLC",1.16,NL0010391025,Pharming Group N.V.,2018-05-16,archive
"Philadelphia Financial Management of San Francisco, LLC",0.75,NL0011279492,Flow Traders Ltd.,2018-05-16,archive
AHL Partners LLP,1.28,NL0000352565,Fugro N.V.,2018-05-15,archive
"AQR Capital Management, LLC",0.99,NL0000009082,Koninklijke KPN N.V.,2018-05-15,archive
"BlueMountain Capital Management, LLC",0.79,NL0009739416,PostNL N.V.,2018-05-15,archive
Capital Fund Management S.A.,0.79,NL0010558797,OCI N.V.,2018-05-15,archive
HBK Investments LP,1.18,NL0000352565,Fugro N.V.,2018-05-15,archive
Marshall Wace LLP,0.46,NL0000352565,Fugro N.V.,2018-05-15,archive
Marshall Wace LLP,2.75,NL0000289213,Wereldhave N.V.,2018-05-15,archive
Millennium International Management LP,0.9,NL0000888691,AMG Critical Materials N.V.,2018-05-15,archive
Arrowgrass Capital Partners LLP,0.58,NL0000352565,Fugro N.V.,2018-05-14,archive
HBK Investments LP,1.31,NL0000352565,Fugro N.V.,2018-05-14,archive
Marshall Wace LLP,0.59,NL0010558797,OCI N.V.,2018-05-14,archive
Marshall Wace LLP,0.84,NL0010391025,Pharming Group N.V.,2018-05-14,archive
Millennium International Management LP,0.89,NL0000888691,AMG Critical Materials N.V.,2018-05-14,archive
"PDT Partners, LLC",1.25,NL0010391025,Pharming Group N.V.,2018-05-14,archive
Systematica Investments Limited,0.48,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-14,archive
AKO Capital LLP,1.31,NL0006237562,ARCADIS N.V.,2018-05-11,archive
"AQR Capital Management, LLC",1.0,NL0000009082,Koninklijke KPN N.V.,2018-05-11,archive
"Goldman Sachs Group Inc., The",0.87,NL0012650360,RHI Magnesita N.V.,2018-05-11,archive
Marshall Wace LLP,0.5,NL0000352565,Fugro N.V.,2018-05-11,archive
Marshall Wace LLP,0.6,NL0010558797,OCI N.V.,2018-05-11,archive
"AQR Capital Management, LLC",1.19,NL0010558797,OCI N.V.,2018-05-10,archive
Capital Fund Management S.A.,0.6,NL0011279492,Flow Traders Ltd.,2018-05-10,archive
HBK Investments LP,1.21,NL0000352565,Fugro N.V.,2018-05-10,archive
Lazard Asset Management LLC,0.6,NL0000352565,Fugro N.V.,2018-05-10,archive
Marshall Wace LLP,1.68,NL0006237562,ARCADIS N.V.,2018-05-10,archive
Marshall Wace LLP,1.6,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-10,archive
Millennium International Management LP,0.9,NL0000888691,AMG Critical Materials N.V.,2018-05-10,archive
Millennium International Management LP,0.59,BE0003818359,Galapagos NV,2018-05-10,archive
Oxford Asset Management,1.31,NL0000352565,Fugro N.V.,2018-05-10,archive
"PDT Partners, LLC",1.36,NL0010391025,Pharming Group N.V.,2018-05-10,archive
"AQR Capital Management, LLC",2.09,NL0000360618,SBM Offshore N.V.,2018-05-09,archive
Canada Pension Plan Investment Board,0.79,NL0000352565,Fugro N.V.,2018-05-09,archive
Marshall Wace LLP,1.09,NL0010391025,Pharming Group N.V.,2018-05-09,archive
Marshall Wace LLP,2.61,NL0000289213,Wereldhave N.V.,2018-05-09,archive
Millennium International Management LP,0.6,BE0003818359,Galapagos NV,2018-05-09,archive
Viking Global Investors LP,1.01,NL0000303709,AEGON Ltd.,2018-05-09,archive
"WorldQuant, LLC",0.78,NL0000352565,Fugro N.V.,2018-05-09,archive
BlueCrest Capital Management Limited,0.54,NL0000352565,Fugro N.V.,2018-05-08,archive
"BlueMountain Capital Management, LLC",0.88,NL0009739416,PostNL N.V.,2018-05-08,archive
Kintbury Capital LLP,0.57,NL0011821392,Signify N.V.,2018-05-08,archive
Marshall Wace LLP,1.27,NL0010391025,Pharming Group N.V.,2018-05-08,archive
Myriad Opportunities Master Fund Limited,0.48,NL0000352565,Fugro N.V.,2018-05-08,archive
"PDT Partners, LLC",0.57,NL0012866412,BE Semiconductor Industries N.V.,2018-05-08,archive
Systematica Investments Limited,0.89,NL0000352565,Fugro N.V.,2018-05-08,archive
"WorldQuant, LLC",1.09,NL0009739416,PostNL N.V.,2018-05-08,archive
BlueCrest Capital Management Limited,0.61,NL0000352565,Fugro N.V.,2018-05-07,archive
Capital Fund Management S.A.,0.6,NL0009739416,PostNL N.V.,2018-05-07,archive
Marshall Wace LLP,1.39,NL0010391025,Pharming Group N.V.,2018-05-07,archive
Marshall Wace LLP,2.5,NL0000289213,Wereldhave N.V.,2018-05-07,archive
Viking Global Investors LP,0.93,NL0000303709,AEGON Ltd.,2018-05-07,archive
"WorldQuant, LLC",0.6,BE0003818359,Galapagos NV,2018-05-07,archive
CQS (UK) LLP,1.01,NL0012866412,BE Semiconductor Industries N.V.,2018-05-05,archive
"Davidson Kempner European Partners, LLP",0.81,NL0012866412,BE Semiconductor Industries N.V.,2018-05-05,archive
Scopia Capital Management LP,2.82,NL0012866412,BE Semiconductor Industries N.V.,2018-05-05,archive
"Arrowstreet Capital, Limited Partnership",0.8,NL0000387058,TomTom N.V.,2018-05-04,archive
