issuer_name,net_short_position,isin,position_holder,position_date,source
OCI N.V.,0.48,NL0010558797,Marshall Wace LLP,2018-10-02,archive
PostNL N.V.,2.52,NL0009739416,Marshall Wace LLP,2018-10-02,archive
Pharming Group N.V.,0.89,NL0010391025,"PDT Partners, LLC",2018-10-02,archive
BE Semiconductor Industries N.V.,4.51,NL0012866412,Scopia Capital Management LP,2018-10-02,archive
Pharming Group N.V.,1.16,NL0010391025,"WorldQuant, LLC",2018-10-02,archive
PostNL N.V.,0.88,NL0009739416,"WorldQuant, LLC",2018-10-02,archive
Flow Traders Ltd.,0.58,NL0011279492,Abaco Asset Management LLP,2018-10-01,archive
Fugro N.V.,0.68,NL0000352565,AXA Investment Managers Chorus Limited,2018-10-01,archive
PostNL N.V.,0.79,NL0009739416,"BlackRock Institutional Trust Company, National Association",2018-10-01,archive
Flow Traders Ltd.,0.56,NL0011279492,Capital Fund Management S.A.,2018-10-01,archive
BE Semiconductor Industries N.V.,0.7,NL0012866412,CQS (UK) LLP,2018-10-01,archive
Koninklijke BAM Groep N.V.,1.13,NL0000337319,Gladstone Capital Management LLP,2018-10-01,archive
RHI Magnesita N.V.,0.85,NL0012650360,"Goldman Sachs Group Inc., The",2018-10-01,archive
Fugro N.V.,1.29,NL0000352565,HBK Investments LP,2018-10-01,archive
Signify N.V.,0.5,NL0011821392,Lansdowne Partners (UK) LLP,2018-10-01,archive
PostNL N.V.,2.43,NL0009739416,Marshall Wace LLP,2018-10-01,archive
Signify N.V.,1.97,NL0011821392,Scopia Capital Management LP,2018-10-01,archive
ARCADIS N.V.,1.02,NL0006237562,Sculptor Capital Management Europe Limited,2018-10-01,archive
PostNL N.V.,0.6,NL0009739416,Systematica Investments Limited,2018-10-01,archive
BE Semiconductor Industries N.V.,0.78,NL0012866412,"WorldQuant, LLC",2018-10-01,archive
Flow Traders Ltd.,0.61,NL0011279492,Abaco Asset Management LLP,2018-09-28,archive
BE Semiconductor Industries N.V.,1.01,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2018-09-28,archive
Wereldhave N.V.,0.65,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-28,archive
BE Semiconductor Industries N.V.,0.81,NL0012866412,Jupiter Investment Management Limited,2018-09-28,archive
Fugro N.V.,1.79,NL0000352565,Jupiter Investment Management Limited,2018-09-28,archive
Fugro N.V.,3.7,NL0000352565,Marshall Wace LLP,2018-09-28,archive
Wereldhave N.V.,2.38,NL0000289213,Marshall Wace LLP,2018-09-28,archive
Pharming Group N.V.,0.97,NL0010391025,"PDT Partners, LLC",2018-09-28,archive
Pharming Group N.V.,1.21,NL0010391025,"WorldQuant, LLC",2018-09-28,archive
PostNL N.V.,0.94,NL0009739416,"WorldQuant, LLC",2018-09-28,archive
PostNL N.V.,1.42,NL0009739416,AHL Partners LLP,2018-09-27,archive
Koninklijke KPN N.V.,1.39,NL0000009082,"AQR Capital Management, LLC",2018-09-27,archive
Fugro N.V.,2.2,NL0000352565,Capital Fund Management S.A.,2018-09-27,archive
Wereldhave N.V.,0.58,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-27,archive
Pharming Group N.V.,0.59,NL0010391025,Kingdon Capital Management LLC,2018-09-27,archive
Koninklijke Ahold Delhaize N.V.,1.11,NL0011794037,Marshall Wace LLP,2018-09-27,archive
Wereldhave N.V.,2.4,NL0000289213,Marshall Wace LLP,2018-09-27,archive
Koninklijke BAM Groep N.V.,0.48,NL0000337319,"WorldQuant, LLC",2018-09-27,archive
Signify N.V.,0.77,NL0011821392,BlackRock Investment Management (UK) Limited,2018-09-26,archive
Flow Traders Ltd.,0.66,NL0011279492,Capital Fund Management S.A.,2018-09-26,archive
Wereldhave N.V.,0.58,NL0000289213,Citadel Advisors II LLC,2018-09-26,archive
Pharming Group N.V.,1.11,NL0010391025,GSA Capital Partners LLP,2018-09-26,archive
BE Semiconductor Industries N.V.,0.73,NL0012866412,Jupiter Investment Management Limited,2018-09-26,archive
Fugro N.V.,1.87,NL0000352565,Jupiter Investment Management Limited,2018-09-26,archive
BE Semiconductor Industries N.V.,0.84,NL0012866412,Marshall Wace LLP,2018-09-26,archive
Fugro N.V.,3.63,NL0000352565,Marshall Wace LLP,2018-09-26,archive
Signify N.V.,0.42,NL0011821392,Marshall Wace LLP,2018-09-26,archive
PostNL N.V.,1.09,NL0009739416,"WorldQuant, LLC",2018-09-26,archive
PostNL N.V.,1.39,NL0009739416,AHL Partners LLP,2018-09-25,archive
Pharming Group N.V.,0.93,NL0010391025,Citadel Advisors II LLC,2018-09-25,archive
BE Semiconductor Industries N.V.,0.92,NL0012866412,Marshall Wace LLP,2018-09-25,archive
Fugro N.V.,3.56,NL0000352565,Marshall Wace LLP,2018-09-25,archive
Koninklijke Ahold Delhaize N.V.,1.08,NL0011794037,Marshall Wace LLP,2018-09-25,archive
PostNL N.V.,2.31,NL0009739416,Marshall Wace LLP,2018-09-25,archive
Pharming Group N.V.,0.88,NL0010391025,"PDT Partners, LLC",2018-09-25,archive
ASM International N.V.,0.7,NL0000334118,"WorldQuant, LLC",2018-09-25,archive
BE Semiconductor Industries N.V.,0.87,NL0012866412,"WorldQuant, LLC",2018-09-25,archive
Wereldhave N.V.,0.8,NL0000289213,"WorldQuant, LLC",2018-09-25,archive
Aperam S.A.,1.29,LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-09-24,archive
PostNL N.V.,0.78,NL0009739416,Capital Fund Management S.A.,2018-09-24,archive
Wereldhave N.V.,0.65,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-24,archive
Pharming Group N.V.,1.02,NL0010391025,GSA Capital Partners LLP,2018-09-24,archive
Wereldhave N.V.,0.58,NL0000289213,GSA Capital Partners LLP,2018-09-24,archive
BE Semiconductor Industries N.V.,0.63,NL0012866412,Jupiter Investment Management Limited,2018-09-24,archive
Fugro N.V.,3.47,NL0000352565,Marshall Wace LLP,2018-09-24,archive
Pharming Group N.V.,0.44,NL0010391025,Marshall Wace LLP,2018-09-24,archive
Pharming Group N.V.,0.9,NL0010391025,"PDT Partners, LLC",2018-09-24,archive
Koninklijke BAM Groep N.V.,0.57,NL0000337319,"WorldQuant, LLC",2018-09-24,archive
PostNL N.V.,1.14,NL0009739416,"WorldQuant, LLC",2018-09-24,archive
Pharming Group N.V.,0.8,NL0010391025,Citadel Advisors II LLC,2018-09-21,archive
Wereldhave N.V.,0.7,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-21,archive
Flow Traders Ltd.,0.76,NL0011279492,Millennium International Management LP,2018-09-21,archive
Pharming Group N.V.,0.87,NL0010391025,"PDT Partners, LLC",2018-09-21,archive
ASM International N.V.,0.69,NL0000334118,"WorldQuant, LLC",2018-09-21,archive
BE Semiconductor Industries N.V.,0.99,NL0012866412,"WorldQuant, LLC",2018-09-21,archive
Pharming Group N.V.,1.11,NL0010391025,"WorldQuant, LLC",2018-09-21,archive
Wereldhave N.V.,0.49,NL0000289213,"BlackRock Institutional Trust Company, National Association",2018-09-20,archive
Koninklijke BAM Groep N.V.,0.48,NL0000337319,Citadel Advisors II LLC,2018-09-20,archive
BE Semiconductor Industries N.V.,0.91,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2018-09-20,archive
Aperam S.A.,0.51,LU0569974404,GLG Partners LP,2018-09-20,archive
Pharming Group N.V.,0.99,NL0010391025,GSA Capital Partners LLP,2018-09-20,archive
BE Semiconductor Industries N.V.,0.53,NL0012866412,Jupiter Investment Management Limited,2018-09-20,archive
Signify N.V.,0.48,NL0011821392,Lansdowne Partners (UK) LLP,2018-09-20,archive
Pharming Group N.V.,0.52,NL0010391025,Marshall Wace LLP,2018-09-20,archive
PostNL N.V.,2.21,NL0009739416,Marshall Wace LLP,2018-09-20,archive
AMG Critical Materials N.V.,0.49,NL0000888691,Millennium International Management LP,2018-09-20,archive
Fugro N.V.,0.45,NL0000352565,"WorldQuant, LLC",2018-09-20,archive
PostNL N.V.,0.79,NL0009739416,Canada Pension Plan Investment Board,2018-09-19,archive
Fugro N.V.,2.1,NL0000352565,Capital Fund Management S.A.,2018-09-19,archive
Pharming Group N.V.,0.76,NL0010391025,Citadel Advisors II LLC,2018-09-19,archive
Pharming Group N.V.,0.56,NL0010391025,"Great Point Partners, LLC",2018-09-19,archive
Pharming Group N.V.,1.19,NL0010391025,GSA Capital Partners LLP,2018-09-19,archive
Pharming Group N.V.,0.47,NL0010391025,Kingdon Capital Management LLC,2018-09-19,archive
Fugro N.V.,3.3,NL0000352565,Marshall Wace LLP,2018-09-19,archive
OCI N.V.,0.5,NL0010558797,Marshall Wace LLP,2018-09-19,archive
TomTom N.V.,0.49,NL0000387058,Marshall Wace LLP,2018-09-19,archive
AMG Critical Materials N.V.,0.56,NL0000888691,Millennium International Management LP,2018-09-19,archive
Pharming Group N.V.,0.76,NL0010391025,"PDT Partners, LLC",2018-09-19,archive
BE Semiconductor Industries N.V.,1.09,NL0012866412,"WorldQuant, LLC",2018-09-19,archive
Pharming Group N.V.,1.27,NL0010391025,"WorldQuant, LLC",2018-09-19,archive
PostNL N.V.,1.28,NL0009739416,"WorldQuant, LLC",2018-09-19,archive
Galapagos NV,1.85,BE0003818359,"AQR Capital Management, LLC",2018-09-18,archive
Koninklijke KPN N.V.,1.48,NL0000009082,"AQR Capital Management, LLC",2018-09-18,archive
AEGON Ltd.,0.69,NL0000303709,B&G Master Fund Plc,2018-09-18,archive
Fugro N.V.,0.69,NL0000352565,Canada Pension Plan Investment Board,2018-09-18,archive
Pharming Group N.V.,1.19,NL0010391025,Canada Pension Plan Investment Board,2018-09-18,archive
PostNL N.V.,0.88,NL0009739416,Capital Fund Management S.A.,2018-09-18,archive
Koninklijke KPN N.V.,0.0,NL0000009082,"Castle Creek Arbitrage, LLC",2018-09-18,archive
Wereldhave N.V.,0.67,NL0000289213,Citadel Advisors II LLC,2018-09-18,archive
Wereldhave N.V.,0.65,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-18,archive
AMG Critical Materials N.V.,0.42,NL0000888691,GLG Partners LP,2018-09-18,archive
Pharming Group N.V.,0.77,NL0010391025,"Great Point Partners, LLC",2018-09-18,archive
Fugro N.V.,3.25,NL0000352565,Marshall Wace LLP,2018-09-18,archive
Signify N.V.,0.52,NL0011821392,Marshall Wace LLP,2018-09-18,archive
AMG Critical Materials N.V.,0.66,NL0000888691,Millennium International Management LP,2018-09-18,archive
Pharming Group N.V.,0.81,NL0010391025,"PDT Partners, LLC",2018-09-18,archive
Fugro N.V.,0.58,NL0000352565,"WorldQuant, LLC",2018-09-18,archive
Wereldhave N.V.,0.7,NL0000289213,"WorldQuant, LLC",2018-09-18,archive
AMG Critical Materials N.V.,1.91,NL0000888691,AHL Partners LLP,2018-09-17,archive
Galapagos NV,1.92,BE0003818359,"AQR Capital Management, LLC",2018-09-17,archive
PostNL N.V.,1.0,NL0009739416,Capital Fund Management S.A.,2018-09-17,archive
Wereldhave N.V.,0.7,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-17,archive
BE Semiconductor Industries N.V.,0.83,NL0012866412,Marshall Wace LLP,2018-09-17,archive
Aperam S.A.,1.3,LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-09-14,archive
PostNL N.V.,0.81,NL0009739416,"BlackRock Institutional Trust Company, National Association",2018-09-14,archive
Wereldhave N.V.,0.69,NL0000289213,"BlackRock Institutional Trust Company, National Association",2018-09-14,archive
Flow Traders Ltd.,0.89,NL0011279492,Capital Fund Management S.A.,2018-09-14,archive
ARCADIS N.V.,1.11,NL0006237562,Marshall Wace Asia Limited,2018-09-14,archive
BE Semiconductor Industries N.V.,0.79,NL0012866412,Marshall Wace LLP,2018-09-14,archive
Fugro N.V.,3.11,NL0000352565,Marshall Wace LLP,2018-09-14,archive
Koninklijke Ahold Delhaize N.V.,1.1,NL0011794037,Marshall Wace LLP,2018-09-14,archive
Flow Traders Ltd.,0.5,NL0011279492,Abaco Asset Management LLP,2018-09-13,archive
Galapagos NV,2.03,BE0003818359,"AQR Capital Management, LLC",2018-09-13,archive
OCI N.V.,1.09,NL0010558797,"AQR Capital Management, LLC",2018-09-13,archive
AEGON Ltd.,0.7,NL0000303709,B&G Master Fund Plc,2018-09-13,archive
PostNL N.V.,0.78,NL0009739416,"BlackRock Institutional Trust Company, National Association",2018-09-13,archive
Wereldhave N.V.,0.69,NL0000289213,Capital Fund Management S.A.,2018-09-13,archive
BE Semiconductor Industries N.V.,0.81,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2018-09-13,archive
BE Semiconductor Industries N.V.,0.8,NL0012866412,Marshall Wace LLP,2018-09-13,archive
Fugro N.V.,3.01,NL0000352565,Marshall Wace LLP,2018-09-13,archive
TomTom N.V.,0.69,NL0000387058,Marshall Wace LLP,2018-09-13,archive
Flow Traders Ltd.,0.8,NL0011279492,Millennium International Management LP,2018-09-13,archive
BE Semiconductor Industries N.V.,1.1,NL0012866412,"WorldQuant, LLC",2018-09-13,archive
Fugro N.V.,0.62,NL0000352565,"WorldQuant, LLC",2018-09-13,archive
Koninklijke BAM Groep N.V.,0.62,NL0000337319,"WorldQuant, LLC",2018-09-13,archive
Flow Traders Ltd.,0.49,NL0011279492,Abaco Asset Management LLP,2018-09-12,archive
AMG Critical Materials N.V.,1.81,NL0000888691,AHL Partners LLP,2018-09-12,archive
Fugro N.V.,2.02,NL0000352565,Capital Fund Management S.A.,2018-09-12,archive
Koninklijke BAM Groep N.V.,0.54,NL0000337319,Citadel Advisors II LLC,2018-09-12,archive
RHI Magnesita N.V.,0.9,NL0012650360,"Goldman Sachs Group Inc., The",2018-09-12,archive
Fugro N.V.,1.35,NL0000352565,HBK Investments LP,2018-09-12,archive
ASM International N.V.,0.44,NL0000334118,Marshall Wace LLP,2018-09-12,archive
BE Semiconductor Industries N.V.,0.75,NL0012866412,Marshall Wace LLP,2018-09-12,archive
BE Semiconductor Industries N.V.,1.04,NL0012866412,"WorldQuant, LLC",2018-09-12,archive
PostNL N.V.,1.38,NL0009739416,"WorldQuant, LLC",2018-09-12,archive
AMG Critical Materials N.V.,1.73,NL0000888691,AHL Partners LLP,2018-09-11,archive
Galapagos NV,2.1,BE0003818359,"AQR Capital Management, LLC",2018-09-11,archive
Wereldhave N.V.,0.7,NL0000289213,Citadel Advisors II LLC,2018-09-11,archive
Wereldhave N.V.,0.69,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-11,archive
RHI Magnesita N.V.,0.89,NL0012650360,"Goldman Sachs Group Inc., The",2018-09-11,archive
BE Semiconductor Industries N.V.,0.8,NL0012866412,Marshall Wace LLP,2018-09-11,archive
PostNL N.V.,2.1,NL0009739416,Marshall Wace LLP,2018-09-11,archive
TomTom N.V.,0.77,NL0000387058,Marshall Wace LLP,2018-09-11,archive
Fugro N.V.,0.84,NL0000352565,RAM Active Investments SA,2018-09-11,archive
Pharming Group N.V.,1.33,NL0010391025,"WorldQuant, LLC",2018-09-11,archive
Wereldhave N.V.,0.69,NL0000289213,"WorldQuant, LLC",2018-09-11,archive
Wereldhave N.V.,0.71,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-10,archive
Koninklijke BAM Groep N.V.,1.03,NL0000337319,Gladstone Capital Management LLP,2018-09-10,archive
Fugro N.V.,1.45,NL0000352565,HBK Investments LP,2018-09-10,archive
BE Semiconductor Industries N.V.,0.72,NL0012866412,Marshall Wace LLP,2018-09-10,archive
ASM International N.V.,0.71,NL0000334118,"WorldQuant, LLC",2018-09-10,archive
Flow Traders Ltd.,0.5,NL0011279492,Abaco Asset Management LLP,2018-09-07,archive
AMG Critical Materials N.V.,1.61,NL0000888691,AHL Partners LLP,2018-09-07,archive
Koninklijke BAM Groep N.V.,0.42,NL0000337319,AHL Partners LLP,2018-09-07,archive
PostNL N.V.,1.41,NL0009739416,AHL Partners LLP,2018-09-07,archive
Galapagos NV,2.09,BE0003818359,"AQR Capital Management, LLC",2018-09-07,archive
Fugro N.V.,1.91,NL0000352565,Capital Fund Management S.A.,2018-09-07,archive
BE Semiconductor Industries N.V.,0.7,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2018-09-07,archive
Wereldhave N.V.,0.66,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-07,archive
Fugro N.V.,1.51,NL0000352565,HBK Investments LP,2018-09-07,archive
ARCADIS N.V.,2.7,NL0006237562,Marshall Wace LLP,2018-09-07,archive
BE Semiconductor Industries N.V.,0.66,NL0012866412,Marshall Wace LLP,2018-09-07,archive
Fugro N.V.,2.9,NL0000352565,Marshall Wace LLP,2018-09-07,archive
Koninklijke BAM Groep N.V.,0.44,NL0000337319,Marshall Wace LLP,2018-09-07,archive
Wereldhave N.V.,2.39,NL0000289213,Marshall Wace LLP,2018-09-07,archive
PostNL N.V.,0.58,NL0009739416,Systematica Investments Limited,2018-09-07,archive
BE Semiconductor Industries N.V.,0.92,NL0012866412,"WorldQuant, LLC",2018-09-07,archive
Fugro N.V.,0.52,NL0000352565,"WorldQuant, LLC",2018-09-07,archive
Pharming Group N.V.,1.22,NL0010391025,"WorldQuant, LLC",2018-09-07,archive
AMG Critical Materials N.V.,1.55,NL0000888691,AHL Partners LLP,2018-09-06,archive
Koninklijke BAM Groep N.V.,0.51,NL0000337319,AHL Partners LLP,2018-09-06,archive
PostNL N.V.,0.82,NL0009739416,"BlackRock Institutional Trust Company, National Association",2018-09-06,archive
Flow Traders Ltd.,0.99,NL0011279492,Capital Fund Management S.A.,2018-09-06,archive
Fugro N.V.,1.42,NL0000352565,HBK Investments LP,2018-09-06,archive
ASM International N.V.,0.51,NL0000334118,Marshall Wace LLP,2018-09-06,archive
Fugro N.V.,2.64,NL0000352565,Marshall Wace LLP,2018-09-06,archive
Koninklijke BAM Groep N.V.,0.5,NL0000337319,Marshall Wace LLP,2018-09-06,archive
Pharming Group N.V.,0.46,NL0010391025,Marshall Wace LLP,2018-09-06,archive
TomTom N.V.,0.86,NL0000387058,Marshall Wace LLP,2018-09-06,archive
Wereldhave N.V.,2.41,NL0000289213,Marshall Wace LLP,2018-09-06,archive
Fugro N.V.,1.21,NL0000352565,Systematica Investments Limited,2018-09-06,archive
ASM International N.V.,0.64,NL0000334118,"WorldQuant, LLC",2018-09-06,archive
AMG Critical Materials N.V.,1.45,NL0000888691,AHL Partners LLP,2018-09-05,archive
Fugro N.V.,1.3,NL0000352565,AHL Partners LLP,2018-09-05,archive
Koninklijke BAM Groep N.V.,0.62,NL0000337319,AHL Partners LLP,2018-09-05,archive
PostNL N.V.,1.33,NL0009739416,AHL Partners LLP,2018-09-05,archive
Aperam S.A.,1.2,LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-09-05,archive
Fugro N.V.,0.55,NL0000352565,BlueCrest Capital Management Limited,2018-09-05,archive
Fugro N.V.,1.83,NL0000352565,Capital Fund Management S.A.,2018-09-05,archive
PostNL N.V.,1.16,NL0009739416,Capital Fund Management S.A.,2018-09-05,archive
Wereldhave N.V.,0.52,NL0000289213,"D. E. Shaw & Co., L.P.",2018-09-05,archive
BE Semiconductor Industries N.V.,0.52,NL0012866412,Marshall Wace LLP,2018-09-05,archive
Fugro N.V.,2.54,NL0000352565,Marshall Wace LLP,2018-09-05,archive
PostNL N.V.,2.09,NL0009739416,Marshall Wace LLP,2018-09-05,archive
BE Semiconductor Industries N.V.,0.8,NL0012866412,"WorldQuant, LLC",2018-09-05,archive
Fugro N.V.,0.49,NL0000352565,"WorldQuant, LLC",2018-09-05,archive
Koninklijke BAM Groep N.V.,0.5,NL0000337319,"WorldQuant, LLC",2018-09-05,archive
Pharming Group N.V.,1.11,NL0010391025,"WorldQuant, LLC",2018-09-05,archive
AMG Critical Materials N.V.,1.36,NL0000888691,AHL Partners LLP,2018-09-04,archive
BE Semiconductor Industries N.V.,0.47,NL0012866412,"BlackRock Institutional Trust Company, National Association",2018-09-04,archive
PostNL N.V.,1.2,NL0009739416,Capital Fund Management S.A.,2018-09-04,archive
Koninklijke BAM Groep N.V.,0.96,NL0000337319,Gladstone Capital Management LLP,2018-09-04,archive
AMG Critical Materials N.V.,0.59,NL0000888691,GLG Partners LP,2018-09-04,archive
ARCADIS N.V.,1.05,NL0006237562,Marshall Wace Asia Limited,2018-09-04,archive
PostNL N.V.,2.17,NL0009739416,Marshall Wace LLP,2018-09-04,archive
Flow Traders Ltd.,0.7,NL0011279492,Millennium International Management LP,2018-09-04,archive
ARCADIS N.V.,0.85,NL0006237562,TT International,2018-09-04,archive
Pharming Group N.V.,1.08,NL0010391025,"WorldQuant, LLC",2018-09-04,archive
PostNL N.V.,1.57,NL0009739416,"WorldQuant, LLC",2018-09-04,archive
Koninklijke BAM Groep N.V.,0.78,NL0000337319,AHL Partners LLP,2018-09-03,archive
Wereldhave N.V.,0.69,NL0000289213,GSA Capital Partners LLP,2018-09-03,archive
Fugro N.V.,2.31,NL0000352565,Marshall Wace LLP,2018-09-03,archive
Pharming Group N.V.,0.57,NL0010391025,Marshall Wace LLP,2018-09-03,archive
Wereldhave N.V.,2.3,NL0000289213,Marshall Wace LLP,2018-09-03,archive
PostNL N.V.,0.69,NL0009739416,Systematica Investments Limited,2018-09-03,archive
Pharming Group N.V.,1.12,NL0010391025,"WorldQuant, LLC",2018-09-03,archive
Galapagos NV,2.16,BE0003818359,"AQR Capital Management, LLC",2018-08-31,archive
Fugro N.V.,0.49,NL0000352565,Arrowgrass Capital Partners LLP,2018-08-31,archive
Fugro N.V.,0.65,NL0000352565,BlueCrest Capital Management Limited,2018-08-31,archive
AMG Critical Materials N.V.,0.61,NL0000888691,GLG Partners LP,2018-08-31,archive
Fugro N.V.,1.37,NL0000352565,HBK Investments LP,2018-08-31,archive
ARCADIS N.V.,0.5,NL0006237562,Lancaster Investment Management LLP,2018-08-31,archive
Koninklijke BAM Groep N.V.,0.48,NL0000337319,Marshall Wace LLP,2018-08-31,archive
AMG Critical Materials N.V.,0.71,NL0000888691,Millennium International Management LP,2018-08-31,archive
ARCADIS N.V.,1.31,NL0006237562,Pelham Capital Ltd.,2018-08-31,archive
ARCADIS N.V.,0.62,NL0006237562,TT International,2018-08-31,archive
ASM International N.V.,0.5,NL0000334118,"WorldQuant, LLC",2018-08-31,archive
AMG Critical Materials N.V.,1.2,NL0000888691,AHL Partners LLP,2018-08-30,archive
Koninklijke Vopak N.V.,1.89,NL0009432491,"AQR Capital Management, LLC",2018-08-30,archive
OCI N.V.,0.59,NL0010558797,Capital Fund Management S.A.,2018-08-30,archive
RHI Magnesita N.V.,0.91,NL0012650360,"Goldman Sachs Group Inc., The",2018-08-30,archive
ARCADIS N.V.,0.48,NL0006237562,GSA Capital Partners LLP,2018-08-30,archive
Signify N.V.,0.64,NL0011821392,Lansdowne Partners (UK) LLP,2018-08-30,archive
Fugro N.V.,2.23,NL0000352565,Marshall Wace LLP,2018-08-30,archive
Pharming Group N.V.,0.69,NL0010391025,Marshall Wace LLP,2018-08-30,archive
PostNL N.V.,2.45,NL0009739416,Marshall Wace LLP,2018-08-30,archive
Pharming Group N.V.,1.29,NL0010391025,"WorldQuant, LLC",2018-08-30,archive
PostNL N.V.,1.61,NL0009739416,"WorldQuant, LLC",2018-08-30,archive
Koninklijke BAM Groep N.V.,0.81,NL0000337319,AHL Partners LLP,2018-08-29,archive
PostNL N.V.,0.7,NL0009739416,"BlackRock Institutional Trust Company, National Association",2018-08-29,archive
Koninklijke BAM Groep N.V.,0.64,NL0000337319,Citadel Advisors II LLC,2018-08-29,archive
BE Semiconductor Industries N.V.,0.6,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2018-08-29,archive
Koninklijke BAM Groep N.V.,0.71,NL0000337319,Gladstone Capital Management LLP,2018-08-29,archive
Fugro N.V.,1.4,NL0000352565,HBK Investments LP,2018-08-29,archive
Fugro N.V.,2.15,NL0000352565,Marshall Wace LLP,2018-08-29,archive
OCI N.V.,0.49,NL0010558797,Marshall Wace LLP,2018-08-29,archive
TomTom N.V.,0.99,NL0000387058,Marshall Wace LLP,2018-08-29,archive
Wereldhave N.V.,2.28,NL0000289213,Marshall Wace LLP,2018-08-29,archive
Koninklijke Heijmans N.V.,0.46,NL0009269109,Voleon Capital Management LP,2018-08-29,archive
BE Semiconductor Industries N.V.,0.77,NL0012866412,"WorldQuant, LLC",2018-08-29,archive
Flow Traders Ltd.,1.01,NL0011279492,Capital Fund Management S.A.,2018-08-28,archive
PostNL N.V.,0.98,NL0009739416,Jupiter Investment Management Limited,2018-08-28,archive
ARCADIS N.V.,2.69,NL0006237562,Marshall Wace LLP,2018-08-28,archive
Wereldhave N.V.,2.37,NL0000289213,Marshall Wace LLP,2018-08-28,archive
ARCADIS N.V.,1.2,NL0006237562,Pelham Capital Ltd.,2018-08-28,archive
PostNL N.V.,0.76,NL0009739416,Systematica Investments Limited,2018-08-28,archive
Pharming Group N.V.,1.34,NL0010391025,"WorldQuant, LLC",2018-08-28,archive
Aperam S.A.,1.1,LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-08-27,archive
PostNL N.V.,1.18,NL0009739416,Capital Fund Management S.A.,2018-08-27,archive
Pharming Group N.V.,0.74,NL0010391025,Kingdon Capital Management LLC,2018-08-27,archive
Fugro N.V.,2.0,NL0000352565,Marshall Wace LLP,2018-08-27,archive
Pharming Group N.V.,0.75,NL0010391025,Marshall Wace LLP,2018-08-27,archive
ARCADIS N.V.,1.14,NL0006237562,Pelham Capital Ltd.,2018-08-27,archive
BE Semiconductor Industries N.V.,0.83,NL0012866412,"WorldQuant, LLC",2018-08-27,archive
Pharming Group N.V.,1.47,NL0010391025,"WorldQuant, LLC",2018-08-27,archive
BE Semiconductor Industries N.V.,0.54,NL0012866412,"BlackRock Institutional Trust Company, National Association",2018-08-24,archive
Koninklijke BAM Groep N.V.,0.59,NL0000337319,Citadel Advisors II LLC,2018-08-24,archive
Pharming Group N.V.,0.57,NL0010391025,Kingdon Capital Management LLC,2018-08-24,archive
Signify N.V.,0.54,NL0011821392,Lansdowne Partners (UK) LLP,2018-08-24,archive
Koninklijke BAM Groep N.V.,0.58,NL0000337319,Marshall Wace LLP,2018-08-24,archive
Pharming Group N.V.,0.81,NL0010391025,Marshall Wace LLP,2018-08-24,archive
AMG Critical Materials N.V.,0.69,NL0000888691,Millennium International Management LP,2018-08-24,archive
Flow Traders Ltd.,0.6,NL0011279492,Millennium International Management LP,2018-08-24,archive
Fugro N.V.,0.73,NL0000352565,RAM Active Investments SA,2018-08-24,archive
AEGON Ltd.,0.48,NL0000303709,Viking Global Investors LP,2018-08-24,archive
Pharming Group N.V.,1.56,NL0010391025,"WorldQuant, LLC",2018-08-24,archive
SBM Offshore N.V.,2.49,NL0000360618,"AQR Capital Management, LLC",2018-08-23,archive
BE Semiconductor Industries N.V.,0.81,NL0012866412,"Davidson Kempner European Partners, LLP",2018-08-23,archive
Koninklijke BAM Groep N.V.,0.67,NL0000337319,Marshall Wace LLP,2018-08-23,archive
PostNL N.V.,2.5,NL0009739416,Marshall Wace LLP,2018-08-23,archive
AMG Critical Materials N.V.,0.44,NL0000888691,Millennium Capital Partners LLP,2018-08-23,archive
Koninklijke BAM Groep N.V.,0.31,NL0000337319,Susquehanna International Securities Limited,2018-08-23,archive
Fugro N.V.,0.58,NL0000352565,"WorldQuant, LLC",2018-08-23,archive
AMG Critical Materials N.V.,1.11,NL0000888691,AHL Partners LLP,2018-08-22,archive
Koninklijke BAM Groep N.V.,0.68,NL0000337319,Citadel Advisors II LLC,2018-08-22,archive
Wereldhave N.V.,0.68,NL0000289213,Citadel Advisors II LLC,2018-08-22,archive
Wereldhave N.V.,0.48,NL0000289213,"D. E. Shaw & Co., L.P.",2018-08-22,archive
AMG Critical Materials N.V.,0.51,NL0000888691,GLG Partners LP,2018-08-22,archive
