position_date,isin,issuer_name,position_holder,net_short_position,source
2026-06-09,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.9,current
2026-06-09,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.59,current
2026-06-09,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,1.0,current
2026-06-09,NL0013267909,Akzo Nobel N.V.,LMR Partners LLP,1.12,current
2026-06-09,CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.77,current
2026-06-08,NL0013267909,Akzo Nobel N.V.,LMR Partners LLP,1.08,current
2026-06-08,NL0011821392,Signify N.V.,"PDT Partners, LLC",1.2,current
2026-06-05,NL0011821392,Signify N.V.,"BlackRock Institutional Trust Company, National Association",0.51,current
2026-06-05,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.24,current
2026-06-05,NL0011821392,Signify N.V.,Marshall Wace LLP,1.59,current
2026-06-04,NL0013267909,Akzo Nobel N.V.,"BlackRock Advisors, LLC",0.65,current
2026-06-04,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.17,current
2026-06-04,NL0013267909,Akzo Nobel N.V.,LMR Partners LLP,0.91,current
2026-06-04,NL0011821392,Signify N.V.,Squarepoint Ops LLC,0.62,current
2026-06-03,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.02,current
2026-06-03,NL0013267909,Akzo Nobel N.V.,LMR Partners LLP,0.83,current
2026-06-03,CH1216478797,DSM-Firmenich AG,Marshall Wace LLP,0.91,current
2026-06-03,NL0010391025,Pharming Group N.V.,Whitebox Advisors LLC,0.58,current
2026-06-02,NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2.2,current
2026-06-02,NL0011872650,Basic-Fit N.V.,Sculptor Capital Management Europe Limited,0.79,current
2026-06-02,NL0010391025,Pharming Group N.V.,Walleye Capital LLC,1.02,current
2026-06-01,NL0012365084,NSI N.V.,Numeric Investors LLC,0.81,current
2026-05-29,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",0.69,current
2026-05-29,NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.83,current
2026-05-29,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.58,current
2026-05-29,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.85,current
2026-05-29,CH1216478797,DSM-Firmenich AG,Marshall Wace LLP,0.85,current
2026-05-29,NL0011821392,Signify N.V.,"PDT Partners, LLC",1.11,current
2026-05-29,NL0011821392,Signify N.V.,Squarepoint Ops LLC,0.5,current
2026-05-29,NL0010391025,Pharming Group N.V.,"Two Sigma Investments, LP",1.09,current
2026-05-28,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.66,current
2026-05-28,NL0011872650,Basic-Fit N.V.,Linden Advisors LP,0.87,current
2026-05-28,NL0010391025,Pharming Group N.V.,Walleye Capital LLC,0.92,current
2026-05-27,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.91,current
2026-05-27,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.01,current
2026-05-27,NL0012365084,NSI N.V.,Numeric Investors LLC,0.79,current
2026-05-26,NL0011821392,Signify N.V.,"AQR Capital Management, LLC",1.18,current
2026-05-26,NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.3,current
2026-05-26,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.8,current
2026-05-26,NL0011821392,Signify N.V.,Marshall Wace LLP,1.6,current
2026-05-25,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.8,current
2026-05-25,NL0011872650,Basic-Fit N.V.,Sculptor Capital Management Europe Limited,0.8,current
2026-05-22,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.6,current
2026-05-22,CH1216478797,DSM-Firmenich AG,Marshall Wace LLP,0.78,current
2026-05-22,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.79,current
2026-05-22,NL0010391025,Pharming Group N.V.,Walleye Capital LLC,0.8,current
2026-05-21,NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,1.0,current
2026-05-21,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.71,current
2026-05-21,CH1216478797,DSM-Firmenich AG,Marshall Wace LLP,0.6,current
2026-05-21,NL0011821392,Signify N.V.,Marshall Wace LLP,1.58,current
2026-05-21,NL0010391025,Pharming Group N.V.,"Two Sigma Investments, LP",0.99,current
2026-05-20,NL0010391025,Pharming Group N.V.,"Two Sigma Investments, LP",1.0,current
2026-05-19,NL0011872650,Basic-Fit N.V.,Linden Advisors LP,0.9,current
2026-05-19,NL0011821392,Signify N.V.,"PDT Partners, LLC",1.0,current
2026-05-18,NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.99,current
2026-05-18,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.59,current
2026-05-15,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",0.79,current
2026-05-15,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.82,current
2026-05-14,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.78,current
2026-05-14,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.8,current
2026-05-14,NL0011872650,Basic-Fit N.V.,Sculptor Capital Management Europe Limited,0.77,current
2026-05-13,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.8,current
2026-05-13,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.61,current
2026-05-13,NL0010391025,Pharming Group N.V.,"Two Sigma Investments, LP",0.91,current
2026-05-13,NL0010391025,Pharming Group N.V.,Walleye Capital LLC,0.74,current
2026-05-12,NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.71,current
2026-05-12,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.79,current
2026-05-12,NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.82,current
2026-05-12,NL0012365084,NSI N.V.,Numeric Investors LLC,0.8,current
2026-05-11,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.8,current
2026-05-11,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.7,current
2026-05-11,NL0010391025,Pharming Group N.V.,"Two Sigma Investments, LP",0.86,current
2026-05-11,CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.8,current
2026-05-11,NL0010391025,Pharming Group N.V.,Walleye Capital LLC,0.63,current
2026-05-08,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.5,current
2026-05-08,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.72,current
2026-05-08,NL0010391025,Pharming Group N.V.,"Two Sigma Investments, LP",0.75,current
2026-05-08,NL0010391025,Pharming Group N.V.,Walleye Capital LLC,0.53,current
2026-05-07,NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.76,current
2026-05-07,NL0011821392,Signify N.V.,Marshall Wace LLP,1.69,current
2026-05-06,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.79,current
2026-05-06,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.41,current
2026-05-06,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.4,current
2026-05-06,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.77,current
2026-05-06,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.9,current
2026-05-05,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.36,current
2026-05-05,NL0011821392,Signify N.V.,Marshall Wace LLP,1.76,current
2026-05-05,NL0011872650,Basic-Fit N.V.,Sculptor Capital Management Europe Limited,0.65,current
2026-05-04,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.81,current
2026-05-04,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.61,current
2026-04-30,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.89,current
2026-04-30,NL0011872650,Basic-Fit N.V.,Sculptor Capital Management Europe Limited,0.59,current
2026-04-29,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.29,current
2026-04-29,NL0000817179,Sligro Food Group N.V.,Citadel Advisors LLC,0.9,current
2026-04-29,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.9,current
2026-04-28,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.32,current
2026-04-28,NL0011821392,Signify N.V.,Marshall Wace LLP,1.8,current
2026-04-27,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.43,current
2026-04-27,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.3,current
2026-04-27,NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2.15,current
2026-04-24,NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2.06,current
2026-04-24,NL0011872650,Basic-Fit N.V.,Linden Advisors LP,0.82,current
2026-04-23,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.68,current
2026-04-23,NL0000817179,Sligro Food Group N.V.,Citadel Advisors LLC,0.8,current
2026-04-23,NL0011872650,Basic-Fit N.V.,Eleva Capital SAS,0.84,current
2026-04-22,NL0010391025,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.77,current
2026-04-22,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.71,current
2026-04-22,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.68,current
2026-04-22,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.55,current
2026-04-22,NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.73,current
2026-04-22,NL0011821392,Signify N.V.,Marshall Wace LLP,1.76,current
2026-04-21,NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,0.91,current
2026-04-21,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.82,current
2026-04-21,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.7,current
2026-04-21,NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.56,current
2026-04-21,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.88,current
2026-04-20,NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,0.87,current
2026-04-20,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.0,current
2026-04-20,NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.45,current
2026-04-20,NL0011872650,Basic-Fit N.V.,Linden Advisors LP,0.7,current
2026-04-20,NL0013267909,Akzo Nobel N.V.,"O'Connor Alternative Investments, LLC",1.16,current
2026-04-17,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",0.89,current
2026-04-17,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.22,current
2026-04-17,NL0000817179,Sligro Food Group N.V.,Citadel Advisors LLC,0.71,current
2026-04-17,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.41,current
2026-04-17,NL0011872650,Basic-Fit N.V.,Fosse Capital Partners LLP,1.02,current
2026-04-17,NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.06,current
2026-04-17,NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.91,current
2026-04-17,NL0011872650,Basic-Fit N.V.,Linden Advisors LP,0.59,current
2026-04-17,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.9,current
2026-04-17,NL0011872650,Basic-Fit N.V.,Sculptor Capital Management Europe Limited,0.6,current
2026-04-16,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.32,current
2026-04-16,NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.85,current
2026-04-16,NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,1.18,current
2026-04-15,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.23,current
2026-04-15,NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.76,current
2026-04-15,NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,1.2,current
2026-04-15,NL0011821392,Signify N.V.,Marshall Wace LLP,1.82,current
2026-04-14,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",0.97,current
2026-04-14,NL0011872650,Basic-Fit N.V.,Fosse Capital Partners LLP,1.23,current
2026-04-14,NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.66,current
2026-04-14,NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.5,current
2026-04-13,NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",1.01,current
2026-04-13,NL0000817179,Sligro Food Group N.V.,Citadel Advisors LLC,0.61,current
2026-04-13,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.89,current
2026-04-10,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.9,current
2026-04-09,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.42,current
2026-04-09,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.0,current
2026-04-09,NL0012365084,NSI N.V.,Numeric Investors LLC,0.71,current
2026-04-09,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.89,current
2026-04-08,NL0011821392,Signify N.V.,"AQR Capital Management, LLC",1.22,current
2026-04-08,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.39,current
2026-04-07,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.0,current
2026-04-07,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.76,current
2026-04-07,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.41,current
2026-04-02,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",0.99,current
2026-04-02,NL0000817179,Sligro Food Group N.V.,Citadel Advisors LLC,0.5,current
2026-04-02,NL0011872650,Basic-Fit N.V.,Eleva Capital SAS,0.62,current
2026-04-01,NL0011821392,Signify N.V.,"AQR Capital Management, LLC",1.1,current
2026-04-01,NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.21,current
2026-04-01,NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,0.74,current
2026-04-01,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.36,current
2026-04-01,NL0011872650,Basic-Fit N.V.,Eleva Capital SAS,0.5,current
2026-04-01,NL0011821392,Signify N.V.,Marshall Wace LLP,1.79,current
2026-03-31,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.62,current
2026-03-31,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.4,current
2026-03-31,NL0011821392,Signify N.V.,Eleva Capital SAS,1.21,current
2026-03-30,NL0011821392,Signify N.V.,Eleva Capital SAS,1.05,current
2026-03-30,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.91,current
2026-03-30,NL0011821392,Signify N.V.,Marshall Wace LLP,1.87,current
2026-03-30,NL0012365084,NSI N.V.,Numeric Investors LLC,0.61,current
2026-03-30,CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.7,current
2026-03-27,NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.9,current
2026-03-27,NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.12,current
2026-03-27,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.09,current
2026-03-27,NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.51,current
2026-03-26,NL0011821392,Signify N.V.,Marshall Wace LLP,1.96,current
2026-03-25,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.82,current
2026-03-24,NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.56,current
2026-03-24,NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,1.14,current
2026-03-24,NL0011821392,Signify N.V.,Marshall Wace LLP,2.0,current
2026-03-24,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.9,current
2026-03-24,CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.6,current
2026-03-23,NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.01,current
2026-03-23,NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.6,current
2026-03-23,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.3,current
2026-03-20,NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.58,current
2026-03-20,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.75,current
2026-03-19,NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.8,current
2026-03-18,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.87,current
2026-03-16,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.8,current
2026-03-13,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.98,current
2026-03-12,NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,0.65,current
2026-03-12,NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.64,current
2026-03-11,NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,0.57,current
2026-03-11,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.24,current
2026-03-11,NL0011821392,Signify N.V.,Marshall Wace LLP,1.91,current
2026-03-10,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.17,current
2026-03-10,NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.96,current
2026-03-09,NL0011821392,Signify N.V.,Citadel Advisors LLC,2.06,current
2026-03-06,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.88,current
2026-03-06,NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,0.81,current
2026-03-05,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.1,current
2026-03-05,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.63,current
2026-03-04,NL0011821392,Signify N.V.,"AQR Capital Management, LLC",1.03,current
2026-03-04,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.06,current
2026-03-04,NL0011821392,Signify N.V.,Marshall Wace LLP,1.87,current
2026-03-04,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.71,current
2026-03-04,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.8,current
2026-03-03,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.03,current
2026-03-03,NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.77,current
2026-03-03,NL0011821392,Signify N.V.,Marshall Wace LLP,1.92,current
2026-03-03,NL0012365084,NSI N.V.,Numeric Investors LLC,0.52,current
2026-03-02,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.7,current
2026-03-02,CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.59,current
2026-02-27,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.18,current
2026-02-27,NL0011821392,Signify N.V.,Marshall Wace LLP,1.88,current
2026-02-26,NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.71,current
2026-02-26,NL0011821392,Signify N.V.,Marshall Wace LLP,1.9,current
2026-02-26,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.78,current
2026-02-25,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.12,current
2026-02-24,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.29,current
2026-02-24,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.31,current
2026-02-23,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.63,current
2026-02-23,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.8,current
2026-02-20,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.58,current
2026-02-20,GB00BP6MXD84,Shell plc,"Elliott Investment Management, L.P",0.7,current
2026-02-20,NL0011821392,Signify N.V.,Marshall Wace LLP,1.84,current
2026-02-18,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,current
2026-02-18,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.62,current
2026-02-18,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.23,current
2026-02-18,NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.72,current
2026-02-18,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.63,current
2026-02-17,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.58,current
2026-02-17,NL0011821392,Signify N.V.,Eleva Capital SAS,0.92,current
2026-02-17,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.07,current
2026-02-16,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.6,current
2026-02-16,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.12,current
2026-02-13,NL0011821392,Signify N.V.,Marshall Wace LLP,1.71,current
2026-02-13,CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.61,current
2026-02-12,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.45,current
2026-02-12,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.58,current
2026-02-12,CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.38,current
2026-02-12,NL0011821392,Signify N.V.,"PDT Partners, LLC",0.78,current
2026-02-10,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.58,current
2026-02-10,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.1,current
2026-02-10,NL0011821392,Signify N.V.,Marshall Wace LLP,1.64,current
2026-02-06,NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.5,current
2026-02-05,NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.6,current
2026-02-05,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.6,current
2026-02-05,NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.02,current
2026-02-04,NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.5,current
2026-02-04,NL0010801007,IMCD N.V.,Caisse de dépôt et placement du Québec,0.66,current
2026-02-04,NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.89,current
2026-02-04,NL0011821392,Signify N.V.,Marshall Wace LLP,1.51,current
2026-02-03,NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",0.9,current
2026-02-03,NL0011821392,Signify N.V.,Citadel Advisors LLC,1.5,current
