net_short_position,position_holder,isin,position_date,issuer_name,source
0.5,"Connor, Clark & Lunn Investment Management Ltd.",NL0000352565,2017-07-07,Fugro N.V.,archive
0.45,"Valiant Capital Management, LP",NL0000360618,2017-07-07,SBM Offshore N.V.,archive
0.51,Adage Capital Management L.P.,LU1598757687,2017-07-06,ArcelorMittal S.A.,archive
2.52,"AQR Capital Management, LLC",NL0000360618,2017-07-06,SBM Offshore N.V.,archive
0.47,"BlackRock Institutional Trust Company, National Association",NL0000360618,2017-07-06,SBM Offshore N.V.,archive
1.04,HBK Investments LP,NL0000352565,2017-07-06,Fugro N.V.,archive
0.59,Lone Pine Capital LLC,NL0011794037,2017-07-06,Koninklijke Ahold Delhaize N.V.,archive
1.61,Marshall Wace LLP,NL0006237562,2017-07-06,ARCADIS N.V.,archive
1.09,BlackRock Investment Management (UK) Limited,NL0010776944,2017-07-05,Brunel International N.V.,archive
0.48,"Connor, Clark & Lunn Investment Management Ltd.",NL0000352565,2017-07-05,Fugro N.V.,archive
0.5,Millennium International Management LP,NL0012365084,2017-07-05,NSI N.V.,archive
0.61,Oxford Asset Management,NL0000360618,2017-07-05,SBM Offshore N.V.,archive
0.58,Oxford Asset Management,NL0000360618,2017-07-04,SBM Offshore N.V.,archive
1.1,BlackRock Investment Management (UK) Limited,NL0010776944,2017-07-03,Brunel International N.V.,archive
0.5,BlackRock Investment Management (UK) Limited,NL0000289213,2017-07-03,Wereldhave N.V.,archive
1.53,Marshall Wace LLP,NL0006237562,2017-07-03,ARCADIS N.V.,archive
0.51,Marshall Wace LLP,NL0009739416,2017-07-03,PostNL N.V.,archive
0.6,Oxford Asset Management,NL0000360618,2017-07-03,SBM Offshore N.V.,archive
1.47,Marshall Wace LLP,NL0006237562,2017-06-30,ARCADIS N.V.,archive
0.59,Marshall Wace LLP,NL0000337319,2017-06-30,Koninklijke BAM Groep N.V.,archive
1.1,Marshall Wace LLP,NL0000289213,2017-06-30,Wereldhave N.V.,archive
0.59,Oxford Asset Management,NL0000360618,2017-06-30,SBM Offshore N.V.,archive
0.46,Adage Capital Management L.P.,LU0569974404,2017-06-29,Aperam S.A.,archive
0.96,HBK Investments LP,NL0000352565,2017-06-29,Fugro N.V.,archive
1.1,"AQR Capital Management, LLC",NL0000009082,2017-06-28,Koninklijke KPN N.V.,archive
0.59,"BlackRock Institutional Trust Company, National Association",NL0000360618,2017-06-28,SBM Offshore N.V.,archive
0.59,Capital Fund Management S.A.,NL0000289213,2017-06-28,Wereldhave N.V.,archive
0.5,"Connor, Clark & Lunn Investment Management Ltd.",NL0000352565,2017-06-28,Fugro N.V.,archive
0.72,Millennium International Management LP,BE0003818359,2017-06-28,Galapagos NV,archive
0.53,Odey Asset Management LLP,NL0000303709,2017-06-28,AEGON Ltd.,archive
1.01,"AQR Capital Management, LLC",NL0009432491,2017-06-27,Koninklijke Vopak N.V.,archive
0.9,BlackRock Investment Management (UK) Limited,NL0000337319,2017-06-27,Koninklijke BAM Groep N.V.,archive
1.24,"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,2017-06-27,Flow Traders Ltd.,archive
0.89,HBK Investments LP,NL0000352565,2017-06-26,Fugro N.V.,archive
0.65,Millennium International Management LP,BE0003818359,2017-06-26,Galapagos NV,archive
0.5,"AQR Capital Management, LLC",NL0010558797,2017-06-23,OCI N.V.,archive
2.4,"AQR Capital Management, LLC",NL0000360618,2017-06-23,SBM Offshore N.V.,archive
1.02,BlackRock Investment Management (UK) Limited,NL0010776944,2017-06-23,Brunel International N.V.,archive
1.31,Marshall Wace LLP,NL0006237562,2017-06-23,ARCADIS N.V.,archive
1.23,Millennium International Management LP,NL0000289213,2017-06-23,Wereldhave N.V.,archive
0.49,BlackRock Investment Management (UK) Limited,NL0000289213,2017-06-22,Wereldhave N.V.,archive
0.69,Marshall Wace LLP,NL0000337319,2017-06-22,Koninklijke BAM Groep N.V.,archive
0.47,Millennium International Management LP,NL0012365084,2017-06-22,NSI N.V.,archive
1.12,Millennium International Management LP,NL0000289213,2017-06-22,Wereldhave N.V.,archive
0.82,BlackRock Investment Management (UK) Limited,NL0000337319,2017-06-21,Koninklijke BAM Groep N.V.,archive
1.22,Marshall Wace LLP,NL0006237562,2017-06-21,ARCADIS N.V.,archive
1.05,Millennium International Management LP,NL0000289213,2017-06-21,Wereldhave N.V.,archive
0.6,Oxford Asset Management,BE0003818359,2017-06-21,Galapagos NV,archive
0.61,Oxford Asset Management,NL0000360618,2017-06-21,SBM Offshore N.V.,archive
0.82,"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,2017-06-21,Flow Traders Ltd.,archive
2.36,"AQR Capital Management, LLC",NL0000360618,2017-06-20,SBM Offshore N.V.,archive
0.48,BlackRock Investment Management (UK) Limited,NL0006237562,2017-06-20,ARCADIS N.V.,archive
0.9,HBK Investments LP,NL0000352565,2017-06-20,Fugro N.V.,archive
0.52,Millennium International Management LP,NL0012365084,2017-06-20,NSI N.V.,archive
0.98,Millennium International Management LP,NL0000289213,2017-06-20,Wereldhave N.V.,archive
0.9,"AQR Capital Management, LLC",NL0009432491,2017-06-19,Koninklijke Vopak N.V.,archive
0.56,BlackRock Investment Management (UK) Limited,NL0000289213,2017-06-19,Wereldhave N.V.,archive
0.88,HBK Investments LP,NL0000352565,2017-06-19,Fugro N.V.,archive
0.61,Lone Pine Capital LLC,NL0011794037,2017-06-19,Koninklijke Ahold Delhaize N.V.,archive
0.91,BlackRock Investment Management (UK) Limited,NL0010776944,2017-06-16,Brunel International N.V.,archive
0.9,HBK Investments LP,NL0000352565,2017-06-16,Fugro N.V.,archive
0.78,Marshall Wace LLP,NL0000337319,2017-06-16,Koninklijke BAM Groep N.V.,archive
0.0,Millennium International Management LP,NL0006237562,2017-06-16,ARCADIS N.V.,archive
0.5,Millennium International Management LP,BE0003818359,2017-06-16,Galapagos NV,archive
0.51,Pictet Asset Management S.A.,LU0569974404,2017-06-16,Aperam S.A.,archive
0.49,Systematica Investments Limited,NL0000387058,2017-06-16,TomTom N.V.,archive
0.48,AHL Partners LLP,NL0000337319,2017-06-15,Koninklijke BAM Groep N.V.,archive
1.09,Marshall Wace LLP,NL0000289213,2017-06-15,Wereldhave N.V.,archive
0.97,Millennium International Management LP,NL0006237562,2017-06-15,ARCADIS N.V.,archive
1.29,AKO Capital LLP,NL0000852523,2017-06-14,TKH Group N.V.,archive
0.58,BlackRock Investment Management (UK) Limited,NL0006237562,2017-06-14,ARCADIS N.V.,archive
0.68,BlackRock Investment Management (UK) Limited,NL0000289213,2017-06-14,Wereldhave N.V.,archive
0.73,Millennium International Management LP,NL0006237562,2017-06-14,ARCADIS N.V.,archive
0.5,Millennium International Management LP,NL0006237562,2017-06-13,ARCADIS N.V.,archive
0.51,Systematica Investments Limited,NL0000387058,2017-06-13,TomTom N.V.,archive
0.04,"Angelo, Gordon & Co. L.P.",LU0569974404,2017-06-12,Aperam S.A.,archive
0.43,Kuvari Partners LLP,NL0006237562,2017-06-12,ARCADIS N.V.,archive
0.49,Millennium International Management LP,BE0003818359,2017-06-12,Galapagos NV,archive
0.56,AHL Partners LLP,NL0000337319,2017-06-09,Koninklijke BAM Groep N.V.,archive
2.21,"AQR Capital Management, LLC",NL0000360618,2017-06-09,SBM Offshore N.V.,archive
0.81,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-06-09,Brunel International N.V.,archive
1.76,Tybourne Capital Management (HK) Limited,NL0011821392,2017-06-09,Signify N.V.,archive
2.19,"AQR Capital Management, LLC",NL0000360618,2017-06-08,SBM Offshore N.V.,archive
1.0,"AQR Capital Management, LLC",NL0000009082,2017-06-07,Koninklijke KPN N.V.,archive
0.7,BlackRock Investment Management (UK) Limited,NL0000337319,2017-06-07,Koninklijke BAM Groep N.V.,archive
2.2,"AQR Capital Management, LLC",NL0000360618,2017-06-06,SBM Offshore N.V.,archive
0.69,BlackRock Investment Management (UK) Limited,NL0000337319,2017-06-06,Koninklijke BAM Groep N.V.,archive
1.1,Marshall Wace LLP,NL0006237562,2017-06-06,ARCADIS N.V.,archive
1.18,Marshall Wace LLP,NL0000289213,2017-06-06,Wereldhave N.V.,archive
0.7,BlackRock Investment Management (UK) Limited,NL0011872650,2017-06-05,Basic-Fit N.V.,archive
0.69,Capital Fund Management S.A.,NL0000289213,2017-06-02,Wereldhave N.V.,archive
0.7,CQS (UK) LLP,NL0000339760,2017-06-02,BE Semiconductor Industries N.V.,archive
0.8,Marshall Wace LLP,NL0000337319,2017-06-02,Koninklijke BAM Groep N.V.,archive
0.89,HBK Investments LP,NL0000352565,2017-06-01,Fugro N.V.,archive
0.9,HBK Investments LP,NL0000352565,2017-05-31,Fugro N.V.,archive
0.33,BNP Paribas S.A.,LU0569974404,2017-05-29,Aperam S.A.,archive
0.7,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-05-29,Brunel International N.V.,archive
0.73,Marshall Wace LLP,NL0000337319,2017-05-29,Koninklijke BAM Groep N.V.,archive
0.49,Marshall Wace LLP,NL0000360618,2017-05-26,SBM Offshore N.V.,archive
0.8,"AQR Capital Management, LLC",NL0009432491,2017-05-25,Koninklijke Vopak N.V.,archive
0.8,BlackRock Investment Management (UK) Limited,NL0010776944,2017-05-25,Brunel International N.V.,archive
0.5,Millennium International Management LP,BE0003818359,2017-05-25,Galapagos NV,archive
1.32,"Angelo, Gordon & Co. L.P.",LU0569974404,2017-05-24,Aperam S.A.,archive
1.03,Marshall Wace LLP,NL0006237562,2017-05-24,ARCADIS N.V.,archive
1.46,"Angelo, Gordon & Co. L.P.",LU0569974404,2017-05-23,Aperam S.A.,archive
0.83,Millennium International Management LP,NL0000289213,2017-05-23,Wereldhave N.V.,archive
0.61,BlackRock Investment Management (UK) Limited,NL0011872650,2017-05-22,Basic-Fit N.V.,archive
0.76,BlackRock Investment Management (UK) Limited,NL0000289213,2017-05-22,Wereldhave N.V.,archive
0.41,Marshall Wace LLP,NL0000303709,2017-05-22,AEGON Ltd.,archive
3.4,CQS (UK) LLP,LU0569974404,2017-05-19,Aperam S.A.,archive
0.53,Kuvari Partners LLP,NL0006237562,2017-05-19,ARCADIS N.V.,archive
0.51,Oxford Asset Management,BE0003818359,2017-05-19,Galapagos NV,archive
0.44,"WorldQuant, LLC",NL0000387058,2017-05-19,TomTom N.V.,archive
0.57,BNP Paribas S.A.,LU0569974404,2017-05-18,Aperam S.A.,archive
0.48,GSA Capital Partners LLP,NL0009269109,2017-05-18,Koninklijke Heijmans N.V.,archive
0.71,Millennium International Management LP,NL0000289213,2017-05-18,Wereldhave N.V.,archive
0.64,AHL Partners LLP,NL0000337319,2017-05-17,Koninklijke BAM Groep N.V.,archive
1.33,AKO Capital LLP,NL0000852523,2017-05-17,TKH Group N.V.,archive
0.71,BlackRock Investment Management (UK) Limited,NL0000337319,2017-05-17,Koninklijke BAM Groep N.V.,archive
0.58,"WorldQuant, LLC",NL0000387058,2017-05-17,TomTom N.V.,archive
2.18,"AQR Capital Management, LLC",NL0000360618,2017-05-16,SBM Offshore N.V.,archive
0.61,BlackRock Investment Management (UK) Limited,NL0006237562,2017-05-16,ARCADIS N.V.,archive
0.66,CQS (UK) LLP,NL0000339760,2017-05-16,BE Semiconductor Industries N.V.,archive
0.5,GSA Capital Partners LLP,NL0009269109,2017-05-16,Koninklijke Heijmans N.V.,archive
0.58,Marshall Wace LLP,NL0000360618,2017-05-16,SBM Offshore N.V.,archive
0.66,BlackRock Investment Management (UK) Limited,NL0000337319,2017-05-15,Koninklijke BAM Groep N.V.,archive
0.52,CQS (UK) LLP,NL0000339760,2017-05-15,BE Semiconductor Industries N.V.,archive
0.9,Marshall Wace LLP,NL0006237562,2017-05-15,ARCADIS N.V.,archive
0.69,"WorldQuant, LLC",NL0000387058,2017-05-15,TomTom N.V.,archive
0.52,Adage Capital Management L.P.,LU0569974404,2017-05-12,Aperam S.A.,archive
0.52,AHL Partners LLP,NL0000337319,2017-05-12,Koninklijke BAM Groep N.V.,archive
1.53,"Angelo, Gordon & Co. L.P.",LU0569974404,2017-05-12,Aperam S.A.,archive
0.7,BlackRock Investment Management (UK) Limited,NL0010776944,2017-05-12,Brunel International N.V.,archive
0.65,Marshall Wace LLP,NL0000337319,2017-05-12,Koninklijke BAM Groep N.V.,archive
0.71,"AQR Capital Management, LLC",NL0009432491,2017-05-11,Koninklijke Vopak N.V.,archive
2.2,"AQR Capital Management, LLC",NL0000360618,2017-05-11,SBM Offshore N.V.,archive
0.6,"BlackRock Institutional Trust Company, National Association",NL0000360618,2017-05-11,SBM Offshore N.V.,archive
0.47,GSA Capital Partners LLP,NL0009269109,2017-05-11,Koninklijke Heijmans N.V.,archive
0.89,Marshall Wace LLP,NL0006237562,2017-05-11,ARCADIS N.V.,archive
0.57,Marshall Wace LLP,NL0000337319,2017-05-11,Koninklijke BAM Groep N.V.,archive
0.49,"WorldQuant, LLC",NL0006237562,2017-05-11,ARCADIS N.V.,archive
0.5,BlackRock Investment Management (UK) Limited,NL0011872650,2017-05-10,Basic-Fit N.V.,archive
0.5,GSA Capital Partners LLP,NL0009269109,2017-05-10,Koninklijke Heijmans N.V.,archive
0.64,Lansdowne Partners (UK) LLP,NL0011794037,2017-05-10,Koninklijke Ahold Delhaize N.V.,archive
0.7,Capital Fund Management S.A.,NL0000289213,2017-05-09,Wereldhave N.V.,archive
1.29,JPMorgan Asset Management (UK) Ltd.,NL0000352565,2017-05-09,Fugro N.V.,archive
0.6,Marshall Wace LLP,NL0000360618,2017-05-09,SBM Offshore N.V.,archive
1.22,Marshall Wace LLP,NL0000289213,2017-05-09,Wereldhave N.V.,archive
0.48,Oxford Asset Management,NL0000387058,2017-05-09,TomTom N.V.,archive
1.82,Tybourne Capital Management (HK) Limited,NL0011821392,2017-05-09,Signify N.V.,archive
0.51,BlackRock Investment Management (UK) Limited,NL0000337319,2017-05-08,Koninklijke BAM Groep N.V.,archive
0.49,BlackRock Investment Management (UK) Limited,NL0000292324,2017-05-08,NSI N.V.,archive
0.49,GSA Capital Partners LLP,NL0009269109,2017-05-08,Koninklijke Heijmans N.V.,archive
0.68,Millennium International Management LP,NL0000289213,2017-05-08,Wereldhave N.V.,archive
1.96,Tybourne Capital Management (HK) Limited,NL0011821392,2017-05-08,Signify N.V.,archive
0.58,BNP Paribas S.A.,NL0000009082,2017-05-05,Koninklijke KPN N.V.,archive
1.07,JPMorgan Asset Management (UK) Ltd.,NL0000387058,2017-05-05,TomTom N.V.,archive
0.51,Lansdowne Partners (UK) LLP,NL0011794037,2017-05-05,Koninklijke Ahold Delhaize N.V.,archive
2.06,Tybourne Capital Management (HK) Limited,NL0011821392,2017-05-05,Signify N.V.,archive
3.35,CQS (UK) LLP,LU0569974404,2017-05-04,Aperam S.A.,archive
0.82,JPMorgan Asset Management (UK) Ltd.,NL0000352565,2017-05-04,Fugro N.V.,archive
0.59,GSA Capital Partners LLP,NL0009269109,2017-05-03,Koninklijke Heijmans N.V.,archive
0.88,HBK Investments LP,NL0000352565,2017-05-03,Fugro N.V.,archive
0.5,Jupiter Investment Management Limited,NL0000009082,2017-05-03,Koninklijke KPN N.V.,archive
0.9,Marshall Wace LLP,NL0006237562,2017-05-03,ARCADIS N.V.,archive
0.7,"WorldQuant, LLC",NL0000387058,2017-05-03,TomTom N.V.,archive
0.58,"BlackRock Institutional Trust Company, National Association",NL0000360618,2017-05-02,SBM Offshore N.V.,archive
0.5,BlackRock Investment Management (UK) Limited,NL0006237562,2017-05-02,ARCADIS N.V.,archive
0.98,HBK Investments LP,NL0000352565,2017-05-02,Fugro N.V.,archive
0.49,Millennium International Management LP,BE0003818359,2017-05-02,Galapagos NV,archive
0.42,"AQR Capital Management, LLC",LU0323134006,2017-04-28,ArcelorMittal S.A.,archive
0.62,BNP Paribas S.A.,LU0569974404,2017-04-28,Aperam S.A.,archive
0.47,"Falcon Edge Capital, LP",NL0010558797,2017-04-28,OCI N.V.,archive
0.78,Millennium International Management LP,NL0000289213,2017-04-28,Wereldhave N.V.,archive
2.11,Tybourne Capital Management (HK) Limited,NL0011821392,2017-04-28,Signify N.V.,archive
0.61,"WorldQuant, LLC",NL0000387058,2017-04-28,TomTom N.V.,archive
2.19,"AQR Capital Management, LLC",NL0000360618,2017-04-27,SBM Offshore N.V.,archive
0.8,BlackRock Investment Management (UK) Limited,NL0000289213,2017-04-27,Wereldhave N.V.,archive
0.51,"Lucerne Capital Management, L.P.",NL0006237562,2017-04-27,ARCADIS N.V.,archive
0.81,Millennium International Management LP,NL0000289213,2017-04-27,Wereldhave N.V.,archive
0.53,"WorldQuant, LLC",NL0000387058,2017-04-27,TomTom N.V.,archive
0.53,"Falcon Edge Capital, LP",NL0010558797,2017-04-26,OCI N.V.,archive
0.49,Kuvari Partners LLP,NL0006237562,2017-04-26,ARCADIS N.V.,archive
0.51,Marshall Wace LLP,NL0000360618,2017-04-26,SBM Offshore N.V.,archive
1.11,Marshall Wace LLP,NL0000289213,2017-04-26,Wereldhave N.V.,archive
0.59,"WorldQuant, LLC",NL0006237562,2017-04-26,ARCADIS N.V.,archive
0.51,Marshall Wace LLP,NL0000303709,2017-04-25,AEGON Ltd.,archive
0.5,Millennium International Management LP,BE0003818359,2017-04-25,Galapagos NV,archive
1.2,AKO Capital LLP,NL0000852523,2017-04-24,TKH Group N.V.,archive
1.05,Marshall Wace LLP,NL0000289213,2017-04-24,Wereldhave N.V.,archive
1.04,AKO Capital LLP,NL0000852523,2017-04-21,TKH Group N.V.,archive
0.77,BlackRock Investment Management (UK) Limited,NL0000289213,2017-04-21,Wereldhave N.V.,archive
0.54,BNP Paribas S.A.,LU0569974404,2017-04-21,Aperam S.A.,archive
0.68,"Falcon Edge Capital, LP",NL0010558797,2017-04-21,OCI N.V.,archive
0.58,Oxford Asset Management,NL0000387058,2017-04-21,TomTom N.V.,archive
0.92,AKO Capital LLP,NL0000852523,2017-04-20,TKH Group N.V.,archive
0.48,Dalton Strategic Partnership LLP,NL0006237562,2017-04-20,ARCADIS N.V.,archive
0.74,"Falcon Edge Capital, LP",NL0010558797,2017-04-20,OCI N.V.,archive
0.57,Kuvari Partners LLP,NL0006237562,2017-04-20,ARCADIS N.V.,archive
0.47,Oxford Asset Management,BE0003818359,2017-04-20,Galapagos NV,archive
0.48,Systematica Investments Limited,NL0000387058,2017-04-20,TomTom N.V.,archive
0.48,"WorldQuant, LLC",NL0000289213,2017-04-20,Wereldhave N.V.,archive
0.89,AKO Capital LLP,NL0000852523,2017-04-19,TKH Group N.V.,archive
0.27,Citadel Europe LLP,NL0000009132,2017-04-19,Akzo Nobel N.V.,archive
0.81,"Falcon Edge Capital, LP",NL0010558797,2017-04-19,OCI N.V.,archive
0.77,Millennium International Management LP,NL0000289213,2017-04-19,Wereldhave N.V.,archive
0.64,AKO Capital LLP,NL0000852523,2017-04-18,TKH Group N.V.,archive
0.6,BlackRock Investment Management (UK) Limited,NL0000289213,2017-04-18,Wereldhave N.V.,archive
0.8,Millennium International Management LP,NL0000289213,2017-04-18,Wereldhave N.V.,archive
0.48,Marshall Wace LLP,NL0000303709,2017-04-13,AEGON Ltd.,archive
0.8,Marshall Wace LLP,NL0006237562,2017-04-13,ARCADIS N.V.,archive
0.99,Marshall Wace LLP,NL0000289213,2017-04-13,Wereldhave N.V.,archive
0.79,Millennium International Management LP,NL0000289213,2017-04-13,Wereldhave N.V.,archive
0.69,Oxford Asset Management,NL0000387058,2017-04-13,TomTom N.V.,archive
0.5,AKO Capital LLP,NL0000852523,2017-04-12,TKH Group N.V.,archive
2.28,"AQR Capital Management, LLC",NL0000360618,2017-04-11,SBM Offshore N.V.,archive
0.9,"Falcon Edge Capital, LP",NL0010558797,2017-04-11,OCI N.V.,archive
0.52,Marshall Wace LLP,NL0000303709,2017-04-11,AEGON Ltd.,archive
1.07,Marshall Wace LLP,NL0000289213,2017-04-11,Wereldhave N.V.,archive
0.6,BlackRock Investment Management (UK) Limited,NL0010776944,2017-04-10,Brunel International N.V.,archive
0.59,Systematica Investments Limited,NL0000387058,2017-04-10,TomTom N.V.,archive
0.81,"Falcon Edge Capital, LP",NL0010558797,2017-04-07,OCI N.V.,archive
0.61,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-04-07,Brunel International N.V.,archive
0.47,Marshall Wace LLP,NL0000360618,2017-04-07,SBM Offshore N.V.,archive
0.69,Capital Fund Management S.A.,NL0000289213,2017-04-06,Wereldhave N.V.,archive
0.7,Marshall Wace LLP,NL0006237562,2017-04-06,ARCADIS N.V.,archive
0.47,Marshall Wace LLP,NL0000337319,2017-04-06,Koninklijke BAM Groep N.V.,archive
1.14,Marshall Wace LLP,NL0000289213,2017-04-06,Wereldhave N.V.,archive
2.37,"AQR Capital Management, LLC",NL0000360618,2017-04-05,SBM Offshore N.V.,archive
0.65,"BlackRock Institutional Trust Company, National Association",NL0000360618,2017-04-05,SBM Offshore N.V.,archive
0.78,"Falcon Edge Capital, LP",NL0010558797,2017-04-05,OCI N.V.,archive
0.6,Systematica Investments Limited,NL0000387058,2017-04-05,TomTom N.V.,archive
0.58,"AQR Capital Management, LLC",LU0323134006,2017-04-04,ArcelorMittal S.A.,archive
0.62,"Falcon Edge Capital, LP",NL0010558797,2017-04-04,OCI N.V.,archive
0.49,Kuvari Partners LLP,NL0006237562,2017-04-04,ARCADIS N.V.,archive
0.69,Marshall Wace LLP,NL0006237562,2017-04-04,ARCADIS N.V.,archive
0.59,Systematica Investments Limited,NL0000387058,2017-04-04,TomTom N.V.,archive
0.68,"WorldQuant, LLC",NL0006237562,2017-04-04,ARCADIS N.V.,archive
0.66,"AQR Capital Management, LLC",LU0323134006,2017-04-03,ArcelorMittal S.A.,archive
0.56,BlackRock Investment Management (UK) Limited,NL0000292324,2017-04-03,NSI N.V.,archive
0.48,BNP Paribas S.A.,LU0569974404,2017-04-03,Aperam S.A.,archive
0.7,Capital Fund Management S.A.,NL0000289213,2017-04-03,Wereldhave N.V.,archive
0.63,Kuvari Partners LLP,NL0006237562,2017-04-03,ARCADIS N.V.,archive
0.7,Marshall Wace LLP,NL0006237562,2017-04-03,ARCADIS N.V.,archive
0.89,Millennium International Management LP,NL0000289213,2017-04-03,Wereldhave N.V.,archive
0.6,Systematica Investments Limited,NL0000387058,2017-04-03,TomTom N.V.,archive
0.48,AHL Partners LLP,NL0000337319,2017-03-31,Koninklijke BAM Groep N.V.,archive
0.51,"BlackRock Institutional Trust Company, National Association",NL0000360618,2017-03-31,SBM Offshore N.V.,archive
0.49,Jupiter Investment Management Limited,NL0000009082,2017-03-31,Koninklijke KPN N.V.,archive
0.55,Marshall Wace LLP,NL0000337319,2017-03-31,Koninklijke BAM Groep N.V.,archive
0.59,Systematica Investments Limited,NL0000387058,2017-03-31,TomTom N.V.,archive
0.58,"WorldQuant, LLC",NL0000289213,2017-03-31,Wereldhave N.V.,archive
0.49,"AQR Capital Management, LLC",NL0010558797,2017-03-30,OCI N.V.,archive
0.69,Marshall Wace LLP,NL0006237562,2017-03-30,ARCADIS N.V.,archive
0.6,Systematica Investments Limited,NL0000387058,2017-03-30,TomTom N.V.,archive
0.64,"AQR Capital Management, LLC",LU0323134006,2017-03-29,ArcelorMittal S.A.,archive
0.6,BlackRock Investment Management (UK) Limited,NL0000292324,2017-03-29,NSI N.V.,archive
0.48,CapeView Capital LLP,NL0006237562,2017-03-29,ARCADIS N.V.,archive
0.69,Capital Fund Management S.A.,NL0000289213,2017-03-29,Wereldhave N.V.,archive
0.73,JPMorgan Asset Management (UK) Ltd.,NL0000352565,2017-03-29,Fugro N.V.,archive
0.49,Millennium International Management LP,BE0003818359,2017-03-29,Galapagos NV,archive
2.49,"AQR Capital Management, LLC",NL0000360618,2017-03-28,SBM Offshore N.V.,archive
0.5,BlackRock Investment Management (UK) Limited,NL0000289213,2017-03-28,Wereldhave N.V.,archive
0.59,Dalton Strategic Partnership LLP,NL0006237562,2017-03-28,ARCADIS N.V.,archive
1.2,Lansdowne Partners (UK) LLP,NL0006237562,2017-03-28,ARCADIS N.V.,archive
0.5,CapeView Capital LLP,NL0006237562,2017-03-27,ARCADIS N.V.,archive
0.54,"Falcon Edge Capital, LP",NL0010558797,2017-03-27,OCI N.V.,archive
1.11,Lansdowne Partners (UK) LLP,NL0006237562,2017-03-27,ARCADIS N.V.,archive
0.69,Marshall Wace LLP,NL0000337319,2017-03-27,Koninklijke BAM Groep N.V.,archive
0.55,BNP Paribas S.A.,LU0569974404,2017-03-24,Aperam S.A.,archive
0.5,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-03-24,Brunel International N.V.,archive
0.51,Marshall Wace LLP,NL0000360618,2017-03-24,SBM Offshore N.V.,archive
0.46,"WorldQuant, LLC",BE0003818359,2017-03-24,Galapagos NV,archive
0.9,"AQR Capital Management, LLC",NL0000009082,2017-03-23,Koninklijke KPN N.V.,archive
0.6,BNP Paribas S.A.,LU0569974404,2017-03-23,Aperam S.A.,archive
0.98,Millennium International Management LP,NL0000289213,2017-03-23,Wereldhave N.V.,archive
0.58,Oxford Asset Management,BE0003818359,2017-03-23,Galapagos NV,archive
0.59,Citadel Europe LLP,NL0000009132,2017-03-22,Akzo Nobel N.V.,archive
0.71,"WorldQuant, LLC",NL0006237562,2017-03-22,ARCADIS N.V.,archive
0.68,"WorldQuant, LLC",NL0000289213,2017-03-22,Wereldhave N.V.,archive
0.5,AHL Partners LLP,NL0000337319,2017-03-21,Koninklijke BAM Groep N.V.,archive
0.6,"AQR Capital Management, LLC",NL0009432491,2017-03-21,Koninklijke Vopak N.V.,archive
0.49,CapeView Capital LLP,NL0006237562,2017-03-21,ARCADIS N.V.,archive
0.59,"AQR Capital Management, LLC",NL0009432491,2017-03-20,Koninklijke Vopak N.V.,archive
1.29,Marshall Wace LLP,NL0000289213,2017-03-20,Wereldhave N.V.,archive
0.58,Millennium International Management LP,BE0003818359,2017-03-20,Galapagos NV,archive
0.59,Systematica Investments Limited,NL0000387058,2017-03-20,TomTom N.V.,archive
0.6,"AQR Capital Management, LLC",NL0009432491,2017-03-17,Koninklijke Vopak N.V.,archive
1.08,Millennium International Management LP,NL0000289213,2017-03-17,Wereldhave N.V.,archive
0.5,"WorldQuant, LLC",BE0003818359,2017-03-17,Galapagos NV,archive
0.7,BNP Paribas S.A.,LU0569974404,2017-03-16,Aperam S.A.,archive
1.2,JPMorgan Asset Management (UK) Ltd.,NL0000387058,2017-03-16,TomTom N.V.,archive
0.78,Marshall Wace LLP,NL0000337319,2017-03-16,Koninklijke BAM Groep N.V.,archive
1.38,Marshall Wace LLP,NL0000289213,2017-03-16,Wereldhave N.V.,archive
0.6,Systematica Investments Limited,NL0000387058,2017-03-15,TomTom N.V.,archive
0.62,"WorldQuant, LLC",NL0006237562,2017-03-15,ARCADIS N.V.,archive
0.85,Marshall Wace LLP,NL0000337319,2017-03-14,Koninklijke BAM Groep N.V.,archive
0.47,"PDT Partners, LLC",NL0000387058,2017-03-14,TomTom N.V.,archive
0.49,"WorldQuant, LLC",BE0003818359,2017-03-14,Galapagos NV,archive
0.78,"WorldQuant, LLC",NL0000289213,2017-03-14,Wereldhave N.V.,archive
0.77,Kuvari Partners LLP,NL0006237562,2017-03-13,ARCADIS N.V.,archive
0.49,Marshall Wace LLP,NL0009739416,2017-03-13,PostNL N.V.,archive
0.85,Kuvari Partners LLP,NL0006237562,2017-03-10,ARCADIS N.V.,archive
0.79,Marshall Wace LLP,NL0006237562,2017-03-10,ARCADIS N.V.,archive
0.62,Dalton Strategic Partnership LLP,NL0006237562,2017-03-09,ARCADIS N.V.,archive
0.58,Systematica Investments Limited,NL0000387058,2017-03-09,TomTom N.V.,archive
0.51,"WorldQuant, LLC",BE0003818359,2017-03-09,Galapagos NV,archive
