isin,position_holder,issuer_name,net_short_position,position_date,source
NL0012866412,Citadel Europe LLP,BE Semiconductor Industries N.V.,0.7,2019-09-20,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2.39,2019-09-20,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,0.88,2019-09-20,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.42,2019-09-20,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.01,2019-09-20,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.24,2019-09-20,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.39,2019-09-20,archive
NL0011821392,Millennium International Management LP,Signify N.V.,0.5,2019-09-20,archive
FR0013326246,Millennium International Management LP,Unibail-Rodamco-Westfield SE,0.0,2019-09-20,archive
NL0010391025,"PDT Partners, LLC",Pharming Group N.V.,0.5,2019-09-20,archive
NL0011821392,Tybourne Capital Management (HK) Limited,Signify N.V.,1.65,2019-09-20,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,0.96,2019-09-20,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.7,2019-09-19,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.33,2019-09-19,archive
NL0006237562,Bodenholm Capital AB,ARCADIS N.V.,0.05,2019-09-19,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,0.89,2019-09-19,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2.4,2019-09-19,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.71,2019-09-19,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.0,2019-09-19,archive
NL0009269109,"WorldQuant, LLC",Koninklijke Heijmans N.V.,0.49,2019-09-19,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,1.9,2019-09-18,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.69,2019-09-18,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.48,2019-09-18,archive
NL0006237562,Bodenholm Capital AB,ARCADIS N.V.,0.58,2019-09-18,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.58,2019-09-18,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.31,2019-09-18,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.6,2019-09-18,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,0.96,2019-09-18,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.58,2019-09-18,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,0.69,2019-09-18,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,0.79,2019-09-18,archive
NL0009739416,Voleon Capital Management LP,PostNL N.V.,0.5,2019-09-18,archive
NL0006237562,Bodenholm Capital AB,ARCADIS N.V.,0.79,2019-09-17,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,0.69,2019-09-17,archive
NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",Fugro N.V.,0.69,2019-09-17,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.99,2019-09-17,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.02,2019-09-17,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.37,2019-09-17,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.9,2019-09-17,archive
NL0000009082,"AQR Capital Management, LLC",Koninklijke KPN N.V.,0.98,2019-09-16,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.21,2019-09-16,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,0.89,2019-09-16,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2.59,2019-09-16,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.11,2019-09-16,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.45,2019-09-16,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.89,2019-09-16,archive
NL0009269109,"WorldQuant, LLC",Koninklijke Heijmans N.V.,0.57,2019-09-16,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,0.45,2019-09-13,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.7,2019-09-13,archive
NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",AMG Critical Materials N.V.,1.48,2019-09-13,archive
NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",PostNL N.V.,0.49,2019-09-13,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.25,2019-09-13,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.09,2019-09-13,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.69,2019-09-13,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2.88,2019-09-13,archive
NL0009739416,Systematica Investments Limited,PostNL N.V.,0.49,2019-09-13,archive
NL0000888691,Voleon Capital Management LP,AMG Critical Materials N.V.,0.5,2019-09-13,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,0.51,2019-09-12,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,1.84,2019-09-12,archive
NL0000009082,"AQR Capital Management, LLC",Koninklijke KPN N.V.,1.0,2019-09-12,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.19,2019-09-12,archive
NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",Fugro N.V.,0.76,2019-09-12,archive
NL0000852531,JPMorgan Asset Management (UK) Ltd.,Kendrion N.V.,0.6,2019-09-12,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,0.98,2019-09-12,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.29,2019-09-12,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.59,2019-09-12,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2.27,2019-09-12,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.7,2019-09-12,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,0.75,2019-09-12,archive
NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.8,2019-09-12,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2.74,2019-09-12,archive
NL0012866412,"Tenor Capital Management Company, L.P.",BE Semiconductor Industries N.V.,0.5,2019-09-12,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.79,2019-09-12,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.44,2019-09-12,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,0.64,2019-09-11,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,0.78,2019-09-11,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.56,2019-09-11,archive
NL0000337319,Boldhaven Management LLP,Koninklijke BAM Groep N.V.,0.52,2019-09-11,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,0.97,2019-09-11,archive
NL0000288876,Clearance Capital Limited,Eurocommercial Properties N.V.,0.66,2019-09-11,archive
NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",PostNL N.V.,0.55,2019-09-11,archive
NL0012866412,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,1.33,2019-09-11,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.15,2019-09-11,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.59,2019-09-11,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.38,2019-09-11,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.68,2019-09-11,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2.31,2019-09-11,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.68,2019-09-11,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.08,2019-09-11,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.65,2019-09-11,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,0.81,2019-09-11,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2.54,2019-09-11,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.96,2019-09-11,archive
NL0000289213,Wellington Management Company LLP,Wereldhave N.V.,0.63,2019-09-11,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,0.78,2019-09-10,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.49,2019-09-10,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.49,2019-09-10,archive
BE0003818359,"D. E. Shaw & Co., L.P.",Galapagos NV,0.98,2019-09-10,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.56,2019-09-10,archive
NL0000852531,JPMorgan Asset Management (UK) Ltd.,Kendrion N.V.,0.57,2019-09-10,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.46,2019-09-10,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.76,2019-09-10,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.8,2019-09-10,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2.41,2019-09-10,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.18,2019-09-10,archive
NL0011821392,Millennium International Management LP,Signify N.V.,1.08,2019-09-10,archive
FR0013326246,Millennium International Management LP,Unibail-Rodamco-Westfield SE,0.82,2019-09-10,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,0.98,2019-09-10,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,0.97,2019-09-10,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.58,2019-09-10,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,0.94,2019-09-09,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,0.86,2019-09-09,archive
NL0000337319,AKO Capital LLP,Koninklijke BAM Groep N.V.,1.49,2019-09-09,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,0.8,2019-09-09,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.48,2019-09-09,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.02,2019-09-09,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.61,2019-09-09,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.47,2019-09-09,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2.58,2019-09-09,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.72,2019-09-09,archive
FR0013326246,Millennium International Management LP,Unibail-Rodamco-Westfield SE,0.72,2019-09-09,archive
NL0009269109,"WorldQuant, LLC",Koninklijke Heijmans N.V.,0.62,2019-09-09,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.03,2019-09-06,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,1.7,2019-09-06,archive
NL0000352565,B&G Master Fund Plc,Fugro N.V.,0.88,2019-09-06,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.54,2019-09-06,archive
NL0000337319,Lancaster Investment Management LLP,Koninklijke BAM Groep N.V.,1.25,2019-09-06,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.58,2019-09-06,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.87,2019-09-06,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.72,2019-09-06,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2.67,2019-09-06,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.65,2019-09-06,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.25,2019-09-06,archive
FR0013326246,Millennium International Management LP,Unibail-Rodamco-Westfield SE,0.62,2019-09-06,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,1.08,2019-09-06,archive
NL0000888691,Voleon Capital Management LP,AMG Critical Materials N.V.,0.49,2019-09-06,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.67,2019-09-06,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.2,2019-09-05,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.08,2019-09-05,archive
NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",PostNL N.V.,0.69,2019-09-05,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.33,2019-09-05,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.09,2019-09-05,archive
NL0000337319,Lancaster Investment Management LLP,Koninklijke BAM Groep N.V.,1.09,2019-09-05,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.94,2019-09-05,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.55,2019-09-05,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.96,2019-09-05,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.59,2019-09-05,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2.79,2019-09-05,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.32,2019-09-05,archive
FR0013326246,Millennium International Management LP,Unibail-Rodamco-Westfield SE,0.53,2019-09-05,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,1.13,2019-09-05,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.04,2019-09-05,archive
NL0009269109,"WorldQuant, LLC",Koninklijke Heijmans N.V.,0.54,2019-09-05,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.4,2019-09-04,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,0.97,2019-09-04,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.64,2019-09-04,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.59,2019-09-04,archive
BE0003818359,"D. E. Shaw & Co., L.P.",Galapagos NV,1.0,2019-09-04,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.4,2019-09-04,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.66,2019-09-04,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2.09,2019-09-04,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.58,2019-09-03,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.2,2019-09-03,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,0.71,2019-09-03,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.51,2019-09-03,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.08,2019-09-03,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.41,2019-09-03,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.5,2019-09-03,archive
FR0013326246,Numeric Investors LLC,Unibail-Rodamco-Westfield SE,0.49,2019-09-03,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.19,2019-09-03,archive
NL0011279492,"WorldQuant, LLC",Flow Traders Ltd.,0.46,2019-09-03,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,1.69,2019-09-02,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.61,2019-09-02,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.81,2019-09-02,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.51,2019-09-02,archive
NL0011821392,Millennium International Management LP,Signify N.V.,1.11,2019-09-02,archive
NL0000289213,Otus Capital Management Ltd.,Wereldhave N.V.,0.49,2019-09-02,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.08,2019-08-30,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.18,2019-08-30,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.77,2019-08-30,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.32,2019-08-30,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2.99,2019-08-30,archive
NL0011821392,Millennium International Management LP,Signify N.V.,1.09,2019-08-30,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.5,2019-08-29,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.19,2019-08-29,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.22,2019-08-29,archive
NL0011821392,Millennium International Management LP,Signify N.V.,1.1,2019-08-29,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.88,2019-08-29,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.15,2019-08-28,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,1.66,2019-08-28,archive
NL0010558797,"AQR Capital Management, LLC",OCI N.V.,1.4,2019-08-28,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,0.67,2019-08-28,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.58,2019-08-28,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.76,2019-08-28,archive
NL0000289213,Toscafund Asset Management LLP,Wereldhave N.V.,0.91,2019-08-28,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.27,2019-08-28,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.6,2019-08-27,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.67,2019-08-27,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.18,2019-08-27,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.29,2019-08-27,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.47,2019-08-27,archive
NL0009739416,Numeric Investors LLC,PostNL N.V.,0.48,2019-08-27,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.7,2019-08-27,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.11,2019-08-26,archive
NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",PostNL N.V.,0.79,2019-08-26,archive
BE0003818359,"D. E. Shaw & Co., L.P.",Galapagos NV,0.95,2019-08-26,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,1.08,2019-08-26,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.59,2019-08-26,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.75,2019-08-23,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,0.72,2019-08-23,archive
NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",AMG Critical Materials N.V.,1.54,2019-08-23,archive
NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.64,2019-08-23,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.69,2019-08-23,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.35,2019-08-23,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,0.8,2019-08-23,archive
NL0000888691,Voleon Capital Management LP,AMG Critical Materials N.V.,0.5,2019-08-23,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.18,2019-08-23,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.29,2019-08-22,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.04,2019-08-22,archive
NL0000352565,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.75,2019-08-22,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.15,2019-08-22,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.6,2019-08-22,archive
NL0009269109,Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,0.29,2019-08-22,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.08,2019-08-22,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.5,2019-08-21,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.47,2019-08-21,archive
NL0010391025,"PDT Partners, LLC",Pharming Group N.V.,0.45,2019-08-21,archive
NL0009269109,Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,0.54,2019-08-21,archive
NL0010391025,TT International,Pharming Group N.V.,0.48,2019-08-21,archive
NL0011279492,"WorldQuant, LLC",Flow Traders Ltd.,0.58,2019-08-21,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.37,2019-08-20,archive
NL0000352565,Capital Fund Management S.A.,Fugro N.V.,0.99,2019-08-20,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.29,2019-08-20,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.21,2019-08-20,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.48,2019-08-20,archive
NL0011821392,Millennium International Management LP,Signify N.V.,1.0,2019-08-20,archive
NL0009739416,Numeric Investors LLC,PostNL N.V.,0.58,2019-08-20,archive
NL0009269109,Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,0.47,2019-08-20,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,0.97,2019-08-20,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.93,2019-08-19,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.85,2019-08-19,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,0.6,2019-08-19,archive
NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",PostNL N.V.,0.89,2019-08-19,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,1.3,2019-08-19,archive
NL0000337319,Dalton Strategic Partnership LLP,Koninklijke BAM Groep N.V.,0.46,2019-08-19,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.46,2019-08-19,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.28,2019-08-19,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.79,2019-08-19,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.16,2019-08-19,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.52,2019-08-19,archive
NL0009739416,Numeric Investors LLC,PostNL N.V.,0.6,2019-08-19,archive
NL0010391025,"PDT Partners, LLC",Pharming Group N.V.,0.59,2019-08-19,archive
NL0009739416,"PDT Partners, LLC",PostNL N.V.,0.68,2019-08-19,archive
NL0009269109,Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,0.59,2019-08-19,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.01,2019-08-19,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.48,2019-08-16,archive
BE0003818359,"D. E. Shaw & Co., L.P.",Galapagos NV,1.01,2019-08-16,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.53,2019-08-16,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.82,2019-08-16,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.0,2019-08-16,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.7,2019-08-16,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.49,2019-08-16,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,1.13,2019-08-16,archive
NL0009739416,RAM Active Investments SA,PostNL N.V.,0.48,2019-08-16,archive
NL0000888691,Susquehanna International Holdings LLC,AMG Critical Materials N.V.,0.49,2019-08-16,archive
NL0000289213,Toscafund Asset Management LLP,Wereldhave N.V.,0.84,2019-08-16,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.92,2019-08-16,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.56,2019-08-15,archive
NL0010558797,"AQR Capital Management, LLC",OCI N.V.,1.3,2019-08-15,archive
NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,2.77,2019-08-15,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.81,2019-08-15,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.59,2019-08-15,archive
NL0011794037,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.48,2019-08-15,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2.99,2019-08-15,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.51,2019-08-15,archive
NL0011821392,Millennium International Management LP,Signify N.V.,0.93,2019-08-15,archive
NL0000888691,Susquehanna International Holdings LLC,AMG Critical Materials N.V.,0.55,2019-08-15,archive
NL0000289213,"Woodson Capital Master Fund, LP",Wereldhave N.V.,2.22,2019-08-15,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.17,2019-08-15,archive
NL0000352565,B&G Master Fund Plc,Fugro N.V.,0.91,2019-08-14,archive
BE0003818359,Citadel Advisors LLC,Galapagos NV,0.5,2019-08-14,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.44,2019-08-14,archive
NL0000888691,"Eminence Capital, LP",AMG Critical Materials N.V.,3.39,2019-08-14,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.6,2019-08-14,archive
NL0006237562,Kuvari Partners LLP,ARCADIS N.V.,0.6,2019-08-14,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.63,2019-08-14,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.04,2019-08-14,archive
NL0009739416,"PDT Partners, LLC",PostNL N.V.,0.72,2019-08-14,archive
NL0000289213,"Woodson Capital Master Fund, LP",Wereldhave N.V.,2.11,2019-08-14,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.68,2019-08-13,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.8,2019-08-13,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.39,2019-08-13,archive
NL0012866412,Citadel Europe LLP,BE Semiconductor Industries N.V.,0.63,2019-08-13,archive
BE0003818359,"D. E. Shaw & Co., L.P.",Galapagos NV,0.91,2019-08-13,archive
NL0000337319,Dalton Strategic Partnership LLP,Koninklijke BAM Groep N.V.,0.55,2019-08-13,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.46,2019-08-13,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.56,2019-08-13,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.17,2019-08-13,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.18,2019-08-13,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2.1,2019-08-13,archive
NL0000888691,Susquehanna International Holdings LLC,AMG Critical Materials N.V.,0.67,2019-08-13,archive
NL0000352565,B&G Master Fund Plc,Fugro N.V.,0.89,2019-08-12,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.6,2019-08-12,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.7,2019-08-12,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.24,2019-08-12,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.6,2019-08-12,archive
