isin,position_holder,issuer_name,net_short_position,position_date,source
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.5,2019-08-12,archive
NL0011279492,"WorldQuant, LLC",Flow Traders Ltd.,0.61,2019-08-12,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.81,2019-08-12,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.76,2019-08-09,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.6,2019-08-09,archive
NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",Fugro N.V.,0.8,2019-08-09,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.58,2019-08-09,archive
NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",PostNL N.V.,0.98,2019-08-09,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.5,2019-08-09,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.38,2019-08-09,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.31,2019-08-09,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.29,2019-08-09,archive
NL0011279492,"WorldQuant, LLC",Flow Traders Ltd.,0.58,2019-08-09,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.74,2019-08-09,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.4,2019-08-08,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.48,2019-08-08,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.4,2019-08-08,archive
NL0000888691,Susquehanna International Holdings LLC,AMG Critical Materials N.V.,0.71,2019-08-08,archive
NL0009739416,Systematica Investments Limited,PostNL N.V.,0.5,2019-08-08,archive
NL0000289213,Wellington Management Company LLP,Wereldhave N.V.,0.7,2019-08-08,archive
NL0011279492,"WorldQuant, LLC",Flow Traders Ltd.,0.6,2019-08-08,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.63,2019-08-08,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.97,2019-08-07,archive
BE0003818359,"D. E. Shaw & Co., L.P.",Galapagos NV,0.8,2019-08-07,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.7,2019-08-07,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.46,2019-08-07,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.77,2019-08-07,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.55,2019-08-07,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.59,2019-08-07,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.49,2019-08-07,archive
NL0000289213,Wellington Management Company LLP,Wereldhave N.V.,0.52,2019-08-07,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.36,2019-08-07,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.88,2019-08-06,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.69,2019-08-06,archive
NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",PostNL N.V.,1.09,2019-08-06,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.39,2019-08-06,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.6,2019-08-06,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.41,2019-08-06,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,1.0,2019-08-06,archive
FR0013326246,Numeric Investors LLC,Unibail-Rodamco-Westfield SE,0.55,2019-08-06,archive
NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.79,2019-08-06,archive
NL0009739416,Voleon Capital Management LP,PostNL N.V.,0.37,2019-08-06,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.18,2019-08-06,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.44,2019-08-06,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,1.99,2019-08-05,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.41,2019-08-05,archive
NL0012866412,Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.46,2019-08-05,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.85,2019-08-05,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.68,2019-08-05,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2.27,2019-08-05,archive
LU0569974404,Renaissance Technologies LLC,Aperam S.A.,0.49,2019-08-05,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2.03,2019-08-05,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.07,2019-08-05,archive
NL0011279492,"WorldQuant, LLC",Flow Traders Ltd.,0.51,2019-08-05,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2.01,2019-08-02,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.3,2019-08-02,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,1.9,2019-08-02,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.5,2019-08-02,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.32,2019-08-02,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.92,2019-08-02,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.81,2019-08-02,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.68,2019-08-02,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.57,2019-08-02,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2.42,2019-08-02,archive
LU0569974404,Renaissance Technologies LLC,Aperam S.A.,0.5,2019-08-02,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.51,2019-08-02,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.94,2019-08-02,archive
NL0000888691,Susquehanna International Holdings LLC,AMG Critical Materials N.V.,0.85,2019-08-02,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,0.85,2019-08-02,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.21,2019-08-01,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,1.06,2019-08-01,archive
NL0000289213,"Bloom Tree Partners, LLC",Wereldhave N.V.,0.57,2019-08-01,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,1.59,2019-08-01,archive
NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",Fugro N.V.,0.76,2019-08-01,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.77,2019-08-01,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2.29,2019-08-01,archive
NL0000337319,Lancaster Investment Management LLP,Koninklijke BAM Groep N.V.,0.81,2019-08-01,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.07,2019-08-01,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2.6,2019-08-01,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.37,2019-08-01,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.72,2019-08-01,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.6,2019-08-01,archive
NL0000888691,"Public Equity Partners Management, L.P.",AMG Critical Materials N.V.,2.68,2019-08-01,archive
LU0569974404,Renaissance Technologies LLC,Aperam S.A.,0.49,2019-08-01,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.44,2019-08-01,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.89,2019-08-01,archive
NL0000888691,Susquehanna International Holdings LLC,AMG Critical Materials N.V.,0.97,2019-08-01,archive
NL0011821392,Tybourne Capital Management (HK) Limited,Signify N.V.,2.26,2019-08-01,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.79,2019-08-01,archive
NL0012866412,Citadel Europe LLP,BE Semiconductor Industries N.V.,0.53,2019-07-31,archive
NL0000352565,GSA Capital Partners LLP,Fugro N.V.,0.31,2019-07-31,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.25,2019-07-31,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.54,2019-07-31,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.78,2019-07-31,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.81,2019-07-31,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.52,2019-07-31,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.92,2019-07-31,archive
NL0000289213,"Woodson Capital Master Fund, LP",Wereldhave N.V.,2.05,2019-07-31,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.86,2019-07-30,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,1.2,2019-07-30,archive
NL0000337319,Dalton Strategic Partnership LLP,Koninklijke BAM Groep N.V.,0.61,2019-07-30,archive
NL0000352565,GSA Capital Partners LLP,Fugro N.V.,0.57,2019-07-30,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.87,2019-07-30,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.58,2019-07-30,archive
NL0011821392,Millennium International Management LP,Signify N.V.,0.81,2019-07-30,archive
FR0013326246,Numeric Investors LLC,Unibail-Rodamco-Westfield SE,0.49,2019-07-30,archive
LU0569974404,Renaissance Technologies LLC,Aperam S.A.,0.5,2019-07-30,archive
NL0009739416,Voleon Capital Management LP,PostNL N.V.,0.5,2019-07-30,archive
NL0000289213,"Woodson Capital Master Fund, LP",Wereldhave N.V.,1.94,2019-07-30,archive
NL0000288876,Clearance Capital Limited,Eurocommercial Properties N.V.,0.7,2019-07-29,archive
NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.92,2019-07-29,archive
NL0011821392,ENA Investment Capital LLP,Signify N.V.,0.72,2019-07-29,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.64,2019-07-29,archive
NL0000289213,"Lucerne Capital Management, L.P.",Wereldhave N.V.,0.53,2019-07-29,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.11,2019-07-29,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.44,2019-07-29,archive
NL0011821392,Marshall Wace LLP,Signify N.V.,0.93,2019-07-29,archive
NL0011821392,Millennium International Management LP,Signify N.V.,0.91,2019-07-29,archive
NL0011279492,"PDT Partners, LLC",Flow Traders Ltd.,0.49,2019-07-29,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2.0,2019-07-29,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,0.78,2019-07-29,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.48,2019-07-29,archive
NL0000289213,Adelphi Capital LLP,Wereldhave N.V.,1.63,2019-07-26,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,1.8,2019-07-26,archive
NL0000288876,Clearance Capital Limited,Eurocommercial Properties N.V.,0.62,2019-07-26,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.51,2019-07-26,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,3.96,2019-07-26,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.58,2019-07-26,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.6,2019-07-26,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.49,2019-07-26,archive
NL0011821392,Millennium International Management LP,Signify N.V.,1.0,2019-07-26,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,0.94,2019-07-26,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.64,2019-07-26,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,0.92,2019-07-26,archive
NL0012866412,BlackRock Investment Management (UK) Limited,BE Semiconductor Industries N.V.,0.0,2019-07-25,archive
NL0006237562,Bodenholm Capital AB,ARCADIS N.V.,0.81,2019-07-25,archive
NL0012866412,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,1.26,2019-07-25,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.02,2019-07-25,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.39,2019-07-25,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,4.01,2019-07-25,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.59,2019-07-25,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.64,2019-07-25,archive
NL0006237562,Polar Capital LLP,ARCADIS N.V.,0.32,2019-07-25,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.59,2019-07-25,archive
NL0010558797,"AQR Capital Management, LLC",OCI N.V.,1.2,2019-07-24,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.11,2019-07-24,archive
NL0000289213,Capital Fund Management S.A.,Wereldhave N.V.,0.5,2019-07-24,archive
BE0003818359,"D. E. Shaw & Co., L.P.",Galapagos NV,0.7,2019-07-24,archive
NL0000337319,Dalton Strategic Partnership LLP,Koninklijke BAM Groep N.V.,0.57,2019-07-24,archive
NL0012866412,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,1.18,2019-07-24,archive
NL0011821392,ENA Investment Capital LLP,Signify N.V.,1.0,2019-07-24,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.91,2019-07-24,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,4.12,2019-07-24,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.61,2019-07-24,archive
NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.81,2019-07-24,archive
NL0011279492,"PDT Partners, LLC",Flow Traders Ltd.,0.5,2019-07-24,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,0.77,2019-07-24,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,1.99,2019-07-24,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.85,2019-07-24,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,1.84,2019-07-23,archive
NL0000352565,B&G Master Fund Plc,Fugro N.V.,0.91,2019-07-23,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,1.17,2019-07-23,archive
NL0006237562,Bodenholm Capital AB,ARCADIS N.V.,0.53,2019-07-23,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.57,2019-07-23,archive
NL0000888691,Jupiter Investment Management Limited,AMG Critical Materials N.V.,2.38,2019-07-23,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.76,2019-07-23,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.47,2019-07-23,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.09,2019-07-23,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,4.2,2019-07-23,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,1.0,2019-07-23,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,0.7,2019-07-23,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.57,2019-07-23,archive
BE0003818359,"D. E. Shaw & Co., L.P.",Galapagos NV,0.6,2019-07-22,archive
NL0011794037,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.58,2019-07-22,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.59,2019-07-22,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.38,2019-07-22,archive
NL0009739416,"PDT Partners, LLC",PostNL N.V.,0.69,2019-07-22,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2.01,2019-07-22,archive
NL0000289213,"Woodson Capital Master Fund, LP",Wereldhave N.V.,1.83,2019-07-22,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.68,2019-07-22,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,1.04,2019-07-19,archive
NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",PostNL N.V.,1.11,2019-07-19,archive
NL0011821392,ENA Investment Capital LLP,Signify N.V.,1.21,2019-07-19,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.55,2019-07-19,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.89,2019-07-19,archive
BE0003818359,Marshall Wace LLP,Galapagos NV,0.56,2019-07-19,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,4.37,2019-07-19,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.6,2019-07-19,archive
NL0011821392,Millennium Capital Partners LLP,Signify N.V.,0.7,2019-07-19,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.5,2019-07-19,archive
NL0011821392,Millennium International Management LP,Signify N.V.,1.13,2019-07-19,archive
NL0009739416,"PDT Partners, LLC",PostNL N.V.,0.7,2019-07-19,archive
NL0009739416,Systematica Investments Limited,PostNL N.V.,0.48,2019-07-19,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,1.0,2019-07-19,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.63,2019-07-18,archive
NL0000337319,Lancaster Investment Management LLP,Koninklijke BAM Groep N.V.,0.75,2019-07-18,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.91,2019-07-18,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.59,2019-07-18,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,1.68,2019-07-18,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.62,2019-07-18,archive
NL0009269109,Voleon Capital Management LP,Koninklijke Heijmans N.V.,0.49,2019-07-18,archive
NL0000888691,"Arrowstreet Capital, Limited Partnership",AMG Critical Materials N.V.,0.94,2019-07-17,archive
NL0000352565,B&G Master Fund Plc,Fugro N.V.,0.8,2019-07-17,archive
NL0009739416,Canada Pension Plan Investment Board,PostNL N.V.,0.9,2019-07-17,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.59,2019-07-17,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.4,2019-07-17,archive
BE0003818359,Marshall Wace LLP,Galapagos NV,0.69,2019-07-17,archive
NL0011794037,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.66,2019-07-17,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.11,2019-07-17,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.78,2019-07-17,archive
NL0009739416,Systematica Investments Limited,PostNL N.V.,0.56,2019-07-17,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.75,2019-07-17,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,1.7,2019-07-16,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.68,2019-07-16,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.83,2019-07-16,archive
NL0011794037,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.59,2019-07-16,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,4.49,2019-07-16,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.6,2019-07-16,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.86,2019-07-16,archive
NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.79,2019-07-16,archive
NL0000352565,B&G Master Fund Plc,Fugro N.V.,0.73,2019-07-15,archive
NL0009739416,Canada Pension Plan Investment Board,PostNL N.V.,0.82,2019-07-15,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.6,2019-07-15,archive
NL0000337319,Lancaster Investment Management LLP,Koninklijke BAM Groep N.V.,0.91,2019-07-15,archive
BE0003818359,Marshall Wace LLP,Galapagos NV,0.71,2019-07-15,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,4.58,2019-07-15,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,0.99,2019-07-15,archive
NL0000888691,"WorldQuant, LLC",AMG Critical Materials N.V.,0.91,2019-07-15,archive
NL0000352565,B&G Master Fund Plc,Fugro N.V.,0.69,2019-07-12,archive
NL0011279492,Marshall Wace LLP,Flow Traders Ltd.,0.72,2019-07-12,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.07,2019-07-12,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,0.98,2019-07-12,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.87,2019-07-12,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.9,2019-07-12,archive
NL0012866412,BlackRock Investment Management (UK) Limited,BE Semiconductor Industries N.V.,0.84,2019-07-11,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,0.76,2019-07-11,archive
NL0000352565,HBK Investments LP,Fugro N.V.,1.52,2019-07-11,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,0.61,2019-07-11,archive
NL0012866412,Marshall Wace LLP,BE Semiconductor Industries N.V.,1.79,2019-07-11,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.38,2019-07-11,archive
