isin,position_holder,issuer_name,position_date,net_short_position,source
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2018-08-03,2.49,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2018-08-03,0.46,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2018-08-03,0.81,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2018-08-03,1.09,archive
NL0000334118,Renaissance Technologies LLC,ASM International N.V.,2018-08-03,0.49,archive
NL0000888691,TT International,AMG Critical Materials N.V.,2018-08-03,0.5,archive
NL0000303709,Viking Global Investors LP,AEGON Ltd.,2018-08-03,0.51,archive
NL0000334118,"WorldQuant, LLC",ASM International N.V.,2018-08-03,0.49,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-08-03,0.89,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2018-08-02,1.26,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2018-08-02,2.42,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2018-08-02,0.8,archive
NL0000303709,B&G Master Fund Plc,AEGON Ltd.,2018-08-02,0.6,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2018-08-02,0.7,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-08-02,1.39,archive
NL0010391025,Marshall Wace LLP,Pharming Group N.V.,2018-08-02,0.8,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2018-08-02,0.55,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2018-08-02,0.91,archive
NL0000334118,Renaissance Technologies LLC,ASM International N.V.,2018-08-02,0.54,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-08-02,1.26,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2018-08-02,0.78,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2018-08-01,0.8,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2018-08-01,1.18,archive
NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,2018-08-01,1.38,archive
NL0006237562,GSA Capital Partners LLP,ARCADIS N.V.,2018-08-01,0.81,archive
NL0006237562,Marshall Wace Asia Limited,ARCADIS N.V.,2018-08-01,0.9,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-08-01,1.31,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2018-08-01,1.34,archive
NL0006237562,Sculptor Capital Management Europe Limited,ARCADIS N.V.,2018-08-01,1.42,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2018-08-01,1.3,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-08-01,1.3,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-08-01,1.85,archive
NL0000289213,"Clinton Group, Inc",Wereldhave N.V.,2018-07-31,0.49,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-31,1.47,archive
NL0010391025,Marshall Wace LLP,Pharming Group N.V.,2018-07-31,0.73,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-07-31,0.92,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-07-31,1.27,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-31,1.78,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2018-07-30,0.72,archive
NL0000009082,"AQR Capital Management, LLC",Koninklijke KPN N.V.,2018-07-30,1.3,archive
NL0011279492,Capital Fund Management S.A.,Flow Traders Ltd.,2018-07-30,0.82,archive
NL0000289213,Citadel Advisors II LLC,Wereldhave N.V.,2018-07-30,0.78,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,2018-07-30,0.6,archive
NL0010391025,Marshall Wace LLP,Pharming Group N.V.,2018-07-30,0.52,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,2018-07-30,0.99,archive
NL0000352565,RAM Active Investments SA,Fugro N.V.,2018-07-30,0.5,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2018-07-30,0.56,archive
BE0003818359,"WorldQuant, LLC",Galapagos NV,2018-07-30,0.47,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-30,1.59,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-07-30,0.98,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2018-07-27,1.03,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,2018-07-27,0.86,archive
NL0000352565,Capital Fund Management S.A.,Fugro N.V.,2018-07-27,1.97,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2018-07-27,1.09,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2018-07-27,0.89,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-07-27,0.51,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-07-27,1.28,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2018-07-27,0.55,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-27,1.56,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2018-07-27,1.02,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2018-07-27,0.72,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2018-07-27,4.18,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-07-27,1.38,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2018-07-26,0.71,archive
NL0000289213,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,2018-07-26,0.62,archive
NL0000352565,Capital Fund Management S.A.,Fugro N.V.,2018-07-26,2.0,archive
NL0000289213,"Clinton Group, Inc",Wereldhave N.V.,2018-07-26,0.5,archive
NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,2018-07-26,0.82,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2018-07-26,1.6,archive
NL0006237562,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2018-07-26,2.52,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-26,1.62,archive
BE0003818359,Marshall Wace LLP,Galapagos NV,2018-07-26,0.52,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2018-07-26,2.58,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2018-07-26,4.02,archive
NL0006237562,Sculptor Capital Management Europe Limited,ARCADIS N.V.,2018-07-26,1.3,archive
NL0006237562,TT International,ARCADIS N.V.,2018-07-26,0.51,archive
NL0011821392,Tybourne Capital Management (HK) Limited,Signify N.V.,2018-07-26,2.01,archive
NL0000334118,"WorldQuant, LLC",ASM International N.V.,2018-07-26,0.54,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-26,1.36,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2018-07-26,0.88,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2018-07-25,2.3,archive
NL0000289213,"Clinton Group, Inc",Wereldhave N.V.,2018-07-25,0.49,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-07-25,0.41,archive
NL0006237562,GSA Capital Partners LLP,ARCADIS N.V.,2018-07-25,0.72,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2018-07-25,0.67,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2018-07-25,0.97,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2018-07-25,3.68,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2018-07-25,1.01,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-25,1.53,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-07-25,1.01,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,2018-07-24,0.79,archive
NL0000352565,BlueCrest Capital Management Limited,Fugro N.V.,2018-07-24,0.69,archive
NL0010558797,Capital Fund Management S.A.,OCI N.V.,2018-07-24,0.79,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-07-24,0.5,archive
NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,2018-07-24,0.62,archive
NL0006237562,GSA Capital Partners LLP,ARCADIS N.V.,2018-07-24,0.68,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2018-07-24,0.73,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2018-07-24,2.8,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-24,1.51,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-07-24,0.8,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2018-07-24,2.6,archive
NL0011821392,Tybourne Capital Management (HK) Limited,Signify N.V.,2018-07-24,1.91,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2018-07-23,0.62,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2018-07-23,0.7,archive
NL0000303709,B&G Master Fund Plc,AEGON Ltd.,2018-07-23,0.58,archive
NL0010391025,"Great Point Partners, LLC",Pharming Group N.V.,2018-07-23,0.54,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2018-07-23,0.82,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2018-07-23,1.41,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-07-23,0.73,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-23,1.41,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2018-07-20,0.61,archive
BE0003818359,"AQR Capital Management, LLC",Galapagos NV,2018-07-20,2.39,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2018-07-20,0.95,archive
NL0000337319,JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,2018-07-20,0.66,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2018-07-20,2.71,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-20,1.4,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-07-20,0.64,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2018-07-20,2.59,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2018-07-19,0.98,archive
NL0011279492,Capital Fund Management S.A.,Flow Traders Ltd.,2018-07-19,0.71,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2018-07-19,0.49,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2018-07-19,2.62,archive
BE0003818359,Marshall Wace LLP,Galapagos NV,2018-07-19,0.37,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-07-19,0.56,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2018-07-19,3.32,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-19,1.33,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-07-19,0.9,archive
NL0000888691,AHL Partners LLP,AMG Critical Materials N.V.,2018-07-18,0.51,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2018-07-18,1.0,archive
NL0000337319,AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-07-18,0.59,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2018-07-18,2.21,archive
NL0000303709,B&G Master Fund Plc,AEGON Ltd.,2018-07-18,0.68,archive
NL0012650360,"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,2018-07-18,0.93,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-18,1.3,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2018-07-18,1.34,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-07-18,0.67,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2018-07-18,2.68,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,2018-07-18,1.09,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2018-07-18,3.21,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-07-18,1.41,archive
BE0003818359,AHL Partners LLP,Galapagos NV,2018-07-17,0.49,archive
NL0006237562,AKO Capital LLP,ARCADIS N.V.,2018-07-17,1.22,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2018-07-17,0.7,archive
NL0006237562,Marshall Wace Asia Limited,ARCADIS N.V.,2018-07-17,0.8,archive
BE0003818359,Marshall Wace LLP,Galapagos NV,2018-07-17,0.5,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2018-07-17,2.7,archive
NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,2018-07-17,0.49,archive
NL0009739416,Systematica Investments Limited,PostNL N.V.,2018-07-17,0.7,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-07-17,0.49,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-17,1.24,archive
NL0009739416,AHL Partners LLP,PostNL N.V.,2018-07-16,0.53,archive
NL0000289213,Capital Fund Management S.A.,Wereldhave N.V.,2018-07-16,0.89,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2018-07-16,0.89,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-07-16,1.31,archive
NL0000352565,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2018-07-16,1.41,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2018-07-16,0.56,archive
NL0011794037,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,2018-07-16,0.9,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2018-07-16,1.26,archive
NL0000303709,Viking Global Investors LP,AEGON Ltd.,2018-07-16,0.49,archive
BE0003818359,"WorldQuant, LLC",Galapagos NV,2018-07-16,0.59,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-16,1.15,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2018-07-13,0.99,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-07-13,1.27,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-13,1.29,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2018-07-13,0.85,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-07-13,0.59,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-13,1.04,archive
NL0009432491,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2018-07-12,2.09,archive
NL0012866412,CQS (UK) LLP,BE Semiconductor Industries N.V.,2018-07-12,0.67,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-07-12,1.3,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2018-07-12,1.51,archive
NL0006237562,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2018-07-12,2.43,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2018-07-12,2.52,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-12,0.94,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-07-12,0.81,archive
NL0000337319,AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-07-11,0.6,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2018-07-11,2.18,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2018-07-11,0.6,archive
NL0011279492,Capital Fund Management S.A.,Flow Traders Ltd.,2018-07-11,0.61,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2018-07-11,1.1,archive
NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,2018-07-11,1.2,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2018-07-11,1.13,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2018-07-11,1.11,archive
NL0012866412,"PDT Partners, LLC",BE Semiconductor Industries N.V.,2018-07-11,0.46,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-11,0.88,archive
NL0006237562,AKO Capital LLP,ARCADIS N.V.,2018-07-10,1.19,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2018-07-10,2.22,archive
NL0006237562,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,2018-07-10,1.41,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-07-10,1.29,archive
NL0006237562,Marshall Wace Asia Limited,ARCADIS N.V.,2018-07-10,0.75,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2018-07-10,2.41,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-07-10,0.76,archive
NL0000289213,Millennium International Management LP,Wereldhave N.V.,2018-07-10,1.09,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,2018-07-10,1.18,archive
BE0003818359,Oxford Asset Management,Galapagos NV,2018-07-10,0.49,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-07-10,1.35,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-07-10,0.68,archive
NL0010391025,"WorldQuant, LLC",Pharming Group N.V.,2018-07-10,0.76,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2018-07-10,0.99,archive
NL0012866412,CQS (UK) LLP,BE Semiconductor Industries N.V.,2018-07-09,0.7,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2018-07-09,0.69,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2018-07-09,2.1,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2018-07-09,1.04,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2018-07-09,0.99,archive
NL0000303709,Viking Global Investors LP,AEGON Ltd.,2018-07-09,0.52,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-07-09,1.27,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2018-07-09,1.01,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2018-07-06,2.19,archive
NL0000352565,BlueCrest Capital Management Limited,Fugro N.V.,2018-07-06,0.73,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-07-06,0.45,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2018-07-06,0.7,archive
NL0000288876,Marshall Wace LLP,Eurocommercial Properties N.V.,2018-07-06,0.49,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-06,1.36,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,2018-07-06,1.24,archive
NL0000352565,Sculptor Capital Management Europe Limited,Fugro N.V.,2018-07-06,1.26,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2018-07-06,1.0,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-07-06,0.78,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2018-07-06,0.99,archive
NL0011821392,"WorldQuant, LLC",Signify N.V.,2018-07-06,0.47,archive
NL0000337319,AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-07-05,0.52,archive
NL0006237562,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2018-07-05,2.33,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2018-07-05,0.62,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-07-05,0.87,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2018-07-05,1.01,archive
NL0010391025,Oxford Asset Management,Pharming Group N.V.,2018-07-05,0.44,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2018-07-05,1.01,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-07-05,0.78,archive
NL0000337319,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2018-07-04,0.97,archive
NL0006237562,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2018-07-04,2.29,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-07-04,1.01,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-07-04,1.42,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2018-07-04,0.92,archive
BE0003818359,Oxford Asset Management,Galapagos NV,2018-07-04,0.5,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-07-04,0.88,archive
NL0011821392,"WorldQuant, LLC",Signify N.V.,2018-07-04,0.5,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-07-04,0.8,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2018-07-03,1.07,archive
NL0000387058,"Arrowstreet Capital, Limited Partnership",TomTom N.V.,2018-07-03,0.48,archive
NL0010773842,B&G Master Fund Plc,NN Group N.V.,2018-07-03,0.6,archive
NL0000289213,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,2018-07-03,0.52,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,2018-07-03,0.8,archive
NL0011279492,Capital Fund Management S.A.,Flow Traders Ltd.,2018-07-03,0.59,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,2018-07-03,0.5,archive
NL0012866412,CQS (UK) LLP,BE Semiconductor Industries N.V.,2018-07-03,0.65,archive
NL0012866412,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,2018-07-03,0.74,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2018-07-03,2.01,archive
NL0012866412,"PDT Partners, LLC",BE Semiconductor Industries N.V.,2018-07-03,0.52,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-07-03,0.78,archive
NL0011821392,Aravt Global,Signify N.V.,2018-07-02,0.27,archive
NL0000352565,Capital Fund Management S.A.,Fugro N.V.,2018-07-02,1.92,archive
NL0010558797,Capital Fund Management S.A.,OCI N.V.,2018-07-02,0.8,archive
NL0000289213,Capital Fund Management S.A.,Wereldhave N.V.,2018-07-02,0.96,archive
NL0000289213,Citadel Advisors II LLC,Wereldhave N.V.,2018-07-02,0.82,archive
NL0000289213,"Clinton Group, Inc",Wereldhave N.V.,2018-07-02,0.6,archive
NL0000289213,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-07-02,0.54,archive
NL0000337319,"Davidson Kempner European Partners, LLP",Koninklijke BAM Groep N.V.,2018-07-02,0.46,archive
NL0000289213,GSA Capital Partners LLP,Wereldhave N.V.,2018-07-02,0.61,archive
NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,2018-07-02,1.1,archive
NL0011821392,Lansdowne Partners (UK) LLP,Signify N.V.,2018-07-02,0.5,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2018-07-02,0.84,archive
NL0000289213,Marshall Wace LLP,Wereldhave N.V.,2018-07-02,2.66,archive
NL0000888691,Millennium Capital Partners LLP,AMG Critical Materials N.V.,2018-07-02,0.6,archive
BE0003818359,"WorldQuant, LLC",Galapagos NV,2018-07-02,0.61,archive
NL0009739416,"WorldQuant, LLC",PostNL N.V.,2018-07-02,0.9,archive
NL0011821392,"WorldQuant, LLC",Signify N.V.,2018-07-02,0.47,archive
NL0011821392,Aravt Global,Signify N.V.,2018-06-29,0.52,archive
NL0009739416,Capital Fund Management S.A.,PostNL N.V.,2018-06-29,1.0,archive
NL0000289213,"Clinton Group, Inc",Wereldhave N.V.,2018-06-29,0.59,archive
NL0006237562,Marshall Wace Asia Limited,ARCADIS N.V.,2018-06-29,0.5,archive
NL0000888691,Millennium International Management LP,AMG Critical Materials N.V.,2018-06-29,0.9,archive
NL0011821392,Scopia Capital Management LP,Signify N.V.,2018-06-29,2.08,archive
NL0009739416,Systematica Investments Limited,PostNL N.V.,2018-06-29,0.61,archive
NL0000303709,Viking Global Investors LP,AEGON Ltd.,2018-06-29,0.66,archive
NL0011821392,"WorldQuant, LLC",Signify N.V.,2018-06-29,0.51,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,2018-06-28,0.5,archive
NL0010773842,B&G Master Fund Plc,NN Group N.V.,2018-06-28,0.59,archive
NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,2018-06-28,0.48,archive
NL0000289213,"Clinton Group, Inc",Wereldhave N.V.,2018-06-28,0.6,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-06-28,1.31,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2018-06-28,1.4,archive
NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,2018-06-28,1.01,archive
NL0012866412,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2018-06-28,3.09,archive
NL0000303709,Viking Global Investors LP,AEGON Ltd.,2018-06-28,0.7,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-06-28,1.19,archive
NL0000289213,"Clinton Group, Inc",Wereldhave N.V.,2018-06-27,0.59,archive
LU0569974404,CQS (UK) LLP,Aperam S.A.,2018-06-27,0.44,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-06-27,1.29,archive
NL0006237562,Marshall Wace LLP,ARCADIS N.V.,2018-06-27,1.91,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-06-27,0.9,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-06-27,1.2,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-06-27,0.93,archive
NL0000289213,"WorldQuant, LLC",Wereldhave N.V.,2018-06-27,0.69,archive
NL0000352565,AHL Partners LLP,Fugro N.V.,2018-06-26,1.18,archive
NL0010558797,Capital Fund Management S.A.,OCI N.V.,2018-06-26,0.7,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-06-26,1.31,archive
NL0000352565,Jupiter Investment Management Limited,Fugro N.V.,2018-06-26,1.32,archive
NL0000288876,Marshall Wace LLP,Eurocommercial Properties N.V.,2018-06-26,0.5,archive
NL0010558797,Marshall Wace LLP,OCI N.V.,2018-06-26,0.59,archive
NL0011821392,Tybourne Capital Management (HK) Limited,Signify N.V.,2018-06-26,1.84,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-06-26,0.89,archive
NL0006237562,AKO Capital LLP,ARCADIS N.V.,2018-06-25,1.21,archive
NL0000289213,Capital Fund Management S.A.,Wereldhave N.V.,2018-06-25,1.08,archive
NL0012866412,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,2018-06-25,0.89,archive
NL0009739416,Jupiter Investment Management Limited,PostNL N.V.,2018-06-25,0.91,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2018-06-25,0.93,archive
NL0012866412,Pictet Asset Management S.A.,BE Semiconductor Industries N.V.,2018-06-25,0.49,archive
NL0000352565,Systematica Investments Limited,Fugro N.V.,2018-06-25,0.9,archive
NL0011821392,Tybourne Capital Management (HK) Limited,Signify N.V.,2018-06-25,1.77,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,2018-06-25,1.19,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-06-25,0.92,archive
NL0000352565,Capital Fund Management S.A.,Fugro N.V.,2018-06-22,1.8,archive
NL0000352565,HBK Investments LP,Fugro N.V.,2018-06-22,1.26,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-06-22,1.39,archive
NL0000387058,Marshall Wace LLP,TomTom N.V.,2018-06-22,0.8,archive
