position_holder,isin,issuer_name,position_date,net_short_position,source
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-04-06,0.86,archive
Canada Pension Plan Investment Board,NL0000352565,Fugro N.V.,2018-04-06,0.73,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-04-06,1.65,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-04-06,2.11,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,2018-04-06,0.72,archive
RAM Active Investments SA,NL0000352565,Fugro N.V.,2018-04-06,0.53,archive
Viking Global Investors LP,NL0000303709,AEGON Ltd.,2018-04-06,0.76,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-04-06,0.66,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-04-06,1.02,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-04-06,0.58,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-04-05,1.63,archive
Arrowgrass Capital Partners LLP,NL0000352565,Fugro N.V.,2018-04-05,0.59,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2018-04-05,0.65,archive
Capital Fund Management S.A.,NL0000289213,Wereldhave N.V.,2018-04-05,1.1,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,2018-04-05,0.69,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-04-05,1.23,archive
JPMorgan Asset Management (UK) Ltd.,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-05,1.04,archive
Marshall Wace LLP,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-04-05,0.69,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-04-05,1.74,archive
"PDT Partners, LLC",NL0010391025,Pharming Group N.V.,2018-04-05,0.83,archive
Renaissance Technologies LLC,NL0011660485,Sif Holding N.V.,2018-04-05,0.59,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-04-04,1.71,archive
Citadel Advisors II LLC,NL0000289213,Wereldhave N.V.,2018-04-04,0.48,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2018-04-04,0.47,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-04-04,1.32,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-04-04,1.51,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-04-04,1.87,archive
Millennium Capital Partners LLP,NL0000888691,AMG Critical Materials N.V.,2018-04-04,0.5,archive
Scopia Capital Management LP,NL0011821392,Signify N.V.,2018-04-04,1.89,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-04-04,1.79,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-04-03,1.5,archive
AHL Partners LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-03,0.49,archive
B&G Master Fund Plc,NL0000303709,AEGON Ltd.,2018-04-03,0.62,archive
"BlueMountain Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-04-03,0.49,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-04-03,1.65,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0011279492,Flow Traders Ltd.,2018-04-03,0.49,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2018-04-03,0.52,archive
Highbridge Capital Management LLC,NL0000339760,BE Semiconductor Industries N.V.,2018-04-03,0.45,archive
Lansdowne Partners (UK) LLP,NL0006237562,ARCADIS N.V.,2018-04-03,1.5,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-03,2.05,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-04-03,2.01,archive
Oxford Asset Management,BE0003818359,Galapagos NV,2018-04-03,0.5,archive
RAM Active Investments SA,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-03,0.45,archive
Scopia Capital Management LP,NL0000339760,BE Semiconductor Industries N.V.,2018-04-03,1.87,archive
Scopia Capital Management LP,NL0011821392,Signify N.V.,2018-04-03,1.98,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-04-03,0.91,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-03-29,1.42,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-03-29,2.51,archive
"Arrowstreet Capital, Limited Partnership",LU0569974404,Aperam S.A.,2018-03-29,0.5,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2018-03-29,0.87,archive
"Clinton Group, Inc",NL0000289213,Wereldhave N.V.,2018-03-29,0.69,archive
"Goldman Sachs Group Inc., The",NL0012650360,RHI Magnesita N.V.,2018-03-29,0.47,archive
Jupiter Investment Management Limited,NL0000352565,Fugro N.V.,2018-03-29,0.7,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-29,1.46,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2018-03-29,0.61,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-03-29,1.29,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-03-28,1.35,archive
AXA Investment Managers Chorus Limited,NL0000352565,Fugro N.V.,2018-03-28,0.6,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2018-03-28,0.9,archive
BNP Paribas S.A.,NL0000352565,Fugro N.V.,2018-03-28,0.48,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-03-28,0.99,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-28,0.99,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-03-28,0.99,archive
"Clinton Group, Inc",NL0000289213,Wereldhave N.V.,2018-03-28,0.7,archive
CQS (UK) LLP,NL0000339760,BE Semiconductor Industries N.V.,2018-03-28,1.08,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2018-03-28,0.49,archive
"Davidson Kempner European Partners, LLP",NL0000339760,BE Semiconductor Industries N.V.,2018-03-28,0.69,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-03-28,1.2,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-28,2.17,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-28,1.93,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,2018-03-28,0.6,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-03-28,1.4,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-03-27,1.5,archive
Capital Fund Management S.A.,NL0010558797,OCI N.V.,2018-03-27,0.7,archive
JPMorgan Asset Management (UK) Ltd.,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-27,0.71,archive
Marshall Wace LLP,NL0011540547,ABN AMRO Bank NV,2018-03-27,0.59,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-27,1.53,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,2018-03-27,0.6,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-03-26,2.01,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-03-26,1.0,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-26,1.0,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-03-26,1.0,archive
Citadel Advisors II LLC,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-26,0.81,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-26,1.47,archive
Marshall Wace LLP,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-03-26,0.7,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-26,2.29,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-26,1.83,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-03-26,0.49,archive
RAM Active Investments SA,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-26,0.52,archive
Sculptor Capital Management Europe Limited,NL0006237562,ARCADIS N.V.,2018-03-26,0.95,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-26,0.8,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-03-23,1.22,archive
AXA Investment Managers Chorus Limited,NL0000352565,Fugro N.V.,2018-03-23,0.51,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,Wereldhave N.V.,2018-03-23,0.56,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-03-23,0.97,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-23,0.98,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-03-23,0.78,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-03-23,0.98,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-03-23,1.41,archive
Citadel Advisors II LLC,NL0000289213,Wereldhave N.V.,2018-03-23,0.59,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-23,1.32,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-23,2.32,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-23,1.76,archive
Systematica Investments Limited,NL0010558797,OCI N.V.,2018-03-23,0.51,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-03-23,0.8,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-23,0.77,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-03-23,0.62,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-23,1.81,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2018-03-22,0.5,archive
"Goldman Sachs Group Inc., The",NL0012650360,RHI Magnesita N.V.,2018-03-22,0.54,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-22,2.27,archive
Systematica Investments Limited,NL0010558797,OCI N.V.,2018-03-22,0.49,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-22,1.79,archive
"AQR Capital Management, LLC",NL0009432491,Koninklijke Vopak N.V.,2018-03-21,2.49,archive
BNP Paribas S.A.,NL0000339760,BE Semiconductor Industries N.V.,2018-03-21,0.51,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-03-21,0.83,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-21,0.84,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-03-21,0.83,archive
"Clinton Group, Inc",NL0000289213,Wereldhave N.V.,2018-03-21,0.61,archive
CQS (UK) LLP,NL0000339760,BE Semiconductor Industries N.V.,2018-03-21,1.1,archive
"Davidson Kempner European Partners, LLP",NL0000339760,BE Semiconductor Industries N.V.,2018-03-21,0.71,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-03-21,1.13,archive
Highbridge Capital Management LLC,NL0000339760,BE Semiconductor Industries N.V.,2018-03-21,0.5,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-21,1.6,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2018-03-21,0.78,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-03-21,0.59,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-03-21,0.88,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-03-21,0.59,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-03-20,1.1,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-03-20,2.42,archive
BlackRock Investment Management (UK) Limited,NL0011872650,Basic-Fit N.V.,2018-03-20,0.35,archive
"BlueMountain Capital Management, LLC",NL0009739416,PostNL N.V.,2018-03-20,0.71,archive
BNP Paribas S.A.,NL0000339760,BE Semiconductor Industries N.V.,2018-03-20,0.49,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-03-20,1.34,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-03-20,1.99,archive
Systematica Investments Limited,NL0010558797,OCI N.V.,2018-03-20,0.5,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-03-20,0.91,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-03-20,0.6,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-03-19,0.71,archive
Capital Fund Management S.A.,NL0000289213,Wereldhave N.V.,2018-03-19,1.01,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-19,1.2,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-03-19,2.04,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-19,1.55,archive
Millennium International Management LP,BE0003818359,Galapagos NV,2018-03-19,0.69,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,2018-03-19,0.5,archive
Viking Global Investors LP,NL0000303709,AEGON Ltd.,2018-03-19,0.62,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-03-19,0.89,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-19,0.87,archive
BNP Paribas S.A.,NL0000009082,Koninklijke KPN N.V.,2018-03-16,0.48,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-16,2.18,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2018-03-16,0.58,archive
Millennium International Management LP,LU0569974404,Aperam S.A.,2018-03-16,0.45,archive
Millennium International Management LP,BE0003818359,Galapagos NV,2018-03-16,0.7,archive
Renaissance Technologies LLC,NL0011660485,Sif Holding N.V.,2018-03-16,0.68,archive
Sculptor Capital Management Europe Limited,NL0006237562,ARCADIS N.V.,2018-03-16,1.08,archive
Arrowgrass Capital Partners LLP,NL0000352565,Fugro N.V.,2018-03-15,0.6,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,Wereldhave N.V.,2018-03-15,0.6,archive
BlackRock Investment Management (UK) Limited,NL0011872650,Basic-Fit N.V.,2018-03-15,0.54,archive
"BlueMountain Capital Management, LLC",NL0009739416,PostNL N.V.,2018-03-15,0.64,archive
"Clinton Group, Inc",NL0000289213,Wereldhave N.V.,2018-03-15,0.5,archive
CQS (UK) LLP,NL0000339760,BE Semiconductor Industries N.V.,2018-03-15,1.21,archive
Lazard Asset Management LLC,NL0000352565,Fugro N.V.,2018-03-15,0.51,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-15,1.13,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-03-15,2.17,archive
RAM Active Investments SA,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-15,0.65,archive
Sculptor Capital Management Europe Limited,NL0006237562,ARCADIS N.V.,2018-03-15,0.98,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-03-15,0.9,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-15,1.84,archive
BlackRock Investment Management (UK) Limited,NL0011872650,Basic-Fit N.V.,2018-03-14,0.68,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-03-14,1.2,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-14,1.4,archive
Millennium International Management LP,BE0003818359,Galapagos NV,2018-03-14,0.69,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,2018-03-14,1.3,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-03-14,0.71,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-14,0.99,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-03-13,1.01,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-03-13,2.3,archive
"AQR Capital Management, LLC",NL0000009082,Koninklijke KPN N.V.,2018-03-13,0.91,archive
"AQR Capital Management, LLC",NL0010558797,OCI N.V.,2018-03-13,1.2,archive
"BlueMountain Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-03-13,0.59,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-03-13,1.01,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,2018-03-13,0.5,archive
Systematica Investments Limited,NL0010558797,OCI N.V.,2018-03-13,0.49,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-13,1.0,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-13,1.71,archive
"BlueMountain Capital Management, LLC",NL0009739416,PostNL N.V.,2018-03-12,0.5,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-03-12,0.6,archive
Canada Pension Plan Investment Board,NL0000352565,Fugro N.V.,2018-03-12,0.62,archive
Canada Pension Plan Investment Board,NL0009739416,PostNL N.V.,2018-03-12,0.8,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0011279492,Flow Traders Ltd.,2018-03-12,0.59,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,2018-03-12,0.72,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-12,1.02,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-12,1.31,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-03-12,0.69,archive
Sculptor Capital Management Europe Limited,NL0006237562,ARCADIS N.V.,2018-03-12,0.62,archive
"WorldQuant, LLC",NL0010558797,OCI N.V.,2018-03-12,0.59,archive
"AQR Capital Management, LLC",NL0000009082,Koninklijke KPN N.V.,2018-03-09,0.89,archive
BNP Paribas S.A.,NL0000009082,Koninklijke KPN N.V.,2018-03-09,0.5,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-09,0.71,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,2018-03-09,0.71,archive
Canada Pension Plan Investment Board,NL0009739416,PostNL N.V.,2018-03-09,0.71,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2018-03-09,1.16,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,2018-03-09,0.69,archive
GSA Capital Partners LLP,NL0000289213,Wereldhave N.V.,2018-03-09,0.5,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2018-03-09,0.99,archive
"PDT Partners, LLC",NL0010391025,Pharming Group N.V.,2018-03-09,0.75,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-03-09,0.7,archive
Scopia Capital Management LP,NL0000339760,BE Semiconductor Industries N.V.,2018-03-09,1.95,archive
Sculptor Capital Management Europe Limited,NL0006237562,ARCADIS N.V.,2018-03-09,0.54,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-09,1.61,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-03-08,2.29,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-03-08,1.99,archive
Balyasny Asset Management (UK) LLP,NL0009432491,Koninklijke Vopak N.V.,2018-03-08,0.6,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2018-03-08,0.82,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,Wereldhave N.V.,2018-03-08,0.59,archive
BlueCrest Capital Management Limited,NL0000352565,Fugro N.V.,2018-03-08,0.53,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-08,0.69,archive
Canada Pension Plan Investment Board,NL0009739416,PostNL N.V.,2018-03-08,0.63,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,2018-03-08,0.59,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2018-03-08,0.44,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-08,1.21,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-03-08,0.69,archive
Scopia Capital Management LP,NL0000339760,BE Semiconductor Industries N.V.,2018-03-08,1.84,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-03-08,0.8,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-08,1.56,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2018-03-07,2.19,archive
Arrowgrass Capital Partners LLP,NL0000352565,Fugro N.V.,2018-03-07,0.59,archive
"BlueMountain Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-03-07,0.6,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-07,0.7,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,2018-03-07,0.61,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-07,0.91,archive
"PDT Partners, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-07,0.48,archive
Scopia Capital Management LP,NL0000339760,BE Semiconductor Industries N.V.,2018-03-07,1.28,archive
"WorldQuant, LLC",BE0003818359,Galapagos NV,2018-03-07,0.62,archive
GSA Capital Partners LLP,NL0011279492,Flow Traders Ltd.,2018-03-06,0.47,archive
Highbridge Capital Management LLC,NL0000339760,BE Semiconductor Industries N.V.,2018-03-06,0.49,archive
Marshall Wace LLP,NL0011540547,ABN AMRO Bank NV,2018-03-06,0.67,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-06,2.28,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-03-06,1.13,archive
Scopia Capital Management LP,NL0000339760,BE Semiconductor Industries N.V.,2018-03-06,0.59,archive
Viking Global Investors LP,NL0000303709,AEGON Ltd.,2018-03-06,0.52,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-06,0.95,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-06,1.44,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-03-05,0.99,archive
AHL Partners LLP,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-05,0.59,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-03-05,2.01,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-05,0.68,archive
Citadel Advisors II LLC,NL0000337319,Koninklijke BAM Groep N.V.,2018-03-05,0.71,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0000360618,SBM Offshore N.V.,2018-03-05,0.5,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-03-05,2.25,archive
"PDT Partners, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-05,0.5,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-03-05,0.78,archive
"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,Flow Traders Ltd.,2018-03-05,0.45,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-03-05,0.72,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-05,1.07,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-05,1.35,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-03-02,1.02,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,2018-03-02,0.63,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,2018-03-02,0.7,archive
Marshall Wace LLP,NL0006237562,ARCADIS N.V.,2018-03-02,0.84,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2018-03-02,0.47,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2018-03-02,0.81,archive
"PDT Partners, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-02,0.49,archive
"PDT Partners, LLC",NL0000289213,Wereldhave N.V.,2018-03-02,0.8,archive
Tower House Partners LLP,NL0011821392,Signify N.V.,2018-03-02,0.49,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-02,1.16,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-02,1.23,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-03-02,2.02,archive
"AQR Capital Management, LLC",NL0000009082,Koninklijke KPN N.V.,2018-03-01,0.9,archive
"AQR Capital Management, LLC",NL0009432491,Koninklijke Vopak N.V.,2018-03-01,2.58,archive
Balyasny Asset Management (UK) LLP,NL0009432491,Koninklijke Vopak N.V.,2018-03-01,0.59,archive
BlackRock Investment Management (UK) Limited,NL0009432491,Koninklijke Vopak N.V.,2018-03-01,0.49,archive
BlueCrest Capital Management Limited,NL0000352565,Fugro N.V.,2018-03-01,0.47,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0011279492,Flow Traders Ltd.,2018-03-01,0.68,archive
Highbridge Capital Management LLC,NL0000339760,BE Semiconductor Industries N.V.,2018-03-01,0.5,archive
Jupiter Investment Management Limited,NL0000352565,Fugro N.V.,2018-03-01,0.64,archive
Lansdowne Partners (UK) LLP,NL0006237562,ARCADIS N.V.,2018-03-01,1.45,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-03-01,2.15,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2018-03-01,0.5,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-03-01,0.61,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-03-01,1.28,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-03-01,1.08,archive
"BlueMountain Capital Management, LLC",NL0010558797,OCI N.V.,2018-02-28,0.49,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-02-28,0.51,archive
Capital Fund Management S.A.,NL0011279492,Flow Traders Ltd.,2018-02-28,0.49,archive
Capital Fund Management S.A.,NL0010558797,OCI N.V.,2018-02-28,0.6,archive
Citadel Advisors II LLC,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-28,0.69,archive
Citadel Advisors II LLC,NL0000289213,Wereldhave N.V.,2018-02-28,0.62,archive
Millennium International Management LP,BE0003818359,Galapagos NV,2018-02-28,0.7,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-28,1.42,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-02-28,0.9,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-28,1.98,archive
AHL Partners LLP,NL0000352565,Fugro N.V.,2018-02-27,0.92,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2018-02-27,1.94,archive
BNP Paribas S.A.,NL0000009082,Koninklijke KPN N.V.,2018-02-27,0.34,archive
Capital Fund Management S.A.,NL0000289213,Wereldhave N.V.,2018-02-27,0.91,archive
GLG Partners LP,NL0011821392,Signify N.V.,2018-02-27,0.06,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2018-02-27,2.03,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2018-02-27,1.03,archive
Millennium International Management LP,LU0569974404,Aperam S.A.,2018-02-27,0.59,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2018-02-27,0.77,archive
"PDT Partners, LLC",NL0009739416,PostNL N.V.,2018-02-27,0.45,archive
TT International,NL0000337319,Koninklijke BAM Groep N.V.,2018-02-27,0.51,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2018-02-27,0.52,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2018-02-27,1.56,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2018-02-27,0.72,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,2018-02-27,1.88,archive
