position_date,isin,position_holder,issuer_name,net_short_position,source
2026-05-04,NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.81,current
2026-05-04,NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.61,current
2026-04-30,NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.57,current
2026-04-30,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.89,current
2026-04-30,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.86,current
2026-04-30,NL0011821392,"PDT Partners, LLC",Signify N.V.,0.89,current
2026-04-30,NL0015002MS2,Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.6,current
2026-04-30,NL0011872650,Sculptor Capital Management Europe Limited,Basic-Fit N.V.,0.59,current
2026-04-30,NL0006237562,White Creek Capital LLP,ARCADIS N.V.,0.56,current
2026-04-29,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.29,current
2026-04-29,NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.9,current
2026-04-29,JE00BRX98089,Marshall Wace LLP,CVC Capital Partners plc,0.71,current
2026-04-29,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.9,current
2026-04-29,NL0011821392,"PDT Partners, LLC",Signify N.V.,0.9,current
2026-04-28,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.32,current
2026-04-28,NL0013332471,JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.17,current
2026-04-28,NL0011821392,Marshall Wace LLP,Signify N.V.,1.8,current
2026-04-28,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.98,current
2026-04-27,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.27,current
2026-04-27,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.43,current
2026-04-27,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.3,current
2026-04-27,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2.15,current
2026-04-24,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2.06,current
2026-04-24,NL0011872650,Linden Advisors LP,Basic-Fit N.V.,0.82,current
2026-04-24,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.04,current
2026-04-23,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.68,current
2026-04-23,NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.8,current
2026-04-23,NL0011872650,Eleva Capital SAS,Basic-Fit N.V.,0.84,current
2026-04-23,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.11,current
2026-04-22,NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.77,current
2026-04-22,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.71,current
2026-04-22,NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,0.68,current
2026-04-22,NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.55,current
2026-04-22,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.73,current
2026-04-22,NL0011821392,Marshall Wace LLP,Signify N.V.,1.76,current
2026-04-22,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.09,current
2026-04-21,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.3,current
2026-04-21,NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.91,current
2026-04-21,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.82,current
2026-04-21,NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,0.7,current
2026-04-21,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.56,current
2026-04-21,NL0011821392,"PDT Partners, LLC",Signify N.V.,0.88,current
2026-04-21,NL0006237562,White Creek Capital LLP,ARCADIS N.V.,0.61,current
2026-04-20,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.29,current
2026-04-20,NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.87,current
2026-04-20,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.0,current
2026-04-20,NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,1.06,current
2026-04-20,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.45,current
2026-04-20,NL0011872650,Linden Advisors LP,Basic-Fit N.V.,0.7,current
2026-04-20,NL0013267909,"O'Connor Alternative Investments, LLC",Akzo Nobel N.V.,1.16,current
2026-04-20,NL0006237562,White Creek Capital LLP,ARCADIS N.V.,0.57,current
2026-04-17,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,0.89,current
2026-04-17,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.22,current
2026-04-17,NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.71,current
2026-04-17,NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,1.12,current
2026-04-17,NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.41,current
2026-04-17,NL0011872650,Fosse Capital Partners LLP,Basic-Fit N.V.,1.02,current
2026-04-17,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.06,current
2026-04-17,NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.91,current
2026-04-17,NL0013332471,JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.22,current
2026-04-17,NL0011872650,Linden Advisors LP,Basic-Fit N.V.,0.59,current
2026-04-17,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.81,current
2026-04-17,NL0011821392,"PDT Partners, LLC",Signify N.V.,0.9,current
2026-04-17,NL0011872650,Sculptor Capital Management Europe Limited,Basic-Fit N.V.,0.6,current
2026-04-17,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.47,current
2026-04-16,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.3,current
2026-04-16,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.32,current
2026-04-16,NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.85,current
2026-04-16,NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,1.18,current
2026-04-15,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.23,current
2026-04-15,NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.76,current
2026-04-15,NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,1.2,current
2026-04-15,NL0011821392,Marshall Wace LLP,Signify N.V.,1.82,current
2026-04-15,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.15,current
2026-04-14,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,0.97,current
2026-04-14,NL0011872650,Fosse Capital Partners LLP,Basic-Fit N.V.,1.23,current
2026-04-14,NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.66,current
2026-04-14,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.22,current
2026-04-14,NL0009739416,"PDT Partners, LLC",PostNL N.V.,0.5,current
2026-04-13,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.21,current
2026-04-13,NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,1.01,current
2026-04-13,JE00BRX98089,"AQR Capital Management, LLC",CVC Capital Partners plc,0.71,current
2026-04-13,NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.61,current
2026-04-13,NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.89,current
2026-04-10,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.38,current
2026-04-10,NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.9,current
2026-04-09,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.13,current
2026-04-09,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.42,current
2026-04-09,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.0,current
2026-04-09,NL0012365084,Numeric Investors LLC,NSI N.V.,0.71,current
2026-04-09,NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.89,current
2026-04-08,NL0000852564,"AQR Capital Management, LLC",Aalberts N.V.,0.61,current
2026-04-08,NL0011821392,"AQR Capital Management, LLC",Signify N.V.,1.22,current
2026-04-08,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.39,current
2026-04-08,NL0015002MS2,Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.5,current
2026-04-07,NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,0.66,current
2026-04-07,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.0,current
2026-04-07,NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.76,current
2026-04-07,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.41,current
2026-04-07,NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,current
2026-04-07,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.46,current
2026-04-02,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,1.0,current
2026-04-02,JE00BRX98089,"AQR Capital Management, LLC",CVC Capital Partners plc,0.61,current
2026-04-02,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,0.99,current
2026-04-02,NL0000817179,Citadel Advisors LLC,Sligro Food Group N.V.,0.5,current
2026-04-02,NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,current
2026-04-02,NL0011872650,Eleva Capital SAS,Basic-Fit N.V.,0.62,current
2026-04-01,NL0011821392,"AQR Capital Management, LLC",Signify N.V.,1.1,current
2026-04-01,NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.21,current
2026-04-01,NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.74,current
2026-04-01,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.36,current
2026-04-01,NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,current
2026-04-01,NL0011872650,Eleva Capital SAS,Basic-Fit N.V.,0.5,current
2026-04-01,NL0011821392,Marshall Wace LLP,Signify N.V.,1.79,current
2026-03-31,NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.62,current
2026-03-31,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.4,current
2026-03-31,NL0011821392,Eleva Capital SAS,Signify N.V.,1.21,current
2026-03-30,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.9,current
2026-03-30,NL0011821392,Eleva Capital SAS,Signify N.V.,1.05,current
2026-03-30,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.91,current
2026-03-30,NL0011821392,Marshall Wace LLP,Signify N.V.,1.87,current
2026-03-30,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.59,current
2026-03-30,NL0012365084,Numeric Investors LLC,NSI N.V.,0.61,current
2026-03-30,CY0200751713,"Two Sigma Investments, LP",Theon International Plc,0.7,current
2026-03-27,NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,0.9,current
2026-03-27,NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.12,current
2026-03-27,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.09,current
2026-03-27,NL0010801007,Capital Fund Management S.A.,IMCD N.V.,0.51,current
2026-03-27,NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,current
2026-03-26,NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,current
2026-03-26,NL0011821392,Marshall Wace LLP,Signify N.V.,1.96,current
2026-03-26,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.5,current
2026-03-25,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.8,current
2026-03-25,JE00BRX98089,"AQR Capital Management, LLC",CVC Capital Partners plc,0.5,current
2026-03-25,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.82,current
2026-03-24,NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.56,current
2026-03-24,NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,1.14,current
2026-03-24,NL0011821392,Marshall Wace LLP,Signify N.V.,2.0,current
2026-03-24,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.6,current
2026-03-24,NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.9,current
2026-03-24,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.44,current
2026-03-24,CY0200751713,"Two Sigma Investments, LP",Theon International Plc,0.6,current
2026-03-23,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.72,current
2026-03-23,NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.01,current
2026-03-23,NL0011821392,"BlackRock Financial Management, Inc.",Signify N.V.,0.6,current
2026-03-23,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.3,current
2026-03-23,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.7,current
2026-03-23,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.36,current
2026-03-20,NL0011821392,"BlackRock Financial Management, Inc.",Signify N.V.,0.58,current
2026-03-20,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.75,current
2026-03-20,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.52,current
2026-03-20,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.26,current
2026-03-19,NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,0.8,current
2026-03-19,JE00BRX98089,Marshall Wace LLP,CVC Capital Partners plc,0.6,current
2026-03-19,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.43,current
2026-03-18,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.6,current
2026-03-18,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.87,current
2026-03-18,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.11,current
2026-03-16,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.3,current
2026-03-16,NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.8,current
2026-03-13,NL0012969182,"AQR Capital Management, LLC",Adyen N.V.,0.52,current
2026-03-13,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.98,current
2026-03-13,JE00BRX98089,Marshall Wace LLP,CVC Capital Partners plc,0.52,current
2026-03-12,NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.65,current
2026-03-12,NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.64,current
2026-03-11,NL0011821392,Canada Pension Plan Investment Board,Signify N.V.,0.57,current
2026-03-11,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.24,current
2026-03-11,NL0011821392,Marshall Wace LLP,Signify N.V.,1.91,current
2026-03-10,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.17,current
2026-03-10,NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,0.96,current
2026-03-10,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.21,current
2026-03-10,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,1.03,current
2026-03-09,NL0011821392,Citadel Advisors LLC,Signify N.V.,2.06,current
2026-03-06,NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,0.7,current
2026-03-06,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.88,current
2026-03-06,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,0.81,current
2026-03-05,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.1,current
2026-03-05,NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,0.63,current
2026-03-05,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.11,current
2026-03-04,NL0000852564,"AQR Capital Management, LLC",Aalberts N.V.,0.52,current
2026-03-04,NL0011821392,"AQR Capital Management, LLC",Signify N.V.,1.03,current
2026-03-04,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.06,current
2026-03-04,NL0011821392,Marshall Wace LLP,Signify N.V.,1.87,current
2026-03-04,NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.71,current
2026-03-04,NL0011821392,"PDT Partners, LLC",Signify N.V.,0.8,current
2026-03-04,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,0.9,current
2026-03-03,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.03,current
2026-03-03,NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,0.77,current
2026-03-03,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.69,current
2026-03-03,NL0011821392,Marshall Wace LLP,Signify N.V.,1.92,current
2026-03-03,NL0012365084,Numeric Investors LLC,NSI N.V.,0.52,current
2026-03-02,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.7,current
2026-03-02,CY0200751713,"Two Sigma Investments, LP",Theon International Plc,0.59,current
2026-02-27,NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,0.69,current
2026-02-27,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.18,current
2026-02-27,NL0011821392,Marshall Wace LLP,Signify N.V.,1.88,current
2026-02-27,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,0.81,current
2026-02-26,NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,0.71,current
2026-02-26,NL0011821392,Marshall Wace LLP,Signify N.V.,1.9,current
2026-02-26,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.01,current
2026-02-26,NL0011821392,"PDT Partners, LLC",Signify N.V.,0.78,current
2026-02-25,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.12,current
2026-02-24,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.29,current
2026-02-24,NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,current
2026-02-24,NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.31,current
2026-02-23,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.63,current
2026-02-23,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.91,current
2026-02-23,NL0011821392,"PDT Partners, LLC",Signify N.V.,0.8,current
2026-02-20,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.58,current
2026-02-20,GB00BP6MXD84,"Elliott Investment Management, L.P",Shell plc,0.7,current
2026-02-20,NL0011821392,Marshall Wace LLP,Signify N.V.,1.84,current
2026-02-19,NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.62,current
2026-02-19,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,0.7,current
2026-02-18,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.39,current
2026-02-18,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.62,current
2026-02-18,NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.23,current
2026-02-18,NL0010801007,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.72,current
2026-02-18,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.81,current
2026-02-18,NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.63,current
2026-02-17,NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,0.58,current
2026-02-17,NL0011821392,Eleva Capital SAS,Signify N.V.,0.92,current
2026-02-17,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.07,current
2026-02-16,NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,0.6,current
2026-02-16,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.12,current
2026-02-16,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.7,current
2026-02-13,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.79,current
2026-02-13,NL0011821392,Marshall Wace LLP,Signify N.V.,1.71,current
2026-02-13,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.68,current
2026-02-13,CY0200751713,"Two Sigma Investments, LP",Theon International Plc,0.61,current
2026-02-12,NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,0.73,current
2026-02-12,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.45,current
2026-02-12,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.58,current
2026-02-12,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.38,current
2026-02-12,NL0015002MS2,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.5,current
2026-02-12,NL0011821392,"PDT Partners, LLC",Signify N.V.,0.78,current
2026-02-12,LU2290522684,"Two Sigma Investments, LP",InPost S.A.,0.6,current
2026-02-11,NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,0.9,current
2026-02-10,NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,0.58,current
2026-02-10,NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.1,current
2026-02-10,NL0011821392,Marshall Wace LLP,Signify N.V.,1.64,current
2026-02-06,NL0010801007,"PDT Partners, LLC",IMCD N.V.,0.5,current
2026-02-05,NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,0.6,current
2026-02-05,NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,1.05,current
2026-02-05,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.6,current
2026-02-05,NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.02,current
2026-02-04,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,1.5,current
2026-02-04,NL0010801007,Caisse de dépôt et placement du Québec,IMCD N.V.,0.66,current
2026-02-04,NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,0.89,current
2026-02-04,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.82,current
2026-02-04,NL0011821392,Marshall Wace LLP,Signify N.V.,1.51,current
2026-02-03,NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,0.9,current
2026-02-03,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.5,current
2026-02-03,CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.41,current
2026-02-03,NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,0.9,current
2026-02-02,NL0011821392,"AQR Capital Management, LLC",Signify N.V.,0.91,current
2026-02-02,NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.66,current
