issuer_name,isin,position_holder,net_short_position,position_date,source
Fugro N.V.,NL0000352565,AHL Partners LLP,0.79,2018-01-29,archive
Koninklijke BAM Groep N.V.,NL0000337319,AHL Partners LLP,0.77,2018-01-29,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.48,2018-01-29,archive
Koninklijke Vopak N.V.,NL0009432491,CapeView Capital LLP,0.46,2018-01-29,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.03,2018-01-29,archive
Koninklijke Vopak N.V.,NL0009432491,Jupiter Investment Management Limited,0.59,2018-01-29,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.14,2018-01-29,archive
Pharming Group N.V.,NL0010391025,Marshall Wace LLP,0.96,2018-01-29,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.93,2018-01-29,archive
Koninklijke Heijmans N.V.,NL0009269109,Susquehanna International Holdings LLC,0.44,2018-01-29,archive
Galapagos NV,BE0003818359,"WorldQuant, LLC",0.7,2018-01-29,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.63,2018-01-29,archive
BE Semiconductor Industries N.V.,NL0000339760,BNP Paribas S.A.,0.42,2018-01-26,archive
Koninklijke Vopak N.V.,NL0009432491,CapeView Capital LLP,0.5,2018-01-26,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.19,2018-01-26,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.7,2018-01-26,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,1.08,2018-01-26,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.55,2018-01-26,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.57,2018-01-26,archive
Galapagos NV,BE0003818359,AHL Partners LLP,0.88,2018-01-25,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",1.5,2018-01-25,archive
AEGON Ltd.,NL0000303709,B&G Master Fund Plc,0.5,2018-01-25,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.2,2018-01-25,archive
Koninklijke Vopak N.V.,NL0009432491,Jupiter Investment Management Limited,0.6,2018-01-25,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.28,2018-01-25,archive
Sif Holding N.V.,NL0011660485,Renaissance Technologies LLC,0.79,2018-01-25,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.6,2018-01-25,archive
Koninklijke BAM Groep N.V.,NL0000337319,AHL Partners LLP,0.87,2018-01-24,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.59,2018-01-24,archive
Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,0.5,2018-01-24,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.19,2018-01-24,archive
ABN AMRO Bank NV,NL0011540547,Marshall Wace LLP,0.51,2018-01-24,archive
Pharming Group N.V.,NL0010391025,Marshall Wace LLP,0.81,2018-01-24,archive
Pharming Group N.V.,NL0010391025,"PDT Partners, LLC",0.5,2018-01-24,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.7,2018-01-24,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.88,2018-01-24,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,0.89,2018-01-23,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",1.41,2018-01-23,archive
Flow Traders Ltd.,NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",0.99,2018-01-23,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.09,2018-01-23,archive
Fugro N.V.,NL0000352565,JPMorgan Asset Management (UK) Ltd.,1.39,2018-01-23,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.69,2018-01-23,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,1.13,2018-01-23,archive
Pharming Group N.V.,NL0010391025,Marshall Wace LLP,0.77,2018-01-23,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,0.87,2018-01-23,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.83,2018-01-23,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",1.34,2018-01-22,archive
Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,0.49,2018-01-22,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,1.2,2018-01-22,archive
Pharming Group N.V.,NL0010391025,Marshall Wace LLP,0.62,2018-01-22,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.92,2018-01-22,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.98,2018-01-22,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,0.99,2018-01-19,archive
ARCADIS N.V.,NL0006237562,AKO Capital LLP,1.0,2018-01-19,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",1.26,2018-01-19,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.69,2018-01-19,archive
Flow Traders Ltd.,NL0011279492,Citadel Advisors II LLC,0.49,2018-01-19,archive
BE Semiconductor Industries N.V.,NL0000339760,Highbridge Capital Management LLC,0.61,2018-01-19,archive
Flow Traders Ltd.,NL0011279492,Citadel Advisors II LLC,0.5,2018-01-18,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.28,2018-01-18,archive
Fugro N.V.,NL0000352565,Oxford Asset Management,0.49,2018-01-18,archive
Galapagos NV,BE0003818359,AHL Partners LLP,0.99,2018-01-17,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",1.88,2018-01-17,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.78,2018-01-17,archive
Koninklijke BAM Groep N.V.,NL0000337319,Linden Advisors LP,0.63,2018-01-17,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.6,2018-01-17,archive
Fugro N.V.,NL0000352565,Oxford Asset Management,0.5,2018-01-17,archive
Galapagos NV,BE0003818359,AHL Partners LLP,1.01,2018-01-16,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",1.9,2018-01-16,archive
Flow Traders Ltd.,NL0011279492,Argonaut Capital Partners,0.48,2018-01-16,archive
Fugro N.V.,NL0000352565,BlueCrest Capital Management Limited,0.65,2018-01-16,archive
BE Semiconductor Industries N.V.,NL0000339760,BNP Paribas S.A.,0.56,2018-01-16,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,1.0,2018-01-16,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.31,2018-01-16,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.78,2018-01-16,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,0.95,2018-01-16,archive
Fugro N.V.,NL0000352565,Myriad Opportunities Master Fund Limited,0.62,2018-01-16,archive
Galapagos NV,BE0003818359,"WorldQuant, LLC",0.62,2018-01-16,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.99,2018-01-15,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.03,2018-01-15,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.88,2018-01-15,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",2.07,2018-01-15,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.01,2018-01-12,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",1.1,2018-01-12,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",1.89,2018-01-12,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.88,2018-01-12,archive
Fugro N.V.,NL0000352565,BlueCrest Capital Management Limited,0.59,2018-01-12,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,1.0,2018-01-12,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.29,2018-01-12,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.45,2018-01-12,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.51,2018-01-12,archive
Galapagos NV,BE0003818359,Oxford Asset Management,0.6,2018-01-12,archive
Koninklijke BAM Groep N.V.,NL0000337319,RAM Active Investments SA,0.78,2018-01-12,archive
Wereldhave N.V.,NL0000289213,Toscafund Asset Management LLP,0.57,2018-01-12,archive
Galapagos NV,BE0003818359,"WorldQuant, LLC",0.51,2018-01-12,archive
Koninklijke Vopak N.V.,NL0009432491,"WorldQuant, LLC",0.5,2018-01-12,archive
Ease2pay N.V.,NL0000345627,Accent Aigu B.V.,0.0,2018-01-11,archive
Flow Traders Ltd.,NL0011279492,Balyasny Asset Management LP,0.5,2018-01-11,archive
Fugro N.V.,NL0000352565,BlueCrest Capital Management Limited,0.6,2018-01-11,archive
Aperam S.A.,LU0569974404,CQS (UK) LLP,0.52,2018-01-11,archive
Ease2pay N.V.,NL0000345627,Market Wizards B.V.,0.0,2018-01-11,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.53,2018-01-11,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",2.16,2018-01-11,archive
Ease2pay N.V.,NL0000345627,Accent Aigu B.V.,0.95,2018-01-10,archive
Ease2pay N.V.,NL0000345627,All Options International B.V.,0.43,2018-01-10,archive
Ease2pay N.V.,NL0000345627,Market Wizards B.V.,1.04,2018-01-10,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.3,2018-01-10,archive
Flow Traders Ltd.,NL0011279492,Pelham Global Financials Master Fund Ltd.,0.62,2018-01-10,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.44,2018-01-10,archive
Signify N.V.,NL0011821392,Tower House Partners LLP,0.51,2018-01-10,archive
Koninklijke BAM Groep N.V.,NL0000337319,AHL Partners LLP,0.91,2018-01-09,archive
Ease2pay N.V.,NL0000345627,All Options International B.V.,0.77,2018-01-09,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.98,2018-01-09,archive
Fugro N.V.,NL0000352565,BlueCrest Capital Management Limited,0.57,2018-01-09,archive
BE Semiconductor Industries N.V.,NL0000339760,BNP Paribas S.A.,0.48,2018-01-09,archive
Flow Traders Ltd.,NL0011279492,Citadel Advisors II LLC,0.46,2018-01-09,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.38,2018-01-09,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.82,2018-01-09,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.28,2018-01-09,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,0.9,2018-01-08,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",1.0,2018-01-08,archive
Flow Traders Ltd.,NL0011279492,Citadel Advisors II LLC,0.53,2018-01-08,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.17,2018-01-08,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.49,2018-01-08,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",2.27,2018-01-08,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,0.89,2018-01-05,archive
OCI N.V.,NL0010558797,"AQR Capital Management, LLC",1.08,2018-01-05,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.22,2018-01-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,"Davidson Kempner European Partners, LLP",0.61,2018-01-05,archive
Sif Holding N.V.,NL0011660485,JPMorgan Asset Management (UK) Ltd.,0.49,2018-01-05,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.61,2018-01-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,1.26,2018-01-05,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.57,2018-01-05,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.19,2018-01-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,"PDT Partners, LLC",0.47,2018-01-05,archive
Galapagos NV,BE0003818359,AHL Partners LLP,0.98,2018-01-04,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",0.93,2018-01-04,archive
Signify N.V.,NL0011821392,Aravt Global,0.47,2018-01-04,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.98,2018-01-04,archive
Koninklijke BAM Groep N.V.,NL0000337319,RAM Active Investments SA,0.68,2018-01-04,archive
Signify N.V.,NL0011821392,TT International,0.5,2018-01-04,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",2.33,2018-01-04,archive
Koninklijke Vopak N.V.,NL0009432491,"WorldQuant, LLC",0.49,2018-01-04,archive
Koninklijke BAM Groep N.V.,NL0000337319,AHL Partners LLP,0.81,2018-01-03,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,1.08,2018-01-03,archive
Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,0.59,2018-01-03,archive
Galapagos NV,BE0003818359,Jupiter Investment Management Limited,0.38,2018-01-03,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.57,2018-01-03,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,1.15,2018-01-03,archive
Galapagos NV,BE0003818359,Oxford Asset Management,0.5,2018-01-03,archive
Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",0.5,2018-01-03,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.66,2018-01-02,archive
Koninklijke Heijmans N.V.,NL0009269109,Susquehanna International Holdings LLC,0.52,2018-01-02,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.98,2018-01-02,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",0.8,2017-12-29,archive
Flow Traders Ltd.,NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",1.0,2017-12-29,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.79,2017-12-29,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.78,2017-12-29,archive
Koninklijke Heijmans N.V.,NL0009269109,Susquehanna International Holdings LLC,0.49,2017-12-29,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",2.2,2017-12-29,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.48,2017-12-28,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,1.04,2017-12-28,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.51,2017-12-28,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",2.15,2017-12-28,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,0.99,2017-12-27,archive
Fugro N.V.,NL0000352565,Arrowgrass Capital Partners LLP,0.6,2017-12-27,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.5,2017-12-27,archive
Koninklijke BAM Groep N.V.,NL0000337319,Canada Pension Plan Investment Board,1.0,2017-12-27,archive
Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors II LLC,0.49,2017-12-27,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.59,2017-12-27,archive
Koninklijke BAM Groep N.V.,NL0000337319,"PDT Partners, LLC",0.52,2017-12-27,archive
Koninklijke Vopak N.V.,NL0009432491,"WorldQuant, LLC",0.5,2017-12-27,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.48,2017-12-27,archive
Koninklijke KPN N.V.,NL0000009082,BNP Paribas S.A.,0.8,2017-12-25,archive
Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors II LLC,0.58,2017-12-22,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.5,2017-12-22,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",0.71,2017-12-21,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.49,2017-12-21,archive
Koninklijke BAM Groep N.V.,NL0000337319,Canada Pension Plan Investment Board,0.91,2017-12-21,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.81,2017-12-21,archive
Fugro N.V.,NL0000352565,Oxford Asset Management,0.43,2017-12-21,archive
Koninklijke BAM Groep N.V.,NL0000337319,"PDT Partners, LLC",0.49,2017-12-21,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",2.02,2017-12-21,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",0.6,2017-12-20,archive
Fugro N.V.,NL0000352565,BNP Paribas S.A.,0.53,2017-12-20,archive
Koninklijke BAM Groep N.V.,NL0000337319,Canada Pension Plan Investment Board,0.84,2017-12-20,archive
Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,0.59,2017-12-20,archive
BE Semiconductor Industries N.V.,NL0000339760,Highbridge Capital Management LLC,0.57,2017-12-20,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,0.93,2017-12-20,archive
ARCADIS N.V.,NL0006237562,AKO Capital LLP,0.9,2017-12-19,archive
Galapagos NV,BE0003818359,"AQR Capital Management, LLC",0.52,2017-12-19,archive
SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.49,2017-12-19,archive
BE Semiconductor Industries N.V.,NL0000339760,BNP Paribas S.A.,0.52,2017-12-19,archive
Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors II LLC,0.68,2017-12-19,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,1.01,2017-12-19,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.69,2017-12-19,archive
BE Semiconductor Industries N.V.,NL0000339760,Highbridge Capital Management LLC,0.47,2017-12-19,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,0.87,2017-12-19,archive
Fugro N.V.,NL0000352565,Oxford Asset Management,0.59,2017-12-19,archive
Basic-Fit N.V.,NL0011872650,BlackRock Investment Management (UK) Limited,0.89,2017-12-18,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.76,2017-12-18,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.6,2017-12-18,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.44,2017-12-18,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.29,2017-12-18,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.39,2017-12-18,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.9,2017-12-18,archive
BE Semiconductor Industries N.V.,NL0000339760,Highbridge Capital Management LLC,0.5,2017-12-15,archive
Galapagos NV,BE0003818359,Millennium International Management LP,0.55,2017-12-15,archive
Signify N.V.,NL0011821392,Scopia Capital Management LP,2.05,2017-12-15,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.83,2017-12-15,archive
OCI N.V.,NL0010558797,"AQR Capital Management, LLC",1.19,2017-12-14,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.19,2017-12-14,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.82,2017-12-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,0.71,2017-12-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,RAM Active Investments SA,0.56,2017-12-14,archive
OCI N.V.,NL0010558797,"AQR Capital Management, LLC",1.2,2017-12-13,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",1.99,2017-12-13,archive
Fugro N.V.,NL0000352565,"Arrowstreet Capital, Limited Partnership",0.46,2017-12-13,archive
SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.5,2017-12-13,archive
Koninklijke KPN N.V.,NL0000009082,BNP Paribas S.A.,0.79,2017-12-13,archive
Aperam S.A.,LU0569974404,CQS (UK) LLP,0.48,2017-12-13,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.38,2017-12-13,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.61,2017-12-13,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,0.6,2017-12-13,archive
Koninklijke BAM Groep N.V.,NL0000337319,"PDT Partners, LLC",0.58,2017-12-13,archive
Flow Traders Ltd.,NL0011279492,Pelham Global Financials Master Fund Ltd.,0.5,2017-12-13,archive
Signify N.V.,NL0011821392,Scopia Capital Management LP,1.91,2017-12-13,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.74,2017-12-13,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.48,2017-12-13,archive
Galapagos NV,BE0003818359,AHL Partners LLP,1.01,2017-12-12,archive
ARCADIS N.V.,NL0006237562,AKO Capital LLP,0.8,2017-12-12,archive
PostNL N.V.,NL0009739416,AXA Investment Managers Chorus Limited,0.48,2017-12-12,archive
Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors II LLC,0.78,2017-12-12,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.45,2017-12-12,archive
Koninklijke Vopak N.V.,NL0009432491,Jupiter Investment Management Limited,0.51,2017-12-12,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.55,2017-12-12,archive
Koninklijke BAM Groep N.V.,NL0000337319,AHL Partners LLP,0.7,2017-12-11,archive
Fugro N.V.,NL0000352565,Arrowgrass Capital Partners LLP,0.48,2017-12-11,archive
Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors II LLC,0.8,2017-12-11,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.77,2017-12-11,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.82,2017-12-11,archive
Fugro N.V.,NL0000352565,Myriad Opportunities Master Fund Limited,0.5,2017-12-11,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.61,2017-12-11,archive
NN Group N.V.,NL0010773842,B&G Master Fund Plc,0.61,2017-12-08,archive
SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.49,2017-12-08,archive
Koninklijke KPN N.V.,NL0000009082,BNP Paribas S.A.,0.8,2017-12-08,archive
Fugro N.V.,NL0000352565,Capital Fund Management S.A.,0.8,2017-12-08,archive
Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors II LLC,0.76,2017-12-08,archive
BE Semiconductor Industries N.V.,NL0000339760,"Davidson Kempner European Partners, LLP",0.61,2017-12-08,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.92,2017-12-08,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.39,2017-12-08,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,0.67,2017-12-08,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.57,2017-12-08,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,0.59,2017-12-08,archive
Koninklijke BAM Groep N.V.,NL0000337319,"PDT Partners, LLC",0.66,2017-12-08,archive
Koninklijke Heijmans N.V.,NL0009269109,Susquehanna International Holdings LLC,0.5,2017-12-08,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.54,2017-12-08,archive
Fugro N.V.,NL0000352565,"Arrowstreet Capital, Limited Partnership",0.58,2017-12-07,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.56,2017-12-07,archive
Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors II LLC,0.67,2017-12-07,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.88,2017-12-07,archive
Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,0.58,2017-12-07,archive
Koninklijke BAM Groep N.V.,NL0000337319,"PDT Partners, LLC",0.82,2017-12-07,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.83,2017-12-07,archive
Signify N.V.,NL0011821392,Tybourne Capital Management (HK) Limited,1.95,2017-12-07,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.44,2017-12-07,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.6,2017-12-07,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.08,2017-12-06,archive
Galapagos NV,BE0003818359,AHL Partners LLP,0.92,2017-12-06,archive
Fugro N.V.,NL0000352565,"Arrowstreet Capital, Limited Partnership",0.69,2017-12-06,archive
PostNL N.V.,NL0009739416,AXA Investment Managers Chorus Limited,0.58,2017-12-06,archive
Koninklijke BAM Groep N.V.,NL0000337319,"Davidson Kempner European Partners, LLP",0.57,2017-12-06,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.82,2017-12-06,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.5,2017-12-06,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.38,2017-12-06,archive
Koninklijke BAM Groep N.V.,NL0000337319,"PDT Partners, LLC",0.64,2017-12-06,archive
Koninklijke BAM Groep N.V.,NL0000337319,RAM Active Investments SA,0.67,2017-12-06,archive
Fugro N.V.,NL0000352565,"Arrowstreet Capital, Limited Partnership",0.78,2017-12-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.61,2017-12-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.26,2017-12-05,archive
OCI N.V.,NL0010558797,"AQR Capital Management, LLC",1.18,2017-12-04,archive
SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.59,2017-12-04,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.79,2017-12-04,archive
Galapagos NV,BE0003818359,AHL Partners LLP,0.83,2017-12-01,archive
Fugro N.V.,NL0000352565,"Arrowstreet Capital, Limited Partnership",0.97,2017-12-01,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.49,2017-12-01,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.45,2017-12-01,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",1.08,2017-12-01,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",2.08,2017-11-30,archive
PostNL N.V.,NL0009739416,Canada Pension Plan Investment Board,0.5,2017-11-30,archive
Koninklijke Vopak N.V.,NL0009432491,Citadel Advisors II LLC,0.47,2017-11-30,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.54,2017-11-30,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.73,2017-11-30,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.57,2017-11-30,archive
Fugro N.V.,NL0000352565,"Arrowstreet Capital, Limited Partnership",1.08,2017-11-29,archive
Signify N.V.,NL0011821392,GLG Partners LP,0.09,2017-11-29,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.91,2017-11-29,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.88,2017-11-29,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.73,2017-11-29,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.68,2017-11-29,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.4,2017-11-29,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",1.1,2017-11-29,archive
Galapagos NV,BE0003818359,AHL Partners LLP,0.7,2017-11-28,archive
SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.6,2017-11-28,archive
Fugro N.V.,NL0000352565,Capital Fund Management S.A.,0.7,2017-11-28,archive
Signify N.V.,NL0011821392,GLG Partners LP,0.71,2017-11-28,archive
