position_holder,net_short_position,isin,position_date,issuer_name,source
"Davidson Kempner European Partners, LLP",1.72,NL0010672325,2015-09-24,Koninklijke Ahold Delhaize N.V.,archive
SFM UK Management LLP,0.73,NL0000852523,2015-09-24,TKH Group N.V.,archive
UBS Global Asset Management (UK) Ltd.,1.34,NL0000352565,2015-09-24,Fugro N.V.,archive
BlackRock Investment Management (UK) Limited,0.6,NL0006237562,2015-09-23,ARCADIS N.V.,archive
Capital Fund Management S.A.,0.6,NL0000352565,2015-09-23,Fugro N.V.,archive
UBS Global Asset Management (UK) Ltd.,1.57,NL0000352565,2015-09-23,Fugro N.V.,archive
Capital Fund Management S.A.,0.58,NL0000352565,2015-09-22,Fugro N.V.,archive
CQS (UK) LLP,0.89,LU0569974404,2015-09-22,Aperam S.A.,archive
HBK Investments LP,0.59,LU0323134006,2015-09-22,ArcelorMittal S.A.,archive
UBS Global Asset Management (UK) Ltd.,1.66,NL0000352565,2015-09-22,Fugro N.V.,archive
"WorldQuant, LLC",0.87,NL0000387058,2015-09-22,TomTom N.V.,archive
Capital Fund Management S.A.,0.6,NL0000352565,2015-09-21,Fugro N.V.,archive
Capital Fund Management S.A.,0.61,NL0009739416,2015-09-21,PostNL N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.57,NL0000339760,2015-09-21,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.5,NL0000339760,2015-09-21,BE Semiconductor Industries N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.49,NL0000387058,2015-09-18,TomTom N.V.,archive
"D.E. Shaw & Co., L.P.",1.6,NL0000360618,2015-09-18,SBM Offshore N.V.,archive
Man Investments Limited,0.54,NL0000337319,2015-09-18,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",1.46,NL0000339760,2015-09-18,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",0.71,NL0000360618,2015-09-18,SBM Offshore N.V.,archive
"D.E. Shaw & Co., L.P.",1.59,NL0000360618,2015-09-17,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.5,NL0000387058,2015-09-16,TomTom N.V.,archive
"D.E. Shaw & Co., L.P.",1.6,NL0000360618,2015-09-16,SBM Offshore N.V.,archive
Marshall Wace LLP,1.59,NL0000352565,2015-09-16,Fugro N.V.,archive
"WorldQuant, LLC",1.33,NL0000339760,2015-09-16,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",0.69,NL0000360618,2015-09-16,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.98,NL0000387058,2015-09-16,TomTom N.V.,archive
"AQR Capital Management, LLC",1.64,LU0323134006,2015-09-15,ArcelorMittal S.A.,archive
"AQR Capital Management, LLC",2.6,NL0000360618,2015-09-15,SBM Offshore N.V.,archive
"Davidson Kempner European Partners, LLP",1.62,NL0010672325,2015-09-15,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,1.11,NL0000360618,2015-09-15,SBM Offshore N.V.,archive
AKO Capital LLP,0.92,NL0006237562,2015-09-11,ARCADIS N.V.,archive
Capital Fund Management S.A.,0.51,NL0009739416,2015-09-11,PostNL N.V.,archive
UBS Global Asset Management (UK) Ltd.,1.76,NL0000352565,2015-09-11,Fugro N.V.,archive
"WorldQuant, LLC",1.22,NL0000339760,2015-09-11,BE Semiconductor Industries N.V.,archive
AKO Capital LLP,0.71,NL0006237562,2015-09-10,ARCADIS N.V.,archive
BlackRock Investment Management (UK) Limited,0.68,NL0000339760,2015-09-10,BE Semiconductor Industries N.V.,archive
Capital Fund Management S.A.,0.5,NL0000352565,2015-09-10,Fugro N.V.,archive
"WorldQuant, LLC",1.18,NL0000339760,2015-09-10,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",0.77,NL0000360618,2015-09-10,SBM Offshore N.V.,archive
"WorldQuant, LLC",1.08,NL0000387058,2015-09-10,TomTom N.V.,archive
"Davidson Kempner European Partners, LLP",1.5,NL0010672325,2015-09-09,Koninklijke Ahold Delhaize N.V.,archive
"WorldQuant, LLC",1.07,NL0000339760,2015-09-09,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",0.84,NL0000360618,2015-09-09,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.98,NL0000360618,2015-09-07,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.7,NL0000339760,2015-09-04,BE Semiconductor Industries N.V.,archive
"D.E. Shaw & Co., L.P.",1.58,NL0000360618,2015-09-04,SBM Offshore N.V.,archive
Marshall Wace LLP,0.82,NL0000387058,2015-09-04,TomTom N.V.,archive
Marshall Wace LLP,0.51,NL0000395903,2015-09-04,Wolters Kluwer N.V.,archive
"AQR Capital Management, LLC",1.54,LU0323134006,2015-09-03,ArcelorMittal S.A.,archive
BlackRock Investment Management (UK) Limited,0.68,NL0000339760,2015-09-03,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.1,NL0000339760,2015-09-03,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.09,NL0000360618,2015-09-03,SBM Offshore N.V.,archive
Man Investments Limited,0.45,NL0000352565,2015-09-02,Fugro N.V.,archive
Marshall Wace LLP,1.69,NL0000352565,2015-09-02,Fugro N.V.,archive
"WorldQuant, LLC",1.19,NL0000387058,2015-09-02,TomTom N.V.,archive
Adage Capital Management L.P.,4.47,LU0569974404,2015-09-01,Aperam S.A.,archive
AKO Capital LLP,0.68,NL0006237562,2015-09-01,ARCADIS N.V.,archive
"AQR Capital Management, LLC",3.37,NL0000352565,2015-09-01,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.49,NL0000387058,2015-09-01,TomTom N.V.,archive
Oxford Asset Management,0.59,NL0000352565,2015-09-01,Fugro N.V.,archive
"WorldQuant, LLC",1.07,NL0000339760,2015-09-01,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.19,NL0000360618,2015-09-01,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.77,NL0010776944,2015-08-31,Brunel International N.V.,archive
Oxford Asset Management,0.6,NL0000352565,2015-08-31,Fugro N.V.,archive
AKO Capital LLP,0.77,NL0006237562,2015-08-28,ARCADIS N.V.,archive
"Davidson Kempner European Partners, LLP",1.43,NL0010672325,2015-08-28,Koninklijke Ahold Delhaize N.V.,archive
Man Investments Limited,0.59,NL0000352565,2015-08-28,Fugro N.V.,archive
Man Investments Limited,0.49,NL0000360618,2015-08-28,SBM Offshore N.V.,archive
"D.E. Shaw & Co., L.P.",1.6,NL0000360618,2015-08-27,SBM Offshore N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.57,NL0006237562,2015-08-27,ARCADIS N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.55,NL0010776944,2015-08-27,Brunel International N.V.,archive
Man Investments Limited,0.65,NL0000352565,2015-08-27,Fugro N.V.,archive
"WorldQuant, LLC",1.19,NL0000339760,2015-08-27,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.22,NL0000360618,2015-08-27,SBM Offshore N.V.,archive
Adage Capital Management L.P.,4.21,LU0569974404,2015-08-26,Aperam S.A.,archive
AKO Capital LLP,0.89,NL0006237562,2015-08-26,ARCADIS N.V.,archive
"AQR Capital Management, LLC",1.43,LU0323134006,2015-08-26,ArcelorMittal S.A.,archive
BlackRock Investment Management (UK) Limited,0.86,NL0010776944,2015-08-26,Brunel International N.V.,archive
BlackRock Investment Management (UK) Limited,0.5,NL0010583399,2015-08-26,Corbion N.V.,archive
Man Investments Limited,0.71,NL0000352565,2015-08-26,Fugro N.V.,archive
Marshall Wace LLP,1.0,NL0000360618,2015-08-26,SBM Offshore N.V.,archive
Marshall Wace LLP,0.7,NL0000387058,2015-08-26,TomTom N.V.,archive
Marshall Wace LLP,0.45,NL0000289213,2015-08-26,Wereldhave N.V.,archive
Oxford Asset Management,0.59,NL0000352565,2015-08-26,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.56,NL0000387058,2015-08-25,TomTom N.V.,archive
Man Investments Limited,0.8,NL0000352565,2015-08-25,Fugro N.V.,archive
Man Investments Limited,0.59,NL0000360618,2015-08-25,SBM Offshore N.V.,archive
Marshall Wace LLP,0.64,NL0000387058,2015-08-25,TomTom N.V.,archive
Marshall Wace LLP,0.49,NL0000395903,2015-08-25,Wolters Kluwer N.V.,archive
"WorldQuant, LLC",1.15,NL0000360618,2015-08-25,SBM Offshore N.V.,archive
"WorldQuant, LLC",1.25,NL0000387058,2015-08-25,TomTom N.V.,archive
AKO Capital LLP,0.99,NL0006237562,2015-08-24,ARCADIS N.V.,archive
Man Investments Limited,0.92,NL0000352565,2015-08-24,Fugro N.V.,archive
Susquehanna International Holdings LLC,0.43,LU0569974404,2015-08-24,Aperam S.A.,archive
"WorldQuant, LLC",1.19,NL0000387058,2015-08-24,TomTom N.V.,archive
AKO Capital LLP,1.17,NL0006237562,2015-08-21,ARCADIS N.V.,archive
"Davidson Kempner European Partners, LLP",1.36,NL0010672325,2015-08-21,Koninklijke Ahold Delhaize N.V.,archive
Kynikos Associates LP,0.35,NL0000360618,2015-08-21,SBM Offshore N.V.,archive
Susquehanna International Holdings LLC,0.5,LU0569974404,2015-08-21,Aperam S.A.,archive
"WorldQuant, LLC",1.23,NL0000339760,2015-08-21,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.21,NL0000387058,2015-08-21,TomTom N.V.,archive
Marshall Wace LLP,0.91,NL0000360618,2015-08-20,SBM Offshore N.V.,archive
Odey Asset Management LLP,0.95,LU0323134006,2015-08-20,ArcelorMittal S.A.,archive
SFM UK Management LLP,0.55,NL0000852523,2015-08-20,TKH Group N.V.,archive
"WorldQuant, LLC",1.15,NL0000339760,2015-08-20,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.0,NL0000360618,2015-08-20,SBM Offshore N.V.,archive
"D.E. Shaw & Co., L.P.",1.59,NL0000360618,2015-08-19,SBM Offshore N.V.,archive
Marshall Wace LLP,1.71,NL0000352565,2015-08-18,Fugro N.V.,archive
Oxford Asset Management,0.48,BE0003818359,2015-08-18,Galapagos NV,archive
"WorldQuant, LLC",1.13,NL0000387058,2015-08-18,TomTom N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.49,LU0569974404,2015-08-17,Aperam S.A.,archive
BlackRock Investment Management (UK) Limited,0.51,NL0006237562,2015-08-17,ARCADIS N.V.,archive
"WorldQuant, LLC",1.04,NL0000339760,2015-08-17,BE Semiconductor Industries N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.62,NL0010776944,2015-08-14,Brunel International N.V.,archive
"WorldQuant, LLC",0.96,NL0000339760,2015-08-14,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",1.03,NL0000387058,2015-08-14,TomTom N.V.,archive
Marshall Wace LLP,1.61,NL0000352565,2015-08-13,Fugro N.V.,archive
"WorldQuant, LLC",0.96,NL0000387058,2015-08-13,TomTom N.V.,archive
"AQR Capital Management, LLC",1.29,LU0323134006,2015-08-12,ArcelorMittal S.A.,archive
Marshall Wace LLP,0.5,NL0000395903,2015-08-12,Wolters Kluwer N.V.,archive
"WorldQuant, LLC",0.83,NL0000339760,2015-08-12,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",0.91,NL0000360618,2015-08-12,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.85,NL0000387058,2015-08-12,TomTom N.V.,archive
Marshall Wace LLP,1.52,NL0000352565,2015-08-11,Fugro N.V.,archive
Marshall Wace LLP,0.5,NL0000387058,2015-08-11,TomTom N.V.,archive
"WorldQuant, LLC",0.73,NL0000339760,2015-08-11,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",0.79,NL0000387058,2015-08-11,TomTom N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.6,NL0000387058,2015-08-10,TomTom N.V.,archive
"Davidson Kempner European Partners, LLP",1.4,NL0010672325,2015-08-10,Koninklijke Ahold Delhaize N.V.,archive
"BlackRock Advisors, LLC",0.47,LU0569974404,2015-08-07,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.69,NL0000360618,2015-08-07,SBM Offshore N.V.,archive
Marshall Wace LLP,0.81,NL0000360618,2015-08-07,SBM Offshore N.V.,archive
Oxford Asset Management,0.6,NL0000352565,2015-08-07,Fugro N.V.,archive
"WorldQuant, LLC",0.64,NL0000339760,2015-08-07,BE Semiconductor Industries N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.59,LU0569974404,2015-08-06,Aperam S.A.,archive
Marshall Wace LLP,1.4,NL0000352565,2015-08-06,Fugro N.V.,archive
"WorldQuant, LLC",0.54,NL0000339760,2015-08-06,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",0.83,NL0000387058,2015-08-06,TomTom N.V.,archive
"Basso Capital Management, L.P",0.6,LU0569974404,2015-08-05,Aperam S.A.,archive
"Davidson Kempner European Partners, LLP",1.31,NL0010672325,2015-08-05,Koninklijke Ahold Delhaize N.V.,archive
HBK Investments LP,0.61,LU0323134006,2015-08-05,ArcelorMittal S.A.,archive
AKO Capital LLP,1.23,NL0006237562,2015-08-04,ARCADIS N.V.,archive
Marshall Wace LLP,0.71,NL0000360618,2015-08-04,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.96,NL0000387058,2015-08-04,TomTom N.V.,archive
BlackRock Investment Management (UK) Limited,0.41,LU0569974404,2015-08-03,Aperam S.A.,archive
JPMorgan Asset Management (UK) Ltd.,0.63,NL0006237562,2015-08-03,ARCADIS N.V.,archive
Odey Asset Management LLP,0.82,LU0323134006,2015-08-03,ArcelorMittal S.A.,archive
Oxford Asset Management,0.5,NL0000352565,2015-08-03,Fugro N.V.,archive
Adage Capital Management L.P.,4.15,LU0569974404,2015-07-31,Aperam S.A.,archive
JPMorgan Asset Management (UK) Ltd.,0.57,NL0006237562,2015-07-31,ARCADIS N.V.,archive
Oxford Asset Management,0.51,BE0003818359,2015-07-31,Galapagos NV,archive
"WorldQuant, LLC",0.81,NL0000360618,2015-07-31,SBM Offshore N.V.,archive
"AQR Capital Management, LLC",2.58,NL0000360618,2015-07-30,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.58,LU0569974404,2015-07-30,Aperam S.A.,archive
CQS (UK) LLP,0.99,LU0569974404,2015-07-30,Aperam S.A.,archive
"WorldQuant, LLC",1.0,NL0000387058,2015-07-30,TomTom N.V.,archive
"Davidson Kempner European Partners, LLP",1.21,NL0010672325,2015-07-29,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,0.46,LU0323134006,2015-07-29,ArcelorMittal S.A.,archive
Marshall Wace LLP,0.5,NL0000289213,2015-07-29,Wereldhave N.V.,archive
"AQR Capital Management, LLC",3.48,NL0000352565,2015-07-28,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.69,LU0569974404,2015-07-28,Aperam S.A.,archive
Marshall Wace LLP,0.5,LU0323134006,2015-07-28,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.92,NL0000387058,2015-07-28,TomTom N.V.,archive
Odey Asset Management LLP,0.71,LU0323134006,2015-07-27,ArcelorMittal S.A.,archive
Adage Capital Management L.P.,4.02,LU0569974404,2015-07-24,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.78,NL0000360618,2015-07-24,SBM Offshore N.V.,archive
HBK Investments LP,0.51,LU0323134006,2015-07-24,ArcelorMittal S.A.,archive
Marshall Wace LLP,1.3,NL0000352565,2015-07-24,Fugro N.V.,archive
"WorldQuant, LLC",0.71,NL0000360618,2015-07-24,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.5,NL0000387058,2015-07-23,TomTom N.V.,archive
"Davidson Kempner European Partners, LLP",1.14,NL0010672325,2015-07-23,Koninklijke Ahold Delhaize N.V.,archive
Adage Capital Management L.P.,3.96,LU0569974404,2015-07-22,Aperam S.A.,archive
Marshall Wace LLP,1.2,NL0000352565,2015-07-22,Fugro N.V.,archive
"WorldQuant, LLC",0.8,NL0000387058,2015-07-22,TomTom N.V.,archive
Marshall Wace LLP,0.33,NL0000387058,2015-07-21,TomTom N.V.,archive
Adage Capital Management L.P.,3.83,LU0569974404,2015-07-20,Aperam S.A.,archive
"Davidson Kempner European Partners, LLP",1.02,NL0010672325,2015-07-20,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,1.11,NL0000352565,2015-07-20,Fugro N.V.,archive
Man Investments Limited,0.88,NL0000352565,2015-07-17,Fugro N.V.,archive
"WorldQuant, LLC",0.61,NL0000360618,2015-07-17,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.74,NL0000387058,2015-07-17,TomTom N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.7,LU0569974404,2015-07-16,Aperam S.A.,archive
Marshall Wace LLP,1.02,NL0000352565,2015-07-16,Fugro N.V.,archive
Marshall Wace LLP,0.67,NL0000360618,2015-07-16,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.6,LU0569974404,2015-07-15,Aperam S.A.,archive
"Davidson Kempner European Partners, LLP",0.92,NL0010672325,2015-07-15,Koninklijke Ahold Delhaize N.V.,archive
Man Investments Limited,0.98,NL0000352565,2015-07-15,Fugro N.V.,archive
Marshall Wace LLP,0.57,NL0000387058,2015-07-15,TomTom N.V.,archive
Odey Asset Management LLP,0.67,LU0323134006,2015-07-15,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.89,NL0000387058,2015-07-15,TomTom N.V.,archive
"AQR Capital Management, LLC",0.69,NL0009432491,2015-07-14,Koninklijke Vopak N.V.,archive
"WorldQuant, LLC",0.95,NL0000387058,2015-07-14,TomTom N.V.,archive
"AQR Capital Management, LLC",1.28,LU0323134006,2015-07-13,ArcelorMittal S.A.,archive
"Davidson Kempner European Partners, LLP",0.8,NL0010672325,2015-07-13,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,0.9,NL0000352565,2015-07-13,Fugro N.V.,archive
Marshall Wace LLP,0.67,NL0000387058,2015-07-13,TomTom N.V.,archive
Marshall Wace LLP,0.45,NL0000395903,2015-07-13,Wolters Kluwer N.V.,archive
"WorldQuant, LLC",0.59,NL0000360618,2015-07-13,SBM Offshore N.V.,archive
"BlackRock Advisors, LLC",0.59,LU0569974404,2015-07-10,Aperam S.A.,archive
BlackRock Investment Management (UK) Limited,0.52,LU0569974404,2015-07-10,Aperam S.A.,archive
CQS (UK) LLP,1.01,LU0569974404,2015-07-10,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.81,NL0000360618,2015-07-10,SBM Offshore N.V.,archive
Marshall Wace LLP,0.85,NL0000352565,2015-07-10,Fugro N.V.,archive
Marshall Wace LLP,0.79,NL0000360618,2015-07-10,SBM Offshore N.V.,archive
Odey Asset Management LLP,0.59,LU0323134006,2015-07-10,ArcelorMittal S.A.,archive
UBS Global Asset Management (UK) Ltd.,2.09,NL0000352565,2015-07-10,Fugro N.V.,archive
"AQR Capital Management, LLC",1.29,LU0323134006,2015-07-09,ArcelorMittal S.A.,archive
"AQR Capital Management, LLC",3.5,NL0000352565,2015-07-09,Fugro N.V.,archive
"Davidson Kempner European Partners, LLP",0.75,NL0010672325,2015-07-09,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,0.77,NL0000387058,2015-07-09,TomTom N.V.,archive
Marshall Wace LLP,0.55,NL0000395903,2015-07-09,Wolters Kluwer N.V.,archive
UBS Global Asset Management (UK) Ltd.,2.36,NL0000352565,2015-07-09,Fugro N.V.,archive
"AQR Capital Management, LLC",0.7,NL0009432491,2015-07-08,Koninklijke Vopak N.V.,archive
"Davidson Kempner European Partners, LLP",0.67,NL0010672325,2015-07-08,Koninklijke Ahold Delhaize N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.43,NL0000387058,2015-07-08,TomTom N.V.,archive
Man Investments Limited,0.62,NL0000360618,2015-07-08,SBM Offshore N.V.,archive
Marshall Wace LLP,0.85,NL0000360618,2015-07-08,SBM Offshore N.V.,archive
UBS Global Asset Management (UK) Ltd.,2.47,NL0000352565,2015-07-08,Fugro N.V.,archive
BNP Paribas S.A.,0.47,LU0569974404,2015-07-07,Aperam S.A.,archive
CQS (UK) LLP,0.99,LU0569974404,2015-07-07,Aperam S.A.,archive
"Davidson Kempner European Partners, LLP",0.56,NL0010672325,2015-07-07,Koninklijke Ahold Delhaize N.V.,archive
HBK Investments LP,0.45,LU0323134006,2015-07-07,ArcelorMittal S.A.,archive
JPMorgan Asset Management (UK) Ltd.,0.6,NL0000387058,2015-07-07,TomTom N.V.,archive
Man Investments Limited,1.05,NL0000352565,2015-07-07,Fugro N.V.,archive
Marshall Wace LLP,0.71,NL0000352565,2015-07-07,Fugro N.V.,archive
Odey Asset Management LLP,0.74,LU0323134006,2015-07-07,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.6,NL0000360618,2015-07-07,SBM Offshore N.V.,archive
"Basso Capital Management, L.P",0.57,LU0569974404,2015-07-06,Aperam S.A.,archive
"BlackRock Institutional Trust Company, National Association",0.69,LU0569974404,2015-07-06,Aperam S.A.,archive
"Hound Partners, LLC",0.39,NL0000387058,2015-07-06,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.72,NL0000387058,2015-07-06,TomTom N.V.,archive
Marshall Wace LLP,0.8,NL0000387058,2015-07-06,TomTom N.V.,archive
Marshall Wace LLP,0.65,NL0000395903,2015-07-06,Wolters Kluwer N.V.,archive
"WorldQuant, LLC",1.0,NL0000387058,2015-07-06,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.82,NL0000387058,2015-07-03,TomTom N.V.,archive
Marshall Wace LLP,0.62,NL0000352565,2015-07-03,Fugro N.V.,archive
Marshall Wace LLP,0.71,NL0000387058,2015-07-03,TomTom N.V.,archive
Adage Capital Management L.P.,3.76,LU0569974404,2015-07-02,Aperam S.A.,archive
"Hound Partners, LLC",0.51,NL0000387058,2015-07-02,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.9,NL0000387058,2015-07-02,TomTom N.V.,archive
Marshall Wace LLP,0.58,NL0000352565,2015-07-02,Fugro N.V.,archive
"WorldQuant, LLC",0.91,NL0000387058,2015-07-02,TomTom N.V.,archive
"AQR Capital Management, LLC",1.17,LU0323134006,2015-07-01,ArcelorMittal S.A.,archive
"AQR Capital Management, LLC",3.4,NL0000352565,2015-07-01,Fugro N.V.,archive
"Hound Partners, LLC",0.6,NL0000387058,2015-07-01,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.01,NL0000387058,2015-07-01,TomTom N.V.,archive
Marshall Wace LLP,0.6,NL0000387058,2015-07-01,TomTom N.V.,archive
Marshall Wace LLP,0.76,NL0000395903,2015-07-01,Wolters Kluwer N.V.,archive
"WorldQuant, LLC",0.86,NL0000387058,2015-07-01,TomTom N.V.,archive
Adage Capital Management L.P.,3.83,LU0569974404,2015-06-30,Aperam S.A.,archive
AKO Capital LLP,1.59,NL0000360618,2015-06-30,SBM Offshore N.V.,archive
"AQR Capital Management, LLC",2.69,NL0000360618,2015-06-30,SBM Offshore N.V.,archive
BNP Paribas S.A.,0.62,LU0569974404,2015-06-30,Aperam S.A.,archive
"Hound Partners, LLC",0.73,NL0000387058,2015-06-30,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.19,NL0000387058,2015-06-30,TomTom N.V.,archive
Marshall Wace LLP,0.51,NL0000387058,2015-06-30,TomTom N.V.,archive
"AQR Capital Management, LLC",2.7,NL0000360618,2015-06-29,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.5,NL0000852531,2015-06-29,Kendrion N.V.,archive
"Hound Partners, LLC",0.91,NL0000387058,2015-06-29,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.58,NL0000289213,2015-06-29,Wereldhave N.V.,archive
"WorldQuant, LLC",0.71,NL0000387058,2015-06-29,TomTom N.V.,archive
Man Investments Limited,0.91,NL0000352565,2015-06-26,Fugro N.V.,archive
"Hound Partners, LLC",1.17,NL0000387058,2015-06-25,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.37,NL0000387058,2015-06-25,TomTom N.V.,archive
"WorldQuant, LLC",0.41,NL0000289213,2015-06-25,Wereldhave N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.49,NL0000360618,2015-06-24,SBM Offshore N.V.,archive
"Hound Partners, LLC",1.24,NL0000387058,2015-06-24,TomTom N.V.,archive
"WorldQuant, LLC",0.52,NL0000360618,2015-06-24,SBM Offshore N.V.,archive
"Hound Partners, LLC",1.32,NL0000387058,2015-06-23,TomTom N.V.,archive
"WorldQuant, LLC",0.63,NL0000387058,2015-06-23,TomTom N.V.,archive
"AQR Capital Management, LLC",3.31,NL0000352565,2015-06-22,Fugro N.V.,archive
"Hound Partners, LLC",1.43,NL0000387058,2015-06-22,TomTom N.V.,archive
Marshall Wace LLP,0.45,NL0000337319,2015-06-22,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",0.54,NL0000387058,2015-06-22,TomTom N.V.,archive
"AQR Capital Management, LLC",3.25,NL0000352565,2015-06-19,Fugro N.V.,archive
"D.E. Shaw & Co., L.P.",1.7,NL0000360618,2015-06-18,SBM Offshore N.V.,archive
"Hound Partners, LLC",1.59,NL0000387058,2015-06-18,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.67,NL0000289213,2015-06-18,Wereldhave N.V.,archive
Marshall Wace LLP,0.96,NL0000360618,2015-06-18,SBM Offshore N.V.,archive
"BlackRock Advisors, LLC",0.69,LU0569974404,2015-06-17,Aperam S.A.,archive
"Hound Partners, LLC",1.72,NL0000387058,2015-06-17,TomTom N.V.,archive
Man Investments Limited,0.56,NL0000360618,2015-06-17,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.56,NL0000289213,2015-06-17,Wereldhave N.V.,archive
Adage Capital Management L.P.,4.07,LU0569974404,2015-06-15,Aperam S.A.,archive
"AQR Capital Management, LLC",2.68,NL0000360618,2015-06-15,SBM Offshore N.V.,archive
BNP Paribas S.A.,0.52,LU0569974404,2015-06-15,Aperam S.A.,archive
HBK Investments LP,0.5,LU0323134006,2015-06-11,ArcelorMittal S.A.,archive
Man Investments Limited,0.68,NL0000360618,2015-06-11,SBM Offshore N.V.,archive
Marshall Wace LLP,0.81,NL0000395903,2015-06-11,Wolters Kluwer N.V.,archive
HBK Investments LP,0.49,LU0323134006,2015-06-10,ArcelorMittal S.A.,archive
"D.E. Shaw & Co., L.P.",1.69,NL0000360618,2015-06-09,SBM Offshore N.V.,archive
HBK Investments LP,0.5,LU0323134006,2015-06-09,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.48,NL0000360618,2015-06-09,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.68,NL0000289213,2015-06-09,Wereldhave N.V.,archive
AKO Capital LLP,1.16,NL0006237562,2015-06-08,ARCADIS N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.48,NL0000387058,2015-06-08,TomTom N.V.,archive
Man Investments Limited,0.82,NL0000352565,2015-06-08,Fugro N.V.,archive
Odey Asset Management LLP,0.69,LU0323134006,2015-06-08,ArcelorMittal S.A.,archive
AKO Capital LLP,1.69,NL0000360618,2015-06-05,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.78,LU0569974404,2015-06-05,Aperam S.A.,archive
Odey Asset Management LLP,0.75,LU0323134006,2015-06-04,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.56,NL0000360618,2015-06-04,SBM Offshore N.V.,archive
AKO Capital LLP,1.59,NL0000360618,2015-06-03,SBM Offshore N.V.,archive
Marshall Wace LLP,0.59,NL0000337319,2015-06-03,Koninklijke BAM Groep N.V.,archive
