isin,net_short_position,position_date,position_holder,issuer_name,source
BE0003818359,0.71,2023-04-05,"Arrowstreet Capital, Limited Partnership",Galapagos NV,archive
NL0000337319,0.57,2023-04-05,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.77,2023-04-05,Citadel Advisors LLC,Pharming Group N.V.,archive
NL0012817175,0.77,2023-04-05,Marble Bar Asset Management LLP,Alfen N.V.,archive
LU0569974404,0.6,2023-04-05,Pantechnicon Advisors LLP,Aperam S.A.,archive
NL0009739416,0.62,2023-04-05,Qube Research & Technologies Ltd.,PostNL N.V.,archive
NL00150003E1,0.58,2023-04-05,Voleon Capital Management LP,Fugro N.V.,archive
FR0013326246,0.5,2023-04-04,CapeView Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0010391025,0.81,2023-04-04,Citadel Advisors LLC,Pharming Group N.V.,archive
NL0013332471,0.8,2023-04-04,Citadel Advisors LLC,TomTom N.V.,archive
NL0012817175,0.47,2023-04-04,Pictet Asset Management S.A.,Alfen N.V.,archive
NL0000289213,1.63,2023-04-04,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
NL0000888691,0.5,2023-04-03,Citadel Advisors LLC,AMG Critical Materials N.V.,archive
NL0015000CZ2,0.44,2023-04-03,GSA Capital Partners LLP,Ebusco Holding N.V.,archive
NL0012817175,0.88,2023-04-03,Marble Bar Asset Management LLP,Alfen N.V.,archive
NL0006237562,0.6,2023-03-31,Boldhaven Management LLP,ARCADIS N.V.,archive
NL0010391025,0.79,2023-03-31,Citadel Advisors LLC,Pharming Group N.V.,archive
NL0015000CZ2,0.5,2023-03-31,GSA Capital Partners LLP,Ebusco Holding N.V.,archive
NL0012817175,0.94,2023-03-31,JPMorgan Asset Management (UK) Ltd.,Alfen N.V.,archive
NL0013267909,0.48,2023-03-31,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0009739416,0.49,2023-03-31,"WorldQuant, LLC",PostNL N.V.,archive
NL0012817175,1.21,2023-03-30,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
NL0000009538,0.74,2023-03-30,Citadel Advisors LLC,Koninklijke Philips N.V.,archive
NL0000009538,0.7,2023-03-30,Greenvale Capital LLP,Koninklijke Philips N.V.,archive
NL0013267909,0.58,2023-03-30,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0012866412,3.81,2023-03-30,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000334118,0.51,2023-03-30,Qube Research & Technologies Ltd.,ASM International N.V.,archive
BE0003818359,0.49,2023-03-30,Qube Research & Technologies Ltd.,Galapagos NV,archive
NL0009739416,0.57,2023-03-30,Qube Research & Technologies Ltd.,PostNL N.V.,archive
BE0003818359,0.61,2023-03-29,"Arrowstreet Capital, Limited Partnership",Galapagos NV,archive
FR0013326246,0.49,2023-03-29,CapeView Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0010391025,0.84,2023-03-29,Citadel Advisors LLC,Pharming Group N.V.,archive
NL0013332471,0.71,2023-03-29,Citadel Advisors LLC,TomTom N.V.,archive
NL0012817175,0.8,2023-03-29,JPMorgan Asset Management (UK) Ltd.,Alfen N.V.,archive
FR0013326246,0.83,2023-03-29,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0013267909,0.64,2023-03-29,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0000337319,0.59,2023-03-29,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0000009538,0.49,2023-03-29,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL0010391025,0.79,2023-03-28,Citadel Advisors LLC,Pharming Group N.V.,archive
NL0012817175,1.0,2023-03-28,Marble Bar Asset Management LLP,Alfen N.V.,archive
LU0569974404,0.58,2023-03-28,Pantechnicon Advisors LLP,Aperam S.A.,archive
NL0000009538,1.4,2023-03-28,Viking Global Investors LP,Koninklijke Philips N.V.,archive
NL0010391025,0.37,2023-03-28,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0012817175,1.11,2023-03-27,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
NL0011872650,0.56,2023-03-27,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,archive
NL0000009538,0.5,2023-03-27,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL0012866412,3.61,2023-03-27,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0010391025,0.63,2023-03-27,"WorldQuant, LLC",Pharming Group N.V.,archive
BE0003818359,0.52,2023-03-24,"Arrowstreet Capital, Limited Partnership",Galapagos NV,archive
NL0010558797,0.48,2023-03-24,Citadel Advisors LLC,OCI N.V.,archive
NL0012817175,0.91,2023-03-24,Marble Bar Asset Management LLP,Alfen N.V.,archive
NL0012817175,1.29,2023-03-24,Marshall Wace LLP,Alfen N.V.,archive
LU0569974404,0.6,2023-03-24,Pantechnicon Advisors LLP,Aperam S.A.,archive
NL0009739416,0.6,2023-03-24,Qube Research & Technologies Ltd.,PostNL N.V.,archive
NL0000289213,1.33,2023-03-24,Toscafund Asset Management LLP,Wereldhave N.V.,archive
NL0012817175,0.53,2023-03-24,"WorldQuant, LLC",Alfen N.V.,archive
NL0012866412,3.54,2023-03-23,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0010391025,0.75,2023-03-23,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0012817175,0.55,2023-03-22,AllianceBernstein L.P.,Alfen N.V.,archive
NL0012817175,1.01,2023-03-22,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
NL0000009538,0.6,2023-03-22,Citadel Advisors LLC,Koninklijke Philips N.V.,archive
NL0010391025,0.85,2023-03-22,Citadel Advisors LLC,Pharming Group N.V.,archive
FR0013326246,0.71,2023-03-22,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0012866412,3.42,2023-03-22,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000009538,1.39,2023-03-22,Viking Global Investors LP,Koninklijke Philips N.V.,archive
NL0010391025,0.84,2023-03-22,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0012817175,0.8,2023-03-21,Marble Bar Asset Management LLP,Alfen N.V.,archive
NL0012866412,3.36,2023-03-21,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0009739416,0.58,2023-03-21,Qube Research & Technologies Ltd.,PostNL N.V.,archive
NL0010391025,0.69,2023-03-21,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0010558797,0.51,2023-03-20,Citadel Advisors LLC,OCI N.V.,archive
NL0012817175,1.39,2023-03-20,Marshall Wace LLP,Alfen N.V.,archive
NL0012866412,3.26,2023-03-20,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0010391025,0.54,2023-03-20,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0009739416,0.54,2023-03-20,"WorldQuant, LLC",PostNL N.V.,archive
NL0012817175,0.91,2023-03-17,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
NL0010391025,0.98,2023-03-17,Citadel Advisors LLC,Pharming Group N.V.,archive
NL0013332471,0.61,2023-03-17,Citadel Advisors LLC,TomTom N.V.,archive
NL0012817175,0.46,2023-03-17,"Clear Sky Advisers, LLC",Alfen N.V.,archive
NL0000009538,0.49,2023-03-17,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL0012817175,0.59,2023-03-17,Pictet Asset Management S.A.,Alfen N.V.,archive
NL0012866412,3.17,2023-03-17,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0009739416,0.61,2023-03-17,Qube Research & Technologies Ltd.,PostNL N.V.,archive
NL00150003E1,0.61,2023-03-17,Voleon Capital Management LP,Fugro N.V.,archive
NL0011821392,1.22,2023-03-16,AKO Capital LLP,Signify N.V.,archive
NL0010801007,0.45,2023-03-16,"AQR Capital Management, LLC",IMCD N.V.,archive
FR0013326246,0.63,2023-03-16,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0012817175,1.49,2023-03-16,Marshall Wace LLP,Alfen N.V.,archive
NL0010391025,0.44,2023-03-16,Millennium International Management LP,Pharming Group N.V.,archive
BE0003818359,0.5,2023-03-16,Qube Research & Technologies Ltd.,Galapagos NV,archive
NL0011872650,0.49,2023-03-15,CapeView Capital LLP,Basic-Fit N.V.,archive
NL0012817175,0.51,2023-03-15,"Clear Sky Advisers, LLC",Alfen N.V.,archive
FR0013326246,0.57,2023-03-15,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0012817175,1.5,2023-03-15,Marshall Wace LLP,Alfen N.V.,archive
NL0012866412,0.49,2023-03-15,"WorldQuant, LLC",BE Semiconductor Industries N.V.,archive
NL0012817175,0.81,2023-03-14,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
NL0000009538,0.5,2023-03-14,Citadel Advisors LLC,Koninklijke Philips N.V.,archive
NL0013332471,0.57,2023-03-14,Citadel Advisors LLC,TomTom N.V.,archive
NL0000360618,0.69,2023-03-14,JPMorgan Asset Management (UK) Ltd.,SBM Offshore N.V.,archive
NL0013267909,0.7,2023-03-14,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0000009538,0.56,2023-03-14,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL0012866412,3.0,2023-03-14,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0009739416,0.49,2023-03-14,"WorldQuant, LLC",PostNL N.V.,archive
NL0011821392,1.17,2023-03-13,AKO Capital LLP,Signify N.V.,archive
NL0011872650,0.53,2023-03-13,CapeView Capital LLP,Basic-Fit N.V.,archive
FR0013326246,0.5,2023-03-13,CapeView Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0013332471,0.6,2023-03-13,Citadel Advisors LLC,TomTom N.V.,archive
NL0000009538,0.62,2023-03-13,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL0010391025,0.58,2023-03-13,Millennium International Management LP,Pharming Group N.V.,archive
NL0012866412,2.8,2023-03-13,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0011872650,0.49,2023-03-10,CapeView Capital LLP,Basic-Fit N.V.,archive
FR0013326246,0.49,2023-03-10,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0012817175,0.77,2023-03-10,Marble Bar Asset Management LLP,Alfen N.V.,archive
NL0013267909,0.62,2023-03-10,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0012866412,2.76,2023-03-10,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL00150003E1,0.54,2023-03-10,Voleon Capital Management LP,Fugro N.V.,archive
NL0010391025,0.61,2023-03-09,Millennium International Management LP,Pharming Group N.V.,archive
NL0012866412,2.66,2023-03-09,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000289213,1.87,2023-03-09,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
NL0000337319,0.48,2023-03-08,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
NL0012817175,0.6,2023-03-08,Pictet Asset Management S.A.,Alfen N.V.,archive
NL0000289213,1.28,2023-03-08,Toscafund Asset Management LLP,Wereldhave N.V.,archive
NL0000289213,1.98,2023-03-08,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
NL0012866412,0.51,2023-03-08,"WorldQuant, LLC",BE Semiconductor Industries N.V.,archive
NL0012817175,0.6,2023-03-07,AllianceBernstein L.P.,Alfen N.V.,archive
NL0000009538,0.7,2023-03-07,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL00150003E1,0.6,2023-03-07,Voleon Capital Management LP,Fugro N.V.,archive
NL0012817175,0.59,2023-03-06,AllianceBernstein L.P.,Alfen N.V.,archive
NL0013332471,0.59,2023-03-06,Citadel Advisors LLC,TomTom N.V.,archive
NL0012817175,1.42,2023-03-06,Marshall Wace LLP,Alfen N.V.,archive
NL0000009538,0.69,2023-03-06,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL0000289213,2.04,2023-03-06,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
NL0009739416,0.5,2023-03-03,"WorldQuant, LLC",PostNL N.V.,archive
NL0011872650,0.51,2023-03-02,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,archive
NL0009739416,0.49,2023-03-02,Marshall Wace LLP,PostNL N.V.,archive
NL0012817175,0.7,2023-03-01,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
NL0013332471,0.68,2023-03-01,Citadel Advisors LLC,TomTom N.V.,archive
FR0013326246,0.51,2023-03-01,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0012817175,0.81,2023-03-01,Marble Bar Asset Management LLP,Alfen N.V.,archive
NL0009739416,0.54,2023-03-01,Marshall Wace LLP,PostNL N.V.,archive
NL0012817175,0.55,2023-03-01,Pictet Asset Management S.A.,Alfen N.V.,archive
NL0012866412,2.51,2023-03-01,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0009739416,0.45,2023-03-01,Qube Research & Technologies Ltd.,PostNL N.V.,archive
NL0000289213,2.16,2023-03-01,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
NL0009739416,0.74,2023-02-28,Marshall Wace LLP,PostNL N.V.,archive
NL0012866412,2.38,2023-02-28,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0009739416,0.58,2023-02-28,Qube Research & Technologies Ltd.,PostNL N.V.,archive
NL0013267909,0.51,2023-02-27,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0009739416,0.91,2023-02-27,Marshall Wace LLP,PostNL N.V.,archive
NL0009739416,0.41,2023-02-27,Millennium Capital Partners LLP,PostNL N.V.,archive
NL0011821392,0.49,2023-02-27,Millennium International Management LP,Signify N.V.,archive
NL0012866412,2.26,2023-02-27,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000289213,2.27,2023-02-27,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
NL0000337319,0.55,2023-02-24,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
NL0000337319,0.61,2023-02-24,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.5,2023-02-24,Millennium International Management LP,Pharming Group N.V.,archive
NL0012866412,2.17,2023-02-24,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL00150003E1,0.5,2023-02-24,Voleon Capital Management LP,Fugro N.V.,archive
NL0012866412,2.08,2023-02-23,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0013332471,0.77,2023-02-22,Citadel Advisors LLC,TomTom N.V.,archive
NL0012866412,0.7,2023-02-22,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,archive
NL0012866412,0.48,2023-02-22,Marshall Wace LLP,BE Semiconductor Industries N.V.,archive
NL0012866412,1.89,2023-02-22,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000009538,1.45,2023-02-22,Viking Global Investors LP,Koninklijke Philips N.V.,archive
NL0012817175,0.61,2023-02-21,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
NL0000337319,0.6,2023-02-21,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
NL0012817175,0.73,2023-02-21,JPMorgan Asset Management (UK) Ltd.,Alfen N.V.,archive
FR0013326246,0.49,2023-02-21,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0012866412,1.63,2023-02-21,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000009538,1.5,2023-02-21,Viking Global Investors LP,Koninklijke Philips N.V.,archive
NL0000337319,0.58,2023-02-20,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
NL0010391025,0.47,2023-02-20,Millennium International Management LP,Pharming Group N.V.,archive
NL0012866412,1.56,2023-02-17,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000009538,1.49,2023-02-17,Viking Global Investors LP,Koninklijke Philips N.V.,archive
NL0013332471,0.88,2023-02-16,Citadel Advisors LLC,TomTom N.V.,archive
FR0013326246,0.53,2023-02-16,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0012866412,0.45,2023-02-16,Millennium International Management LP,BE Semiconductor Industries N.V.,archive
NL0011821392,0.59,2023-02-16,Millennium International Management LP,Signify N.V.,archive
NL0012866412,1.61,2023-02-16,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0010391025,0.49,2023-02-15,Lazard Asset Management LLC,Pharming Group N.V.,archive
NL0012817175,0.77,2023-02-15,Marble Bar Asset Management LLP,Alfen N.V.,archive
NL0012817175,1.3,2023-02-15,Marshall Wace LLP,Alfen N.V.,archive
NL0012866412,0.54,2023-02-15,Millennium International Management LP,BE Semiconductor Industries N.V.,archive
NL0010801007,0.59,2023-02-14,"AQR Capital Management, LLC",IMCD N.V.,archive
NL0012817175,0.67,2023-02-14,Marble Bar Asset Management LLP,Alfen N.V.,archive
NL0013267909,0.49,2023-02-14,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0012817175,1.29,2023-02-13,Marshall Wace LLP,Alfen N.V.,archive
NL0000009538,0.78,2023-02-13,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL0011821392,0.69,2023-02-13,Millennium International Management LP,Signify N.V.,archive
NL0009269109,0.44,2023-02-13,SIH Partners LLLP,Koninklijke Heijmans N.V.,archive
NL0012817175,1.33,2023-02-10,Marshall Wace LLP,Alfen N.V.,archive
NL0012866412,0.53,2023-02-10,Marshall Wace LLP,BE Semiconductor Industries N.V.,archive
NL0012866412,0.63,2023-02-10,Millennium International Management LP,BE Semiconductor Industries N.V.,archive
NL0000009538,1.54,2023-02-10,Viking Global Investors LP,Koninklijke Philips N.V.,archive
NL0013267909,0.58,2023-02-08,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0000337319,0.58,2023-02-08,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0009739416,1.27,2023-02-08,Marshall Wace LLP,PostNL N.V.,archive
NL0011821392,0.7,2023-02-08,Millennium International Management LP,Signify N.V.,archive
NL0009269109,0.51,2023-02-08,SIH Partners LLLP,Koninklijke Heijmans N.V.,archive
NL0013332471,0.9,2023-02-07,Citadel Advisors LLC,TomTom N.V.,archive
NL0012866412,0.7,2023-02-07,Millennium International Management LP,BE Semiconductor Industries N.V.,archive
NL0012866412,1.54,2023-02-07,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0012866412,0.69,2023-02-06,Millennium International Management LP,BE Semiconductor Industries N.V.,archive
NL0012866412,1.44,2023-02-06,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0011872650,0.49,2023-02-06,SIH Partners LLLP,Basic-Fit N.V.,archive
NL0000009538,1.79,2023-02-06,Viking Global Investors LP,Koninklijke Philips N.V.,archive
FR0013326246,0.49,2023-02-03,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0013267909,0.6,2023-02-03,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0011821392,0.48,2023-02-03,Millennium Capital Partners LLP,Signify N.V.,archive
NL0011821392,0.66,2023-02-03,Millennium International Management LP,Signify N.V.,archive
LU0569974404,0.54,2023-02-03,Pantechnicon Advisors LLP,Aperam S.A.,archive
NL0012866412,1.38,2023-02-03,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0011872650,0.5,2023-02-03,SIH Partners LLLP,Basic-Fit N.V.,archive
NL0009269109,0.49,2023-02-03,SIH Partners LLLP,Koninklijke Heijmans N.V.,archive
NL0000009538,1.81,2023-02-03,Viking Global Investors LP,Koninklijke Philips N.V.,archive
NL0012866412,0.46,2023-02-03,"WorldQuant, LLC",BE Semiconductor Industries N.V.,archive
NL0000009538,0.44,2023-02-02,Citadel Advisors Europe Limited,Koninklijke Philips N.V.,archive
NL0012817175,0.76,2023-02-02,Marble Bar Asset Management LLP,Alfen N.V.,archive
NL0011821392,0.54,2023-02-02,Millennium Capital Partners LLP,Signify N.V.,archive
NL0011872650,0.49,2023-02-02,SIH Partners LLLP,Basic-Fit N.V.,archive
NL0000009538,1.94,2023-02-02,Viking Global Investors LP,Koninklijke Philips N.V.,archive
NL0000009538,0.65,2023-02-01,Greenvale Capital LLP,Koninklijke Philips N.V.,archive
NL0000360618,0.7,2023-02-01,JPMorgan Asset Management (UK) Ltd.,SBM Offshore N.V.,archive
NL0012817175,1.29,2023-02-01,Marshall Wace LLP,Alfen N.V.,archive
NL0011821392,0.61,2023-02-01,Millennium Capital Partners LLP,Signify N.V.,archive
NL0010558797,0.48,2023-02-01,Millennium International Management LP,OCI N.V.,archive
NL0015000CZ2,0.83,2023-02-01,Otus Capital Management Ltd.,Ebusco Holding N.V.,archive
NL0012866412,1.27,2023-02-01,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000009538,0.83,2023-01-31,Marshall Wace LLP,Koninklijke Philips N.V.,archive
NL0012866412,0.87,2023-01-31,Millennium International Management LP,BE Semiconductor Industries N.V.,archive
NL0012866412,1.5,2023-01-31,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0000289213,1.3,2023-01-31,Toscafund Asset Management LLP,Wereldhave N.V.,archive
NL0000009538,0.56,2023-01-30,Citadel Advisors Europe Limited,Koninklijke Philips N.V.,archive
NL0013332471,0.82,2023-01-30,Citadel Advisors LLC,TomTom N.V.,archive
NL0012866412,1.42,2023-01-30,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,archive
NL0011872650,0.49,2023-01-30,Praxis Alpha Partners LLP,Basic-Fit N.V.,archive
NL0011821392,1.21,2023-01-27,AKO Capital LLP,Signify N.V.,archive
BMG3602E1084,0.55,2023-01-27,Canada Pension Plan Investment Board,Flow Traders Ltd.,archive
NL0013267909,0.52,2023-01-27,Marshall Wace LLP,Akzo Nobel N.V.,archive
NL0012817175,1.39,2023-01-27,Marshall Wace LLP,Alfen N.V.,archive
NL0000009538,0.71,2023-01-27,Marshall Wace LLP,Koninklijke Philips N.V.,archive
