isin,net_short_position,position_date,position_holder,issuer_name,source
NL0011821202,0.98,2018-03-23,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0011794037,0.78,2018-03-23,"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,archive
NL0000009538,0.98,2018-03-23,"Bridgewater Associates, LP",Koninklijke Philips N.V.,archive
NL0000352565,1.41,2018-03-23,Capital Fund Management S.A.,Fugro N.V.,archive
NL0000289213,0.59,2018-03-23,Citadel Advisors II LLC,Wereldhave N.V.,archive
NL0006237562,1.32,2018-03-23,Marshall Wace LLP,ARCADIS N.V.,archive
NL0000337319,2.32,2018-03-23,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0000289213,1.76,2018-03-23,Marshall Wace LLP,Wereldhave N.V.,archive
NL0010558797,0.51,2018-03-23,Systematica Investments Limited,OCI N.V.,archive
BE0003818359,0.8,2018-03-23,"WorldQuant, LLC",Galapagos NV,archive
NL0000337319,0.77,2018-03-23,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0010558797,0.62,2018-03-23,"WorldQuant, LLC",OCI N.V.,archive
NL0009739416,1.81,2018-03-23,"WorldQuant, LLC",PostNL N.V.,archive
NL0000289213,0.5,2018-03-22,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,archive
NL0012650360,0.54,2018-03-22,"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,archive
NL0000337319,2.27,2018-03-22,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0010558797,0.49,2018-03-22,Systematica Investments Limited,OCI N.V.,archive
NL0009739416,1.79,2018-03-22,"WorldQuant, LLC",PostNL N.V.,archive
NL0009432491,2.49,2018-03-21,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,archive
NL0000339760,0.51,2018-03-21,BNP Paribas S.A.,BE Semiconductor Industries N.V.,archive
NL0010273215,0.83,2018-03-21,"Bridgewater Associates, LP",ASML Holding N.V.,archive
NL0011821202,0.84,2018-03-21,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0000009538,0.83,2018-03-21,"Bridgewater Associates, LP",Koninklijke Philips N.V.,archive
NL0000289213,0.61,2018-03-21,"Clinton Group, Inc",Wereldhave N.V.,archive
NL0000339760,1.1,2018-03-21,CQS (UK) LLP,BE Semiconductor Industries N.V.,archive
NL0000339760,0.71,2018-03-21,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,archive
NL0000352565,1.13,2018-03-21,HBK Investments LP,Fugro N.V.,archive
NL0000339760,0.5,2018-03-21,Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,archive
NL0000289213,1.6,2018-03-21,Marshall Wace LLP,Wereldhave N.V.,archive
NL0000289213,0.78,2018-03-21,Millennium International Management LP,Wereldhave N.V.,archive
NL0000289213,0.59,2018-03-21,"PDT Partners, LLC",Wereldhave N.V.,archive
NL0000352565,0.88,2018-03-21,"WorldQuant, LLC",Fugro N.V.,archive
NL0010558797,0.59,2018-03-21,"WorldQuant, LLC",OCI N.V.,archive
NL0000352565,1.1,2018-03-20,AHL Partners LLP,Fugro N.V.,archive
BE0003818359,2.42,2018-03-20,"AQR Capital Management, LLC",Galapagos NV,archive
NL0011872650,0.35,2018-03-20,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,archive
NL0009739416,0.71,2018-03-20,"BlueMountain Capital Management, LLC",PostNL N.V.,archive
NL0000339760,0.49,2018-03-20,BNP Paribas S.A.,BE Semiconductor Industries N.V.,archive
NL0000352565,1.34,2018-03-20,Capital Fund Management S.A.,Fugro N.V.,archive
NL0010391025,1.99,2018-03-20,Marshall Wace LLP,Pharming Group N.V.,archive
NL0010558797,0.5,2018-03-20,Systematica Investments Limited,OCI N.V.,archive
NL0000352565,0.91,2018-03-20,"WorldQuant, LLC",Fugro N.V.,archive
NL0010558797,0.6,2018-03-20,"WorldQuant, LLC",OCI N.V.,archive
NL0010273215,0.71,2018-03-19,"Bridgewater Associates, LP",ASML Holding N.V.,archive
NL0000289213,1.01,2018-03-19,Capital Fund Management S.A.,Wereldhave N.V.,archive
NL0006237562,1.2,2018-03-19,Marshall Wace LLP,ARCADIS N.V.,archive
NL0010391025,2.04,2018-03-19,Marshall Wace LLP,Pharming Group N.V.,archive
NL0000289213,1.55,2018-03-19,Marshall Wace LLP,Wereldhave N.V.,archive
BE0003818359,0.69,2018-03-19,Millennium International Management LP,Galapagos NV,archive
NL0000352565,0.5,2018-03-19,Systematica Investments Limited,Fugro N.V.,archive
NL0000303709,0.62,2018-03-19,Viking Global Investors LP,AEGON Ltd.,archive
NL0000352565,0.89,2018-03-19,"WorldQuant, LLC",Fugro N.V.,archive
NL0000337319,0.87,2018-03-19,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000009082,0.48,2018-03-16,BNP Paribas S.A.,Koninklijke KPN N.V.,archive
NL0000337319,2.18,2018-03-16,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0000888691,0.58,2018-03-16,Millennium International Management LP,AMG Critical Materials N.V.,archive
LU0569974404,0.45,2018-03-16,Millennium International Management LP,Aperam S.A.,archive
BE0003818359,0.7,2018-03-16,Millennium International Management LP,Galapagos NV,archive
NL0011660485,0.68,2018-03-16,Renaissance Technologies LLC,Sif Holding N.V.,archive
NL0006237562,1.08,2018-03-16,Sculptor Capital Management Europe Limited,ARCADIS N.V.,archive
NL0000352565,0.6,2018-03-15,Arrowgrass Capital Partners LLP,Fugro N.V.,archive
NL0000289213,0.6,2018-03-15,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,archive
NL0011872650,0.54,2018-03-15,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,archive
NL0009739416,0.64,2018-03-15,"BlueMountain Capital Management, LLC",PostNL N.V.,archive
NL0000289213,0.5,2018-03-15,"Clinton Group, Inc",Wereldhave N.V.,archive
NL0000339760,1.21,2018-03-15,CQS (UK) LLP,BE Semiconductor Industries N.V.,archive
NL0000352565,0.51,2018-03-15,Lazard Asset Management LLC,Fugro N.V.,archive
NL0006237562,1.13,2018-03-15,Marshall Wace LLP,ARCADIS N.V.,archive
NL0010391025,2.17,2018-03-15,Marshall Wace LLP,Pharming Group N.V.,archive
NL0000337319,0.65,2018-03-15,RAM Active Investments SA,Koninklijke BAM Groep N.V.,archive
NL0006237562,0.98,2018-03-15,Sculptor Capital Management Europe Limited,ARCADIS N.V.,archive
NL0000352565,0.9,2018-03-15,"WorldQuant, LLC",Fugro N.V.,archive
NL0009739416,1.84,2018-03-15,"WorldQuant, LLC",PostNL N.V.,archive
NL0011872650,0.68,2018-03-14,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,archive
NL0000352565,1.2,2018-03-14,Capital Fund Management S.A.,Fugro N.V.,archive
NL0000289213,1.4,2018-03-14,Marshall Wace LLP,Wereldhave N.V.,archive
BE0003818359,0.69,2018-03-14,Millennium International Management LP,Galapagos NV,archive
NL0000352565,1.3,2018-03-14,Sculptor Capital Management Europe Limited,Fugro N.V.,archive
BE0003818359,0.71,2018-03-14,"WorldQuant, LLC",Galapagos NV,archive
NL0000337319,0.99,2018-03-14,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000352565,1.01,2018-03-13,AHL Partners LLP,Fugro N.V.,archive
BE0003818359,2.3,2018-03-13,"AQR Capital Management, LLC",Galapagos NV,archive
NL0000009082,0.91,2018-03-13,"AQR Capital Management, LLC",Koninklijke KPN N.V.,archive
NL0010558797,1.2,2018-03-13,"AQR Capital Management, LLC",OCI N.V.,archive
NL0000360618,0.59,2018-03-13,"BlueMountain Capital Management, LLC",SBM Offshore N.V.,archive
NL0000352565,1.01,2018-03-13,HBK Investments LP,Fugro N.V.,archive
NL0000352565,0.5,2018-03-13,Oxford Asset Management,Fugro N.V.,archive
NL0010558797,0.49,2018-03-13,Systematica Investments Limited,OCI N.V.,archive
NL0000337319,1.0,2018-03-13,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,1.71,2018-03-13,"WorldQuant, LLC",PostNL N.V.,archive
NL0009739416,0.5,2018-03-12,"BlueMountain Capital Management, LLC",PostNL N.V.,archive
NL0011794037,0.6,2018-03-12,"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,archive
NL0000352565,0.62,2018-03-12,Canada Pension Plan Investment Board,Fugro N.V.,archive
NL0009739416,0.8,2018-03-12,Canada Pension Plan Investment Board,PostNL N.V.,archive
NL0011279492,0.59,2018-03-12,"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,archive
LU0569974404,0.72,2018-03-12,CQS (UK) LLP,Aperam S.A.,archive
NL0006237562,1.02,2018-03-12,Marshall Wace LLP,ARCADIS N.V.,archive
NL0000289213,1.31,2018-03-12,Marshall Wace LLP,Wereldhave N.V.,archive
NL0000289213,0.69,2018-03-12,"PDT Partners, LLC",Wereldhave N.V.,archive
NL0006237562,0.62,2018-03-12,Sculptor Capital Management Europe Limited,ARCADIS N.V.,archive
NL0010558797,0.59,2018-03-12,"WorldQuant, LLC",OCI N.V.,archive
NL0000009082,0.89,2018-03-09,"AQR Capital Management, LLC",Koninklijke KPN N.V.,archive
NL0000009082,0.5,2018-03-09,BNP Paribas S.A.,Koninklijke KPN N.V.,archive
NL0011821202,0.71,2018-03-09,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0000009538,0.71,2018-03-09,"Bridgewater Associates, LP",Koninklijke Philips N.V.,archive
NL0009739416,0.71,2018-03-09,Canada Pension Plan Investment Board,PostNL N.V.,archive
NL0000352565,1.16,2018-03-09,Capital Fund Management S.A.,Fugro N.V.,archive
LU0569974404,0.69,2018-03-09,CQS (UK) LLP,Aperam S.A.,archive
NL0000289213,0.5,2018-03-09,GSA Capital Partners LLP,Wereldhave N.V.,archive
NL0000352565,0.99,2018-03-09,HBK Investments LP,Fugro N.V.,archive
NL0010391025,0.75,2018-03-09,"PDT Partners, LLC",Pharming Group N.V.,archive
NL0000289213,0.7,2018-03-09,"PDT Partners, LLC",Wereldhave N.V.,archive
NL0000339760,1.95,2018-03-09,Scopia Capital Management LP,BE Semiconductor Industries N.V.,archive
NL0006237562,0.54,2018-03-09,Sculptor Capital Management Europe Limited,ARCADIS N.V.,archive
NL0009739416,1.61,2018-03-09,"WorldQuant, LLC",PostNL N.V.,archive
BE0003818359,2.29,2018-03-08,"AQR Capital Management, LLC",Galapagos NV,archive
NL0000360618,1.99,2018-03-08,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0009432491,0.6,2018-03-08,Balyasny Asset Management (UK) LLP,Koninklijke Vopak N.V.,archive
NL0000352565,0.82,2018-03-08,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,archive
NL0000289213,0.59,2018-03-08,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,archive
NL0000352565,0.53,2018-03-08,BlueCrest Capital Management Limited,Fugro N.V.,archive
NL0011821202,0.69,2018-03-08,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0009739416,0.63,2018-03-08,Canada Pension Plan Investment Board,PostNL N.V.,archive
LU0569974404,0.59,2018-03-08,CQS (UK) LLP,Aperam S.A.,archive
NL0000289213,0.44,2018-03-08,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,archive
NL0000289213,1.21,2018-03-08,Marshall Wace LLP,Wereldhave N.V.,archive
NL0000289213,0.69,2018-03-08,"PDT Partners, LLC",Wereldhave N.V.,archive
NL0000339760,1.84,2018-03-08,Scopia Capital Management LP,BE Semiconductor Industries N.V.,archive
NL0000352565,0.8,2018-03-08,"WorldQuant, LLC",Fugro N.V.,archive
NL0009739416,1.56,2018-03-08,"WorldQuant, LLC",PostNL N.V.,archive
BE0003818359,2.19,2018-03-07,"AQR Capital Management, LLC",Galapagos NV,archive
NL0000352565,0.59,2018-03-07,Arrowgrass Capital Partners LLP,Fugro N.V.,archive
NL0000360618,0.6,2018-03-07,"BlueMountain Capital Management, LLC",SBM Offshore N.V.,archive
NL0011821202,0.7,2018-03-07,"Bridgewater Associates, LP",ING Groep N.V.,archive
LU0569974404,0.61,2018-03-07,CQS (UK) LLP,Aperam S.A.,archive
NL0006237562,0.91,2018-03-07,Marshall Wace LLP,ARCADIS N.V.,archive
NL0000337319,0.48,2018-03-07,"PDT Partners, LLC",Koninklijke BAM Groep N.V.,archive
NL0000339760,1.28,2018-03-07,Scopia Capital Management LP,BE Semiconductor Industries N.V.,archive
BE0003818359,0.62,2018-03-07,"WorldQuant, LLC",Galapagos NV,archive
NL0011279492,0.47,2018-03-06,GSA Capital Partners LLP,Flow Traders Ltd.,archive
NL0000339760,0.49,2018-03-06,Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,archive
NL0011540547,0.67,2018-03-06,Marshall Wace LLP,ABN AMRO Bank NV,archive
NL0000337319,2.28,2018-03-06,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0000289213,1.13,2018-03-06,Marshall Wace LLP,Wereldhave N.V.,archive
NL0000339760,0.59,2018-03-06,Scopia Capital Management LP,BE Semiconductor Industries N.V.,archive
NL0000303709,0.52,2018-03-06,Viking Global Investors LP,AEGON Ltd.,archive
NL0000337319,0.95,2018-03-06,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,1.44,2018-03-06,"WorldQuant, LLC",PostNL N.V.,archive
NL0000352565,0.99,2018-03-05,AHL Partners LLP,Fugro N.V.,archive
NL0000337319,0.59,2018-03-05,AHL Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000360618,2.01,2018-03-05,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0011821202,0.68,2018-03-05,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0000337319,0.71,2018-03-05,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,archive
NL0000360618,0.5,2018-03-05,"Connor, Clark & Lunn Investment Management Ltd.",SBM Offshore N.V.,archive
NL0010391025,2.25,2018-03-05,Marshall Wace LLP,Pharming Group N.V.,archive
NL0000337319,0.5,2018-03-05,"PDT Partners, LLC",Koninklijke BAM Groep N.V.,archive
NL0000289213,0.78,2018-03-05,"PDT Partners, LLC",Wereldhave N.V.,archive
NL0011279492,0.45,2018-03-05,"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,archive
NL0000352565,0.72,2018-03-05,"WorldQuant, LLC",Fugro N.V.,archive
NL0000337319,1.07,2018-03-05,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,1.35,2018-03-05,"WorldQuant, LLC",PostNL N.V.,archive
NL0000352565,1.02,2018-03-02,AHL Partners LLP,Fugro N.V.,archive
NL0010273215,0.63,2018-03-02,"Bridgewater Associates, LP",ASML Holding N.V.,archive
NL0011821202,0.7,2018-03-02,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0006237562,0.84,2018-03-02,Marshall Wace LLP,ARCADIS N.V.,archive
NL0009739416,0.47,2018-03-02,Marshall Wace LLP,PostNL N.V.,archive
NL0000289213,0.81,2018-03-02,Millennium International Management LP,Wereldhave N.V.,archive
NL0000337319,0.49,2018-03-02,"PDT Partners, LLC",Koninklijke BAM Groep N.V.,archive
NL0000289213,0.8,2018-03-02,"PDT Partners, LLC",Wereldhave N.V.,archive
NL0011821392,0.49,2018-03-02,Tower House Partners LLP,Signify N.V.,archive
NL0000337319,1.16,2018-03-02,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,1.23,2018-03-02,"WorldQuant, LLC",PostNL N.V.,archive
NL0000289213,2.02,2018-03-02,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0000009082,0.9,2018-03-01,"AQR Capital Management, LLC",Koninklijke KPN N.V.,archive
NL0009432491,2.58,2018-03-01,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,archive
NL0009432491,0.59,2018-03-01,Balyasny Asset Management (UK) LLP,Koninklijke Vopak N.V.,archive
NL0009432491,0.49,2018-03-01,BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,archive
NL0000352565,0.47,2018-03-01,BlueCrest Capital Management Limited,Fugro N.V.,archive
NL0011279492,0.68,2018-03-01,"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,archive
NL0000339760,0.5,2018-03-01,Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,archive
NL0000352565,0.64,2018-03-01,Jupiter Investment Management Limited,Fugro N.V.,archive
NL0006237562,1.45,2018-03-01,Lansdowne Partners (UK) LLP,ARCADIS N.V.,archive
NL0010391025,2.15,2018-03-01,Marshall Wace LLP,Pharming Group N.V.,archive
NL0009739416,0.5,2018-03-01,Marshall Wace LLP,PostNL N.V.,archive
NL0000352565,0.61,2018-03-01,"WorldQuant, LLC",Fugro N.V.,archive
NL0000337319,1.28,2018-03-01,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,1.08,2018-03-01,"WorldQuant, LLC",PostNL N.V.,archive
NL0010558797,0.49,2018-02-28,"BlueMountain Capital Management, LLC",OCI N.V.,archive
NL0011794037,0.51,2018-02-28,"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,archive
NL0011279492,0.49,2018-02-28,Capital Fund Management S.A.,Flow Traders Ltd.,archive
NL0010558797,0.6,2018-02-28,Capital Fund Management S.A.,OCI N.V.,archive
NL0000337319,0.69,2018-02-28,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,archive
NL0000289213,0.62,2018-02-28,Citadel Advisors II LLC,Wereldhave N.V.,archive
BE0003818359,0.7,2018-02-28,Millennium International Management LP,Galapagos NV,archive
NL0000337319,1.42,2018-02-28,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,0.9,2018-02-28,"WorldQuant, LLC",PostNL N.V.,archive
NL0000289213,1.98,2018-02-28,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0000352565,0.92,2018-02-27,AHL Partners LLP,Fugro N.V.,archive
NL0000360618,1.94,2018-02-27,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000009082,0.34,2018-02-27,BNP Paribas S.A.,Koninklijke KPN N.V.,archive
NL0000289213,0.91,2018-02-27,Capital Fund Management S.A.,Wereldhave N.V.,archive
NL0011821392,0.06,2018-02-27,GLG Partners LP,Signify N.V.,archive
NL0010391025,2.03,2018-02-27,Marshall Wace LLP,Pharming Group N.V.,archive
NL0000289213,1.03,2018-02-27,Marshall Wace LLP,Wereldhave N.V.,archive
LU0569974404,0.59,2018-02-27,Millennium International Management LP,Aperam S.A.,archive
NL0000289213,0.77,2018-02-27,Millennium International Management LP,Wereldhave N.V.,archive
NL0009739416,0.45,2018-02-27,"PDT Partners, LLC",PostNL N.V.,archive
NL0000337319,0.51,2018-02-27,TT International,Koninklijke BAM Groep N.V.,archive
NL0000352565,0.52,2018-02-27,"WorldQuant, LLC",Fugro N.V.,archive
NL0000337319,1.56,2018-02-27,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,0.72,2018-02-27,"WorldQuant, LLC",PostNL N.V.,archive
NL0000289213,1.88,2018-02-27,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0000360618,1.88,2018-02-26,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000352565,1.21,2018-02-26,Capital Fund Management S.A.,Fugro N.V.,archive
NL0000337319,0.7,2018-02-26,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,archive
NL0009269109,0.01,2018-02-26,Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,archive
NL0006237562,0.71,2018-02-26,Marshall Wace LLP,ARCADIS N.V.,archive
BE0003818359,0.61,2018-02-26,Millennium International Management LP,Galapagos NV,archive
NL0000289213,0.8,2018-02-26,Millennium International Management LP,Wereldhave N.V.,archive
BE0003818359,0.49,2018-02-26,Oxford Asset Management,Galapagos NV,archive
NL0009269109,0.49,2018-02-26,Oxford Asset Management,Koninklijke Heijmans N.V.,archive
NL0009739416,0.51,2018-02-26,"PDT Partners, LLC",PostNL N.V.,archive
NL0000337319,1.71,2018-02-26,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,0.6,2018-02-26,"WorldQuant, LLC",PostNL N.V.,archive
BE0003818359,2.01,2018-02-23,"AQR Capital Management, LLC",Galapagos NV,archive
NL0000360618,1.9,2018-02-23,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
LU0569974404,0.58,2018-02-23,CQS (UK) LLP,Aperam S.A.,archive
NL0011821392,0.5,2018-02-23,GLG Partners LP,Signify N.V.,archive
NL0000337319,2.35,2018-02-23,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0010391025,1.99,2018-02-23,Marshall Wace LLP,Pharming Group N.V.,archive
BE0003818359,0.5,2018-02-23,Oxford Asset Management,Galapagos NV,archive
NL0000337319,0.52,2018-02-23,"PDT Partners, LLC",Koninklijke BAM Groep N.V.,archive
NL0000352565,0.46,2018-02-23,"WorldQuant, LLC",Fugro N.V.,archive
NL0000337319,1.85,2018-02-23,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0009739416,0.58,2018-02-23,"WorldQuant, LLC",PostNL N.V.,archive
NL0000289213,1.73,2018-02-23,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0000352565,0.84,2018-02-22,AHL Partners LLP,Fugro N.V.,archive
NL0000337319,0.63,2018-02-22,AHL Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000352565,0.57,2018-02-22,BlueCrest Capital Management Limited,Fugro N.V.,archive
NL0000337319,0.63,2018-02-22,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,archive
NL0000289213,0.55,2018-02-22,Citadel Advisors II LLC,Wereldhave N.V.,archive
NL0009269109,0.75,2018-02-22,Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,archive
NL0000337319,0.58,2018-02-22,"Davidson Kempner European Partners, LLP",Koninklijke BAM Groep N.V.,archive
NL0000352565,0.5,2018-02-22,Jupiter Investment Management Limited,Fugro N.V.,archive
NL0000337319,2.26,2018-02-22,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0000289213,0.92,2018-02-22,Marshall Wace LLP,Wereldhave N.V.,archive
NL0000337319,0.6,2018-02-22,"PDT Partners, LLC",Koninklijke BAM Groep N.V.,archive
NL0000352565,0.51,2018-02-22,"WorldQuant, LLC",Fugro N.V.,archive
NL0000289213,1.65,2018-02-22,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0011821202,0.6,2018-02-21,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0009269109,0.68,2018-02-21,Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,archive
NL0000339760,0.49,2018-02-21,Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,archive
NL0000337319,0.67,2018-02-21,JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,archive
NL0000337319,2.09,2018-02-21,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
LU0569974404,0.63,2018-02-21,Millennium International Management LP,Aperam S.A.,archive
NL0000337319,0.52,2018-02-21,"PDT Partners, LLC",Koninklijke BAM Groep N.V.,archive
NL0006237562,1.2,2018-02-20,AKO Capital LLP,ARCADIS N.V.,archive
NL0009432491,0.52,2018-02-20,BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,archive
NL0011821202,0.59,2018-02-20,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0011794037,0.48,2018-02-20,"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,archive
NL0000289213,0.82,2018-02-20,Capital Fund Management S.A.,Wereldhave N.V.,archive
NL0009269109,0.72,2018-02-20,Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,archive
NL0011279492,0.79,2018-02-20,"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,archive
NL0011279492,0.59,2018-02-20,GSA Capital Partners LLP,Flow Traders Ltd.,archive
NL0010391025,0.49,2018-02-20,GSA Capital Partners LLP,Pharming Group N.V.,archive
NL0000352565,1.09,2018-02-20,HBK Investments LP,Fugro N.V.,archive
NL0006237562,0.68,2018-02-20,Marshall Wace LLP,ARCADIS N.V.,archive
NL0011794037,0.61,2018-02-20,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,archive
NL0000337319,1.78,2018-02-20,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0009269109,0.52,2018-02-20,Oxford Asset Management,Koninklijke Heijmans N.V.,archive
BE0003818359,0.58,2018-02-20,"WorldQuant, LLC",Galapagos NV,archive
NL0000289213,1.52,2018-02-20,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0000352565,0.72,2018-02-19,AHL Partners LLP,Fugro N.V.,archive
NL0000360618,1.89,2018-02-19,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000289213,0.67,2018-02-19,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,archive
NL0010391025,2.05,2018-02-19,Marshall Wace LLP,Pharming Group N.V.,archive
NL0000289213,0.71,2018-02-19,"PDT Partners, LLC",Wereldhave N.V.,archive
NL0010558797,0.6,2018-02-19,"WorldQuant, LLC",OCI N.V.,archive
NL0009432491,0.64,2018-02-16,Balyasny Asset Management (UK) LLP,Koninklijke Vopak N.V.,archive
NL0000360618,0.51,2018-02-16,"BlueMountain Capital Management, LLC",SBM Offshore N.V.,archive
NL0000289213,0.62,2018-02-16,Citadel Advisors II LLC,Wereldhave N.V.,archive
NL0011279492,0.68,2018-02-16,GSA Capital Partners LLP,Flow Traders Ltd.,archive
NL0010391025,0.51,2018-02-16,GSA Capital Partners LLP,Pharming Group N.V.,archive
NL0009432491,0.6,2018-02-16,Jupiter Investment Management Limited,Koninklijke Vopak N.V.,archive
NL0000303709,0.44,2018-02-16,Marshall Wace LLP,AEGON Ltd.,archive
NL0000337319,1.64,2018-02-16,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0009432491,0.39,2018-02-16,Marshall Wace LLP,Koninklijke Vopak N.V.,archive
NL0000352565,0.48,2018-02-16,"WorldQuant, LLC",Fugro N.V.,archive
NL0010558797,0.59,2018-02-16,"WorldQuant, LLC",OCI N.V.,archive
NL0009739416,0.68,2018-02-16,"WorldQuant, LLC",PostNL N.V.,archive
NL0000289213,1.44,2018-02-16,"WorldQuant, LLC",Wereldhave N.V.,archive
NL0000352565,0.66,2018-02-15,AHL Partners LLP,Fugro N.V.,archive
BE0003818359,0.45,2018-02-15,AHL Partners LLP,Galapagos NV,archive
NL0000360618,1.9,2018-02-15,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000339760,0.5,2018-02-15,BNP Paribas S.A.,BE Semiconductor Industries N.V.,archive
NL0010273215,0.59,2018-02-15,"Bridgewater Associates, LP",ASML Holding N.V.,archive
NL0000289213,0.71,2018-02-15,Citadel Advisors II LLC,Wereldhave N.V.,archive
NL0009269109,0.6,2018-02-15,Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,archive
NL0000289213,0.87,2018-02-15,Marshall Wace LLP,Wereldhave N.V.,archive
LU0569974404,0.5,2018-02-15,Millennium International Management LP,Aperam S.A.,archive
NL0000289213,0.62,2018-02-15,Toscafund Asset Management LLP,Wereldhave N.V.,archive
BE0003818359,1.92,2018-02-14,"AQR Capital Management, LLC",Galapagos NV,archive
NL0009432491,2.69,2018-02-14,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,archive
NL0010558797,0.51,2018-02-14,"BlueMountain Capital Management, LLC",OCI N.V.,archive
NL0011821202,0.67,2018-02-14,"Bridgewater Associates, LP",ING Groep N.V.,archive
NL0000009538,0.67,2018-02-14,"Bridgewater Associates, LP",Koninklijke Philips N.V.,archive
