position_holder,position_date,isin,net_short_position,issuer_name,source
BlackRock Investment Management (UK) Limited,2018-07-27,NL0011821392,0.86,Signify N.V.,archive
Capital Fund Management S.A.,2018-07-27,NL0000352565,1.97,Fugro N.V.,archive
Capital Fund Management S.A.,2018-07-27,NL0009739416,1.09,PostNL N.V.,archive
Citadel Advisors II LLC,2018-07-27,NL0000337319,0.89,Koninklijke BAM Groep N.V.,archive
"D. E. Shaw & Co., L.P.",2018-07-27,NL0000289213,0.51,Wereldhave N.V.,archive
HBK Investments LP,2018-07-27,NL0000352565,1.28,Fugro N.V.,archive
Lansdowne Partners (UK) LLP,2018-07-27,NL0011821392,0.55,Signify N.V.,archive
Marshall Wace LLP,2018-07-27,NL0000352565,1.56,Fugro N.V.,archive
Millennium International Management LP,2018-07-27,NL0000888691,1.02,AMG Critical Materials N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",2018-07-27,NL0011279492,0.72,Flow Traders Ltd.,archive
Scopia Capital Management LP,2018-07-27,NL0012866412,4.18,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-07-27,NL0000352565,1.38,Fugro N.V.,archive
AHL Partners LLP,2018-07-26,NL0000888691,0.71,AMG Critical Materials N.V.,archive
"BlackRock Institutional Trust Company, National Association",2018-07-26,NL0000289213,0.62,Wereldhave N.V.,archive
Capital Fund Management S.A.,2018-07-26,NL0000352565,2.0,Fugro N.V.,archive
"Clinton Group, Inc",2018-07-26,NL0000289213,0.5,Wereldhave N.V.,archive
"Great Point Partners, LLC",2018-07-26,NL0010391025,0.82,Pharming Group N.V.,archive
Jupiter Investment Management Limited,2018-07-26,NL0000352565,1.6,Fugro N.V.,archive
Lansdowne Partners (UK) LLP,2018-07-26,NL0006237562,2.52,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-26,NL0000352565,1.62,Fugro N.V.,archive
Marshall Wace LLP,2018-07-26,BE0003818359,0.52,Galapagos NV,archive
Marshall Wace LLP,2018-07-26,NL0000289213,2.58,Wereldhave N.V.,archive
Scopia Capital Management LP,2018-07-26,NL0012866412,4.02,BE Semiconductor Industries N.V.,archive
Sculptor Capital Management Europe Limited,2018-07-26,NL0006237562,1.3,ARCADIS N.V.,archive
TT International,2018-07-26,NL0006237562,0.51,ARCADIS N.V.,archive
Tybourne Capital Management (HK) Limited,2018-07-26,NL0011821392,2.01,Signify N.V.,archive
"WorldQuant, LLC",2018-07-26,NL0000334118,0.54,ASM International N.V.,archive
"WorldQuant, LLC",2018-07-26,NL0010391025,1.36,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-07-26,NL0009739416,0.88,PostNL N.V.,archive
"AQR Capital Management, LLC",2018-07-25,NL0000360618,2.3,SBM Offshore N.V.,archive
"Clinton Group, Inc",2018-07-25,NL0000289213,0.49,Wereldhave N.V.,archive
"D. E. Shaw & Co., L.P.",2018-07-25,NL0000289213,0.41,Wereldhave N.V.,archive
GSA Capital Partners LLP,2018-07-25,NL0006237562,0.72,ARCADIS N.V.,archive
GSA Capital Partners LLP,2018-07-25,NL0000289213,0.67,Wereldhave N.V.,archive
Millennium International Management LP,2018-07-25,NL0000888691,0.97,AMG Critical Materials N.V.,archive
Scopia Capital Management LP,2018-07-25,NL0012866412,3.68,BE Semiconductor Industries N.V.,archive
Systematica Investments Limited,2018-07-25,NL0000352565,1.01,Fugro N.V.,archive
"WorldQuant, LLC",2018-07-25,NL0010391025,1.53,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-07-25,NL0000289213,1.01,Wereldhave N.V.,archive
BlackRock Investment Management (UK) Limited,2018-07-24,NL0011821392,0.79,Signify N.V.,archive
BlueCrest Capital Management Limited,2018-07-24,NL0000352565,0.69,Fugro N.V.,archive
Capital Fund Management S.A.,2018-07-24,NL0010558797,0.79,OCI N.V.,archive
"D. E. Shaw & Co., L.P.",2018-07-24,NL0000289213,0.5,Wereldhave N.V.,archive
"Great Point Partners, LLC",2018-07-24,NL0010391025,0.62,Pharming Group N.V.,archive
GSA Capital Partners LLP,2018-07-24,NL0006237562,0.68,ARCADIS N.V.,archive
GSA Capital Partners LLP,2018-07-24,NL0000289213,0.73,Wereldhave N.V.,archive
Marshall Wace LLP,2018-07-24,NL0006237562,2.8,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-24,NL0000352565,1.51,Fugro N.V.,archive
Marshall Wace LLP,2018-07-24,NL0000387058,0.8,TomTom N.V.,archive
Marshall Wace LLP,2018-07-24,NL0000289213,2.6,Wereldhave N.V.,archive
Tybourne Capital Management (HK) Limited,2018-07-24,NL0011821392,1.91,Signify N.V.,archive
AHL Partners LLP,2018-07-23,NL0000888691,0.62,AMG Critical Materials N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-07-23,LU0569974404,0.7,Aperam S.A.,archive
B&G Master Fund Plc,2018-07-23,NL0000303709,0.58,AEGON Ltd.,archive
"Great Point Partners, LLC",2018-07-23,NL0010391025,0.54,Pharming Group N.V.,archive
GSA Capital Partners LLP,2018-07-23,NL0000289213,0.82,Wereldhave N.V.,archive
Marshall Wace LLP,2018-07-23,NL0009739416,1.41,PostNL N.V.,archive
Marshall Wace LLP,2018-07-23,NL0000387058,0.73,TomTom N.V.,archive
"WorldQuant, LLC",2018-07-23,NL0010391025,1.41,Pharming Group N.V.,archive
AHL Partners LLP,2018-07-20,NL0009739416,0.61,PostNL N.V.,archive
"AQR Capital Management, LLC",2018-07-20,BE0003818359,2.39,Galapagos NV,archive
Citadel Advisors II LLC,2018-07-20,NL0000337319,0.95,Koninklijke BAM Groep N.V.,archive
JPMorgan Asset Management (UK) Ltd.,2018-07-20,NL0000337319,0.66,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-07-20,NL0006237562,2.71,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-20,NL0000352565,1.4,Fugro N.V.,archive
Marshall Wace LLP,2018-07-20,NL0000387058,0.64,TomTom N.V.,archive
Marshall Wace LLP,2018-07-20,NL0000289213,2.59,Wereldhave N.V.,archive
AHL Partners LLP,2018-07-19,NL0000352565,0.98,Fugro N.V.,archive
Capital Fund Management S.A.,2018-07-19,NL0011279492,0.71,Flow Traders Ltd.,archive
Lansdowne Partners (UK) LLP,2018-07-19,NL0011821392,0.49,Signify N.V.,archive
Marshall Wace LLP,2018-07-19,NL0006237562,2.62,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-19,BE0003818359,0.37,Galapagos NV,archive
Marshall Wace LLP,2018-07-19,NL0000387058,0.56,TomTom N.V.,archive
Scopia Capital Management LP,2018-07-19,NL0012866412,3.32,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-07-19,NL0010391025,1.33,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-07-19,NL0000289213,0.9,Wereldhave N.V.,archive
AHL Partners LLP,2018-07-18,NL0000888691,0.51,AMG Critical Materials N.V.,archive
AHL Partners LLP,2018-07-18,NL0000352565,1.0,Fugro N.V.,archive
AHL Partners LLP,2018-07-18,NL0000337319,0.59,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",2018-07-18,NL0000360618,2.21,SBM Offshore N.V.,archive
B&G Master Fund Plc,2018-07-18,NL0000303709,0.68,AEGON Ltd.,archive
"Goldman Sachs Group Inc., The",2018-07-18,NL0012650360,0.93,RHI Magnesita N.V.,archive
Marshall Wace LLP,2018-07-18,NL0000352565,1.3,Fugro N.V.,archive
Marshall Wace LLP,2018-07-18,NL0009739416,1.34,PostNL N.V.,archive
Marshall Wace LLP,2018-07-18,NL0000387058,0.67,TomTom N.V.,archive
Marshall Wace LLP,2018-07-18,NL0000289213,2.68,Wereldhave N.V.,archive
Oxford Asset Management,2018-07-18,NL0000352565,1.09,Fugro N.V.,archive
Scopia Capital Management LP,2018-07-18,NL0012866412,3.21,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-07-18,NL0000352565,1.41,Fugro N.V.,archive
AHL Partners LLP,2018-07-17,BE0003818359,0.49,Galapagos NV,archive
AKO Capital LLP,2018-07-17,NL0006237562,1.22,ARCADIS N.V.,archive
GSA Capital Partners LLP,2018-07-17,NL0000289213,0.7,Wereldhave N.V.,archive
Marshall Wace Asia Limited,2018-07-17,NL0006237562,0.8,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-17,BE0003818359,0.5,Galapagos NV,archive
Marshall Wace LLP,2018-07-17,NL0000289213,2.7,Wereldhave N.V.,archive
Oxford Asset Management,2018-07-17,NL0000337319,0.49,Koninklijke BAM Groep N.V.,archive
Systematica Investments Limited,2018-07-17,NL0009739416,0.7,PostNL N.V.,archive
"WorldQuant, LLC",2018-07-17,NL0000337319,0.49,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-07-17,NL0010391025,1.24,Pharming Group N.V.,archive
AHL Partners LLP,2018-07-16,NL0009739416,0.53,PostNL N.V.,archive
Capital Fund Management S.A.,2018-07-16,NL0000289213,0.89,Wereldhave N.V.,archive
Citadel Advisors II LLC,2018-07-16,NL0000337319,0.89,Koninklijke BAM Groep N.V.,archive
HBK Investments LP,2018-07-16,NL0000352565,1.31,Fugro N.V.,archive
JPMorgan Asset Management (UK) Ltd.,2018-07-16,NL0000352565,1.41,Fugro N.V.,archive
Lansdowne Partners (UK) LLP,2018-07-16,NL0011821392,0.56,Signify N.V.,archive
Marshall Wace LLP,2018-07-16,NL0011794037,0.9,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,2018-07-16,NL0009739416,1.26,PostNL N.V.,archive
Viking Global Investors LP,2018-07-16,NL0000303709,0.49,AEGON Ltd.,archive
"WorldQuant, LLC",2018-07-16,BE0003818359,0.59,Galapagos NV,archive
"WorldQuant, LLC",2018-07-16,NL0010391025,1.15,Pharming Group N.V.,archive
AHL Partners LLP,2018-07-13,NL0000352565,0.99,Fugro N.V.,archive
HBK Investments LP,2018-07-13,NL0000352565,1.27,Fugro N.V.,archive
Marshall Wace LLP,2018-07-13,NL0000352565,1.29,Fugro N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",2018-07-13,NL0011279492,0.85,Flow Traders Ltd.,archive
"WorldQuant, LLC",2018-07-13,NL0000337319,0.59,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-07-13,NL0010391025,1.04,Pharming Group N.V.,archive
"AQR Capital Management, LLC",2018-07-12,NL0009432491,2.09,Koninklijke Vopak N.V.,archive
CQS (UK) LLP,2018-07-12,NL0012866412,0.67,BE Semiconductor Industries N.V.,archive
HBK Investments LP,2018-07-12,NL0000352565,1.3,Fugro N.V.,archive
Jupiter Investment Management Limited,2018-07-12,NL0000352565,1.51,Fugro N.V.,archive
Lansdowne Partners (UK) LLP,2018-07-12,NL0006237562,2.43,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-12,NL0006237562,2.52,ARCADIS N.V.,archive
"WorldQuant, LLC",2018-07-12,NL0010391025,0.94,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-07-12,NL0000289213,0.81,Wereldhave N.V.,archive
AHL Partners LLP,2018-07-11,NL0000337319,0.6,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",2018-07-11,NL0000360618,2.18,SBM Offshore N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-07-11,LU0569974404,0.6,Aperam S.A.,archive
Capital Fund Management S.A.,2018-07-11,NL0011279492,0.61,Flow Traders Ltd.,archive
Capital Fund Management S.A.,2018-07-11,NL0009739416,1.1,PostNL N.V.,archive
Jupiter Investment Management Limited,2018-07-11,NL0009739416,1.2,PostNL N.V.,archive
Marshall Wace LLP,2018-07-11,NL0009739416,1.13,PostNL N.V.,archive
Millennium International Management LP,2018-07-11,NL0000289213,1.11,Wereldhave N.V.,archive
"PDT Partners, LLC",2018-07-11,NL0012866412,0.46,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-07-11,NL0010391025,0.88,Pharming Group N.V.,archive
AKO Capital LLP,2018-07-10,NL0006237562,1.19,ARCADIS N.V.,archive
"AQR Capital Management, LLC",2018-07-10,NL0000360618,2.22,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,2018-07-10,NL0006237562,1.41,ARCADIS N.V.,archive
HBK Investments LP,2018-07-10,NL0000352565,1.29,Fugro N.V.,archive
Marshall Wace Asia Limited,2018-07-10,NL0006237562,0.75,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-10,NL0006237562,2.41,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-10,NL0000387058,0.76,TomTom N.V.,archive
Millennium International Management LP,2018-07-10,NL0000289213,1.09,Wereldhave N.V.,archive
Oxford Asset Management,2018-07-10,NL0000352565,1.18,Fugro N.V.,archive
Oxford Asset Management,2018-07-10,BE0003818359,0.49,Galapagos NV,archive
"WorldQuant, LLC",2018-07-10,NL0000352565,1.35,Fugro N.V.,archive
"WorldQuant, LLC",2018-07-10,NL0000337319,0.68,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-07-10,NL0010391025,0.76,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-07-10,NL0009739416,0.99,PostNL N.V.,archive
CQS (UK) LLP,2018-07-09,NL0012866412,0.7,BE Semiconductor Industries N.V.,archive
GSA Capital Partners LLP,2018-07-09,NL0000289213,0.69,Wereldhave N.V.,archive
Marshall Wace LLP,2018-07-09,NL0006237562,2.1,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-09,NL0009739416,1.04,PostNL N.V.,archive
Systematica Investments Limited,2018-07-09,NL0000352565,0.99,Fugro N.V.,archive
Viking Global Investors LP,2018-07-09,NL0000303709,0.52,AEGON Ltd.,archive
"WorldQuant, LLC",2018-07-09,NL0000352565,1.27,Fugro N.V.,archive
"WorldQuant, LLC",2018-07-09,NL0009739416,1.01,PostNL N.V.,archive
"AQR Capital Management, LLC",2018-07-06,NL0000360618,2.19,SBM Offshore N.V.,archive
BlueCrest Capital Management Limited,2018-07-06,NL0000352565,0.73,Fugro N.V.,archive
"D. E. Shaw & Co., L.P.",2018-07-06,NL0000289213,0.45,Wereldhave N.V.,archive
GSA Capital Partners LLP,2018-07-06,NL0000289213,0.7,Wereldhave N.V.,archive
Marshall Wace LLP,2018-07-06,NL0000288876,0.49,Eurocommercial Properties N.V.,archive
Marshall Wace LLP,2018-07-06,NL0000352565,1.36,Fugro N.V.,archive
Oxford Asset Management,2018-07-06,NL0000352565,1.24,Fugro N.V.,archive
Sculptor Capital Management Europe Limited,2018-07-06,NL0000352565,1.26,Fugro N.V.,archive
Systematica Investments Limited,2018-07-06,NL0000352565,1.0,Fugro N.V.,archive
"WorldQuant, LLC",2018-07-06,NL0000337319,0.78,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-07-06,NL0009739416,0.99,PostNL N.V.,archive
"WorldQuant, LLC",2018-07-06,NL0011821392,0.47,Signify N.V.,archive
AHL Partners LLP,2018-07-05,NL0000337319,0.52,Koninklijke BAM Groep N.V.,archive
Lansdowne Partners (UK) LLP,2018-07-05,NL0006237562,2.33,ARCADIS N.V.,archive
Lansdowne Partners (UK) LLP,2018-07-05,NL0011821392,0.62,Signify N.V.,archive
Marshall Wace LLP,2018-07-05,NL0000387058,0.87,TomTom N.V.,archive
Millennium International Management LP,2018-07-05,NL0000888691,1.01,AMG Critical Materials N.V.,archive
Oxford Asset Management,2018-07-05,NL0010391025,0.44,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-07-05,NL0009739416,1.01,PostNL N.V.,archive
"WorldQuant, LLC",2018-07-05,NL0000289213,0.78,Wereldhave N.V.,archive
Citadel Advisors II LLC,2018-07-04,NL0000337319,0.97,Koninklijke BAM Groep N.V.,archive
Lansdowne Partners (UK) LLP,2018-07-04,NL0006237562,2.29,ARCADIS N.V.,archive
Marshall Wace LLP,2018-07-04,NL0000352565,1.01,Fugro N.V.,archive
Marshall Wace LLP,2018-07-04,NL0000337319,1.42,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-07-04,NL0009739416,0.92,PostNL N.V.,archive
Oxford Asset Management,2018-07-04,BE0003818359,0.5,Galapagos NV,archive
"WorldQuant, LLC",2018-07-04,NL0000337319,0.88,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-07-04,NL0011821392,0.5,Signify N.V.,archive
"WorldQuant, LLC",2018-07-04,NL0000289213,0.8,Wereldhave N.V.,archive
AHL Partners LLP,2018-07-03,NL0000352565,1.07,Fugro N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-07-03,NL0000387058,0.48,TomTom N.V.,archive
B&G Master Fund Plc,2018-07-03,NL0010773842,0.6,NN Group N.V.,archive
"BlackRock Institutional Trust Company, National Association",2018-07-03,NL0000289213,0.52,Wereldhave N.V.,archive
BlackRock Investment Management (UK) Limited,2018-07-03,NL0011821392,0.8,Signify N.V.,archive
Capital Fund Management S.A.,2018-07-03,NL0011279492,0.59,Flow Traders Ltd.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2018-07-03,NL0000289213,0.5,Wereldhave N.V.,archive
CQS (UK) LLP,2018-07-03,NL0012866412,0.65,BE Semiconductor Industries N.V.,archive
"Davidson Kempner European Partners, LLP",2018-07-03,NL0012866412,0.74,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2018-07-03,NL0006237562,2.01,ARCADIS N.V.,archive
"PDT Partners, LLC",2018-07-03,NL0012866412,0.52,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-07-03,NL0000289213,0.78,Wereldhave N.V.,archive
Aravt Global,2018-07-02,NL0011821392,0.27,Signify N.V.,archive
Capital Fund Management S.A.,2018-07-02,NL0000352565,1.92,Fugro N.V.,archive
Capital Fund Management S.A.,2018-07-02,NL0010558797,0.8,OCI N.V.,archive
Capital Fund Management S.A.,2018-07-02,NL0000289213,0.96,Wereldhave N.V.,archive
Citadel Advisors II LLC,2018-07-02,NL0000289213,0.82,Wereldhave N.V.,archive
"Clinton Group, Inc",2018-07-02,NL0000289213,0.6,Wereldhave N.V.,archive
"D. E. Shaw & Co., L.P.",2018-07-02,NL0000289213,0.54,Wereldhave N.V.,archive
"Davidson Kempner European Partners, LLP",2018-07-02,NL0000337319,0.46,Koninklijke BAM Groep N.V.,archive
GSA Capital Partners LLP,2018-07-02,NL0000289213,0.61,Wereldhave N.V.,archive
Jupiter Investment Management Limited,2018-07-02,NL0009739416,1.1,PostNL N.V.,archive
Lansdowne Partners (UK) LLP,2018-07-02,NL0011821392,0.5,Signify N.V.,archive
Marshall Wace LLP,2018-07-02,NL0009739416,0.84,PostNL N.V.,archive
Marshall Wace LLP,2018-07-02,NL0000289213,2.66,Wereldhave N.V.,archive
Millennium Capital Partners LLP,2018-07-02,NL0000888691,0.6,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2018-07-02,BE0003818359,0.61,Galapagos NV,archive
"WorldQuant, LLC",2018-07-02,NL0009739416,0.9,PostNL N.V.,archive
"WorldQuant, LLC",2018-07-02,NL0011821392,0.47,Signify N.V.,archive
Aravt Global,2018-06-29,NL0011821392,0.52,Signify N.V.,archive
Capital Fund Management S.A.,2018-06-29,NL0009739416,1.0,PostNL N.V.,archive
"Clinton Group, Inc",2018-06-29,NL0000289213,0.59,Wereldhave N.V.,archive
Marshall Wace Asia Limited,2018-06-29,NL0006237562,0.5,ARCADIS N.V.,archive
Millennium International Management LP,2018-06-29,NL0000888691,0.9,AMG Critical Materials N.V.,archive
Scopia Capital Management LP,2018-06-29,NL0011821392,2.08,Signify N.V.,archive
Systematica Investments Limited,2018-06-29,NL0009739416,0.61,PostNL N.V.,archive
Viking Global Investors LP,2018-06-29,NL0000303709,0.66,AEGON Ltd.,archive
"WorldQuant, LLC",2018-06-29,NL0011821392,0.51,Signify N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-06-28,LU0569974404,0.5,Aperam S.A.,archive
B&G Master Fund Plc,2018-06-28,NL0010773842,0.59,NN Group N.V.,archive
BlackRock Investment Management (UK) Limited,2018-06-28,NL0000352565,0.48,Fugro N.V.,archive
"Clinton Group, Inc",2018-06-28,NL0000289213,0.6,Wereldhave N.V.,archive
HBK Investments LP,2018-06-28,NL0000352565,1.31,Fugro N.V.,archive
Jupiter Investment Management Limited,2018-06-28,NL0000352565,1.4,Fugro N.V.,archive
Jupiter Investment Management Limited,2018-06-28,NL0009739416,1.01,PostNL N.V.,archive
Scopia Capital Management LP,2018-06-28,NL0012866412,3.09,BE Semiconductor Industries N.V.,archive
Viking Global Investors LP,2018-06-28,NL0000303709,0.7,AEGON Ltd.,archive
"WorldQuant, LLC",2018-06-28,NL0000352565,1.19,Fugro N.V.,archive
"Clinton Group, Inc",2018-06-27,NL0000289213,0.59,Wereldhave N.V.,archive
CQS (UK) LLP,2018-06-27,LU0569974404,0.44,Aperam S.A.,archive
HBK Investments LP,2018-06-27,NL0000352565,1.29,Fugro N.V.,archive
Marshall Wace LLP,2018-06-27,NL0006237562,1.91,ARCADIS N.V.,archive
Marshall Wace LLP,2018-06-27,NL0000387058,0.9,TomTom N.V.,archive
"WorldQuant, LLC",2018-06-27,NL0000352565,1.2,Fugro N.V.,archive
"WorldQuant, LLC",2018-06-27,NL0000337319,0.93,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-06-27,NL0000289213,0.69,Wereldhave N.V.,archive
AHL Partners LLP,2018-06-26,NL0000352565,1.18,Fugro N.V.,archive
Capital Fund Management S.A.,2018-06-26,NL0010558797,0.7,OCI N.V.,archive
HBK Investments LP,2018-06-26,NL0000352565,1.31,Fugro N.V.,archive
Jupiter Investment Management Limited,2018-06-26,NL0000352565,1.32,Fugro N.V.,archive
Marshall Wace LLP,2018-06-26,NL0000288876,0.5,Eurocommercial Properties N.V.,archive
Marshall Wace LLP,2018-06-26,NL0010558797,0.59,OCI N.V.,archive
Tybourne Capital Management (HK) Limited,2018-06-26,NL0011821392,1.84,Signify N.V.,archive
"WorldQuant, LLC",2018-06-26,NL0000337319,0.89,Koninklijke BAM Groep N.V.,archive
AKO Capital LLP,2018-06-25,NL0006237562,1.21,ARCADIS N.V.,archive
Capital Fund Management S.A.,2018-06-25,NL0000289213,1.08,Wereldhave N.V.,archive
"Davidson Kempner European Partners, LLP",2018-06-25,NL0012866412,0.89,BE Semiconductor Industries N.V.,archive
Jupiter Investment Management Limited,2018-06-25,NL0009739416,0.91,PostNL N.V.,archive
Marshall Wace LLP,2018-06-25,NL0000352565,0.93,Fugro N.V.,archive
Pictet Asset Management S.A.,2018-06-25,NL0012866412,0.49,BE Semiconductor Industries N.V.,archive
Systematica Investments Limited,2018-06-25,NL0000352565,0.9,Fugro N.V.,archive
Tybourne Capital Management (HK) Limited,2018-06-25,NL0011821392,1.77,Signify N.V.,archive
"WorldQuant, LLC",2018-06-25,NL0000352565,1.19,Fugro N.V.,archive
"WorldQuant, LLC",2018-06-25,NL0000337319,0.92,Koninklijke BAM Groep N.V.,archive
Capital Fund Management S.A.,2018-06-22,NL0000352565,1.8,Fugro N.V.,archive
HBK Investments LP,2018-06-22,NL0000352565,1.26,Fugro N.V.,archive
Marshall Wace LLP,2018-06-22,NL0000337319,1.39,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-06-22,NL0000387058,0.8,TomTom N.V.,archive
Scopia Capital Management LP,2018-06-22,NL0012866412,3.48,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-06-22,NL0000352565,1.21,Fugro N.V.,archive
"WorldQuant, LLC",2018-06-22,NL0000289213,0.7,Wereldhave N.V.,archive
Citadel Advisors II LLC,2018-06-21,NL0000289213,0.61,Wereldhave N.V.,archive
CQS (UK) LLP,2018-06-21,NL0012866412,0.79,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2018-06-21,NL0006237562,1.82,ARCADIS N.V.,archive
Millennium International Management LP,2018-06-21,NL0000289213,1.1,Wereldhave N.V.,archive
"WorldQuant, LLC",2018-06-21,NL0010391025,0.49,Pharming Group N.V.,archive
BlueCrest Capital Management Limited,2018-06-20,NL0000352565,0.62,Fugro N.V.,archive
Citadel Advisors II LLC,2018-06-20,NL0000289213,0.58,Wereldhave N.V.,archive
HBK Investments LP,2018-06-20,NL0000352565,1.3,Fugro N.V.,archive
Jupiter Investment Management Limited,2018-06-20,NL0000352565,1.2,Fugro N.V.,archive
"WorldQuant, LLC",2018-06-20,NL0010391025,0.5,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-06-20,NL0000289213,0.65,Wereldhave N.V.,archive
Capital Fund Management S.A.,2018-06-19,NL0009739416,0.9,PostNL N.V.,archive
Citadel Advisors II LLC,2018-06-19,NL0000289213,0.49,Wereldhave N.V.,archive
CQS (UK) LLP,2018-06-19,LU0569974404,0.59,Aperam S.A.,archive
Lansdowne Partners (UK) LLP,2018-06-19,NL0006237562,2.12,ARCADIS N.V.,archive
Marshall Wace LLP,2018-06-19,NL0000352565,0.82,Fugro N.V.,archive
Marshall Wace LLP,2018-06-19,NL0009739416,0.79,PostNL N.V.,archive
"PDT Partners, LLC",2018-06-19,NL0010391025,0.46,Pharming Group N.V.,archive
AHL Partners LLP,2018-06-18,NL0000352565,1.2,Fugro N.V.,archive
B&G Master Fund Plc,2018-06-18,NL0010773842,0.68,NN Group N.V.,archive
Jupiter Investment Management Limited,2018-06-18,NL0000352565,1.12,Fugro N.V.,archive
Lansdowne Partners (UK) LLP,2018-06-18,NL0006237562,2.01,ARCADIS N.V.,archive
Marshall Wace LLP,2018-06-18,NL0009739416,0.81,PostNL N.V.,archive
Marshall Wace LLP,2018-06-18,NL0000387058,0.7,TomTom N.V.,archive
Marshall Wace LLP,2018-06-18,NL0000289213,2.58,Wereldhave N.V.,archive
Millennium International Management LP,2018-06-18,NL0000888691,0.88,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",2018-06-18,NL0010391025,0.53,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-06-18,BE0003818359,0.59,Galapagos NV,archive
"AQR Capital Management, LLC",2018-06-15,BE0003818359,2.49,Galapagos NV,archive
"Arrowstreet Capital, Limited Partnership",2018-06-15,NL0000387058,0.69,TomTom N.V.,archive
Jupiter Investment Management Limited,2018-06-15,NL0009739416,0.82,PostNL N.V.,archive
Lansdowne Partners (UK) LLP,2018-06-15,NL0006237562,1.92,ARCADIS N.V.,archive
Marshall Wace LLP,2018-06-15,NL0000352565,0.74,Fugro N.V.,archive
Marshall Wace LLP,2018-06-15,NL0009739416,0.72,PostNL N.V.,archive
Millennium Capital Partners LLP,2018-06-15,NL0000888691,0.5,AMG Critical Materials N.V.,archive
Millennium International Management LP,2018-06-15,NL0000888691,0.9,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",2018-06-15,NL0010391025,0.6,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-06-15,NL0009739416,0.86,PostNL N.V.,archive
Capital Fund Management S.A.,2018-06-14,NL0000352565,1.79,Fugro N.V.,archive
Capital Fund Management S.A.,2018-06-14,NL0010558797,0.69,OCI N.V.,archive
GSA Capital Partners LLP,2018-06-14,NL0006237562,0.5,ARCADIS N.V.,archive
GSA Capital Partners LLP,2018-06-14,NL0000289213,0.59,Wereldhave N.V.,archive
Millennium International Management LP,2018-06-14,NL0000888691,0.55,AMG Critical Materials N.V.,archive
Omni Partners LLP,2018-06-14,FR0013326246,0.06,Unibail-Rodamco-Westfield SE,archive
"PDT Partners, LLC",2018-06-14,NL0010391025,0.73,Pharming Group N.V.,archive
Scopia Capital Management LP,2018-06-14,NL0012866412,3.35,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-06-14,NL0000337319,0.81,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",2018-06-13,BE0003818359,2.5,Galapagos NV,archive
