position_holder,isin,issuer_name,net_short_position,position_date,source
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.69,2026-03-23,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.7,2026-03-23,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,1.36,2026-03-23,current
"BlackRock Financial Management, Inc.",NL0011821392,Signify N.V.,0.58,2026-03-20,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,0.75,2026-03-20,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.52,2026-03-20,current
"Two Sigma Investments, LP",NL0010801007,IMCD N.V.,0.81,2026-03-20,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,1.26,2026-03-20,current
"AQR Capital Management, LLC",NL0006237562,ARCADIS N.V.,0.8,2026-03-19,current
Marshall Wace LLP,JE00BRX98089,CVC Capital Partners plc,0.6,2026-03-19,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.43,2026-03-19,current
Winton Capital Management Limited,NL0013332471,TomTom N.V.,0.61,2026-03-19,current
"AQR Capital Management, LLC",NL0012969182,Adyen N.V.,0.6,2026-03-18,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,0.87,2026-03-18,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,1.11,2026-03-18,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.3,2026-03-16,current
"PDT Partners, LLC",NL0010801007,IMCD N.V.,0.8,2026-03-16,current
"AQR Capital Management, LLC",NL0012969182,Adyen N.V.,0.52,2026-03-13,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,0.98,2026-03-13,current
Marshall Wace LLP,JE00BRX98089,CVC Capital Partners plc,0.52,2026-03-13,current
Canada Pension Plan Investment Board,NL0011821392,Signify N.V.,0.65,2026-03-12,current
JPMorgan Asset Management (UK) Ltd.,NL0010801007,IMCD N.V.,0.64,2026-03-12,current
Canada Pension Plan Investment Board,NL0011821392,Signify N.V.,0.57,2026-03-11,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2.24,2026-03-11,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.91,2026-03-11,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2.17,2026-03-10,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.96,2026-03-10,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.21,2026-03-10,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,1.03,2026-03-10,current
Winton Capital Management Limited,NL0013332471,TomTom N.V.,0.52,2026-03-10,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2.06,2026-03-09,current
"Two Sigma Investments, LP",NL0010801007,IMCD N.V.,0.71,2026-03-09,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,0.7,2026-03-06,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.88,2026-03-06,current
JPMorgan Asset Management (UK) Ltd.,NL00150003E1,Fugro N.V.,0.81,2026-03-06,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.1,2026-03-05,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.63,2026-03-05,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.11,2026-03-05,current
"AQR Capital Management, LLC",NL0000852564,Aalberts N.V.,0.52,2026-03-04,current
"AQR Capital Management, LLC",NL0011821392,Signify N.V.,1.03,2026-03-04,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.06,2026-03-04,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.87,2026-03-04,current
"PDT Partners, LLC",NL0010801007,IMCD N.V.,0.71,2026-03-04,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.8,2026-03-04,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,0.9,2026-03-04,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.03,2026-03-03,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.77,2026-03-03,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.69,2026-03-03,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.92,2026-03-03,current
Numeric Investors LLC,NL0012365084,NSI N.V.,0.52,2026-03-03,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.7,2026-03-02,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,0.7,2026-03-02,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,0.59,2026-03-02,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,0.69,2026-02-27,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.18,2026-02-27,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.88,2026-02-27,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,0.81,2026-02-27,current
"AQR Capital Management, LLC",NL0006237562,ARCADIS N.V.,0.71,2026-02-26,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.9,2026-02-26,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.01,2026-02-26,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.78,2026-02-26,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.12,2026-02-25,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.29,2026-02-24,current
"D. E. Shaw & Co., L.P.",NL0006237562,ARCADIS N.V.,0.7,2026-02-24,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,1.31,2026-02-24,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.63,2026-02-23,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.91,2026-02-23,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.8,2026-02-23,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.58,2026-02-20,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,0.6,2026-02-20,current
"Elliott Investment Management, L.P",GB00BP6MXD84,Shell plc,0.7,2026-02-20,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.84,2026-02-20,current
"D. E. Shaw & Co., L.P.",NL0006237562,ARCADIS N.V.,0.62,2026-02-19,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,0.7,2026-02-19,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.39,2026-02-18,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.62,2026-02-18,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,1.23,2026-02-18,current
JPMorgan Asset Management (UK) Ltd.,NL0010801007,IMCD N.V.,0.72,2026-02-18,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.81,2026-02-18,current
"PDT Partners, LLC",NL0010801007,IMCD N.V.,0.63,2026-02-18,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.58,2026-02-17,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,0.59,2026-02-17,current
Eleva Capital SAS,NL0011821392,Signify N.V.,0.92,2026-02-17,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.07,2026-02-17,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.6,2026-02-16,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,0.6,2026-02-16,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.12,2026-02-16,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.7,2026-02-16,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,0.59,2026-02-13,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.79,2026-02-13,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.71,2026-02-13,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.68,2026-02-13,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,0.61,2026-02-13,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,0.73,2026-02-12,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.45,2026-02-12,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.58,2026-02-12,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.38,2026-02-12,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.5,2026-02-12,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.78,2026-02-12,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,0.6,2026-02-12,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,0.9,2026-02-11,current
"Two Sigma Investments, LP",NL0010801007,IMCD N.V.,0.6,2026-02-11,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.58,2026-02-10,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.79,2026-02-10,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,1.1,2026-02-10,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.64,2026-02-10,current
"PDT Partners, LLC",NL0010801007,IMCD N.V.,0.5,2026-02-06,current
"AQR Capital Management, LLC",NL0006237562,ARCADIS N.V.,0.6,2026-02-05,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,1.05,2026-02-05,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.6,2026-02-05,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,1.02,2026-02-05,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.5,2026-02-04,current
Caisse de dépôt et placement du Québec,NL0010801007,IMCD N.V.,0.66,2026-02-04,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.89,2026-02-04,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.82,2026-02-04,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.51,2026-02-04,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,IMCD N.V.,0.9,2026-02-03,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.5,2026-02-03,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.41,2026-02-03,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.9,2026-02-03,current
"AQR Capital Management, LLC",NL0011821392,Signify N.V.,0.91,2026-02-02,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,0.66,2026-02-02,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.42,2026-02-02,current
"D. E. Shaw & Co., L.P.",NL0006237562,ARCADIS N.V.,0.5,2026-02-02,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,0.93,2026-02-02,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.89,2026-02-02,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.78,2026-02-02,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.45,2026-02-02,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.8,2026-02-02,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.25,2026-01-30,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,0.9,2026-01-30,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.39,2026-01-30,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.76,2026-01-30,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,0.72,2026-01-29,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.1,2026-01-29,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,0.8,2026-01-29,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,1.1,2026-01-28,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,1.03,2026-01-28,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,0.61,2026-01-28,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,0.67,2026-01-28,current
Caisse de dépôt et placement du Québec,NL0010801007,IMCD N.V.,0.57,2026-01-27,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.9,2026-01-27,current
Eleva Capital SAS,NL0011821392,Signify N.V.,0.78,2026-01-27,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,0.51,2026-01-26,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.49,2026-01-26,current
"AQR Capital Management, LLC",NL0006237562,ARCADIS N.V.,0.5,2026-01-22,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.89,2026-01-22,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.91,2026-01-22,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,1.02,2026-01-21,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,0.87,2026-01-21,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.89,2026-01-21,current
"Two Sigma Investments, LP",NL0010801007,IMCD N.V.,0.51,2026-01-21,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.81,2026-01-20,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.6,2026-01-20,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.9,2026-01-20,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.77,2026-01-19,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.4,2026-01-16,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.38,2026-01-16,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.9,2026-01-16,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,0.51,2026-01-15,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.59,2026-01-14,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.81,2026-01-13,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,0.89,2026-01-12,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,0.91,2026-01-09,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.6,2026-01-09,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.88,2026-01-09,current
"Elliott Investment Management, L.P",GB00BP6MXD84,Shell plc,0.6,2026-01-09,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.69,2026-01-09,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.39,2026-01-08,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.57,2026-01-08,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.9,2026-01-08,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.7,2026-01-08,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,0.59,2026-01-08,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.6,2026-01-07,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.89,2026-01-07,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.41,2026-01-06,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.67,2026-01-06,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,0.6,2026-01-06,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.39,2026-01-05,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.4,2026-01-05,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,0.59,2026-01-05,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.78,2026-01-02,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.78,2026-01-02,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,0.54,2026-01-02,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,0.6,2026-01-02,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,0.5,2025-12-30,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,IMCD N.V.,0.8,2025-12-23,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.4,2025-12-23,current
LMR Partners LLP,NL0013267909,Akzo Nobel N.V.,0.62,2025-12-22,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.88,2025-12-22,current
JPMorgan Asset Management (UK) Ltd.,NL00150003E1,Fugro N.V.,0.68,2025-12-18,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,IMCD N.V.,0.7,2025-12-16,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.3,2025-12-15,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.39,2025-12-12,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.59,2025-12-12,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.99,2025-12-12,current
LMR Partners LLP,NL0013267909,Akzo Nobel N.V.,0.51,2025-12-10,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.4,2025-12-09,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.39,2025-12-05,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.9,2025-12-05,current
"AQR Capital Management, LLC",NL0011821392,Signify N.V.,0.81,2025-12-04,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.89,2025-12-04,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.4,2025-12-03,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.83,2025-12-03,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,0.99,2025-12-01,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,0.9,2025-11-28,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.6,2025-11-28,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.2,2025-11-28,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.71,2025-11-27,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,0.89,2025-11-25,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,1.0,2025-11-24,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.62,2025-11-24,current
Eleva Capital SAS,NL0011821392,Signify N.V.,0.61,2025-11-21,current
"Elliott Investment Management, L.P",GB00BP6MXD84,Shell plc,0.59,2025-11-21,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.89,2025-11-21,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.5,2025-11-20,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.37,2025-11-19,current
"AQR Capital Management, LLC",NL0011821392,Signify N.V.,0.7,2025-11-18,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,1.02,2025-11-18,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.24,2025-11-17,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,1.0,2025-11-13,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.59,2025-11-12,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.11,2025-11-12,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,0.99,2025-11-11,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.11,2025-11-11,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,0.9,2025-11-10,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.09,2025-11-10,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.3,2025-11-07,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,1.14,2025-11-06,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.64,2025-11-06,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.62,2025-11-05,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,1.0,2025-11-03,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.1,2025-11-03,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.26,2025-10-31,current
Marshall Wace LLP,NL0011821392,Signify N.V.,1.0,2025-10-28,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,1.19,2025-10-24,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,0.95,2025-10-24,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,0.67,2025-10-24,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,0.98,2025-10-23,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.9,2025-10-23,current
"AQR Capital Management, LLC",NL0011821392,Signify N.V.,0.6,2025-10-22,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,1.0,2025-10-22,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.58,2025-10-21,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.59,2025-10-20,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,0.94,2025-10-20,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.8,2025-10-16,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,0.9,2025-10-14,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,0.89,2025-10-09,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,0.9,2025-10-08,current
Marshall Wace LLP,NL0011821392,Signify N.V.,0.9,2025-10-07,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,0.89,2025-10-06,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.74,2025-10-06,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,1.06,2025-10-03,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.69,2025-10-03,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,0.9,2025-10-02,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.51,2025-10-02,current
Whitebox Advisors LLC,NL0010391025,Pharming Group N.V.,0.6,2025-10-01,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,1.1,2025-09-30,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,1.03,2025-09-29,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,0.6,2025-09-29,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,0.97,2025-09-26,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,0.84,2025-09-25,current
Marshall Wace LLP,NL0011821392,Signify N.V.,0.8,2025-09-25,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,IMCD N.V.,0.69,2025-09-24,current
