issuer_name,net_short_position,isin,position_date,position_holder,source
DSM-Firmenich AG,0.98,CH1216478797,2026-03-13,Ilex Capital Partners (UK) LLP,current
CVC Capital Partners plc,0.52,JE00BRX98089,2026-03-13,Marshall Wace LLP,current
Randstad N.V.,0.61,NL0000379121,2026-03-13,Marshall Wace LLP,current
Alfen N.V.,3.14,NL0012817175,2026-03-13,"WorldQuant, LLC",current
Signify N.V.,0.65,NL0011821392,2026-03-12,Canada Pension Plan Investment Board,current
IMCD N.V.,0.64,NL0010801007,2026-03-12,JPMorgan Asset Management (UK) Ltd.,current
Signify N.V.,0.57,NL0011821392,2026-03-11,Canada Pension Plan Investment Board,current
Signify N.V.,2.24,NL0011821392,2026-03-11,Citadel Advisors LLC,current
Signify N.V.,1.91,NL0011821392,2026-03-11,Marshall Wace LLP,current
Signify N.V.,2.17,NL0011821392,2026-03-10,Citadel Advisors LLC,current
Pharming Group N.V.,0.96,NL0010391025,2026-03-10,Lazard Asset Management LLC,current
The Magnum Ice Cream Company N.V.,1.21,NL0015002MS2,2026-03-10,Marshall Wace LLP,current
InPost S.A.,1.03,LU2290522684,2026-03-10,"Two Sigma Investments, LP",current
TomTom N.V.,0.52,NL0013332471,2026-03-10,Winton Capital Management Limited,current
IMCD N.V.,0.72,NL0010801007,2026-03-09,Acadian Asset Management LLC.,current
Akzo Nobel N.V.,1.21,NL0013267909,2026-03-09,AKO Capital LLP,current
Signify N.V.,2.06,NL0011821392,2026-03-09,Citadel Advisors LLC,current
IMCD N.V.,0.71,NL0010801007,2026-03-09,"Two Sigma Investments, LP",current
IMCD N.V.,0.7,NL0010801007,2026-03-06,"BlackRock Advisors, LLC",current
Signify N.V.,1.88,NL0011821392,2026-03-06,Citadel Advisors LLC,current
Fugro N.V.,0.81,NL00150003E1,2026-03-06,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,1.1,NL0010801007,2026-03-05,"BlackRock Financial Management, Inc.",current
Wereldhave N.V.,0.63,NL0000289213,2026-03-05,Citadel Advisors LLC,current
Randstad N.V.,0.5,NL0000379121,2026-03-05,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.11,NL0015002MS2,2026-03-05,Marshall Wace LLP,current
IMCD N.V.,0.61,NL0010801007,2026-03-04,Acadian Asset Management LLC.,current
Aalberts N.V.,0.52,NL0000852564,2026-03-04,"AQR Capital Management, LLC",current
Signify N.V.,1.03,NL0011821392,2026-03-04,"AQR Capital Management, LLC",current
IMCD N.V.,1.06,NL0010801007,2026-03-04,"BlackRock Financial Management, Inc.",current
Signify N.V.,1.87,NL0011821392,2026-03-04,Marshall Wace LLP,current
IMCD N.V.,0.71,NL0010801007,2026-03-04,"PDT Partners, LLC",current
Signify N.V.,0.8,NL0011821392,2026-03-04,"PDT Partners, LLC",current
InPost S.A.,0.9,LU2290522684,2026-03-04,"Two Sigma Investments, LP",current
DSM-Firmenich AG,1.03,CH1216478797,2026-03-03,Ilex Capital Partners (UK) LLP,current
Pharming Group N.V.,0.77,NL0010391025,2026-03-03,Lazard Asset Management LLC,current
PostNL N.V.,0.69,NL0009739416,2026-03-03,Marshall Wace LLP,current
Signify N.V.,1.92,NL0011821392,2026-03-03,Marshall Wace LLP,current
NSI N.V.,0.52,NL0012365084,2026-03-03,Numeric Investors LLC,current
Signify N.V.,1.7,NL0011821392,2026-03-02,Citadel Advisors LLC,current
Wolters Kluwer N.V.,0.7,NL0000395903,2026-03-02,"D. E. Shaw & Co., L.P.",current
Theon International Plc,0.59,CY0200751713,2026-03-02,"Two Sigma Investments, LP",current
IMCD N.V.,0.69,NL0010801007,2026-02-27,"BlackRock Advisors, LLC",current
IMCD N.V.,1.18,NL0010801007,2026-02-27,"BlackRock Financial Management, Inc.",current
Signify N.V.,1.88,NL0011821392,2026-02-27,Marshall Wace LLP,current
InPost S.A.,0.81,LU2290522684,2026-02-27,"Two Sigma Investments, LP",current
ARCADIS N.V.,0.71,NL0006237562,2026-02-26,"AQR Capital Management, LLC",current
Signify N.V.,1.9,NL0011821392,2026-02-26,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.01,NL0015002MS2,2026-02-26,Marshall Wace LLP,current
Signify N.V.,0.78,NL0011821392,2026-02-26,"PDT Partners, LLC",current
Akzo Nobel N.V.,1.14,NL0013267909,2026-02-25,AKO Capital LLP,current
DSM-Firmenich AG,1.12,CH1216478797,2026-02-25,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,1.29,NL0010801007,2026-02-24,"BlackRock Financial Management, Inc.",current
ARCADIS N.V.,0.7,NL0006237562,2026-02-24,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,1.31,NL0013267909,2026-02-24,Davidson Kempner Capital Management LP,current
Signify N.V.,1.63,NL0011821392,2026-02-23,Citadel Advisors LLC,current
The Magnum Ice Cream Company N.V.,0.91,NL0015002MS2,2026-02-23,Marshall Wace LLP,current
Signify N.V.,0.8,NL0011821392,2026-02-23,"PDT Partners, LLC",current
Signify N.V.,1.58,NL0011821392,2026-02-20,Citadel Advisors LLC,current
Wolters Kluwer N.V.,0.6,NL0000395903,2026-02-20,"D. E. Shaw & Co., L.P.",current
Shell plc,0.7,GB00BP6MXD84,2026-02-20,"Elliott Investment Management, L.P",current
Signify N.V.,1.84,NL0011821392,2026-02-20,Marshall Wace LLP,current
ARCADIS N.V.,0.62,NL0006237562,2026-02-19,"D. E. Shaw & Co., L.P.",current
InPost S.A.,0.7,LU2290522684,2026-02-19,"Two Sigma Investments, LP",current
IMCD N.V.,1.39,NL0010801007,2026-02-18,"BlackRock Financial Management, Inc.",current
Signify N.V.,1.62,NL0011821392,2026-02-18,Citadel Advisors LLC,current
Akzo Nobel N.V.,1.23,NL0013267909,2026-02-18,Davidson Kempner Capital Management LP,current
IMCD N.V.,0.72,NL0010801007,2026-02-18,JPMorgan Asset Management (UK) Ltd.,current
The Magnum Ice Cream Company N.V.,0.81,NL0015002MS2,2026-02-18,Marshall Wace LLP,current
IMCD N.V.,0.63,NL0010801007,2026-02-18,"PDT Partners, LLC",current
Alfen N.V.,3.25,NL0012817175,2026-02-18,"WorldQuant, LLC",current
Wereldhave N.V.,0.58,NL0000289213,2026-02-17,Citadel Advisors LLC,current
Wolters Kluwer N.V.,0.59,NL0000395903,2026-02-17,"D. E. Shaw & Co., L.P.",current
Signify N.V.,0.92,NL0011821392,2026-02-17,Eleva Capital SAS,current
DSM-Firmenich AG,1.07,CH1216478797,2026-02-17,Ilex Capital Partners (UK) LLP,current
Alfen N.V.,3.11,NL0012817175,2026-02-17,"WorldQuant, LLC",current
Wereldhave N.V.,0.6,NL0000289213,2026-02-16,Citadel Advisors LLC,current
Wolters Kluwer N.V.,0.6,NL0000395903,2026-02-16,"D. E. Shaw & Co., L.P.",current
DSM-Firmenich AG,1.12,CH1216478797,2026-02-16,Ilex Capital Partners (UK) LLP,current
The Magnum Ice Cream Company N.V.,0.7,NL0015002MS2,2026-02-16,Marshall Wace LLP,current
Wolters Kluwer N.V.,0.59,NL0000395903,2026-02-13,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,0.79,NL0009739416,2026-02-13,Marshall Wace LLP,current
Signify N.V.,1.71,NL0011821392,2026-02-13,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,0.68,NL0015002MS2,2026-02-13,Marshall Wace LLP,current
Theon International Plc,0.61,CY0200751713,2026-02-13,"Two Sigma Investments, LP",current
Alfen N.V.,3.01,NL0012817175,2026-02-13,"WorldQuant, LLC",current
IMCD N.V.,0.73,NL0010801007,2026-02-12,"BlackRock Advisors, LLC",current
IMCD N.V.,1.45,NL0010801007,2026-02-12,"BlackRock Financial Management, Inc.",current
Signify N.V.,1.58,NL0011821392,2026-02-12,Citadel Advisors LLC,current
DSM-Firmenich AG,1.38,CH1216478797,2026-02-12,Ilex Capital Partners (UK) LLP,current
The Magnum Ice Cream Company N.V.,0.5,NL0015002MS2,2026-02-12,Marshall Wace LLP,current
Signify N.V.,0.78,NL0011821392,2026-02-12,"PDT Partners, LLC",current
InPost S.A.,0.6,LU2290522684,2026-02-12,"Two Sigma Investments, LP",current
Alfen N.V.,2.9,NL0012817175,2026-02-12,"WorldQuant, LLC",current
IMCD N.V.,0.5,NL0010801007,2026-02-11,Acadian Asset Management LLC.,current
Akzo Nobel N.V.,1.08,NL0013267909,2026-02-11,AKO Capital LLP,current
IMCD N.V.,0.9,NL0010801007,2026-02-11,"BlackRock Advisors, LLC",current
IMCD N.V.,0.6,NL0010801007,2026-02-11,"Two Sigma Investments, LP",current
Wereldhave N.V.,0.58,NL0000289213,2026-02-10,Citadel Advisors LLC,current
PostNL N.V.,0.79,NL0009739416,2026-02-10,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,1.1,NL0013267909,2026-02-10,Davidson Kempner Capital Management LP,current
Signify N.V.,1.64,NL0011821392,2026-02-10,Marshall Wace LLP,current
Basic-Fit N.V.,1.59,NL0011872650,2026-02-06,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,0.5,NL0010801007,2026-02-06,"PDT Partners, LLC",current
ARCADIS N.V.,0.6,NL0006237562,2026-02-05,"AQR Capital Management, LLC",current
IMCD N.V.,1.05,NL0010801007,2026-02-05,"BlackRock Advisors, LLC",current
Signify N.V.,1.6,NL0011821392,2026-02-05,Citadel Advisors LLC,current
Akzo Nobel N.V.,1.02,NL0013267909,2026-02-05,Davidson Kempner Capital Management LP,current
IMCD N.V.,1.5,NL0010801007,2026-02-04,"BlackRock Financial Management, Inc.",current
IMCD N.V.,0.66,NL0010801007,2026-02-04,Caisse de dépôt et placement du Québec,current
Pharming Group N.V.,0.89,NL0010391025,2026-02-04,Lazard Asset Management LLC,current
PostNL N.V.,0.82,NL0009739416,2026-02-04,Marshall Wace LLP,current
Signify N.V.,1.51,NL0011821392,2026-02-04,Marshall Wace LLP,current
Akzo Nobel N.V.,1.12,NL0013267909,2026-02-03,AKO Capital LLP,current
IMCD N.V.,0.9,NL0010801007,2026-02-03,"Arrowstreet Capital, Limited Partnership",current
Signify N.V.,1.5,NL0011821392,2026-02-03,Citadel Advisors LLC,current
DSM-Firmenich AG,1.41,CH1216478797,2026-02-03,Ilex Capital Partners (UK) LLP,current
Pharming Group N.V.,0.9,NL0010391025,2026-02-03,Lazard Asset Management LLC,current
Signify N.V.,0.91,NL0011821392,2026-02-02,"AQR Capital Management, LLC",current
Pharming Group N.V.,0.66,NL0010391025,2026-02-02,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,1.42,NL0011821392,2026-02-02,Citadel Advisors LLC,current
ARCADIS N.V.,0.5,NL0006237562,2026-02-02,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,0.93,NL0013267909,2026-02-02,Davidson Kempner Capital Management LP,current
Pharming Group N.V.,0.89,NL0010391025,2026-02-02,Lazard Asset Management LLC,current
PostNL N.V.,0.78,NL0009739416,2026-02-02,Marshall Wace LLP,current
Signify N.V.,1.45,NL0011821392,2026-02-02,Marshall Wace LLP,current
Signify N.V.,0.8,NL0011821392,2026-02-02,"PDT Partners, LLC",current
Signify N.V.,1.25,NL0011821392,2026-01-30,Citadel Advisors LLC,current
Basic-Fit N.V.,0.9,NL0011872650,2026-01-30,"D. E. Shaw & Co., L.P.",current
Signify N.V.,1.39,NL0011821392,2026-01-30,Marshall Wace LLP,current
Signify N.V.,0.76,NL0011821392,2026-01-30,"PDT Partners, LLC",current
Pharming Group N.V.,0.72,NL0010391025,2026-01-29,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,1.1,NL0011821392,2026-01-29,Citadel Advisors LLC,current
Akzo Nobel N.V.,0.8,NL0013267909,2026-01-29,Davidson Kempner Capital Management LP,current
Basic-Fit N.V.,1.68,NL0011872650,2026-01-29,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,1.1,NL0010801007,2026-01-28,"BlackRock Advisors, LLC",current
Signify N.V.,1.03,NL0011821392,2026-01-28,Citadel Advisors LLC,current
Wolters Kluwer N.V.,0.61,NL0000395903,2026-01-28,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,0.67,NL0013267909,2026-01-28,Davidson Kempner Capital Management LP,current
Akzo Nobel N.V.,1.07,NL0013267909,2026-01-27,AKO Capital LLP,current
IMCD N.V.,0.57,NL0010801007,2026-01-27,Caisse de dépôt et placement du Québec,current
Signify N.V.,0.9,NL0011821392,2026-01-27,Citadel Advisors LLC,current
Signify N.V.,0.78,NL0011821392,2026-01-27,Eleva Capital SAS,current
Basic-Fit N.V.,1.72,NL0011872650,2026-01-27,JPMorgan Asset Management (UK) Ltd.,current
Akzo Nobel N.V.,0.51,NL0013267909,2026-01-26,Davidson Kempner Capital Management LP,current
Signify N.V.,1.49,NL0011821392,2026-01-26,Marshall Wace LLP,current
Alfen N.V.,2.72,NL0012817175,2026-01-26,"WorldQuant, LLC",current
ARCADIS N.V.,0.5,NL0006237562,2026-01-22,"AQR Capital Management, LLC",current
PostNL N.V.,0.89,NL0009739416,2026-01-22,"D. E. Shaw & Co., L.P.",current
Pharming Group N.V.,0.91,NL0010391025,2026-01-22,Lazard Asset Management LLC,current
IMCD N.V.,1.02,NL0010801007,2026-01-21,"BlackRock Advisors, LLC",current
Pharming Group N.V.,0.87,NL0010391025,2026-01-21,Capstone Volatility Master (Cayman) Limited,current
PostNL N.V.,0.89,NL0009739416,2026-01-21,Marshall Wace LLP,current
IMCD N.V.,0.51,NL0010801007,2026-01-21,"Two Sigma Investments, LP",current
Alfen N.V.,2.61,NL0012817175,2026-01-21,"WorldQuant, LLC",current
Signify N.V.,0.81,NL0011821392,2026-01-20,Citadel Advisors LLC,current
Wereldhave N.V.,0.6,NL0000289213,2026-01-20,Citadel Advisors LLC,current
PostNL N.V.,0.9,NL0009739416,2026-01-20,"D. E. Shaw & Co., L.P.",current
Signify N.V.,0.77,NL0011821392,2026-01-19,Citadel Advisors LLC,current
Alfen N.V.,2.53,NL0012817175,2026-01-19,"WorldQuant, LLC",current
IMCD N.V.,1.4,NL0010801007,2026-01-16,"BlackRock Financial Management, Inc.",current
DSM-Firmenich AG,1.38,CH1216478797,2026-01-16,Ilex Capital Partners (UK) LLP,current
PostNL N.V.,0.9,NL0009739416,2026-01-16,Marshall Wace LLP,current
Wolters Kluwer N.V.,0.51,NL0000395903,2026-01-15,"D. E. Shaw & Co., L.P.",current
Signify N.V.,1.59,NL0011821392,2026-01-14,Marshall Wace LLP,current
PostNL N.V.,0.81,NL0009739416,2026-01-13,Marshall Wace LLP,current
Alfen N.V.,2.41,NL0012817175,2026-01-13,"WorldQuant, LLC",current
Basic-Fit N.V.,0.89,NL0011872650,2026-01-12,"D. E. Shaw & Co., L.P.",current
Alfen N.V.,2.37,NL0012817175,2026-01-12,"WorldQuant, LLC",current
Pharming Group N.V.,0.91,NL0010391025,2026-01-09,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,0.6,NL0011821392,2026-01-09,Citadel Advisors LLC,current
PostNL N.V.,0.88,NL0009739416,2026-01-09,"D. E. Shaw & Co., L.P.",current
Shell plc,0.6,GB00BP6MXD84,2026-01-09,"Elliott Investment Management, L.P",current
Signify N.V.,0.69,NL0011821392,2026-01-09,"PDT Partners, LLC",current
IMCD N.V.,1.39,NL0010801007,2026-01-08,"BlackRock Financial Management, Inc.",current
Signify N.V.,0.57,NL0011821392,2026-01-08,Citadel Advisors LLC,current
PostNL N.V.,0.9,NL0009739416,2026-01-08,"D. E. Shaw & Co., L.P.",current
Signify N.V.,0.7,NL0011821392,2026-01-08,"PDT Partners, LLC",current
Theon International Plc,0.59,CY0200751713,2026-01-08,"Two Sigma Investments, LP",current
Alfen N.V.,2.23,NL0012817175,2026-01-08,"WorldQuant, LLC",current
Signify N.V.,0.6,NL0011821392,2026-01-07,Citadel Advisors LLC,current
PostNL N.V.,0.89,NL0009739416,2026-01-07,"D. E. Shaw & Co., L.P.",current
IMCD N.V.,1.41,NL0010801007,2026-01-06,"BlackRock Financial Management, Inc.",current
Signify N.V.,1.67,NL0011821392,2026-01-06,Marshall Wace LLP,current
Theon International Plc,0.6,CY0200751713,2026-01-06,"Two Sigma Investments, LP",current
IMCD N.V.,1.39,NL0010801007,2026-01-05,"BlackRock Financial Management, Inc.",current
DSM-Firmenich AG,1.4,CH1216478797,2026-01-05,Ilex Capital Partners (UK) LLP,current
Theon International Plc,0.59,CY0200751713,2026-01-05,"Two Sigma Investments, LP",current
Alfen N.V.,2.14,NL0012817175,2026-01-05,"WorldQuant, LLC",current
PostNL N.V.,0.78,NL0009739416,2026-01-02,Marshall Wace LLP,current
Signify N.V.,1.78,NL0011821392,2026-01-02,Marshall Wace LLP,current
InPost S.A.,0.54,LU2290522684,2026-01-02,"Two Sigma Investments, LP",current
Theon International Plc,0.6,CY0200751713,2026-01-02,"Two Sigma Investments, LP",current
Alfen N.V.,2.08,NL0012817175,2026-01-02,"WorldQuant, LLC",current
Signify N.V.,0.5,NL0011821392,2025-12-30,Citadel Advisors LLC,current
Alfen N.V.,2.11,NL0012817175,2025-12-30,"WorldQuant, LLC",current
IMCD N.V.,0.8,NL0010801007,2025-12-23,"Arrowstreet Capital, Limited Partnership",current
IMCD N.V.,1.4,NL0010801007,2025-12-23,"BlackRock Financial Management, Inc.",current
Akzo Nobel N.V.,0.62,NL0013267909,2025-12-22,LMR Partners LLP,current
Signify N.V.,1.88,NL0011821392,2025-12-22,Marshall Wace LLP,current
Fugro N.V.,0.68,NL00150003E1,2025-12-18,JPMorgan Asset Management (UK) Ltd.,current
Basic-Fit N.V.,1.88,NL0011872650,2025-12-17,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,0.7,NL0010801007,2025-12-16,"Arrowstreet Capital, Limited Partnership",current
Alfen N.V.,2.0,NL0012817175,2025-12-16,"WorldQuant, LLC",current
DSM-Firmenich AG,1.3,CH1216478797,2025-12-15,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,1.39,NL0010801007,2025-12-12,"BlackRock Financial Management, Inc.",current
Wereldhave N.V.,0.59,NL0000289213,2025-12-12,Citadel Advisors LLC,current
PostNL N.V.,0.99,NL0009739416,2025-12-12,"D. E. Shaw & Co., L.P.",current
Alfen N.V.,1.93,NL0012817175,2025-12-11,"WorldQuant, LLC",current
Akzo Nobel N.V.,0.51,NL0013267909,2025-12-10,LMR Partners LLP,current
IMCD N.V.,1.4,NL0010801007,2025-12-09,"BlackRock Financial Management, Inc.",current
Alfen N.V.,1.8,NL0012817175,2025-12-08,"WorldQuant, LLC",current
IMCD N.V.,1.39,NL0010801007,2025-12-05,"BlackRock Financial Management, Inc.",current
Signify N.V.,1.9,NL0011821392,2025-12-05,Marshall Wace LLP,current
Signify N.V.,0.81,NL0011821392,2025-12-04,"AQR Capital Management, LLC",current
Signify N.V.,1.89,NL0011821392,2025-12-04,Marshall Wace LLP,current
IMCD N.V.,1.4,NL0010801007,2025-12-03,"BlackRock Financial Management, Inc.",current
Pharming Group N.V.,0.83,NL0010391025,2025-12-03,Lazard Asset Management LLC,current
Alfen N.V.,1.74,NL0012817175,2025-12-02,"WorldQuant, LLC",current
Basic-Fit N.V.,0.99,NL0011872650,2025-12-01,"D. E. Shaw & Co., L.P.",current
Alfen N.V.,1.69,NL0012817175,2025-12-01,"WorldQuant, LLC",current
IMCD N.V.,0.9,NL0010801007,2025-11-28,"BlackRock Advisors, LLC",current
Wereldhave N.V.,0.6,NL0000289213,2025-11-28,Citadel Advisors LLC,current
DSM-Firmenich AG,1.2,CH1216478797,2025-11-28,Ilex Capital Partners (UK) LLP,current
Alfen N.V.,1.78,NL0012817175,2025-11-28,"WorldQuant, LLC",current
Signify N.V.,1.71,NL0011821392,2025-11-27,Marshall Wace LLP,current
Alfen N.V.,1.84,NL0012817175,2025-11-27,"WorldQuant, LLC",current
IMCD N.V.,0.89,NL0010801007,2025-11-25,"BlackRock Advisors, LLC",current
Alfen N.V.,1.93,NL0012817175,2025-11-25,"WorldQuant, LLC",current
Basic-Fit N.V.,1.0,NL0011872650,2025-11-24,"D. E. Shaw & Co., L.P.",current
Signify N.V.,1.62,NL0011821392,2025-11-24,Marshall Wace LLP,current
Signify N.V.,0.61,NL0011821392,2025-11-21,Eleva Capital SAS,current
Shell plc,0.59,GB00BP6MXD84,2025-11-21,"Elliott Investment Management, L.P",current
PostNL N.V.,0.89,NL0009739416,2025-11-21,Marshall Wace LLP,current
Alfen N.V.,1.85,NL0012817175,2025-11-21,"WorldQuant, LLC",current
Basic-Fit N.V.,1.9,NL0011872650,2025-11-20,JPMorgan Asset Management (UK) Ltd.,current
Signify N.V.,1.5,NL0011821392,2025-11-20,Marshall Wace LLP,current
Alfen N.V.,1.61,NL0012817175,2025-11-20,"WorldQuant, LLC",current
Signify N.V.,1.37,NL0011821392,2025-11-19,Marshall Wace LLP,current
Alfen N.V.,1.55,NL0012817175,2025-11-19,"WorldQuant, LLC",current
Signify N.V.,0.7,NL0011821392,2025-11-18,"AQR Capital Management, LLC",current
Pharming Group N.V.,1.02,NL0010391025,2025-11-18,Capstone Volatility Master (Cayman) Limited,current
Akzo Nobel N.V.,1.11,NL0013267909,2025-11-17,AKO Capital LLP,current
Signify N.V.,1.24,NL0011821392,2025-11-17,Marshall Wace LLP,current
Alfen N.V.,1.41,NL0012817175,2025-11-17,"WorldQuant, LLC",current
PostNL N.V.,1.0,NL0009739416,2025-11-13,"D. E. Shaw & Co., L.P.",current
Wereldhave N.V.,0.59,NL0000289213,2025-11-12,Citadel Advisors LLC,current
DSM-Firmenich AG,1.11,CH1216478797,2025-11-12,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,0.99,NL0010801007,2025-11-11,"BlackRock Advisors, LLC",current
Signify N.V.,1.11,NL0011821392,2025-11-11,Marshall Wace LLP,current
Basic-Fit N.V.,0.9,NL0011872650,2025-11-10,"D. E. Shaw & Co., L.P.",current
Signify N.V.,1.09,NL0011821392,2025-11-10,Marshall Wace LLP,current
Alfen N.V.,1.37,NL0012817175,2025-11-10,"WorldQuant, LLC",current
IMCD N.V.,1.3,NL0010801007,2025-11-07,"BlackRock Financial Management, Inc.",current
Alfen N.V.,1.44,NL0012817175,2025-11-07,"WorldQuant, LLC",current
Pharming Group N.V.,1.14,NL0010391025,2025-11-06,Capstone Volatility Master (Cayman) Limited,current
Pharming Group N.V.,0.64,NL0010391025,2025-11-06,Lazard Asset Management LLC,current
Alfen N.V.,1.58,NL0012817175,2025-11-06,"WorldQuant, LLC",current
Wereldhave N.V.,0.62,NL0000289213,2025-11-05,Citadel Advisors LLC,current
Alfen N.V.,1.7,NL0012817175,2025-11-05,"WorldQuant, LLC",current
IMCD N.V.,1.0,NL0010801007,2025-11-03,"BlackRock Advisors, LLC",current
Signify N.V.,1.1,NL0011821392,2025-11-03,Marshall Wace LLP,current
Alfen N.V.,1.69,NL0012817175,2025-11-03,"WorldQuant, LLC",current
IMCD N.V.,1.26,NL0010801007,2025-10-31,"BlackRock Financial Management, Inc.",current
Akzo Nobel N.V.,1.0,NL0013267909,2025-10-29,AKO Capital LLP,current
Alfen N.V.,1.72,NL0012817175,2025-10-29,"WorldQuant, LLC",current
Signify N.V.,1.0,NL0011821392,2025-10-28,Marshall Wace LLP,current
IMCD N.V.,1.19,NL0010801007,2025-10-24,"BlackRock Financial Management, Inc.",current
Pharming Group N.V.,0.95,NL0010391025,2025-10-24,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,0.67,NL0011821392,2025-10-24,"PDT Partners, LLC",current
IMCD N.V.,0.98,NL0010801007,2025-10-23,"BlackRock Advisors, LLC",current
PostNL N.V.,0.9,NL0009739416,2025-10-23,Marshall Wace LLP,current
Alfen N.V.,1.61,NL0012817175,2025-10-23,"WorldQuant, LLC",current
Signify N.V.,0.6,NL0011821392,2025-10-22,"AQR Capital Management, LLC",current
