issuer_name,position_date,net_short_position,isin,position_holder,source
Fugro N.V.,2018-10-26,1.82,NL0000352565,Citadel Europe LLP,archive
Wereldhave N.V.,2018-10-26,0.68,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",archive
Fugro N.V.,2018-10-26,1.49,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2018-10-26,1.61,NL0012866412,Jupiter Investment Management Limited,archive
Fugro N.V.,2018-10-26,1.49,NL0000352565,Jupiter Investment Management Limited,archive
Pharming Group N.V.,2018-10-26,0.75,NL0010391025,Kingdon Capital Management LLC,archive
Fugro N.V.,2018-10-26,3.45,NL0000352565,Marshall Wace LLP,archive
Koninklijke Ahold Delhaize N.V.,2018-10-26,0.86,NL0011794037,Marshall Wace LLP,archive
TomTom N.V.,2018-10-26,0.57,NL0000387058,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2018-10-26,0.61,NL0000337319,SFM UK Management LLP,archive
BE Semiconductor Industries N.V.,2018-10-26,0.88,NL0012866412,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-10-26,0.6,NL0010391025,"WorldQuant, LLC",archive
Fugro N.V.,2018-10-25,1.3,NL0000352565,AHL Partners LLP,archive
Koninklijke KPN N.V.,2018-10-25,1.19,NL0000009082,"AQR Capital Management, LLC",archive
AEGON Ltd.,2018-10-25,0.69,NL0000303709,B&G Master Fund Plc,archive
AMG Critical Materials N.V.,2018-10-25,0.61,NL0000888691,Capital Fund Management S.A.,archive
Wereldhave N.V.,2018-10-25,0.7,NL0000289213,Capital Fund Management S.A.,archive
Fugro N.V.,2018-10-25,1.41,NL0000352565,Citadel Europe LLP,archive
Pharming Group N.V.,2018-10-25,0.61,NL0010391025,"Great Point Partners, LLC",archive
BE Semiconductor Industries N.V.,2018-10-25,1.55,NL0012866412,Jupiter Investment Management Limited,archive
Fugro N.V.,2018-10-25,3.32,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2018-10-25,0.56,NL0000337319,SFM UK Management LLP,archive
Fugro N.V.,2018-10-25,1.51,NL0000352565,Systematica Investments Limited,archive
Fugro N.V.,2018-10-25,0.73,NL0000352565,"WorldQuant, LLC",archive
Koninklijke BAM Groep N.V.,2018-10-25,0.5,NL0000337319,"WorldQuant, LLC",archive
SBM Offshore N.V.,2018-10-24,2.28,NL0000360618,"AQR Capital Management, LLC",archive
ARCADIS N.V.,2018-10-24,1.4,NL0006237562,BlackRock Investment Management (UK) Limited,archive
AMG Critical Materials N.V.,2018-10-24,0.62,NL0000888691,"BlueMountain Capital Management, LLC",archive
PostNL N.V.,2018-10-24,0.69,NL0009739416,Canada Pension Plan Investment Board,archive
Fugro N.V.,2018-10-24,1.33,NL0000352565,Citadel Europe LLP,archive
Wereldhave N.V.,2018-10-24,0.7,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",archive
BE Semiconductor Industries N.V.,2018-10-24,0.75,NL0012866412,"Davidson Kempner European Partners, LLP",archive
RHI Magnesita N.V.,2018-10-24,0.8,NL0012650360,"Goldman Sachs Group Inc., The",archive
ARCADIS N.V.,2018-10-24,0.0,NL0006237562,Lancaster Investment Management LLP,archive
ARCADIS N.V.,2018-10-24,1.23,NL0006237562,Marshall Wace Asia Limited,archive
ARCADIS N.V.,2018-10-24,2.57,NL0006237562,Marshall Wace LLP,archive
TomTom N.V.,2018-10-24,0.61,NL0000387058,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-24,0.51,NL0000289213,Odey Asset Management LLP,archive
Pharming Group N.V.,2018-10-24,1.19,NL0010391025,"PDT Partners, LLC",archive
ARCADIS N.V.,2018-10-24,0.94,NL0006237562,TT International,archive
BE Semiconductor Industries N.V.,2018-10-24,1.01,NL0012866412,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-10-24,0.91,NL0010391025,"WorldQuant, LLC",archive
AEGON Ltd.,2018-10-23,0.7,NL0000303709,B&G Master Fund Plc,archive
NN Group N.V.,2018-10-23,0.57,NL0010773842,B&G Master Fund Plc,archive
PostNL N.V.,2018-10-23,0.81,NL0009739416,Capital Fund Management S.A.,archive
Fugro N.V.,2018-10-23,1.17,NL0000352565,Citadel Europe LLP,archive
Wereldhave N.V.,2018-10-23,0.73,NL0000289213,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2018-10-23,1.43,NL0012866412,Jupiter Investment Management Limited,archive
ARCADIS N.V.,2018-10-23,2.47,NL0006237562,Marshall Wace LLP,archive
Koninklijke Ahold Delhaize N.V.,2018-10-23,0.99,NL0011794037,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-23,2.4,NL0000289213,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-23,0.33,NL0011279492,Millennium International Management LP,archive
PostNL N.V.,2018-10-23,0.69,NL0009739416,Systematica Investments Limited,archive
Fugro N.V.,2018-10-23,0.64,NL0000352565,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,2018-10-22,0.67,NL0012866412,Citadel Advisors II LLC,archive
Fugro N.V.,2018-10-22,1.05,NL0000352565,Citadel Europe LLP,archive
Wereldhave N.V.,2018-10-22,0.57,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Wereldhave N.V.,2018-10-22,0.73,NL0000289213,GSA Capital Partners LLP,archive
Fugro N.V.,2018-10-22,1.54,NL0000352565,HBK Investments LP,archive
Flow Traders Ltd.,2018-10-22,0.01,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",archive
Fugro N.V.,2018-10-22,1.3,NL0000352565,Sculptor Capital Management Europe Limited,archive
BE Semiconductor Industries N.V.,2018-10-22,0.92,NL0012866412,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-10-22,1.07,NL0010391025,"WorldQuant, LLC",archive
Wereldhave N.V.,2018-10-22,0.9,NL0000289213,"WorldQuant, LLC",archive
Fugro N.V.,2018-10-19,1.29,NL0000352565,AHL Partners LLP,archive
PostNL N.V.,2018-10-19,1.91,NL0009739416,AHL Partners LLP,archive
ARCADIS N.V.,2018-10-19,1.07,NL0006237562,AKO Capital LLP,archive
Koninklijke Vopak N.V.,2018-10-19,1.68,NL0009432491,"AQR Capital Management, LLC",archive
OCI N.V.,2018-10-19,0.99,NL0010558797,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,2018-10-19,0.5,NL0000888691,"BlueMountain Capital Management, LLC",archive
BE Semiconductor Industries N.V.,2018-10-19,0.7,NL0012866412,Citadel Advisors II LLC,archive
Wereldhave N.V.,2018-10-19,0.69,NL0000289213,GSA Capital Partners LLP,archive
BE Semiconductor Industries N.V.,2018-10-19,1.32,NL0012866412,Jupiter Investment Management Limited,archive
PostNL N.V.,2018-10-19,2.48,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-19,1.21,NL0000289213,Millennium International Management LP,archive
Flow Traders Ltd.,2018-10-19,0.71,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",archive
Fugro N.V.,2018-10-19,1.4,NL0000352565,Systematica Investments Limited,archive
PostNL N.V.,2018-10-19,0.48,NL0009739416,"WorldQuant, LLC",archive
PostNL N.V.,2018-10-18,1.85,NL0009739416,AHL Partners LLP,archive
ARCADIS N.V.,2018-10-18,1.19,NL0006237562,AKO Capital LLP,archive
Wereldhave N.V.,2018-10-18,0.72,NL0000289213,GSA Capital Partners LLP,archive
Wereldhave N.V.,2018-10-18,0.4,NL0000289213,"Lucerne Capital Management, L.P.",archive
Randstad N.V.,2018-10-18,0.57,NL0000379121,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-18,2.32,NL0000289213,Marshall Wace LLP,archive
PostNL N.V.,2018-10-18,0.77,NL0009739416,Systematica Investments Limited,archive
Wereldhave N.V.,2018-10-18,0.74,NL0000289213,Toscafund Asset Management LLP,archive
Fugro N.V.,2018-10-18,0.52,NL0000352565,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-10-18,1.19,NL0010391025,"WorldQuant, LLC",archive
PostNL N.V.,2018-10-18,0.54,NL0009739416,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-10-17,1.77,NL0000888691,AHL Partners LLP,archive
ARCADIS N.V.,2018-10-17,1.22,NL0006237562,AKO Capital LLP,archive
BE Semiconductor Industries N.V.,2018-10-17,0.6,NL0012866412,Citadel Advisors II LLC,archive
Koninklijke BAM Groep N.V.,2018-10-17,0.49,NL0000337319,Citadel Advisors II LLC,archive
Fugro N.V.,2018-10-17,0.9,NL0000352565,Citadel Europe LLP,archive
Wereldhave N.V.,2018-10-17,0.69,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2018-10-17,0.63,NL0000289213,"D. E. Shaw & Co., L.P.",archive
RHI Magnesita N.V.,2018-10-17,0.77,NL0012650360,"Goldman Sachs Group Inc., The",archive
Fugro N.V.,2018-10-17,1.41,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2018-10-17,1.21,NL0012866412,Jupiter Investment Management Limited,archive
Pharming Group N.V.,2018-10-17,0.67,NL0010391025,Kingdon Capital Management LLC,archive
Randstad N.V.,2018-10-17,0.6,NL0000379121,Marshall Wace LLP,archive
Signify N.V.,2018-10-17,0.46,NL0011821392,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-17,2.21,NL0000289213,Marshall Wace LLP,archive
Fugro N.V.,2018-10-17,1.33,NL0000352565,Systematica Investments Limited,archive
Pharming Group N.V.,2018-10-17,1.29,NL0010391025,"WorldQuant, LLC",archive
PostNL N.V.,2018-10-17,0.62,NL0009739416,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-10-16,0.84,NL0011279492,Abaco Asset Management LLP,archive
AEGON Ltd.,2018-10-16,0.69,NL0000303709,B&G Master Fund Plc,archive
PostNL N.V.,2018-10-16,0.59,NL0009739416,"BlackRock Institutional Trust Company, National Association",archive
AMG Critical Materials N.V.,2018-10-16,0.5,NL0000888691,Capital Fund Management S.A.,archive
AEGON Ltd.,2018-10-16,0.46,NL0000303709,Citadel Europe LLP,archive
RHI Magnesita N.V.,2018-10-16,0.8,NL0012650360,"Goldman Sachs Group Inc., The",archive
Fugro N.V.,2018-10-16,1.39,NL0000352565,HBK Investments LP,archive
Koninklijke Ahold Delhaize N.V.,2018-10-16,1.07,NL0011794037,Marshall Wace LLP,archive
PostNL N.V.,2018-10-16,2.57,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,2018-10-16,0.53,NL0000387058,Marshall Wace LLP,archive
Pharming Group N.V.,2018-10-16,1.52,NL0010391025,"WorldQuant, LLC",archive
PostNL N.V.,2018-10-16,0.76,NL0009739416,"WorldQuant, LLC",archive
PostNL N.V.,2018-10-15,1.73,NL0009739416,AHL Partners LLP,archive
Koninklijke KPN N.V.,2018-10-15,1.29,NL0000009082,"AQR Capital Management, LLC",archive
AEGON Ltd.,2018-10-15,0.7,NL0000303709,B&G Master Fund Plc,archive
Fugro N.V.,2018-10-15,1.4,NL0000352565,HBK Investments LP,archive
ARCADIS N.V.,2018-10-15,2.55,NL0006237562,Marshall Wace LLP,archive
Fugro N.V.,2018-10-15,3.45,NL0000352565,Marshall Wace LLP,archive
Fugro N.V.,2018-10-15,1.01,NL0000352565,RAM Active Investments SA,archive
ARCADIS N.V.,2018-10-15,0.19,NL0006237562,Sculptor Capital Management Europe Limited,archive
Pharming Group N.V.,2018-10-15,1.61,NL0010391025,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-10-12,1.85,NL0000888691,AHL Partners LLP,archive
PostNL N.V.,2018-10-12,0.65,NL0009739416,"BlackRock Institutional Trust Company, National Association",archive
BE Semiconductor Industries N.V.,2018-10-12,0.54,NL0012866412,Citadel Advisors II LLC,archive
BE Semiconductor Industries N.V.,2018-10-12,1.21,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2018-10-12,0.78,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Aperam S.A.,2018-10-12,0.43,LU0569974404,GLG Partners LP,archive
BE Semiconductor Industries N.V.,2018-10-12,1.31,NL0012866412,Jupiter Investment Management Limited,archive
Signify N.V.,2018-10-12,0.48,NL0011821392,Lansdowne Partners (UK) LLP,archive
BE Semiconductor Industries N.V.,2018-10-12,0.46,NL0012866412,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-12,2.1,NL0000289213,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-12,0.59,NL0011279492,Millennium International Management LP,archive
Wereldhave N.V.,2018-10-12,1.01,NL0000289213,Millennium International Management LP,archive
Fugro N.V.,2018-10-12,1.2,NL0000352565,Systematica Investments Limited,archive
Signify N.V.,2018-10-12,2.34,NL0011821392,Tybourne Capital Management (HK) Limited,archive
BE Semiconductor Industries N.V.,2018-10-12,0.81,NL0012866412,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-10-11,0.94,NL0011279492,Abaco Asset Management LLP,archive
Signify N.V.,2018-10-11,0.82,NL0011821392,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2018-10-11,0.7,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2018-10-11,0.8,NL0000289213,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2018-10-11,1.24,NL0012866412,Jupiter Investment Management Limited,archive
Koninklijke Ahold Delhaize N.V.,2018-10-11,1.14,NL0011794037,Marshall Wace LLP,archive
PostNL N.V.,2018-10-11,2.67,NL0009739416,Marshall Wace LLP,archive
Randstad N.V.,2018-10-11,0.52,NL0000379121,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-11,2.07,NL0000289213,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-11,0.62,NL0011279492,Millennium International Management LP,archive
Wereldhave N.V.,2018-10-11,0.98,NL0000289213,Millennium International Management LP,archive
Pharming Group N.V.,2018-10-11,1.27,NL0010391025,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2018-10-11,4.93,NL0012866412,Scopia Capital Management LP,archive
ARCADIS N.V.,2018-10-11,0.97,NL0006237562,Sculptor Capital Management Europe Limited,archive
Fugro N.V.,2018-10-11,1.19,NL0000352565,Systematica Investments Limited,archive
PostNL N.V.,2018-10-11,0.89,NL0009739416,"WorldQuant, LLC",archive
Fugro N.V.,2018-10-10,0.49,NL0000352565,AXA Investment Managers Chorus Limited,archive
Fugro N.V.,2018-10-10,0.49,NL0000352565,BlueCrest Capital Management Limited,archive
Koninklijke BAM Groep N.V.,2018-10-10,0.51,NL0000337319,Citadel Advisors II LLC,archive
Fugro N.V.,2018-10-10,1.32,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2018-10-10,0.59,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2018-10-10,3.38,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,2018-10-10,2.7,NL0009739416,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-10,0.5,NL0011279492,Millennium International Management LP,archive
Pharming Group N.V.,2018-10-10,1.31,NL0010391025,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2018-10-10,4.78,NL0012866412,Scopia Capital Management LP,archive
PostNL N.V.,2018-10-10,0.8,NL0009739416,Systematica Investments Limited,archive
ASM International N.V.,2018-10-10,0.49,NL0000334118,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,2018-10-10,0.78,NL0012866412,"WorldQuant, LLC",archive
PostNL N.V.,2018-10-10,0.9,NL0009739416,"WorldQuant, LLC",archive
ARCADIS N.V.,2018-10-09,0.34,NL0006237562,Adelphi Capital LLP,archive
PostNL N.V.,2018-10-09,1.6,NL0009739416,AHL Partners LLP,archive
SBM Offshore N.V.,2018-10-09,2.39,NL0000360618,"AQR Capital Management, LLC",archive
PostNL N.V.,2018-10-09,0.5,NL0009739416,AXA Investment Managers Chorus Limited,archive
Fugro N.V.,2018-10-09,2.42,NL0000352565,Capital Fund Management S.A.,archive
Wereldhave N.V.,2018-10-09,0.68,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Fugro N.V.,2018-10-09,1.29,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2018-10-09,1.11,NL0012866412,Jupiter Investment Management Limited,archive
Fugro N.V.,2018-10-09,1.56,NL0000352565,Jupiter Investment Management Limited,archive
Fugro N.V.,2018-10-09,3.43,NL0000352565,Marshall Wace LLP,archive
Signify N.V.,2018-10-09,0.5,NL0011821392,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-09,2.16,NL0000289213,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-09,0.44,NL0011279492,Millennium International Management LP,archive
BE Semiconductor Industries N.V.,2018-10-09,4.61,NL0012866412,Scopia Capital Management LP,archive
Signify N.V.,2018-10-09,1.45,NL0011821392,Scopia Capital Management LP,archive
Pharming Group N.V.,2018-10-09,1.9,NL0010391025,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-10-08,0.74,NL0011279492,Abaco Asset Management LLP,archive
ARCADIS N.V.,2018-10-08,1.44,NL0006237562,AKO Capital LLP,archive
Koninklijke BAM Groep N.V.,2018-10-08,0.49,NL0000337319,Citadel Advisors II LLC,archive
RHI Magnesita N.V.,2018-10-08,0.77,NL0012650360,"Goldman Sachs Group Inc., The",archive
PostNL N.V.,2018-10-08,2.63,NL0009739416,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-08,0.53,NL0011279492,Millennium International Management LP,archive
Pharming Group N.V.,2018-10-08,1.23,NL0010391025,"PDT Partners, LLC",archive
ASM International N.V.,2018-10-08,0.57,NL0000334118,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-10-08,1.77,NL0010391025,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-10-05,1.92,NL0000888691,AHL Partners LLP,archive
Fugro N.V.,2018-10-05,0.58,NL0000352565,AXA Investment Managers Chorus Limited,archive
OCI N.V.,2018-10-05,0.49,NL0010558797,Capital Fund Management S.A.,archive
Koninklijke BAM Groep N.V.,2018-10-05,0.5,NL0000337319,Citadel Advisors II LLC,archive
Wereldhave N.V.,2018-10-05,0.49,NL0000289213,Citadel Advisors II LLC,archive
Wereldhave N.V.,2018-10-05,0.76,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Pharming Group N.V.,2018-10-05,0.41,NL0010391025,GSA Capital Partners LLP,archive
BE Semiconductor Industries N.V.,2018-10-05,0.66,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2018-10-05,3.82,NL0000352565,Marshall Wace LLP,archive
Wereldhave N.V.,2018-10-05,2.26,NL0000289213,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-05,0.65,NL0011279492,Millennium International Management LP,archive
Pharming Group N.V.,2018-10-05,1.15,NL0010391025,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2018-10-05,4.41,NL0012866412,Scopia Capital Management LP,archive
Signify N.V.,2018-10-05,1.57,NL0011821392,Scopia Capital Management LP,archive
PostNL N.V.,2018-10-05,0.72,NL0009739416,Systematica Investments Limited,archive
Pharming Group N.V.,2018-10-05,0.54,NL0010391025,TT International,archive
Pharming Group N.V.,2018-10-05,1.55,NL0010391025,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2018-10-04,1.89,NL0000888691,AHL Partners LLP,archive
ARCADIS N.V.,2018-10-04,1.31,NL0006237562,AKO Capital LLP,archive
SBM Offshore N.V.,2018-10-04,2.4,NL0000360618,"AQR Capital Management, LLC",archive
Flow Traders Ltd.,2018-10-04,0.49,NL0011279492,Capital Fund Management S.A.,archive
Fugro N.V.,2018-10-04,2.31,NL0000352565,Capital Fund Management S.A.,archive
Pharming Group N.V.,2018-10-04,0.46,NL0010391025,Citadel Advisors II LLC,archive
AEGON Ltd.,2018-10-04,0.52,NL0000303709,Citadel Europe LLP,archive
BE Semiconductor Industries N.V.,2018-10-04,1.11,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2018-10-04,0.8,NL0000289213,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2018-10-04,1.0,NL0012866412,Jupiter Investment Management Limited,archive
Signify N.V.,2018-10-04,0.63,NL0011821392,Lansdowne Partners (UK) LLP,archive
Wereldhave N.V.,2018-10-04,0.8,NL0000289213,"Lucerne Capital Management, L.P.",archive
Koninklijke Ahold Delhaize N.V.,2018-10-04,1.24,NL0011794037,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-04,0.76,NL0011279492,Millennium International Management LP,archive
Pharming Group N.V.,2018-10-04,1.06,NL0010391025,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2018-10-04,4.27,NL0012866412,Scopia Capital Management LP,archive
Signify N.V.,2018-10-04,1.75,NL0011821392,Scopia Capital Management LP,archive
BE Semiconductor Industries N.V.,2018-10-04,0.82,NL0012866412,"WorldQuant, LLC",archive
Pharming Group N.V.,2018-10-04,1.26,NL0010391025,"WorldQuant, LLC",archive
Koninklijke Vopak N.V.,2018-10-03,1.79,NL0009432491,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2018-10-03,2.39,NL0000360618,"AQR Capital Management, LLC",archive
Pharming Group N.V.,2018-10-03,0.89,NL0010391025,GSA Capital Partners LLP,archive
TomTom N.V.,2018-10-03,0.49,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
Fugro N.V.,2018-10-03,1.69,NL0000352565,Jupiter Investment Management Limited,archive
Koninklijke Ahold Delhaize N.V.,2018-10-03,0.72,NL0011794037,Lansdowne Partners (UK) LLP,archive
BE Semiconductor Industries N.V.,2018-10-03,0.76,NL0012866412,Marshall Wace LLP,archive
Flow Traders Ltd.,2018-10-03,0.8,NL0011279492,Millennium International Management LP,archive
Pharming Group N.V.,2018-10-03,0.96,NL0010391025,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2018-10-03,4.32,NL0012866412,Scopia Capital Management LP,archive
ASM International N.V.,2018-10-03,0.68,NL0000334118,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-10-02,0.64,NL0011279492,Abaco Asset Management LLP,archive
PostNL N.V.,2018-10-02,1.52,NL0009739416,AHL Partners LLP,archive
Lakefront Biotherapeutics NV,2018-10-02,1.79,BE0003818359,"AQR Capital Management, LLC",archive
Pharming Group N.V.,2018-10-02,0.63,NL0010391025,Citadel Advisors II LLC,archive
Pharming Group N.V.,2018-10-02,0.94,NL0010391025,GSA Capital Partners LLP,archive
Fugro N.V.,2018-10-02,1.31,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2018-10-02,0.9,NL0012866412,Jupiter Investment Management Limited,archive
ARCADIS N.V.,2018-10-02,2.68,NL0006237562,Marshall Wace LLP,archive
OCI N.V.,2018-10-02,0.48,NL0010558797,Marshall Wace LLP,archive
PostNL N.V.,2018-10-02,2.52,NL0009739416,Marshall Wace LLP,archive
Pharming Group N.V.,2018-10-02,0.89,NL0010391025,"PDT Partners, LLC",archive
BE Semiconductor Industries N.V.,2018-10-02,4.51,NL0012866412,Scopia Capital Management LP,archive
Pharming Group N.V.,2018-10-02,1.16,NL0010391025,"WorldQuant, LLC",archive
PostNL N.V.,2018-10-02,0.88,NL0009739416,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-10-01,0.58,NL0011279492,Abaco Asset Management LLP,archive
Fugro N.V.,2018-10-01,0.68,NL0000352565,AXA Investment Managers Chorus Limited,archive
PostNL N.V.,2018-10-01,0.79,NL0009739416,"BlackRock Institutional Trust Company, National Association",archive
Flow Traders Ltd.,2018-10-01,0.56,NL0011279492,Capital Fund Management S.A.,archive
BE Semiconductor Industries N.V.,2018-10-01,0.7,NL0012866412,CQS (UK) LLP,archive
Koninklijke BAM Groep N.V.,2018-10-01,1.13,NL0000337319,Gladstone Capital Management LLP,archive
RHI Magnesita N.V.,2018-10-01,0.85,NL0012650360,"Goldman Sachs Group Inc., The",archive
Fugro N.V.,2018-10-01,1.29,NL0000352565,HBK Investments LP,archive
Signify N.V.,2018-10-01,0.5,NL0011821392,Lansdowne Partners (UK) LLP,archive
PostNL N.V.,2018-10-01,2.43,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2018-10-01,1.97,NL0011821392,Scopia Capital Management LP,archive
ARCADIS N.V.,2018-10-01,1.02,NL0006237562,Sculptor Capital Management Europe Limited,archive
PostNL N.V.,2018-10-01,0.6,NL0009739416,Systematica Investments Limited,archive
BE Semiconductor Industries N.V.,2018-10-01,0.78,NL0012866412,"WorldQuant, LLC",archive
Flow Traders Ltd.,2018-09-28,0.61,NL0011279492,Abaco Asset Management LLP,archive
BE Semiconductor Industries N.V.,2018-09-28,1.01,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2018-09-28,0.65,NL0000289213,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2018-09-28,0.81,NL0012866412,Jupiter Investment Management Limited,archive
Fugro N.V.,2018-09-28,1.79,NL0000352565,Jupiter Investment Management Limited,archive
Fugro N.V.,2018-09-28,3.7,NL0000352565,Marshall Wace LLP,archive
Wereldhave N.V.,2018-09-28,2.38,NL0000289213,Marshall Wace LLP,archive
Pharming Group N.V.,2018-09-28,0.97,NL0010391025,"PDT Partners, LLC",archive
Pharming Group N.V.,2018-09-28,1.21,NL0010391025,"WorldQuant, LLC",archive
PostNL N.V.,2018-09-28,0.94,NL0009739416,"WorldQuant, LLC",archive
PostNL N.V.,2018-09-27,1.42,NL0009739416,AHL Partners LLP,archive
Koninklijke KPN N.V.,2018-09-27,1.39,NL0000009082,"AQR Capital Management, LLC",archive
Fugro N.V.,2018-09-27,2.2,NL0000352565,Capital Fund Management S.A.,archive
Wereldhave N.V.,2018-09-27,0.58,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Pharming Group N.V.,2018-09-27,0.59,NL0010391025,Kingdon Capital Management LLC,archive
Koninklijke Ahold Delhaize N.V.,2018-09-27,1.11,NL0011794037,Marshall Wace LLP,archive
Wereldhave N.V.,2018-09-27,2.4,NL0000289213,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2018-09-27,0.48,NL0000337319,"WorldQuant, LLC",archive
Signify N.V.,2018-09-26,0.77,NL0011821392,BlackRock Investment Management (UK) Limited,archive
Flow Traders Ltd.,2018-09-26,0.66,NL0011279492,Capital Fund Management S.A.,archive
Wereldhave N.V.,2018-09-26,0.58,NL0000289213,Citadel Advisors II LLC,archive
Pharming Group N.V.,2018-09-26,1.11,NL0010391025,GSA Capital Partners LLP,archive
BE Semiconductor Industries N.V.,2018-09-26,0.73,NL0012866412,Jupiter Investment Management Limited,archive
Fugro N.V.,2018-09-26,1.87,NL0000352565,Jupiter Investment Management Limited,archive
BE Semiconductor Industries N.V.,2018-09-26,0.84,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2018-09-26,3.63,NL0000352565,Marshall Wace LLP,archive
Signify N.V.,2018-09-26,0.42,NL0011821392,Marshall Wace LLP,archive
PostNL N.V.,2018-09-26,1.09,NL0009739416,"WorldQuant, LLC",archive
PostNL N.V.,2018-09-25,1.39,NL0009739416,AHL Partners LLP,archive
Pharming Group N.V.,2018-09-25,0.93,NL0010391025,Citadel Advisors II LLC,archive
BE Semiconductor Industries N.V.,2018-09-25,0.92,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2018-09-25,3.56,NL0000352565,Marshall Wace LLP,archive
Koninklijke Ahold Delhaize N.V.,2018-09-25,1.08,NL0011794037,Marshall Wace LLP,archive
PostNL N.V.,2018-09-25,2.31,NL0009739416,Marshall Wace LLP,archive
Pharming Group N.V.,2018-09-25,0.88,NL0010391025,"PDT Partners, LLC",archive
