issuer_name,position_date,net_short_position,isin,position_holder,source
Lakefront Biotherapeutics NV,2026-02-04,1.19,BE0003818359,"Arrowstreet Capital, Limited Partnership",archive
BE Semiconductor Industries N.V.,2026-02-04,0.73,NL0012866412,Canada Pension Plan Investment Board,archive
Aperam S.A.,2026-02-04,0.48,LU0569974404,Capital Fund Management S.A.,archive
Signify N.V.,2026-02-04,0.59,NL0011821392,Citadel Securities (Europe) Limited,archive
Pharming Group N.V.,2026-02-04,0.59,NL0010391025,"D. E. Shaw & Co., L.P.",archive
IMCD N.V.,2026-02-04,0.76,NL0010801007,Marshall Wace LLP,archive
IMCD N.V.,2026-02-04,0.83,NL0010801007,Millennium International Management LP,archive
Pharming Group N.V.,2026-02-04,0.56,NL0010391025,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2026-02-04,1.38,NL0012817175,Voleon Capital Management LP,archive
Avantium N.V.,2026-02-04,2.38,NL0015002IE0,Voleon Capital Management LP,archive
Akzo Nobel N.V.,2026-02-03,1.12,NL0013267909,AKO Capital LLP,archive
Signify N.V.,2026-02-03,0.61,NL0011821392,"BlackRock Financial Management, Inc.",archive
Aperam S.A.,2026-02-03,0.5,LU0569974404,Capital Fund Management S.A.,archive
Pharming Group N.V.,2026-02-03,0.79,NL0010391025,Capital Fund Management S.A.,archive
Signify N.V.,2026-02-03,0.8,NL0011821392,Citadel Advisors Europe Limited,archive
The Magnum Ice Cream Company N.V.,2026-02-03,0.78,NL0015002MS2,Citadel Advisors Europe Limited,archive
Akzo Nobel N.V.,2026-02-03,0.68,NL0013267909,"Empyrean Capital Overseas Master Fund, Ltd",archive
Akzo Nobel N.V.,2026-02-03,0.7,NL0013267909,Kintbury Capital LLP,archive
Akzo Nobel N.V.,2026-02-03,0.63,NL0013267909,Marshall Wace LLP,archive
IMCD N.V.,2026-02-03,0.91,NL0010801007,Millennium International Management LP,archive
Pharming Group N.V.,2026-02-03,0.46,NL0010391025,Millennium International Management LP,archive
CVC Capital Partners plc,2026-02-03,0.5,JE00BRX98089,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2026-02-03,1.46,NL0012817175,Voleon Capital Management LP,archive
Signify N.V.,2026-02-02,0.74,NL0011821392,Citadel Advisors Europe Limited,archive
Signify N.V.,2026-02-02,0.61,NL0011821392,Citadel Securities (Europe) Limited,archive
Signify N.V.,2026-02-02,0.53,NL0011821392,"D. E. Shaw & Co., L.P.",archive
Allfunds Group plc,2026-02-02,0.49,GB00BNTJ3546,Millennium International Management LP,archive
Fugro N.V.,2026-02-02,0.9,NL00150003E1,Millennium International Management LP,archive
Pharming Group N.V.,2026-02-02,0.68,NL0010391025,Millennium International Management LP,archive
Signify N.V.,2026-02-02,0.48,NL0011821392,"Point72 Asset Management, L.P.",archive
Avantium N.V.,2026-02-02,2.4,NL0015002IE0,Voleon Capital Management LP,archive
Universal Music Group N.V.,2026-01-30,0.5,NL0015000IY2,"AQR Capital Management, LLC",archive
Signify N.V.,2026-01-30,0.63,NL0011821392,Citadel Advisors Europe Limited,archive
The Magnum Ice Cream Company N.V.,2026-01-30,0.8,NL0015002MS2,Citadel Advisors Europe Limited,archive
Fugro N.V.,2026-01-30,0.42,NL00150003E1,Citadel Advisors LLC,archive
Signify N.V.,2026-01-30,0.58,NL0011821392,Citadel Securities (Europe) Limited,archive
Akzo Nobel N.V.,2026-01-30,0.83,NL0013267909,Marshall Wace LLP,archive
Randstad N.V.,2026-01-30,0.49,NL0000379121,Marshall Wace LLP,archive
TomTom N.V.,2026-01-30,0.6,NL0013332471,Marshall Wace LLP,archive
IMCD N.V.,2026-01-30,0.82,NL0010801007,Millennium International Management LP,archive
Signify N.V.,2026-01-30,0.52,NL0011821392,"Point72 Asset Management, L.P.",archive
The Magnum Ice Cream Company N.V.,2026-01-30,0.92,NL0015002MS2,Qube Research & Technologies Ltd.,archive
ARCADIS N.V.,2026-01-30,1.19,NL0006237562,Squarepoint Ops LLC,archive
Akzo Nobel N.V.,2026-01-30,0.6,NL0013267909,UBS Asset Management (Americas) LLC,archive
Akzo Nobel N.V.,2026-01-29,0.69,NL0013267909,"AQR Capital Management, LLC",archive
Basic-Fit N.V.,2026-01-29,1.68,NL0011872650,JPMorgan Asset Management (UK) Ltd.,archive
Akzo Nobel N.V.,2026-01-29,0.79,NL0013267909,Marshall Wace LLP,archive
Allfunds Group plc,2026-01-29,0.5,GB00BNTJ3546,Millennium International Management LP,archive
SBM Offshore N.V.,2026-01-28,0.49,NL0000360618,"AQR Capital Management, LLC",archive
Basic-Fit N.V.,2026-01-28,0.48,NL0011872650,Marchant MC Ltd.,archive
IMCD N.V.,2026-01-28,0.68,NL0010801007,Marshall Wace LLP,archive
Fugro N.V.,2026-01-28,0.83,NL00150003E1,Millennium International Management LP,archive
Fugro N.V.,2026-01-28,0.78,NL00150003E1,"PDT Partners, LLC",archive
IMCD N.V.,2026-01-28,0.49,NL0010801007,Perbak Capital Partners LLP,archive
Signify N.V.,2026-01-28,0.46,NL0011821392,"Point72 Asset Management, L.P.",archive
Akzo Nobel N.V.,2026-01-27,1.07,NL0013267909,AKO Capital LLP,archive
Aalberts N.V.,2026-01-27,0.59,NL0000852564,"BlackRock Advisors, LLC",archive
Pharming Group N.V.,2026-01-27,0.81,NL0010391025,Capital Fund Management S.A.,archive
Fugro N.V.,2026-01-27,0.57,NL00150003E1,Citadel Advisors LLC,archive
Basic-Fit N.V.,2026-01-27,1.72,NL0011872650,JPMorgan Asset Management (UK) Ltd.,archive
Basic-Fit N.V.,2026-01-27,0.52,NL0011872650,Marchant MC Ltd.,archive
Akzo Nobel N.V.,2026-01-27,0.81,NL0013267909,Marshall Wace LLP,archive
IMCD N.V.,2026-01-27,0.7,NL0010801007,Marshall Wace LLP,archive
Akzo Nobel N.V.,2026-01-27,0.51,NL0013267909,UBS Asset Management (Americas) LLC,archive
Fugro N.V.,2026-01-27,0.5,NL00150003E1,Voleon Capital Management LP,archive
Basic-Fit N.V.,2026-01-27,0.43,NL0011872650,Wellington Management International Ltd.,archive
IMCD N.V.,2026-01-26,0.49,NL0010801007,"AQR Capital Management, LLC",archive
Randstad N.V.,2026-01-26,0.6,NL0000379121,"BlackRock Advisors, LLC",archive
Aperam S.A.,2026-01-26,0.48,LU0569974404,Capital Fund Management S.A.,archive
Pharming Group N.V.,2026-01-26,0.7,NL0010391025,Capital Fund Management S.A.,archive
ARCADIS N.V.,2026-01-26,0.58,NL0006237562,Citadel Advisors LLC,archive
PostNL N.V.,2026-01-26,0.62,NL0009739416,Citadel Advisors LLC,archive
PostNL N.V.,2026-01-26,0.37,NL0009739416,JPMorgan Asset Management (UK) Ltd.,archive
Akzo Nobel N.V.,2026-01-26,0.5,NL0013267909,Kintbury Capital LLP,archive
Pharming Group N.V.,2026-01-26,0.81,NL0010391025,Millennium International Management LP,archive
Alfen N.V.,2026-01-26,1.5,NL0012817175,Voleon Capital Management LP,archive
Basic-Fit N.V.,2026-01-26,0.58,NL0011872650,Wellington Management International Ltd.,archive
Alfen N.V.,2026-01-26,2.72,NL0012817175,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2026-01-23,0.49,NL0000888691,Actus Ray Partners Limited,archive
IMCD N.V.,2026-01-23,0.69,NL0010801007,Marshall Wace LLP,archive
TomTom N.V.,2026-01-23,0.5,NL0013332471,Marshall Wace LLP,archive
The Magnum Ice Cream Company N.V.,2026-01-23,0.84,NL0015002MS2,Qube Research & Technologies Ltd.,archive
Avantium N.V.,2026-01-23,2.34,NL0015002IE0,Voleon Capital Management LP,archive
BE Semiconductor Industries N.V.,2026-01-22,0.89,NL0012866412,Canada Pension Plan Investment Board,archive
Aperam S.A.,2026-01-22,0.5,LU0569974404,Capital Fund Management S.A.,archive
Pharming Group N.V.,2026-01-22,0.64,NL0010391025,Capital Fund Management S.A.,archive
Fugro N.V.,2026-01-22,0.79,NL00150003E1,Citadel Advisors LLC,archive
Alfen N.V.,2026-01-22,1.69,NL0012817175,"D. E. Shaw & Co., L.P.",archive
PostNL N.V.,2026-01-22,0.89,NL0009739416,"D. E. Shaw & Co., L.P.",archive
PostNL N.V.,2026-01-22,0.57,NL0009739416,JPMorgan Asset Management (UK) Ltd.,archive
IMCD N.V.,2026-01-22,0.71,NL0010801007,Millennium International Management LP,archive
The Magnum Ice Cream Company N.V.,2026-01-22,0.65,NL0015002MS2,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2026-01-22,1.49,NL0012817175,Voleon Capital Management LP,archive
Avantium N.V.,2026-01-22,2.09,NL0015002IE0,Voleon Capital Management LP,archive
Koninklijke Philips N.V.,2026-01-21,0.48,NL0000009538,"AQR Capital Management, LLC",archive
Lakefront Biotherapeutics NV,2026-01-21,1.29,BE0003818359,"Arrowstreet Capital, Limited Partnership",archive
The Magnum Ice Cream Company N.V.,2026-01-21,0.72,NL0015002MS2,Citadel Advisors Europe Limited,archive
ARCADIS N.V.,2026-01-21,0.6,NL0006237562,Citadel Advisors LLC,archive
Randstad N.V.,2026-01-21,0.69,NL0000379121,Marshall Wace LLP,archive
Avantium N.V.,2026-01-21,2.1,NL0015002IE0,Voleon Capital Management LP,archive
Alfen N.V.,2026-01-21,2.61,NL0012817175,"WorldQuant, LLC",archive
Akzo Nobel N.V.,2026-01-20,0.61,NL0013267909,"BlackRock Advisors, LLC",archive
Randstad N.V.,2026-01-20,0.48,NL0000379121,Citadel Advisors LLC,archive
InPost S.A.,2026-01-20,0.71,LU2290522684,"Connor, Clark & Lunn Investment Management Ltd.",archive
PostNL N.V.,2026-01-20,0.9,NL0009739416,"D. E. Shaw & Co., L.P.",archive
Akzo Nobel N.V.,2026-01-20,0.7,NL0013267909,Marshall Wace LLP,archive
IMCD N.V.,2026-01-20,0.59,NL0010801007,Millennium Capital (DIFC) Limited,archive
Pharming Group N.V.,2026-01-20,0.78,NL0010391025,Millennium International Management LP,archive
The Magnum Ice Cream Company N.V.,2026-01-20,0.81,NL0015002MS2,Qube Research & Technologies Ltd.,archive
BE Semiconductor Industries N.V.,2026-01-19,0.78,NL0012866412,"D. E. Shaw & Co., L.P.",archive
IMCD N.V.,2026-01-19,0.61,NL0010801007,Millennium Capital (DIFC) Limited,archive
IMCD N.V.,2026-01-19,0.6,NL0010801007,Millennium International Management LP,archive
Pharming Group N.V.,2026-01-19,0.82,NL0010391025,Millennium International Management LP,archive
Alfen N.V.,2026-01-19,1.55,NL0012817175,Voleon Capital Management LP,archive
Avantium N.V.,2026-01-19,2.01,NL0015002IE0,Voleon Capital Management LP,archive
PostNL N.V.,2026-01-19,0.48,NL0009739416,Winton Capital Management Limited,archive
Alfen N.V.,2026-01-19,2.53,NL0012817175,"WorldQuant, LLC",archive
Pharming Group N.V.,2026-01-16,0.55,NL0010391025,Capital Fund Management S.A.,archive
The Magnum Ice Cream Company N.V.,2026-01-16,0.61,NL0015002MS2,Citadel Advisors Europe Limited,archive
ARCADIS N.V.,2026-01-16,0.58,NL0006237562,Citadel Advisors LLC,archive
Alfen N.V.,2026-01-16,1.09,NL0012817175,GSA Capital Partners LLP,archive
Randstad N.V.,2026-01-16,0.7,NL0000379121,Marshall Wace LLP,archive
Pharming Group N.V.,2026-01-16,0.79,NL0010391025,Millennium International Management LP,archive
Basic-Fit N.V.,2026-01-16,0.78,NL0011872650,Wellington Management International Ltd.,archive
Lakefront Biotherapeutics NV,2026-01-15,1.38,BE0003818359,"Arrowstreet Capital, Limited Partnership",archive
PostNL N.V.,2026-01-15,0.59,NL0009739416,Citadel Advisors LLC,archive
BE Semiconductor Industries N.V.,2026-01-15,0.81,NL0012866412,"D. E. Shaw & Co., L.P.",archive
Akzo Nobel N.V.,2026-01-15,0.62,NL0013267909,Marshall Wace LLP,archive
IMCD N.V.,2026-01-15,0.5,NL0010801007,Millennium International Management LP,archive
Pharming Group N.V.,2026-01-15,0.88,NL0010391025,Millennium International Management LP,archive
InPost S.A.,2026-01-14,0.5,LU2290522684,Capital Fund Management S.A.,archive
Fugro N.V.,2026-01-14,0.82,NL00150003E1,Citadel Advisors LLC,archive
BE Semiconductor Industries N.V.,2026-01-14,0.78,NL0012866412,"D. E. Shaw & Co., L.P.",archive
IMCD N.V.,2026-01-14,0.7,NL0010801007,Marshall Wace LLP,archive
InPost S.A.,2026-01-14,0.87,LU2290522684,Marshall Wace LLP,archive
IMCD N.V.,2026-01-14,0.46,NL0010801007,Millennium International Management LP,archive
Pharming Group N.V.,2026-01-14,0.99,NL0010391025,Millennium International Management LP,archive
Fugro N.V.,2026-01-14,0.59,NL0000352565,Numeric Investors LLC,archive
Fugro N.V.,2026-01-14,0.8,NL00150003E1,"PDT Partners, LLC",archive
ARCADIS N.V.,2026-01-14,1.28,NL0006237562,Squarepoint Ops LLC,archive
Akzo Nobel N.V.,2026-01-13,0.79,NL0013267909,"AQR Capital Management, LLC",archive
Fugro N.V.,2026-01-13,0.79,NL00150003E1,Citadel Advisors LLC,archive
Randstad N.V.,2026-01-13,0.58,NL0000379121,Citadel Advisors LLC,archive
Akzo Nobel N.V.,2026-01-13,0.57,NL0013267909,Marshall Wace LLP,archive
InPost S.A.,2026-01-13,0.9,LU2290522684,Marshall Wace LLP,archive
ARCADIS N.V.,2026-01-13,1.3,NL0006237562,Squarepoint Ops LLC,archive
Alfen N.V.,2026-01-13,2.41,NL0012817175,"WorldQuant, LLC",archive
Randstad N.V.,2026-01-12,0.6,NL0000379121,Citadel Advisors LLC,archive
Alfen N.V.,2026-01-12,1.7,NL0012817175,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2026-01-12,0.8,NL0012866412,"D. E. Shaw & Co., L.P.",archive
IMCD N.V.,2026-01-12,0.6,NL0010801007,Marshall Wace LLP,archive
InPost S.A.,2026-01-12,1.4,LU2290522684,Marshall Wace LLP,archive
Alfen N.V.,2026-01-12,1.42,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,2026-01-12,2.37,NL0012817175,"WorldQuant, LLC",archive
Randstad N.V.,2026-01-09,0.5,NL0000379121,"BlackRock Advisors, LLC",archive
ARCADIS N.V.,2026-01-09,0.6,NL0006237562,Citadel Advisors LLC,archive
Alfen N.V.,2026-01-09,1.69,NL0012817175,"D. E. Shaw & Co., L.P.",archive
PostNL N.V.,2026-01-09,0.88,NL0009739416,"D. E. Shaw & Co., L.P.",archive
InPost S.A.,2026-01-09,1.55,LU2290522684,Marshall Wace LLP,archive
Randstad N.V.,2026-01-09,0.68,NL0000379121,Marshall Wace LLP,archive
Pharming Group N.V.,2026-01-09,1.18,NL0010391025,Millennium International Management LP,archive
ARCADIS N.V.,2026-01-09,1.29,NL0006237562,Squarepoint Ops LLC,archive
BE Semiconductor Industries N.V.,2026-01-08,1.07,NL0012866412,Canada Pension Plan Investment Board,archive
ARCADIS N.V.,2026-01-08,0.59,NL0006237562,Citadel Advisors LLC,archive
InPost S.A.,2026-01-08,0.61,LU2290522684,"Connor, Clark & Lunn Investment Management Ltd.",archive
Alfen N.V.,2026-01-08,1.7,NL0012817175,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2026-01-08,0.78,NL0012866412,"D. E. Shaw & Co., L.P.",archive
PostNL N.V.,2026-01-08,0.9,NL0009739416,"D. E. Shaw & Co., L.P.",archive
InPost S.A.,2026-01-08,1.69,LU2290522684,Marshall Wace LLP,archive
Alfen N.V.,2026-01-08,1.33,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,2026-01-08,2.23,NL0012817175,"WorldQuant, LLC",archive
Akzo Nobel N.V.,2026-01-07,0.82,NL0013267909,"AQR Capital Management, LLC",archive
Lakefront Biotherapeutics NV,2026-01-07,1.49,BE0003818359,"Arrowstreet Capital, Limited Partnership",archive
ARCADIS N.V.,2026-01-07,0.6,NL0006237562,Citadel Advisors LLC,archive
PostNL N.V.,2026-01-07,0.61,NL0009739416,Citadel Advisors LLC,archive
InPost S.A.,2026-01-07,0.59,LU2290522684,"Connor, Clark & Lunn Investment Management Ltd.",archive
PostNL N.V.,2026-01-07,0.89,NL0009739416,"D. E. Shaw & Co., L.P.",archive
InPost S.A.,2026-01-07,1.75,LU2290522684,Marshall Wace LLP,archive
IMCD N.V.,2026-01-07,0.58,NL0010801007,Millennium International Management LP,archive
Pharming Group N.V.,2026-01-07,1.27,NL0010391025,Millennium International Management LP,archive
Akzo Nobel N.V.,2026-01-06,0.77,NL0013267909,"AQR Capital Management, LLC",archive
Aalberts N.V.,2026-01-06,0.69,NL0000852564,"BlackRock Advisors, LLC",archive
InPost S.A.,2026-01-06,1.89,LU2290522684,Marshall Wace LLP,archive
IMCD N.V.,2026-01-06,0.62,NL0010801007,Millennium International Management LP,archive
OCI N.V.,2026-01-05,0.0,NL0010558797,"D. E. Shaw & Co., L.P.",archive
IMCD N.V.,2026-01-05,0.5,NL0010801007,Marshall Wace LLP,archive
The Magnum Ice Cream Company N.V.,2026-01-05,0.71,NL0015002MS2,Qube Research & Technologies Ltd.,archive
OCI N.V.,2026-01-05,0.0,NL0010558797,"Two Sigma Investments, LP",archive
Alfen N.V.,2026-01-05,1.22,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,2026-01-05,2.14,NL0012817175,"WorldQuant, LLC",archive
Akzo Nobel N.V.,2026-01-02,0.8,NL0013267909,"AQR Capital Management, LLC",archive
InPost S.A.,2026-01-02,0.61,LU2290522684,"Arrowstreet Capital, Limited Partnership",archive
The Magnum Ice Cream Company N.V.,2026-01-02,0.49,NL0015002MS2,Citadel Advisors Europe Limited,archive
InPost S.A.,2026-01-02,0.6,LU2290522684,"Connor, Clark & Lunn Investment Management Ltd.",archive
Alfen N.V.,2026-01-02,1.68,NL0012817175,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,2026-01-02,0.48,NL0012817175,Millennium International Management LP,archive
Fugro N.V.,2026-01-02,0.78,NL00150003E1,Millennium International Management LP,archive
IMCD N.V.,2026-01-02,0.5,NL0010801007,Millennium International Management LP,archive
Fugro N.V.,2026-01-02,0.7,NL00150003E1,"PDT Partners, LLC",archive
IMCD N.V.,2026-01-02,0.5,NL0010801007,Perbak Capital Partners LLP,archive
Alfen N.V.,2026-01-02,0.4,NL0012817175,Qube Research & Technologies Ltd.,archive
ArcelorMittal S.A.,2026-01-02,0.59,LU1598757687,"Two Sigma Investments, LP",archive
OCI N.V.,2026-01-02,0.7,NL0010558797,"Two Sigma Investments, LP",archive
Basic-Fit N.V.,2026-01-02,0.89,NL0011872650,Wellington Management International Ltd.,archive
Alfen N.V.,2026-01-02,2.08,NL0012817175,"WorldQuant, LLC",archive
OCI N.V.,2025-12-31,0.59,NL0010558797,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,2025-12-31,1.1,NL0012817175,GSA Capital Partners LLP,archive
Pharming Group N.V.,2025-12-31,1.3,NL0010391025,Millennium International Management LP,archive
Avantium N.V.,2025-12-31,1.89,NL0015002IE0,Voleon Capital Management LP,archive
Fugro N.V.,2025-12-30,0.69,NL00150003E1,"PDT Partners, LLC",archive
OCI N.V.,2025-12-30,0.49,NL0010558797,"Two Sigma Advisers, LLC",archive
Alfen N.V.,2025-12-30,1.18,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,2025-12-30,2.11,NL0012817175,"WorldQuant, LLC",archive
Alfen N.V.,2025-12-29,1.77,NL0012817175,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2025-12-29,0.8,NL0012866412,"D. E. Shaw & Co., L.P.",archive
PostNL N.V.,2025-12-29,0.49,NL0009739416,"PDT Partners, LLC",archive
Avantium N.V.,2025-12-29,1.94,NL0015002IE0,Voleon Capital Management LP,archive
PostNL N.V.,2025-12-29,0.59,NL0009739416,Winton Capital Management Limited,archive
BE Semiconductor Industries N.V.,2025-12-24,0.79,NL0012866412,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,2025-12-24,1.02,NL0012817175,Voleon Capital Management LP,archive
IMCD N.V.,2025-12-23,0.48,NL0010801007,Marshall Wace LLP,archive
Pharming Group N.V.,2025-12-23,1.27,NL0010391025,Millennium International Management LP,archive
Signify N.V.,2025-12-22,0.48,NL0011821392,"BlackRock Advisors, LLC",archive
ARCADIS N.V.,2025-12-22,0.51,NL0006237562,Citadel Advisors LLC,archive
IMCD N.V.,2025-12-22,0.48,NL0010801007,Perbak Capital Partners LLP,archive
Lakefront Biotherapeutics NV,2025-12-22,0.49,BE0003818359,Qube Research & Technologies Ltd.,archive
Avantium N.V.,2025-12-22,2.07,NL0015002IE0,Voleon Capital Management LP,archive
ArcelorMittal S.A.,2025-12-19,0.5,LU1598757687,"AQR Capital Management, LLC",archive
The Magnum Ice Cream Company N.V.,2025-12-19,0.56,NL0015002MS2,Citadel Advisors Europe Limited,archive
Randstad N.V.,2025-12-19,0.5,NL0000379121,Citadel Advisors LLC,archive
ARCADIS N.V.,2025-12-19,0.49,NL0006237562,"D. E. Shaw & Co., L.P.",archive
OCI N.V.,2025-12-19,0.69,NL0010558797,"D. E. Shaw & Co., L.P.",archive
Fugro N.V.,2025-12-19,0.81,NL00150003E1,Millennium International Management LP,archive
Alfen N.V.,2025-12-19,0.69,NL0012817175,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2025-12-19,0.99,NL0012817175,Voleon Capital Management LP,archive
Lakefront Biotherapeutics NV,2025-12-18,0.5,BE0003818359,Qube Research & Technologies Ltd.,archive
Avantium N.V.,2025-12-18,2.18,NL0015002IE0,Voleon Capital Management LP,archive
Akzo Nobel N.V.,2025-12-17,0.55,NL0013267909,"BlackRock Advisors, LLC",archive
Fugro N.V.,2025-12-17,0.8,NL00150003E1,Citadel Advisors LLC,archive
PostNL N.V.,2025-12-17,0.5,NL0009739416,Citadel Advisors LLC,archive
Sligro Food Group N.V.,2025-12-17,0.49,NL0000817179,Citadel Advisors LLC,archive
OCI N.V.,2025-12-17,0.71,NL0010558797,"D. E. Shaw & Co., L.P.",archive
Basic-Fit N.V.,2025-12-17,1.88,NL0011872650,JPMorgan Asset Management (UK) Ltd.,archive
Fugro N.V.,2025-12-17,0.78,NL00150003E1,"PDT Partners, LLC",archive
Aalberts N.V.,2025-12-16,0.7,NL0000852564,"BlackRock Advisors, LLC",archive
PostNL N.V.,2025-12-16,0.49,NL0009739416,Citadel Advisors LLC,archive
Basic-Fit N.V.,2025-12-16,0.64,NL0011872650,Marchant MC Ltd.,archive
Alfen N.V.,2025-12-16,0.78,NL0012817175,Qube Research & Technologies Ltd.,archive
The Magnum Ice Cream Company N.V.,2025-12-16,0.67,NL0015002MS2,Qube Research & Technologies Ltd.,archive
Avantium N.V.,2025-12-16,2.29,NL0015002IE0,Voleon Capital Management LP,archive
Alfen N.V.,2025-12-16,2.0,NL0012817175,"WorldQuant, LLC",archive
