net_short_position,isin,position_holder,position_date,issuer_name,source
0.68,NL0000289213,Citadel Advisors LLC,2026-04-22,Wereldhave N.V.,current
1.55,NL0013267909,Davidson Kempner Capital Management LP,2026-04-22,Akzo Nobel N.V.,current
1.73,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-04-22,Fugro N.V.,current
1.76,NL0011821392,Marshall Wace LLP,2026-04-22,Signify N.V.,current
1.09,NL0015002MS2,Marshall Wace LLP,2026-04-22,The Magnum Ice Cream Company N.V.,current
1.3,NL0012969182,"AQR Capital Management, LLC",2026-04-21,Adyen N.V.,current
0.91,NL0011821392,Canada Pension Plan Investment Board,2026-04-21,Signify N.V.,current
1.82,NL0011821392,Citadel Advisors LLC,2026-04-21,Signify N.V.,current
0.7,NL0000289213,Citadel Advisors LLC,2026-04-21,Wereldhave N.V.,current
1.56,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-04-21,Fugro N.V.,current
0.88,NL0011821392,"PDT Partners, LLC",2026-04-21,Signify N.V.,current
0.61,NL0006237562,White Creek Capital LLP,2026-04-21,ARCADIS N.V.,current
1.29,NL0012969182,"AQR Capital Management, LLC",2026-04-20,Adyen N.V.,current
0.87,NL0011821392,Canada Pension Plan Investment Board,2026-04-20,Signify N.V.,current
2.0,NL0011821392,Citadel Advisors LLC,2026-04-20,Signify N.V.,current
1.06,NL0011872650,"D. E. Shaw & Co., L.P.",2026-04-20,Basic-Fit N.V.,current
1.45,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-04-20,Fugro N.V.,current
0.7,NL0011872650,Linden Advisors LP,2026-04-20,Basic-Fit N.V.,current
1.16,NL0013267909,"O'Connor Alternative Investments, LLC",2026-04-20,Akzo Nobel N.V.,current
0.57,NL0006237562,White Creek Capital LLP,2026-04-20,ARCADIS N.V.,current
0.89,NL0010801007,"BlackRock Financial Management, Inc.",2026-04-17,IMCD N.V.,current
2.22,NL0011821392,Citadel Advisors LLC,2026-04-17,Signify N.V.,current
0.71,NL0000817179,Citadel Advisors LLC,2026-04-17,Sligro Food Group N.V.,current
1.12,NL0011872650,"D. E. Shaw & Co., L.P.",2026-04-17,Basic-Fit N.V.,current
1.41,NL0013267909,Davidson Kempner Capital Management LP,2026-04-17,Akzo Nobel N.V.,current
1.02,NL0011872650,Fosse Capital Partners LLP,2026-04-17,Basic-Fit N.V.,current
1.06,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-04-17,Fugro N.V.,current
0.91,NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-04-17,IMCD N.V.,current
1.22,NL0013332471,JPMorgan Asset Management (UK) Ltd.,2026-04-17,TomTom N.V.,current
0.59,NL0011872650,Linden Advisors LP,2026-04-17,Basic-Fit N.V.,current
0.81,NL0009739416,Marshall Wace LLP,2026-04-17,PostNL N.V.,current
0.9,NL0011821392,"PDT Partners, LLC",2026-04-17,Signify N.V.,current
0.6,NL0011872650,Sculptor Capital Management Europe Limited,2026-04-17,Basic-Fit N.V.,current
1.47,LU2290522684,"Two Sigma Investments, LP",2026-04-17,InPost S.A.,current
1.3,NL0012969182,"AQR Capital Management, LLC",2026-04-16,Adyen N.V.,current
2.32,NL0011821392,Citadel Advisors LLC,2026-04-16,Signify N.V.,current
0.85,NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-04-16,IMCD N.V.,current
1.18,NL0010391025,Lazard Asset Management LLC,2026-04-16,Pharming Group N.V.,current
1.23,CH1216478797,Ilex Capital Partners (UK) LLP,2026-04-15,DSM-Firmenich AG,current
0.76,NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-04-15,IMCD N.V.,current
1.2,NL0010391025,Lazard Asset Management LLC,2026-04-15,Pharming Group N.V.,current
1.82,NL0011821392,Marshall Wace LLP,2026-04-15,Signify N.V.,current
1.15,NL0015002MS2,Marshall Wace LLP,2026-04-15,The Magnum Ice Cream Company N.V.,current
0.97,NL0010801007,"BlackRock Financial Management, Inc.",2026-04-14,IMCD N.V.,current
1.23,NL0011872650,Fosse Capital Partners LLP,2026-04-14,Basic-Fit N.V.,current
0.66,NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-04-14,IMCD N.V.,current
1.22,NL0015002MS2,Marshall Wace LLP,2026-04-14,The Magnum Ice Cream Company N.V.,current
0.5,NL0009739416,"PDT Partners, LLC",2026-04-14,PostNL N.V.,current
1.21,NL0012969182,"AQR Capital Management, LLC",2026-04-13,Adyen N.V.,current
1.01,NL0006237562,"AQR Capital Management, LLC",2026-04-13,ARCADIS N.V.,current
0.71,JE00BRX98089,"AQR Capital Management, LLC",2026-04-13,CVC Capital Partners plc,current
0.61,NL0000817179,Citadel Advisors LLC,2026-04-13,Sligro Food Group N.V.,current
0.89,NL0010801007,"PDT Partners, LLC",2026-04-13,IMCD N.V.,current
1.38,NL0015002MS2,Marshall Wace LLP,2026-04-10,The Magnum Ice Cream Company N.V.,current
0.9,NL0010801007,"PDT Partners, LLC",2026-04-10,IMCD N.V.,current
1.13,NL0012969182,"AQR Capital Management, LLC",2026-04-09,Adyen N.V.,current
2.42,NL0011821392,Citadel Advisors LLC,2026-04-09,Signify N.V.,current
1.0,CH1216478797,Ilex Capital Partners (UK) LLP,2026-04-09,DSM-Firmenich AG,current
0.71,NL0012365084,Numeric Investors LLC,2026-04-09,NSI N.V.,current
0.89,NL0010801007,"PDT Partners, LLC",2026-04-09,IMCD N.V.,current
0.61,NL0000852564,"AQR Capital Management, LLC",2026-04-08,Aalberts N.V.,current
1.22,NL0011821392,"AQR Capital Management, LLC",2026-04-08,Signify N.V.,current
2.39,NL0011821392,Citadel Advisors LLC,2026-04-08,Signify N.V.,current
0.5,NL0015002MS2,Qube Research & Technologies Ltd.,2026-04-08,The Magnum Ice Cream Company N.V.,current
0.66,NL0010801007,"BlackRock Advisors, LLC",2026-04-07,IMCD N.V.,current
1.0,NL0010801007,"BlackRock Financial Management, Inc.",2026-04-07,IMCD N.V.,current
0.76,NL0010801007,Capital Fund Management S.A.,2026-04-07,IMCD N.V.,current
2.41,NL0011821392,Citadel Advisors LLC,2026-04-07,Signify N.V.,current
0.69,NL0006237562,"D. E. Shaw & Co., L.P.",2026-04-07,ARCADIS N.V.,current
1.46,NL0015002MS2,Marshall Wace LLP,2026-04-07,The Magnum Ice Cream Company N.V.,current
1.0,NL0012969182,"AQR Capital Management, LLC",2026-04-02,Adyen N.V.,current
0.61,JE00BRX98089,"AQR Capital Management, LLC",2026-04-02,CVC Capital Partners plc,current
0.99,NL0010801007,"BlackRock Financial Management, Inc.",2026-04-02,IMCD N.V.,current
0.5,NL0000817179,Citadel Advisors LLC,2026-04-02,Sligro Food Group N.V.,current
0.7,NL0006237562,"D. E. Shaw & Co., L.P.",2026-04-02,ARCADIS N.V.,current
0.62,NL0011872650,Eleva Capital SAS,2026-04-02,Basic-Fit N.V.,current
1.1,NL0011821392,"AQR Capital Management, LLC",2026-04-01,Signify N.V.,current
1.21,NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-04-01,IMCD N.V.,current
0.74,NL0011821392,Canada Pension Plan Investment Board,2026-04-01,Signify N.V.,current
2.36,NL0011821392,Citadel Advisors LLC,2026-04-01,Signify N.V.,current
0.69,NL0006237562,"D. E. Shaw & Co., L.P.",2026-04-01,ARCADIS N.V.,current
0.5,NL0011872650,Eleva Capital SAS,2026-04-01,Basic-Fit N.V.,current
1.79,NL0011821392,Marshall Wace LLP,2026-04-01,Signify N.V.,current
0.62,NL0010801007,Capital Fund Management S.A.,2026-03-31,IMCD N.V.,current
2.4,NL0011821392,Citadel Advisors LLC,2026-03-31,Signify N.V.,current
1.21,NL0011821392,Eleva Capital SAS,2026-03-31,Signify N.V.,current
0.9,NL0012969182,"AQR Capital Management, LLC",2026-03-30,Adyen N.V.,current
1.05,NL0011821392,Eleva Capital SAS,2026-03-30,Signify N.V.,current
0.91,CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-30,DSM-Firmenich AG,current
1.87,NL0011821392,Marshall Wace LLP,2026-03-30,Signify N.V.,current
1.59,NL0015002MS2,Marshall Wace LLP,2026-03-30,The Magnum Ice Cream Company N.V.,current
0.61,NL0012365084,Numeric Investors LLC,2026-03-30,NSI N.V.,current
0.7,CY0200751713,"Two Sigma Investments, LP",2026-03-30,Theon International Plc,current
0.9,NL0006237562,"AQR Capital Management, LLC",2026-03-27,ARCADIS N.V.,current
1.12,NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-03-27,IMCD N.V.,current
1.09,NL0010801007,"BlackRock Financial Management, Inc.",2026-03-27,IMCD N.V.,current
0.51,NL0010801007,Capital Fund Management S.A.,2026-03-27,IMCD N.V.,current
0.7,NL0006237562,"D. E. Shaw & Co., L.P.",2026-03-27,ARCADIS N.V.,current
0.69,NL0006237562,"D. E. Shaw & Co., L.P.",2026-03-26,ARCADIS N.V.,current
1.96,NL0011821392,Marshall Wace LLP,2026-03-26,Signify N.V.,current
1.5,LU2290522684,"Two Sigma Investments, LP",2026-03-26,InPost S.A.,current
0.8,NL0012969182,"AQR Capital Management, LLC",2026-03-25,Adyen N.V.,current
0.5,JE00BRX98089,"AQR Capital Management, LLC",2026-03-25,CVC Capital Partners plc,current
0.82,CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-25,DSM-Firmenich AG,current
0.56,NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-03-24,IMCD N.V.,current
1.14,NL0010391025,Lazard Asset Management LLC,2026-03-24,Pharming Group N.V.,current
2.0,NL0011821392,Marshall Wace LLP,2026-03-24,Signify N.V.,current
1.6,NL0015002MS2,Marshall Wace LLP,2026-03-24,The Magnum Ice Cream Company N.V.,current
0.9,NL0010801007,"PDT Partners, LLC",2026-03-24,IMCD N.V.,current
1.44,LU2290522684,"Two Sigma Investments, LP",2026-03-24,InPost S.A.,current
0.6,CY0200751713,"Two Sigma Investments, LP",2026-03-24,Theon International Plc,current
0.72,NL0012969182,"AQR Capital Management, LLC",2026-03-23,Adyen N.V.,current
1.01,NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-03-23,IMCD N.V.,current
0.6,NL0011821392,"BlackRock Financial Management, Inc.",2026-03-23,Signify N.V.,current
2.3,NL0011821392,Citadel Advisors LLC,2026-03-23,Signify N.V.,current
0.7,NL0009739416,Marshall Wace LLP,2026-03-23,PostNL N.V.,current
1.36,LU2290522684,"Two Sigma Investments, LP",2026-03-23,InPost S.A.,current
0.58,NL0011821392,"BlackRock Financial Management, Inc.",2026-03-20,Signify N.V.,current
0.75,CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-20,DSM-Firmenich AG,current
1.52,NL0015002MS2,Marshall Wace LLP,2026-03-20,The Magnum Ice Cream Company N.V.,current
1.26,LU2290522684,"Two Sigma Investments, LP",2026-03-20,InPost S.A.,current
0.8,NL0006237562,"AQR Capital Management, LLC",2026-03-19,ARCADIS N.V.,current
0.6,JE00BRX98089,Marshall Wace LLP,2026-03-19,CVC Capital Partners plc,current
1.43,NL0015002MS2,Marshall Wace LLP,2026-03-19,The Magnum Ice Cream Company N.V.,current
0.6,NL0012969182,"AQR Capital Management, LLC",2026-03-18,Adyen N.V.,current
0.87,CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-18,DSM-Firmenich AG,current
1.11,LU2290522684,"Two Sigma Investments, LP",2026-03-18,InPost S.A.,current
1.3,NL0015002MS2,Marshall Wace LLP,2026-03-16,The Magnum Ice Cream Company N.V.,current
0.8,NL0010801007,"PDT Partners, LLC",2026-03-16,IMCD N.V.,current
0.52,NL0012969182,"AQR Capital Management, LLC",2026-03-13,Adyen N.V.,current
0.98,CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-13,DSM-Firmenich AG,current
0.52,JE00BRX98089,Marshall Wace LLP,2026-03-13,CVC Capital Partners plc,current
0.65,NL0011821392,Canada Pension Plan Investment Board,2026-03-12,Signify N.V.,current
0.64,NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-03-12,IMCD N.V.,current
0.57,NL0011821392,Canada Pension Plan Investment Board,2026-03-11,Signify N.V.,current
2.24,NL0011821392,Citadel Advisors LLC,2026-03-11,Signify N.V.,current
1.91,NL0011821392,Marshall Wace LLP,2026-03-11,Signify N.V.,current
2.17,NL0011821392,Citadel Advisors LLC,2026-03-10,Signify N.V.,current
0.96,NL0010391025,Lazard Asset Management LLC,2026-03-10,Pharming Group N.V.,current
1.21,NL0015002MS2,Marshall Wace LLP,2026-03-10,The Magnum Ice Cream Company N.V.,current
1.03,LU2290522684,"Two Sigma Investments, LP",2026-03-10,InPost S.A.,current
2.06,NL0011821392,Citadel Advisors LLC,2026-03-09,Signify N.V.,current
0.7,NL0010801007,"BlackRock Advisors, LLC",2026-03-06,IMCD N.V.,current
1.88,NL0011821392,Citadel Advisors LLC,2026-03-06,Signify N.V.,current
0.81,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-03-06,Fugro N.V.,current
1.1,NL0010801007,"BlackRock Financial Management, Inc.",2026-03-05,IMCD N.V.,current
0.63,NL0000289213,Citadel Advisors LLC,2026-03-05,Wereldhave N.V.,current
1.11,NL0015002MS2,Marshall Wace LLP,2026-03-05,The Magnum Ice Cream Company N.V.,current
0.52,NL0000852564,"AQR Capital Management, LLC",2026-03-04,Aalberts N.V.,current
1.03,NL0011821392,"AQR Capital Management, LLC",2026-03-04,Signify N.V.,current
1.06,NL0010801007,"BlackRock Financial Management, Inc.",2026-03-04,IMCD N.V.,current
1.87,NL0011821392,Marshall Wace LLP,2026-03-04,Signify N.V.,current
0.71,NL0010801007,"PDT Partners, LLC",2026-03-04,IMCD N.V.,current
0.8,NL0011821392,"PDT Partners, LLC",2026-03-04,Signify N.V.,current
0.9,LU2290522684,"Two Sigma Investments, LP",2026-03-04,InPost S.A.,current
1.03,CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-03,DSM-Firmenich AG,current
0.77,NL0010391025,Lazard Asset Management LLC,2026-03-03,Pharming Group N.V.,current
0.69,NL0009739416,Marshall Wace LLP,2026-03-03,PostNL N.V.,current
1.92,NL0011821392,Marshall Wace LLP,2026-03-03,Signify N.V.,current
0.52,NL0012365084,Numeric Investors LLC,2026-03-03,NSI N.V.,current
1.7,NL0011821392,Citadel Advisors LLC,2026-03-02,Signify N.V.,current
0.59,CY0200751713,"Two Sigma Investments, LP",2026-03-02,Theon International Plc,current
0.69,NL0010801007,"BlackRock Advisors, LLC",2026-02-27,IMCD N.V.,current
1.18,NL0010801007,"BlackRock Financial Management, Inc.",2026-02-27,IMCD N.V.,current
1.88,NL0011821392,Marshall Wace LLP,2026-02-27,Signify N.V.,current
0.81,LU2290522684,"Two Sigma Investments, LP",2026-02-27,InPost S.A.,current
0.71,NL0006237562,"AQR Capital Management, LLC",2026-02-26,ARCADIS N.V.,current
1.9,NL0011821392,Marshall Wace LLP,2026-02-26,Signify N.V.,current
1.01,NL0015002MS2,Marshall Wace LLP,2026-02-26,The Magnum Ice Cream Company N.V.,current
0.78,NL0011821392,"PDT Partners, LLC",2026-02-26,Signify N.V.,current
1.12,CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-25,DSM-Firmenich AG,current
1.29,NL0010801007,"BlackRock Financial Management, Inc.",2026-02-24,IMCD N.V.,current
0.7,NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-24,ARCADIS N.V.,current
1.31,NL0013267909,Davidson Kempner Capital Management LP,2026-02-24,Akzo Nobel N.V.,current
1.63,NL0011821392,Citadel Advisors LLC,2026-02-23,Signify N.V.,current
0.91,NL0015002MS2,Marshall Wace LLP,2026-02-23,The Magnum Ice Cream Company N.V.,current
0.8,NL0011821392,"PDT Partners, LLC",2026-02-23,Signify N.V.,current
1.58,NL0011821392,Citadel Advisors LLC,2026-02-20,Signify N.V.,current
0.7,GB00BP6MXD84,"Elliott Investment Management, L.P",2026-02-20,Shell plc,current
1.84,NL0011821392,Marshall Wace LLP,2026-02-20,Signify N.V.,current
0.62,NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-19,ARCADIS N.V.,current
0.7,LU2290522684,"Two Sigma Investments, LP",2026-02-19,InPost S.A.,current
1.39,NL0010801007,"BlackRock Financial Management, Inc.",2026-02-18,IMCD N.V.,current
1.62,NL0011821392,Citadel Advisors LLC,2026-02-18,Signify N.V.,current
1.23,NL0013267909,Davidson Kempner Capital Management LP,2026-02-18,Akzo Nobel N.V.,current
0.72,NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-02-18,IMCD N.V.,current
0.81,NL0015002MS2,Marshall Wace LLP,2026-02-18,The Magnum Ice Cream Company N.V.,current
0.63,NL0010801007,"PDT Partners, LLC",2026-02-18,IMCD N.V.,current
0.58,NL0000289213,Citadel Advisors LLC,2026-02-17,Wereldhave N.V.,current
0.92,NL0011821392,Eleva Capital SAS,2026-02-17,Signify N.V.,current
1.07,CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-17,DSM-Firmenich AG,current
0.6,NL0000289213,Citadel Advisors LLC,2026-02-16,Wereldhave N.V.,current
1.12,CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-16,DSM-Firmenich AG,current
0.7,NL0015002MS2,Marshall Wace LLP,2026-02-16,The Magnum Ice Cream Company N.V.,current
0.79,NL0009739416,Marshall Wace LLP,2026-02-13,PostNL N.V.,current
1.71,NL0011821392,Marshall Wace LLP,2026-02-13,Signify N.V.,current
0.68,NL0015002MS2,Marshall Wace LLP,2026-02-13,The Magnum Ice Cream Company N.V.,current
0.61,CY0200751713,"Two Sigma Investments, LP",2026-02-13,Theon International Plc,current
0.73,NL0010801007,"BlackRock Advisors, LLC",2026-02-12,IMCD N.V.,current
1.45,NL0010801007,"BlackRock Financial Management, Inc.",2026-02-12,IMCD N.V.,current
1.58,NL0011821392,Citadel Advisors LLC,2026-02-12,Signify N.V.,current
1.38,CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-12,DSM-Firmenich AG,current
0.5,NL0015002MS2,Marshall Wace LLP,2026-02-12,The Magnum Ice Cream Company N.V.,current
0.78,NL0011821392,"PDT Partners, LLC",2026-02-12,Signify N.V.,current
0.6,LU2290522684,"Two Sigma Investments, LP",2026-02-12,InPost S.A.,current
0.9,NL0010801007,"BlackRock Advisors, LLC",2026-02-11,IMCD N.V.,current
0.58,NL0000289213,Citadel Advisors LLC,2026-02-10,Wereldhave N.V.,current
1.1,NL0013267909,Davidson Kempner Capital Management LP,2026-02-10,Akzo Nobel N.V.,current
1.64,NL0011821392,Marshall Wace LLP,2026-02-10,Signify N.V.,current
0.5,NL0010801007,"PDT Partners, LLC",2026-02-06,IMCD N.V.,current
0.6,NL0006237562,"AQR Capital Management, LLC",2026-02-05,ARCADIS N.V.,current
1.05,NL0010801007,"BlackRock Advisors, LLC",2026-02-05,IMCD N.V.,current
1.6,NL0011821392,Citadel Advisors LLC,2026-02-05,Signify N.V.,current
1.02,NL0013267909,Davidson Kempner Capital Management LP,2026-02-05,Akzo Nobel N.V.,current
1.5,NL0010801007,"BlackRock Financial Management, Inc.",2026-02-04,IMCD N.V.,current
0.66,NL0010801007,Caisse de dépôt et placement du Québec,2026-02-04,IMCD N.V.,current
0.89,NL0010391025,Lazard Asset Management LLC,2026-02-04,Pharming Group N.V.,current
0.82,NL0009739416,Marshall Wace LLP,2026-02-04,PostNL N.V.,current
1.51,NL0011821392,Marshall Wace LLP,2026-02-04,Signify N.V.,current
0.9,NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-02-03,IMCD N.V.,current
1.5,NL0011821392,Citadel Advisors LLC,2026-02-03,Signify N.V.,current
1.41,CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-03,DSM-Firmenich AG,current
0.9,NL0010391025,Lazard Asset Management LLC,2026-02-03,Pharming Group N.V.,current
0.91,NL0011821392,"AQR Capital Management, LLC",2026-02-02,Signify N.V.,current
0.66,NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-02-02,Pharming Group N.V.,current
1.42,NL0011821392,Citadel Advisors LLC,2026-02-02,Signify N.V.,current
0.5,NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-02,ARCADIS N.V.,current
0.93,NL0013267909,Davidson Kempner Capital Management LP,2026-02-02,Akzo Nobel N.V.,current
0.89,NL0010391025,Lazard Asset Management LLC,2026-02-02,Pharming Group N.V.,current
0.78,NL0009739416,Marshall Wace LLP,2026-02-02,PostNL N.V.,current
1.45,NL0011821392,Marshall Wace LLP,2026-02-02,Signify N.V.,current
0.8,NL0011821392,"PDT Partners, LLC",2026-02-02,Signify N.V.,current
1.25,NL0011821392,Citadel Advisors LLC,2026-01-30,Signify N.V.,current
0.9,NL0011872650,"D. E. Shaw & Co., L.P.",2026-01-30,Basic-Fit N.V.,current
1.39,NL0011821392,Marshall Wace LLP,2026-01-30,Signify N.V.,current
0.76,NL0011821392,"PDT Partners, LLC",2026-01-30,Signify N.V.,current
0.72,NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-29,Pharming Group N.V.,current
1.1,NL0011821392,Citadel Advisors LLC,2026-01-29,Signify N.V.,current
0.8,NL0013267909,Davidson Kempner Capital Management LP,2026-01-29,Akzo Nobel N.V.,current
1.1,NL0010801007,"BlackRock Advisors, LLC",2026-01-28,IMCD N.V.,current
1.03,NL0011821392,Citadel Advisors LLC,2026-01-28,Signify N.V.,current
0.67,NL0013267909,Davidson Kempner Capital Management LP,2026-01-28,Akzo Nobel N.V.,current
0.57,NL0010801007,Caisse de dépôt et placement du Québec,2026-01-27,IMCD N.V.,current
0.9,NL0011821392,Citadel Advisors LLC,2026-01-27,Signify N.V.,current
0.78,NL0011821392,Eleva Capital SAS,2026-01-27,Signify N.V.,current
0.51,NL0013267909,Davidson Kempner Capital Management LP,2026-01-26,Akzo Nobel N.V.,current
1.49,NL0011821392,Marshall Wace LLP,2026-01-26,Signify N.V.,current
0.5,NL0006237562,"AQR Capital Management, LLC",2026-01-22,ARCADIS N.V.,current
0.91,NL0010391025,Lazard Asset Management LLC,2026-01-22,Pharming Group N.V.,current
1.02,NL0010801007,"BlackRock Advisors, LLC",2026-01-21,IMCD N.V.,current
0.87,NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-21,Pharming Group N.V.,current
0.89,NL0009739416,Marshall Wace LLP,2026-01-21,PostNL N.V.,current
0.81,NL0011821392,Citadel Advisors LLC,2026-01-20,Signify N.V.,current
0.6,NL0000289213,Citadel Advisors LLC,2026-01-20,Wereldhave N.V.,current
0.77,NL0011821392,Citadel Advisors LLC,2026-01-19,Signify N.V.,current
1.4,NL0010801007,"BlackRock Financial Management, Inc.",2026-01-16,IMCD N.V.,current
1.38,CH1216478797,Ilex Capital Partners (UK) LLP,2026-01-16,DSM-Firmenich AG,current
