position_holder,isin,net_short_position,issuer_name,position_date,source
BNP Paribas S.A.,LU0569974404,0.8,Aperam S.A.,2014-12-30,archive
Oxford Asset Management,NL0000337319,0.59,Koninklijke BAM Groep N.V.,2014-12-24,archive
"AQR Capital Management, LLC",NL0000352565,1.79,Fugro N.V.,2014-12-23,archive
Marshall Wace LLP,NL0000337319,1.9,Koninklijke BAM Groep N.V.,2014-12-23,archive
Oxford Asset Management,NL0000352565,0.46,Fugro N.V.,2014-12-23,archive
Adage Capital Management L.P.,LU0569974404,4.8,Aperam S.A.,2014-12-22,archive
Marshall Wace LLP,NL0000337319,1.82,Koninklijke BAM Groep N.V.,2014-12-22,archive
Oxford Asset Management,NL0000352565,0.53,Fugro N.V.,2014-12-22,archive
Oxford Asset Management,NL0000337319,0.69,Koninklijke BAM Groep N.V.,2014-12-22,archive
"Two Sigma Investments, LP",NL0000289213,0.22,Wereldhave N.V.,2014-12-22,archive
Adage Capital Management L.P.,LU0569974404,4.75,Aperam S.A.,2014-12-19,archive
"AQR Capital Management, LLC",NL0000352565,1.88,Fugro N.V.,2014-12-19,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,0.69,Aperam S.A.,2014-12-19,archive
Egerton Capital (UK) LLP,NL0000360618,0.95,SBM Offshore N.V.,2014-12-19,archive
Oxford Asset Management,NL0000352565,0.6,Fugro N.V.,2014-12-19,archive
"AQR Capital Management, LLC",NL0000352565,1.98,Fugro N.V.,2014-12-18,archive
"AQR Capital Management, LLC",NL0000360618,2.8,SBM Offshore N.V.,2014-12-18,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,1.07,SBM Offshore N.V.,2014-12-18,archive
BlueCrest Capital Management Limited,NL0000360618,0.99,SBM Offshore N.V.,2014-12-18,archive
BNP Paribas S.A.,LU0569974404,0.7,Aperam S.A.,2014-12-18,archive
Marshall Wace LLP,NL0000337319,1.73,Koninklijke BAM Groep N.V.,2014-12-18,archive
Marshall Wace LLP,NL0000360618,0.59,SBM Offshore N.V.,2014-12-18,archive
Oxford Asset Management,NL0000337319,0.79,Koninklijke BAM Groep N.V.,2014-12-18,archive
Adage Capital Management L.P.,LU0569974404,4.68,Aperam S.A.,2014-12-17,archive
"AQR Capital Management, LLC",NL0000360618,2.72,SBM Offshore N.V.,2014-12-17,archive
Marshall Wace LLP,NL0000337319,1.67,Koninklijke BAM Groep N.V.,2014-12-17,archive
"AQR Capital Management, LLC",NL0000360618,2.61,SBM Offshore N.V.,2014-12-16,archive
BlueCrest Capital Management Limited,NL0000360618,1.0,SBM Offshore N.V.,2014-12-16,archive
JPMorgan Asset Management (UK) Ltd.,NL0000289213,0.4,Wereldhave N.V.,2014-12-16,archive
Marshall Wace LLP,NL0000337319,1.42,Koninklijke BAM Groep N.V.,2014-12-16,archive
"WorldQuant, LLC",NL0000360618,0.59,SBM Offshore N.V.,2014-12-16,archive
Marshall Wace LLP,NL0000337319,1.18,Koninklijke BAM Groep N.V.,2014-12-15,archive
Marshall Wace LLP,NL0000360618,0.6,SBM Offshore N.V.,2014-12-15,archive
"WorldQuant, LLC",NL0000360618,0.6,SBM Offshore N.V.,2014-12-15,archive
"AQR Capital Management, LLC",NL0000360618,2.5,SBM Offshore N.V.,2014-12-12,archive
"BlackRock Advisors, LLC",LU0569974404,0.51,Aperam S.A.,2014-12-12,archive
Marshall Wace LLP,NL0000337319,1.01,Koninklijke BAM Groep N.V.,2014-12-12,archive
Susquehanna International Holdings LLC,NL0000289213,0.45,Wereldhave N.V.,2014-12-12,archive
"AQR Capital Management, LLC",NL0000360618,2.44,SBM Offshore N.V.,2014-12-11,archive
Marshall Wace LLP,NL0000360618,0.57,SBM Offshore N.V.,2014-12-11,archive
Oxford Asset Management,NL0000352565,0.52,Fugro N.V.,2014-12-11,archive
Susquehanna International Holdings LLC,NL0000289213,0.53,Wereldhave N.V.,2014-12-11,archive
"Two Sigma Investments, LP",NL0000289213,0.59,Wereldhave N.V.,2014-12-11,archive
"AQR Capital Management, LLC",NL0000352565,2.02,Fugro N.V.,2014-12-10,archive
"AQR Capital Management, LLC",NL0000360618,2.39,SBM Offshore N.V.,2014-12-10,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,1.16,SBM Offshore N.V.,2014-12-10,archive
BlueCrest Capital Management Limited,NL0000360618,0.99,SBM Offshore N.V.,2014-12-10,archive
JPMorgan Asset Management (UK) Ltd.,NL0000289213,0.65,Wereldhave N.V.,2014-12-10,archive
Marshall Wace LLP,NL0000352565,0.48,Fugro N.V.,2014-12-10,archive
Marshall Wace LLP,NL0000337319,0.91,Koninklijke BAM Groep N.V.,2014-12-10,archive
Marshall Wace LLP,NL0000360618,0.6,SBM Offshore N.V.,2014-12-10,archive
Oxford Asset Management,NL0000337319,0.88,Koninklijke BAM Groep N.V.,2014-12-10,archive
"WorldQuant, LLC",NL0000360618,0.5,SBM Offshore N.V.,2014-12-10,archive
Marshall Wace LLP,NL0000337319,0.82,Koninklijke BAM Groep N.V.,2014-12-09,archive
BlueCrest Capital Management Limited,NL0000360618,1.0,SBM Offshore N.V.,2014-12-08,archive
Man Investments Limited,NL0000360618,0.51,SBM Offshore N.V.,2014-12-08,archive
Marshall Wace LLP,NL0000360618,0.56,SBM Offshore N.V.,2014-12-08,archive
Marshall Wace LLP,NL0000337319,0.78,Koninklijke BAM Groep N.V.,2014-12-05,archive
Marshall Wace LLP,NL0000360618,0.49,SBM Offshore N.V.,2014-12-05,archive
"AQR Capital Management, LLC",NL0000352565,1.98,Fugro N.V.,2014-12-04,archive
Marshall Wace LLP,NL0000360618,0.5,SBM Offshore N.V.,2014-12-04,archive
Adage Capital Management L.P.,LU0569974404,4.73,Aperam S.A.,2014-12-03,archive
CQS (UK) LLP,LU0569974404,1.29,Aperam S.A.,2014-12-03,archive
Marshall Wace LLP,NL0000352565,0.56,Fugro N.V.,2014-12-03,archive
Marshall Wace LLP,NL0000337319,0.86,Koninklijke BAM Groep N.V.,2014-12-03,archive
"AQR Capital Management, LLC",NL0000352565,1.87,Fugro N.V.,2014-12-02,archive
Marshall Wace LLP,NL0000352565,0.67,Fugro N.V.,2014-12-02,archive
Marshall Wace LLP,NL0000337319,0.98,Koninklijke BAM Groep N.V.,2014-12-01,archive
Wellington Management Company LLP,NL0000288876,0.79,Eurocommercial Properties N.V.,2014-12-01,archive
Marshall Wace LLP,NL0000352565,0.78,Fugro N.V.,2014-11-28,archive
"Discovery Capital Management, LLC",NL0000360618,1.58,SBM Offshore N.V.,2014-11-27,archive
Egerton Capital (UK) LLP,NL0000360618,0.75,SBM Offshore N.V.,2014-11-27,archive
Marshall Wace LLP,NL0000352565,0.81,Fugro N.V.,2014-11-27,archive
Marshall Wace LLP,NL0000352565,0.77,Fugro N.V.,2014-11-25,archive
Marshall Wace LLP,NL0000337319,1.08,Koninklijke BAM Groep N.V.,2014-11-25,archive
BlueCrest Capital Management Limited,NL0000360618,0.93,SBM Offshore N.V.,2014-11-24,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,1.2,SBM Offshore N.V.,2014-11-21,archive
Marshall Wace LLP,NL0000352565,0.81,Fugro N.V.,2014-11-21,archive
BlueCrest Capital Management Limited,NL0000360618,0.83,SBM Offshore N.V.,2014-11-20,archive
Marshall Wace LLP,NL0000352565,1.04,Fugro N.V.,2014-11-20,archive
Marshall Wace LLP,NL0000337319,1.17,Koninklijke BAM Groep N.V.,2014-11-20,archive
Adage Capital Management L.P.,LU0569974404,4.65,Aperam S.A.,2014-11-19,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,1.14,SBM Offshore N.V.,2014-11-19,archive
"AQR Capital Management, LLC",NL0000360618,2.29,SBM Offshore N.V.,2014-11-18,archive
BlueCrest Capital Management Limited,NL0000360618,0.74,SBM Offshore N.V.,2014-11-18,archive
CQS (UK) LLP,LU0569974404,1.3,Aperam S.A.,2014-11-18,archive
Marshall Wace LLP,NL0000352565,1.19,Fugro N.V.,2014-11-18,archive
"WorldQuant, LLC",NL0000352565,0.43,Fugro N.V.,2014-11-18,archive
"AQR Capital Management, LLC",NL0000352565,1.69,Fugro N.V.,2014-11-17,archive
"AQR Capital Management, LLC",NL0000360618,2.3,SBM Offshore N.V.,2014-11-17,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,1.04,SBM Offshore N.V.,2014-11-17,archive
BlueCrest Capital Management Limited,NL0000360618,0.67,SBM Offshore N.V.,2014-11-17,archive
Marshall Wace LLP,NL0000352565,1.33,Fugro N.V.,2014-11-17,archive
Marshall Wace LLP,NL0000337319,1.27,Koninklijke BAM Groep N.V.,2014-11-17,archive
"WorldQuant, LLC",NL0000352565,0.58,Fugro N.V.,2014-11-17,archive
"AQR Capital Management, LLC",NL0000352565,1.7,Fugro N.V.,2014-11-14,archive
Marshall Wace LLP,NL0000352565,1.46,Fugro N.V.,2014-11-14,archive
Oxford Asset Management,NL0000352565,0.43,Fugro N.V.,2014-11-14,archive
"WorldQuant, LLC",NL0000352565,0.64,Fugro N.V.,2014-11-14,archive
Adage Capital Management L.P.,LU0569974404,4.46,Aperam S.A.,2014-11-13,archive
Adage Capital Management L.P.,LU0569974404,4.34,Aperam S.A.,2014-11-12,archive
"AQR Capital Management, LLC",NL0000352565,1.89,Fugro N.V.,2014-11-12,archive
"AQR Capital Management, LLC",NL0000360618,2.2,SBM Offshore N.V.,2014-11-12,archive
BlueCrest Capital Management Limited,NL0000360618,0.59,SBM Offshore N.V.,2014-11-12,archive
"Discovery Capital Management, LLC",NL0000360618,1.23,SBM Offshore N.V.,2014-11-12,archive
"Hound Partners, LLC",NL0000387058,1.41,TomTom N.V.,2014-11-12,archive
Marshall Wace LLP,NL0000352565,1.67,Fugro N.V.,2014-11-12,archive
Marshall Wace LLP,NL0000337319,1.38,Koninklijke BAM Groep N.V.,2014-11-12,archive
Marshall Wace LLP,NL0000360618,0.42,SBM Offshore N.V.,2014-11-12,archive
"WorldQuant, LLC",NL0000352565,0.55,Fugro N.V.,2014-11-12,archive
Adelphi Capital LLP,NL0009432491,0.48,Koninklijke Vopak N.V.,2014-11-11,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,0.91,SBM Offshore N.V.,2014-11-11,archive
Marshall Wace LLP,NL0000352565,1.81,Fugro N.V.,2014-11-11,archive
Marshall Wace LLP,NL0000337319,1.44,Koninklijke BAM Groep N.V.,2014-11-11,archive
Marshall Wace LLP,NL0000360618,0.85,SBM Offshore N.V.,2014-11-11,archive
"WorldQuant, LLC",NL0000352565,0.63,Fugro N.V.,2014-11-11,archive
Adage Capital Management L.P.,LU0569974404,4.2,Aperam S.A.,2014-11-10,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,0.84,SBM Offshore N.V.,2014-11-10,archive
Kynikos Associates LP,NL0000360618,0.56,SBM Offshore N.V.,2014-11-10,archive
Marshall Wace LLP,NL0000352565,2.02,Fugro N.V.,2014-11-10,archive
Marshall Wace LLP,NL0000360618,0.92,SBM Offshore N.V.,2014-11-10,archive
Martin Currie Investment Management Ltd.,NL0000352565,0.34,Fugro N.V.,2014-11-10,archive
Oxford Asset Management,NL0000352565,0.59,Fugro N.V.,2014-11-10,archive
TT International,NL0000352565,0.21,Fugro N.V.,2014-11-10,archive
"WorldQuant, LLC",NL0000352565,0.74,Fugro N.V.,2014-11-10,archive
"AQR Capital Management, LLC",NL0000360618,2.13,SBM Offshore N.V.,2014-11-07,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,0.48,Fugro N.V.,2014-11-07,archive
Marshall Wace LLP,NL0000352565,2.9,Fugro N.V.,2014-11-07,archive
Marshall Wace LLP,NL0000360618,1.07,SBM Offshore N.V.,2014-11-07,archive
TT International,NL0000352565,0.62,Fugro N.V.,2014-11-07,archive
"WorldQuant, LLC",NL0000352565,0.67,Fugro N.V.,2014-11-07,archive
"WorldQuant, LLC",NL0000337319,0.47,Koninklijke BAM Groep N.V.,2014-11-07,archive
"AQR Capital Management, LLC",NL0000352565,1.95,Fugro N.V.,2014-11-06,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,0.73,SBM Offshore N.V.,2014-11-06,archive
Citadel Advisors II LLC,NL0000352565,0.49,Fugro N.V.,2014-11-06,archive
"Lucerne Capital Management, L.P.",NL0000337319,0.33,Koninklijke BAM Groep N.V.,2014-11-06,archive
Man Investments Limited,NL0000360618,0.48,SBM Offshore N.V.,2014-11-06,archive
Marshall Wace LLP,NL0000352565,3.28,Fugro N.V.,2014-11-06,archive
Marshall Wace LLP,NL0000337319,1.55,Koninklijke BAM Groep N.V.,2014-11-06,archive
Adage Capital Management L.P.,LU0569974404,4.01,Aperam S.A.,2014-11-05,archive
"AQR Capital Management, LLC",NL0000352565,2.09,Fugro N.V.,2014-11-05,archive
Marshall Wace LLP,NL0000352565,3.99,Fugro N.V.,2014-11-05,archive
Marshall Wace LLP,NL0000360618,1.16,SBM Offshore N.V.,2014-11-05,archive
"WorldQuant, LLC",NL0000337319,0.59,Koninklijke BAM Groep N.V.,2014-11-05,archive
Adage Capital Management L.P.,LU0569974404,3.77,Aperam S.A.,2014-11-04,archive
"AQR Capital Management, LLC",NL0000352565,1.78,Fugro N.V.,2014-11-04,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,0.58,Fugro N.V.,2014-11-04,archive
"BlueMountain Capital Management, LLC",NL0000387058,1.62,TomTom N.V.,2014-11-04,archive
GAM Investment Management Lugano SA,NL0000352565,0.19,Fugro N.V.,2014-11-04,archive
"Lucerne Capital Management, L.P.",NL0000337319,0.61,Koninklijke BAM Groep N.V.,2014-11-04,archive
Man Investments Limited,NL0000360618,0.5,SBM Offshore N.V.,2014-11-04,archive
Marshall Wace LLP,NL0000352565,3.52,Fugro N.V.,2014-11-04,archive
Marshall Wace LLP,NL0000360618,1.08,SBM Offshore N.V.,2014-11-04,archive
Marshall Wace LLP,NL0000352565,2.73,Fugro N.V.,2014-11-03,archive
Marshall Wace LLP,NL0000360618,1.1,SBM Offshore N.V.,2014-11-03,archive
Martin Currie Investment Management Ltd.,NL0000352565,0.55,Fugro N.V.,2014-11-03,archive
Oxford Asset Management,NL0000352565,0.8,Fugro N.V.,2014-11-03,archive
"WorldQuant, LLC",NL0000337319,0.66,Koninklijke BAM Groep N.V.,2014-11-03,archive
"WorldQuant, LLC",NL0000360618,0.45,SBM Offshore N.V.,2014-11-03,archive
Adage Capital Management L.P.,LU0569974404,3.6,Aperam S.A.,2014-10-31,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,0.6,SBM Offshore N.V.,2014-10-31,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.16,Fugro N.V.,2014-10-31,archive
Citadel Advisors II LLC,NL0000352565,0.56,Fugro N.V.,2014-10-31,archive
Marshall Wace LLP,NL0000352565,2.32,Fugro N.V.,2014-10-31,archive
Oxford Asset Management,NL0000352565,0.73,Fugro N.V.,2014-10-31,archive
"WorldQuant, LLC",NL0000360618,0.51,SBM Offshore N.V.,2014-10-31,archive
Adage Capital Management L.P.,LU0569974404,3.48,Aperam S.A.,2014-10-30,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,0.71,Aperam S.A.,2014-10-30,archive
Marshall Wace LLP,NL0000352565,1.77,Fugro N.V.,2014-10-30,archive
Marshall Wace LLP,NL0000360618,1.02,SBM Offshore N.V.,2014-10-30,archive
UBS Limited,NL0000352565,0.47,Fugro N.V.,2014-10-30,archive
"WorldQuant, LLC",NL0000337319,0.76,Koninklijke BAM Groep N.V.,2014-10-30,archive
Marshall Wace LLP,LU0569974404,0.47,Aperam S.A.,2014-10-29,archive
Marshall Wace LLP,NL0000337319,1.69,Koninklijke BAM Groep N.V.,2014-10-29,archive
UBS Limited,NL0000352565,0.5,Fugro N.V.,2014-10-29,archive
Adage Capital Management L.P.,LU0569974404,3.35,Aperam S.A.,2014-10-28,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,0.52,SBM Offshore N.V.,2014-10-28,archive
Marshall Wace LLP,NL0000352565,1.14,Fugro N.V.,2014-10-28,archive
Marshall Wace LLP,NL0000360618,0.9,SBM Offshore N.V.,2014-10-28,archive
"WorldQuant, LLC",NL0000360618,0.63,SBM Offshore N.V.,2014-10-28,archive
BlueCrest Capital Management Limited,NL0000360618,0.6,SBM Offshore N.V.,2014-10-27,archive
"Hound Partners, LLC",NL0000387058,1.31,TomTom N.V.,2014-10-27,archive
Marshall Wace LLP,LU0569974404,0.56,Aperam S.A.,2014-10-27,archive
"WorldQuant, LLC",NL0000360618,0.56,SBM Offshore N.V.,2014-10-27,archive
"AQR Capital Management, LLC",NL0000360618,2.01,SBM Offshore N.V.,2014-10-24,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,0.65,Aperam S.A.,2014-10-24,archive
"Hound Partners, LLC",NL0000387058,1.23,TomTom N.V.,2014-10-24,archive
Marshall Wace LLP,LU0569974404,0.61,Aperam S.A.,2014-10-24,archive
Marshall Wace LLP,NL0000352565,1.25,Fugro N.V.,2014-10-24,archive
Marshall Wace LLP,NL0000360618,0.8,SBM Offshore N.V.,2014-10-24,archive
Oxford Asset Management,NL0000352565,0.62,Fugro N.V.,2014-10-24,archive
"AQR Capital Management, LLC",NL0000360618,1.99,SBM Offshore N.V.,2014-10-23,archive
Lansdowne Partners (UK) LLP,NL0000352565,0.45,Fugro N.V.,2014-10-23,archive
"WorldQuant, LLC",NL0000337319,0.89,Koninklijke BAM Groep N.V.,2014-10-23,archive
"Hound Partners, LLC",NL0000387058,1.11,TomTom N.V.,2014-10-22,archive
Marshall Wace LLP,NL0000337319,1.79,Koninklijke BAM Groep N.V.,2014-10-22,archive
TT International,LU0569974404,0.23,Aperam S.A.,2014-10-22,archive
"WorldQuant, LLC",NL0000337319,0.9,Koninklijke BAM Groep N.V.,2014-10-22,archive
"AQR Capital Management, LLC",NL0000360618,2.03,SBM Offshore N.V.,2014-10-21,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,0.49,SBM Offshore N.V.,2014-10-21,archive
BlueCrest Capital Management Limited,NL0000360618,0.51,SBM Offshore N.V.,2014-10-21,archive
"BlueMountain Capital Management, LLC",NL0000387058,1.59,TomTom N.V.,2014-10-21,archive
"Hound Partners, LLC",NL0000387058,0.78,TomTom N.V.,2014-10-21,archive
Marshall Wace LLP,NL0000337319,1.83,Koninklijke BAM Groep N.V.,2014-10-21,archive
Odey Asset Management LLP,LU0323134006,0.49,ArcelorMittal S.A.,2014-10-21,archive
TT International,LU0569974404,0.65,Aperam S.A.,2014-10-21,archive
Adage Capital Management L.P.,LU0569974404,2.99,Aperam S.A.,2014-10-20,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.58,Fugro N.V.,2014-10-20,archive
"BlueMountain Capital Management, LLC",NL0000387058,1.49,TomTom N.V.,2014-10-20,archive
"Hound Partners, LLC",NL0000387058,0.52,TomTom N.V.,2014-10-20,archive
Man Investments Limited,NL0000360618,0.48,SBM Offshore N.V.,2014-10-20,archive
Marshall Wace LLP,LU0569974404,0.55,Aperam S.A.,2014-10-20,archive
Marshall Wace LLP,NL0000360618,0.77,SBM Offshore N.V.,2014-10-20,archive
Odey Asset Management LLP,LU0323134006,0.51,ArcelorMittal S.A.,2014-10-20,archive
"WorldQuant, LLC",NL0000337319,0.82,Koninklijke BAM Groep N.V.,2014-10-20,archive
"BlueMountain Capital Management, LLC",NL0000387058,1.32,TomTom N.V.,2014-10-17,archive
Egerton Capital (UK) LLP,NL0000360618,0.35,SBM Offshore N.V.,2014-10-17,archive
Marshall Wace LLP,NL0000360618,0.84,SBM Offshore N.V.,2014-10-17,archive
"WorldQuant, LLC",NL0000337319,0.73,Koninklijke BAM Groep N.V.,2014-10-17,archive
"AQR Capital Management, LLC",NL0000352565,1.53,Fugro N.V.,2014-10-16,archive
"BlueMountain Capital Management, LLC",NL0000387058,1.13,TomTom N.V.,2014-10-16,archive
BNP Paribas S.A.,LU0569974404,0.65,Aperam S.A.,2014-10-16,archive
GAM Investment Management Lugano SA,NL0000352565,0.7,Fugro N.V.,2014-10-16,archive
Man Investments Limited,NL0000360618,0.57,SBM Offshore N.V.,2014-10-16,archive
Marshall Wace LLP,LU0569974404,0.62,Aperam S.A.,2014-10-16,archive
TT International,LU0569974404,0.87,Aperam S.A.,2014-10-16,archive
"WorldQuant, LLC",NL0000337319,0.66,Koninklijke BAM Groep N.V.,2014-10-16,archive
"AQR Capital Management, LLC",NL0000352565,1.45,Fugro N.V.,2014-10-15,archive
"AQR Capital Management, LLC",NL0000360618,1.91,SBM Offshore N.V.,2014-10-15,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,0.68,Fugro N.V.,2014-10-15,archive
"BlueMountain Capital Management, LLC",NL0000387058,0.91,TomTom N.V.,2014-10-15,archive
BNP Paribas S.A.,LU0569974404,0.58,Aperam S.A.,2014-10-15,archive
CQS (UK) LLP,LU0569974404,1.26,Aperam S.A.,2014-10-15,archive
Marshall Wace LLP,NL0000352565,1.15,Fugro N.V.,2014-10-15,archive
"WorldQuant, LLC",NL0000337319,0.57,Koninklijke BAM Groep N.V.,2014-10-15,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,0.5,SBM Offshore N.V.,2014-10-14,archive
"BlueMountain Capital Management, LLC",NL0000387058,0.84,TomTom N.V.,2014-10-14,archive
"BlueMountain Capital Management, LLC",NL0000387058,0.69,TomTom N.V.,2014-10-13,archive
BNP Paribas S.A.,LU0569974404,0.61,Aperam S.A.,2014-10-13,archive
Marshall Wace LLP,NL0000352565,1.09,Fugro N.V.,2014-10-13,archive
Odey Asset Management LLP,LU0323134006,0.49,ArcelorMittal S.A.,2014-10-13,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,0.51,Aperam S.A.,2014-10-10,archive
"BlueMountain Capital Management, LLC",NL0000387058,0.7,TomTom N.V.,2014-10-10,archive
Lansdowne Partners (UK) LLP,NL0000352565,0.58,Fugro N.V.,2014-10-10,archive
Marshall Wace LLP,LU0569974404,0.72,Aperam S.A.,2014-10-10,archive
Marshall Wace LLP,NL0000352565,1.1,Fugro N.V.,2014-10-10,archive
TT International,LU0569974404,0.76,Aperam S.A.,2014-10-10,archive
BlackRock Investment Management (UK) Limited,NL0000337319,0.32,Koninklijke BAM Groep N.V.,2014-10-09,archive
Oxford Asset Management,NL0000337319,0.94,Koninklijke BAM Groep N.V.,2014-10-09,archive
TT International,LU0569974404,0.54,Aperam S.A.,2014-10-09,archive
BlackRock Investment Management (UK) Limited,NL0000337319,0.52,Koninklijke BAM Groep N.V.,2014-10-08,archive
Oxford Asset Management,NL0000352565,0.5,Fugro N.V.,2014-10-08,archive
"WorldQuant, LLC",NL0000352565,0.42,Fugro N.V.,2014-10-08,archive
Marshall Wace LLP,LU0569974404,0.6,Aperam S.A.,2014-10-07,archive
Marshall Wace LLP,NL0000352565,1.05,Fugro N.V.,2014-10-07,archive
"WorldQuant, LLC",NL0000352565,0.5,Fugro N.V.,2014-10-07,archive
"AQR Capital Management, LLC",LU0323134006,0.59,ArcelorMittal S.A.,2014-10-06,archive
"AQR Capital Management, LLC",NL0000360618,1.8,SBM Offshore N.V.,2014-10-06,archive
Marshall Wace LLP,LU0569974404,0.51,Aperam S.A.,2014-10-06,archive
Marshall Wace LLP,NL0000352565,0.98,Fugro N.V.,2014-10-06,archive
Marshall Wace LLP,NL0000337319,1.96,Koninklijke BAM Groep N.V.,2014-10-06,archive
Oxford Asset Management,NL0000337319,0.83,Koninklijke BAM Groep N.V.,2014-10-06,archive
TT International,LU0569974404,0.33,Aperam S.A.,2014-10-06,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,0.49,Aperam S.A.,2014-10-03,archive
Man Investments Limited,NL0000360618,0.63,SBM Offshore N.V.,2014-10-03,archive
Marshall Wace LLP,NL0000337319,2.06,Koninklijke BAM Groep N.V.,2014-10-03,archive
TT International,LU0569974404,0.53,Aperam S.A.,2014-10-03,archive
Adelphi Capital LLP,NL0009432491,0.55,Koninklijke Vopak N.V.,2014-10-02,archive
"AQR Capital Management, LLC",NL0000352565,1.37,Fugro N.V.,2014-10-02,archive
CQS (UK) LLP,LU0569974404,1.39,Aperam S.A.,2014-10-02,archive
"BlueMountain Capital Management, LLC",NL0000387058,0.62,TomTom N.V.,2014-10-01,archive
CQS (UK) LLP,LU0569974404,1.66,Aperam S.A.,2014-10-01,archive
Man Investments Limited,NL0000360618,0.53,SBM Offshore N.V.,2014-10-01,archive
Marshall Wace LLP,NL0000337319,2.17,Koninklijke BAM Groep N.V.,2014-10-01,archive
TT International,LU0569974404,0.73,Aperam S.A.,2014-10-01,archive
Egerton Capital (UK) LLP,NL0000360618,0.64,SBM Offshore N.V.,2014-09-30,archive
Marshall Wace LLP,NL0000352565,0.89,Fugro N.V.,2014-09-30,archive
Marshall Wace LLP,NL0000337319,2.23,Koninklijke BAM Groep N.V.,2014-09-30,archive
Adage Capital Management L.P.,LU0569974404,3.76,Aperam S.A.,2014-09-29,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,0.52,Aperam S.A.,2014-09-29,archive
"BlueMountain Capital Management, LLC",NL0000387058,0.55,TomTom N.V.,2014-09-29,archive
Egerton Capital (UK) LLP,NL0000360618,0.77,SBM Offshore N.V.,2014-09-29,archive
Fil Investment Services (UK) Limited,NL0009432491,0.49,Koninklijke Vopak N.V.,2014-09-29,archive
Marshall Wace LLP,NL0000337319,2.31,Koninklijke BAM Groep N.V.,2014-09-29,archive
Oxford Asset Management,NL0000337319,0.73,Koninklijke BAM Groep N.V.,2014-09-29,archive
TT International,LU0569974404,0.67,Aperam S.A.,2014-09-29,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,0.71,Fugro N.V.,2014-09-26,archive
BNP Paribas S.A.,LU0569974404,0.53,Aperam S.A.,2014-09-26,archive
Marshall Wace LLP,NL0000337319,2.46,Koninklijke BAM Groep N.V.,2014-09-26,archive
Marshall Wace LLP,NL0000360618,0.97,SBM Offshore N.V.,2014-09-26,archive
Millennium International Management LP,LU0569974404,0.48,Aperam S.A.,2014-09-26,archive
Lansdowne Partners (UK) LLP,NL0000352565,0.66,Fugro N.V.,2014-09-25,archive
Marshall Wace LLP,NL0000337319,2.51,Koninklijke BAM Groep N.V.,2014-09-25,archive
Marshall Wace LLP,NL0000360618,1.06,SBM Offshore N.V.,2014-09-25,archive
Millennium International Management LP,LU0569974404,0.53,Aperam S.A.,2014-09-25,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,0.63,Fugro N.V.,2014-09-23,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.6,Fugro N.V.,2014-09-23,archive
Marshall Wace LLP,NL0000337319,2.67,Koninklijke BAM Groep N.V.,2014-09-23,archive
Marshall Wace LLP,NL0000360618,1.1,SBM Offshore N.V.,2014-09-23,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,0.49,Koninklijke Heijmans N.V.,2014-09-22,archive
Egerton Capital (UK) LLP,NL0000360618,0.91,SBM Offshore N.V.,2014-09-22,archive
Marshall Wace LLP,NL0000352565,0.99,Fugro N.V.,2014-09-22,archive
Marshall Wace LLP,NL0000337319,2.74,Koninklijke BAM Groep N.V.,2014-09-22,archive
Marshall Wace LLP,NL0000360618,1.09,SBM Offshore N.V.,2014-09-22,archive
Odey Asset Management LLP,LU0323134006,0.54,ArcelorMittal S.A.,2014-09-22,archive
TT International,LU0569974404,0.5,Aperam S.A.,2014-09-22,archive
Marshall Wace LLP,NL0000360618,1.1,SBM Offshore N.V.,2014-09-19,archive
"AQR Capital Management, LLC",NL0000352565,1.29,Fugro N.V.,2014-09-18,archive
Marshall Wace LLP,NL0000360618,1.04,SBM Offshore N.V.,2014-09-18,archive
