isin,position_date,position_holder,net_short_position,issuer_name,source
NL0000337319,2017-12-28,BlackRock Investment Management (UK) Limited,0.48,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-28,Marshall Wace LLP,1.04,Koninklijke BAM Groep N.V.,archive
NL0010558797,2017-12-28,Marshall Wace LLP,0.51,OCI N.V.,archive
NL0000337319,2017-12-28,"WorldQuant, LLC",2.15,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-27,AHL Partners LLP,0.99,Fugro N.V.,archive
NL0000352565,2017-12-27,Arrowgrass Capital Partners LLP,0.6,Fugro N.V.,archive
NL0000337319,2017-12-27,BlackRock Investment Management (UK) Limited,0.5,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-27,Canada Pension Plan Investment Board,1.0,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-27,Citadel Advisors II LLC,0.49,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-27,HBK Investments LP,1.59,Fugro N.V.,archive
NL0000337319,2017-12-27,"PDT Partners, LLC",0.52,Koninklijke BAM Groep N.V.,archive
NL0009432491,2017-12-27,"WorldQuant, LLC",0.5,Koninklijke Vopak N.V.,archive
NL0009739416,2017-12-27,"WorldQuant, LLC",0.48,PostNL N.V.,archive
NL0000009082,2017-12-25,BNP Paribas S.A.,0.8,Koninklijke KPN N.V.,archive
NL0000337319,2017-12-22,Citadel Advisors II LLC,0.58,Koninklijke BAM Groep N.V.,archive
NL0009739416,2017-12-22,"WorldQuant, LLC",0.5,PostNL N.V.,archive
BE0003818359,2017-12-21,"AQR Capital Management, LLC",0.71,Galapagos NV,archive
NL0000337319,2017-12-21,BlackRock Investment Management (UK) Limited,0.49,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-21,Canada Pension Plan Investment Board,0.91,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-21,Marshall Wace LLP,0.81,Fugro N.V.,archive
NL0000352565,2017-12-21,Oxford Asset Management,0.43,Fugro N.V.,archive
NL0000337319,2017-12-21,"PDT Partners, LLC",0.49,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-21,"WorldQuant, LLC",2.02,Koninklijke BAM Groep N.V.,archive
BE0003818359,2017-12-20,"AQR Capital Management, LLC",0.6,Galapagos NV,archive
NL0000352565,2017-12-20,BNP Paribas S.A.,0.53,Fugro N.V.,archive
NL0000337319,2017-12-20,Canada Pension Plan Investment Board,0.84,Koninklijke BAM Groep N.V.,archive
NL0000289213,2017-12-20,Capital Fund Management S.A.,0.59,Wereldhave N.V.,archive
NL0000339760,2017-12-20,Highbridge Capital Management LLC,0.57,BE Semiconductor Industries N.V.,archive
NL0000337319,2017-12-20,Marshall Wace LLP,0.93,Koninklijke BAM Groep N.V.,archive
NL0006237562,2017-12-19,AKO Capital LLP,0.9,ARCADIS N.V.,archive
BE0003818359,2017-12-19,"AQR Capital Management, LLC",0.52,Galapagos NV,archive
NL0000360618,2017-12-19,"BlackRock Institutional Trust Company, National Association",0.49,SBM Offshore N.V.,archive
NL0000339760,2017-12-19,BNP Paribas S.A.,0.52,BE Semiconductor Industries N.V.,archive
NL0000337319,2017-12-19,Citadel Advisors II LLC,0.68,Koninklijke BAM Groep N.V.,archive
NL0011279492,2017-12-19,GSA Capital Partners LLP,1.01,Flow Traders Ltd.,archive
NL0000352565,2017-12-19,HBK Investments LP,1.69,Fugro N.V.,archive
NL0000339760,2017-12-19,Highbridge Capital Management LLC,0.47,BE Semiconductor Industries N.V.,archive
NL0000337319,2017-12-19,Marshall Wace LLP,0.87,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-19,Oxford Asset Management,0.59,Fugro N.V.,archive
NL0011872650,2017-12-18,BlackRock Investment Management (UK) Limited,0.89,Basic-Fit N.V.,archive
NL0000352565,2017-12-18,Marshall Wace LLP,0.76,Fugro N.V.,archive
NL0009432491,2017-12-18,Marshall Wace LLP,0.6,Koninklijke Vopak N.V.,archive
NL0010558797,2017-12-18,Marshall Wace LLP,0.44,OCI N.V.,archive
NL0000289213,2017-12-18,Marshall Wace LLP,1.29,Wereldhave N.V.,archive
NL0000352565,2017-12-18,Sculptor Capital Management Europe Limited,1.39,Fugro N.V.,archive
NL0000337319,2017-12-18,"WorldQuant, LLC",1.9,Koninklijke BAM Groep N.V.,archive
NL0000339760,2017-12-15,Highbridge Capital Management LLC,0.5,BE Semiconductor Industries N.V.,archive
BE0003818359,2017-12-15,Millennium International Management LP,0.55,Galapagos NV,archive
NL0011821392,2017-12-15,Scopia Capital Management LP,2.05,Signify N.V.,archive
NL0000337319,2017-12-15,"WorldQuant, LLC",1.83,Koninklijke BAM Groep N.V.,archive
NL0010558797,2017-12-14,"AQR Capital Management, LLC",1.19,OCI N.V.,archive
NL0000339760,2017-12-14,CQS (UK) LLP,1.19,BE Semiconductor Industries N.V.,archive
NL0006237562,2017-12-14,Marshall Wace LLP,0.82,ARCADIS N.V.,archive
NL0000337319,2017-12-14,Marshall Wace LLP,0.71,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-14,RAM Active Investments SA,0.56,Koninklijke BAM Groep N.V.,archive
NL0010558797,2017-12-13,"AQR Capital Management, LLC",1.2,OCI N.V.,archive
NL0000360618,2017-12-13,"AQR Capital Management, LLC",1.99,SBM Offshore N.V.,archive
NL0000352565,2017-12-13,"Arrowstreet Capital, Limited Partnership",0.46,Fugro N.V.,archive
NL0000360618,2017-12-13,"BlackRock Institutional Trust Company, National Association",0.5,SBM Offshore N.V.,archive
NL0000009082,2017-12-13,BNP Paribas S.A.,0.79,Koninklijke KPN N.V.,archive
LU0569974404,2017-12-13,CQS (UK) LLP,0.48,Aperam S.A.,archive
NL0000339760,2017-12-13,CQS (UK) LLP,1.38,BE Semiconductor Industries N.V.,archive
NL0000352565,2017-12-13,Marshall Wace LLP,0.61,Fugro N.V.,archive
NL0000289213,2017-12-13,Millennium International Management LP,0.6,Wereldhave N.V.,archive
NL0000337319,2017-12-13,"PDT Partners, LLC",0.58,Koninklijke BAM Groep N.V.,archive
NL0011279492,2017-12-13,Pelham Global Financials Master Fund Ltd.,0.5,Flow Traders Ltd.,archive
NL0011821392,2017-12-13,Scopia Capital Management LP,1.91,Signify N.V.,archive
NL0000337319,2017-12-13,"WorldQuant, LLC",1.74,Koninklijke BAM Groep N.V.,archive
NL0009739416,2017-12-13,"WorldQuant, LLC",0.48,PostNL N.V.,archive
BE0003818359,2017-12-12,AHL Partners LLP,1.01,Galapagos NV,archive
NL0006237562,2017-12-12,AKO Capital LLP,0.8,ARCADIS N.V.,archive
NL0009739416,2017-12-12,AXA Investment Managers Chorus Limited,0.48,PostNL N.V.,archive
NL0000337319,2017-12-12,Citadel Advisors II LLC,0.78,Koninklijke BAM Groep N.V.,archive
NL0000339760,2017-12-12,CQS (UK) LLP,1.45,BE Semiconductor Industries N.V.,archive
NL0009432491,2017-12-12,Jupiter Investment Management Limited,0.51,Koninklijke Vopak N.V.,archive
NL0009739416,2017-12-12,"WorldQuant, LLC",0.55,PostNL N.V.,archive
NL0000337319,2017-12-11,AHL Partners LLP,0.7,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-11,Arrowgrass Capital Partners LLP,0.48,Fugro N.V.,archive
NL0000337319,2017-12-11,Citadel Advisors II LLC,0.8,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-11,HBK Investments LP,1.77,Fugro N.V.,archive
NL0010558797,2017-12-11,Marshall Wace LLP,0.82,OCI N.V.,archive
NL0000352565,2017-12-11,Myriad Opportunities Master Fund Limited,0.5,Fugro N.V.,archive
NL0000337319,2017-12-11,"WorldQuant, LLC",1.61,Koninklijke BAM Groep N.V.,archive
NL0010773842,2017-12-08,B&G Master Fund Plc,0.61,NN Group N.V.,archive
NL0000360618,2017-12-08,"BlackRock Institutional Trust Company, National Association",0.49,SBM Offshore N.V.,archive
NL0000009082,2017-12-08,BNP Paribas S.A.,0.8,Koninklijke KPN N.V.,archive
NL0000352565,2017-12-08,Capital Fund Management S.A.,0.8,Fugro N.V.,archive
NL0000337319,2017-12-08,Citadel Advisors II LLC,0.76,Koninklijke BAM Groep N.V.,archive
NL0000339760,2017-12-08,"Davidson Kempner European Partners, LLP",0.61,BE Semiconductor Industries N.V.,archive
NL0011279492,2017-12-08,GSA Capital Partners LLP,0.92,Flow Traders Ltd.,archive
NL0011279492,2017-12-08,Marshall Wace LLP,1.39,Flow Traders Ltd.,archive
NL0000337319,2017-12-08,Marshall Wace LLP,0.67,Koninklijke BAM Groep N.V.,archive
NL0009432491,2017-12-08,Marshall Wace LLP,0.57,Koninklijke Vopak N.V.,archive
NL0000289213,2017-12-08,Millennium International Management LP,0.59,Wereldhave N.V.,archive
NL0000337319,2017-12-08,"PDT Partners, LLC",0.66,Koninklijke BAM Groep N.V.,archive
NL0009269109,2017-12-08,Susquehanna International Holdings LLC,0.5,Koninklijke Heijmans N.V.,archive
NL0000337319,2017-12-08,"WorldQuant, LLC",1.54,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-07,"Arrowstreet Capital, Limited Partnership",0.58,Fugro N.V.,archive
NL0000337319,2017-12-07,BlackRock Investment Management (UK) Limited,0.56,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-07,Citadel Advisors II LLC,0.67,Koninklijke BAM Groep N.V.,archive
NL0011279492,2017-12-07,GSA Capital Partners LLP,0.88,Flow Traders Ltd.,archive
NL0000337319,2017-12-07,Marshall Wace LLP,0.58,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-07,"PDT Partners, LLC",0.82,Koninklijke BAM Groep N.V.,archive
NL0011279492,2017-12-07,"Philadelphia Financial Management of San Francisco, LLC",1.83,Flow Traders Ltd.,archive
NL0011821392,2017-12-07,Tybourne Capital Management (HK) Limited,1.95,Signify N.V.,archive
NL0000337319,2017-12-07,"WorldQuant, LLC",1.44,Koninklijke BAM Groep N.V.,archive
NL0009739416,2017-12-07,"WorldQuant, LLC",0.6,PostNL N.V.,archive
NL0000352565,2017-12-06,AHL Partners LLP,1.08,Fugro N.V.,archive
BE0003818359,2017-12-06,AHL Partners LLP,0.92,Galapagos NV,archive
NL0000352565,2017-12-06,"Arrowstreet Capital, Limited Partnership",0.69,Fugro N.V.,archive
NL0009739416,2017-12-06,AXA Investment Managers Chorus Limited,0.58,PostNL N.V.,archive
NL0000337319,2017-12-06,"Davidson Kempner European Partners, LLP",0.57,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-06,HBK Investments LP,1.82,Fugro N.V.,archive
NL0000352565,2017-12-06,Marshall Wace LLP,0.5,Fugro N.V.,archive
NL0000289213,2017-12-06,Marshall Wace LLP,1.38,Wereldhave N.V.,archive
NL0000337319,2017-12-06,"PDT Partners, LLC",0.64,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-06,RAM Active Investments SA,0.67,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-12-05,"Arrowstreet Capital, Limited Partnership",0.78,Fugro N.V.,archive
NL0000337319,2017-12-05,BlackRock Investment Management (UK) Limited,0.61,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-12-05,"WorldQuant, LLC",1.26,Koninklijke BAM Groep N.V.,archive
NL0010558797,2017-12-04,"AQR Capital Management, LLC",1.18,OCI N.V.,archive
NL0000360618,2017-12-04,"BlackRock Institutional Trust Company, National Association",0.59,SBM Offshore N.V.,archive
NL0000352565,2017-12-04,HBK Investments LP,1.79,Fugro N.V.,archive
BE0003818359,2017-12-01,AHL Partners LLP,0.83,Galapagos NV,archive
NL0000352565,2017-12-01,"Arrowstreet Capital, Limited Partnership",0.97,Fugro N.V.,archive
NL0011279492,2017-12-01,Marshall Wace LLP,1.49,Flow Traders Ltd.,archive
NL0000352565,2017-12-01,Marshall Wace LLP,0.45,Fugro N.V.,archive
NL0000352565,2017-12-01,"WorldQuant, LLC",1.08,Fugro N.V.,archive
NL0000360618,2017-11-30,"AQR Capital Management, LLC",2.08,SBM Offshore N.V.,archive
NL0009739416,2017-11-30,Canada Pension Plan Investment Board,0.5,PostNL N.V.,archive
NL0009432491,2017-11-30,Citadel Advisors II LLC,0.47,Koninklijke Vopak N.V.,archive
NL0000352565,2017-11-30,Marshall Wace LLP,0.54,Fugro N.V.,archive
NL0011279492,2017-11-30,"Philadelphia Financial Management of San Francisco, LLC",1.73,Flow Traders Ltd.,archive
NL0009739416,2017-11-30,"WorldQuant, LLC",0.57,PostNL N.V.,archive
NL0000352565,2017-11-29,"Arrowstreet Capital, Limited Partnership",1.08,Fugro N.V.,archive
NL0011821392,2017-11-29,GLG Partners LP,0.09,Signify N.V.,archive
NL0011279492,2017-11-29,GSA Capital Partners LLP,0.91,Flow Traders Ltd.,archive
NL0000352565,2017-11-29,HBK Investments LP,1.88,Fugro N.V.,archive
NL0000352565,2017-11-29,Marshall Wace LLP,0.73,Fugro N.V.,archive
NL0009432491,2017-11-29,Marshall Wace LLP,0.68,Koninklijke Vopak N.V.,archive
NL0000289213,2017-11-29,Marshall Wace LLP,1.4,Wereldhave N.V.,archive
NL0000352565,2017-11-29,"WorldQuant, LLC",1.1,Fugro N.V.,archive
BE0003818359,2017-11-28,AHL Partners LLP,0.7,Galapagos NV,archive
NL0000360618,2017-11-28,"BlackRock Institutional Trust Company, National Association",0.6,SBM Offshore N.V.,archive
NL0000352565,2017-11-28,Capital Fund Management S.A.,0.7,Fugro N.V.,archive
NL0011821392,2017-11-28,GLG Partners LP,0.71,Signify N.V.,archive
NL0000289213,2017-11-28,Marshall Wace LLP,1.39,Wereldhave N.V.,archive
NL0000337319,2017-11-28,"WorldQuant, LLC",1.32,Koninklijke BAM Groep N.V.,archive
NL0009739416,2017-11-28,"WorldQuant, LLC",0.63,PostNL N.V.,archive
NL0011279492,2017-11-27,Argonaut Capital Partners,0.52,Flow Traders Ltd.,archive
NL0011794037,2017-11-27,Lone Pine Capital LLC,0.46,Koninklijke Ahold Delhaize N.V.,archive
NL0000352565,2017-11-27,Marshall Wace LLP,0.89,Fugro N.V.,archive
NL0010558797,2017-11-27,Marshall Wace LLP,0.71,OCI N.V.,archive
NL0000289213,2017-11-27,Marshall Wace LLP,1.4,Wereldhave N.V.,archive
NL0000289213,2017-11-27,"WorldQuant, LLC",0.49,Wereldhave N.V.,archive
NL0009432491,2017-11-24,BlackRock Investment Management (UK) Limited,0.6,Koninklijke Vopak N.V.,archive
NL0011821392,2017-11-24,GLG Partners LP,0.69,Signify N.V.,archive
NL0000352565,2017-11-24,HBK Investments LP,1.92,Fugro N.V.,archive
LU1598757687,2017-11-24,Marshall Wace LLP,0.49,ArcelorMittal S.A.,archive
BE0003818359,2017-11-23,AHL Partners LLP,0.61,Galapagos NV,archive
NL0011279492,2017-11-23,GSA Capital Partners LLP,0.81,Flow Traders Ltd.,archive
BE0003818359,2017-11-23,Jupiter Investment Management Limited,0.58,Galapagos NV,archive
NL0000352565,2017-11-23,Marshall Wace LLP,0.99,Fugro N.V.,archive
NL0009739416,2017-11-23,"WorldQuant, LLC",0.51,PostNL N.V.,archive
NL0000352565,2017-11-22,AHL Partners LLP,1.15,Fugro N.V.,archive
NL0011279492,2017-11-22,"Connor, Clark & Lunn Investment Management Ltd.",0.9,Flow Traders Ltd.,archive
LU0569974404,2017-11-22,CQS (UK) LLP,0.51,Aperam S.A.,archive
NL0011279492,2017-11-22,GSA Capital Partners LLP,0.79,Flow Traders Ltd.,archive
NL0000352565,2017-11-22,HBK Investments LP,1.89,Fugro N.V.,archive
BE0003818359,2017-11-22,Jupiter Investment Management Limited,0.6,Galapagos NV,archive
NL0011279492,2017-11-22,Marshall Wace LLP,1.59,Flow Traders Ltd.,archive
NL0000352565,2017-11-22,Marshall Wace LLP,1.02,Fugro N.V.,archive
NL0000289213,2017-11-22,Marshall Wace LLP,1.39,Wereldhave N.V.,archive
NL0011279492,2017-11-21,Marshall Wace LLP,1.6,Flow Traders Ltd.,archive
NL0000352565,2017-11-21,Marshall Wace LLP,1.14,Fugro N.V.,archive
NL0009432491,2017-11-21,Marshall Wace LLP,0.79,Koninklijke Vopak N.V.,archive
NL0000289213,2017-11-21,Marshall Wace LLP,1.4,Wereldhave N.V.,archive
NL0000337319,2017-11-21,"WorldQuant, LLC",1.22,Koninklijke BAM Groep N.V.,archive
NL0000337319,2017-11-20,BlackRock Investment Management (UK) Limited,0.58,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-11-20,Marshall Wace LLP,1.25,Fugro N.V.,archive
NL0011279492,2017-11-20,"Philadelphia Financial Management of San Francisco, LLC",1.59,Flow Traders Ltd.,archive
NL0000352565,2017-11-20,"WorldQuant, LLC",1.05,Fugro N.V.,archive
BE0003818359,2017-11-17,AHL Partners LLP,0.51,Galapagos NV,archive
NL0011794037,2017-11-17,"AQR Capital Management, LLC",0.2,Koninklijke Ahold Delhaize N.V.,archive
NL0000352565,2017-11-17,"BlackRock Institutional Trust Company, National Association",0.51,Fugro N.V.,archive
NL0000337319,2017-11-17,Canada Pension Plan Investment Board,0.7,Koninklijke BAM Groep N.V.,archive
NL0000289213,2017-11-17,Capital Fund Management S.A.,0.69,Wereldhave N.V.,archive
NL0009432491,2017-11-17,Citadel Advisors II LLC,0.59,Koninklijke Vopak N.V.,archive
BE0003818359,2017-11-17,Jupiter Investment Management Limited,0.5,Galapagos NV,archive
NL0000352565,2017-11-17,Marshall Wace LLP,1.38,Fugro N.V.,archive
NL0000352565,2017-11-17,Oxford Asset Management,0.6,Fugro N.V.,archive
NL0000337319,2017-11-17,"WorldQuant, LLC",1.1,Koninklijke BAM Groep N.V.,archive
NL0000289213,2017-11-17,"WorldQuant, LLC",0.5,Wereldhave N.V.,archive
NL0000339760,2017-11-16,CQS (UK) LLP,1.51,BE Semiconductor Industries N.V.,archive
NL0011279492,2017-11-16,GSA Capital Partners LLP,0.8,Flow Traders Ltd.,archive
NL0000352565,2017-11-16,HBK Investments LP,1.98,Fugro N.V.,archive
NL0000352565,2017-11-16,Marshall Wace LLP,1.48,Fugro N.V.,archive
NL0000289213,2017-11-16,Millennium International Management LP,0.69,Wereldhave N.V.,archive
NL0000352565,2017-11-16,"WorldQuant, LLC",0.95,Fugro N.V.,archive
NL0000337319,2017-11-16,"WorldQuant, LLC",1.06,Koninklijke BAM Groep N.V.,archive
NL0009432491,2017-11-15,Citadel Advisors II LLC,0.6,Koninklijke Vopak N.V.,archive
NL0000352565,2017-11-15,"Clinton Group, Inc",0.49,Fugro N.V.,archive
NL0000352565,2017-11-15,HBK Investments LP,2.01,Fugro N.V.,archive
NL0006237562,2017-11-15,Marshall Wace LLP,0.7,ARCADIS N.V.,archive
NL0009432491,2017-11-15,Marshall Wace LLP,0.82,Koninklijke Vopak N.V.,archive
NL0011279492,2017-11-15,"Philadelphia Financial Management of San Francisco, LLC",1.72,Flow Traders Ltd.,archive
NL0000352565,2017-11-15,"WorldQuant, LLC",0.86,Fugro N.V.,archive
NL0000337319,2017-11-15,"WorldQuant, LLC",0.98,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-11-14,AXA Investment Managers Chorus Limited,1.1,Fugro N.V.,archive
NL0000337319,2017-11-14,BlackRock Investment Management (UK) Limited,0.69,Koninklijke BAM Groep N.V.,archive
NL0000289213,2017-11-14,Capital Fund Management S.A.,0.7,Wereldhave N.V.,archive
NL0011279492,2017-11-14,GSA Capital Partners LLP,0.78,Flow Traders Ltd.,archive
NL0000352565,2017-11-14,HBK Investments LP,1.97,Fugro N.V.,archive
LU1598757687,2017-11-14,Marshall Wace LLP,0.51,ArcelorMittal S.A.,archive
NL0010558797,2017-11-14,Marshall Wace LLP,0.69,OCI N.V.,archive
NL0000337319,2017-11-14,"WorldQuant, LLC",0.88,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-11-13,AHL Partners LLP,1.25,Fugro N.V.,archive
NL0000352565,2017-11-13,Capital Fund Management S.A.,0.61,Fugro N.V.,archive
NL0000352565,2017-11-13,"Clinton Group, Inc",0.5,Fugro N.V.,archive
NL0000352565,2017-11-13,HBK Investments LP,1.89,Fugro N.V.,archive
NL0010776944,2017-11-13,JPMorgan Asset Management (UK) Ltd.,0.38,Brunel International N.V.,archive
LU1598757687,2017-11-13,Marshall Wace LLP,0.49,ArcelorMittal S.A.,archive
NL0009432491,2017-11-13,Marshall Wace LLP,0.74,Koninklijke Vopak N.V.,archive
NL0011660485,2017-11-13,Renaissance Technologies LLC,0.8,Sif Holding N.V.,archive
NL0000337319,2017-11-13,"WorldQuant, LLC",0.73,Koninklijke BAM Groep N.V.,archive
NL0009269109,2017-11-10,Citadel GP LLC,0.47,Koninklijke Heijmans N.V.,archive
NL0011821392,2017-11-10,GLG Partners LP,0.71,Signify N.V.,archive
NL0000352565,2017-11-10,HBK Investments LP,1.92,Fugro N.V.,archive
LU1598757687,2017-11-10,Marshall Wace LLP,0.5,ArcelorMittal S.A.,archive
NL0000352565,2017-11-10,Marshall Wace LLP,1.53,Fugro N.V.,archive
NL0000337319,2017-11-10,"WorldQuant, LLC",0.6,Koninklijke BAM Groep N.V.,archive
NL0000352565,2017-11-09,AHL Partners LLP,1.37,Fugro N.V.,archive
NL0011872650,2017-11-09,BlackRock Investment Management (UK) Limited,0.99,Basic-Fit N.V.,archive
NL0000289213,2017-11-09,Capital Fund Management S.A.,0.69,Wereldhave N.V.,archive
NL0009269109,2017-11-09,Citadel GP LLC,0.52,Koninklijke Heijmans N.V.,archive
NL0000337319,2017-11-09,"Davidson Kempner European Partners, LLP",0.69,Koninklijke BAM Groep N.V.,archive
NL0011279492,2017-11-09,GSA Capital Partners LLP,0.62,Flow Traders Ltd.,archive
NL0000352565,2017-11-09,Marshall Wace LLP,1.43,Fugro N.V.,archive
NL0009432491,2017-11-09,Marshall Wace LLP,0.61,Koninklijke Vopak N.V.,archive
NL0000360618,2017-11-08,"AQR Capital Management, LLC",2.18,SBM Offshore N.V.,archive
NL0000360618,2017-11-08,"BlackRock Institutional Trust Company, National Association",0.59,SBM Offshore N.V.,archive
NL0000352565,2017-11-08,HBK Investments LP,1.81,Fugro N.V.,archive
NL0011794037,2017-11-08,Lone Pine Capital LLC,0.51,Koninklijke Ahold Delhaize N.V.,archive
NL0011279492,2017-11-08,Marshall Wace LLP,1.51,Flow Traders Ltd.,archive
NL0000289213,2017-11-08,Marshall Wace LLP,1.32,Wereldhave N.V.,archive
NL0000352565,2017-11-08,Myriad Opportunities Master Fund Limited,0.48,Fugro N.V.,archive
NL0000352565,2017-11-07,AHL Partners LLP,1.49,Fugro N.V.,archive
NL0011821392,2017-11-07,Aravt Global,0.53,Signify N.V.,archive
NL0000352565,2017-11-07,AXA Investment Managers Chorus Limited,1.0,Fugro N.V.,archive
NL0000352565,2017-11-07,HBK Investments LP,1.72,Fugro N.V.,archive
NL0010776944,2017-11-07,JPMorgan Asset Management (UK) Ltd.,0.58,Brunel International N.V.,archive
NL0009432491,2017-11-07,Marshall Wace LLP,0.5,Koninklijke Vopak N.V.,archive
NL0000352565,2017-11-07,Myriad Opportunities Master Fund Limited,0.53,Fugro N.V.,archive
NL0000352565,2017-11-07,Oxford Asset Management,0.5,Fugro N.V.,archive
NL0000352565,2017-11-07,"WorldQuant, LLC",0.79,Fugro N.V.,archive
NL0000352565,2017-11-06,AHL Partners LLP,1.54,Fugro N.V.,archive
