isin,position_date,position_holder,net_short_position,issuer_name,source
LU0569974404,2018-02-15,Millennium International Management LP,0.5,Aperam S.A.,archive
NL0000289213,2018-02-15,Toscafund Asset Management LLP,0.62,Wereldhave N.V.,archive
BE0003818359,2018-02-14,"AQR Capital Management, LLC",1.92,Galapagos NV,archive
NL0009432491,2018-02-14,"AQR Capital Management, LLC",2.69,Koninklijke Vopak N.V.,archive
NL0010558797,2018-02-14,"BlueMountain Capital Management, LLC",0.51,OCI N.V.,archive
NL0011821202,2018-02-14,"Bridgewater Associates, LP",0.67,ING Groep N.V.,archive
NL0000009538,2018-02-14,"Bridgewater Associates, LP",0.67,Koninklijke Philips N.V.,archive
NL0000337319,2018-02-14,Marshall Wace LLP,1.54,Koninklijke BAM Groep N.V.,archive
NL0009432491,2018-02-14,Marshall Wace LLP,0.6,Koninklijke Vopak N.V.,archive
NL0010391025,2018-02-14,Marshall Wace LLP,1.95,Pharming Group N.V.,archive
NL0000289213,2018-02-14,Marshall Wace LLP,0.92,Wereldhave N.V.,archive
BE0003818359,2018-02-14,Millennium International Management LP,0.59,Galapagos NV,archive
NL0010391025,2018-02-14,"PDT Partners, LLC",0.61,Pharming Group N.V.,archive
BE0003818359,2018-02-14,"WorldQuant, LLC",0.69,Galapagos NV,archive
NL0000289213,2018-02-14,"WorldQuant, LLC",1.32,Wereldhave N.V.,archive
NL0000352565,2018-02-13,AHL Partners LLP,0.7,Fugro N.V.,archive
NL0010558797,2018-02-13,"AQR Capital Management, LLC",1.1,OCI N.V.,archive
NL0000352565,2018-02-13,Capital Fund Management S.A.,1.1,Fugro N.V.,archive
NL0000289213,2018-02-13,Capital Fund Management S.A.,0.72,Wereldhave N.V.,archive
NL0000289213,2018-02-13,Citadel Advisors II LLC,0.68,Wereldhave N.V.,archive
NL0009269109,2018-02-13,Citadel Securities (Europe) Limited,0.48,Koninklijke Heijmans N.V.,archive
NL0000303709,2018-02-13,Marshall Wace LLP,0.5,AEGON Ltd.,archive
NL0000289213,2018-02-13,Marshall Wace LLP,1.05,Wereldhave N.V.,archive
NL0011279492,2018-02-13,"Philadelphia Financial Management of San Francisco, LLC",0.59,Flow Traders Ltd.,archive
NL0010558797,2018-02-13,"WorldQuant, LLC",0.6,OCI N.V.,archive
NL0010273215,2018-02-12,"Bridgewater Associates, LP",0.65,ASML Holding N.V.,archive
NL0011821202,2018-02-12,"Bridgewater Associates, LP",0.72,ING Groep N.V.,archive
NL0011794037,2018-02-12,"Bridgewater Associates, LP",0.58,Koninklijke Ahold Delhaize N.V.,archive
NL0000009538,2018-02-12,"Bridgewater Associates, LP",0.73,Koninklijke Philips N.V.,archive
NL0010558797,2018-02-12,Capital Fund Management S.A.,0.51,OCI N.V.,archive
NL0011279492,2018-02-12,"Connor, Clark & Lunn Investment Management Ltd.",0.83,Flow Traders Ltd.,archive
NL0011279492,2018-02-12,GSA Capital Partners LLP,0.73,Flow Traders Ltd.,archive
NL0000303709,2018-02-12,Marshall Wace LLP,0.49,AEGON Ltd.,archive
NL0000289213,2018-02-12,Marshall Wace LLP,1.19,Wereldhave N.V.,archive
NL0000289213,2018-02-12,"PDT Partners, LLC",0.64,Wereldhave N.V.,archive
NL0011279492,2018-02-12,"Philadelphia Financial Management of San Francisco, LLC",0.76,Flow Traders Ltd.,archive
NL0000289213,2018-02-12,"WorldQuant, LLC",1.21,Wereldhave N.V.,archive
BE0003818359,2018-02-09,AHL Partners LLP,0.59,Galapagos NV,archive
BE0003818359,2018-02-09,"AQR Capital Management, LLC",1.84,Galapagos NV,archive
NL0011279492,2018-02-09,Balyasny Asset Management LP,0.0,Flow Traders Ltd.,archive
NL0000352565,2018-02-09,"BlackRock Institutional Trust Company, National Association",0.71,Fugro N.V.,archive
NL0000289213,2018-02-09,"BlackRock Institutional Trust Company, National Association",0.5,Wereldhave N.V.,archive
NL0000009082,2018-02-09,BNP Paribas S.A.,0.97,Koninklijke KPN N.V.,archive
NL0010273215,2018-02-09,"Bridgewater Associates, LP",0.72,ASML Holding N.V.,archive
NL0011821202,2018-02-09,"Bridgewater Associates, LP",0.81,ING Groep N.V.,archive
NL0011794037,2018-02-09,"Bridgewater Associates, LP",0.65,Koninklijke Ahold Delhaize N.V.,archive
NL0000009538,2018-02-09,"Bridgewater Associates, LP",0.81,Koninklijke Philips N.V.,archive
NL0000339760,2018-02-09,Highbridge Capital Management LLC,0.59,BE Semiconductor Industries N.V.,archive
NL0000337319,2018-02-09,Marshall Wace LLP,1.42,Koninklijke BAM Groep N.V.,archive
NL0010391025,2018-02-09,Marshall Wace LLP,1.6,Pharming Group N.V.,archive
NL0000289213,2018-02-09,Marshall Wace LLP,1.31,Wereldhave N.V.,archive
BE0003818359,2018-02-09,Millennium International Management LP,0.64,Galapagos NV,archive
NL0011279492,2018-02-09,Pelham Global Financials Master Fund Ltd.,0.0,Flow Traders Ltd.,archive
NL0011279492,2018-02-09,"Philadelphia Financial Management of San Francisco, LLC",1.05,Flow Traders Ltd.,archive
NL0000337319,2018-02-09,"WorldQuant, LLC",1.93,Koninklijke BAM Groep N.V.,archive
NL0000289213,2018-02-09,"WorldQuant, LLC",1.13,Wereldhave N.V.,archive
NL0000352565,2018-02-08,AHL Partners LLP,0.69,Fugro N.V.,archive
NL0006237562,2018-02-08,AKO Capital LLP,1.12,ARCADIS N.V.,archive
BE0003818359,2018-02-08,"AQR Capital Management, LLC",1.74,Galapagos NV,archive
NL0010273215,2018-02-08,"Bridgewater Associates, LP",0.65,ASML Holding N.V.,archive
NL0011821202,2018-02-08,"Bridgewater Associates, LP",0.73,ING Groep N.V.,archive
NL0000009538,2018-02-08,"Bridgewater Associates, LP",0.73,Koninklijke Philips N.V.,archive
NL0011279492,2018-02-08,GSA Capital Partners LLP,0.68,Flow Traders Ltd.,archive
NL0000352565,2018-02-08,HBK Investments LP,1.12,Fugro N.V.,archive
NL0010391025,2018-02-08,Marshall Wace LLP,1.23,Pharming Group N.V.,archive
NL0000289213,2018-02-08,Marshall Wace LLP,1.46,Wereldhave N.V.,archive
BE0003818359,2018-02-08,Oxford Asset Management,0.48,Galapagos NV,archive
NL0010558797,2018-02-08,Systematica Investments Limited,0.5,OCI N.V.,archive
NL0000337319,2018-02-08,"WorldQuant, LLC",1.86,Koninklijke BAM Groep N.V.,archive
NL0000289213,2018-02-08,"WorldQuant, LLC",0.99,Wereldhave N.V.,archive
NL0000337319,2018-02-07,AHL Partners LLP,0.58,Koninklijke BAM Groep N.V.,archive
BE0003818359,2018-02-07,"AQR Capital Management, LLC",1.68,Galapagos NV,archive
NL0000009082,2018-02-07,"AQR Capital Management, LLC",0.89,Koninklijke KPN N.V.,archive
NL0011279492,2018-02-07,Balyasny Asset Management LP,1.01,Flow Traders Ltd.,archive
NL0010273215,2018-02-07,"Bridgewater Associates, LP",0.58,ASML Holding N.V.,archive
NL0000352565,2018-02-07,Capital Fund Management S.A.,1.01,Fugro N.V.,archive
NL0000289213,2018-02-07,Citadel Advisors II LLC,0.5,Wereldhave N.V.,archive
NL0000289213,2018-02-07,"D. E. Shaw & Co., L.P.",0.5,Wereldhave N.V.,archive
NL0011279492,2018-02-07,GSA Capital Partners LLP,0.7,Flow Traders Ltd.,archive
NL0000339760,2018-02-07,Highbridge Capital Management LLC,0.6,BE Semiconductor Industries N.V.,archive
NL0011540547,2018-02-07,Marshall Wace LLP,0.74,ABN AMRO Bank NV,archive
NL0000303709,2018-02-07,Marshall Wace LLP,0.51,AEGON Ltd.,archive
NL0011794037,2018-02-07,Marshall Wace LLP,0.5,Koninklijke Ahold Delhaize N.V.,archive
NL0000337319,2018-02-07,Marshall Wace LLP,1.3,Koninklijke BAM Groep N.V.,archive
NL0010391025,2018-02-07,Marshall Wace LLP,1.38,Pharming Group N.V.,archive
NL0000289213,2018-02-07,Marshall Wace LLP,1.5,Wereldhave N.V.,archive
BE0003818359,2018-02-07,"WorldQuant, LLC",0.78,Galapagos NV,archive
NL0000289213,2018-02-07,"WorldQuant, LLC",0.86,Wereldhave N.V.,archive
BE0003818359,2018-02-06,AHL Partners LLP,0.69,Galapagos NV,archive
BE0003818359,2018-02-06,"AQR Capital Management, LLC",1.7,Galapagos NV,archive
NL0011279492,2018-02-06,Balyasny Asset Management LP,0.99,Flow Traders Ltd.,archive
NL0010273215,2018-02-06,"Bridgewater Associates, LP",0.61,ASML Holding N.V.,archive
NL0011821202,2018-02-06,"Bridgewater Associates, LP",0.69,ING Groep N.V.,archive
NL0011794037,2018-02-06,"Bridgewater Associates, LP",0.55,Koninklijke Ahold Delhaize N.V.,archive
NL0000009538,2018-02-06,"Bridgewater Associates, LP",0.69,Koninklijke Philips N.V.,archive
NL0000289213,2018-02-06,Capital Fund Management S.A.,0.61,Wereldhave N.V.,archive
NL0000009082,2018-02-06,"Castle Creek Arbitrage, LLC",0.5,Koninklijke KPN N.V.,archive
NL0009269109,2018-02-06,Citadel Securities (Europe) Limited,0.5,Koninklijke Heijmans N.V.,archive
NL0011279492,2018-02-06,GSA Capital Partners LLP,0.65,Flow Traders Ltd.,archive
NL0000352565,2018-02-06,HBK Investments LP,1.09,Fugro N.V.,archive
NL0011279492,2018-02-06,Marshall Wace LLP,0.45,Flow Traders Ltd.,archive
NL0009432491,2018-02-06,Marshall Wace LLP,0.59,Koninklijke Vopak N.V.,archive
NL0010391025,2018-02-06,Marshall Wace LLP,1.47,Pharming Group N.V.,archive
NL0000289213,2018-02-06,Millennium International Management LP,0.75,Wereldhave N.V.,archive
NL0000289213,2018-02-06,"PDT Partners, LLC",0.57,Wereldhave N.V.,archive
NL0011821392,2018-02-06,Tybourne Capital Management (HK) Limited,2.2,Signify N.V.,archive
NL0000352565,2018-02-06,"WorldQuant, LLC",0.59,Fugro N.V.,archive
NL0000289213,2018-02-06,"WorldQuant, LLC",0.72,Wereldhave N.V.,archive
NL0010273215,2018-02-05,"Bridgewater Associates, LP",0.51,ASML Holding N.V.,archive
NL0000289213,2018-02-05,"D. E. Shaw & Co., L.P.",0.48,Wereldhave N.V.,archive
NL0000352565,2018-02-05,HBK Investments LP,0.96,Fugro N.V.,archive
NL0000339760,2018-02-05,Highbridge Capital Management LLC,0.59,BE Semiconductor Industries N.V.,archive
NL0000337319,2018-02-05,Marshall Wace LLP,1.22,Koninklijke BAM Groep N.V.,archive
NL0010558797,2018-02-05,Marshall Wace LLP,0.36,OCI N.V.,archive
NL0010391025,2018-02-05,Marshall Wace LLP,1.34,Pharming Group N.V.,archive
NL0000289213,2018-02-05,"PDT Partners, LLC",0.6,Wereldhave N.V.,archive
NL0000352565,2018-02-05,"WorldQuant, LLC",0.61,Fugro N.V.,archive
BE0003818359,2018-02-05,"WorldQuant, LLC",0.81,Galapagos NV,archive
NL0000337319,2018-02-05,"WorldQuant, LLC",1.9,Koninklijke BAM Groep N.V.,archive
NL0000289213,2018-02-05,"WorldQuant, LLC",0.56,Wereldhave N.V.,archive
NL0000337319,2018-02-02,AHL Partners LLP,0.68,Koninklijke BAM Groep N.V.,archive
NL0000009082,2018-02-02,"AQR Capital Management, LLC",0.9,Koninklijke KPN N.V.,archive
NL0000352565,2018-02-02,Capital Fund Management S.A.,0.91,Fugro N.V.,archive
NL0000289213,2018-02-02,"D. E. Shaw & Co., L.P.",0.52,Wereldhave N.V.,archive
NL0010558797,2018-02-02,Marshall Wace LLP,0.52,OCI N.V.,archive
NL0010391025,2018-02-02,Marshall Wace LLP,1.24,Pharming Group N.V.,archive
NL0000289213,2018-02-02,Marshall Wace LLP,1.46,Wereldhave N.V.,archive
NL0000289213,2018-02-02,Millennium International Management LP,0.63,Wereldhave N.V.,archive
NL0009432491,2018-02-02,"WorldQuant, LLC",0.49,Koninklijke Vopak N.V.,archive
NL0009739416,2018-02-02,"WorldQuant, LLC",0.7,PostNL N.V.,archive
NL0000009082,2018-02-01,"AQR Capital Management, LLC",0.89,Koninklijke KPN N.V.,archive
NL0011279492,2018-02-01,"Connor, Clark & Lunn Investment Management Ltd.",1.0,Flow Traders Ltd.,archive
NL0011540547,2018-02-01,Marshall Wace LLP,0.6,ABN AMRO Bank NV,archive
BE0003818359,2018-01-31,AHL Partners LLP,0.79,Galapagos NV,archive
BE0003818359,2018-01-31,"AQR Capital Management, LLC",1.62,Galapagos NV,archive
NL0011872650,2018-01-31,BlackRock Investment Management (UK) Limited,0.79,Basic-Fit N.V.,archive
NL0009432491,2018-01-31,BlackRock Investment Management (UK) Limited,0.49,Koninklijke Vopak N.V.,archive
NL0011821202,2018-01-31,"Bridgewater Associates, LP",0.52,ING Groep N.V.,archive
NL0000009538,2018-01-31,"Bridgewater Associates, LP",0.52,Koninklijke Philips N.V.,archive
LU0569974404,2018-01-31,CQS (UK) LLP,0.66,Aperam S.A.,archive
NL0000337319,2018-01-31,Marshall Wace LLP,1.11,Koninklijke BAM Groep N.V.,archive
NL0010391025,2018-01-31,Marshall Wace LLP,1.12,Pharming Group N.V.,archive
BE0003818359,2018-01-31,Oxford Asset Management,0.58,Galapagos NV,archive
NL0010558797,2018-01-31,"WorldQuant, LLC",0.5,OCI N.V.,archive
NL0000352565,2018-01-30,"BlackRock Institutional Trust Company, National Association",0.66,Fugro N.V.,archive
NL0010558797,2018-01-30,Marshall Wace LLP,0.49,OCI N.V.,archive
NL0010391025,2018-01-30,Marshall Wace LLP,1.03,Pharming Group N.V.,archive
NL0000289213,2018-01-30,Millennium International Management LP,0.71,Wereldhave N.V.,archive
NL0000289213,2018-01-30,"WorldQuant, LLC",0.49,Wereldhave N.V.,archive
NL0000352565,2018-01-29,AHL Partners LLP,0.79,Fugro N.V.,archive
NL0000337319,2018-01-29,AHL Partners LLP,0.77,Koninklijke BAM Groep N.V.,archive
NL0000352565,2018-01-29,AXA Investment Managers Chorus Limited,0.48,Fugro N.V.,archive
NL0009432491,2018-01-29,CapeView Capital LLP,0.46,Koninklijke Vopak N.V.,archive
NL0000352565,2018-01-29,HBK Investments LP,1.03,Fugro N.V.,archive
NL0009432491,2018-01-29,Jupiter Investment Management Limited,0.59,Koninklijke Vopak N.V.,archive
NL0011279492,2018-01-29,Marshall Wace LLP,1.14,Flow Traders Ltd.,archive
NL0010391025,2018-01-29,Marshall Wace LLP,0.96,Pharming Group N.V.,archive
NL0011279492,2018-01-29,"Philadelphia Financial Management of San Francisco, LLC",1.93,Flow Traders Ltd.,archive
NL0009269109,2018-01-29,Susquehanna International Holdings LLC,0.44,Koninklijke Heijmans N.V.,archive
BE0003818359,2018-01-29,"WorldQuant, LLC",0.7,Galapagos NV,archive
NL0009739416,2018-01-29,"WorldQuant, LLC",0.63,PostNL N.V.,archive
NL0000339760,2018-01-26,BNP Paribas S.A.,0.42,BE Semiconductor Industries N.V.,archive
NL0009432491,2018-01-26,CapeView Capital LLP,0.5,Koninklijke Vopak N.V.,archive
NL0000352565,2018-01-26,HBK Investments LP,1.19,Fugro N.V.,archive
NL0006237562,2018-01-26,Marshall Wace LLP,0.7,ARCADIS N.V.,archive
NL0000337319,2018-01-26,Marshall Wace LLP,1.08,Koninklijke BAM Groep N.V.,archive
NL0000352565,2018-01-26,"WorldQuant, LLC",0.55,Fugro N.V.,archive
NL0009739416,2018-01-26,"WorldQuant, LLC",0.57,PostNL N.V.,archive
BE0003818359,2018-01-25,AHL Partners LLP,0.88,Galapagos NV,archive
BE0003818359,2018-01-25,"AQR Capital Management, LLC",1.5,Galapagos NV,archive
NL0000303709,2018-01-25,B&G Master Fund Plc,0.5,AEGON Ltd.,archive
NL0000352565,2018-01-25,HBK Investments LP,1.2,Fugro N.V.,archive
NL0009432491,2018-01-25,Jupiter Investment Management Limited,0.6,Koninklijke Vopak N.V.,archive
NL0011279492,2018-01-25,Marshall Wace LLP,1.28,Flow Traders Ltd.,archive
NL0011660485,2018-01-25,Renaissance Technologies LLC,0.79,Sif Holding N.V.,archive
NL0000352565,2018-01-25,"WorldQuant, LLC",0.6,Fugro N.V.,archive
NL0000337319,2018-01-24,AHL Partners LLP,0.87,Koninklijke BAM Groep N.V.,archive
NL0000352565,2018-01-24,AXA Investment Managers Chorus Limited,0.59,Fugro N.V.,archive
NL0009432491,2018-01-24,BlackRock Investment Management (UK) Limited,0.5,Koninklijke Vopak N.V.,archive
NL0000352565,2018-01-24,HBK Investments LP,1.19,Fugro N.V.,archive
NL0011540547,2018-01-24,Marshall Wace LLP,0.51,ABN AMRO Bank NV,archive
NL0010391025,2018-01-24,Marshall Wace LLP,0.81,Pharming Group N.V.,archive
NL0010391025,2018-01-24,"PDT Partners, LLC",0.5,Pharming Group N.V.,archive
NL0000352565,2018-01-24,"WorldQuant, LLC",0.7,Fugro N.V.,archive
NL0000337319,2018-01-24,"WorldQuant, LLC",1.88,Koninklijke BAM Groep N.V.,archive
NL0000352565,2018-01-23,AHL Partners LLP,0.89,Fugro N.V.,archive
BE0003818359,2018-01-23,"AQR Capital Management, LLC",1.41,Galapagos NV,archive
NL0011279492,2018-01-23,"Connor, Clark & Lunn Investment Management Ltd.",0.99,Flow Traders Ltd.,archive
NL0000352565,2018-01-23,HBK Investments LP,1.09,Fugro N.V.,archive
NL0000352565,2018-01-23,JPMorgan Asset Management (UK) Ltd.,1.39,Fugro N.V.,archive
NL0006237562,2018-01-23,Marshall Wace LLP,0.69,ARCADIS N.V.,archive
NL0000337319,2018-01-23,Marshall Wace LLP,1.13,Koninklijke BAM Groep N.V.,archive
NL0010391025,2018-01-23,Marshall Wace LLP,0.77,Pharming Group N.V.,archive
NL0000289213,2018-01-23,Marshall Wace LLP,0.87,Wereldhave N.V.,archive
NL0000352565,2018-01-23,"WorldQuant, LLC",0.83,Fugro N.V.,archive
BE0003818359,2018-01-22,"AQR Capital Management, LLC",1.34,Galapagos NV,archive
NL0009432491,2018-01-22,BlackRock Investment Management (UK) Limited,0.49,Koninklijke Vopak N.V.,archive
NL0011279492,2018-01-22,GSA Capital Partners LLP,1.2,Flow Traders Ltd.,archive
NL0010391025,2018-01-22,Marshall Wace LLP,0.62,Pharming Group N.V.,archive
NL0000352565,2018-01-22,"WorldQuant, LLC",0.92,Fugro N.V.,archive
NL0000337319,2018-01-22,"WorldQuant, LLC",1.98,Koninklijke BAM Groep N.V.,archive
NL0000352565,2018-01-19,AHL Partners LLP,0.99,Fugro N.V.,archive
NL0006237562,2018-01-19,AKO Capital LLP,1.0,ARCADIS N.V.,archive
BE0003818359,2018-01-19,"AQR Capital Management, LLC",1.26,Galapagos NV,archive
NL0000352565,2018-01-19,AXA Investment Managers Chorus Limited,0.69,Fugro N.V.,archive
NL0011279492,2018-01-19,Citadel Advisors II LLC,0.49,Flow Traders Ltd.,archive
NL0000339760,2018-01-19,Highbridge Capital Management LLC,0.61,BE Semiconductor Industries N.V.,archive
NL0011279492,2018-01-18,Citadel Advisors II LLC,0.5,Flow Traders Ltd.,archive
NL0000352565,2018-01-18,HBK Investments LP,1.28,Fugro N.V.,archive
NL0000352565,2018-01-18,Oxford Asset Management,0.49,Fugro N.V.,archive
BE0003818359,2018-01-17,AHL Partners LLP,0.99,Galapagos NV,archive
NL0000360618,2018-01-17,"AQR Capital Management, LLC",1.88,SBM Offshore N.V.,archive
NL0000352565,2018-01-17,AXA Investment Managers Chorus Limited,0.78,Fugro N.V.,archive
NL0000337319,2018-01-17,Linden Advisors LP,0.63,Koninklijke BAM Groep N.V.,archive
NL0009432491,2018-01-17,Marshall Wace LLP,0.6,Koninklijke Vopak N.V.,archive
NL0000352565,2018-01-17,Oxford Asset Management,0.5,Fugro N.V.,archive
BE0003818359,2018-01-16,AHL Partners LLP,1.01,Galapagos NV,archive
NL0000360618,2018-01-16,"AQR Capital Management, LLC",1.9,SBM Offshore N.V.,archive
NL0011279492,2018-01-16,Argonaut Capital Partners,0.48,Flow Traders Ltd.,archive
NL0000352565,2018-01-16,BlueCrest Capital Management Limited,0.65,Fugro N.V.,archive
NL0000339760,2018-01-16,BNP Paribas S.A.,0.56,BE Semiconductor Industries N.V.,archive
NL0011279492,2018-01-16,GSA Capital Partners LLP,1.0,Flow Traders Ltd.,archive
NL0000352565,2018-01-16,HBK Investments LP,1.31,Fugro N.V.,archive
NL0006237562,2018-01-16,Marshall Wace LLP,0.78,ARCADIS N.V.,archive
NL0000289213,2018-01-16,Marshall Wace LLP,0.95,Wereldhave N.V.,archive
NL0000352565,2018-01-16,Myriad Opportunities Master Fund Limited,0.62,Fugro N.V.,archive
BE0003818359,2018-01-16,"WorldQuant, LLC",0.62,Galapagos NV,archive
NL0011279492,2018-01-15,GSA Capital Partners LLP,0.99,Flow Traders Ltd.,archive
NL0000289213,2018-01-15,Marshall Wace LLP,1.03,Wereldhave N.V.,archive
NL0000352565,2018-01-15,"WorldQuant, LLC",0.88,Fugro N.V.,archive
NL0000337319,2018-01-15,"WorldQuant, LLC",2.07,Koninklijke BAM Groep N.V.,archive
NL0000352565,2018-01-12,AHL Partners LLP,1.01,Fugro N.V.,archive
BE0003818359,2018-01-12,"AQR Capital Management, LLC",1.1,Galapagos NV,archive
NL0000360618,2018-01-12,"AQR Capital Management, LLC",1.89,SBM Offshore N.V.,archive
NL0000352565,2018-01-12,AXA Investment Managers Chorus Limited,0.88,Fugro N.V.,archive
NL0000352565,2018-01-12,BlueCrest Capital Management Limited,0.59,Fugro N.V.,archive
NL0011279492,2018-01-12,GSA Capital Partners LLP,1.0,Flow Traders Ltd.,archive
NL0000352565,2018-01-12,HBK Investments LP,1.29,Fugro N.V.,archive
NL0000352565,2018-01-12,Marshall Wace LLP,0.45,Fugro N.V.,archive
NL0010558797,2018-01-12,Marshall Wace LLP,0.51,OCI N.V.,archive
BE0003818359,2018-01-12,Oxford Asset Management,0.6,Galapagos NV,archive
NL0000337319,2018-01-12,RAM Active Investments SA,0.78,Koninklijke BAM Groep N.V.,archive
NL0000289213,2018-01-12,Toscafund Asset Management LLP,0.57,Wereldhave N.V.,archive
BE0003818359,2018-01-12,"WorldQuant, LLC",0.51,Galapagos NV,archive
NL0009432491,2018-01-12,"WorldQuant, LLC",0.5,Koninklijke Vopak N.V.,archive
NL0000345627,2018-01-11,Accent Aigu B.V.,0.0,Ease2pay N.V.,archive
NL0011279492,2018-01-11,Balyasny Asset Management LP,0.5,Flow Traders Ltd.,archive
NL0000352565,2018-01-11,BlueCrest Capital Management Limited,0.6,Fugro N.V.,archive
LU0569974404,2018-01-11,CQS (UK) LLP,0.52,Aperam S.A.,archive
NL0000345627,2018-01-11,Market Wizards B.V.,0.0,Ease2pay N.V.,archive
NL0000352565,2018-01-11,Marshall Wace LLP,0.53,Fugro N.V.,archive
NL0000337319,2018-01-11,"WorldQuant, LLC",2.16,Koninklijke BAM Groep N.V.,archive
NL0000345627,2018-01-10,Accent Aigu B.V.,0.95,Ease2pay N.V.,archive
NL0000345627,2018-01-10,All Options International B.V.,0.43,Ease2pay N.V.,archive
NL0000345627,2018-01-10,Market Wizards B.V.,1.04,Ease2pay N.V.,archive
NL0011279492,2018-01-10,Marshall Wace LLP,1.3,Flow Traders Ltd.,archive
NL0011279492,2018-01-10,Pelham Global Financials Master Fund Ltd.,0.62,Flow Traders Ltd.,archive
NL0000352565,2018-01-10,Sculptor Capital Management Europe Limited,1.44,Fugro N.V.,archive
NL0011821392,2018-01-10,Tower House Partners LLP,0.51,Signify N.V.,archive
NL0000337319,2018-01-09,AHL Partners LLP,0.91,Koninklijke BAM Groep N.V.,archive
NL0000345627,2018-01-09,All Options International B.V.,0.77,Ease2pay N.V.,archive
NL0000352565,2018-01-09,AXA Investment Managers Chorus Limited,0.98,Fugro N.V.,archive
NL0000352565,2018-01-09,BlueCrest Capital Management Limited,0.57,Fugro N.V.,archive
NL0000339760,2018-01-09,BNP Paribas S.A.,0.48,BE Semiconductor Industries N.V.,archive
NL0011279492,2018-01-09,Citadel Advisors II LLC,0.46,Flow Traders Ltd.,archive
NL0000352565,2018-01-09,HBK Investments LP,1.38,Fugro N.V.,archive
NL0006237562,2018-01-09,Marshall Wace LLP,0.82,ARCADIS N.V.,archive
NL0011279492,2018-01-09,Marshall Wace LLP,1.28,Flow Traders Ltd.,archive
NL0000352565,2018-01-08,AHL Partners LLP,0.9,Fugro N.V.,archive
BE0003818359,2018-01-08,"AQR Capital Management, LLC",1.0,Galapagos NV,archive
NL0011279492,2018-01-08,Citadel Advisors II LLC,0.53,Flow Traders Ltd.,archive
NL0000339760,2018-01-08,CQS (UK) LLP,1.17,BE Semiconductor Industries N.V.,archive
NL0010558797,2018-01-08,Marshall Wace LLP,0.49,OCI N.V.,archive
NL0000337319,2018-01-08,"WorldQuant, LLC",2.27,Koninklijke BAM Groep N.V.,archive
NL0000352565,2018-01-05,AHL Partners LLP,0.89,Fugro N.V.,archive
NL0010558797,2018-01-05,"AQR Capital Management, LLC",1.08,OCI N.V.,archive
NL0000339760,2018-01-05,CQS (UK) LLP,1.22,BE Semiconductor Industries N.V.,archive
NL0000337319,2018-01-05,"Davidson Kempner European Partners, LLP",0.61,Koninklijke BAM Groep N.V.,archive
NL0011660485,2018-01-05,JPMorgan Asset Management (UK) Ltd.,0.49,Sif Holding N.V.,archive
NL0000352565,2018-01-05,Marshall Wace LLP,0.61,Fugro N.V.,archive
NL0000337319,2018-01-05,Marshall Wace LLP,1.26,Koninklijke BAM Groep N.V.,archive
NL0009432491,2018-01-05,Marshall Wace LLP,0.57,Koninklijke Vopak N.V.,archive
NL0000289213,2018-01-05,Marshall Wace LLP,1.19,Wereldhave N.V.,archive
NL0000337319,2018-01-05,"PDT Partners, LLC",0.47,Koninklijke BAM Groep N.V.,archive
BE0003818359,2018-01-04,AHL Partners LLP,0.98,Galapagos NV,archive
BE0003818359,2018-01-04,"AQR Capital Management, LLC",0.93,Galapagos NV,archive
NL0011821392,2018-01-04,Aravt Global,0.47,Signify N.V.,archive
NL0011279492,2018-01-04,GSA Capital Partners LLP,0.98,Flow Traders Ltd.,archive
NL0000337319,2018-01-04,RAM Active Investments SA,0.68,Koninklijke BAM Groep N.V.,archive
NL0011821392,2018-01-04,TT International,0.5,Signify N.V.,archive
NL0000337319,2018-01-04,"WorldQuant, LLC",2.33,Koninklijke BAM Groep N.V.,archive
NL0009432491,2018-01-04,"WorldQuant, LLC",0.49,Koninklijke Vopak N.V.,archive
NL0000337319,2018-01-03,AHL Partners LLP,0.81,Koninklijke BAM Groep N.V.,archive
NL0000352565,2018-01-03,AXA Investment Managers Chorus Limited,1.08,Fugro N.V.,archive
NL0009432491,2018-01-03,BlackRock Investment Management (UK) Limited,0.59,Koninklijke Vopak N.V.,archive
BE0003818359,2018-01-03,Jupiter Investment Management Limited,0.38,Galapagos NV,archive
NL0000352565,2018-01-03,Marshall Wace LLP,0.57,Fugro N.V.,archive
NL0000337319,2018-01-03,Marshall Wace LLP,1.15,Koninklijke BAM Groep N.V.,archive
BE0003818359,2018-01-03,Oxford Asset Management,0.5,Galapagos NV,archive
NL0000289213,2018-01-03,"WorldQuant, LLC",0.5,Wereldhave N.V.,archive
NL0000352565,2018-01-02,Marshall Wace LLP,0.66,Fugro N.V.,archive
NL0009269109,2018-01-02,Susquehanna International Holdings LLC,0.52,Koninklijke Heijmans N.V.,archive
NL0000352565,2018-01-02,"WorldQuant, LLC",0.98,Fugro N.V.,archive
BE0003818359,2017-12-29,"AQR Capital Management, LLC",0.8,Galapagos NV,archive
NL0011279492,2017-12-29,"Connor, Clark & Lunn Investment Management Ltd.",1.0,Flow Traders Ltd.,archive
NL0006237562,2017-12-29,Marshall Wace LLP,0.79,ARCADIS N.V.,archive
NL0000352565,2017-12-29,Marshall Wace LLP,0.78,Fugro N.V.,archive
NL0009269109,2017-12-29,Susquehanna International Holdings LLC,0.49,Koninklijke Heijmans N.V.,archive
NL0000337319,2017-12-29,"WorldQuant, LLC",2.2,Koninklijke BAM Groep N.V.,archive
