isin,position_date,issuer_name,position_holder,net_short_position,source
NL0000387058,2015-07-22,TomTom N.V.,"WorldQuant, LLC",0.8,archive
NL0000387058,2015-07-21,TomTom N.V.,Marshall Wace LLP,0.33,archive
LU0569974404,2015-07-20,Aperam S.A.,Adage Capital Management L.P.,3.83,archive
NL0010672325,2015-07-20,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",1.02,archive
NL0000352565,2015-07-20,Fugro N.V.,Marshall Wace LLP,1.11,archive
NL0000352565,2015-07-17,Fugro N.V.,Man Investments Limited,0.88,archive
NL0000360618,2015-07-17,SBM Offshore N.V.,"WorldQuant, LLC",0.61,archive
NL0000387058,2015-07-17,TomTom N.V.,"WorldQuant, LLC",0.74,archive
LU0569974404,2015-07-16,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.7,archive
NL0000352565,2015-07-16,Fugro N.V.,Marshall Wace LLP,1.02,archive
NL0000360618,2015-07-16,SBM Offshore N.V.,Marshall Wace LLP,0.67,archive
LU0569974404,2015-07-15,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.6,archive
NL0010672325,2015-07-15,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",0.92,archive
NL0000352565,2015-07-15,Fugro N.V.,Man Investments Limited,0.98,archive
NL0000387058,2015-07-15,TomTom N.V.,Marshall Wace LLP,0.57,archive
LU0323134006,2015-07-15,ArcelorMittal S.A.,Odey Asset Management LLP,0.67,archive
NL0000387058,2015-07-15,TomTom N.V.,"WorldQuant, LLC",0.89,archive
NL0009432491,2015-07-14,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.69,archive
NL0000387058,2015-07-14,TomTom N.V.,"WorldQuant, LLC",0.95,archive
LU0323134006,2015-07-13,ArcelorMittal S.A.,"AQR Capital Management, LLC",1.28,archive
NL0010672325,2015-07-13,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",0.8,archive
NL0000352565,2015-07-13,Fugro N.V.,Marshall Wace LLP,0.9,archive
NL0000387058,2015-07-13,TomTom N.V.,Marshall Wace LLP,0.67,archive
NL0000395903,2015-07-13,Wolters Kluwer N.V.,Marshall Wace LLP,0.45,archive
NL0000360618,2015-07-13,SBM Offshore N.V.,"WorldQuant, LLC",0.59,archive
LU0569974404,2015-07-10,Aperam S.A.,"BlackRock Advisors, LLC",0.59,archive
LU0569974404,2015-07-10,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.52,archive
LU0569974404,2015-07-10,Aperam S.A.,CQS (UK) LLP,1.01,archive
NL0000360618,2015-07-10,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.81,archive
NL0000352565,2015-07-10,Fugro N.V.,Marshall Wace LLP,0.85,archive
NL0000360618,2015-07-10,SBM Offshore N.V.,Marshall Wace LLP,0.79,archive
LU0323134006,2015-07-10,ArcelorMittal S.A.,Odey Asset Management LLP,0.59,archive
NL0000352565,2015-07-10,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,2.09,archive
LU0323134006,2015-07-09,ArcelorMittal S.A.,"AQR Capital Management, LLC",1.29,archive
NL0000352565,2015-07-09,Fugro N.V.,"AQR Capital Management, LLC",3.5,archive
NL0010672325,2015-07-09,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",0.75,archive
NL0000387058,2015-07-09,TomTom N.V.,Marshall Wace LLP,0.77,archive
NL0000395903,2015-07-09,Wolters Kluwer N.V.,Marshall Wace LLP,0.55,archive
NL0000352565,2015-07-09,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,2.36,archive
NL0009432491,2015-07-08,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.7,archive
NL0010672325,2015-07-08,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",0.67,archive
NL0000387058,2015-07-08,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.43,archive
NL0000360618,2015-07-08,SBM Offshore N.V.,Man Investments Limited,0.62,archive
NL0000360618,2015-07-08,SBM Offshore N.V.,Marshall Wace LLP,0.85,archive
NL0000352565,2015-07-08,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,2.47,archive
LU0569974404,2015-07-07,Aperam S.A.,BNP Paribas S.A.,0.47,archive
LU0569974404,2015-07-07,Aperam S.A.,CQS (UK) LLP,0.99,archive
NL0010672325,2015-07-07,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",0.56,archive
LU0323134006,2015-07-07,ArcelorMittal S.A.,HBK Investments LP,0.45,archive
NL0000387058,2015-07-07,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.6,archive
NL0000352565,2015-07-07,Fugro N.V.,Man Investments Limited,1.05,archive
NL0000352565,2015-07-07,Fugro N.V.,Marshall Wace LLP,0.71,archive
LU0323134006,2015-07-07,ArcelorMittal S.A.,Odey Asset Management LLP,0.74,archive
NL0000360618,2015-07-07,SBM Offshore N.V.,"WorldQuant, LLC",0.6,archive
LU0569974404,2015-07-06,Aperam S.A.,"Basso Capital Management, L.P",0.57,archive
LU0569974404,2015-07-06,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.69,archive
NL0000387058,2015-07-06,TomTom N.V.,"Hound Partners, LLC",0.39,archive
NL0000387058,2015-07-06,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.72,archive
NL0000387058,2015-07-06,TomTom N.V.,Marshall Wace LLP,0.8,archive
NL0000395903,2015-07-06,Wolters Kluwer N.V.,Marshall Wace LLP,0.65,archive
NL0000387058,2015-07-06,TomTom N.V.,"WorldQuant, LLC",1.0,archive
NL0000387058,2015-07-03,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.82,archive
NL0000352565,2015-07-03,Fugro N.V.,Marshall Wace LLP,0.62,archive
NL0000387058,2015-07-03,TomTom N.V.,Marshall Wace LLP,0.71,archive
LU0569974404,2015-07-02,Aperam S.A.,Adage Capital Management L.P.,3.76,archive
NL0000387058,2015-07-02,TomTom N.V.,"Hound Partners, LLC",0.51,archive
NL0000387058,2015-07-02,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.9,archive
NL0000352565,2015-07-02,Fugro N.V.,Marshall Wace LLP,0.58,archive
NL0000387058,2015-07-02,TomTom N.V.,"WorldQuant, LLC",0.91,archive
LU0323134006,2015-07-01,ArcelorMittal S.A.,"AQR Capital Management, LLC",1.17,archive
NL0000352565,2015-07-01,Fugro N.V.,"AQR Capital Management, LLC",3.4,archive
NL0000387058,2015-07-01,TomTom N.V.,"Hound Partners, LLC",0.6,archive
NL0000387058,2015-07-01,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.01,archive
NL0000387058,2015-07-01,TomTom N.V.,Marshall Wace LLP,0.6,archive
NL0000395903,2015-07-01,Wolters Kluwer N.V.,Marshall Wace LLP,0.76,archive
NL0000387058,2015-07-01,TomTom N.V.,"WorldQuant, LLC",0.86,archive
LU0569974404,2015-06-30,Aperam S.A.,Adage Capital Management L.P.,3.83,archive
NL0000360618,2015-06-30,SBM Offshore N.V.,AKO Capital LLP,1.59,archive
NL0000360618,2015-06-30,SBM Offshore N.V.,"AQR Capital Management, LLC",2.69,archive
LU0569974404,2015-06-30,Aperam S.A.,BNP Paribas S.A.,0.62,archive
NL0000387058,2015-06-30,TomTom N.V.,"Hound Partners, LLC",0.73,archive
NL0000387058,2015-06-30,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.19,archive
NL0000387058,2015-06-30,TomTom N.V.,Marshall Wace LLP,0.51,archive
NL0000360618,2015-06-29,SBM Offshore N.V.,"AQR Capital Management, LLC",2.7,archive
NL0000852531,2015-06-29,Kendrion N.V.,BlackRock Investment Management (UK) Limited,0.5,archive
NL0000387058,2015-06-29,TomTom N.V.,"Hound Partners, LLC",0.91,archive
NL0000289213,2015-06-29,Wereldhave N.V.,JPMorgan Asset Management (UK) Ltd.,0.58,archive
NL0000387058,2015-06-29,TomTom N.V.,"WorldQuant, LLC",0.71,archive
NL0000352565,2015-06-26,Fugro N.V.,Man Investments Limited,0.91,archive
NL0000387058,2015-06-25,TomTom N.V.,"Hound Partners, LLC",1.17,archive
NL0000387058,2015-06-25,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.37,archive
NL0000289213,2015-06-25,Wereldhave N.V.,"WorldQuant, LLC",0.41,archive
NL0000360618,2015-06-24,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.49,archive
NL0000387058,2015-06-24,TomTom N.V.,"Hound Partners, LLC",1.24,archive
NL0000360618,2015-06-24,SBM Offshore N.V.,"WorldQuant, LLC",0.52,archive
NL0000387058,2015-06-23,TomTom N.V.,"Hound Partners, LLC",1.32,archive
NL0000387058,2015-06-23,TomTom N.V.,"WorldQuant, LLC",0.63,archive
NL0000352565,2015-06-22,Fugro N.V.,"AQR Capital Management, LLC",3.31,archive
NL0000387058,2015-06-22,TomTom N.V.,"Hound Partners, LLC",1.43,archive
NL0000337319,2015-06-22,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.45,archive
NL0000387058,2015-06-22,TomTom N.V.,"WorldQuant, LLC",0.54,archive
NL0000352565,2015-06-19,Fugro N.V.,"AQR Capital Management, LLC",3.25,archive
NL0000360618,2015-06-18,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.7,archive
NL0000387058,2015-06-18,TomTom N.V.,"Hound Partners, LLC",1.59,archive
NL0000289213,2015-06-18,Wereldhave N.V.,JPMorgan Asset Management (UK) Ltd.,0.67,archive
NL0000360618,2015-06-18,SBM Offshore N.V.,Marshall Wace LLP,0.96,archive
LU0569974404,2015-06-17,Aperam S.A.,"BlackRock Advisors, LLC",0.69,archive
NL0000387058,2015-06-17,TomTom N.V.,"Hound Partners, LLC",1.72,archive
NL0000360618,2015-06-17,SBM Offshore N.V.,Man Investments Limited,0.56,archive
NL0000289213,2015-06-17,Wereldhave N.V.,"WorldQuant, LLC",0.56,archive
LU0569974404,2015-06-15,Aperam S.A.,Adage Capital Management L.P.,4.07,archive
NL0000360618,2015-06-15,SBM Offshore N.V.,"AQR Capital Management, LLC",2.68,archive
LU0569974404,2015-06-15,Aperam S.A.,BNP Paribas S.A.,0.52,archive
LU0323134006,2015-06-11,ArcelorMittal S.A.,HBK Investments LP,0.5,archive
NL0000360618,2015-06-11,SBM Offshore N.V.,Man Investments Limited,0.68,archive
NL0000395903,2015-06-11,Wolters Kluwer N.V.,Marshall Wace LLP,0.81,archive
LU0323134006,2015-06-10,ArcelorMittal S.A.,HBK Investments LP,0.49,archive
NL0000360618,2015-06-09,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.69,archive
LU0323134006,2015-06-09,ArcelorMittal S.A.,HBK Investments LP,0.5,archive
NL0000360618,2015-06-09,SBM Offshore N.V.,"WorldQuant, LLC",0.48,archive
NL0000289213,2015-06-09,Wereldhave N.V.,"WorldQuant, LLC",0.68,archive
NL0006237562,2015-06-08,ARCADIS N.V.,AKO Capital LLP,1.16,archive
NL0000387058,2015-06-08,TomTom N.V.,"BlackRock Institutional Trust Company, National Association",0.48,archive
NL0000352565,2015-06-08,Fugro N.V.,Man Investments Limited,0.82,archive
LU0323134006,2015-06-08,ArcelorMittal S.A.,Odey Asset Management LLP,0.69,archive
NL0000360618,2015-06-05,SBM Offshore N.V.,AKO Capital LLP,1.69,archive
LU0569974404,2015-06-05,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.78,archive
LU0323134006,2015-06-04,ArcelorMittal S.A.,Odey Asset Management LLP,0.75,archive
NL0000360618,2015-06-04,SBM Offshore N.V.,"WorldQuant, LLC",0.56,archive
NL0000360618,2015-06-03,SBM Offshore N.V.,AKO Capital LLP,1.59,archive
NL0000337319,2015-06-03,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.59,archive
NL0000360618,2015-06-03,SBM Offshore N.V.,Marshall Wace LLP,1.04,archive
LU0323134006,2015-06-02,ArcelorMittal S.A.,Odey Asset Management LLP,0.67,archive
NL0000289213,2015-06-02,Wereldhave N.V.,"WorldQuant, LLC",0.7,archive
LU0569974404,2015-06-01,Aperam S.A.,BNP Paribas S.A.,0.43,archive
LU0569974404,2015-05-29,Aperam S.A.,"Basso Capital Management, L.P",0.69,archive
LU0569974404,2015-05-29,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.8,archive
NL0000360618,2015-05-29,SBM Offshore N.V.,Man Investments Limited,0.7,archive
NL0000337319,2015-05-29,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.63,archive
NL0000395903,2015-05-29,Wolters Kluwer N.V.,Marshall Wace LLP,0.71,archive
NL0006237562,2015-05-28,ARCADIS N.V.,AKO Capital LLP,1.04,archive
NL0000360618,2015-05-28,SBM Offshore N.V.,"AQR Capital Management, LLC",2.78,archive
NL0000360618,2015-05-28,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.5,archive
NL0000360618,2015-05-28,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.71,archive
NL0000360618,2015-05-28,SBM Offshore N.V.,Man Investments Limited,0.65,archive
NL0000337319,2015-05-27,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.5,archive
NL0000360618,2015-05-27,SBM Offshore N.V.,Marshall Wace LLP,1.16,archive
NL0000289213,2015-05-27,Wereldhave N.V.,"WorldQuant, LLC",0.67,archive
NL0000352565,2015-05-26,Fugro N.V.,Man Investments Limited,0.73,archive
NL0000360618,2015-05-26,SBM Offshore N.V.,Man Investments Limited,0.54,archive
LU0569974404,2015-05-22,Aperam S.A.,Adage Capital Management L.P.,4.1,archive
NL0000360618,2015-05-22,SBM Offshore N.V.,Marshall Wace LLP,1.28,archive
NL0010776944,2015-05-21,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.9,archive
NL0000352565,2015-05-21,Fugro N.V.,Man Investments Limited,0.63,archive
NL0000352565,2015-05-20,Fugro N.V.,Man Investments Limited,0.57,archive
LU0323134006,2015-05-19,ArcelorMittal S.A.,"AQR Capital Management, LLC",1.05,archive
NL0000395903,2015-05-19,Wolters Kluwer N.V.,Marshall Wace LLP,0.61,archive
NL0000288876,2015-05-19,Eurocommercial Properties N.V.,Wellington Management Company LLP,0.14,archive
LU0569974404,2015-05-18,Aperam S.A.,"BlackRock Advisors, LLC",0.78,archive
LU0569974404,2015-05-18,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.78,archive
NL0000360618,2015-05-18,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.6,archive
NL0000360618,2015-05-18,SBM Offshore N.V.,UBS Global Asset Management (UK) Ltd.,0.46,archive
NL0006237562,2015-05-15,ARCADIS N.V.,AKO Capital LLP,0.93,archive
LU0323134006,2015-05-15,ArcelorMittal S.A.,"AQR Capital Management, LLC",1.04,archive
NL0000288876,2015-05-15,Eurocommercial Properties N.V.,Wellington Management Company LLP,0.93,archive
NL0000289213,2015-05-15,Wereldhave N.V.,"WorldQuant, LLC",0.7,archive
LU0323134006,2015-05-14,ArcelorMittal S.A.,"AQR Capital Management, LLC",1.05,archive
NL0000360618,2015-05-14,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.54,archive
NL0000352565,2015-05-14,Fugro N.V.,Man Investments Limited,0.49,archive
NL0000360618,2015-05-14,SBM Offshore N.V.,Marshall Wace LLP,1.36,archive
LU0323134006,2015-05-14,ArcelorMittal S.A.,Odey Asset Management LLP,0.72,archive
NL0000288876,2015-05-14,Eurocommercial Properties N.V.,Wellington Management Company LLP,1.14,archive
LU0569974404,2015-05-13,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.49,archive
NL0000395903,2015-05-13,Wolters Kluwer N.V.,Marshall Wace LLP,0.53,archive
NL0000352565,2015-05-11,Fugro N.V.,"AQR Capital Management, LLC",3.11,archive
NL0000360618,2015-05-11,SBM Offshore N.V.,"AQR Capital Management, LLC",2.89,archive
LU0569974404,2015-05-11,Aperam S.A.,BNP Paribas S.A.,0.53,archive
NL0000360618,2015-05-11,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.42,archive
NL0000360618,2015-05-11,SBM Offshore N.V.,Marshall Wace LLP,1.49,archive
NL0000360618,2015-05-11,SBM Offshore N.V.,"WorldQuant, LLC",0.6,archive
LU0569974404,2015-05-08,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.88,archive
NL0000352565,2015-05-08,Fugro N.V.,Man Investments Limited,0.57,archive
LU0323134006,2015-05-08,ArcelorMittal S.A.,Marshall Wace LLP,0.49,archive
NL0000360618,2015-05-08,SBM Offshore N.V.,"WorldQuant, LLC",0.57,archive
NL0000289213,2015-05-08,Wereldhave N.V.,"WorldQuant, LLC",0.6,archive
NL0006237562,2015-05-07,ARCADIS N.V.,AKO Capital LLP,0.88,archive
NL0000360618,2015-05-07,SBM Offshore N.V.,BlueCrest Capital Management Limited,0.48,archive
LU0569974404,2015-05-07,Aperam S.A.,CQS (UK) LLP,1.09,archive
NL0000360618,2015-05-07,SBM Offshore N.V.,Marshall Wace LLP,1.58,archive
NL0000303709,2015-05-06,AEGON Ltd.,Citadel Europe LLP,0.49,archive
LU0569974404,2015-05-06,Aperam S.A.,CQS (UK) LLP,1.2,archive
NL0000360618,2015-05-06,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.3,archive
NL0000360618,2015-05-06,SBM Offshore N.V.,"Discovery Capital Management, LLC",1.66,archive
NL0000360618,2015-05-06,SBM Offshore N.V.,Man Investments Limited,0.44,archive
LU0569974404,2015-05-05,Aperam S.A.,Adage Capital Management L.P.,4.01,archive
LU0569974404,2015-05-05,Aperam S.A.,BNP Paribas S.A.,0.44,archive
LU0569974404,2015-05-05,Aperam S.A.,CQS (UK) LLP,1.17,archive
NL0000360618,2015-05-05,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.22,archive
NL0000352565,2015-05-04,Fugro N.V.,Man Investments Limited,0.87,archive
NL0000360618,2015-05-04,SBM Offshore N.V.,Man Investments Limited,0.59,archive
LU0569974404,2015-04-30,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.59,archive
NL0000352565,2015-04-30,Fugro N.V.,Man Investments Limited,0.94,archive
NL0000360618,2015-04-30,SBM Offshore N.V.,Marshall Wace LLP,1.68,archive
LU0569974404,2015-04-29,Aperam S.A.,Adage Capital Management L.P.,3.84,archive
LU0569974404,2015-04-29,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.99,archive
NL0000387058,2015-04-29,TomTom N.V.,"BlackRock Institutional Trust Company, National Association",0.59,archive
LU0569974404,2015-04-29,Aperam S.A.,CQS (UK) LLP,1.33,archive
NL0000360618,2015-04-28,SBM Offshore N.V.,"AQR Capital Management, LLC",2.96,archive
LU0323134006,2015-04-28,ArcelorMittal S.A.,Marshall Wace LLP,0.58,archive
NL0000360618,2015-04-28,SBM Offshore N.V.,Marshall Wace LLP,1.77,archive
LU0569974404,2015-04-27,Aperam S.A.,Adage Capital Management L.P.,3.91,archive
NL0000360618,2015-04-27,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.13,archive
NL0000387058,2015-04-27,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.53,archive
NL0000352565,2015-04-24,Fugro N.V.,"AQR Capital Management, LLC",3.01,archive
NL0009432491,2015-04-24,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.6,archive
LU0323134006,2015-04-24,ArcelorMittal S.A.,Marshall Wace LLP,0.66,archive
NL0000289213,2015-04-24,Wereldhave N.V.,"WorldQuant, LLC",0.59,archive
NL0009432491,2015-04-23,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.59,archive
NL0000387058,2015-04-23,TomTom N.V.,"Discovery Capital Management, LLC",0.54,archive
NL0009269109,2015-04-23,Koninklijke Heijmans N.V.,JPMorgan Asset Management (UK) Ltd.,0.0,archive
NL0009432491,2015-04-22,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.6,archive
NL0000360618,2015-04-22,SBM Offshore N.V.,"AQR Capital Management, LLC",3.07,archive
LU0569974404,2015-04-22,Aperam S.A.,"Basso Capital Management, L.P",0.53,archive
LU0569974404,2015-04-22,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",1.0,archive
NL0000360618,2015-04-22,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",1.03,archive
NL0000387058,2015-04-22,TomTom N.V.,"Discovery Capital Management, LLC",0.61,archive
NL0000360618,2015-04-22,SBM Offshore N.V.,Man Investments Limited,0.62,archive
LU0323134006,2015-04-22,ArcelorMittal S.A.,Marshall Wace LLP,0.78,archive
NL0000387058,2015-04-21,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.43,archive
LU0323134006,2015-04-21,ArcelorMittal S.A.,Marshall Wace LLP,0.8,archive
NL0000387058,2015-04-20,TomTom N.V.,"BlackRock Institutional Trust Company, National Association",0.62,archive
NL0000360618,2015-04-20,SBM Offshore N.V.,Marshall Wace LLP,1.86,archive
NL0000852531,2015-04-20,Kendrion N.V.,Numeric Investors LLC,0.47,archive
LU0569974404,2015-04-20,Aperam S.A.,Susquehanna International Holdings LLC,0.38,archive
NL0000387058,2015-04-17,TomTom N.V.,"BlackRock Institutional Trust Company, National Association",0.57,archive
LU0569974404,2015-04-17,Aperam S.A.,BNP Paribas S.A.,0.54,archive
LU0569974404,2015-04-17,Aperam S.A.,CQS (UK) LLP,1.54,archive
NL0000360618,2015-04-17,SBM Offshore N.V.,Marshall Wace LLP,1.74,archive
NL0000387058,2015-04-17,TomTom N.V.,Marshall Wace LLP,0.4,archive
NL0000360618,2015-04-16,SBM Offshore N.V.,BlueCrest Capital Management Limited,0.57,archive
NL0000360618,2015-04-16,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",0.93,archive
LU0569974404,2015-04-16,Aperam S.A.,Marshall Wace LLP,0.48,archive
LU0323134006,2015-04-16,ArcelorMittal S.A.,Marshall Wace LLP,0.75,archive
NL0000360618,2015-04-16,SBM Offshore N.V.,Marshall Wace LLP,1.65,archive
NL0000387058,2015-04-16,TomTom N.V.,Marshall Wace LLP,0.52,archive
LU0569974404,2015-04-15,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.99,archive
NL0000387058,2015-04-15,TomTom N.V.,"BlueMountain Capital Management, LLC",0.41,archive
LU0569974404,2015-04-15,Aperam S.A.,BNP Paribas S.A.,0.72,archive
NL0000352565,2015-04-15,Fugro N.V.,Man Investments Limited,1.03,archive
LU0569974404,2015-04-15,Aperam S.A.,Marshall Wace LLP,0.53,archive
NL0000360618,2015-04-15,SBM Offshore N.V.,Marshall Wace LLP,1.54,archive
NL0000387058,2015-04-15,TomTom N.V.,Marshall Wace LLP,0.63,archive
NL0000360618,2015-04-14,SBM Offshore N.V.,"AQR Capital Management, LLC",3.15,archive
NL0000360618,2015-04-14,SBM Offshore N.V.,"Discovery Capital Management, LLC",1.49,archive
NL0000387058,2015-04-14,TomTom N.V.,Marshall Wace LLP,0.72,archive
LU0323134006,2015-04-14,ArcelorMittal S.A.,Millennium International Management LP,0.46,archive
LU0569974404,2015-04-13,Aperam S.A.,"Angelo, Gordon & Co. L.P.",0.54,archive
NL0000387058,2015-04-13,TomTom N.V.,"BlueMountain Capital Management, LLC",0.68,archive
LU0569974404,2015-04-13,Aperam S.A.,BNP Paribas S.A.,0.63,archive
NL0000352565,2015-04-13,Fugro N.V.,Man Investments Limited,0.92,archive
NL0000360618,2015-04-13,SBM Offshore N.V.,UBS Global Asset Management (UK) Ltd.,0.5,archive
NL0000360618,2015-04-13,SBM Offshore N.V.,"WorldQuant, LLC",0.47,archive
LU0569974404,2015-04-10,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",1.0,archive
NL0000387058,2015-04-10,TomTom N.V.,"BlueMountain Capital Management, LLC",0.9,archive
NL0000360618,2015-04-10,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",0.81,archive
NL0000387058,2015-04-10,TomTom N.V.,"Hound Partners, LLC",1.99,archive
NL0000352565,2015-04-10,Fugro N.V.,Man Investments Limited,0.87,archive
NL0000360618,2015-04-10,SBM Offshore N.V.,Man Investments Limited,0.56,archive
LU0323134006,2015-04-10,ArcelorMittal S.A.,Marshall Wace LLP,0.61,archive
LU0323134006,2015-04-10,ArcelorMittal S.A.,Millennium International Management LP,0.57,archive
NL0000352565,2015-04-10,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,2.67,archive
NL0000360618,2015-04-09,SBM Offshore N.V.,"AQR Capital Management, LLC",3.2,archive
LU0569974404,2015-04-09,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.67,archive
NL0000360618,2015-04-09,SBM Offshore N.V.,BlueCrest Capital Management Limited,0.69,archive
NL0000303709,2015-04-09,AEGON Ltd.,Citadel Europe LLP,0.5,archive
NL0010776944,2015-04-09,Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,0.44,archive
NL0000387058,2015-04-09,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.52,archive
LU0569974404,2015-04-09,Aperam S.A.,Marshall Wace LLP,0.68,archive
NL0000360618,2015-04-09,SBM Offshore N.V.,Marshall Wace LLP,1.32,archive
NL0000852531,2015-04-09,Kendrion N.V.,Numeric Investors LLC,0.51,archive
NL0000352565,2015-04-08,Fugro N.V.,"AQR Capital Management, LLC",2.91,archive
NL0000387058,2015-04-08,TomTom N.V.,"Hound Partners, LLC",1.71,archive
NL0000352565,2015-04-08,Fugro N.V.,Man Investments Limited,0.79,archive
NL0000360618,2015-04-08,SBM Offshore N.V.,Man Investments Limited,0.46,archive
LU0323134006,2015-04-08,ArcelorMittal S.A.,Marshall Wace LLP,0.52,archive
NL0000360618,2015-04-08,SBM Offshore N.V.,Marshall Wace LLP,1.24,archive
LU0569974404,2015-04-08,Aperam S.A.,Susquehanna International Holdings LLC,0.61,archive
NL0000289213,2015-04-08,Wereldhave N.V.,"WorldQuant, LLC",0.61,archive
LU0323134006,2015-04-07,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.95,archive
NL0000352565,2015-04-07,Fugro N.V.,"AQR Capital Management, LLC",2.85,archive
NL0000360618,2015-04-07,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.46,archive
NL0000360618,2015-04-07,SBM Offshore N.V.,BlueCrest Capital Management Limited,0.77,archive
LU0569974404,2015-04-07,Aperam S.A.,BNP Paribas S.A.,0.83,archive
NL0000352565,2015-04-07,Fugro N.V.,Man Investments Limited,0.9,archive
NL0000395903,2015-04-07,Wolters Kluwer N.V.,Marshall Wace LLP,0.47,archive
LU0569974404,2015-04-07,Aperam S.A.,Susquehanna International Holdings LLC,0.58,archive
NL0010776944,2015-04-02,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.81,archive
NL0000360618,2015-04-02,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",0.7,archive
NL0000352565,2015-04-02,Fugro N.V.,Man Investments Limited,0.8,archive
NL0000360618,2015-04-02,SBM Offshore N.V.,"WorldQuant, LLC",0.5,archive
LU0569974404,2015-04-01,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.98,archive
LU0569974404,2015-04-01,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.78,archive
NL0000352565,2015-04-01,Fugro N.V.,Man Investments Limited,0.72,archive
NL0000360618,2015-04-01,SBM Offshore N.V.,Marshall Wace LLP,1.05,archive
NL0000360618,2015-03-31,SBM Offshore N.V.,Kynikos Associates LP,0.59,archive
NL0000352565,2015-03-31,Fugro N.V.,Man Investments Limited,0.56,archive
NL0000360618,2015-03-31,SBM Offshore N.V.,Marshall Wace LLP,0.95,archive
LU0323134006,2015-03-31,ArcelorMittal S.A.,Millennium International Management LP,0.61,archive
