isin,position_holder,position_date,net_short_position,issuer_name,source
NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-04-22,0.77,Pharming Group N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-22,1.71,Signify N.V.,current
NL0000289213,Citadel Advisors LLC,2026-04-22,0.68,Wereldhave N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-04-22,1.55,Akzo Nobel N.V.,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-04-22,1.73,Fugro N.V.,current
NL0011821392,Marshall Wace LLP,2026-04-22,1.76,Signify N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-04-22,1.09,The Magnum Ice Cream Company N.V.,current
NL0012969182,"AQR Capital Management, LLC",2026-04-21,1.3,Adyen N.V.,current
NL0011821392,Canada Pension Plan Investment Board,2026-04-21,0.91,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-21,1.82,Signify N.V.,current
NL0000289213,Citadel Advisors LLC,2026-04-21,0.7,Wereldhave N.V.,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-04-21,1.56,Fugro N.V.,current
NL0011821392,"PDT Partners, LLC",2026-04-21,0.88,Signify N.V.,current
NL0006237562,White Creek Capital LLP,2026-04-21,0.61,ARCADIS N.V.,current
NL0012969182,"AQR Capital Management, LLC",2026-04-20,1.29,Adyen N.V.,current
NL0011821392,Canada Pension Plan Investment Board,2026-04-20,0.87,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-20,2.0,Signify N.V.,current
NL0011872650,"D. E. Shaw & Co., L.P.",2026-04-20,1.06,Basic-Fit N.V.,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-04-20,1.45,Fugro N.V.,current
NL0011872650,Linden Advisors LP,2026-04-20,0.7,Basic-Fit N.V.,current
NL0013267909,"O'Connor Alternative Investments, LLC",2026-04-20,1.16,Akzo Nobel N.V.,current
NL0006237562,White Creek Capital LLP,2026-04-20,0.57,ARCADIS N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-04-17,0.89,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-17,2.22,Signify N.V.,current
NL0000817179,Citadel Advisors LLC,2026-04-17,0.71,Sligro Food Group N.V.,current
NL0011872650,"D. E. Shaw & Co., L.P.",2026-04-17,1.12,Basic-Fit N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-04-17,1.41,Akzo Nobel N.V.,current
NL0011872650,Fosse Capital Partners LLP,2026-04-17,1.02,Basic-Fit N.V.,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-04-17,1.06,Fugro N.V.,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-04-17,0.91,IMCD N.V.,current
NL0013332471,JPMorgan Asset Management (UK) Ltd.,2026-04-17,1.22,TomTom N.V.,current
NL0011872650,Linden Advisors LP,2026-04-17,0.59,Basic-Fit N.V.,current
NL0009739416,Marshall Wace LLP,2026-04-17,0.81,PostNL N.V.,current
NL0011821392,"PDT Partners, LLC",2026-04-17,0.9,Signify N.V.,current
NL0011872650,Sculptor Capital Management Europe Limited,2026-04-17,0.6,Basic-Fit N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-04-17,1.47,InPost S.A.,current
NL0012969182,"AQR Capital Management, LLC",2026-04-16,1.3,Adyen N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-16,2.32,Signify N.V.,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-04-16,0.85,IMCD N.V.,current
NL0010391025,Lazard Asset Management LLC,2026-04-16,1.18,Pharming Group N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-04-15,1.23,DSM-Firmenich AG,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-04-15,0.76,IMCD N.V.,current
NL0010391025,Lazard Asset Management LLC,2026-04-15,1.2,Pharming Group N.V.,current
NL0011821392,Marshall Wace LLP,2026-04-15,1.82,Signify N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-04-15,1.15,The Magnum Ice Cream Company N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-04-14,0.97,IMCD N.V.,current
NL0011872650,Fosse Capital Partners LLP,2026-04-14,1.23,Basic-Fit N.V.,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-04-14,0.66,IMCD N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-04-14,1.22,The Magnum Ice Cream Company N.V.,current
NL0009739416,"PDT Partners, LLC",2026-04-14,0.5,PostNL N.V.,current
NL0012969182,"AQR Capital Management, LLC",2026-04-13,1.21,Adyen N.V.,current
NL0006237562,"AQR Capital Management, LLC",2026-04-13,1.01,ARCADIS N.V.,current
JE00BRX98089,"AQR Capital Management, LLC",2026-04-13,0.71,CVC Capital Partners plc,current
NL0000817179,Citadel Advisors LLC,2026-04-13,0.61,Sligro Food Group N.V.,current
NL0010801007,"PDT Partners, LLC",2026-04-13,0.89,IMCD N.V.,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-04-10,0.8,Wolters Kluwer N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-04-10,1.38,The Magnum Ice Cream Company N.V.,current
NL0010801007,"PDT Partners, LLC",2026-04-10,0.9,IMCD N.V.,current
NL0012969182,"AQR Capital Management, LLC",2026-04-09,1.13,Adyen N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-09,2.42,Signify N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-04-09,1.0,DSM-Firmenich AG,current
NL0012365084,Numeric Investors LLC,2026-04-09,0.71,NSI N.V.,current
NL0010801007,"PDT Partners, LLC",2026-04-09,0.89,IMCD N.V.,current
NL0000852564,"AQR Capital Management, LLC",2026-04-08,0.61,Aalberts N.V.,current
NL0011821392,"AQR Capital Management, LLC",2026-04-08,1.22,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-08,2.39,Signify N.V.,current
NL0015002MS2,Qube Research & Technologies Ltd.,2026-04-08,0.5,The Magnum Ice Cream Company N.V.,current
NL0010801007,"Two Sigma Investments, LP",2026-04-08,0.79,IMCD N.V.,current
NL0010801007,"BlackRock Advisors, LLC",2026-04-07,0.66,IMCD N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-04-07,1.0,IMCD N.V.,current
NL0010801007,Capital Fund Management S.A.,2026-04-07,0.76,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-07,2.41,Signify N.V.,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-04-07,0.69,ARCADIS N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-04-07,1.46,The Magnum Ice Cream Company N.V.,current
NL0012969182,"AQR Capital Management, LLC",2026-04-02,1.0,Adyen N.V.,current
JE00BRX98089,"AQR Capital Management, LLC",2026-04-02,0.61,CVC Capital Partners plc,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-04-02,0.99,IMCD N.V.,current
NL0000817179,Citadel Advisors LLC,2026-04-02,0.5,Sligro Food Group N.V.,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-04-02,0.7,ARCADIS N.V.,current
NL0011872650,Eleva Capital SAS,2026-04-02,0.62,Basic-Fit N.V.,current
NL0011821392,"AQR Capital Management, LLC",2026-04-01,1.1,Signify N.V.,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-04-01,1.21,IMCD N.V.,current
NL0011821392,Canada Pension Plan Investment Board,2026-04-01,0.74,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-04-01,2.36,Signify N.V.,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-04-01,0.69,ARCADIS N.V.,current
NL0011872650,Eleva Capital SAS,2026-04-01,0.5,Basic-Fit N.V.,current
NL0011821392,Marshall Wace LLP,2026-04-01,1.79,Signify N.V.,current
NL0010801007,Capital Fund Management S.A.,2026-03-31,0.62,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-03-31,2.4,Signify N.V.,current
NL0011821392,Eleva Capital SAS,2026-03-31,1.21,Signify N.V.,current
NL0012969182,"AQR Capital Management, LLC",2026-03-30,0.9,Adyen N.V.,current
NL0011821392,Eleva Capital SAS,2026-03-30,1.05,Signify N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-30,0.91,DSM-Firmenich AG,current
NL0011821392,Marshall Wace LLP,2026-03-30,1.87,Signify N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-03-30,1.59,The Magnum Ice Cream Company N.V.,current
NL0012365084,Numeric Investors LLC,2026-03-30,0.61,NSI N.V.,current
CY0200751713,"Two Sigma Investments, LP",2026-03-30,0.7,Theon International Plc,current
NL0006237562,"AQR Capital Management, LLC",2026-03-27,0.9,ARCADIS N.V.,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-03-27,1.12,IMCD N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-03-27,1.09,IMCD N.V.,current
NL0010801007,Capital Fund Management S.A.,2026-03-27,0.51,IMCD N.V.,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-03-27,0.7,ARCADIS N.V.,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-03-26,0.69,ARCADIS N.V.,current
NL0011821392,Marshall Wace LLP,2026-03-26,1.96,Signify N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-03-26,1.5,InPost S.A.,current
NL0012969182,"AQR Capital Management, LLC",2026-03-25,0.8,Adyen N.V.,current
JE00BRX98089,"AQR Capital Management, LLC",2026-03-25,0.5,CVC Capital Partners plc,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-25,0.82,DSM-Firmenich AG,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-03-24,0.56,IMCD N.V.,current
NL0010391025,Lazard Asset Management LLC,2026-03-24,1.14,Pharming Group N.V.,current
NL0011821392,Marshall Wace LLP,2026-03-24,2.0,Signify N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-03-24,1.6,The Magnum Ice Cream Company N.V.,current
NL0010801007,"PDT Partners, LLC",2026-03-24,0.9,IMCD N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-03-24,1.44,InPost S.A.,current
CY0200751713,"Two Sigma Investments, LP",2026-03-24,0.6,Theon International Plc,current
NL0012969182,"AQR Capital Management, LLC",2026-03-23,0.72,Adyen N.V.,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-03-23,1.01,IMCD N.V.,current
NL0011821392,"BlackRock Financial Management, Inc.",2026-03-23,0.6,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-03-23,2.3,Signify N.V.,current
NL0009739416,Marshall Wace LLP,2026-03-23,0.7,PostNL N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-03-23,1.36,InPost S.A.,current
NL0011821392,"BlackRock Financial Management, Inc.",2026-03-20,0.58,Signify N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-20,0.75,DSM-Firmenich AG,current
NL0015002MS2,Marshall Wace LLP,2026-03-20,1.52,The Magnum Ice Cream Company N.V.,current
NL0010801007,"Two Sigma Investments, LP",2026-03-20,0.81,IMCD N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-03-20,1.26,InPost S.A.,current
NL0006237562,"AQR Capital Management, LLC",2026-03-19,0.8,ARCADIS N.V.,current
JE00BRX98089,Marshall Wace LLP,2026-03-19,0.6,CVC Capital Partners plc,current
NL0015002MS2,Marshall Wace LLP,2026-03-19,1.43,The Magnum Ice Cream Company N.V.,current
NL0012969182,"AQR Capital Management, LLC",2026-03-18,0.6,Adyen N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-18,0.87,DSM-Firmenich AG,current
LU2290522684,"Two Sigma Investments, LP",2026-03-18,1.11,InPost S.A.,current
NL0015002MS2,Marshall Wace LLP,2026-03-16,1.3,The Magnum Ice Cream Company N.V.,current
NL0010801007,"PDT Partners, LLC",2026-03-16,0.8,IMCD N.V.,current
NL0012969182,"AQR Capital Management, LLC",2026-03-13,0.52,Adyen N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-13,0.98,DSM-Firmenich AG,current
JE00BRX98089,Marshall Wace LLP,2026-03-13,0.52,CVC Capital Partners plc,current
NL0011821392,Canada Pension Plan Investment Board,2026-03-12,0.65,Signify N.V.,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-03-12,0.64,IMCD N.V.,current
NL0011821392,Canada Pension Plan Investment Board,2026-03-11,0.57,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-03-11,2.24,Signify N.V.,current
NL0011821392,Marshall Wace LLP,2026-03-11,1.91,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-03-10,2.17,Signify N.V.,current
NL0010391025,Lazard Asset Management LLC,2026-03-10,0.96,Pharming Group N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-03-10,1.21,The Magnum Ice Cream Company N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-03-10,1.03,InPost S.A.,current
NL0011821392,Citadel Advisors LLC,2026-03-09,2.06,Signify N.V.,current
NL0010801007,"Two Sigma Investments, LP",2026-03-09,0.71,IMCD N.V.,current
NL0010801007,"BlackRock Advisors, LLC",2026-03-06,0.7,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-03-06,1.88,Signify N.V.,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2026-03-06,0.81,Fugro N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-03-05,1.1,IMCD N.V.,current
NL0000289213,Citadel Advisors LLC,2026-03-05,0.63,Wereldhave N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-03-05,1.11,The Magnum Ice Cream Company N.V.,current
NL0000852564,"AQR Capital Management, LLC",2026-03-04,0.52,Aalberts N.V.,current
NL0011821392,"AQR Capital Management, LLC",2026-03-04,1.03,Signify N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-03-04,1.06,IMCD N.V.,current
NL0011821392,Marshall Wace LLP,2026-03-04,1.87,Signify N.V.,current
NL0010801007,"PDT Partners, LLC",2026-03-04,0.71,IMCD N.V.,current
NL0011821392,"PDT Partners, LLC",2026-03-04,0.8,Signify N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-03-04,0.9,InPost S.A.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-03-03,1.03,DSM-Firmenich AG,current
NL0010391025,Lazard Asset Management LLC,2026-03-03,0.77,Pharming Group N.V.,current
NL0009739416,Marshall Wace LLP,2026-03-03,0.69,PostNL N.V.,current
NL0011821392,Marshall Wace LLP,2026-03-03,1.92,Signify N.V.,current
NL0012365084,Numeric Investors LLC,2026-03-03,0.52,NSI N.V.,current
NL0011821392,Citadel Advisors LLC,2026-03-02,1.7,Signify N.V.,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-03-02,0.7,Wolters Kluwer N.V.,current
CY0200751713,"Two Sigma Investments, LP",2026-03-02,0.59,Theon International Plc,current
NL0010801007,"BlackRock Advisors, LLC",2026-02-27,0.69,IMCD N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-27,1.18,IMCD N.V.,current
NL0011821392,Marshall Wace LLP,2026-02-27,1.88,Signify N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-02-27,0.81,InPost S.A.,current
NL0006237562,"AQR Capital Management, LLC",2026-02-26,0.71,ARCADIS N.V.,current
NL0011821392,Marshall Wace LLP,2026-02-26,1.9,Signify N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-02-26,1.01,The Magnum Ice Cream Company N.V.,current
NL0011821392,"PDT Partners, LLC",2026-02-26,0.78,Signify N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-25,1.12,DSM-Firmenich AG,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-24,1.29,IMCD N.V.,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-24,0.7,ARCADIS N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-24,1.31,Akzo Nobel N.V.,current
NL0011821392,Citadel Advisors LLC,2026-02-23,1.63,Signify N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-02-23,0.91,The Magnum Ice Cream Company N.V.,current
NL0011821392,"PDT Partners, LLC",2026-02-23,0.8,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-02-20,1.58,Signify N.V.,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-02-20,0.6,Wolters Kluwer N.V.,current
GB00BP6MXD84,"Elliott Investment Management, L.P",2026-02-20,0.7,Shell plc,current
NL0011821392,Marshall Wace LLP,2026-02-20,1.84,Signify N.V.,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-19,0.62,ARCADIS N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-02-19,0.7,InPost S.A.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-18,1.39,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-02-18,1.62,Signify N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-18,1.23,Akzo Nobel N.V.,current
NL0010801007,JPMorgan Asset Management (UK) Ltd.,2026-02-18,0.72,IMCD N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-02-18,0.81,The Magnum Ice Cream Company N.V.,current
NL0010801007,"PDT Partners, LLC",2026-02-18,0.63,IMCD N.V.,current
NL0000289213,Citadel Advisors LLC,2026-02-17,0.58,Wereldhave N.V.,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-02-17,0.59,Wolters Kluwer N.V.,current
NL0011821392,Eleva Capital SAS,2026-02-17,0.92,Signify N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-17,1.07,DSM-Firmenich AG,current
NL0000289213,Citadel Advisors LLC,2026-02-16,0.6,Wereldhave N.V.,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-02-16,0.6,Wolters Kluwer N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-16,1.12,DSM-Firmenich AG,current
NL0015002MS2,Marshall Wace LLP,2026-02-16,0.7,The Magnum Ice Cream Company N.V.,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-02-13,0.59,Wolters Kluwer N.V.,current
NL0009739416,Marshall Wace LLP,2026-02-13,0.79,PostNL N.V.,current
NL0011821392,Marshall Wace LLP,2026-02-13,1.71,Signify N.V.,current
NL0015002MS2,Marshall Wace LLP,2026-02-13,0.68,The Magnum Ice Cream Company N.V.,current
CY0200751713,"Two Sigma Investments, LP",2026-02-13,0.61,Theon International Plc,current
NL0010801007,"BlackRock Advisors, LLC",2026-02-12,0.73,IMCD N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-12,1.45,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-02-12,1.58,Signify N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-12,1.38,DSM-Firmenich AG,current
NL0015002MS2,Marshall Wace LLP,2026-02-12,0.5,The Magnum Ice Cream Company N.V.,current
NL0011821392,"PDT Partners, LLC",2026-02-12,0.78,Signify N.V.,current
LU2290522684,"Two Sigma Investments, LP",2026-02-12,0.6,InPost S.A.,current
NL0010801007,"BlackRock Advisors, LLC",2026-02-11,0.9,IMCD N.V.,current
NL0010801007,"Two Sigma Investments, LP",2026-02-11,0.6,IMCD N.V.,current
NL0000289213,Citadel Advisors LLC,2026-02-10,0.58,Wereldhave N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-10,1.1,Akzo Nobel N.V.,current
NL0011821392,Marshall Wace LLP,2026-02-10,1.64,Signify N.V.,current
NL0010801007,"PDT Partners, LLC",2026-02-06,0.5,IMCD N.V.,current
NL0006237562,"AQR Capital Management, LLC",2026-02-05,0.6,ARCADIS N.V.,current
NL0010801007,"BlackRock Advisors, LLC",2026-02-05,1.05,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-02-05,1.6,Signify N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-05,1.02,Akzo Nobel N.V.,current
NL0010801007,"BlackRock Financial Management, Inc.",2026-02-04,1.5,IMCD N.V.,current
NL0010801007,Caisse de dépôt et placement du Québec,2026-02-04,0.66,IMCD N.V.,current
NL0010391025,Lazard Asset Management LLC,2026-02-04,0.89,Pharming Group N.V.,current
NL0009739416,Marshall Wace LLP,2026-02-04,0.82,PostNL N.V.,current
NL0011821392,Marshall Wace LLP,2026-02-04,1.51,Signify N.V.,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-02-03,0.9,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-02-03,1.5,Signify N.V.,current
CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-03,1.41,DSM-Firmenich AG,current
NL0010391025,Lazard Asset Management LLC,2026-02-03,0.9,Pharming Group N.V.,current
NL0011821392,"AQR Capital Management, LLC",2026-02-02,0.91,Signify N.V.,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-02-02,0.66,Pharming Group N.V.,current
NL0011821392,Citadel Advisors LLC,2026-02-02,1.42,Signify N.V.,current
NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-02,0.5,ARCADIS N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-02-02,0.93,Akzo Nobel N.V.,current
NL0010391025,Lazard Asset Management LLC,2026-02-02,0.89,Pharming Group N.V.,current
NL0009739416,Marshall Wace LLP,2026-02-02,0.78,PostNL N.V.,current
NL0011821392,Marshall Wace LLP,2026-02-02,1.45,Signify N.V.,current
NL0011821392,"PDT Partners, LLC",2026-02-02,0.8,Signify N.V.,current
NL0011821392,Citadel Advisors LLC,2026-01-30,1.25,Signify N.V.,current
NL0011872650,"D. E. Shaw & Co., L.P.",2026-01-30,0.9,Basic-Fit N.V.,current
NL0011821392,Marshall Wace LLP,2026-01-30,1.39,Signify N.V.,current
NL0011821392,"PDT Partners, LLC",2026-01-30,0.76,Signify N.V.,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-29,0.72,Pharming Group N.V.,current
NL0011821392,Citadel Advisors LLC,2026-01-29,1.1,Signify N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-01-29,0.8,Akzo Nobel N.V.,current
NL0010801007,"BlackRock Advisors, LLC",2026-01-28,1.1,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-01-28,1.03,Signify N.V.,current
NL0000395903,"D. E. Shaw & Co., L.P.",2026-01-28,0.61,Wolters Kluwer N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-01-28,0.67,Akzo Nobel N.V.,current
NL0010801007,Caisse de dépôt et placement du Québec,2026-01-27,0.57,IMCD N.V.,current
NL0011821392,Citadel Advisors LLC,2026-01-27,0.9,Signify N.V.,current
NL0011821392,Eleva Capital SAS,2026-01-27,0.78,Signify N.V.,current
NL0013267909,Davidson Kempner Capital Management LP,2026-01-26,0.51,Akzo Nobel N.V.,current
NL0011821392,Marshall Wace LLP,2026-01-26,1.49,Signify N.V.,current
NL0006237562,"AQR Capital Management, LLC",2026-01-22,0.5,ARCADIS N.V.,current
NL0010391025,Lazard Asset Management LLC,2026-01-22,0.91,Pharming Group N.V.,current
NL0010801007,"BlackRock Advisors, LLC",2026-01-21,1.02,IMCD N.V.,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-21,0.87,Pharming Group N.V.,current
NL0009739416,Marshall Wace LLP,2026-01-21,0.89,PostNL N.V.,current
