net_short_position,isin,position_date,position_holder,issuer_name,source
0.52,NL0013332471,2026-03-10,Winton Capital Management Limited,TomTom N.V.,current
0.72,NL0010801007,2026-03-09,Acadian Asset Management LLC.,IMCD N.V.,current
1.21,NL0013267909,2026-03-09,AKO Capital LLP,Akzo Nobel N.V.,current
0.51,NL0012969182,2026-03-09,Capital Fund Management S.A.,Adyen N.V.,current
2.06,NL0011821392,2026-03-09,Citadel Advisors LLC,Signify N.V.,current
0.71,NL0010801007,2026-03-09,"Two Sigma Investments, LP",IMCD N.V.,current
0.7,NL0010801007,2026-03-06,"BlackRock Advisors, LLC",IMCD N.V.,current
1.88,NL0011821392,2026-03-06,Citadel Advisors LLC,Signify N.V.,current
0.81,NL00150003E1,2026-03-06,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,current
1.09,NL0006237562,2026-03-06,Squarepoint Ops LLC,ARCADIS N.V.,current
1.1,NL0010801007,2026-03-05,"BlackRock Financial Management, Inc.",IMCD N.V.,current
0.63,NL0000289213,2026-03-05,Citadel Advisors LLC,Wereldhave N.V.,current
0.5,NL0000379121,2026-03-05,Marshall Wace LLP,Randstad N.V.,current
1.11,NL0015002MS2,2026-03-05,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
0.6,JE00BRX98089,2026-03-05,Qube Research & Technologies Ltd.,CVC Capital Partners plc,current
0.64,CY0200751713,2026-03-05,Qube Research & Technologies Ltd.,Theon International Plc,current
0.61,NL0010801007,2026-03-04,Acadian Asset Management LLC.,IMCD N.V.,current
0.52,NL0000852564,2026-03-04,"AQR Capital Management, LLC",Aalberts N.V.,current
1.03,NL0011821392,2026-03-04,"AQR Capital Management, LLC",Signify N.V.,current
1.06,NL0010801007,2026-03-04,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.87,NL0011821392,2026-03-04,Marshall Wace LLP,Signify N.V.,current
0.71,NL0010801007,2026-03-04,"PDT Partners, LLC",IMCD N.V.,current
0.8,NL0011821392,2026-03-04,"PDT Partners, LLC",Signify N.V.,current
0.59,CY0200751713,2026-03-04,Qube Research & Technologies Ltd.,Theon International Plc,current
0.9,LU2290522684,2026-03-04,"Two Sigma Investments, LP",InPost S.A.,current
1.03,CH1216478797,2026-03-03,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
0.77,NL0010391025,2026-03-03,Lazard Asset Management LLC,Pharming Group N.V.,current
0.69,NL0009739416,2026-03-03,Marshall Wace LLP,PostNL N.V.,current
1.92,NL0011821392,2026-03-03,Marshall Wace LLP,Signify N.V.,current
0.52,NL0012365084,2026-03-03,Numeric Investors LLC,NSI N.V.,current
0.6,CY0200751713,2026-03-03,Qube Research & Technologies Ltd.,Theon International Plc,current
2.01,NL0012817175,2026-03-03,Voleon Capital Management LP,Alfen N.V.,current
1.7,NL0011821392,2026-03-02,Citadel Advisors LLC,Signify N.V.,current
0.7,NL0000395903,2026-03-02,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
0.59,CY0200751713,2026-03-02,"Two Sigma Investments, LP",Theon International Plc,current
1.95,NL0012817175,2026-03-02,Voleon Capital Management LP,Alfen N.V.,current
0.69,NL0010801007,2026-02-27,"BlackRock Advisors, LLC",IMCD N.V.,current
1.18,NL0010801007,2026-02-27,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.88,NL0011821392,2026-02-27,Marshall Wace LLP,Signify N.V.,current
0.81,LU2290522684,2026-02-27,"Two Sigma Investments, LP",InPost S.A.,current
0.71,NL0006237562,2026-02-26,"AQR Capital Management, LLC",ARCADIS N.V.,current
1.9,NL0011821392,2026-02-26,Marshall Wace LLP,Signify N.V.,current
1.01,NL0015002MS2,2026-02-26,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
0.78,NL0011821392,2026-02-26,"PDT Partners, LLC",Signify N.V.,current
1.14,NL0013267909,2026-02-25,AKO Capital LLP,Akzo Nobel N.V.,current
1.12,CH1216478797,2026-02-25,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
1.29,NL0010801007,2026-02-24,"BlackRock Financial Management, Inc.",IMCD N.V.,current
0.7,NL0006237562,2026-02-24,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,current
1.31,NL0013267909,2026-02-24,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
1.63,NL0011821392,2026-02-23,Citadel Advisors LLC,Signify N.V.,current
0.91,NL0015002MS2,2026-02-23,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
0.8,NL0011821392,2026-02-23,"PDT Partners, LLC",Signify N.V.,current
1.58,NL0011821392,2026-02-20,Citadel Advisors LLC,Signify N.V.,current
0.6,NL0000395903,2026-02-20,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
0.7,GB00BP6MXD84,2026-02-20,"Elliott Investment Management, L.P",Shell plc,current
1.84,NL0011821392,2026-02-20,Marshall Wace LLP,Signify N.V.,current
1.17,NL0006237562,2026-02-20,Squarepoint Ops LLC,ARCADIS N.V.,current
0.62,NL0006237562,2026-02-19,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,current
0.7,LU2290522684,2026-02-19,"Two Sigma Investments, LP",InPost S.A.,current
1.84,NL0012817175,2026-02-19,Voleon Capital Management LP,Alfen N.V.,current
1.39,NL0010801007,2026-02-18,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.62,NL0011821392,2026-02-18,Citadel Advisors LLC,Signify N.V.,current
1.23,NL0013267909,2026-02-18,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
0.72,NL0010801007,2026-02-18,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,current
0.81,NL0015002MS2,2026-02-18,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
0.63,NL0010801007,2026-02-18,"PDT Partners, LLC",IMCD N.V.,current
1.77,NL0012817175,2026-02-18,Voleon Capital Management LP,Alfen N.V.,current
3.25,NL0012817175,2026-02-18,"WorldQuant, LLC",Alfen N.V.,current
0.58,NL0000289213,2026-02-17,Citadel Advisors LLC,Wereldhave N.V.,current
0.59,NL0000395903,2026-02-17,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
0.92,NL0011821392,2026-02-17,Eleva Capital SAS,Signify N.V.,current
1.07,CH1216478797,2026-02-17,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
1.68,NL0012817175,2026-02-17,Voleon Capital Management LP,Alfen N.V.,current
3.11,NL0012817175,2026-02-17,"WorldQuant, LLC",Alfen N.V.,current
0.6,NL0000289213,2026-02-16,Citadel Advisors LLC,Wereldhave N.V.,current
0.6,NL0000395903,2026-02-16,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
1.12,CH1216478797,2026-02-16,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
0.7,NL0015002MS2,2026-02-16,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
0.59,NL0000395903,2026-02-13,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
0.79,NL0009739416,2026-02-13,Marshall Wace LLP,PostNL N.V.,current
1.71,NL0011821392,2026-02-13,Marshall Wace LLP,Signify N.V.,current
0.68,NL0015002MS2,2026-02-13,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
0.61,CY0200751713,2026-02-13,"Two Sigma Investments, LP",Theon International Plc,current
1.51,NL0012817175,2026-02-13,Voleon Capital Management LP,Alfen N.V.,current
3.01,NL0012817175,2026-02-13,"WorldQuant, LLC",Alfen N.V.,current
0.73,NL0010801007,2026-02-12,"BlackRock Advisors, LLC",IMCD N.V.,current
1.45,NL0010801007,2026-02-12,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.58,NL0011821392,2026-02-12,Citadel Advisors LLC,Signify N.V.,current
1.38,CH1216478797,2026-02-12,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
0.5,NL0015002MS2,2026-02-12,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
0.78,NL0011821392,2026-02-12,"PDT Partners, LLC",Signify N.V.,current
0.6,LU2290522684,2026-02-12,"Two Sigma Investments, LP",InPost S.A.,current
1.43,NL0012817175,2026-02-12,Voleon Capital Management LP,Alfen N.V.,current
2.9,NL0012817175,2026-02-12,"WorldQuant, LLC",Alfen N.V.,current
0.5,NL0010801007,2026-02-11,Acadian Asset Management LLC.,IMCD N.V.,current
1.08,NL0013267909,2026-02-11,AKO Capital LLP,Akzo Nobel N.V.,current
0.9,NL0010801007,2026-02-11,"BlackRock Advisors, LLC",IMCD N.V.,current
0.6,NL0010801007,2026-02-11,"Two Sigma Investments, LP",IMCD N.V.,current
1.39,NL0012817175,2026-02-11,Voleon Capital Management LP,Alfen N.V.,current
0.58,NL0000289213,2026-02-10,Citadel Advisors LLC,Wereldhave N.V.,current
0.79,NL0009739416,2026-02-10,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
1.1,NL0013267909,2026-02-10,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
1.64,NL0011821392,2026-02-10,Marshall Wace LLP,Signify N.V.,current
0.5,CY0200751713,2026-02-10,Qube Research & Technologies Ltd.,Theon International Plc,current
1.09,NL0006237562,2026-02-10,Squarepoint Ops LLC,ARCADIS N.V.,current
1.41,NL0012817175,2026-02-10,Voleon Capital Management LP,Alfen N.V.,current
0.6,NL0010391025,2026-02-06,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,current
1.59,NL0011872650,2026-02-06,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,current
0.5,NL0010801007,2026-02-06,"PDT Partners, LLC",IMCD N.V.,current
0.6,NL0006237562,2026-02-05,"AQR Capital Management, LLC",ARCADIS N.V.,current
1.05,NL0010801007,2026-02-05,"BlackRock Advisors, LLC",IMCD N.V.,current
1.6,NL0011821392,2026-02-05,Citadel Advisors LLC,Signify N.V.,current
1.02,NL0013267909,2026-02-05,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
1.5,NL0010801007,2026-02-04,"BlackRock Financial Management, Inc.",IMCD N.V.,current
0.66,NL0010801007,2026-02-04,Caisse de dépôt et placement du Québec,IMCD N.V.,current
0.59,NL0010391025,2026-02-04,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,current
0.89,NL0010391025,2026-02-04,Lazard Asset Management LLC,Pharming Group N.V.,current
0.82,NL0009739416,2026-02-04,Marshall Wace LLP,PostNL N.V.,current
1.51,NL0011821392,2026-02-04,Marshall Wace LLP,Signify N.V.,current
1.38,NL0012817175,2026-02-04,Voleon Capital Management LP,Alfen N.V.,current
1.12,NL0013267909,2026-02-03,AKO Capital LLP,Akzo Nobel N.V.,current
0.9,NL0010801007,2026-02-03,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,current
1.5,NL0011821392,2026-02-03,Citadel Advisors LLC,Signify N.V.,current
1.41,CH1216478797,2026-02-03,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
0.9,NL0010391025,2026-02-03,Lazard Asset Management LLC,Pharming Group N.V.,current
0.5,JE00BRX98089,2026-02-03,Qube Research & Technologies Ltd.,CVC Capital Partners plc,current
1.46,NL0012817175,2026-02-03,Voleon Capital Management LP,Alfen N.V.,current
0.91,NL0011821392,2026-02-02,"AQR Capital Management, LLC",Signify N.V.,current
0.66,NL0010391025,2026-02-02,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,current
1.42,NL0011821392,2026-02-02,Citadel Advisors LLC,Signify N.V.,current
0.5,NL0006237562,2026-02-02,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,current
0.93,NL0013267909,2026-02-02,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
0.89,NL0010391025,2026-02-02,Lazard Asset Management LLC,Pharming Group N.V.,current
0.78,NL0009739416,2026-02-02,Marshall Wace LLP,PostNL N.V.,current
1.45,NL0011821392,2026-02-02,Marshall Wace LLP,Signify N.V.,current
0.8,NL0011821392,2026-02-02,"PDT Partners, LLC",Signify N.V.,current
1.25,NL0011821392,2026-01-30,Citadel Advisors LLC,Signify N.V.,current
0.9,NL0011872650,2026-01-30,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,current
1.39,NL0011821392,2026-01-30,Marshall Wace LLP,Signify N.V.,current
0.76,NL0011821392,2026-01-30,"PDT Partners, LLC",Signify N.V.,current
1.19,NL0006237562,2026-01-30,Squarepoint Ops LLC,ARCADIS N.V.,current
0.72,NL0010391025,2026-01-29,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,current
1.1,NL0011821392,2026-01-29,Citadel Advisors LLC,Signify N.V.,current
0.8,NL0013267909,2026-01-29,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
1.68,NL0011872650,2026-01-29,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,current
1.1,NL0010801007,2026-01-28,"BlackRock Advisors, LLC",IMCD N.V.,current
1.03,NL0011821392,2026-01-28,Citadel Advisors LLC,Signify N.V.,current
0.61,NL0000395903,2026-01-28,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
0.67,NL0013267909,2026-01-28,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
1.07,NL0013267909,2026-01-27,AKO Capital LLP,Akzo Nobel N.V.,current
0.57,NL0010801007,2026-01-27,Caisse de dépôt et placement du Québec,IMCD N.V.,current
0.9,NL0011821392,2026-01-27,Citadel Advisors LLC,Signify N.V.,current
0.78,NL0011821392,2026-01-27,Eleva Capital SAS,Signify N.V.,current
1.72,NL0011872650,2026-01-27,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,current
0.51,NL0013267909,2026-01-26,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
1.49,NL0011821392,2026-01-26,Marshall Wace LLP,Signify N.V.,current
1.5,NL0012817175,2026-01-26,Voleon Capital Management LP,Alfen N.V.,current
2.72,NL0012817175,2026-01-26,"WorldQuant, LLC",Alfen N.V.,current
0.5,NL0006237562,2026-01-22,"AQR Capital Management, LLC",ARCADIS N.V.,current
0.89,NL0009739416,2026-01-22,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
0.91,NL0010391025,2026-01-22,Lazard Asset Management LLC,Pharming Group N.V.,current
1.49,NL0012817175,2026-01-22,Voleon Capital Management LP,Alfen N.V.,current
1.02,NL0010801007,2026-01-21,"BlackRock Advisors, LLC",IMCD N.V.,current
0.87,NL0010391025,2026-01-21,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,current
0.89,NL0009739416,2026-01-21,Marshall Wace LLP,PostNL N.V.,current
0.51,NL0010801007,2026-01-21,"Two Sigma Investments, LP",IMCD N.V.,current
2.61,NL0012817175,2026-01-21,"WorldQuant, LLC",Alfen N.V.,current
0.81,NL0011821392,2026-01-20,Citadel Advisors LLC,Signify N.V.,current
0.6,NL0000289213,2026-01-20,Citadel Advisors LLC,Wereldhave N.V.,current
0.9,NL0009739416,2026-01-20,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
0.77,NL0011821392,2026-01-19,Citadel Advisors LLC,Signify N.V.,current
1.55,NL0012817175,2026-01-19,Voleon Capital Management LP,Alfen N.V.,current
2.53,NL0012817175,2026-01-19,"WorldQuant, LLC",Alfen N.V.,current
1.4,NL0010801007,2026-01-16,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.38,CH1216478797,2026-01-16,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
0.9,NL0009739416,2026-01-16,Marshall Wace LLP,PostNL N.V.,current
0.51,NL0000395903,2026-01-15,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
1.59,NL0011821392,2026-01-14,Marshall Wace LLP,Signify N.V.,current
1.28,NL0006237562,2026-01-14,Squarepoint Ops LLC,ARCADIS N.V.,current
0.81,NL0009739416,2026-01-13,Marshall Wace LLP,PostNL N.V.,current
1.3,NL0006237562,2026-01-13,Squarepoint Ops LLC,ARCADIS N.V.,current
2.41,NL0012817175,2026-01-13,"WorldQuant, LLC",Alfen N.V.,current
0.89,NL0011872650,2026-01-12,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,current
1.42,NL0012817175,2026-01-12,Voleon Capital Management LP,Alfen N.V.,current
2.37,NL0012817175,2026-01-12,"WorldQuant, LLC",Alfen N.V.,current
0.91,NL0010391025,2026-01-09,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,current
0.6,NL0011821392,2026-01-09,Citadel Advisors LLC,Signify N.V.,current
0.88,NL0009739416,2026-01-09,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
0.6,GB00BP6MXD84,2026-01-09,"Elliott Investment Management, L.P",Shell plc,current
0.69,NL0011821392,2026-01-09,"PDT Partners, LLC",Signify N.V.,current
1.29,NL0006237562,2026-01-09,Squarepoint Ops LLC,ARCADIS N.V.,current
1.39,NL0010801007,2026-01-08,"BlackRock Financial Management, Inc.",IMCD N.V.,current
0.57,NL0011821392,2026-01-08,Citadel Advisors LLC,Signify N.V.,current
0.9,NL0009739416,2026-01-08,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
0.7,NL0011821392,2026-01-08,"PDT Partners, LLC",Signify N.V.,current
0.59,CY0200751713,2026-01-08,"Two Sigma Investments, LP",Theon International Plc,current
1.33,NL0012817175,2026-01-08,Voleon Capital Management LP,Alfen N.V.,current
2.23,NL0012817175,2026-01-08,"WorldQuant, LLC",Alfen N.V.,current
0.6,NL0011821392,2026-01-07,Citadel Advisors LLC,Signify N.V.,current
0.89,NL0009739416,2026-01-07,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
1.41,NL0010801007,2026-01-06,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.67,NL0011821392,2026-01-06,Marshall Wace LLP,Signify N.V.,current
0.6,CY0200751713,2026-01-06,"Two Sigma Investments, LP",Theon International Plc,current
1.39,NL0010801007,2026-01-05,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.4,CH1216478797,2026-01-05,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
0.59,CY0200751713,2026-01-05,"Two Sigma Investments, LP",Theon International Plc,current
1.22,NL0012817175,2026-01-05,Voleon Capital Management LP,Alfen N.V.,current
2.14,NL0012817175,2026-01-05,"WorldQuant, LLC",Alfen N.V.,current
0.78,NL0009739416,2026-01-02,Marshall Wace LLP,PostNL N.V.,current
1.78,NL0011821392,2026-01-02,Marshall Wace LLP,Signify N.V.,current
0.54,LU2290522684,2026-01-02,"Two Sigma Investments, LP",InPost S.A.,current
0.6,CY0200751713,2026-01-02,"Two Sigma Investments, LP",Theon International Plc,current
2.08,NL0012817175,2026-01-02,"WorldQuant, LLC",Alfen N.V.,current
0.5,NL0011821392,2025-12-30,Citadel Advisors LLC,Signify N.V.,current
1.18,NL0012817175,2025-12-30,Voleon Capital Management LP,Alfen N.V.,current
2.11,NL0012817175,2025-12-30,"WorldQuant, LLC",Alfen N.V.,current
1.02,NL0012817175,2025-12-24,Voleon Capital Management LP,Alfen N.V.,current
0.8,NL0010801007,2025-12-23,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,current
1.4,NL0010801007,2025-12-23,"BlackRock Financial Management, Inc.",IMCD N.V.,current
0.62,NL0013267909,2025-12-22,LMR Partners LLP,Akzo Nobel N.V.,current
1.88,NL0011821392,2025-12-22,Marshall Wace LLP,Signify N.V.,current
0.5,LU1598757687,2025-12-19,"AQR Capital Management, LLC",ArcelorMittal S.A.,current
0.99,NL0012817175,2025-12-19,Voleon Capital Management LP,Alfen N.V.,current
0.68,NL00150003E1,2025-12-18,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,current
1.88,NL0011872650,2025-12-17,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,current
0.7,NL0010801007,2025-12-16,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,current
2.0,NL0012817175,2025-12-16,"WorldQuant, LLC",Alfen N.V.,current
1.3,CH1216478797,2025-12-15,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
1.39,NL0010801007,2025-12-12,"BlackRock Financial Management, Inc.",IMCD N.V.,current
0.59,NL0000289213,2025-12-12,Citadel Advisors LLC,Wereldhave N.V.,current
0.99,NL0009739416,2025-12-12,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
1.3,NL0006237562,2025-12-12,Squarepoint Ops LLC,ARCADIS N.V.,current
1.29,NL0006237562,2025-12-11,Squarepoint Ops LLC,ARCADIS N.V.,current
1.93,NL0012817175,2025-12-11,"WorldQuant, LLC",Alfen N.V.,current
0.51,NL0013267909,2025-12-10,LMR Partners LLP,Akzo Nobel N.V.,current
1.4,NL0010801007,2025-12-09,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.3,NL0006237562,2025-12-09,Squarepoint Ops LLC,ARCADIS N.V.,current
1.8,NL0012817175,2025-12-08,"WorldQuant, LLC",Alfen N.V.,current
1.39,NL0010801007,2025-12-05,"BlackRock Financial Management, Inc.",IMCD N.V.,current
1.9,NL0011821392,2025-12-05,Marshall Wace LLP,Signify N.V.,current
0.81,NL0011821392,2025-12-04,"AQR Capital Management, LLC",Signify N.V.,current
1.89,NL0011821392,2025-12-04,Marshall Wace LLP,Signify N.V.,current
1.08,NL0012817175,2025-12-04,Voleon Capital Management LP,Alfen N.V.,current
1.4,NL0010801007,2025-12-03,"BlackRock Financial Management, Inc.",IMCD N.V.,current
0.83,NL0010391025,2025-12-03,Lazard Asset Management LLC,Pharming Group N.V.,current
1.74,NL0012817175,2025-12-02,"WorldQuant, LLC",Alfen N.V.,current
0.99,NL0011872650,2025-12-01,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,current
1.19,NL0012817175,2025-12-01,Voleon Capital Management LP,Alfen N.V.,current
1.69,NL0012817175,2025-12-01,"WorldQuant, LLC",Alfen N.V.,current
0.9,NL0010801007,2025-11-28,"BlackRock Advisors, LLC",IMCD N.V.,current
0.6,NL0000289213,2025-11-28,Citadel Advisors LLC,Wereldhave N.V.,current
1.2,CH1216478797,2025-11-28,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
1.78,NL0012817175,2025-11-28,"WorldQuant, LLC",Alfen N.V.,current
1.71,NL0011821392,2025-11-27,Marshall Wace LLP,Signify N.V.,current
1.27,NL0012817175,2025-11-27,Voleon Capital Management LP,Alfen N.V.,current
1.84,NL0012817175,2025-11-27,"WorldQuant, LLC",Alfen N.V.,current
0.89,NL0010801007,2025-11-25,"BlackRock Advisors, LLC",IMCD N.V.,current
1.2,NL0006237562,2025-11-25,Squarepoint Ops LLC,ARCADIS N.V.,current
1.36,NL0012817175,2025-11-25,Voleon Capital Management LP,Alfen N.V.,current
1.93,NL0012817175,2025-11-25,"WorldQuant, LLC",Alfen N.V.,current
1.0,NL0011872650,2025-11-24,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,current
1.62,NL0011821392,2025-11-24,Marshall Wace LLP,Signify N.V.,current
1.41,NL0012817175,2025-11-24,Voleon Capital Management LP,Alfen N.V.,current
0.61,NL0011821392,2025-11-21,Eleva Capital SAS,Signify N.V.,current
0.59,GB00BP6MXD84,2025-11-21,"Elliott Investment Management, L.P",Shell plc,current
0.89,NL0009739416,2025-11-21,Marshall Wace LLP,PostNL N.V.,current
1.51,NL0012817175,2025-11-21,Voleon Capital Management LP,Alfen N.V.,current
