net_short_position,issuer_name,position_holder,position_date,isin,source
0.81,AMG Critical Materials N.V.,Millennium International Management LP,2018-08-03,NL0000888691,archive
1.09,Wereldhave N.V.,Millennium International Management LP,2018-08-03,NL0000289213,archive
0.49,ASM International N.V.,Renaissance Technologies LLC,2018-08-03,NL0000334118,archive
0.5,AMG Critical Materials N.V.,TT International,2018-08-03,NL0000888691,archive
0.51,AEGON Ltd.,Viking Global Investors LP,2018-08-03,NL0000303709,archive
0.49,ASM International N.V.,"WorldQuant, LLC",2018-08-03,NL0000334118,archive
0.89,Wereldhave N.V.,"WorldQuant, LLC",2018-08-03,NL0000289213,archive
1.26,Fugro N.V.,AHL Partners LLP,2018-08-02,NL0000352565,archive
2.42,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-08-02,NL0000360618,archive
0.8,Aperam S.A.,"Arrowstreet Capital, Limited Partnership",2018-08-02,LU0569974404,archive
0.6,AEGON Ltd.,B&G Master Fund Plc,2018-08-02,NL0000303709,archive
0.7,Wereldhave N.V.,GSA Capital Partners LLP,2018-08-02,NL0000289213,archive
1.39,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2018-08-02,NL0000337319,archive
0.8,Pharming Group N.V.,Marshall Wace LLP,2018-08-02,NL0010391025,archive
0.55,AMG Critical Materials N.V.,Millennium Capital Partners LLP,2018-08-02,NL0000888691,archive
0.91,AMG Critical Materials N.V.,Millennium International Management LP,2018-08-02,NL0000888691,archive
0.54,ASM International N.V.,Renaissance Technologies LLC,2018-08-02,NL0000334118,archive
1.26,Fugro N.V.,"WorldQuant, LLC",2018-08-02,NL0000352565,archive
0.78,PostNL N.V.,"WorldQuant, LLC",2018-08-02,NL0009739416,archive
0.8,AMG Critical Materials N.V.,AHL Partners LLP,2018-08-01,NL0000888691,archive
1.18,Fugro N.V.,AHL Partners LLP,2018-08-01,NL0000352565,archive
1.38,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,2018-08-01,NL0006237562,archive
0.81,ARCADIS N.V.,GSA Capital Partners LLP,2018-08-01,NL0006237562,archive
0.9,ARCADIS N.V.,Marshall Wace Asia Limited,2018-08-01,NL0006237562,archive
1.31,Fugro N.V.,Marshall Wace LLP,2018-08-01,NL0000352565,archive
1.34,PostNL N.V.,Marshall Wace LLP,2018-08-01,NL0009739416,archive
1.42,ARCADIS N.V.,Sculptor Capital Management Europe Limited,2018-08-01,NL0006237562,archive
1.3,Fugro N.V.,Sculptor Capital Management Europe Limited,2018-08-01,NL0000352565,archive
1.3,Fugro N.V.,"WorldQuant, LLC",2018-08-01,NL0000352565,archive
1.85,Pharming Group N.V.,"WorldQuant, LLC",2018-08-01,NL0010391025,archive
0.49,Wereldhave N.V.,"Clinton Group, Inc",2018-07-31,NL0000289213,archive
1.47,Fugro N.V.,Marshall Wace LLP,2018-07-31,NL0000352565,archive
0.73,Pharming Group N.V.,Marshall Wace LLP,2018-07-31,NL0010391025,archive
0.92,TomTom N.V.,Marshall Wace LLP,2018-07-31,NL0000387058,archive
1.27,Fugro N.V.,"WorldQuant, LLC",2018-07-31,NL0000352565,archive
1.78,Pharming Group N.V.,"WorldQuant, LLC",2018-07-31,NL0010391025,archive
0.72,PostNL N.V.,AHL Partners LLP,2018-07-30,NL0009739416,archive
1.3,Koninklijke KPN N.V.,"AQR Capital Management, LLC",2018-07-30,NL0000009082,archive
0.82,Flow Traders Ltd.,Capital Fund Management S.A.,2018-07-30,NL0011279492,archive
0.78,Wereldhave N.V.,Citadel Advisors II LLC,2018-07-30,NL0000289213,archive
0.6,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2018-07-30,NL0000289213,archive
0.52,Pharming Group N.V.,Marshall Wace LLP,2018-07-30,NL0010391025,archive
0.99,Fugro N.V.,Oxford Asset Management,2018-07-30,NL0000352565,archive
0.5,Fugro N.V.,RAM Active Investments SA,2018-07-30,NL0000352565,archive
0.56,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2018-07-30,NL0012866412,archive
0.47,Galapagos NV,"WorldQuant, LLC",2018-07-30,BE0003818359,archive
1.59,Pharming Group N.V.,"WorldQuant, LLC",2018-07-30,NL0010391025,archive
0.98,Wereldhave N.V.,"WorldQuant, LLC",2018-07-30,NL0000289213,archive
1.03,Fugro N.V.,AHL Partners LLP,2018-07-27,NL0000352565,archive
0.86,Signify N.V.,BlackRock Investment Management (UK) Limited,2018-07-27,NL0011821392,archive
1.97,Fugro N.V.,Capital Fund Management S.A.,2018-07-27,NL0000352565,archive
1.09,PostNL N.V.,Capital Fund Management S.A.,2018-07-27,NL0009739416,archive
0.89,Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2018-07-27,NL0000337319,archive
0.51,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-07-27,NL0000289213,archive
1.28,Fugro N.V.,HBK Investments LP,2018-07-27,NL0000352565,archive
0.55,Signify N.V.,Lansdowne Partners (UK) LLP,2018-07-27,NL0011821392,archive
1.56,Fugro N.V.,Marshall Wace LLP,2018-07-27,NL0000352565,archive
1.02,AMG Critical Materials N.V.,Millennium International Management LP,2018-07-27,NL0000888691,archive
0.72,Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2018-07-27,NL0011279492,archive
4.18,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-07-27,NL0012866412,archive
1.38,Fugro N.V.,"WorldQuant, LLC",2018-07-27,NL0000352565,archive
0.71,AMG Critical Materials N.V.,AHL Partners LLP,2018-07-26,NL0000888691,archive
0.62,Wereldhave N.V.,"BlackRock Institutional Trust Company, National Association",2018-07-26,NL0000289213,archive
2.0,Fugro N.V.,Capital Fund Management S.A.,2018-07-26,NL0000352565,archive
0.5,Wereldhave N.V.,"Clinton Group, Inc",2018-07-26,NL0000289213,archive
0.82,Pharming Group N.V.,"Great Point Partners, LLC",2018-07-26,NL0010391025,archive
1.6,Fugro N.V.,Jupiter Investment Management Limited,2018-07-26,NL0000352565,archive
2.52,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-07-26,NL0006237562,archive
1.62,Fugro N.V.,Marshall Wace LLP,2018-07-26,NL0000352565,archive
0.52,Galapagos NV,Marshall Wace LLP,2018-07-26,BE0003818359,archive
2.58,Wereldhave N.V.,Marshall Wace LLP,2018-07-26,NL0000289213,archive
4.02,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-07-26,NL0012866412,archive
1.3,ARCADIS N.V.,Sculptor Capital Management Europe Limited,2018-07-26,NL0006237562,archive
0.51,ARCADIS N.V.,TT International,2018-07-26,NL0006237562,archive
2.01,Signify N.V.,Tybourne Capital Management (HK) Limited,2018-07-26,NL0011821392,archive
0.54,ASM International N.V.,"WorldQuant, LLC",2018-07-26,NL0000334118,archive
1.36,Pharming Group N.V.,"WorldQuant, LLC",2018-07-26,NL0010391025,archive
0.88,PostNL N.V.,"WorldQuant, LLC",2018-07-26,NL0009739416,archive
2.3,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-07-25,NL0000360618,archive
0.49,Wereldhave N.V.,"Clinton Group, Inc",2018-07-25,NL0000289213,archive
0.41,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-07-25,NL0000289213,archive
0.72,ARCADIS N.V.,GSA Capital Partners LLP,2018-07-25,NL0006237562,archive
0.67,Wereldhave N.V.,GSA Capital Partners LLP,2018-07-25,NL0000289213,archive
0.97,AMG Critical Materials N.V.,Millennium International Management LP,2018-07-25,NL0000888691,archive
3.68,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-07-25,NL0012866412,archive
1.01,Fugro N.V.,Systematica Investments Limited,2018-07-25,NL0000352565,archive
1.53,Pharming Group N.V.,"WorldQuant, LLC",2018-07-25,NL0010391025,archive
1.01,Wereldhave N.V.,"WorldQuant, LLC",2018-07-25,NL0000289213,archive
0.79,Signify N.V.,BlackRock Investment Management (UK) Limited,2018-07-24,NL0011821392,archive
0.69,Fugro N.V.,BlueCrest Capital Management Limited,2018-07-24,NL0000352565,archive
0.79,OCI N.V.,Capital Fund Management S.A.,2018-07-24,NL0010558797,archive
0.5,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-07-24,NL0000289213,archive
0.62,Pharming Group N.V.,"Great Point Partners, LLC",2018-07-24,NL0010391025,archive
0.68,ARCADIS N.V.,GSA Capital Partners LLP,2018-07-24,NL0006237562,archive
0.73,Wereldhave N.V.,GSA Capital Partners LLP,2018-07-24,NL0000289213,archive
2.8,ARCADIS N.V.,Marshall Wace LLP,2018-07-24,NL0006237562,archive
1.51,Fugro N.V.,Marshall Wace LLP,2018-07-24,NL0000352565,archive
0.8,TomTom N.V.,Marshall Wace LLP,2018-07-24,NL0000387058,archive
2.6,Wereldhave N.V.,Marshall Wace LLP,2018-07-24,NL0000289213,archive
1.91,Signify N.V.,Tybourne Capital Management (HK) Limited,2018-07-24,NL0011821392,archive
0.62,AMG Critical Materials N.V.,AHL Partners LLP,2018-07-23,NL0000888691,archive
0.7,Aperam S.A.,"Arrowstreet Capital, Limited Partnership",2018-07-23,LU0569974404,archive
0.58,AEGON Ltd.,B&G Master Fund Plc,2018-07-23,NL0000303709,archive
0.54,Pharming Group N.V.,"Great Point Partners, LLC",2018-07-23,NL0010391025,archive
0.82,Wereldhave N.V.,GSA Capital Partners LLP,2018-07-23,NL0000289213,archive
1.41,PostNL N.V.,Marshall Wace LLP,2018-07-23,NL0009739416,archive
0.73,TomTom N.V.,Marshall Wace LLP,2018-07-23,NL0000387058,archive
1.41,Pharming Group N.V.,"WorldQuant, LLC",2018-07-23,NL0010391025,archive
0.61,PostNL N.V.,AHL Partners LLP,2018-07-20,NL0009739416,archive
2.39,Galapagos NV,"AQR Capital Management, LLC",2018-07-20,BE0003818359,archive
0.95,Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2018-07-20,NL0000337319,archive
0.66,Koninklijke BAM Groep N.V.,JPMorgan Asset Management (UK) Ltd.,2018-07-20,NL0000337319,archive
2.71,ARCADIS N.V.,Marshall Wace LLP,2018-07-20,NL0006237562,archive
1.4,Fugro N.V.,Marshall Wace LLP,2018-07-20,NL0000352565,archive
0.64,TomTom N.V.,Marshall Wace LLP,2018-07-20,NL0000387058,archive
2.59,Wereldhave N.V.,Marshall Wace LLP,2018-07-20,NL0000289213,archive
0.98,Fugro N.V.,AHL Partners LLP,2018-07-19,NL0000352565,archive
0.71,Flow Traders Ltd.,Capital Fund Management S.A.,2018-07-19,NL0011279492,archive
0.49,Signify N.V.,Lansdowne Partners (UK) LLP,2018-07-19,NL0011821392,archive
2.62,ARCADIS N.V.,Marshall Wace LLP,2018-07-19,NL0006237562,archive
0.37,Galapagos NV,Marshall Wace LLP,2018-07-19,BE0003818359,archive
0.56,TomTom N.V.,Marshall Wace LLP,2018-07-19,NL0000387058,archive
3.32,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-07-19,NL0012866412,archive
1.33,Pharming Group N.V.,"WorldQuant, LLC",2018-07-19,NL0010391025,archive
0.9,Wereldhave N.V.,"WorldQuant, LLC",2018-07-19,NL0000289213,archive
0.51,AMG Critical Materials N.V.,AHL Partners LLP,2018-07-18,NL0000888691,archive
1.0,Fugro N.V.,AHL Partners LLP,2018-07-18,NL0000352565,archive
0.59,Koninklijke BAM Groep N.V.,AHL Partners LLP,2018-07-18,NL0000337319,archive
2.21,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-07-18,NL0000360618,archive
0.68,AEGON Ltd.,B&G Master Fund Plc,2018-07-18,NL0000303709,archive
0.93,RHI Magnesita N.V.,"Goldman Sachs Group Inc., The",2018-07-18,NL0012650360,archive
1.3,Fugro N.V.,Marshall Wace LLP,2018-07-18,NL0000352565,archive
1.34,PostNL N.V.,Marshall Wace LLP,2018-07-18,NL0009739416,archive
0.67,TomTom N.V.,Marshall Wace LLP,2018-07-18,NL0000387058,archive
2.68,Wereldhave N.V.,Marshall Wace LLP,2018-07-18,NL0000289213,archive
1.09,Fugro N.V.,Oxford Asset Management,2018-07-18,NL0000352565,archive
3.21,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-07-18,NL0012866412,archive
1.41,Fugro N.V.,"WorldQuant, LLC",2018-07-18,NL0000352565,archive
0.49,Galapagos NV,AHL Partners LLP,2018-07-17,BE0003818359,archive
1.22,ARCADIS N.V.,AKO Capital LLP,2018-07-17,NL0006237562,archive
0.7,Wereldhave N.V.,GSA Capital Partners LLP,2018-07-17,NL0000289213,archive
0.8,ARCADIS N.V.,Marshall Wace Asia Limited,2018-07-17,NL0006237562,archive
0.5,Galapagos NV,Marshall Wace LLP,2018-07-17,BE0003818359,archive
2.7,Wereldhave N.V.,Marshall Wace LLP,2018-07-17,NL0000289213,archive
0.49,Koninklijke BAM Groep N.V.,Oxford Asset Management,2018-07-17,NL0000337319,archive
0.7,PostNL N.V.,Systematica Investments Limited,2018-07-17,NL0009739416,archive
0.49,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-07-17,NL0000337319,archive
1.24,Pharming Group N.V.,"WorldQuant, LLC",2018-07-17,NL0010391025,archive
0.53,PostNL N.V.,AHL Partners LLP,2018-07-16,NL0009739416,archive
0.89,Wereldhave N.V.,Capital Fund Management S.A.,2018-07-16,NL0000289213,archive
0.89,Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2018-07-16,NL0000337319,archive
1.31,Fugro N.V.,HBK Investments LP,2018-07-16,NL0000352565,archive
1.41,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2018-07-16,NL0000352565,archive
0.56,Signify N.V.,Lansdowne Partners (UK) LLP,2018-07-16,NL0011821392,archive
0.9,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,2018-07-16,NL0011794037,archive
1.26,PostNL N.V.,Marshall Wace LLP,2018-07-16,NL0009739416,archive
0.49,AEGON Ltd.,Viking Global Investors LP,2018-07-16,NL0000303709,archive
0.59,Galapagos NV,"WorldQuant, LLC",2018-07-16,BE0003818359,archive
1.15,Pharming Group N.V.,"WorldQuant, LLC",2018-07-16,NL0010391025,archive
0.99,Fugro N.V.,AHL Partners LLP,2018-07-13,NL0000352565,archive
1.27,Fugro N.V.,HBK Investments LP,2018-07-13,NL0000352565,archive
1.29,Fugro N.V.,Marshall Wace LLP,2018-07-13,NL0000352565,archive
0.85,Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2018-07-13,NL0011279492,archive
0.59,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-07-13,NL0000337319,archive
1.04,Pharming Group N.V.,"WorldQuant, LLC",2018-07-13,NL0010391025,archive
2.09,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",2018-07-12,NL0009432491,archive
0.67,BE Semiconductor Industries N.V.,CQS (UK) LLP,2018-07-12,NL0012866412,archive
1.3,Fugro N.V.,HBK Investments LP,2018-07-12,NL0000352565,archive
1.51,Fugro N.V.,Jupiter Investment Management Limited,2018-07-12,NL0000352565,archive
2.43,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-07-12,NL0006237562,archive
2.52,ARCADIS N.V.,Marshall Wace LLP,2018-07-12,NL0006237562,archive
0.94,Pharming Group N.V.,"WorldQuant, LLC",2018-07-12,NL0010391025,archive
0.81,Wereldhave N.V.,"WorldQuant, LLC",2018-07-12,NL0000289213,archive
0.6,Koninklijke BAM Groep N.V.,AHL Partners LLP,2018-07-11,NL0000337319,archive
2.18,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-07-11,NL0000360618,archive
0.6,Aperam S.A.,"Arrowstreet Capital, Limited Partnership",2018-07-11,LU0569974404,archive
0.61,Flow Traders Ltd.,Capital Fund Management S.A.,2018-07-11,NL0011279492,archive
1.1,PostNL N.V.,Capital Fund Management S.A.,2018-07-11,NL0009739416,archive
1.2,PostNL N.V.,Jupiter Investment Management Limited,2018-07-11,NL0009739416,archive
1.13,PostNL N.V.,Marshall Wace LLP,2018-07-11,NL0009739416,archive
1.11,Wereldhave N.V.,Millennium International Management LP,2018-07-11,NL0000289213,archive
0.46,BE Semiconductor Industries N.V.,"PDT Partners, LLC",2018-07-11,NL0012866412,archive
0.88,Pharming Group N.V.,"WorldQuant, LLC",2018-07-11,NL0010391025,archive
1.19,ARCADIS N.V.,AKO Capital LLP,2018-07-10,NL0006237562,archive
2.22,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-07-10,NL0000360618,archive
1.41,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,2018-07-10,NL0006237562,archive
1.29,Fugro N.V.,HBK Investments LP,2018-07-10,NL0000352565,archive
0.75,ARCADIS N.V.,Marshall Wace Asia Limited,2018-07-10,NL0006237562,archive
2.41,ARCADIS N.V.,Marshall Wace LLP,2018-07-10,NL0006237562,archive
0.76,TomTom N.V.,Marshall Wace LLP,2018-07-10,NL0000387058,archive
1.09,Wereldhave N.V.,Millennium International Management LP,2018-07-10,NL0000289213,archive
1.18,Fugro N.V.,Oxford Asset Management,2018-07-10,NL0000352565,archive
0.49,Galapagos NV,Oxford Asset Management,2018-07-10,BE0003818359,archive
1.35,Fugro N.V.,"WorldQuant, LLC",2018-07-10,NL0000352565,archive
0.68,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-07-10,NL0000337319,archive
0.76,Pharming Group N.V.,"WorldQuant, LLC",2018-07-10,NL0010391025,archive
0.99,PostNL N.V.,"WorldQuant, LLC",2018-07-10,NL0009739416,archive
0.7,BE Semiconductor Industries N.V.,CQS (UK) LLP,2018-07-09,NL0012866412,archive
0.69,Wereldhave N.V.,GSA Capital Partners LLP,2018-07-09,NL0000289213,archive
2.1,ARCADIS N.V.,Marshall Wace LLP,2018-07-09,NL0006237562,archive
1.04,PostNL N.V.,Marshall Wace LLP,2018-07-09,NL0009739416,archive
0.99,Fugro N.V.,Systematica Investments Limited,2018-07-09,NL0000352565,archive
0.52,AEGON Ltd.,Viking Global Investors LP,2018-07-09,NL0000303709,archive
1.27,Fugro N.V.,"WorldQuant, LLC",2018-07-09,NL0000352565,archive
1.01,PostNL N.V.,"WorldQuant, LLC",2018-07-09,NL0009739416,archive
2.19,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-07-06,NL0000360618,archive
0.73,Fugro N.V.,BlueCrest Capital Management Limited,2018-07-06,NL0000352565,archive
0.45,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-07-06,NL0000289213,archive
0.7,Wereldhave N.V.,GSA Capital Partners LLP,2018-07-06,NL0000289213,archive
0.49,Eurocommercial Properties N.V.,Marshall Wace LLP,2018-07-06,NL0000288876,archive
1.36,Fugro N.V.,Marshall Wace LLP,2018-07-06,NL0000352565,archive
1.24,Fugro N.V.,Oxford Asset Management,2018-07-06,NL0000352565,archive
1.26,Fugro N.V.,Sculptor Capital Management Europe Limited,2018-07-06,NL0000352565,archive
1.0,Fugro N.V.,Systematica Investments Limited,2018-07-06,NL0000352565,archive
0.78,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-07-06,NL0000337319,archive
0.99,PostNL N.V.,"WorldQuant, LLC",2018-07-06,NL0009739416,archive
0.47,Signify N.V.,"WorldQuant, LLC",2018-07-06,NL0011821392,archive
0.52,Koninklijke BAM Groep N.V.,AHL Partners LLP,2018-07-05,NL0000337319,archive
2.33,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-07-05,NL0006237562,archive
0.62,Signify N.V.,Lansdowne Partners (UK) LLP,2018-07-05,NL0011821392,archive
0.87,TomTom N.V.,Marshall Wace LLP,2018-07-05,NL0000387058,archive
1.01,AMG Critical Materials N.V.,Millennium International Management LP,2018-07-05,NL0000888691,archive
0.44,Pharming Group N.V.,Oxford Asset Management,2018-07-05,NL0010391025,archive
1.01,PostNL N.V.,"WorldQuant, LLC",2018-07-05,NL0009739416,archive
0.78,Wereldhave N.V.,"WorldQuant, LLC",2018-07-05,NL0000289213,archive
0.97,Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2018-07-04,NL0000337319,archive
2.29,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-07-04,NL0006237562,archive
1.01,Fugro N.V.,Marshall Wace LLP,2018-07-04,NL0000352565,archive
1.42,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2018-07-04,NL0000337319,archive
0.92,PostNL N.V.,Marshall Wace LLP,2018-07-04,NL0009739416,archive
0.5,Galapagos NV,Oxford Asset Management,2018-07-04,BE0003818359,archive
0.88,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-07-04,NL0000337319,archive
0.5,Signify N.V.,"WorldQuant, LLC",2018-07-04,NL0011821392,archive
0.8,Wereldhave N.V.,"WorldQuant, LLC",2018-07-04,NL0000289213,archive
1.07,Fugro N.V.,AHL Partners LLP,2018-07-03,NL0000352565,archive
0.48,TomTom N.V.,"Arrowstreet Capital, Limited Partnership",2018-07-03,NL0000387058,archive
0.6,NN Group N.V.,B&G Master Fund Plc,2018-07-03,NL0010773842,archive
0.52,Wereldhave N.V.,"BlackRock Institutional Trust Company, National Association",2018-07-03,NL0000289213,archive
0.8,Signify N.V.,BlackRock Investment Management (UK) Limited,2018-07-03,NL0011821392,archive
0.59,Flow Traders Ltd.,Capital Fund Management S.A.,2018-07-03,NL0011279492,archive
0.5,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2018-07-03,NL0000289213,archive
0.65,BE Semiconductor Industries N.V.,CQS (UK) LLP,2018-07-03,NL0012866412,archive
0.74,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2018-07-03,NL0012866412,archive
2.01,ARCADIS N.V.,Marshall Wace LLP,2018-07-03,NL0006237562,archive
0.52,BE Semiconductor Industries N.V.,"PDT Partners, LLC",2018-07-03,NL0012866412,archive
0.78,Wereldhave N.V.,"WorldQuant, LLC",2018-07-03,NL0000289213,archive
0.27,Signify N.V.,Aravt Global,2018-07-02,NL0011821392,archive
1.92,Fugro N.V.,Capital Fund Management S.A.,2018-07-02,NL0000352565,archive
0.8,OCI N.V.,Capital Fund Management S.A.,2018-07-02,NL0010558797,archive
0.96,Wereldhave N.V.,Capital Fund Management S.A.,2018-07-02,NL0000289213,archive
0.82,Wereldhave N.V.,Citadel Advisors II LLC,2018-07-02,NL0000289213,archive
0.6,Wereldhave N.V.,"Clinton Group, Inc",2018-07-02,NL0000289213,archive
0.54,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-07-02,NL0000289213,archive
0.46,Koninklijke BAM Groep N.V.,"Davidson Kempner European Partners, LLP",2018-07-02,NL0000337319,archive
0.61,Wereldhave N.V.,GSA Capital Partners LLP,2018-07-02,NL0000289213,archive
1.1,PostNL N.V.,Jupiter Investment Management Limited,2018-07-02,NL0009739416,archive
0.5,Signify N.V.,Lansdowne Partners (UK) LLP,2018-07-02,NL0011821392,archive
0.84,PostNL N.V.,Marshall Wace LLP,2018-07-02,NL0009739416,archive
2.66,Wereldhave N.V.,Marshall Wace LLP,2018-07-02,NL0000289213,archive
0.6,AMG Critical Materials N.V.,Millennium Capital Partners LLP,2018-07-02,NL0000888691,archive
0.61,Galapagos NV,"WorldQuant, LLC",2018-07-02,BE0003818359,archive
0.9,PostNL N.V.,"WorldQuant, LLC",2018-07-02,NL0009739416,archive
0.47,Signify N.V.,"WorldQuant, LLC",2018-07-02,NL0011821392,archive
0.52,Signify N.V.,Aravt Global,2018-06-29,NL0011821392,archive
1.0,PostNL N.V.,Capital Fund Management S.A.,2018-06-29,NL0009739416,archive
0.59,Wereldhave N.V.,"Clinton Group, Inc",2018-06-29,NL0000289213,archive
0.5,ARCADIS N.V.,Marshall Wace Asia Limited,2018-06-29,NL0006237562,archive
0.9,AMG Critical Materials N.V.,Millennium International Management LP,2018-06-29,NL0000888691,archive
2.08,Signify N.V.,Scopia Capital Management LP,2018-06-29,NL0011821392,archive
0.61,PostNL N.V.,Systematica Investments Limited,2018-06-29,NL0009739416,archive
0.66,AEGON Ltd.,Viking Global Investors LP,2018-06-29,NL0000303709,archive
0.51,Signify N.V.,"WorldQuant, LLC",2018-06-29,NL0011821392,archive
0.5,Aperam S.A.,"Arrowstreet Capital, Limited Partnership",2018-06-28,LU0569974404,archive
0.59,NN Group N.V.,B&G Master Fund Plc,2018-06-28,NL0010773842,archive
0.48,Fugro N.V.,BlackRock Investment Management (UK) Limited,2018-06-28,NL0000352565,archive
0.6,Wereldhave N.V.,"Clinton Group, Inc",2018-06-28,NL0000289213,archive
1.31,Fugro N.V.,HBK Investments LP,2018-06-28,NL0000352565,archive
1.4,Fugro N.V.,Jupiter Investment Management Limited,2018-06-28,NL0000352565,archive
1.01,PostNL N.V.,Jupiter Investment Management Limited,2018-06-28,NL0009739416,archive
3.09,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-06-28,NL0012866412,archive
0.7,AEGON Ltd.,Viking Global Investors LP,2018-06-28,NL0000303709,archive
1.19,Fugro N.V.,"WorldQuant, LLC",2018-06-28,NL0000352565,archive
0.59,Wereldhave N.V.,"Clinton Group, Inc",2018-06-27,NL0000289213,archive
0.44,Aperam S.A.,CQS (UK) LLP,2018-06-27,LU0569974404,archive
1.29,Fugro N.V.,HBK Investments LP,2018-06-27,NL0000352565,archive
1.91,ARCADIS N.V.,Marshall Wace LLP,2018-06-27,NL0006237562,archive
0.9,TomTom N.V.,Marshall Wace LLP,2018-06-27,NL0000387058,archive
1.2,Fugro N.V.,"WorldQuant, LLC",2018-06-27,NL0000352565,archive
0.93,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-06-27,NL0000337319,archive
0.69,Wereldhave N.V.,"WorldQuant, LLC",2018-06-27,NL0000289213,archive
1.18,Fugro N.V.,AHL Partners LLP,2018-06-26,NL0000352565,archive
0.7,OCI N.V.,Capital Fund Management S.A.,2018-06-26,NL0010558797,archive
1.31,Fugro N.V.,HBK Investments LP,2018-06-26,NL0000352565,archive
1.32,Fugro N.V.,Jupiter Investment Management Limited,2018-06-26,NL0000352565,archive
0.5,Eurocommercial Properties N.V.,Marshall Wace LLP,2018-06-26,NL0000288876,archive
0.59,OCI N.V.,Marshall Wace LLP,2018-06-26,NL0010558797,archive
1.84,Signify N.V.,Tybourne Capital Management (HK) Limited,2018-06-26,NL0011821392,archive
0.89,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-06-26,NL0000337319,archive
1.21,ARCADIS N.V.,AKO Capital LLP,2018-06-25,NL0006237562,archive
1.08,Wereldhave N.V.,Capital Fund Management S.A.,2018-06-25,NL0000289213,archive
0.89,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2018-06-25,NL0012866412,archive
0.91,PostNL N.V.,Jupiter Investment Management Limited,2018-06-25,NL0009739416,archive
0.93,Fugro N.V.,Marshall Wace LLP,2018-06-25,NL0000352565,archive
0.49,BE Semiconductor Industries N.V.,Pictet Asset Management S.A.,2018-06-25,NL0012866412,archive
0.9,Fugro N.V.,Systematica Investments Limited,2018-06-25,NL0000352565,archive
1.77,Signify N.V.,Tybourne Capital Management (HK) Limited,2018-06-25,NL0011821392,archive
1.19,Fugro N.V.,"WorldQuant, LLC",2018-06-25,NL0000352565,archive
0.92,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-06-25,NL0000337319,archive
1.8,Fugro N.V.,Capital Fund Management S.A.,2018-06-22,NL0000352565,archive
1.26,Fugro N.V.,HBK Investments LP,2018-06-22,NL0000352565,archive
1.39,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2018-06-22,NL0000337319,archive
0.8,TomTom N.V.,Marshall Wace LLP,2018-06-22,NL0000387058,archive
3.48,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-06-22,NL0012866412,archive
1.21,Fugro N.V.,"WorldQuant, LLC",2018-06-22,NL0000352565,archive
