issuer_name,isin,net_short_position,position_holder,position_date,source
BE Semiconductor Industries N.V.,NL0012866412,0.81,"Davidson Kempner European Partners, LLP",2023-05-26,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.59,Marshall Wace LLP,2023-05-26,archive
Aperam S.A.,LU0569974404,0.51,Millennium Capital Partners LLP,2023-05-26,archive
BE Semiconductor Industries N.V.,NL0012866412,1.42,"Point72 Asset Management, L.P.",2023-05-26,archive
Alfen N.V.,NL0012817175,0.88,Qube Research & Technologies Ltd.,2023-05-26,archive
Alfen N.V.,NL0012817175,0.75,"WorldQuant, LLC",2023-05-26,archive
AMG Critical Materials N.V.,NL0000888691,0.58,Citadel Advisors LLC,2023-05-25,archive
Alfen N.V.,NL0012817175,1.54,Marshall Wace LLP,2023-05-25,archive
AMG Critical Materials N.V.,NL0000888691,0.5,Millennium Capital Partners LLP,2023-05-25,archive
Aperam S.A.,LU0569974404,0.5,Millennium International Management LP,2023-05-25,archive
BE Semiconductor Industries N.V.,NL0012866412,1.55,"Point72 Asset Management, L.P.",2023-05-25,archive
Alfen N.V.,NL0012817175,0.9,Qube Research & Technologies Ltd.,2023-05-25,archive
Pharming Group N.V.,NL0010391025,0.57,"WorldQuant, LLC",2023-05-25,archive
Galapagos NV,BE0003818359,1.4,"Arrowstreet Capital, Limited Partnership",2023-05-24,archive
BE Semiconductor Industries N.V.,NL0012866412,1.66,"Point72 Asset Management, L.P.",2023-05-24,archive
Alfen N.V.,NL0012817175,0.64,"WorldQuant, LLC",2023-05-24,archive
AMG Critical Materials N.V.,NL0000888691,0.87,Citadel Advisors LLC,2023-05-23,archive
Koninklijke Philips N.V.,NL0000009538,0.72,Citadel Advisors LLC,2023-05-23,archive
Alfen N.V.,NL0012817175,1.42,Marshall Wace LLP,2023-05-23,archive
BE Semiconductor Industries N.V.,NL0012866412,1.92,"Point72 Asset Management, L.P.",2023-05-23,archive
PostNL N.V.,NL0009739416,0.51,Qube Research & Technologies Ltd.,2023-05-23,archive
Fugro N.V.,NL00150003E1,0.46,Voleon Capital Management LP,2023-05-23,archive
Pharming Group N.V.,NL0010391025,0.69,"WorldQuant, LLC",2023-05-23,archive
Alfen N.V.,NL0012817175,0.45,Citadel Advisors LLC,2023-05-22,archive
Alfen N.V.,NL0012817175,1.34,Marshall Wace LLP,2023-05-22,archive
BE Semiconductor Industries N.V.,NL0012866412,3.33,"Point72 Asset Management, L.P.",2023-05-22,archive
ArcelorMittal S.A.,LU1598757687,0.0,Polar Asset Management Partners Inc.,2023-05-22,archive
Alfen N.V.,NL0012817175,0.88,Qube Research & Technologies Ltd.,2023-05-22,archive
Wereldhave N.V.,NL0000289213,1.17,"Woodson Capital Master Fund, LP",2023-05-22,archive
Alfen N.V.,NL0012817175,0.52,"WorldQuant, LLC",2023-05-22,archive
Galapagos NV,BE0003818359,1.3,"Arrowstreet Capital, Limited Partnership",2023-05-19,archive
Alfen N.V.,NL0012817175,0.5,Citadel Advisors LLC,2023-05-19,archive
AMG Critical Materials N.V.,NL0000888691,1.02,Citadel Advisors LLC,2023-05-19,archive
Pharming Group N.V.,NL0010391025,0.89,Citadel Advisors LLC,2023-05-19,archive
Galapagos NV,BE0003818359,0.49,Marshall Wace LLP,2023-05-19,archive
AMG Critical Materials N.V.,NL0000888691,0.53,Millennium International Management LP,2023-05-19,archive
BE Semiconductor Industries N.V.,NL0012866412,3.66,"Point72 Asset Management, L.P.",2023-05-19,archive
Alfen N.V.,NL0012817175,0.55,Squarepoint Ops LLC,2023-05-19,archive
Alfen N.V.,NL0012817175,0.67,Voleon Capital Management LP,2023-05-19,archive
Pharming Group N.V.,NL0010391025,0.79,"WorldQuant, LLC",2023-05-19,archive
Alfen N.V.,NL0012817175,1.32,JPMorgan Asset Management (UK) Ltd.,2023-05-18,archive
Alfen N.V.,NL0012817175,1.27,Marshall Wace LLP,2023-05-18,archive
BE Semiconductor Industries N.V.,NL0012866412,3.78,"Point72 Asset Management, L.P.",2023-05-18,archive
Alfen N.V.,NL0012817175,0.94,Qube Research & Technologies Ltd.,2023-05-18,archive
Pharming Group N.V.,NL0010391025,0.8,"WorldQuant, LLC",2023-05-18,archive
Koninklijke Philips N.V.,NL0000009538,0.63,Citadel Advisors LLC,2023-05-17,archive
TomTom N.V.,NL0013332471,0.49,Citadel Advisors LLC,2023-05-17,archive
Alfen N.V.,NL0012817175,1.12,JPMorgan Asset Management (UK) Ltd.,2023-05-17,archive
Alfen N.V.,NL0012817175,1.39,Marshall Wace LLP,2023-05-17,archive
Alfen N.V.,NL0012817175,0.81,Qube Research & Technologies Ltd.,2023-05-17,archive
ASM International N.V.,NL0000334118,0.49,Qube Research & Technologies Ltd.,2023-05-17,archive
Koninklijke Philips N.V.,NL0000009538,0.76,Viking Global Investors LP,2023-05-17,archive
Alfen N.V.,NL0012817175,0.7,Voleon Capital Management LP,2023-05-17,archive
Wereldhave N.V.,NL0000289213,1.27,"Woodson Capital Master Fund, LP",2023-05-17,archive
Pharming Group N.V.,NL0010391025,0.77,"WorldQuant, LLC",2023-05-17,archive
AMG Critical Materials N.V.,NL0000888691,0.98,Citadel Advisors LLC,2023-05-16,archive
Pharming Group N.V.,NL0010391025,0.96,Citadel Advisors LLC,2023-05-16,archive
BE Semiconductor Industries N.V.,NL0012866412,3.82,"Point72 Asset Management, L.P.",2023-05-16,archive
Galapagos NV,BE0003818359,0.6,Qube Research & Technologies Ltd.,2023-05-16,archive
Pharming Group N.V.,NL0010391025,0.64,"WorldQuant, LLC",2023-05-16,archive
AMG Critical Materials N.V.,NL0000888691,1.01,Citadel Advisors LLC,2023-05-15,archive
PostNL N.V.,NL0009739416,0.59,JPMorgan Asset Management (UK) Ltd.,2023-05-15,archive
Alfen N.V.,NL0012817175,0.7,Marble Bar Asset Management LLP,2023-05-15,archive
Alfen N.V.,NL0012817175,1.24,Marshall Wace LLP,2023-05-15,archive
Alfen N.V.,NL0012817175,0.56,Qube Research & Technologies Ltd.,2023-05-15,archive
Fugro N.V.,NL00150003E1,0.58,Voleon Capital Management LP,2023-05-15,archive
Wereldhave N.V.,NL0000289213,1.36,"Woodson Capital Master Fund, LP",2023-05-15,archive
PostNL N.V.,NL0009739416,0.6,JPMorgan Asset Management (UK) Ltd.,2023-05-12,archive
SBM Offshore N.V.,NL0000360618,0.7,JPMorgan Asset Management (UK) Ltd.,2023-05-12,archive
BE Semiconductor Industries N.V.,NL0012866412,0.6,Millennium Capital Management France SAS,2023-05-12,archive
AMG Critical Materials N.V.,NL0000888691,0.45,Qube Research & Technologies Ltd.,2023-05-12,archive
Galapagos NV,BE0003818359,0.59,Qube Research & Technologies Ltd.,2023-05-12,archive
Pharming Group N.V.,NL0010391025,1.07,Citadel Advisors LLC,2023-05-11,archive
PostNL N.V.,NL0009739416,0.59,JPMorgan Asset Management (UK) Ltd.,2023-05-11,archive
Alfen N.V.,NL0012817175,0.69,Marble Bar Asset Management LLP,2023-05-11,archive
Galapagos NV,BE0003818359,0.5,Marshall Wace LLP,2023-05-11,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.68,Marshall Wace LLP,2023-05-11,archive
Ebusco Holding N.V.,NL0015000CZ2,0.91,Otus Capital Management Ltd.,2023-05-11,archive
BE Semiconductor Industries N.V.,NL0012866412,3.77,"Point72 Asset Management, L.P.",2023-05-11,archive
AMG Critical Materials N.V.,NL0000888691,0.92,Citadel Advisors LLC,2023-05-10,archive
Pharming Group N.V.,NL0010391025,0.44,Citadel Advisors LLC,2023-05-10,archive
Alfen N.V.,NL0012817175,0.74,Marble Bar Asset Management LLP,2023-05-10,archive
AMG Critical Materials N.V.,NL0000888691,0.56,Qube Research & Technologies Ltd.,2023-05-10,archive
Alfen N.V.,NL0012817175,0.52,Voleon Capital Management LP,2023-05-10,archive
Koninklijke Philips N.V.,NL0000009538,0.49,"AQR Capital Management, LLC",2023-05-09,archive
AMG Critical Materials N.V.,NL0000888691,0.86,Citadel Advisors LLC,2023-05-09,archive
Pharming Group N.V.,NL0010391025,0.71,Citadel Advisors LLC,2023-05-09,archive
PostNL N.V.,NL0009739416,0.69,JPMorgan Asset Management (UK) Ltd.,2023-05-09,archive
Galapagos NV,BE0003818359,0.6,Qube Research & Technologies Ltd.,2023-05-09,archive
AMG Critical Materials N.V.,NL0000888691,0.66,Qube Research & Technologies Ltd.,2023-05-08,archive
SBM Offshore N.V.,NL0000360618,0.52,"AQR Capital Management, LLC",2023-05-05,archive
Galapagos NV,BE0003818359,1.2,"Arrowstreet Capital, Limited Partnership",2023-05-05,archive
AMG Critical Materials N.V.,NL0000888691,0.74,Citadel Advisors LLC,2023-05-05,archive
Pharming Group N.V.,NL0010391025,0.6,Citadel Advisors LLC,2023-05-05,archive
Alfen N.V.,NL0012817175,0.82,Marble Bar Asset Management LLP,2023-05-05,archive
BE Semiconductor Industries N.V.,NL0012866412,0.51,Millennium Capital Management France SAS,2023-05-05,archive
Alfen N.V.,NL0012817175,0.61,Qube Research & Technologies Ltd.,2023-05-05,archive
AMG Critical Materials N.V.,NL0000888691,0.55,Qube Research & Technologies Ltd.,2023-05-05,archive
IMCD N.V.,NL0010801007,0.51,"AQR Capital Management, LLC",2023-05-04,archive
Galapagos NV,BE0003818359,1.11,"Arrowstreet Capital, Limited Partnership",2023-05-04,archive
AMG Critical Materials N.V.,NL0000888691,0.69,Citadel Advisors LLC,2023-05-04,archive
Basic-Fit N.V.,NL0011872650,0.42,"D. E. Shaw & Co., L.P.",2023-05-04,archive
Alfen N.V.,NL0012817175,1.14,Marshall Wace LLP,2023-05-04,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.79,Marshall Wace LLP,2023-05-04,archive
Signify N.V.,NL0011821392,0.75,AKO Capital LLP,2023-05-03,archive
IMCD N.V.,NL0010801007,0.49,"AQR Capital Management, LLC",2023-05-03,archive
Alfen N.V.,NL0012817175,0.44,Pictet Asset Management S.A.,2023-05-03,archive
AMG Critical Materials N.V.,NL0000888691,0.54,Citadel Advisors LLC,2023-05-02,archive
BE Semiconductor Industries N.V.,NL0012866412,3.88,"Point72 Asset Management, L.P.",2023-05-02,archive
Galapagos NV,BE0003818359,0.51,Qube Research & Technologies Ltd.,2023-05-01,archive
Galapagos NV,BE0003818359,1.02,"Arrowstreet Capital, Limited Partnership",2023-04-28,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.48,Citadel Advisors LLC,2023-04-28,archive
Koninklijke Philips N.V.,NL0000009538,0.55,Citadel Advisors LLC,2023-04-28,archive
Galapagos NV,BE0003818359,0.49,Qube Research & Technologies Ltd.,2023-04-28,archive
Galapagos NV,BE0003818359,0.91,"Arrowstreet Capital, Limited Partnership",2023-04-27,archive
AMG Critical Materials N.V.,NL0000888691,0.49,Citadel Advisors LLC,2023-04-27,archive
Pharming Group N.V.,NL0010391025,0.71,Citadel Advisors LLC,2023-04-27,archive
BE Semiconductor Industries N.V.,NL0012866412,0.7,"Davidson Kempner European Partners, LLP",2023-04-27,archive
BE Semiconductor Industries N.V.,NL0012866412,3.96,"Point72 Asset Management, L.P.",2023-04-27,archive
Signify N.V.,NL0011821392,1.12,AKO Capital LLP,2023-04-26,archive
Koninklijke Philips N.V.,NL0000009538,0.5,"AQR Capital Management, LLC",2023-04-26,archive
TomTom N.V.,NL0013332471,0.59,Citadel Advisors LLC,2023-04-26,archive
ASM International N.V.,NL0000334118,0.45,Marshall Wace LLP,2023-04-26,archive
BE Semiconductor Industries N.V.,NL0012866412,4.02,"Point72 Asset Management, L.P.",2023-04-26,archive
Alfen N.V.,NL0012817175,0.5,Qube Research & Technologies Ltd.,2023-04-26,archive
Galapagos NV,BE0003818359,0.52,Qube Research & Technologies Ltd.,2023-04-26,archive
Signify N.V.,NL0011821392,1.21,AKO Capital LLP,2023-04-25,archive
BE Semiconductor Industries N.V.,NL0012866412,0.64,"Davidson Kempner European Partners, LLP",2023-04-25,archive
Alfen N.V.,NL0012817175,1.21,Marshall Wace LLP,2023-04-25,archive
BE Semiconductor Industries N.V.,NL0012866412,3.76,"Point72 Asset Management, L.P.",2023-04-25,archive
Koninklijke Philips N.V.,NL0000009538,0.82,Viking Global Investors LP,2023-04-25,archive
Koninklijke Philips N.V.,NL0000009538,0.64,Citadel Advisors LLC,2023-04-24,archive
PostNL N.V.,NL0009739416,0.41,Eleva Capital SAS,2023-04-24,archive
BE Semiconductor Industries N.V.,NL0012866412,3.96,"Point72 Asset Management, L.P.",2023-04-24,archive
Koninklijke Philips N.V.,NL0000009538,1.05,Viking Global Investors LP,2023-04-24,archive
AMG Critical Materials N.V.,NL0000888691,0.59,Citadel Advisors LLC,2023-04-21,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.59,Citadel Advisors LLC,2023-04-21,archive
PostNL N.V.,NL0009739416,0.64,Eleva Capital SAS,2023-04-21,archive
Alfen N.V.,NL0012817175,1.13,Marshall Wace LLP,2023-04-21,archive
Galapagos NV,BE0003818359,0.84,"Arrowstreet Capital, Limited Partnership",2023-04-20,archive
ASM International N.V.,NL0000334118,0.5,Marshall Wace LLP,2023-04-20,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.8,Marshall Wace LLP,2023-04-20,archive
BE Semiconductor Industries N.V.,NL0012866412,4.06,"Point72 Asset Management, L.P.",2023-04-20,archive
ASM International N.V.,NL0000334118,0.5,Qube Research & Technologies Ltd.,2023-04-20,archive
Basic-Fit N.V.,NL0011872650,0.46,CapeView Capital LLP,2023-04-19,archive
ASM International N.V.,NL0000334118,0.49,Qube Research & Technologies Ltd.,2023-04-19,archive
Basic-Fit N.V.,NL0011872650,0.52,CapeView Capital LLP,2023-04-18,archive
Pharming Group N.V.,NL0010391025,0.62,Citadel Advisors LLC,2023-04-18,archive
Fugro N.V.,NL00150003E1,0.6,Voleon Capital Management LP,2023-04-18,archive
SBM Offshore N.V.,NL0000360618,0.49,"AQR Capital Management, LLC",2023-04-17,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.0,CapeView Capital LLP,2023-04-17,archive
AMG Critical Materials N.V.,NL0000888691,0.7,Citadel Advisors LLC,2023-04-17,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.69,Citadel Advisors LLC,2023-04-17,archive
TomTom N.V.,NL0013332471,0.63,Citadel Advisors LLC,2023-04-17,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.0,Kintbury Capital LLP,2023-04-17,archive
BE Semiconductor Industries N.V.,NL0012866412,3.94,"Point72 Asset Management, L.P.",2023-04-17,archive
IMCD N.V.,NL0010801007,0.5,"AQR Capital Management, LLC",2023-04-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.7,Citadel Advisors LLC,2023-04-14,archive
Pharming Group N.V.,NL0010391025,0.58,Citadel Advisors LLC,2023-04-14,archive
Alfen N.V.,NL0012817175,1.09,Marshall Wace LLP,2023-04-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.73,Marshall Wace LLP,2023-04-14,archive
BE Semiconductor Industries N.V.,NL0012866412,4.0,"Point72 Asset Management, L.P.",2023-04-14,archive
PostNL N.V.,NL0009739416,0.48,Qube Research & Technologies Ltd.,2023-04-14,archive
Pharming Group N.V.,NL0010391025,0.6,Citadel Advisors LLC,2023-04-13,archive
TomTom N.V.,NL0013332471,0.79,Citadel Advisors LLC,2023-04-13,archive
BE Semiconductor Industries N.V.,NL0012866412,3.94,"Point72 Asset Management, L.P.",2023-04-13,archive
Alfen N.V.,NL0012817175,0.45,AllianceBernstein L.P.,2023-04-12,archive
SBM Offshore N.V.,NL0000360618,0.5,"AQR Capital Management, LLC",2023-04-12,archive
Pharming Group N.V.,NL0010391025,0.7,Citadel Advisors LLC,2023-04-12,archive
Basic-Fit N.V.,NL0011872650,0.49,JPMorgan Asset Management (UK) Ltd.,2023-04-12,archive
PostNL N.V.,NL0009739416,0.77,JPMorgan Asset Management (UK) Ltd.,2023-04-12,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.61,Marshall Wace LLP,2023-04-12,archive
Alfen N.V.,NL0012817175,0.52,Pictet Asset Management S.A.,2023-04-12,archive
BE Semiconductor Industries N.V.,NL0012866412,3.85,"Point72 Asset Management, L.P.",2023-04-12,archive
PostNL N.V.,NL0009739416,0.56,Qube Research & Technologies Ltd.,2023-04-12,archive
PostNL N.V.,NL0009739416,0.52,UBS Asset Management (UK) Ltd.,2023-04-12,archive
Alfen N.V.,NL0012817175,0.49,"WorldQuant, LLC",2023-04-12,archive
PostNL N.V.,NL0009739416,0.69,JPMorgan Asset Management (UK) Ltd.,2023-04-11,archive
Aperam S.A.,LU0569974404,0.58,Pantechnicon Advisors LLP,2023-04-11,archive
BE Semiconductor Industries N.V.,NL0012866412,3.94,"Point72 Asset Management, L.P.",2023-04-11,archive
Wereldhave N.V.,NL0000289213,1.49,"Woodson Capital Master Fund, LP",2023-04-11,archive
Signify N.V.,NL0011821392,1.33,AKO Capital LLP,2023-04-06,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.61,Citadel Advisors LLC,2023-04-06,archive
Pharming Group N.V.,NL0010391025,0.66,Citadel Advisors LLC,2023-04-06,archive
PostNL N.V.,NL0009739416,0.52,JPMorgan Asset Management (UK) Ltd.,2023-04-06,archive
Alfen N.V.,NL0012817175,1.19,Marshall Wace LLP,2023-04-06,archive
Koninklijke Philips N.V.,NL0000009538,1.37,Viking Global Investors LP,2023-04-06,archive
Wereldhave N.V.,NL0000289213,1.5,"Woodson Capital Master Fund, LP",2023-04-06,archive
Galapagos NV,BE0003818359,0.71,"Arrowstreet Capital, Limited Partnership",2023-04-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.57,Citadel Advisors LLC,2023-04-05,archive
Pharming Group N.V.,NL0010391025,0.77,Citadel Advisors LLC,2023-04-05,archive
Alfen N.V.,NL0012817175,0.77,Marble Bar Asset Management LLP,2023-04-05,archive
Aperam S.A.,LU0569974404,0.6,Pantechnicon Advisors LLP,2023-04-05,archive
PostNL N.V.,NL0009739416,0.62,Qube Research & Technologies Ltd.,2023-04-05,archive
Fugro N.V.,NL00150003E1,0.58,Voleon Capital Management LP,2023-04-05,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.5,CapeView Capital LLP,2023-04-04,archive
Pharming Group N.V.,NL0010391025,0.81,Citadel Advisors LLC,2023-04-04,archive
TomTom N.V.,NL0013332471,0.8,Citadel Advisors LLC,2023-04-04,archive
Alfen N.V.,NL0012817175,0.47,Pictet Asset Management S.A.,2023-04-04,archive
Wereldhave N.V.,NL0000289213,1.63,"Woodson Capital Master Fund, LP",2023-04-04,archive
AMG Critical Materials N.V.,NL0000888691,0.5,Citadel Advisors LLC,2023-04-03,archive
Ebusco Holding N.V.,NL0015000CZ2,0.44,GSA Capital Partners LLP,2023-04-03,archive
Alfen N.V.,NL0012817175,0.88,Marble Bar Asset Management LLP,2023-04-03,archive
ARCADIS N.V.,NL0006237562,0.6,Boldhaven Management LLP,2023-03-31,archive
Pharming Group N.V.,NL0010391025,0.79,Citadel Advisors LLC,2023-03-31,archive
Ebusco Holding N.V.,NL0015000CZ2,0.5,GSA Capital Partners LLP,2023-03-31,archive
Alfen N.V.,NL0012817175,0.94,JPMorgan Asset Management (UK) Ltd.,2023-03-31,archive
Akzo Nobel N.V.,NL0013267909,0.48,Marshall Wace LLP,2023-03-31,archive
PostNL N.V.,NL0009739416,0.49,"WorldQuant, LLC",2023-03-31,archive
Alfen N.V.,NL0012817175,1.21,"Arrowstreet Capital, Limited Partnership",2023-03-30,archive
Koninklijke Philips N.V.,NL0000009538,0.74,Citadel Advisors LLC,2023-03-30,archive
Koninklijke Philips N.V.,NL0000009538,0.7,Greenvale Capital LLP,2023-03-30,archive
Akzo Nobel N.V.,NL0013267909,0.58,Marshall Wace LLP,2023-03-30,archive
BE Semiconductor Industries N.V.,NL0012866412,3.81,"Point72 Asset Management, L.P.",2023-03-30,archive
ASM International N.V.,NL0000334118,0.51,Qube Research & Technologies Ltd.,2023-03-30,archive
Galapagos NV,BE0003818359,0.49,Qube Research & Technologies Ltd.,2023-03-30,archive
PostNL N.V.,NL0009739416,0.57,Qube Research & Technologies Ltd.,2023-03-30,archive
Galapagos NV,BE0003818359,0.61,"Arrowstreet Capital, Limited Partnership",2023-03-29,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.49,CapeView Capital LLP,2023-03-29,archive
Pharming Group N.V.,NL0010391025,0.84,Citadel Advisors LLC,2023-03-29,archive
TomTom N.V.,NL0013332471,0.71,Citadel Advisors LLC,2023-03-29,archive
Alfen N.V.,NL0012817175,0.8,JPMorgan Asset Management (UK) Ltd.,2023-03-29,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.83,Kintbury Capital LLP,2023-03-29,archive
Akzo Nobel N.V.,NL0013267909,0.64,Marshall Wace LLP,2023-03-29,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.59,Marshall Wace LLP,2023-03-29,archive
Koninklijke Philips N.V.,NL0000009538,0.49,Marshall Wace LLP,2023-03-29,archive
Pharming Group N.V.,NL0010391025,0.79,Citadel Advisors LLC,2023-03-28,archive
Alfen N.V.,NL0012817175,1.0,Marble Bar Asset Management LLP,2023-03-28,archive
Aperam S.A.,LU0569974404,0.58,Pantechnicon Advisors LLP,2023-03-28,archive
Koninklijke Philips N.V.,NL0000009538,1.4,Viking Global Investors LP,2023-03-28,archive
Pharming Group N.V.,NL0010391025,0.37,"WorldQuant, LLC",2023-03-28,archive
Alfen N.V.,NL0012817175,1.11,"Arrowstreet Capital, Limited Partnership",2023-03-27,archive
Basic-Fit N.V.,NL0011872650,0.56,JPMorgan Asset Management (UK) Ltd.,2023-03-27,archive
Koninklijke Philips N.V.,NL0000009538,0.5,Marshall Wace LLP,2023-03-27,archive
BE Semiconductor Industries N.V.,NL0012866412,3.61,"Point72 Asset Management, L.P.",2023-03-27,archive
Pharming Group N.V.,NL0010391025,0.63,"WorldQuant, LLC",2023-03-27,archive
Galapagos NV,BE0003818359,0.52,"Arrowstreet Capital, Limited Partnership",2023-03-24,archive
OCI N.V.,NL0010558797,0.48,Citadel Advisors LLC,2023-03-24,archive
Alfen N.V.,NL0012817175,0.91,Marble Bar Asset Management LLP,2023-03-24,archive
Alfen N.V.,NL0012817175,1.29,Marshall Wace LLP,2023-03-24,archive
Aperam S.A.,LU0569974404,0.6,Pantechnicon Advisors LLP,2023-03-24,archive
PostNL N.V.,NL0009739416,0.6,Qube Research & Technologies Ltd.,2023-03-24,archive
Wereldhave N.V.,NL0000289213,1.33,Toscafund Asset Management LLP,2023-03-24,archive
Alfen N.V.,NL0012817175,0.53,"WorldQuant, LLC",2023-03-24,archive
BE Semiconductor Industries N.V.,NL0012866412,3.54,"Point72 Asset Management, L.P.",2023-03-23,archive
