issuer_name,isin,net_short_position,position_holder,position_date,source
ASM International N.V.,NL0000334118,0.54,Renaissance Technologies LLC,2018-08-02,archive
Fugro N.V.,NL0000352565,1.26,"WorldQuant, LLC",2018-08-02,archive
PostNL N.V.,NL0009739416,0.78,"WorldQuant, LLC",2018-08-02,archive
AMG Critical Materials N.V.,NL0000888691,0.8,AHL Partners LLP,2018-08-01,archive
Fugro N.V.,NL0000352565,1.18,AHL Partners LLP,2018-08-01,archive
ARCADIS N.V.,NL0006237562,1.38,BlackRock Investment Management (UK) Limited,2018-08-01,archive
ARCADIS N.V.,NL0006237562,0.81,GSA Capital Partners LLP,2018-08-01,archive
ARCADIS N.V.,NL0006237562,0.9,Marshall Wace Asia Limited,2018-08-01,archive
Fugro N.V.,NL0000352565,1.31,Marshall Wace LLP,2018-08-01,archive
PostNL N.V.,NL0009739416,1.34,Marshall Wace LLP,2018-08-01,archive
ARCADIS N.V.,NL0006237562,1.42,Sculptor Capital Management Europe Limited,2018-08-01,archive
Fugro N.V.,NL0000352565,1.3,Sculptor Capital Management Europe Limited,2018-08-01,archive
Fugro N.V.,NL0000352565,1.3,"WorldQuant, LLC",2018-08-01,archive
Pharming Group N.V.,NL0010391025,1.85,"WorldQuant, LLC",2018-08-01,archive
Wereldhave N.V.,NL0000289213,0.49,"Clinton Group, Inc",2018-07-31,archive
Fugro N.V.,NL0000352565,1.47,Marshall Wace LLP,2018-07-31,archive
Pharming Group N.V.,NL0010391025,0.73,Marshall Wace LLP,2018-07-31,archive
TomTom N.V.,NL0000387058,0.92,Marshall Wace LLP,2018-07-31,archive
Fugro N.V.,NL0000352565,1.27,"WorldQuant, LLC",2018-07-31,archive
Pharming Group N.V.,NL0010391025,1.78,"WorldQuant, LLC",2018-07-31,archive
PostNL N.V.,NL0009739416,0.72,AHL Partners LLP,2018-07-30,archive
Koninklijke KPN N.V.,NL0000009082,1.3,"AQR Capital Management, LLC",2018-07-30,archive
Flow Traders Ltd.,NL0011279492,0.82,Capital Fund Management S.A.,2018-07-30,archive
Wereldhave N.V.,NL0000289213,0.78,Citadel Advisors II LLC,2018-07-30,archive
Wereldhave N.V.,NL0000289213,0.6,"Connor, Clark & Lunn Investment Management Ltd.",2018-07-30,archive
Pharming Group N.V.,NL0010391025,0.52,Marshall Wace LLP,2018-07-30,archive
Fugro N.V.,NL0000352565,0.99,Oxford Asset Management,2018-07-30,archive
Fugro N.V.,NL0000352565,0.5,RAM Active Investments SA,2018-07-30,archive
BE Semiconductor Industries N.V.,NL0012866412,0.56,"WorldQuant, LLC",2018-07-30,archive
Galapagos NV,BE0003818359,0.47,"WorldQuant, LLC",2018-07-30,archive
Pharming Group N.V.,NL0010391025,1.59,"WorldQuant, LLC",2018-07-30,archive
Wereldhave N.V.,NL0000289213,0.98,"WorldQuant, LLC",2018-07-30,archive
Fugro N.V.,NL0000352565,1.03,AHL Partners LLP,2018-07-27,archive
Signify N.V.,NL0011821392,0.86,BlackRock Investment Management (UK) Limited,2018-07-27,archive
Fugro N.V.,NL0000352565,1.97,Capital Fund Management S.A.,2018-07-27,archive
PostNL N.V.,NL0009739416,1.09,Capital Fund Management S.A.,2018-07-27,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.89,Citadel Advisors II LLC,2018-07-27,archive
Wereldhave N.V.,NL0000289213,0.51,"D. E. Shaw & Co., L.P.",2018-07-27,archive
Fugro N.V.,NL0000352565,1.28,HBK Investments LP,2018-07-27,archive
Signify N.V.,NL0011821392,0.55,Lansdowne Partners (UK) LLP,2018-07-27,archive
Fugro N.V.,NL0000352565,1.56,Marshall Wace LLP,2018-07-27,archive
AMG Critical Materials N.V.,NL0000888691,1.02,Millennium International Management LP,2018-07-27,archive
Flow Traders Ltd.,NL0011279492,0.72,"Philadelphia Financial Management of San Francisco, LLC",2018-07-27,archive
BE Semiconductor Industries N.V.,NL0012866412,4.18,Scopia Capital Management LP,2018-07-27,archive
Fugro N.V.,NL0000352565,1.38,"WorldQuant, LLC",2018-07-27,archive
AMG Critical Materials N.V.,NL0000888691,0.71,AHL Partners LLP,2018-07-26,archive
Wereldhave N.V.,NL0000289213,0.62,"BlackRock Institutional Trust Company, National Association",2018-07-26,archive
Fugro N.V.,NL0000352565,2.0,Capital Fund Management S.A.,2018-07-26,archive
Wereldhave N.V.,NL0000289213,0.5,"Clinton Group, Inc",2018-07-26,archive
Pharming Group N.V.,NL0010391025,0.82,"Great Point Partners, LLC",2018-07-26,archive
Fugro N.V.,NL0000352565,1.6,Jupiter Investment Management Limited,2018-07-26,archive
ARCADIS N.V.,NL0006237562,2.52,Lansdowne Partners (UK) LLP,2018-07-26,archive
Fugro N.V.,NL0000352565,1.62,Marshall Wace LLP,2018-07-26,archive
Galapagos NV,BE0003818359,0.52,Marshall Wace LLP,2018-07-26,archive
Wereldhave N.V.,NL0000289213,2.58,Marshall Wace LLP,2018-07-26,archive
BE Semiconductor Industries N.V.,NL0012866412,4.02,Scopia Capital Management LP,2018-07-26,archive
ARCADIS N.V.,NL0006237562,1.3,Sculptor Capital Management Europe Limited,2018-07-26,archive
ARCADIS N.V.,NL0006237562,0.51,TT International,2018-07-26,archive
Signify N.V.,NL0011821392,2.01,Tybourne Capital Management (HK) Limited,2018-07-26,archive
ASM International N.V.,NL0000334118,0.54,"WorldQuant, LLC",2018-07-26,archive
Pharming Group N.V.,NL0010391025,1.36,"WorldQuant, LLC",2018-07-26,archive
PostNL N.V.,NL0009739416,0.88,"WorldQuant, LLC",2018-07-26,archive
SBM Offshore N.V.,NL0000360618,2.3,"AQR Capital Management, LLC",2018-07-25,archive
Wereldhave N.V.,NL0000289213,0.49,"Clinton Group, Inc",2018-07-25,archive
Wereldhave N.V.,NL0000289213,0.41,"D. E. Shaw & Co., L.P.",2018-07-25,archive
ARCADIS N.V.,NL0006237562,0.72,GSA Capital Partners LLP,2018-07-25,archive
Wereldhave N.V.,NL0000289213,0.67,GSA Capital Partners LLP,2018-07-25,archive
AMG Critical Materials N.V.,NL0000888691,0.97,Millennium International Management LP,2018-07-25,archive
BE Semiconductor Industries N.V.,NL0012866412,3.68,Scopia Capital Management LP,2018-07-25,archive
Fugro N.V.,NL0000352565,1.01,Systematica Investments Limited,2018-07-25,archive
Pharming Group N.V.,NL0010391025,1.53,"WorldQuant, LLC",2018-07-25,archive
Wereldhave N.V.,NL0000289213,1.01,"WorldQuant, LLC",2018-07-25,archive
Signify N.V.,NL0011821392,0.79,BlackRock Investment Management (UK) Limited,2018-07-24,archive
Fugro N.V.,NL0000352565,0.69,BlueCrest Capital Management Limited,2018-07-24,archive
OCI N.V.,NL0010558797,0.79,Capital Fund Management S.A.,2018-07-24,archive
Wereldhave N.V.,NL0000289213,0.5,"D. E. Shaw & Co., L.P.",2018-07-24,archive
Pharming Group N.V.,NL0010391025,0.62,"Great Point Partners, LLC",2018-07-24,archive
ARCADIS N.V.,NL0006237562,0.68,GSA Capital Partners LLP,2018-07-24,archive
Wereldhave N.V.,NL0000289213,0.73,GSA Capital Partners LLP,2018-07-24,archive
ARCADIS N.V.,NL0006237562,2.8,Marshall Wace LLP,2018-07-24,archive
Fugro N.V.,NL0000352565,1.51,Marshall Wace LLP,2018-07-24,archive
TomTom N.V.,NL0000387058,0.8,Marshall Wace LLP,2018-07-24,archive
Wereldhave N.V.,NL0000289213,2.6,Marshall Wace LLP,2018-07-24,archive
Signify N.V.,NL0011821392,1.91,Tybourne Capital Management (HK) Limited,2018-07-24,archive
AMG Critical Materials N.V.,NL0000888691,0.62,AHL Partners LLP,2018-07-23,archive
Aperam S.A.,LU0569974404,0.7,"Arrowstreet Capital, Limited Partnership",2018-07-23,archive
AEGON Ltd.,NL0000303709,0.58,B&G Master Fund Plc,2018-07-23,archive
Pharming Group N.V.,NL0010391025,0.54,"Great Point Partners, LLC",2018-07-23,archive
Wereldhave N.V.,NL0000289213,0.82,GSA Capital Partners LLP,2018-07-23,archive
PostNL N.V.,NL0009739416,1.41,Marshall Wace LLP,2018-07-23,archive
TomTom N.V.,NL0000387058,0.73,Marshall Wace LLP,2018-07-23,archive
Pharming Group N.V.,NL0010391025,1.41,"WorldQuant, LLC",2018-07-23,archive
PostNL N.V.,NL0009739416,0.61,AHL Partners LLP,2018-07-20,archive
Galapagos NV,BE0003818359,2.39,"AQR Capital Management, LLC",2018-07-20,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.95,Citadel Advisors II LLC,2018-07-20,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.66,JPMorgan Asset Management (UK) Ltd.,2018-07-20,archive
ARCADIS N.V.,NL0006237562,2.71,Marshall Wace LLP,2018-07-20,archive
Fugro N.V.,NL0000352565,1.4,Marshall Wace LLP,2018-07-20,archive
TomTom N.V.,NL0000387058,0.64,Marshall Wace LLP,2018-07-20,archive
Wereldhave N.V.,NL0000289213,2.59,Marshall Wace LLP,2018-07-20,archive
Fugro N.V.,NL0000352565,0.98,AHL Partners LLP,2018-07-19,archive
Flow Traders Ltd.,NL0011279492,0.71,Capital Fund Management S.A.,2018-07-19,archive
Signify N.V.,NL0011821392,0.49,Lansdowne Partners (UK) LLP,2018-07-19,archive
ARCADIS N.V.,NL0006237562,2.62,Marshall Wace LLP,2018-07-19,archive
Galapagos NV,BE0003818359,0.37,Marshall Wace LLP,2018-07-19,archive
TomTom N.V.,NL0000387058,0.56,Marshall Wace LLP,2018-07-19,archive
BE Semiconductor Industries N.V.,NL0012866412,3.32,Scopia Capital Management LP,2018-07-19,archive
Pharming Group N.V.,NL0010391025,1.33,"WorldQuant, LLC",2018-07-19,archive
Wereldhave N.V.,NL0000289213,0.9,"WorldQuant, LLC",2018-07-19,archive
AMG Critical Materials N.V.,NL0000888691,0.51,AHL Partners LLP,2018-07-18,archive
Fugro N.V.,NL0000352565,1.0,AHL Partners LLP,2018-07-18,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.59,AHL Partners LLP,2018-07-18,archive
SBM Offshore N.V.,NL0000360618,2.21,"AQR Capital Management, LLC",2018-07-18,archive
AEGON Ltd.,NL0000303709,0.68,B&G Master Fund Plc,2018-07-18,archive
RHI Magnesita N.V.,NL0012650360,0.93,"Goldman Sachs Group Inc., The",2018-07-18,archive
Fugro N.V.,NL0000352565,1.3,Marshall Wace LLP,2018-07-18,archive
PostNL N.V.,NL0009739416,1.34,Marshall Wace LLP,2018-07-18,archive
TomTom N.V.,NL0000387058,0.67,Marshall Wace LLP,2018-07-18,archive
Wereldhave N.V.,NL0000289213,2.68,Marshall Wace LLP,2018-07-18,archive
Fugro N.V.,NL0000352565,1.09,Oxford Asset Management,2018-07-18,archive
BE Semiconductor Industries N.V.,NL0012866412,3.21,Scopia Capital Management LP,2018-07-18,archive
Fugro N.V.,NL0000352565,1.41,"WorldQuant, LLC",2018-07-18,archive
Galapagos NV,BE0003818359,0.49,AHL Partners LLP,2018-07-17,archive
ARCADIS N.V.,NL0006237562,1.22,AKO Capital LLP,2018-07-17,archive
Wereldhave N.V.,NL0000289213,0.7,GSA Capital Partners LLP,2018-07-17,archive
ARCADIS N.V.,NL0006237562,0.8,Marshall Wace Asia Limited,2018-07-17,archive
Galapagos NV,BE0003818359,0.5,Marshall Wace LLP,2018-07-17,archive
Wereldhave N.V.,NL0000289213,2.7,Marshall Wace LLP,2018-07-17,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.49,Oxford Asset Management,2018-07-17,archive
PostNL N.V.,NL0009739416,0.7,Systematica Investments Limited,2018-07-17,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.49,"WorldQuant, LLC",2018-07-17,archive
Pharming Group N.V.,NL0010391025,1.24,"WorldQuant, LLC",2018-07-17,archive
PostNL N.V.,NL0009739416,0.53,AHL Partners LLP,2018-07-16,archive
Wereldhave N.V.,NL0000289213,0.89,Capital Fund Management S.A.,2018-07-16,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.89,Citadel Advisors II LLC,2018-07-16,archive
Fugro N.V.,NL0000352565,1.31,HBK Investments LP,2018-07-16,archive
Fugro N.V.,NL0000352565,1.41,JPMorgan Asset Management (UK) Ltd.,2018-07-16,archive
Signify N.V.,NL0011821392,0.56,Lansdowne Partners (UK) LLP,2018-07-16,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,0.9,Marshall Wace LLP,2018-07-16,archive
PostNL N.V.,NL0009739416,1.26,Marshall Wace LLP,2018-07-16,archive
AEGON Ltd.,NL0000303709,0.49,Viking Global Investors LP,2018-07-16,archive
Galapagos NV,BE0003818359,0.59,"WorldQuant, LLC",2018-07-16,archive
Pharming Group N.V.,NL0010391025,1.15,"WorldQuant, LLC",2018-07-16,archive
Fugro N.V.,NL0000352565,0.99,AHL Partners LLP,2018-07-13,archive
Fugro N.V.,NL0000352565,1.27,HBK Investments LP,2018-07-13,archive
Fugro N.V.,NL0000352565,1.29,Marshall Wace LLP,2018-07-13,archive
Flow Traders Ltd.,NL0011279492,0.85,"Philadelphia Financial Management of San Francisco, LLC",2018-07-13,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.59,"WorldQuant, LLC",2018-07-13,archive
Pharming Group N.V.,NL0010391025,1.04,"WorldQuant, LLC",2018-07-13,archive
Koninklijke Vopak N.V.,NL0009432491,2.09,"AQR Capital Management, LLC",2018-07-12,archive
BE Semiconductor Industries N.V.,NL0012866412,0.67,CQS (UK) LLP,2018-07-12,archive
Fugro N.V.,NL0000352565,1.3,HBK Investments LP,2018-07-12,archive
Fugro N.V.,NL0000352565,1.51,Jupiter Investment Management Limited,2018-07-12,archive
ARCADIS N.V.,NL0006237562,2.43,Lansdowne Partners (UK) LLP,2018-07-12,archive
ARCADIS N.V.,NL0006237562,2.52,Marshall Wace LLP,2018-07-12,archive
Pharming Group N.V.,NL0010391025,0.94,"WorldQuant, LLC",2018-07-12,archive
Wereldhave N.V.,NL0000289213,0.81,"WorldQuant, LLC",2018-07-12,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.6,AHL Partners LLP,2018-07-11,archive
SBM Offshore N.V.,NL0000360618,2.18,"AQR Capital Management, LLC",2018-07-11,archive
Aperam S.A.,LU0569974404,0.6,"Arrowstreet Capital, Limited Partnership",2018-07-11,archive
Flow Traders Ltd.,NL0011279492,0.61,Capital Fund Management S.A.,2018-07-11,archive
PostNL N.V.,NL0009739416,1.1,Capital Fund Management S.A.,2018-07-11,archive
PostNL N.V.,NL0009739416,1.2,Jupiter Investment Management Limited,2018-07-11,archive
PostNL N.V.,NL0009739416,1.13,Marshall Wace LLP,2018-07-11,archive
Wereldhave N.V.,NL0000289213,1.11,Millennium International Management LP,2018-07-11,archive
BE Semiconductor Industries N.V.,NL0012866412,0.46,"PDT Partners, LLC",2018-07-11,archive
Pharming Group N.V.,NL0010391025,0.88,"WorldQuant, LLC",2018-07-11,archive
ARCADIS N.V.,NL0006237562,1.19,AKO Capital LLP,2018-07-10,archive
SBM Offshore N.V.,NL0000360618,2.22,"AQR Capital Management, LLC",2018-07-10,archive
ARCADIS N.V.,NL0006237562,1.41,BlackRock Investment Management (UK) Limited,2018-07-10,archive
Fugro N.V.,NL0000352565,1.29,HBK Investments LP,2018-07-10,archive
ARCADIS N.V.,NL0006237562,0.75,Marshall Wace Asia Limited,2018-07-10,archive
ARCADIS N.V.,NL0006237562,2.41,Marshall Wace LLP,2018-07-10,archive
TomTom N.V.,NL0000387058,0.76,Marshall Wace LLP,2018-07-10,archive
Wereldhave N.V.,NL0000289213,1.09,Millennium International Management LP,2018-07-10,archive
Fugro N.V.,NL0000352565,1.18,Oxford Asset Management,2018-07-10,archive
Galapagos NV,BE0003818359,0.49,Oxford Asset Management,2018-07-10,archive
Fugro N.V.,NL0000352565,1.35,"WorldQuant, LLC",2018-07-10,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.68,"WorldQuant, LLC",2018-07-10,archive
Pharming Group N.V.,NL0010391025,0.76,"WorldQuant, LLC",2018-07-10,archive
PostNL N.V.,NL0009739416,0.99,"WorldQuant, LLC",2018-07-10,archive
BE Semiconductor Industries N.V.,NL0012866412,0.7,CQS (UK) LLP,2018-07-09,archive
Wereldhave N.V.,NL0000289213,0.69,GSA Capital Partners LLP,2018-07-09,archive
ARCADIS N.V.,NL0006237562,2.1,Marshall Wace LLP,2018-07-09,archive
PostNL N.V.,NL0009739416,1.04,Marshall Wace LLP,2018-07-09,archive
Fugro N.V.,NL0000352565,0.99,Systematica Investments Limited,2018-07-09,archive
AEGON Ltd.,NL0000303709,0.52,Viking Global Investors LP,2018-07-09,archive
Fugro N.V.,NL0000352565,1.27,"WorldQuant, LLC",2018-07-09,archive
PostNL N.V.,NL0009739416,1.01,"WorldQuant, LLC",2018-07-09,archive
SBM Offshore N.V.,NL0000360618,2.19,"AQR Capital Management, LLC",2018-07-06,archive
Fugro N.V.,NL0000352565,0.73,BlueCrest Capital Management Limited,2018-07-06,archive
Wereldhave N.V.,NL0000289213,0.45,"D. E. Shaw & Co., L.P.",2018-07-06,archive
Wereldhave N.V.,NL0000289213,0.7,GSA Capital Partners LLP,2018-07-06,archive
Eurocommercial Properties N.V.,NL0000288876,0.49,Marshall Wace LLP,2018-07-06,archive
Fugro N.V.,NL0000352565,1.36,Marshall Wace LLP,2018-07-06,archive
Fugro N.V.,NL0000352565,1.24,Oxford Asset Management,2018-07-06,archive
Fugro N.V.,NL0000352565,1.26,Sculptor Capital Management Europe Limited,2018-07-06,archive
Fugro N.V.,NL0000352565,1.0,Systematica Investments Limited,2018-07-06,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.78,"WorldQuant, LLC",2018-07-06,archive
PostNL N.V.,NL0009739416,0.99,"WorldQuant, LLC",2018-07-06,archive
Signify N.V.,NL0011821392,0.47,"WorldQuant, LLC",2018-07-06,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.52,AHL Partners LLP,2018-07-05,archive
ARCADIS N.V.,NL0006237562,2.33,Lansdowne Partners (UK) LLP,2018-07-05,archive
Signify N.V.,NL0011821392,0.62,Lansdowne Partners (UK) LLP,2018-07-05,archive
TomTom N.V.,NL0000387058,0.87,Marshall Wace LLP,2018-07-05,archive
AMG Critical Materials N.V.,NL0000888691,1.01,Millennium International Management LP,2018-07-05,archive
Pharming Group N.V.,NL0010391025,0.44,Oxford Asset Management,2018-07-05,archive
PostNL N.V.,NL0009739416,1.01,"WorldQuant, LLC",2018-07-05,archive
Wereldhave N.V.,NL0000289213,0.78,"WorldQuant, LLC",2018-07-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.97,Citadel Advisors II LLC,2018-07-04,archive
ARCADIS N.V.,NL0006237562,2.29,Lansdowne Partners (UK) LLP,2018-07-04,archive
Fugro N.V.,NL0000352565,1.01,Marshall Wace LLP,2018-07-04,archive
Koninklijke BAM Groep N.V.,NL0000337319,1.42,Marshall Wace LLP,2018-07-04,archive
PostNL N.V.,NL0009739416,0.92,Marshall Wace LLP,2018-07-04,archive
Galapagos NV,BE0003818359,0.5,Oxford Asset Management,2018-07-04,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.88,"WorldQuant, LLC",2018-07-04,archive
Signify N.V.,NL0011821392,0.5,"WorldQuant, LLC",2018-07-04,archive
Wereldhave N.V.,NL0000289213,0.8,"WorldQuant, LLC",2018-07-04,archive
Fugro N.V.,NL0000352565,1.07,AHL Partners LLP,2018-07-03,archive
TomTom N.V.,NL0000387058,0.48,"Arrowstreet Capital, Limited Partnership",2018-07-03,archive
NN Group N.V.,NL0010773842,0.6,B&G Master Fund Plc,2018-07-03,archive
Wereldhave N.V.,NL0000289213,0.52,"BlackRock Institutional Trust Company, National Association",2018-07-03,archive
Signify N.V.,NL0011821392,0.8,BlackRock Investment Management (UK) Limited,2018-07-03,archive
Flow Traders Ltd.,NL0011279492,0.59,Capital Fund Management S.A.,2018-07-03,archive
Wereldhave N.V.,NL0000289213,0.5,"Connor, Clark & Lunn Investment Management Ltd.",2018-07-03,archive
BE Semiconductor Industries N.V.,NL0012866412,0.65,CQS (UK) LLP,2018-07-03,archive
BE Semiconductor Industries N.V.,NL0012866412,0.74,"Davidson Kempner European Partners, LLP",2018-07-03,archive
ARCADIS N.V.,NL0006237562,2.01,Marshall Wace LLP,2018-07-03,archive
BE Semiconductor Industries N.V.,NL0012866412,0.52,"PDT Partners, LLC",2018-07-03,archive
Wereldhave N.V.,NL0000289213,0.78,"WorldQuant, LLC",2018-07-03,archive
Signify N.V.,NL0011821392,0.27,Aravt Global,2018-07-02,archive
Fugro N.V.,NL0000352565,1.92,Capital Fund Management S.A.,2018-07-02,archive
OCI N.V.,NL0010558797,0.8,Capital Fund Management S.A.,2018-07-02,archive
Wereldhave N.V.,NL0000289213,0.96,Capital Fund Management S.A.,2018-07-02,archive
Wereldhave N.V.,NL0000289213,0.82,Citadel Advisors II LLC,2018-07-02,archive
Wereldhave N.V.,NL0000289213,0.6,"Clinton Group, Inc",2018-07-02,archive
Wereldhave N.V.,NL0000289213,0.54,"D. E. Shaw & Co., L.P.",2018-07-02,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.46,"Davidson Kempner European Partners, LLP",2018-07-02,archive
Wereldhave N.V.,NL0000289213,0.61,GSA Capital Partners LLP,2018-07-02,archive
PostNL N.V.,NL0009739416,1.1,Jupiter Investment Management Limited,2018-07-02,archive
Signify N.V.,NL0011821392,0.5,Lansdowne Partners (UK) LLP,2018-07-02,archive
PostNL N.V.,NL0009739416,0.84,Marshall Wace LLP,2018-07-02,archive
Wereldhave N.V.,NL0000289213,2.66,Marshall Wace LLP,2018-07-02,archive
AMG Critical Materials N.V.,NL0000888691,0.6,Millennium Capital Partners LLP,2018-07-02,archive
Galapagos NV,BE0003818359,0.61,"WorldQuant, LLC",2018-07-02,archive
PostNL N.V.,NL0009739416,0.9,"WorldQuant, LLC",2018-07-02,archive
Signify N.V.,NL0011821392,0.47,"WorldQuant, LLC",2018-07-02,archive
Signify N.V.,NL0011821392,0.52,Aravt Global,2018-06-29,archive
PostNL N.V.,NL0009739416,1.0,Capital Fund Management S.A.,2018-06-29,archive
Wereldhave N.V.,NL0000289213,0.59,"Clinton Group, Inc",2018-06-29,archive
ARCADIS N.V.,NL0006237562,0.5,Marshall Wace Asia Limited,2018-06-29,archive
AMG Critical Materials N.V.,NL0000888691,0.9,Millennium International Management LP,2018-06-29,archive
Signify N.V.,NL0011821392,2.08,Scopia Capital Management LP,2018-06-29,archive
PostNL N.V.,NL0009739416,0.61,Systematica Investments Limited,2018-06-29,archive
AEGON Ltd.,NL0000303709,0.66,Viking Global Investors LP,2018-06-29,archive
Signify N.V.,NL0011821392,0.51,"WorldQuant, LLC",2018-06-29,archive
Aperam S.A.,LU0569974404,0.5,"Arrowstreet Capital, Limited Partnership",2018-06-28,archive
NN Group N.V.,NL0010773842,0.59,B&G Master Fund Plc,2018-06-28,archive
Fugro N.V.,NL0000352565,0.48,BlackRock Investment Management (UK) Limited,2018-06-28,archive
Wereldhave N.V.,NL0000289213,0.6,"Clinton Group, Inc",2018-06-28,archive
Fugro N.V.,NL0000352565,1.31,HBK Investments LP,2018-06-28,archive
Fugro N.V.,NL0000352565,1.4,Jupiter Investment Management Limited,2018-06-28,archive
PostNL N.V.,NL0009739416,1.01,Jupiter Investment Management Limited,2018-06-28,archive
BE Semiconductor Industries N.V.,NL0012866412,3.09,Scopia Capital Management LP,2018-06-28,archive
AEGON Ltd.,NL0000303709,0.7,Viking Global Investors LP,2018-06-28,archive
Fugro N.V.,NL0000352565,1.19,"WorldQuant, LLC",2018-06-28,archive
Wereldhave N.V.,NL0000289213,0.59,"Clinton Group, Inc",2018-06-27,archive
Aperam S.A.,LU0569974404,0.44,CQS (UK) LLP,2018-06-27,archive
Fugro N.V.,NL0000352565,1.29,HBK Investments LP,2018-06-27,archive
ARCADIS N.V.,NL0006237562,1.91,Marshall Wace LLP,2018-06-27,archive
TomTom N.V.,NL0000387058,0.9,Marshall Wace LLP,2018-06-27,archive
Fugro N.V.,NL0000352565,1.2,"WorldQuant, LLC",2018-06-27,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.93,"WorldQuant, LLC",2018-06-27,archive
Wereldhave N.V.,NL0000289213,0.69,"WorldQuant, LLC",2018-06-27,archive
Fugro N.V.,NL0000352565,1.18,AHL Partners LLP,2018-06-26,archive
OCI N.V.,NL0010558797,0.7,Capital Fund Management S.A.,2018-06-26,archive
Fugro N.V.,NL0000352565,1.31,HBK Investments LP,2018-06-26,archive
Fugro N.V.,NL0000352565,1.32,Jupiter Investment Management Limited,2018-06-26,archive
Eurocommercial Properties N.V.,NL0000288876,0.5,Marshall Wace LLP,2018-06-26,archive
OCI N.V.,NL0010558797,0.59,Marshall Wace LLP,2018-06-26,archive
Signify N.V.,NL0011821392,1.84,Tybourne Capital Management (HK) Limited,2018-06-26,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.89,"WorldQuant, LLC",2018-06-26,archive
ARCADIS N.V.,NL0006237562,1.21,AKO Capital LLP,2018-06-25,archive
Wereldhave N.V.,NL0000289213,1.08,Capital Fund Management S.A.,2018-06-25,archive
BE Semiconductor Industries N.V.,NL0012866412,0.89,"Davidson Kempner European Partners, LLP",2018-06-25,archive
PostNL N.V.,NL0009739416,0.91,Jupiter Investment Management Limited,2018-06-25,archive
Fugro N.V.,NL0000352565,0.93,Marshall Wace LLP,2018-06-25,archive
BE Semiconductor Industries N.V.,NL0012866412,0.49,Pictet Asset Management S.A.,2018-06-25,archive
Fugro N.V.,NL0000352565,0.9,Systematica Investments Limited,2018-06-25,archive
Signify N.V.,NL0011821392,1.77,Tybourne Capital Management (HK) Limited,2018-06-25,archive
Fugro N.V.,NL0000352565,1.19,"WorldQuant, LLC",2018-06-25,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.92,"WorldQuant, LLC",2018-06-25,archive
Fugro N.V.,NL0000352565,1.8,Capital Fund Management S.A.,2018-06-22,archive
Fugro N.V.,NL0000352565,1.26,HBK Investments LP,2018-06-22,archive
Koninklijke BAM Groep N.V.,NL0000337319,1.39,Marshall Wace LLP,2018-06-22,archive
TomTom N.V.,NL0000387058,0.8,Marshall Wace LLP,2018-06-22,archive
BE Semiconductor Industries N.V.,NL0012866412,3.48,Scopia Capital Management LP,2018-06-22,archive
Fugro N.V.,NL0000352565,1.21,"WorldQuant, LLC",2018-06-22,archive
Wereldhave N.V.,NL0000289213,0.7,"WorldQuant, LLC",2018-06-22,archive
Wereldhave N.V.,NL0000289213,0.61,Citadel Advisors II LLC,2018-06-21,archive
BE Semiconductor Industries N.V.,NL0012866412,0.79,CQS (UK) LLP,2018-06-21,archive
ARCADIS N.V.,NL0006237562,1.82,Marshall Wace LLP,2018-06-21,archive
Wereldhave N.V.,NL0000289213,1.1,Millennium International Management LP,2018-06-21,archive
Pharming Group N.V.,NL0010391025,0.49,"WorldQuant, LLC",2018-06-21,archive
Fugro N.V.,NL0000352565,0.62,BlueCrest Capital Management Limited,2018-06-20,archive
Wereldhave N.V.,NL0000289213,0.58,Citadel Advisors II LLC,2018-06-20,archive
Fugro N.V.,NL0000352565,1.3,HBK Investments LP,2018-06-20,archive
Fugro N.V.,NL0000352565,1.2,Jupiter Investment Management Limited,2018-06-20,archive
Pharming Group N.V.,NL0010391025,0.5,"WorldQuant, LLC",2018-06-20,archive
Wereldhave N.V.,NL0000289213,0.65,"WorldQuant, LLC",2018-06-20,archive
PostNL N.V.,NL0009739416,0.9,Capital Fund Management S.A.,2018-06-19,archive
Wereldhave N.V.,NL0000289213,0.49,Citadel Advisors II LLC,2018-06-19,archive
Aperam S.A.,LU0569974404,0.59,CQS (UK) LLP,2018-06-19,archive
ARCADIS N.V.,NL0006237562,2.12,Lansdowne Partners (UK) LLP,2018-06-19,archive
