issuer_name,position_holder,net_short_position,isin,position_date,source
SBM Offshore N.V.,Marshall Wace LLP,1.8,NL0000360618,2015-01-30,archive
TomTom N.V.,Marshall Wace LLP,0.71,NL0000387058,2015-01-30,archive
TomTom N.V.,TT International,0.54,NL0000387058,2015-01-30,archive
Fugro N.V.,UBS Global Asset Management (UK) Ltd.,0.66,NL0000352565,2015-01-30,archive
Aperam S.A.,Adage Capital Management L.P.,4.41,LU0569974404,2015-01-29,archive
ArcelorMittal S.A.,"AQR Capital Management, LLC",0.82,LU0323134006,2015-01-29,archive
Fugro N.V.,"AQR Capital Management, LLC",2.12,NL0000352565,2015-01-29,archive
Koninklijke Heijmans N.V.,JPMorgan Asset Management (UK) Ltd.,0.6,NL0009269109,2015-01-29,archive
Fugro N.V.,Marshall Wace LLP,1.79,NL0000352565,2015-01-29,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.78,NL0000337319,2015-01-29,archive
SBM Offshore N.V.,Marshall Wace LLP,1.72,NL0000360618,2015-01-29,archive
Wolters Kluwer N.V.,Marshall Wace LLP,0.71,NL0000395903,2015-01-29,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.79,NL0000360618,2015-01-28,archive
Wolters Kluwer N.V.,Marshall Wace LLP,0.68,NL0000395903,2015-01-28,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.61,NL0000360618,2015-01-28,archive
Fugro N.V.,Marshall Wace LLP,1.87,NL0000352565,2015-01-27,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.85,NL0000337319,2015-01-27,archive
SBM Offshore N.V.,Marshall Wace LLP,1.6,NL0000360618,2015-01-27,archive
Wolters Kluwer N.V.,Marshall Wace LLP,0.54,NL0000395903,2015-01-27,archive
Fugro N.V.,UBS Global Asset Management (UK) Ltd.,0.52,NL0000352565,2015-01-27,archive
Fugro N.V.,"AQR Capital Management, LLC",2.05,NL0000352565,2015-01-26,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.6,NL0009432491,2015-01-26,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",3.4,NL0000360618,2015-01-26,archive
Fugro N.V.,Marshall Wace LLP,1.72,NL0000352565,2015-01-26,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.93,NL0000337319,2015-01-26,archive
TomTom N.V.,Marshall Wace LLP,0.61,NL0000387058,2015-01-26,archive
Fugro N.V.,Oxford Asset Management,0.61,NL0000352565,2015-01-26,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",3.32,NL0000360618,2015-01-23,archive
SBM Offshore N.V.,Marshall Wace LLP,1.53,NL0000360618,2015-01-23,archive
Fugro N.V.,"AQR Capital Management, LLC",2.16,NL0000352565,2015-01-22,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",3.24,NL0000360618,2015-01-22,archive
Aperam S.A.,"BlackRock Advisors, LLC",0.5,LU0569974404,2015-01-22,archive
Fugro N.V.,Marshall Wace LLP,1.69,NL0000352565,2015-01-22,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.07,NL0000337319,2015-01-22,archive
SBM Offshore N.V.,Marshall Wace LLP,1.46,NL0000360618,2015-01-22,archive
TomTom N.V.,Marshall Wace LLP,0.5,NL0000387058,2015-01-22,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.58,NL0000360618,2015-01-22,archive
Aperam S.A.,Adage Capital Management L.P.,4.66,LU0569974404,2015-01-21,archive
Fugro N.V.,"AQR Capital Management, LLC",2.22,NL0000352565,2015-01-21,archive
Aperam S.A.,CQS (UK) LLP,1.11,LU0569974404,2015-01-21,archive
Fugro N.V.,Marshall Wace LLP,1.58,NL0000352565,2015-01-21,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.15,NL0000337319,2015-01-21,archive
SBM Offshore N.V.,Marshall Wace LLP,1.34,NL0000360618,2015-01-21,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,1.05,NL0000360618,2015-01-20,archive
Fugro N.V.,Marshall Wace LLP,1.42,NL0000352565,2015-01-20,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.21,NL0000337319,2015-01-20,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.6,NL0000360618,2015-01-20,archive
Aperam S.A.,Marshall Wace LLP,0.43,LU0569974404,2015-01-19,archive
Fugro N.V.,Marshall Wace LLP,1.25,NL0000352565,2015-01-19,archive
Fugro N.V.,Oxford Asset Management,0.51,NL0000352565,2015-01-19,archive
Aperam S.A.,Adage Capital Management L.P.,4.78,LU0569974404,2015-01-16,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",3.13,NL0000360618,2015-01-16,archive
Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.69,LU0569974404,2015-01-16,archive
Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.6,NL0010776944,2015-01-16,archive
Aperam S.A.,BNP Paribas S.A.,0.8,LU0569974404,2015-01-16,archive
Aperam S.A.,CQS (UK) LLP,1.08,LU0569974404,2015-01-16,archive
Aperam S.A.,Marshall Wace LLP,0.52,LU0569974404,2015-01-16,archive
Fugro N.V.,Marshall Wace LLP,1.14,NL0000352565,2015-01-16,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.58,NL0000360618,2015-01-16,archive
Aperam S.A.,Adage Capital Management L.P.,4.8,LU0569974404,2015-01-15,archive
ArcelorMittal S.A.,"AQR Capital Management, LLC",0.7,LU0323134006,2015-01-15,archive
Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.7,LU0569974404,2015-01-15,archive
Aperam S.A.,BlackRock Investment Management (UK) Limited,0.5,LU0569974404,2015-01-15,archive
Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.52,NL0010776944,2015-01-15,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,1.12,NL0000360618,2015-01-15,archive
Aperam S.A.,BNP Paribas S.A.,0.74,LU0569974404,2015-01-15,archive
Fugro N.V.,Marshall Wace LLP,1.0,NL0000352565,2015-01-15,archive
SBM Offshore N.V.,Marshall Wace LLP,1.2,NL0000360618,2015-01-15,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.98,NL0000360618,2015-01-14,archive
Corbion N.V.,BlackRock Investment Management (UK) Limited,0.5,NL0010583399,2015-01-14,archive
Fugro N.V.,Marshall Wace LLP,0.79,NL0000352565,2015-01-14,archive
SBM Offshore N.V.,Marshall Wace LLP,1.1,NL0000360618,2015-01-14,archive
ArcelorMittal S.A.,Odey Asset Management LLP,0.53,LU0323134006,2015-01-14,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.6,NL0000360618,2015-01-14,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.88,NL0000360618,2015-01-13,archive
SBM Offshore N.V.,Man Investments Limited,0.62,NL0000360618,2015-01-13,archive
Aperam S.A.,Marshall Wace LLP,0.6,LU0569974404,2015-01-13,archive
Fugro N.V.,Marshall Wace LLP,0.57,NL0000352565,2015-01-13,archive
SBM Offshore N.V.,Marshall Wace LLP,1.03,NL0000360618,2015-01-13,archive
Fugro N.V.,"AQR Capital Management, LLC",2.07,NL0000352565,2015-01-12,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,1.01,NL0000360618,2015-01-12,archive
Aperam S.A.,BNP Paribas S.A.,0.81,LU0569974404,2015-01-12,archive
Aperam S.A.,CQS (UK) LLP,1.16,LU0569974404,2015-01-12,archive
TomTom N.V.,"Hound Partners, LLC",1.63,NL0000387058,2015-01-12,archive
SBM Offshore N.V.,Marshall Wace LLP,0.93,NL0000360618,2015-01-12,archive
Aperam S.A.,Adage Capital Management L.P.,4.9,LU0569974404,2015-01-09,archive
Fugro N.V.,"AQR Capital Management, LLC",1.95,NL0000352565,2015-01-09,archive
Aperam S.A.,BNP Paribas S.A.,0.91,LU0569974404,2015-01-09,archive
Aperam S.A.,Marshall Wace LLP,0.55,LU0569974404,2015-01-09,archive
SBM Offshore N.V.,Marshall Wace LLP,0.8,NL0000360618,2015-01-09,archive
Aperam S.A.,"BlackRock Advisors, LLC",0.49,LU0569974404,2015-01-08,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.98,NL0000360618,2015-01-08,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.93,NL0000360618,2015-01-08,archive
SBM Offshore N.V.,Marshall Wace LLP,0.72,NL0000360618,2015-01-08,archive
TomTom N.V.,"Hound Partners, LLC",1.53,NL0000387058,2015-01-07,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.32,NL0000337319,2015-01-07,archive
Fugro N.V.,"AQR Capital Management, LLC",1.81,NL0000352565,2015-01-06,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.83,NL0000360618,2015-01-06,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",1.86,NL0000387058,2015-01-06,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.22,NL0000337319,2015-01-06,archive
SBM Offshore N.V.,Marshall Wace LLP,0.6,NL0000360618,2015-01-06,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",1.7,NL0000387058,2015-01-05,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.1,NL0000337319,2015-01-05,archive
SBM Offshore N.V.,Marshall Wace LLP,0.59,NL0000360618,2015-01-05,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.58,NL0009432491,2015-01-02,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.49,NL0000337319,2015-01-02,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.76,NL0000360618,2015-01-01,archive
SBM Offshore N.V.,Marshall Wace LLP,0.6,NL0000360618,2014-12-31,archive
Aperam S.A.,BNP Paribas S.A.,0.8,LU0569974404,2014-12-30,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.59,NL0000337319,2014-12-24,archive
Fugro N.V.,"AQR Capital Management, LLC",1.79,NL0000352565,2014-12-23,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.9,NL0000337319,2014-12-23,archive
Fugro N.V.,Oxford Asset Management,0.46,NL0000352565,2014-12-23,archive
Aperam S.A.,Adage Capital Management L.P.,4.8,LU0569974404,2014-12-22,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.82,NL0000337319,2014-12-22,archive
Fugro N.V.,Oxford Asset Management,0.53,NL0000352565,2014-12-22,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.69,NL0000337319,2014-12-22,archive
Wereldhave N.V.,"Two Sigma Investments, LP",0.22,NL0000289213,2014-12-22,archive
Aperam S.A.,Adage Capital Management L.P.,4.75,LU0569974404,2014-12-19,archive
Fugro N.V.,"AQR Capital Management, LLC",1.88,NL0000352565,2014-12-19,archive
Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.69,LU0569974404,2014-12-19,archive
SBM Offshore N.V.,Egerton Capital (UK) LLP,0.95,NL0000360618,2014-12-19,archive
Fugro N.V.,Oxford Asset Management,0.6,NL0000352565,2014-12-19,archive
Fugro N.V.,"AQR Capital Management, LLC",1.98,NL0000352565,2014-12-18,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.8,NL0000360618,2014-12-18,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",1.07,NL0000360618,2014-12-18,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.99,NL0000360618,2014-12-18,archive
Aperam S.A.,BNP Paribas S.A.,0.7,LU0569974404,2014-12-18,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.73,NL0000337319,2014-12-18,archive
SBM Offshore N.V.,Marshall Wace LLP,0.59,NL0000360618,2014-12-18,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.79,NL0000337319,2014-12-18,archive
Aperam S.A.,Adage Capital Management L.P.,4.68,LU0569974404,2014-12-17,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.72,NL0000360618,2014-12-17,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.67,NL0000337319,2014-12-17,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.61,NL0000360618,2014-12-16,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,1.0,NL0000360618,2014-12-16,archive
Wereldhave N.V.,JPMorgan Asset Management (UK) Ltd.,0.4,NL0000289213,2014-12-16,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.42,NL0000337319,2014-12-16,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.59,NL0000360618,2014-12-16,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.18,NL0000337319,2014-12-15,archive
SBM Offshore N.V.,Marshall Wace LLP,0.6,NL0000360618,2014-12-15,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.6,NL0000360618,2014-12-15,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.5,NL0000360618,2014-12-12,archive
Aperam S.A.,"BlackRock Advisors, LLC",0.51,LU0569974404,2014-12-12,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.01,NL0000337319,2014-12-12,archive
Wereldhave N.V.,Susquehanna International Holdings LLC,0.45,NL0000289213,2014-12-12,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.44,NL0000360618,2014-12-11,archive
SBM Offshore N.V.,Marshall Wace LLP,0.57,NL0000360618,2014-12-11,archive
Fugro N.V.,Oxford Asset Management,0.52,NL0000352565,2014-12-11,archive
Wereldhave N.V.,Susquehanna International Holdings LLC,0.53,NL0000289213,2014-12-11,archive
Wereldhave N.V.,"Two Sigma Investments, LP",0.59,NL0000289213,2014-12-11,archive
Fugro N.V.,"AQR Capital Management, LLC",2.02,NL0000352565,2014-12-10,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.39,NL0000360618,2014-12-10,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",1.16,NL0000360618,2014-12-10,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.99,NL0000360618,2014-12-10,archive
Wereldhave N.V.,JPMorgan Asset Management (UK) Ltd.,0.65,NL0000289213,2014-12-10,archive
Fugro N.V.,Marshall Wace LLP,0.48,NL0000352565,2014-12-10,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.91,NL0000337319,2014-12-10,archive
SBM Offshore N.V.,Marshall Wace LLP,0.6,NL0000360618,2014-12-10,archive
Koninklijke BAM Groep N.V.,Oxford Asset Management,0.88,NL0000337319,2014-12-10,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.5,NL0000360618,2014-12-10,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.82,NL0000337319,2014-12-09,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,1.0,NL0000360618,2014-12-08,archive
SBM Offshore N.V.,Man Investments Limited,0.51,NL0000360618,2014-12-08,archive
SBM Offshore N.V.,Marshall Wace LLP,0.56,NL0000360618,2014-12-08,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.78,NL0000337319,2014-12-05,archive
SBM Offshore N.V.,Marshall Wace LLP,0.49,NL0000360618,2014-12-05,archive
Fugro N.V.,"AQR Capital Management, LLC",1.98,NL0000352565,2014-12-04,archive
SBM Offshore N.V.,Marshall Wace LLP,0.5,NL0000360618,2014-12-04,archive
Aperam S.A.,Adage Capital Management L.P.,4.73,LU0569974404,2014-12-03,archive
Aperam S.A.,CQS (UK) LLP,1.29,LU0569974404,2014-12-03,archive
Fugro N.V.,Marshall Wace LLP,0.56,NL0000352565,2014-12-03,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.86,NL0000337319,2014-12-03,archive
Fugro N.V.,"AQR Capital Management, LLC",1.87,NL0000352565,2014-12-02,archive
Fugro N.V.,Marshall Wace LLP,0.67,NL0000352565,2014-12-02,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.98,NL0000337319,2014-12-01,archive
Eurocommercial Properties N.V.,Wellington Management Company LLP,0.79,NL0000288876,2014-12-01,archive
Fugro N.V.,Marshall Wace LLP,0.78,NL0000352565,2014-11-28,archive
SBM Offshore N.V.,"Discovery Capital Management, LLC",1.58,NL0000360618,2014-11-27,archive
SBM Offshore N.V.,Egerton Capital (UK) LLP,0.75,NL0000360618,2014-11-27,archive
Fugro N.V.,Marshall Wace LLP,0.81,NL0000352565,2014-11-27,archive
Fugro N.V.,Marshall Wace LLP,0.77,NL0000352565,2014-11-25,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.08,NL0000337319,2014-11-25,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.93,NL0000360618,2014-11-24,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",1.2,NL0000360618,2014-11-21,archive
Fugro N.V.,Marshall Wace LLP,0.81,NL0000352565,2014-11-21,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.83,NL0000360618,2014-11-20,archive
Fugro N.V.,Marshall Wace LLP,1.04,NL0000352565,2014-11-20,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.17,NL0000337319,2014-11-20,archive
Aperam S.A.,Adage Capital Management L.P.,4.65,LU0569974404,2014-11-19,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",1.14,NL0000360618,2014-11-19,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.29,NL0000360618,2014-11-18,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.74,NL0000360618,2014-11-18,archive
Aperam S.A.,CQS (UK) LLP,1.3,LU0569974404,2014-11-18,archive
Fugro N.V.,Marshall Wace LLP,1.19,NL0000352565,2014-11-18,archive
Fugro N.V.,"WorldQuant, LLC",0.43,NL0000352565,2014-11-18,archive
Fugro N.V.,"AQR Capital Management, LLC",1.69,NL0000352565,2014-11-17,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.3,NL0000360618,2014-11-17,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",1.04,NL0000360618,2014-11-17,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.67,NL0000360618,2014-11-17,archive
Fugro N.V.,Marshall Wace LLP,1.33,NL0000352565,2014-11-17,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.27,NL0000337319,2014-11-17,archive
Fugro N.V.,"WorldQuant, LLC",0.58,NL0000352565,2014-11-17,archive
Fugro N.V.,"AQR Capital Management, LLC",1.7,NL0000352565,2014-11-14,archive
Fugro N.V.,Marshall Wace LLP,1.46,NL0000352565,2014-11-14,archive
Fugro N.V.,Oxford Asset Management,0.43,NL0000352565,2014-11-14,archive
Fugro N.V.,"WorldQuant, LLC",0.64,NL0000352565,2014-11-14,archive
Aperam S.A.,Adage Capital Management L.P.,4.46,LU0569974404,2014-11-13,archive
Aperam S.A.,Adage Capital Management L.P.,4.34,LU0569974404,2014-11-12,archive
Fugro N.V.,"AQR Capital Management, LLC",1.89,NL0000352565,2014-11-12,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.2,NL0000360618,2014-11-12,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.59,NL0000360618,2014-11-12,archive
SBM Offshore N.V.,"Discovery Capital Management, LLC",1.23,NL0000360618,2014-11-12,archive
TomTom N.V.,"Hound Partners, LLC",1.41,NL0000387058,2014-11-12,archive
Fugro N.V.,Marshall Wace LLP,1.67,NL0000352565,2014-11-12,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.38,NL0000337319,2014-11-12,archive
SBM Offshore N.V.,Marshall Wace LLP,0.42,NL0000360618,2014-11-12,archive
Fugro N.V.,"WorldQuant, LLC",0.55,NL0000352565,2014-11-12,archive
Koninklijke Vopak N.V.,Adelphi Capital LLP,0.48,NL0009432491,2014-11-11,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.91,NL0000360618,2014-11-11,archive
Fugro N.V.,Marshall Wace LLP,1.81,NL0000352565,2014-11-11,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.44,NL0000337319,2014-11-11,archive
SBM Offshore N.V.,Marshall Wace LLP,0.85,NL0000360618,2014-11-11,archive
Fugro N.V.,"WorldQuant, LLC",0.63,NL0000352565,2014-11-11,archive
Aperam S.A.,Adage Capital Management L.P.,4.2,LU0569974404,2014-11-10,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.84,NL0000360618,2014-11-10,archive
SBM Offshore N.V.,Kynikos Associates LP,0.56,NL0000360618,2014-11-10,archive
Fugro N.V.,Marshall Wace LLP,2.02,NL0000352565,2014-11-10,archive
SBM Offshore N.V.,Marshall Wace LLP,0.92,NL0000360618,2014-11-10,archive
Fugro N.V.,Martin Currie Investment Management Ltd.,0.34,NL0000352565,2014-11-10,archive
Fugro N.V.,Oxford Asset Management,0.59,NL0000352565,2014-11-10,archive
Fugro N.V.,TT International,0.21,NL0000352565,2014-11-10,archive
Fugro N.V.,"WorldQuant, LLC",0.74,NL0000352565,2014-11-10,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.13,NL0000360618,2014-11-07,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.48,NL0000352565,2014-11-07,archive
Fugro N.V.,Marshall Wace LLP,2.9,NL0000352565,2014-11-07,archive
SBM Offshore N.V.,Marshall Wace LLP,1.07,NL0000360618,2014-11-07,archive
Fugro N.V.,TT International,0.62,NL0000352565,2014-11-07,archive
Fugro N.V.,"WorldQuant, LLC",0.67,NL0000352565,2014-11-07,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.47,NL0000337319,2014-11-07,archive
Fugro N.V.,"AQR Capital Management, LLC",1.95,NL0000352565,2014-11-06,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.73,NL0000360618,2014-11-06,archive
Fugro N.V.,Citadel Advisors II LLC,0.49,NL0000352565,2014-11-06,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",0.33,NL0000337319,2014-11-06,archive
SBM Offshore N.V.,Man Investments Limited,0.48,NL0000360618,2014-11-06,archive
Fugro N.V.,Marshall Wace LLP,3.28,NL0000352565,2014-11-06,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.55,NL0000337319,2014-11-06,archive
Aperam S.A.,Adage Capital Management L.P.,4.01,LU0569974404,2014-11-05,archive
Fugro N.V.,"AQR Capital Management, LLC",2.09,NL0000352565,2014-11-05,archive
Fugro N.V.,Marshall Wace LLP,3.99,NL0000352565,2014-11-05,archive
SBM Offshore N.V.,Marshall Wace LLP,1.16,NL0000360618,2014-11-05,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.59,NL0000337319,2014-11-05,archive
Aperam S.A.,Adage Capital Management L.P.,3.77,LU0569974404,2014-11-04,archive
Fugro N.V.,"AQR Capital Management, LLC",1.78,NL0000352565,2014-11-04,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",0.58,NL0000352565,2014-11-04,archive
TomTom N.V.,"BlueMountain Capital Management, LLC",1.62,NL0000387058,2014-11-04,archive
Fugro N.V.,GAM Investment Management Lugano SA,0.19,NL0000352565,2014-11-04,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",0.61,NL0000337319,2014-11-04,archive
SBM Offshore N.V.,Man Investments Limited,0.5,NL0000360618,2014-11-04,archive
Fugro N.V.,Marshall Wace LLP,3.52,NL0000352565,2014-11-04,archive
SBM Offshore N.V.,Marshall Wace LLP,1.08,NL0000360618,2014-11-04,archive
Fugro N.V.,Marshall Wace LLP,2.73,NL0000352565,2014-11-03,archive
SBM Offshore N.V.,Marshall Wace LLP,1.1,NL0000360618,2014-11-03,archive
Fugro N.V.,Martin Currie Investment Management Ltd.,0.55,NL0000352565,2014-11-03,archive
Fugro N.V.,Oxford Asset Management,0.8,NL0000352565,2014-11-03,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.66,NL0000337319,2014-11-03,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.45,NL0000360618,2014-11-03,archive
Aperam S.A.,Adage Capital Management L.P.,3.6,LU0569974404,2014-10-31,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.6,NL0000360618,2014-10-31,archive
Fugro N.V.,BlackRock Investment Management (UK) Limited,0.16,NL0000352565,2014-10-31,archive
Fugro N.V.,Citadel Advisors II LLC,0.56,NL0000352565,2014-10-31,archive
Fugro N.V.,Marshall Wace LLP,2.32,NL0000352565,2014-10-31,archive
Fugro N.V.,Oxford Asset Management,0.73,NL0000352565,2014-10-31,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.51,NL0000360618,2014-10-31,archive
Aperam S.A.,Adage Capital Management L.P.,3.48,LU0569974404,2014-10-30,archive
Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.71,LU0569974404,2014-10-30,archive
Fugro N.V.,Marshall Wace LLP,1.77,NL0000352565,2014-10-30,archive
SBM Offshore N.V.,Marshall Wace LLP,1.02,NL0000360618,2014-10-30,archive
Fugro N.V.,UBS Limited,0.47,NL0000352565,2014-10-30,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.76,NL0000337319,2014-10-30,archive
Aperam S.A.,Marshall Wace LLP,0.47,LU0569974404,2014-10-29,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.69,NL0000337319,2014-10-29,archive
Fugro N.V.,UBS Limited,0.5,NL0000352565,2014-10-29,archive
Aperam S.A.,Adage Capital Management L.P.,3.35,LU0569974404,2014-10-28,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.52,NL0000360618,2014-10-28,archive
Fugro N.V.,Marshall Wace LLP,1.14,NL0000352565,2014-10-28,archive
SBM Offshore N.V.,Marshall Wace LLP,0.9,NL0000360618,2014-10-28,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.63,NL0000360618,2014-10-28,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.6,NL0000360618,2014-10-27,archive
TomTom N.V.,"Hound Partners, LLC",1.31,NL0000387058,2014-10-27,archive
Aperam S.A.,Marshall Wace LLP,0.56,LU0569974404,2014-10-27,archive
SBM Offshore N.V.,"WorldQuant, LLC",0.56,NL0000360618,2014-10-27,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.01,NL0000360618,2014-10-24,archive
Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.65,LU0569974404,2014-10-24,archive
TomTom N.V.,"Hound Partners, LLC",1.23,NL0000387058,2014-10-24,archive
Aperam S.A.,Marshall Wace LLP,0.61,LU0569974404,2014-10-24,archive
Fugro N.V.,Marshall Wace LLP,1.25,NL0000352565,2014-10-24,archive
SBM Offshore N.V.,Marshall Wace LLP,0.8,NL0000360618,2014-10-24,archive
Fugro N.V.,Oxford Asset Management,0.62,NL0000352565,2014-10-24,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.99,NL0000360618,2014-10-23,archive
Fugro N.V.,Lansdowne Partners (UK) LLP,0.45,NL0000352565,2014-10-23,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.89,NL0000337319,2014-10-23,archive
TomTom N.V.,"Hound Partners, LLC",1.11,NL0000387058,2014-10-22,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.79,NL0000337319,2014-10-22,archive
Aperam S.A.,TT International,0.23,LU0569974404,2014-10-22,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.9,NL0000337319,2014-10-22,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.03,NL0000360618,2014-10-21,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.49,NL0000360618,2014-10-21,archive
SBM Offshore N.V.,BlueCrest Capital Management Limited,0.51,NL0000360618,2014-10-21,archive
