issuer_name,position_holder,net_short_position,isin,position_date,source
Signify N.V.,Marshall Wace LLP,1.92,NL0011821392,2026-03-03,current
NSI N.V.,Numeric Investors LLC,0.52,NL0012365084,2026-03-03,current
Theon International Plc,Qube Research & Technologies Ltd.,0.6,CY0200751713,2026-03-03,current
Alfen N.V.,Voleon Capital Management LP,2.01,NL0012817175,2026-03-03,current
Signify N.V.,Citadel Advisors LLC,1.7,NL0011821392,2026-03-02,current
Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.7,NL0000395903,2026-03-02,current
Theon International Plc,"Two Sigma Investments, LP",0.59,CY0200751713,2026-03-02,current
Alfen N.V.,Voleon Capital Management LP,1.95,NL0012817175,2026-03-02,current
IMCD N.V.,"BlackRock Advisors, LLC",0.69,NL0010801007,2026-02-27,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.18,NL0010801007,2026-02-27,current
Signify N.V.,Marshall Wace LLP,1.88,NL0011821392,2026-02-27,current
InPost S.A.,"Two Sigma Investments, LP",0.81,LU2290522684,2026-02-27,current
ARCADIS N.V.,"AQR Capital Management, LLC",0.71,NL0006237562,2026-02-26,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.38,NL0012817175,2026-02-26,current
Signify N.V.,Marshall Wace LLP,1.9,NL0011821392,2026-02-26,current
The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.01,NL0015002MS2,2026-02-26,current
Signify N.V.,"PDT Partners, LLC",0.78,NL0011821392,2026-02-26,current
Akzo Nobel N.V.,AKO Capital LLP,1.14,NL0013267909,2026-02-25,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.12,CH1216478797,2026-02-25,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.29,NL0010801007,2026-02-24,current
ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.7,NL0006237562,2026-02-24,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.31,NL0013267909,2026-02-24,current
Signify N.V.,Citadel Advisors LLC,1.63,NL0011821392,2026-02-23,current
The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.91,NL0015002MS2,2026-02-23,current
Signify N.V.,"PDT Partners, LLC",0.8,NL0011821392,2026-02-23,current
Signify N.V.,Citadel Advisors LLC,1.58,NL0011821392,2026-02-20,current
Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.6,NL0000395903,2026-02-20,current
Shell plc,"Elliott Investment Management, L.P",0.7,GB00BP6MXD84,2026-02-20,current
Signify N.V.,Marshall Wace LLP,1.84,NL0011821392,2026-02-20,current
ARCADIS N.V.,Squarepoint Ops LLC,1.17,NL0006237562,2026-02-20,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.48,NL0012817175,2026-02-19,current
ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.62,NL0006237562,2026-02-19,current
InPost S.A.,"Two Sigma Investments, LP",0.7,LU2290522684,2026-02-19,current
Alfen N.V.,Voleon Capital Management LP,1.84,NL0012817175,2026-02-19,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,NL0010801007,2026-02-18,current
Signify N.V.,Citadel Advisors LLC,1.62,NL0011821392,2026-02-18,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.23,NL0013267909,2026-02-18,current
IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.72,NL0010801007,2026-02-18,current
The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.81,NL0015002MS2,2026-02-18,current
IMCD N.V.,"PDT Partners, LLC",0.63,NL0010801007,2026-02-18,current
Alfen N.V.,Voleon Capital Management LP,1.77,NL0012817175,2026-02-18,current
Alfen N.V.,"WorldQuant, LLC",3.25,NL0012817175,2026-02-18,current
Wereldhave N.V.,Citadel Advisors LLC,0.58,NL0000289213,2026-02-17,current
Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.59,NL0000395903,2026-02-17,current
Signify N.V.,Eleva Capital SAS,0.92,NL0011821392,2026-02-17,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.07,CH1216478797,2026-02-17,current
Alfen N.V.,Voleon Capital Management LP,1.68,NL0012817175,2026-02-17,current
Alfen N.V.,"WorldQuant, LLC",3.11,NL0012817175,2026-02-17,current
Wereldhave N.V.,Citadel Advisors LLC,0.6,NL0000289213,2026-02-16,current
Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.6,NL0000395903,2026-02-16,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.12,CH1216478797,2026-02-16,current
The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.7,NL0015002MS2,2026-02-16,current
Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.59,NL0000395903,2026-02-13,current
PostNL N.V.,Marshall Wace LLP,0.79,NL0009739416,2026-02-13,current
Signify N.V.,Marshall Wace LLP,1.71,NL0011821392,2026-02-13,current
The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.68,NL0015002MS2,2026-02-13,current
Theon International Plc,"Two Sigma Investments, LP",0.61,CY0200751713,2026-02-13,current
Alfen N.V.,Voleon Capital Management LP,1.51,NL0012817175,2026-02-13,current
Alfen N.V.,"WorldQuant, LLC",3.01,NL0012817175,2026-02-13,current
IMCD N.V.,"BlackRock Advisors, LLC",0.73,NL0010801007,2026-02-12,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.45,NL0010801007,2026-02-12,current
Signify N.V.,Citadel Advisors LLC,1.58,NL0011821392,2026-02-12,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.38,CH1216478797,2026-02-12,current
The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.5,NL0015002MS2,2026-02-12,current
Signify N.V.,"PDT Partners, LLC",0.78,NL0011821392,2026-02-12,current
InPost S.A.,"Two Sigma Investments, LP",0.6,LU2290522684,2026-02-12,current
Alfen N.V.,Voleon Capital Management LP,1.43,NL0012817175,2026-02-12,current
Alfen N.V.,"WorldQuant, LLC",2.9,NL0012817175,2026-02-12,current
IMCD N.V.,Acadian Asset Management LLC.,0.5,NL0010801007,2026-02-11,current
Akzo Nobel N.V.,AKO Capital LLP,1.08,NL0013267909,2026-02-11,current
IMCD N.V.,"BlackRock Advisors, LLC",0.9,NL0010801007,2026-02-11,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.57,NL0012817175,2026-02-11,current
IMCD N.V.,"Two Sigma Investments, LP",0.6,NL0010801007,2026-02-11,current
Alfen N.V.,Voleon Capital Management LP,1.39,NL0012817175,2026-02-11,current
Wereldhave N.V.,Citadel Advisors LLC,0.58,NL0000289213,2026-02-10,current
PostNL N.V.,"D. E. Shaw & Co., L.P.",0.79,NL0009739416,2026-02-10,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.1,NL0013267909,2026-02-10,current
Signify N.V.,Marshall Wace LLP,1.64,NL0011821392,2026-02-10,current
Theon International Plc,Qube Research & Technologies Ltd.,0.5,CY0200751713,2026-02-10,current
ARCADIS N.V.,Squarepoint Ops LLC,1.09,NL0006237562,2026-02-10,current
Alfen N.V.,Voleon Capital Management LP,1.41,NL0012817175,2026-02-10,current
Pharming Group N.V.,"D. E. Shaw & Co., L.P.",0.6,NL0010391025,2026-02-06,current
Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,1.59,NL0011872650,2026-02-06,current
IMCD N.V.,"PDT Partners, LLC",0.5,NL0010801007,2026-02-06,current
ARCADIS N.V.,"AQR Capital Management, LLC",0.6,NL0006237562,2026-02-05,current
IMCD N.V.,"BlackRock Advisors, LLC",1.05,NL0010801007,2026-02-05,current
Signify N.V.,Citadel Advisors LLC,1.6,NL0011821392,2026-02-05,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.02,NL0013267909,2026-02-05,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.5,NL0010801007,2026-02-04,current
IMCD N.V.,Caisse de dépôt et placement du Québec,0.66,NL0010801007,2026-02-04,current
Pharming Group N.V.,"D. E. Shaw & Co., L.P.",0.59,NL0010391025,2026-02-04,current
Pharming Group N.V.,Lazard Asset Management LLC,0.89,NL0010391025,2026-02-04,current
PostNL N.V.,Marshall Wace LLP,0.82,NL0009739416,2026-02-04,current
Signify N.V.,Marshall Wace LLP,1.51,NL0011821392,2026-02-04,current
Alfen N.V.,Voleon Capital Management LP,1.38,NL0012817175,2026-02-04,current
Akzo Nobel N.V.,AKO Capital LLP,1.12,NL0013267909,2026-02-03,current
IMCD N.V.,"Arrowstreet Capital, Limited Partnership",0.9,NL0010801007,2026-02-03,current
Signify N.V.,Citadel Advisors LLC,1.5,NL0011821392,2026-02-03,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.41,CH1216478797,2026-02-03,current
Pharming Group N.V.,Lazard Asset Management LLC,0.9,NL0010391025,2026-02-03,current
CVC Capital Partners plc,Qube Research & Technologies Ltd.,0.5,JE00BRX98089,2026-02-03,current
Alfen N.V.,Voleon Capital Management LP,1.46,NL0012817175,2026-02-03,current
Signify N.V.,"AQR Capital Management, LLC",0.91,NL0011821392,2026-02-02,current
Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.66,NL0010391025,2026-02-02,current
Signify N.V.,Citadel Advisors LLC,1.42,NL0011821392,2026-02-02,current
ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.5,NL0006237562,2026-02-02,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.93,NL0013267909,2026-02-02,current
Pharming Group N.V.,Lazard Asset Management LLC,0.89,NL0010391025,2026-02-02,current
PostNL N.V.,Marshall Wace LLP,0.78,NL0009739416,2026-02-02,current
Signify N.V.,Marshall Wace LLP,1.45,NL0011821392,2026-02-02,current
Signify N.V.,"PDT Partners, LLC",0.8,NL0011821392,2026-02-02,current
Universal Music Group N.V.,"AQR Capital Management, LLC",0.5,NL0015000IY2,2026-01-30,current
Signify N.V.,Citadel Advisors LLC,1.25,NL0011821392,2026-01-30,current
Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.9,NL0011872650,2026-01-30,current
Signify N.V.,Marshall Wace LLP,1.39,NL0011821392,2026-01-30,current
Signify N.V.,"PDT Partners, LLC",0.76,NL0011821392,2026-01-30,current
ARCADIS N.V.,Squarepoint Ops LLC,1.19,NL0006237562,2026-01-30,current
Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.72,NL0010391025,2026-01-29,current
Signify N.V.,Citadel Advisors LLC,1.1,NL0011821392,2026-01-29,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.8,NL0013267909,2026-01-29,current
Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,1.68,NL0011872650,2026-01-29,current
IMCD N.V.,"BlackRock Advisors, LLC",1.1,NL0010801007,2026-01-28,current
Signify N.V.,Citadel Advisors LLC,1.03,NL0011821392,2026-01-28,current
Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.61,NL0000395903,2026-01-28,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.67,NL0013267909,2026-01-28,current
Akzo Nobel N.V.,AKO Capital LLP,1.07,NL0013267909,2026-01-27,current
IMCD N.V.,Caisse de dépôt et placement du Québec,0.57,NL0010801007,2026-01-27,current
Signify N.V.,Citadel Advisors LLC,0.9,NL0011821392,2026-01-27,current
Signify N.V.,Eleva Capital SAS,0.78,NL0011821392,2026-01-27,current
Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,1.72,NL0011872650,2026-01-27,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.51,NL0013267909,2026-01-26,current
Signify N.V.,Marshall Wace LLP,1.49,NL0011821392,2026-01-26,current
Alfen N.V.,Voleon Capital Management LP,1.5,NL0012817175,2026-01-26,current
Alfen N.V.,"WorldQuant, LLC",2.72,NL0012817175,2026-01-26,current
ARCADIS N.V.,"AQR Capital Management, LLC",0.5,NL0006237562,2026-01-22,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.69,NL0012817175,2026-01-22,current
PostNL N.V.,"D. E. Shaw & Co., L.P.",0.89,NL0009739416,2026-01-22,current
Pharming Group N.V.,Lazard Asset Management LLC,0.91,NL0010391025,2026-01-22,current
Alfen N.V.,Voleon Capital Management LP,1.49,NL0012817175,2026-01-22,current
IMCD N.V.,"BlackRock Advisors, LLC",1.02,NL0010801007,2026-01-21,current
Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.87,NL0010391025,2026-01-21,current
PostNL N.V.,Marshall Wace LLP,0.89,NL0009739416,2026-01-21,current
IMCD N.V.,"Two Sigma Investments, LP",0.51,NL0010801007,2026-01-21,current
Alfen N.V.,"WorldQuant, LLC",2.61,NL0012817175,2026-01-21,current
Signify N.V.,Citadel Advisors LLC,0.81,NL0011821392,2026-01-20,current
Wereldhave N.V.,Citadel Advisors LLC,0.6,NL0000289213,2026-01-20,current
PostNL N.V.,"D. E. Shaw & Co., L.P.",0.9,NL0009739416,2026-01-20,current
Signify N.V.,Citadel Advisors LLC,0.77,NL0011821392,2026-01-19,current
Alfen N.V.,Voleon Capital Management LP,1.55,NL0012817175,2026-01-19,current
Alfen N.V.,"WorldQuant, LLC",2.53,NL0012817175,2026-01-19,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,NL0010801007,2026-01-16,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.38,CH1216478797,2026-01-16,current
PostNL N.V.,Marshall Wace LLP,0.9,NL0009739416,2026-01-16,current
Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.51,NL0000395903,2026-01-15,current
Signify N.V.,Marshall Wace LLP,1.59,NL0011821392,2026-01-14,current
ARCADIS N.V.,Squarepoint Ops LLC,1.28,NL0006237562,2026-01-14,current
PostNL N.V.,Marshall Wace LLP,0.81,NL0009739416,2026-01-13,current
ARCADIS N.V.,Squarepoint Ops LLC,1.3,NL0006237562,2026-01-13,current
Alfen N.V.,"WorldQuant, LLC",2.41,NL0012817175,2026-01-13,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.7,NL0012817175,2026-01-12,current
Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.89,NL0011872650,2026-01-12,current
Alfen N.V.,Voleon Capital Management LP,1.42,NL0012817175,2026-01-12,current
Alfen N.V.,"WorldQuant, LLC",2.37,NL0012817175,2026-01-12,current
Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.91,NL0010391025,2026-01-09,current
Signify N.V.,Citadel Advisors LLC,0.6,NL0011821392,2026-01-09,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.69,NL0012817175,2026-01-09,current
PostNL N.V.,"D. E. Shaw & Co., L.P.",0.88,NL0009739416,2026-01-09,current
Shell plc,"Elliott Investment Management, L.P",0.6,GB00BP6MXD84,2026-01-09,current
Signify N.V.,"PDT Partners, LLC",0.69,NL0011821392,2026-01-09,current
ARCADIS N.V.,Squarepoint Ops LLC,1.29,NL0006237562,2026-01-09,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,NL0010801007,2026-01-08,current
Signify N.V.,Citadel Advisors LLC,0.57,NL0011821392,2026-01-08,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.7,NL0012817175,2026-01-08,current
PostNL N.V.,"D. E. Shaw & Co., L.P.",0.9,NL0009739416,2026-01-08,current
Signify N.V.,"PDT Partners, LLC",0.7,NL0011821392,2026-01-08,current
Theon International Plc,"Two Sigma Investments, LP",0.59,CY0200751713,2026-01-08,current
Alfen N.V.,Voleon Capital Management LP,1.33,NL0012817175,2026-01-08,current
Alfen N.V.,"WorldQuant, LLC",2.23,NL0012817175,2026-01-08,current
Signify N.V.,Citadel Advisors LLC,0.6,NL0011821392,2026-01-07,current
PostNL N.V.,"D. E. Shaw & Co., L.P.",0.89,NL0009739416,2026-01-07,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.41,NL0010801007,2026-01-06,current
Signify N.V.,Marshall Wace LLP,1.67,NL0011821392,2026-01-06,current
Theon International Plc,"Two Sigma Investments, LP",0.6,CY0200751713,2026-01-06,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,NL0010801007,2026-01-05,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.4,CH1216478797,2026-01-05,current
Theon International Plc,"Two Sigma Investments, LP",0.59,CY0200751713,2026-01-05,current
Alfen N.V.,Voleon Capital Management LP,1.22,NL0012817175,2026-01-05,current
Alfen N.V.,"WorldQuant, LLC",2.14,NL0012817175,2026-01-05,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.68,NL0012817175,2026-01-02,current
PostNL N.V.,Marshall Wace LLP,0.78,NL0009739416,2026-01-02,current
Signify N.V.,Marshall Wace LLP,1.78,NL0011821392,2026-01-02,current
InPost S.A.,"Two Sigma Investments, LP",0.54,LU2290522684,2026-01-02,current
Theon International Plc,"Two Sigma Investments, LP",0.6,CY0200751713,2026-01-02,current
Alfen N.V.,"WorldQuant, LLC",2.08,NL0012817175,2026-01-02,current
Signify N.V.,Citadel Advisors LLC,0.5,NL0011821392,2025-12-30,current
Alfen N.V.,Voleon Capital Management LP,1.18,NL0012817175,2025-12-30,current
Alfen N.V.,"WorldQuant, LLC",2.11,NL0012817175,2025-12-30,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.77,NL0012817175,2025-12-29,current
Alfen N.V.,Voleon Capital Management LP,1.02,NL0012817175,2025-12-24,current
IMCD N.V.,"Arrowstreet Capital, Limited Partnership",0.8,NL0010801007,2025-12-23,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,NL0010801007,2025-12-23,current
Akzo Nobel N.V.,LMR Partners LLP,0.62,NL0013267909,2025-12-22,current
Signify N.V.,Marshall Wace LLP,1.88,NL0011821392,2025-12-22,current
ArcelorMittal S.A.,"AQR Capital Management, LLC",0.5,LU1598757687,2025-12-19,current
Alfen N.V.,Voleon Capital Management LP,0.99,NL0012817175,2025-12-19,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,0.68,NL00150003E1,2025-12-18,current
Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,1.88,NL0011872650,2025-12-17,current
IMCD N.V.,"Arrowstreet Capital, Limited Partnership",0.7,NL0010801007,2025-12-16,current
Alfen N.V.,"WorldQuant, LLC",2.0,NL0012817175,2025-12-16,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.3,CH1216478797,2025-12-15,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,NL0010801007,2025-12-12,current
Wereldhave N.V.,Citadel Advisors LLC,0.59,NL0000289213,2025-12-12,current
PostNL N.V.,"D. E. Shaw & Co., L.P.",0.99,NL0009739416,2025-12-12,current
ARCADIS N.V.,Squarepoint Ops LLC,1.3,NL0006237562,2025-12-12,current
ARCADIS N.V.,Squarepoint Ops LLC,1.29,NL0006237562,2025-12-11,current
Alfen N.V.,"WorldQuant, LLC",1.93,NL0012817175,2025-12-11,current
Akzo Nobel N.V.,LMR Partners LLP,0.51,NL0013267909,2025-12-10,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,NL0010801007,2025-12-09,current
ARCADIS N.V.,Squarepoint Ops LLC,1.3,NL0006237562,2025-12-09,current
Alfen N.V.,"WorldQuant, LLC",1.8,NL0012817175,2025-12-08,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,NL0010801007,2025-12-05,current
Signify N.V.,Marshall Wace LLP,1.9,NL0011821392,2025-12-05,current
Signify N.V.,"AQR Capital Management, LLC",0.81,NL0011821392,2025-12-04,current
Signify N.V.,Marshall Wace LLP,1.89,NL0011821392,2025-12-04,current
Alfen N.V.,Voleon Capital Management LP,1.08,NL0012817175,2025-12-04,current
IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,NL0010801007,2025-12-03,current
Pharming Group N.V.,Lazard Asset Management LLC,0.83,NL0010391025,2025-12-03,current
Alfen N.V.,"WorldQuant, LLC",1.74,NL0012817175,2025-12-02,current
Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.99,NL0011872650,2025-12-01,current
Alfen N.V.,Voleon Capital Management LP,1.19,NL0012817175,2025-12-01,current
Alfen N.V.,"WorldQuant, LLC",1.69,NL0012817175,2025-12-01,current
IMCD N.V.,"BlackRock Advisors, LLC",0.9,NL0010801007,2025-11-28,current
Wereldhave N.V.,Citadel Advisors LLC,0.6,NL0000289213,2025-11-28,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.2,CH1216478797,2025-11-28,current
Alfen N.V.,"WorldQuant, LLC",1.78,NL0012817175,2025-11-28,current
Signify N.V.,Marshall Wace LLP,1.71,NL0011821392,2025-11-27,current
Alfen N.V.,Voleon Capital Management LP,1.27,NL0012817175,2025-11-27,current
Alfen N.V.,"WorldQuant, LLC",1.84,NL0012817175,2025-11-27,current
IMCD N.V.,"BlackRock Advisors, LLC",0.89,NL0010801007,2025-11-25,current
ARCADIS N.V.,Squarepoint Ops LLC,1.2,NL0006237562,2025-11-25,current
Alfen N.V.,Voleon Capital Management LP,1.36,NL0012817175,2025-11-25,current
Alfen N.V.,"WorldQuant, LLC",1.93,NL0012817175,2025-11-25,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.82,NL0012817175,2025-11-24,current
Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",1.0,NL0011872650,2025-11-24,current
Signify N.V.,Marshall Wace LLP,1.62,NL0011821392,2025-11-24,current
Alfen N.V.,Voleon Capital Management LP,1.41,NL0012817175,2025-11-24,current
Signify N.V.,Eleva Capital SAS,0.61,NL0011821392,2025-11-21,current
Shell plc,"Elliott Investment Management, L.P",0.59,GB00BP6MXD84,2025-11-21,current
PostNL N.V.,Marshall Wace LLP,0.89,NL0009739416,2025-11-21,current
Alfen N.V.,Voleon Capital Management LP,1.51,NL0012817175,2025-11-21,current
Alfen N.V.,"WorldQuant, LLC",1.85,NL0012817175,2025-11-21,current
Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,1.9,NL0011872650,2025-11-20,current
Signify N.V.,Marshall Wace LLP,1.5,NL0011821392,2025-11-20,current
Alfen N.V.,"WorldQuant, LLC",1.61,NL0012817175,2025-11-20,current
Signify N.V.,Marshall Wace LLP,1.37,NL0011821392,2025-11-19,current
Alfen N.V.,"WorldQuant, LLC",1.55,NL0012817175,2025-11-19,current
Signify N.V.,"AQR Capital Management, LLC",0.7,NL0011821392,2025-11-18,current
Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,1.02,NL0010391025,2025-11-18,current
Alfen N.V.,Voleon Capital Management LP,1.44,NL0012817175,2025-11-18,current
Akzo Nobel N.V.,AKO Capital LLP,1.11,NL0013267909,2025-11-17,current
Signify N.V.,Marshall Wace LLP,1.24,NL0011821392,2025-11-17,current
Alfen N.V.,"WorldQuant, LLC",1.41,NL0012817175,2025-11-17,current
Alfen N.V.,Voleon Capital Management LP,1.31,NL0012817175,2025-11-14,current
Alfen N.V.,"D. E. Shaw & Co., L.P.",1.74,NL0012817175,2025-11-13,current
PostNL N.V.,"D. E. Shaw & Co., L.P.",1.0,NL0009739416,2025-11-13,current
Wereldhave N.V.,Citadel Advisors LLC,0.59,NL0000289213,2025-11-12,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.11,CH1216478797,2025-11-12,current
Alfen N.V.,Voleon Capital Management LP,1.27,NL0012817175,2025-11-12,current
IMCD N.V.,"BlackRock Advisors, LLC",0.99,NL0010801007,2025-11-11,current
