issuer_name,net_short_position,position_date,isin,position_holder,source
Galapagos NV,1.01,2021-11-17,BE0003818359,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,0.59,2021-11-16,NL0000888691,"PDT Partners, LLC",archive
Fugro N.V.,0.9,2021-11-16,NL00150003E1,"WorldQuant, LLC",archive
ArcelorMittal S.A.,2.2,2021-11-15,LU1598757687,B&G Master Fund Plc,archive
Alfen N.V.,0.96,2021-11-15,NL0012817175,Marshall Wace LLP,archive
Fugro N.V.,0.89,2021-11-15,NL00150003E1,"WorldQuant, LLC",archive
Galapagos NV,0.8,2021-11-12,BE0003818359,AHL Partners LLP,archive
ArcelorMittal S.A.,2.19,2021-11-12,LU1598757687,B&G Master Fund Plc,archive
Pharming Group N.V.,0.47,2021-11-12,NL0010391025,Linden Advisors LP,archive
Unibail-Rodamco-Westfield SE,0.8,2021-11-12,FR0013326246,Marshall Wace LLP,archive
Aperam S.A.,0.64,2021-11-12,LU0569974404,Millennium Capital Partners LLP,archive
Galapagos NV,0.82,2021-11-12,BE0003818359,Qube Research & Technologies Ltd.,archive
Alfen N.V.,1.05,2021-11-11,NL0012817175,Marshall Wace LLP,archive
PostNL N.V.,2.14,2021-11-11,NL0009739416,Marshall Wace LLP,archive
PostNL N.V.,0.42,2021-11-11,NL0009739416,Millennium Capital Partners LLP,archive
Galapagos NV,0.78,2021-11-11,BE0003818359,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,0.6,2021-11-11,NL0000888691,"WorldQuant, LLC",archive
Fugro N.V.,0.9,2021-11-11,NL00150003E1,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,0.68,2021-11-10,NL0000888691,Citadel Advisors LLC,archive
Pharming Group N.V.,0.43,2021-11-10,NL0010391025,Citadel Advisors LLC,archive
PostNL N.V.,0.45,2021-11-10,NL0009739416,Millennium International Management LP,archive
Fugro N.V.,1.5,2021-11-09,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
Basic-Fit N.V.,0.85,2021-11-09,NL0011872650,Citadel Europe LLP,archive
Signify N.V.,0.5,2021-11-09,NL0011821392,Citadel Europe LLP,archive
Basic-Fit N.V.,0.56,2021-11-09,NL0011872650,"D. E. Shaw & Co. (London), LLP",archive
Alfen N.V.,0.9,2021-11-09,NL0012817175,Marshall Wace LLP,archive
PostNL N.V.,2.0,2021-11-09,NL0009739416,Marshall Wace LLP,archive
PostNL N.V.,0.51,2021-11-09,NL0009739416,Millennium International Management LP,archive
SBM Offshore N.V.,0.49,2021-11-08,NL0000360618,"AQR Capital Management, LLC",archive
ArcelorMittal S.A.,2.2,2021-11-08,LU1598757687,B&G Master Fund Plc,archive
Basic-Fit N.V.,0.92,2021-11-08,NL0011872650,Citadel Europe LLP,archive
Basic-Fit N.V.,0.57,2021-11-08,NL0011872650,Highbridge Capital Management LLC,archive
PostNL N.V.,1.92,2021-11-08,NL0009739416,Marshall Wace LLP,archive
AMG Critical Materials N.V.,0.5,2021-11-08,NL0000888691,"WorldQuant, LLC",archive
ArcelorMittal S.A.,2.19,2021-11-05,LU1598757687,B&G Master Fund Plc,archive
Signify N.V.,0.48,2021-11-05,NL0011821392,Citadel Europe LLP,archive
AMG Critical Materials N.V.,0.79,2021-11-05,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",archive
Alfen N.V.,0.88,2021-11-05,NL0012817175,Marshall Wace LLP,archive
PostNL N.V.,0.56,2021-11-05,NL0009739416,Millennium Capital Partners LLP,archive
Wereldhave N.V.,0.48,2021-11-05,NL0000289213,Millennium International Management LP,archive
Fugro N.V.,0.8,2021-11-05,NL00150003E1,"WorldQuant, LLC",archive
Basic-Fit N.V.,0.83,2021-11-04,NL0011872650,Citadel Europe LLP,archive
Basic-Fit N.V.,0.6,2021-11-04,NL0011872650,"D. E. Shaw & Co. (London), LLP",archive
Basic-Fit N.V.,0.63,2021-11-04,NL0011872650,Highbridge Capital Management LLC,archive
TomTom N.V.,0.6,2021-11-04,NL0013332471,Marshall Wace LLP,archive
PostNL N.V.,0.65,2021-11-04,NL0009739416,Millennium International Management LP,archive
Wereldhave N.V.,0.58,2021-11-04,NL0000289213,Millennium International Management LP,archive
Galapagos NV,0.61,2021-11-04,BE0003818359,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,1.11,2021-11-04,NL0000888691,Systematica Investments Limited,archive
Fugro N.V.,0.68,2021-11-04,NL00150003E1,"WorldQuant, LLC",archive
Galapagos NV,0.78,2021-11-03,BE0003818359,AHL Partners LLP,archive
ArcelorMittal S.A.,2.2,2021-11-03,LU1598757687,B&G Master Fund Plc,archive
AMG Critical Materials N.V.,0.74,2021-11-03,NL0000888691,Citadel Advisors LLC,archive
Unibail-Rodamco-Westfield SE,0.42,2021-11-03,FR0013326246,Kintbury Capital LLP,archive
PostNL N.V.,1.82,2021-11-03,NL0009739416,Marshall Wace LLP,archive
Aperam S.A.,0.53,2021-11-03,LU0569974404,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,0.68,2021-11-03,NL0000888691,"PDT Partners, LLC",archive
Fugro N.V.,0.54,2021-11-03,NL00150003E1,"WorldQuant, LLC",archive
Alfen N.V.,0.99,2021-11-02,NL0012817175,"Arrowstreet Capital, Limited Partnership",archive
AMG Critical Materials N.V.,0.83,2021-11-02,NL0000888691,Citadel Advisors LLC,archive
Pharming Group N.V.,0.5,2021-11-02,NL0010391025,Citadel Advisors LLC,archive
Signify N.V.,0.5,2021-11-02,NL0011821392,Citadel Europe LLP,archive
PostNL N.V.,1.75,2021-11-02,NL0009739416,Marshall Wace LLP,archive
Galapagos NV,0.8,2021-11-01,BE0003818359,AHL Partners LLP,archive
AMG Critical Materials N.V.,0.76,2021-11-01,NL0000888691,Citadel Advisors LLC,archive
Pharming Group N.V.,0.49,2021-11-01,NL0010391025,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,0.36,2021-11-01,NL0000888691,Qube Research & Technologies Ltd.,archive
TomTom N.V.,0.48,2021-11-01,NL0013332471,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.51,2021-10-29,NL0000360618,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,0.82,2021-10-29,NL0000888691,Citadel Advisors LLC,archive
Signify N.V.,0.47,2021-10-29,NL0011821392,Citadel Advisors LLC,archive
Signify N.V.,0.48,2021-10-29,NL0011821392,Citadel Europe LLP,archive
PostNL N.V.,1.6,2021-10-29,NL0009739416,Marshall Wace LLP,archive
SBM Offshore N.V.,0.9,2021-10-29,NL0000360618,Marshall Wace LLP,archive
PostNL N.V.,0.65,2021-10-29,NL0009739416,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,0.75,2021-10-29,NL0000888691,"PDT Partners, LLC",archive
AMG Critical Materials N.V.,0.52,2021-10-29,NL0000888691,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.5,2021-10-29,BE0003818359,Qube Research & Technologies Ltd.,archive
Fugro N.V.,1.4,2021-10-28,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
AMG Critical Materials N.V.,0.98,2021-10-28,NL0000888691,Citadel Advisors LLC,archive
Pharming Group N.V.,0.56,2021-10-28,NL0010391025,Citadel Advisors LLC,archive
Signify N.V.,0.51,2021-10-28,NL0011821392,Citadel Advisors LLC,archive
BE Semiconductor Industries N.V.,0.54,2021-10-28,NL0012866412,CQS (UK) LLP,archive
Unibail-Rodamco-Westfield SE,0.52,2021-10-28,FR0013326246,Kintbury Capital LLP,archive
PostNL N.V.,0.73,2021-10-28,NL0009739416,Kuvari Partners LLP,archive
Alfen N.V.,0.99,2021-10-28,NL0012817175,Marshall Wace LLP,archive
Koninklijke Vopak N.V.,0.49,2021-10-28,NL0009432491,Marshall Wace LLP,archive
PostNL N.V.,0.59,2021-10-28,NL0009739416,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,0.91,2021-10-28,NL0000888691,"PDT Partners, LLC",archive
ARCADIS N.V.,0.52,2021-10-28,NL0006237562,Pelham Capital Ltd.,archive
Fugro N.V.,1.31,2021-10-27,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
Signify N.V.,0.45,2021-10-27,NL0011821392,Citadel Advisors LLC,archive
BE Semiconductor Industries N.V.,1.03,2021-10-27,NL0012866412,Lone Pine Capital LLC,archive
PostNL N.V.,1.5,2021-10-27,NL0009739416,Marshall Wace LLP,archive
Galapagos NV,0.44,2021-10-26,BE0003818359,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,1.0,2021-10-26,NL0000888691,Systematica Investments Limited,archive
Fugro N.V.,1.27,2021-10-25,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
Koninklijke Vopak N.V.,0.59,2021-10-25,NL0009432491,"ExodusPoint Capital Management, LP",archive
CM.com N.V.,0.66,2021-10-25,NL0012747059,Whitebox Advisors LLC,archive
AMG Critical Materials N.V.,0.73,2021-10-22,NL0000888691,Citadel Advisors LLC,archive
Unibail-Rodamco-Westfield SE,0.41,2021-10-22,FR0013326246,Kintbury Capital LLP,archive
TomTom N.V.,0.5,2021-10-22,NL0013332471,Marshall Wace LLP,archive
Fugro N.V.,1.06,2021-10-21,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,0.49,2021-10-21,NL00150003E1,Capital Fund Management S.A.,archive
Signify N.V.,0.57,2021-10-21,NL0011821392,Citadel Europe LLP,archive
PostNL N.V.,1.43,2021-10-21,NL0009739416,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.79,2021-10-21,FR0013326246,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.45,2021-10-21,NL0012866412,Millennium International Management LP,archive
Galapagos NV,0.5,2021-10-21,BE0003818359,Qube Research & Technologies Ltd.,archive
CM.com N.V.,0.5,2021-10-21,NL0012747059,Whitebox Advisors LLC,archive
TomTom N.V.,0.53,2021-10-21,NL0013332471,"WorldQuant, LLC",archive
Galapagos NV,0.71,2021-10-20,BE0003818359,AHL Partners LLP,archive
Fugro N.V.,0.96,2021-10-20,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
Signify N.V.,0.5,2021-10-20,NL0011821392,Citadel Advisors LLC,archive
PostNL N.V.,0.63,2021-10-20,NL0009739416,Kuvari Partners LLP,archive
Koninklijke Vopak N.V.,0.52,2021-10-20,NL0009432491,Marshall Wace LLP,archive
PostNL N.V.,1.39,2021-10-20,NL0009739416,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.8,2021-10-20,FR0013326246,Marshall Wace LLP,archive
TomTom N.V.,0.49,2021-10-20,NL0013332471,"WorldQuant, LLC",archive
Signify N.V.,0.48,2021-10-19,NL0011821392,Citadel Advisors LLC,archive
Alfen N.V.,0.49,2021-10-19,NL0012817175,"D. E. Shaw & Co., L.P.",archive
PostNL N.V.,0.59,2021-10-19,NL0009739416,Kuvari Partners LLP,archive
PostNL N.V.,1.4,2021-10-19,NL0009739416,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.58,2021-10-18,FR0013326246,Kintbury Capital LLP,archive
Signify N.V.,0.49,2021-10-15,NL0011821392,Citadel Europe LLP,archive
Koninklijke Vopak N.V.,0.6,2021-10-15,NL0009432491,"ExodusPoint Capital Management, LP",archive
Unibail-Rodamco-Westfield SE,0.49,2021-10-15,FR0013326246,Kintbury Capital LLP,archive
Pharming Group N.V.,0.58,2021-10-15,NL0010391025,Linden Advisors LP,archive
SBM Offshore N.V.,0.89,2021-10-15,NL0000360618,Marshall Wace LLP,archive
Fugro N.V.,0.72,2021-10-14,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
Koninklijke BAM Groep N.V.,0.49,2021-10-14,NL0000337319,Citadel Advisors LLC,archive
Wereldhave N.V.,0.49,2021-10-14,NL0000289213,Millennium International Management LP,archive
Galapagos NV,0.47,2021-10-14,BE0003818359,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.61,2021-10-13,BE0003818359,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,0.5,2021-10-13,NL0000337319,Citadel Advisors LLC,archive
Signify N.V.,0.52,2021-10-13,NL0011821392,Citadel Advisors LLC,archive
Alfen N.V.,1.09,2021-10-13,NL0012817175,Marshall Wace LLP,archive
Koninklijke Vopak N.V.,0.48,2021-10-13,NL0009432491,Marshall Wace LLP,archive
Galapagos NV,0.51,2021-10-13,BE0003818359,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.59,2021-10-12,BE0003818359,AHL Partners LLP,archive
Fugro N.V.,0.66,2021-10-12,NL00150003E1,BlackRock Investment Management (UK) Limited,archive
BE Semiconductor Industries N.V.,0.97,2021-10-12,NL0012866412,Lone Pine Capital LLC,archive
PostNL N.V.,1.32,2021-10-12,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,0.48,2021-10-11,NL0011821392,Citadel Advisors LLC,archive
BE Semiconductor Industries N.V.,0.61,2021-10-11,NL0012866412,Lone Pine Capital LLC,archive
ARCADIS N.V.,0.49,2021-10-11,NL0006237562,Marshall Wace LLP,archive
PostNL N.V.,1.29,2021-10-11,NL0009739416,Marshall Wace LLP,archive
Alfen N.V.,0.51,2021-10-08,NL0012817175,"D. E. Shaw & Co., L.P.",archive
Koninklijke Vopak N.V.,0.5,2021-10-08,NL0009432491,"ExodusPoint Capital Management, LP",archive
Galapagos NV,0.67,2021-10-08,BE0003818359,Qube Research & Technologies Ltd.,archive
Unibail-Rodamco-Westfield SE,0.48,2021-10-08,FR0013326246,Tiger Global Management LLC,archive
TomTom N.V.,0.5,2021-10-08,NL0013332471,"WorldQuant, LLC",archive
Galapagos NV,0.6,2021-10-07,BE0003818359,AHL Partners LLP,archive
Fugro N.V.,0.5,2021-10-07,NL00150003E1,Capital Fund Management S.A.,archive
Unibail-Rodamco-Westfield SE,0.56,2021-10-07,FR0013326246,Kintbury Capital LLP,archive
BE Semiconductor Industries N.V.,0.51,2021-10-07,NL0012866412,Lone Pine Capital LLC,archive
Unibail-Rodamco-Westfield SE,0.73,2021-10-07,FR0013326246,Marshall Wace LLP,archive
AMG Critical Materials N.V.,0.49,2021-10-07,NL0000888691,"PDT Partners, LLC",archive
Unibail-Rodamco-Westfield SE,0.57,2021-10-07,FR0013326246,Tiger Global Management LLC,archive
TomTom N.V.,0.49,2021-10-07,NL0013332471,"WorldQuant, LLC",archive
ArcelorMittal S.A.,2.19,2021-10-06,LU1598757687,B&G Master Fund Plc,archive
Signify N.V.,0.5,2021-10-06,NL0011821392,Citadel Advisors LLC,archive
Unibail-Rodamco-Westfield SE,0.62,2021-10-06,FR0013326246,Kintbury Capital LLP,archive
Alfen N.V.,1.19,2021-10-06,NL0012817175,Marshall Wace LLP,archive
PostNL N.V.,1.31,2021-10-06,NL0009739416,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.68,2021-10-06,FR0013326246,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.52,2021-10-06,NL0012866412,Millennium International Management LP,archive
Galapagos NV,0.74,2021-10-06,BE0003818359,Qube Research & Technologies Ltd.,archive
Unibail-Rodamco-Westfield SE,0.77,2021-10-06,FR0013326246,Tiger Global Management LLC,archive
PostNL N.V.,0.47,2021-10-06,NL0009739416,"WorldQuant, LLC",archive
Fugro N.V.,0.49,2021-10-05,NL00150003E1,Capital Fund Management S.A.,archive
Koninklijke Vopak N.V.,0.59,2021-10-05,NL0009432491,Marshall Wace LLP,archive
Fugro N.V.,0.5,2021-10-04,NL00150003E1,Capital Fund Management S.A.,archive
AMG Critical Materials N.V.,0.69,2021-10-04,NL0000888691,Citadel Advisors LLC,archive
Unibail-Rodamco-Westfield SE,0.5,2021-10-04,FR0013326246,Kintbury Capital LLP,archive
BE Semiconductor Industries N.V.,0.47,2021-10-04,NL0012866412,Millennium International Management LP,archive
AMG Critical Materials N.V.,0.5,2021-10-04,NL0000888691,"PDT Partners, LLC",archive
Galapagos NV,0.64,2021-10-04,BE0003818359,Qube Research & Technologies Ltd.,archive
PostNL N.V.,1.24,2021-10-01,NL0009739416,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.49,2021-09-30,NL0000337319,Citadel Advisors LLC,archive
BE Semiconductor Industries N.V.,0.51,2021-09-30,NL0012866412,Millennium International Management LP,archive
AMG Critical Materials N.V.,0.49,2021-09-30,NL0000888691,"PDT Partners, LLC",archive
Galapagos NV,0.5,2021-09-29,BE0003818359,"AQR Capital Management, LLC",archive
Fugro N.V.,0.41,2021-09-29,NL00150003E1,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,0.49,2021-09-29,NL00150003E1,Capital Fund Management S.A.,archive
AMG Critical Materials N.V.,0.72,2021-09-29,NL0000888691,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.5,2021-09-29,NL0000337319,Citadel Advisors LLC,archive
Signify N.V.,0.51,2021-09-29,NL0011821392,Citadel Europe LLP,archive
Alfen N.V.,1.25,2021-09-29,NL0012817175,Marshall Wace LLP,archive
PostNL N.V.,1.11,2021-09-29,NL0009739416,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.49,2021-09-29,NL0012866412,Millennium International Management LP,archive
Wereldhave N.V.,0.5,2021-09-29,NL0000289213,Millennium International Management LP,archive
Galapagos NV,0.54,2021-09-29,BE0003818359,Qube Research & Technologies Ltd.,archive
Koninklijke BAM Groep N.V.,0.49,2021-09-28,NL0000337319,Citadel Advisors LLC,archive
Unibail-Rodamco-Westfield SE,0.53,2021-09-28,FR0013326246,Marshall Wace LLP,archive
Pharming Group N.V.,0.49,2021-09-28,NL0010391025,"WorldQuant, LLC",archive
Fugro N.V.,0.58,2021-09-24,NL00150003E1,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,0.5,2021-09-24,NL00150003E1,Capital Fund Management S.A.,archive
AMG Critical Materials N.V.,0.62,2021-09-24,NL0000888691,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.5,2021-09-24,NL0000337319,Citadel Advisors LLC,archive
Pharming Group N.V.,0.78,2021-09-24,NL0010391025,Linden Advisors LP,archive
ARCADIS N.V.,0.5,2021-09-24,NL0006237562,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.59,2021-09-24,NL0012866412,Millennium International Management LP,archive
Galapagos NV,0.49,2021-09-23,BE0003818359,"AQR Capital Management, LLC",archive
PostNL N.V.,1.0,2021-09-23,NL0009739416,Marshall Wace LLP,archive
PostNL N.V.,0.59,2021-09-23,NL0009739416,"WorldQuant, LLC",archive
TomTom N.V.,0.5,2021-09-23,NL0013332471,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,0.57,2021-09-22,NL0000888691,Citadel Advisors LLC,archive
Basic-Fit N.V.,0.7,2021-09-22,NL0011872650,Citadel Europe LLP,archive
Alfen N.V.,1.32,2021-09-22,NL0012817175,Marshall Wace LLP,archive
Fugro N.V.,0.6,2021-09-21,NL00150003E1,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,0.49,2021-09-21,NL00150003E1,Capital Fund Management S.A.,archive
Basic-Fit N.V.,0.5,2021-09-21,NL0011872650,"D. E. Shaw & Co. (London), LLP",archive
Pharming Group N.V.,0.87,2021-09-21,NL0010391025,Linden Advisors LP,archive
ARCADIS N.V.,0.49,2021-09-21,NL0006237562,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.61,2021-09-21,NL0012866412,Millennium International Management LP,archive
Basic-Fit N.V.,0.47,2021-09-20,NL0011872650,"D. E. Shaw & Co. (London), LLP",archive
Alfen N.V.,1.29,2021-09-20,NL0012817175,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.59,2021-09-20,NL0012866412,Millennium International Management LP,archive
AMG Critical Materials N.V.,0.5,2021-09-20,NL0000888691,"PDT Partners, LLC",archive
Basic-Fit N.V.,0.49,2021-09-17,NL0011872650,BNP Paribas S.A.,archive
Galapagos NV,0.5,2021-09-17,BE0003818359,Canada Pension Plan Investment Board,archive
AMG Critical Materials N.V.,0.62,2021-09-17,NL0000888691,Citadel Advisors LLC,archive
ABN AMRO Bank NV,0.49,2021-09-17,NL0011540547,Marshall Wace LLP,archive
PostNL N.V.,0.91,2021-09-17,NL0009739416,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.6,2021-09-17,NL0012866412,Millennium International Management LP,archive
Unibail-Rodamco-Westfield SE,0.0,2021-09-17,FR0013326246,Millennium International Management LP,archive
AMG Critical Materials N.V.,0.54,2021-09-16,NL0000888691,Citadel Advisors LLC,archive
Alfen N.V.,1.31,2021-09-16,NL0012817175,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.7,2021-09-16,FR0013326246,Millennium International Management LP,archive
Eurocommercial Properties N.V.,2.04,2021-09-15,NL0015000K93,Adelphi Capital LLP,archive
ABN AMRO Bank NV,0.54,2021-09-15,NL0011540547,Marshall Wace LLP,archive
PostNL N.V.,0.81,2021-09-15,NL0009739416,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,0.61,2021-09-15,FR0013326246,Millennium International Management LP,archive
Eurocommercial Properties N.V.,0.0,2021-09-14,NL0000288876,Adelphi Capital LLP,archive
Unibail-Rodamco-Westfield SE,0.53,2021-09-14,FR0013326246,Millennium International Management LP,archive
AMG Critical Materials N.V.,0.47,2021-09-13,NL0000888691,"PDT Partners, LLC",archive
Wereldhave N.V.,0.82,2021-09-13,NL0000289213,Toscafund Asset Management LLP,archive
ARCADIS N.V.,0.59,2021-09-10,NL0006237562,Lansdowne Partners (UK) LLP,archive
Koninklijke Vopak N.V.,0.68,2021-09-10,NL0009432491,Marshall Wace LLP,archive
