issuer_name,net_short_position,position_date,isin,position_holder,source
Alfen N.V.,0.58,2023-08-29,NL0012817175,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.44,2023-08-29,NL0000337319,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.78,2023-08-29,NL0000337319,Marshall Wace LLP,archive
Alfen N.V.,1.26,2023-08-29,NL0012817175,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.49,2023-08-29,BE0003818359,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,0.88,2023-08-28,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,1.31,2023-08-28,NL0012817175,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.69,2023-08-28,NL0012817175,Squarepoint Ops LLC,archive
Alfen N.V.,0.62,2023-08-28,NL0012817175,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,0.7,2023-08-25,NL0000888691,AHL Partners LLP,archive
Vivoryon Therapeutics N.V.,1.12,2023-08-25,NL00150002Q7,Janus Henderson Investors UK Limited,archive
Alfen N.V.,0.63,2023-08-24,NL0012817175,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,0.93,2023-08-24,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Aperam S.A.,0.49,2023-08-24,LU0569974404,"ExodusPoint Capital Management, LP",archive
BE Semiconductor Industries N.V.,0.7,2023-08-24,NL0012866412,Millennium Capital Management France SAS,archive
Alfen N.V.,0.37,2023-08-24,NL0012817175,Millennium International Management LP,archive
Galapagos NV,0.5,2023-08-24,BE0003818359,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.64,2023-08-24,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,0.5,2023-08-24,NL0012817175,"WorldQuant, LLC",archive
Basic-Fit N.V.,0.63,2023-08-23,NL0011872650,CapeView Capital LLP,archive
Alfen N.V.,0.52,2023-08-23,NL0012817175,Citadel Advisors LLC,archive
Alfen N.V.,0.49,2023-08-23,NL0012817175,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.88,2023-08-23,NL0000337319,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.67,2023-08-23,NL0012866412,Millennium Capital Management France SAS,archive
Alfen N.V.,1.25,2023-08-23,NL0012817175,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.48,2023-08-23,BE0003818359,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.71,2023-08-23,NL0012817175,Squarepoint Ops LLC,archive
Vivoryon Therapeutics N.V.,1.03,2023-08-22,NL00150002Q7,Janus Henderson Investors UK Limited,archive
Pharming Group N.V.,0.5,2023-08-22,NL0010391025,Marshall Wace LLP,archive
Alfen N.V.,0.57,2023-08-22,NL0012817175,Millennium International Management LP,archive
Koninklijke KPN N.V.,0.48,2023-08-22,NL0000009082,Syquant Capital,archive
AMG Critical Materials N.V.,0.6,2023-08-21,NL0000888691,AHL Partners LLP,archive
Basic-Fit N.V.,0.55,2023-08-21,NL0011872650,"D. E. Shaw & Co. (London), LLP",archive
Alfen N.V.,0.5,2023-08-21,NL0012817175,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,0.88,2023-08-21,NL0000888691,"D. E. Shaw & Co., L.P.",archive
IMCD N.V.,0.48,2023-08-18,NL0010801007,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,0.91,2023-08-18,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Koninklijke Philips N.V.,0.61,2023-08-18,NL0000009538,Greenvale Capital LLP,archive
Alfen N.V.,0.78,2023-08-18,NL0012817175,Marshall Wace LLP,archive
Koninklijke KPN N.V.,0.5,2023-08-18,NL0000009082,Syquant Capital,archive
Wereldhave N.V.,1.05,2023-08-18,NL0000289213,Toscafund Asset Management LLP,archive
Signify N.V.,0.56,2023-08-17,NL0011821392,AKO Capital LLP,archive
Basic-Fit N.V.,0.51,2023-08-17,NL0011872650,CapeView Capital LLP,archive
Koninklijke BAM Groep N.V.,0.53,2023-08-17,NL0000337319,Citadel Advisors LLC,archive
Koninklijke Philips N.V.,0.83,2023-08-17,NL0000009538,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.92,2023-08-17,NL0000337319,Marshall Wace LLP,archive
Aperam S.A.,0.59,2023-08-17,LU0569974404,Pantechnicon Advisors LLP,archive
PostNL N.V.,0.72,2023-08-17,NL0009739416,Qube Research & Technologies Ltd.,archive
Koninklijke KPN N.V.,0.49,2023-08-17,NL0000009082,Syquant Capital,archive
Koninklijke Philips N.V.,0.58,2023-08-17,NL0000009538,Viking Global Investors LP,archive
AMG Critical Materials N.V.,0.5,2023-08-16,NL0000888691,AHL Partners LLP,archive
IMCD N.V.,0.5,2023-08-16,NL0010801007,"AQR Capital Management, LLC",archive
Koninklijke Philips N.V.,0.79,2023-08-16,NL0000009538,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,0.83,2023-08-16,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,0.87,2023-08-16,NL0012817175,Marshall Wace LLP,archive
Koninklijke KPN N.V.,0.5,2023-08-16,NL0000009082,Syquant Capital,archive
PostNL N.V.,0.49,2023-08-16,NL0009739416,UBS Asset Management (UK) Ltd.,archive
Alfen N.V.,0.41,2023-08-16,NL0012817175,Walleye Capital LLC,archive
Koninklijke Philips N.V.,0.8,2023-08-15,NL0000009538,Citadel Advisors LLC,archive
Alfen N.V.,0.0,2023-08-15,NL0012817175,Marble Bar Asset Management LLP,archive
Alfen N.V.,0.91,2023-08-15,NL0012817175,Marshall Wace LLP,archive
Alfen N.V.,1.1,2023-08-15,NL0012817175,Qube Research & Technologies Ltd.,archive
PostNL N.V.,0.69,2023-08-15,NL0009739416,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.62,2023-08-15,NL0012817175,Squarepoint Ops LLC,archive
Koninklijke KPN N.V.,0.49,2023-08-15,NL0000009082,Syquant Capital,archive
Wereldhave N.V.,1.18,2023-08-15,NL0000289213,Toscafund Asset Management LLP,archive
Alfen N.V.,0.52,2023-08-15,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,0.69,2023-08-14,NL0012817175,Millennium International Management LP,archive
Alfen N.V.,0.59,2023-08-14,NL0012817175,Squarepoint Ops LLC,archive
Alfen N.V.,0.5,2023-08-14,NL0012817175,Walleye Capital LLC,archive
AMG Critical Materials N.V.,0.49,2023-08-11,NL0000888691,Capital Fund Management S.A.,archive
Pharming Group N.V.,0.47,2023-08-11,NL0010391025,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,0.7,2023-08-11,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Adyen N.V.,0.49,2023-08-11,NL0012969182,Marshall Wace LLP,archive
PostNL N.V.,0.7,2023-08-11,NL0009739416,Qube Research & Technologies Ltd.,archive
Koninklijke Philips N.V.,0.61,2023-08-11,NL0000009538,Viking Global Investors LP,archive
Alfen N.V.,0.49,2023-08-11,NL0012817175,Walleye Capital LLC,archive
Signify N.V.,0.69,2023-08-10,NL0011821392,AKO Capital LLP,archive
Alfen N.V.,1.09,2023-08-10,NL0012817175,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.7,2023-08-10,NL0012866412,Millennium Capital Management France SAS,archive
Alfen N.V.,0.81,2023-08-10,NL0012817175,Qube Research & Technologies Ltd.,archive
Koninklijke KPN N.V.,0.5,2023-08-10,NL0000009082,Syquant Capital,archive
Alfen N.V.,0.48,2023-08-10,NL0012817175,"WorldQuant, LLC",archive
Alfen N.V.,0.36,2023-08-09,NL0012817175,Citadel Advisors LLC,archive
Pharming Group N.V.,0.55,2023-08-09,NL0010391025,Citadel Advisors LLC,archive
Alfen N.V.,0.47,2023-08-09,NL0012817175,"D. E. Shaw & Co., L.P.",archive
PostNL N.V.,0.48,2023-08-09,NL0009739416,JPMorgan Asset Management (UK) Ltd.,archive
Alfen N.V.,0.78,2023-08-09,NL0012817175,Millennium International Management LP,archive
Alfen N.V.,0.79,2023-08-09,NL0012817175,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,0.4,2023-08-08,NL0000888691,Citadel Advisors LLC,archive
Pharming Group N.V.,0.65,2023-08-08,NL0010391025,Citadel Advisors LLC,archive
Alfen N.V.,0.51,2023-08-08,NL0012817175,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,0.61,2023-08-08,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Vivoryon Therapeutics N.V.,0.94,2023-08-08,NL00150002Q7,Janus Henderson Investors UK Limited,archive
Alfen N.V.,0.62,2023-08-08,NL0012817175,Squarepoint Ops LLC,archive
Alfen N.V.,0.57,2023-08-08,NL0012817175,"WorldQuant, LLC",archive
Basic-Fit N.V.,0.43,2023-08-07,NL0011872650,CapeView Capital LLP,archive
AMG Critical Materials N.V.,0.5,2023-08-07,NL0000888691,Capital Fund Management S.A.,archive
Alfen N.V.,0.51,2023-08-07,NL0012817175,Citadel Advisors LLC,archive
Adyen N.V.,0.5,2023-08-07,NL0012969182,Marshall Wace LLP,archive
Alfen N.V.,1.19,2023-08-07,NL0012817175,Marshall Wace LLP,archive
Galapagos NV,0.51,2023-08-07,BE0003818359,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,0.57,2023-08-04,NL0000888691,Citadel Advisors LLC,archive
ARCADIS N.V.,0.48,2023-08-04,NL0006237562,Citadel Advisors LLC,archive
Adyen N.V.,0.49,2023-08-04,NL0012969182,Marshall Wace LLP,archive
Alfen N.V.,0.82,2023-08-04,NL0012817175,Millennium International Management LP,archive
Alfen N.V.,0.58,2023-08-04,NL0012817175,Squarepoint Ops LLC,archive
Alfen N.V.,0.48,2023-08-03,NL0012817175,Citadel Advisors LLC,archive
Koninklijke Philips N.V.,0.72,2023-08-03,NL0000009538,Citadel Advisors LLC,archive
Alfen N.V.,0.49,2023-08-03,NL0012817175,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,0.58,2023-08-03,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Adyen N.V.,0.5,2023-08-03,NL0012969182,Marshall Wace LLP,archive
Alfen N.V.,0.52,2023-08-02,NL0012817175,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,0.78,2023-08-02,NL0000888691,Citadel Advisors LLC,archive
ARCADIS N.V.,0.5,2023-08-02,NL0006237562,Citadel Advisors LLC,archive
Pharming Group N.V.,0.72,2023-08-02,NL0010391025,Citadel Advisors LLC,archive
Alfen N.V.,0.5,2023-08-02,NL0012817175,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,0.6,2023-08-02,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,1.28,2023-08-02,NL0012817175,Marshall Wace LLP,archive
Alfen N.V.,0.74,2023-08-02,NL0012817175,Millennium International Management LP,archive
Koninklijke KPN N.V.,0.49,2023-08-02,NL0000009082,Syquant Capital,archive
Alfen N.V.,0.69,2023-08-02,NL0012817175,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,0.8,2023-08-01,NL0000888691,Citadel Advisors LLC,archive
Pharming Group N.V.,0.62,2023-08-01,NL0010391025,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,0.53,2023-08-01,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,1.37,2023-08-01,NL0012817175,Marshall Wace LLP,archive
Aperam S.A.,0.6,2023-08-01,LU0569974404,Pantechnicon Advisors LLP,archive
Signify N.V.,0.7,2023-07-31,NL0011821392,AKO Capital LLP,archive
AMG Critical Materials N.V.,0.73,2023-07-31,NL0000888691,Citadel Advisors LLC,archive
Pharming Group N.V.,0.56,2023-07-31,NL0010391025,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.8,2023-07-31,NL0000337319,Marshall Wace LLP,archive
Alfen N.V.,0.83,2023-07-31,NL0012817175,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.48,2023-07-31,BE0003818359,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.6,2023-07-31,NL0012817175,Squarepoint Ops LLC,archive
Alfen N.V.,0.47,2023-07-31,NL0012817175,Voleon Capital Management LP,archive
Signify N.V.,0.45,2023-07-28,NL0011821392,Millennium Capital Partners LLP,archive
Alfen N.V.,0.66,2023-07-28,NL0012817175,Millennium International Management LP,archive
Alfen N.V.,0.51,2023-07-28,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,0.75,2023-07-28,NL0012817175,"WorldQuant, LLC",archive
Basic-Fit N.V.,0.51,2023-07-27,NL0011872650,CapeView Capital LLP,archive
AMG Critical Materials N.V.,0.65,2023-07-27,NL0000888691,Citadel Advisors LLC,archive
Koninklijke Philips N.V.,0.65,2023-07-27,NL0000009538,Citadel Advisors LLC,archive
Pharming Group N.V.,0.69,2023-07-27,NL0010391025,Citadel Advisors LLC,archive
Signify N.V.,0.44,2023-07-27,NL0011821392,Citadel Advisors LLC,archive
Alfen N.V.,1.49,2023-07-27,NL0012817175,Marshall Wace LLP,archive
Alfen N.V.,0.57,2023-07-27,NL0012817175,Millennium International Management LP,archive
Aperam S.A.,0.59,2023-07-27,LU0569974404,Pantechnicon Advisors LLP,archive
Pharming Group N.V.,0.7,2023-07-26,NL0010391025,Citadel Advisors LLC,archive
Koninklijke Philips N.V.,0.51,2023-07-26,NL0000009538,Greenvale Capital LLP,archive
Signify N.V.,0.53,2023-07-26,NL0011821392,Millennium Capital Partners LLP,archive
Wereldhave N.V.,0.46,2023-07-26,NL0000289213,"Woodson Capital Master Fund, LP",archive
Pharming Group N.V.,0.49,2023-07-26,NL0010391025,"WorldQuant, LLC",archive
Basic-Fit N.V.,2.71,2023-07-25,NL0011872650,BlackRock Investment Management (UK) Limited,archive
Koninklijke Philips N.V.,0.52,2023-07-25,NL0000009538,Citadel Advisors LLC,archive
Alfen N.V.,1.58,2023-07-25,NL0012817175,Marshall Wace LLP,archive
Alfen N.V.,0.49,2023-07-25,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,0.45,2023-07-24,NL0012817175,Citadel Advisors LLC,archive
Koninklijke Philips N.V.,0.47,2023-07-24,NL0000009538,Citadel Advisors LLC,archive
Aperam S.A.,0.6,2023-07-24,LU0569974404,Pantechnicon Advisors LLP,archive
Koninklijke KPN N.V.,0.5,2023-07-24,NL0000009082,Syquant Capital,archive
Koninklijke Philips N.V.,0.58,2023-07-24,NL0000009538,Viking Global Investors LP,archive
Alfen N.V.,0.5,2023-07-24,NL0012817175,Walleye Capital LLC,archive
Wereldhave N.V.,0.76,2023-07-24,NL0000289213,"Woodson Capital Master Fund, LP",archive
SBM Offshore N.V.,0.49,2023-07-21,NL0000360618,"AQR Capital Management, LLC",archive
Pharming Group N.V.,0.65,2023-07-21,NL0010391025,Citadel Advisors LLC,archive
Alfen N.V.,0.6,2023-07-21,NL0012817175,Millennium International Management LP,archive
Alfen N.V.,0.5,2023-07-21,NL0012817175,Voleon Capital Management LP,archive
Wereldhave N.V.,0.87,2023-07-20,NL0000289213,"Woodson Capital Master Fund, LP",archive
Pharming Group N.V.,0.55,2023-07-20,NL0010391025,"WorldQuant, LLC",archive
Alfen N.V.,0.51,2023-07-19,NL0012817175,Citadel Advisors LLC,archive
Pharming Group N.V.,0.72,2023-07-19,NL0010391025,Citadel Advisors LLC,archive
Signify N.V.,0.51,2023-07-19,NL0011821392,Citadel Advisors LLC,archive
Alfen N.V.,0.49,2023-07-19,NL0012817175,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,0.45,2023-07-19,NL0012817175,Kuvari Partners LLP,archive
Koninklijke BAM Groep N.V.,0.71,2023-07-19,NL0000337319,Marshall Wace LLP,archive
Alfen N.V.,1.69,2023-07-18,NL0012817175,Marshall Wace LLP,archive
Alfen N.V.,0.59,2023-07-18,NL0012817175,Millennium International Management LP,archive
Koninklijke KPN N.V.,0.46,2023-07-18,NL0000009082,Syquant Capital,archive
Alfen N.V.,0.81,2023-07-18,NL0012817175,"WorldQuant, LLC",archive
Alfen N.V.,1.7,2023-07-17,NL0012817175,Marshall Wace LLP,archive
PostNL N.V.,0.69,2023-07-17,NL0009739416,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,0.46,2023-07-17,NL0011872650,ShadowFall Capital & Research LLP,archive
Koninklijke KPN N.V.,0.53,2023-07-17,NL0000009082,Syquant Capital,archive
Signify N.V.,0.84,2023-07-14,NL0011821392,AKO Capital LLP,archive
Alfen N.V.,0.46,2023-07-13,NL0012817175,Citadel Advisors LLC,archive
Koninklijke BAM Groep N.V.,0.61,2023-07-13,NL0000337319,Marshall Wace LLP,archive
Alfen N.V.,0.79,2023-07-13,NL0012817175,Qube Research & Technologies Ltd.,archive
Qiagen N.V.,0.48,2023-07-13,NL0012169213,"Tenor Capital Management Company, L.P.",archive
Koninklijke Philips N.V.,0.5,2023-07-12,NL0000009538,Citadel Advisors LLC,archive
Wereldhave N.V.,0.32,2023-07-12,NL0000289213,Eleva Capital SAS,archive
Randstad N.V.,0.49,2023-07-12,NL0000379121,Marshall Wace LLP,archive
Alfen N.V.,0.45,2023-07-12,NL0012817175,Voleon Capital Management LP,archive
Alfen N.V.,0.49,2023-07-12,NL0012817175,Walleye Capital LLC,archive
Alfen N.V.,0.77,2023-07-12,NL0012817175,"WorldQuant, LLC",archive
Pharming Group N.V.,0.67,2023-07-11,NL0010391025,Citadel Advisors LLC,archive
Wereldhave N.V.,0.69,2023-07-11,NL0000289213,Eleva Capital SAS,archive
Alfen N.V.,0.88,2023-07-11,NL0012817175,Qube Research & Technologies Ltd.,archive
Wereldhave N.V.,1.08,2023-07-11,NL0000289213,"Woodson Capital Master Fund, LP",archive
Aperam S.A.,0.47,2023-07-10,LU0569974404,Millennium Capital Partners LLP,archive
Alfen N.V.,0.66,2023-07-10,NL0012817175,Millennium International Management LP,archive
PostNL N.V.,0.7,2023-07-10,NL0009739416,Qube Research & Technologies Ltd.,archive
Koninklijke Philips N.V.,0.67,2023-07-10,NL0000009538,Viking Global Investors LP,archive
IMCD N.V.,0.48,2023-07-07,NL0010801007,"AQR Capital Management, LLC",archive
Alfen N.V.,0.57,2023-07-07,NL0012817175,Citadel Advisors LLC,archive
Wereldhave N.V.,0.77,2023-07-07,NL0000289213,Eleva Capital SAS,archive
Alfen N.V.,0.92,2023-07-07,NL0012817175,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.59,2023-07-07,BE0003818359,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.5,2023-07-07,NL0012817175,Walleye Capital LLC,archive
Alfen N.V.,0.81,2023-07-07,NL0012817175,"WorldQuant, LLC",archive
Alfen N.V.,0.66,2023-07-06,NL0012817175,Citadel Advisors LLC,archive
Alfen N.V.,0.58,2023-07-06,NL0012817175,Kuvari Partners LLP,archive
Alfen N.V.,1.67,2023-07-06,NL0012817175,Marshall Wace LLP,archive
Alfen N.V.,0.55,2023-07-06,NL0012817175,Millennium International Management LP,archive
Alfen N.V.,0.88,2023-07-06,NL0012817175,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,0.5,2023-07-06,NL0011872650,ShadowFall Capital & Research LLP,archive
Galapagos NV,0.49,2023-07-05,BE0003818359,AHL Partners LLP,archive
Basic-Fit N.V.,2.62,2023-07-05,NL0011872650,BlackRock Investment Management (UK) Limited,archive
Signify N.V.,0.47,2023-07-05,NL0011821392,Citadel Advisors LLC,archive
Wereldhave N.V.,0.89,2023-07-05,NL0000289213,Eleva Capital SAS,archive
Alfen N.V.,2.12,2023-07-05,NL0012817175,JPMorgan Asset Management (UK) Ltd.,archive
Randstad N.V.,0.59,2023-07-05,NL0000379121,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.6,2023-07-05,NL0012866412,Millennium Capital Management France SAS,archive
Aperam S.A.,0.5,2023-07-04,LU0569974404,"ExodusPoint Capital Management, LP",archive
Signify N.V.,0.54,2023-07-03,NL0011821392,Citadel Advisors LLC,archive
Aperam S.A.,0.49,2023-07-03,LU0569974404,Millennium International Management LP,archive
PostNL N.V.,0.6,2023-07-03,NL0009739416,Qube Research & Technologies Ltd.,archive
Wereldhave N.V.,1.26,2023-07-03,NL0000289213,Toscafund Asset Management LLP,archive
Pharming Group N.V.,0.69,2023-07-03,NL0010391025,"WorldQuant, LLC",archive
Alfen N.V.,1.56,2023-06-30,NL0012817175,Marshall Wace LLP,archive
Aperam S.A.,0.55,2023-06-30,LU0569974404,Millennium Capital Partners LLP,archive
Aperam S.A.,0.53,2023-06-30,LU0569974404,Millennium International Management LP,archive
Alfen N.V.,0.65,2023-06-30,NL0012817175,Qube Research & Technologies Ltd.,archive
Qiagen N.V.,0.58,2023-06-30,NL0012169213,"Tenor Capital Management Company, L.P.",archive
Alfen N.V.,0.47,2023-06-29,NL0012817175,Citadel Advisors LLC,archive
Alfen N.V.,0.7,2023-06-29,NL0012817175,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.57,2023-06-29,NL0012817175,Voleon Capital Management LP,archive
Pharming Group N.V.,0.73,2023-06-29,NL0010391025,"WorldQuant, LLC",archive
Alfen N.V.,0.55,2023-06-28,NL0012817175,Citadel Advisors LLC,archive
Vivoryon Therapeutics N.V.,0.81,2023-06-28,NL00150002Q7,Janus Henderson Investors UK Limited,archive
Koninklijke BAM Groep N.V.,0.57,2023-06-28,NL0000337319,Marshall Wace LLP,archive
Randstad N.V.,0.61,2023-06-28,NL0000379121,Marshall Wace LLP,archive
Alfen N.V.,0.69,2023-06-28,NL0012817175,Qube Research & Technologies Ltd.,archive
Galapagos NV,0.6,2023-06-28,BE0003818359,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.76,2023-06-28,NL0012817175,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,0.57,2023-06-27,NL0012866412,Millennium Capital Management France SAS,archive
AMG Critical Materials N.V.,0.49,2023-06-27,NL0000888691,Millennium Capital Partners LLP,archive
Pharming Group N.V.,0.63,2023-06-27,NL0010391025,"WorldQuant, LLC",archive
Koninklijke Philips N.V.,0.48,2023-06-26,NL0000009538,Greenvale Capital LLP,archive
Vivoryon Therapeutics N.V.,0.7,2023-06-26,NL00150002Q7,Janus Henderson Investors UK Limited,archive
Alfen N.V.,0.7,2023-06-26,NL0012817175,Qube Research & Technologies Ltd.,archive
Alfen N.V.,0.61,2023-06-23,NL0012817175,Citadel Advisors LLC,archive
Koninklijke Philips N.V.,0.47,2023-06-23,NL0000009538,Citadel Advisors LLC,archive
Alfen N.V.,0.5,2023-06-23,NL0012817175,"D. E. Shaw & Co., L.P.",archive
Koninklijke Philips N.V.,0.55,2023-06-23,NL0000009538,Greenvale Capital LLP,archive
Alfen N.V.,0.74,2023-06-23,NL0012817175,Kuvari Partners LLP,archive
Alfen N.V.,0.58,2023-06-23,NL0012817175,Squarepoint Ops LLC,archive
Alfen N.V.,0.8,2023-06-23,NL0012817175,"WorldQuant, LLC",archive
