issuer_name,position_date,isin,position_holder,net_short_position,source
TomTom N.V.,2022-05-03,NL0013332471,Citadel Advisors LLC,0.58,archive
PostNL N.V.,2022-05-03,NL0009739416,Marshall Wace LLP,2.0,archive
Unibail-Rodamco-Westfield SE,2022-05-03,FR0013326246,Marshall Wace LLP,0.8,archive
PostNL N.V.,2022-05-03,NL0009739416,Millennium International Management LP,1.1,archive
PostNL N.V.,2022-05-03,NL0009739416,Voleon Capital Management LP,0.89,archive
Basic-Fit N.V.,2022-05-02,NL0011872650,CapeView Capital LLP,0.44,archive
Koninklijke Philips N.V.,2022-05-02,NL0000009538,Marshall Wace LLP,0.62,archive
PostNL N.V.,2022-05-02,NL0009739416,Marshall Wace LLP,1.95,archive
TomTom N.V.,2022-05-02,NL0013332471,Qube Research & Technologies Ltd.,0.5,archive
Signify N.V.,2022-05-02,NL0011821392,Sandbar Assets Management LLP,1.01,archive
PostNL N.V.,2022-05-02,NL0009739416,Voleon Capital Management LP,0.91,archive
PostNL N.V.,2022-05-02,NL0009739416,"WorldQuant, LLC",0.49,archive
BE Semiconductor Industries N.V.,2022-04-29,NL0012866412,"Davidson Kempner European Partners, LLP",0.53,archive
Signify N.V.,2022-04-29,NL0011821392,Sandbar Assets Management LLP,0.98,archive
Basic-Fit N.V.,2022-04-28,NL0011872650,CapeView Capital LLP,0.57,archive
Pharming Group N.V.,2022-04-28,NL0010391025,Citadel Advisors LLC,0.5,archive
PostNL N.V.,2022-04-28,NL0009739416,Citadel Advisors LLC,0.67,archive
BE Semiconductor Industries N.V.,2022-04-28,NL0012866412,"Davidson Kempner European Partners, LLP",0.98,archive
PostNL N.V.,2022-04-28,NL0009739416,HRTEU Limited,0.47,archive
Koninklijke Ahold Delhaize N.V.,2022-04-28,NL0011794037,Marshall Wace LLP,0.61,archive
Aperam S.A.,2022-04-28,LU0569974404,Millennium Capital Partners LLP,0.6,archive
PostNL N.V.,2022-04-28,NL0009739416,Millennium Capital Partners LLP,1.6,archive
Basic-Fit N.V.,2022-04-27,NL0011872650,CapeView Capital LLP,0.61,archive
PostNL N.V.,2022-04-27,NL0009739416,Citadel Advisors LLC,0.7,archive
PostNL N.V.,2022-04-27,NL0009739416,HRTEU Limited,0.51,archive
PostNL N.V.,2022-04-27,NL0009739416,Marshall Wace LLP,1.8,archive
Unibail-Rodamco-Westfield SE,2022-04-27,FR0013326246,Marshall Wace LLP,0.7,archive
PostNL N.V.,2022-04-27,NL0009739416,Millennium Capital Partners LLP,1.56,archive
PostNL N.V.,2022-04-27,NL0009739416,Millennium International Management LP,1.08,archive
ABN AMRO Bank NV,2022-04-27,NL0011540547,Qube Research & Technologies Ltd.,0.52,archive
Aperam S.A.,2022-04-26,LU0569974404,BlackRock Investment Management (UK) Limited,0.53,archive
BE Semiconductor Industries N.V.,2022-04-26,NL0012866412,"Davidson Kempner European Partners, LLP",1.01,archive
ABN AMRO Bank NV,2022-04-26,NL0011540547,Marshall Wace LLP,0.99,archive
Alfen N.V.,2022-04-26,NL0012817175,Odey Asset Management LLP,0.58,archive
Signify N.V.,2022-04-26,NL0011821392,Sandbar Assets Management LLP,1.0,archive
CM.com N.V.,2022-04-25,NL0012747059,JPMorgan Asset Management (UK) Ltd.,0.46,archive
ABN AMRO Bank NV,2022-04-25,NL0011540547,Marshall Wace LLP,1.01,archive
PostNL N.V.,2022-04-25,NL0009739416,Marshall Wace LLP,1.71,archive
PostNL N.V.,2022-04-25,NL0009739416,Millennium International Management LP,1.1,archive
Wereldhave N.V.,2022-04-25,NL0000289213,"Woodson Capital Master Fund, LP",3.26,archive
PostNL N.V.,2022-04-25,NL0009739416,"WorldQuant, LLC",0.56,archive
Basic-Fit N.V.,2022-04-22,NL0011872650,CapeView Capital LLP,0.51,archive
AMG Critical Materials N.V.,2022-04-22,NL0000888691,Capital Fund Management S.A.,0.69,archive
BE Semiconductor Industries N.V.,2022-04-22,NL0012866412,CQS (UK) LLP,0.25,archive
Koninklijke Ahold Delhaize N.V.,2022-04-22,NL0011794037,Marshall Wace LLP,0.51,archive
PostNL N.V.,2022-04-22,NL0009739416,Marshall Wace LLP,1.63,archive
Koninklijke BAM Groep N.V.,2022-04-22,NL0000337319,"WorldQuant, LLC",0.89,archive
Basic-Fit N.V.,2022-04-21,NL0011872650,Citadel Advisors Europe Limited,1.21,archive
PostNL N.V.,2022-04-21,NL0009739416,Citadel Advisors LLC,0.67,archive
InPost S.A.,2022-04-21,LU2290522684,Kuvari Partners LLP,0.48,archive
Basic-Fit N.V.,2022-04-20,NL0011872650,CapeView Capital LLP,0.47,archive
PostNL N.V.,2022-04-20,NL0009739416,Citadel Advisors LLC,0.59,archive
Alfen N.V.,2022-04-20,NL0012817175,Marshall Wace LLP,0.49,archive
Signify N.V.,2022-04-20,NL0011821392,Sandbar Assets Management LLP,0.96,archive
PostNL N.V.,2022-04-20,NL0009739416,"WorldQuant, LLC",0.64,archive
PostNL N.V.,2022-04-19,NL0009739416,Eleva Capital SAS,0.78,archive
Wereldhave N.V.,2022-04-19,NL0000289213,Franklin Templeton Investment Management Limited,0.6,archive
Koninklijke Philips N.V.,2022-04-19,NL0000009538,Marshall Wace LLP,0.58,archive
PostNL N.V.,2022-04-19,NL0009739416,Marshall Wace LLP,1.58,archive
PostNL N.V.,2022-04-19,NL0009739416,Millennium Capital Partners LLP,1.63,archive
PostNL N.V.,2022-04-19,NL0009739416,Voleon Capital Management LP,0.8,archive
TomTom N.V.,2022-04-19,NL0013332471,"WorldQuant, LLC",0.66,archive
PostNL N.V.,2022-04-14,NL0009739416,Eleva Capital SAS,0.62,archive
PostNL N.V.,2022-04-14,NL0009739416,Voleon Capital Management LP,0.74,archive
PostNL N.V.,2022-04-14,NL0009739416,"WorldQuant, LLC",0.72,archive
TomTom N.V.,2022-04-14,NL0013332471,"WorldQuant, LLC",0.58,archive
PostNL N.V.,2022-04-13,NL0009739416,Citadel Advisors LLC,0.69,archive
TomTom N.V.,2022-04-13,NL0013332471,Citadel Advisors LLC,0.64,archive
PostNL N.V.,2022-04-13,NL0009739416,Marshall Wace LLP,1.63,archive
PostNL N.V.,2022-04-13,NL0009739416,Millennium Capital Partners LLP,1.54,archive
PostNL N.V.,2022-04-13,NL0009739416,Voleon Capital Management LP,0.68,archive
PostNL N.V.,2022-04-13,NL0009739416,"WorldQuant, LLC",0.5,archive
Alfen N.V.,2022-04-12,NL0012817175,"Arrowstreet Capital, Limited Partnership",1.1,archive
Basic-Fit N.V.,2022-04-12,NL0011872650,CapeView Capital LLP,0.54,archive
Aperam S.A.,2022-04-12,LU0569974404,Millennium Capital Partners LLP,0.59,archive
Pharming Group N.V.,2022-04-12,NL0010391025,Pictet Asset Management Limited,0.58,archive
InPost S.A.,2022-04-11,LU2290522684,Citadel Advisors Europe Limited,0.42,archive
PostNL N.V.,2022-04-11,NL0009739416,Millennium International Management LP,1.02,archive
Pharming Group N.V.,2022-04-11,NL0010391025,Pictet Asset Management Limited,0.64,archive
PostNL N.V.,2022-04-11,NL0009739416,Voleon Capital Management LP,0.53,archive
AMG Critical Materials N.V.,2022-04-08,NL0000888691,Capital Fund Management S.A.,0.75,archive
Signify N.V.,2022-04-08,NL0011821392,Sandbar Assets Management LLP,1.0,archive
Koninklijke BAM Groep N.V.,2022-04-08,NL0000337319,"WorldQuant, LLC",0.92,archive
Pharming Group N.V.,2022-04-07,NL0010391025,Citadel Advisors LLC,0.48,archive
PostNL N.V.,2022-04-07,NL0009739416,Citadel Advisors LLC,0.59,archive
InPost S.A.,2022-04-07,LU2290522684,Marshall Wace LLP,0.49,archive
PostNL N.V.,2022-04-07,NL0009739416,Millennium Capital Partners LLP,1.72,archive
PostNL N.V.,2022-04-07,NL0009739416,Millennium International Management LP,0.93,archive
Pharming Group N.V.,2022-04-07,NL0010391025,Pictet Asset Management Limited,0.79,archive
Fugro N.V.,2022-04-06,NL00150003E1,BlackRock Investment Management (UK) Limited,0.58,archive
PostNL N.V.,2022-04-06,NL0009739416,Citadel Advisors LLC,0.6,archive
BE Semiconductor Industries N.V.,2022-04-06,NL0012866412,"Davidson Kempner European Partners, LLP",1.29,archive
PostNL N.V.,2022-04-06,NL0009739416,Marshall Wace LLP,1.54,archive
Unibail-Rodamco-Westfield SE,2022-04-06,FR0013326246,Marshall Wace LLP,0.62,archive
PostNL N.V.,2022-04-06,NL0009739416,Millennium Capital Partners LLP,1.69,archive
PostNL N.V.,2022-04-06,NL0009739416,Millennium International Management LP,0.78,archive
Pharming Group N.V.,2022-04-06,NL0010391025,Pictet Asset Management Limited,0.86,archive
Koninklijke BAM Groep N.V.,2022-04-06,NL0000337319,"WorldQuant, LLC",0.8,archive
Fugro N.V.,2022-04-05,NL00150003E1,BlackRock Investment Management (UK) Limited,1.42,archive
Basic-Fit N.V.,2022-04-05,NL0011872650,CapeView Capital LLP,0.68,archive
ABN AMRO Bank NV,2022-04-05,NL0011540547,Marshall Wace LLP,0.9,archive
Galapagos NV,2022-04-05,BE0003818359,Marshall Wace LLP,0.47,archive
PostNL N.V.,2022-04-05,NL0009739416,Marshall Wace LLP,1.41,archive
PostNL N.V.,2022-04-05,NL0009739416,Millennium Capital Partners LLP,0.93,archive
PostNL N.V.,2022-04-05,NL0009739416,Millennium International Management LP,0.58,archive
Pharming Group N.V.,2022-04-05,NL0010391025,Pictet Asset Management Limited,0.94,archive
Signify N.V.,2022-04-05,NL0011821392,Sandbar Assets Management LLP,0.96,archive
PostNL N.V.,2022-04-04,NL0009739416,Citadel Advisors LLC,0.57,archive
InPost S.A.,2022-04-04,LU2290522684,Marshall Wace LLP,0.5,archive
PostNL N.V.,2022-04-04,NL0009739416,Millennium Capital Partners LLP,0.84,archive
Signify N.V.,2022-04-04,NL0011821392,Sandbar Assets Management LLP,0.85,archive
Alfen N.V.,2022-04-04,NL0012817175,Voleon Capital Management LP,0.48,archive
Koninklijke BAM Groep N.V.,2022-04-04,NL0000337319,"WorldQuant, LLC",0.73,archive
TomTom N.V.,2022-04-04,NL0013332471,"WorldQuant, LLC",0.49,archive
Galapagos NV,2022-04-01,BE0003818359,AHL Partners LLP,0.69,archive
Fugro N.V.,2022-04-01,NL00150003E1,BlackRock Investment Management (UK) Limited,1.56,archive
BE Semiconductor Industries N.V.,2022-04-01,NL0012866412,"D. E. Shaw & Co., L.P.",0.48,archive
CM.com N.V.,2022-04-01,NL0012747059,JPMorgan Asset Management (UK) Ltd.,0.5,archive
InPost S.A.,2022-03-31,LU2290522684,Citadel Advisors Europe Limited,0.55,archive
TomTom N.V.,2022-03-31,NL0013332471,Citadel Advisors LLC,0.5,archive
BE Semiconductor Industries N.V.,2022-03-31,NL0012866412,"Davidson Kempner European Partners, LLP",1.32,archive
InPost S.A.,2022-03-31,LU2290522684,Kuvari Partners LLP,0.55,archive
Signify N.V.,2022-03-31,NL0011821392,Sandbar Assets Management LLP,0.72,archive
PostNL N.V.,2022-03-30,NL0009739416,Citadel Advisors LLC,0.62,archive
BE Semiconductor Industries N.V.,2022-03-30,NL0012866412,"D. E. Shaw & Co., L.P.",0.58,archive
Alfen N.V.,2022-03-30,NL0012817175,Marshall Wace LLP,0.57,archive
Galapagos NV,2022-03-30,BE0003818359,Marshall Wace LLP,0.58,archive
PostNL N.V.,2022-03-30,NL0009739416,Millennium Capital Partners LLP,0.72,archive
InPost S.A.,2022-03-29,LU2290522684,Citadel Advisors Europe Limited,0.61,archive
Pharming Group N.V.,2022-03-29,NL0010391025,Citadel Advisors LLC,0.5,archive
BE Semiconductor Industries N.V.,2022-03-29,NL0012866412,"D. E. Shaw & Co., L.P.",0.6,archive
Alfen N.V.,2022-03-29,NL0012817175,Marshall Wace LLP,0.63,archive
InPost S.A.,2022-03-29,LU2290522684,Marshall Wace LLP,0.49,archive
Flow Traders Ltd.,2022-03-29,NL0011279492,"WorldQuant, LLC",0.46,archive
TomTom N.V.,2022-03-29,NL0013332471,"WorldQuant, LLC",0.58,archive
InPost S.A.,2022-03-28,LU2290522684,Citadel Advisors Europe Limited,0.59,archive
Pharming Group N.V.,2022-03-28,NL0010391025,Citadel Advisors LLC,0.49,archive
InPost S.A.,2022-03-28,LU2290522684,Marshall Wace LLP,0.53,archive
Koninklijke Philips N.V.,2022-03-28,NL0000009538,Marshall Wace LLP,0.61,archive
PostNL N.V.,2022-03-28,NL0009739416,Marshall Wace LLP,1.37,archive
Unibail-Rodamco-Westfield SE,2022-03-28,FR0013326246,Marshall Wace LLP,0.5,archive
Wereldhave N.V.,2022-03-28,NL0000289213,"Woodson Capital Master Fund, LP",3.39,archive
Alfen N.V.,2022-03-25,NL0012817175,"Arrowstreet Capital, Limited Partnership",1.0,archive
Basic-Fit N.V.,2022-03-25,NL0011872650,Citadel Advisors Europe Limited,1.17,archive
Alfen N.V.,2022-03-25,NL0012817175,Marshall Wace LLP,0.76,archive
Alfen N.V.,2022-03-25,NL0012817175,Voleon Capital Management LP,0.58,archive
Flow Traders Ltd.,2022-03-25,NL0011279492,"WorldQuant, LLC",0.58,archive
Koninklijke BAM Groep N.V.,2022-03-25,NL0000337319,"WorldQuant, LLC",0.61,archive
Koninklijke BAM Groep N.V.,2022-03-24,NL0000337319,Citadel Advisors LLC,0.31,archive
Alfen N.V.,2022-03-24,NL0012817175,Marshall Wace LLP,0.87,archive
Aperam S.A.,2022-03-24,LU0569974404,Millennium Capital Partners LLP,0.69,archive
TomTom N.V.,2022-03-24,NL0013332471,"WorldQuant, LLC",0.69,archive
Galapagos NV,2022-03-23,BE0003818359,"AQR Capital Management, LLC",0.49,archive
Basic-Fit N.V.,2022-03-23,NL0011872650,Canada Pension Plan Investment Board,0.44,archive
Koninklijke BAM Groep N.V.,2022-03-23,NL0000337319,Citadel Advisors LLC,0.5,archive
Wereldhave N.V.,2022-03-23,NL0000289213,Franklin Templeton Investment Management Limited,0.53,archive
CM.com N.V.,2022-03-23,NL0012747059,Highbridge Capital Management LLC,0.84,archive
InPost S.A.,2022-03-23,LU2290522684,Marshall Wace LLP,0.6,archive
PostNL N.V.,2022-03-23,NL0009739416,Marshall Wace LLP,1.48,archive
Aperam S.A.,2022-03-23,LU0569974404,Millennium Capital Partners LLP,0.79,archive
Pharming Group N.V.,2022-03-23,NL0010391025,Pictet Asset Management Limited,1.06,archive
Flow Traders Ltd.,2022-03-23,NL0011279492,"WorldQuant, LLC",0.67,archive
Basic-Fit N.V.,2022-03-22,NL0011872650,CapeView Capital LLP,0.71,archive
Basic-Fit N.V.,2022-03-22,NL0011872650,Citadel Advisors Europe Limited,1.23,archive
BE Semiconductor Industries N.V.,2022-03-22,NL0012866412,"Davidson Kempner European Partners, LLP",1.2,archive
TomTom N.V.,2022-03-22,NL0013332471,Marshall Wace LLP,0.49,archive
Wereldhave N.V.,2022-03-22,NL0000289213,"Woodson Capital Master Fund, LP",3.47,archive
Pharming Group N.V.,2022-03-21,NL0010391025,Citadel Advisors LLC,0.52,archive
ABN AMRO Bank NV,2022-03-21,NL0011540547,Marshall Wace LLP,0.8,archive
PostNL N.V.,2022-03-21,NL0009739416,Millennium Capital Partners LLP,0.61,archive
Basic-Fit N.V.,2022-03-18,NL0011872650,Canada Pension Plan Investment Board,0.59,archive
InPost S.A.,2022-03-18,LU2290522684,Kuvari Partners LLP,0.42,archive
Aperam S.A.,2022-03-18,LU0569974404,Millennium International Management LP,0.42,archive
PostNL N.V.,2022-03-18,NL0009739416,Millennium International Management LP,0.32,archive
Alfen N.V.,2022-03-18,NL0012817175,Voleon Capital Management LP,0.69,archive
Flow Traders Ltd.,2022-03-18,NL0011279492,"WorldQuant, LLC",0.79,archive
Koninklijke BAM Groep N.V.,2022-03-18,NL0000337319,"WorldQuant, LLC",0.79,archive
ABN AMRO Bank NV,2022-03-17,NL0011540547,Marshall Wace LLP,0.79,archive
InPost S.A.,2022-03-17,LU2290522684,Marshall Wace LLP,0.52,archive
Aperam S.A.,2022-03-17,LU0569974404,Millennium International Management LP,0.82,archive
Pharming Group N.V.,2022-03-17,NL0010391025,Pictet Asset Management Limited,1.19,archive
Signify N.V.,2022-03-17,NL0011821392,Sandbar Assets Management LLP,0.61,archive
AMG Critical Materials N.V.,2022-03-17,NL0000888691,Systematica Investments Limited,0.78,archive
Flow Traders Ltd.,2022-03-17,NL0011279492,"WorldQuant, LLC",0.84,archive
Galapagos NV,2022-03-16,BE0003818359,"AQR Capital Management, LLC",0.5,archive
IMCD N.V.,2022-03-16,NL0010801007,"AQR Capital Management, LLC",0.49,archive
Basic-Fit N.V.,2022-03-16,NL0011872650,CapeView Capital LLP,0.69,archive
Koninklijke BAM Groep N.V.,2022-03-16,NL0000337319,Citadel Advisors LLC,0.47,archive
ABN AMRO Bank NV,2022-03-16,NL0011540547,Marshall Wace LLP,0.81,archive
Koninklijke Philips N.V.,2022-03-16,NL0000009538,Marshall Wace LLP,0.51,archive
Aperam S.A.,2022-03-16,LU0569974404,Millennium Capital Partners LLP,0.89,archive
Alfen N.V.,2022-03-16,NL0012817175,Rye Bay Capital LLP,0.68,archive
ABN AMRO Bank NV,2022-03-16,NL0011540547,"WorldQuant, LLC",0.48,archive
Basic-Fit N.V.,2022-03-15,NL0011872650,Canada Pension Plan Investment Board,0.68,archive
Basic-Fit N.V.,2022-03-15,NL0011872650,CapeView Capital LLP,0.7,archive
Basic-Fit N.V.,2022-03-15,NL0011872650,Citadel Advisors Europe Limited,1.12,archive
Koninklijke BAM Groep N.V.,2022-03-15,NL0000337319,Citadel Advisors LLC,0.53,archive
BE Semiconductor Industries N.V.,2022-03-15,NL0012866412,"D. E. Shaw & Co., L.P.",0.51,archive
Unibail-Rodamco-Westfield SE,2022-03-15,FR0013326246,Kintbury Capital LLP,0.5,archive
Aperam S.A.,2022-03-15,LU0569974404,Millennium Capital Partners LLP,0.94,archive
Aperam S.A.,2022-03-15,LU0569974404,Millennium International Management LP,0.7,archive
PostNL N.V.,2022-03-15,NL0009739416,Millennium International Management LP,0.5,archive
Flow Traders Ltd.,2022-03-15,NL0011279492,"WorldQuant, LLC",0.97,archive
Aperam S.A.,2022-03-14,LU0569974404,Millennium International Management LP,0.66,archive
Flow Traders Ltd.,2022-03-14,NL0011279492,"WorldQuant, LLC",1.02,archive
Koninklijke BAM Groep N.V.,2022-03-14,NL0000337319,"WorldQuant, LLC",0.85,archive
Alfen N.V.,2022-03-11,NL0012817175,AllianceBernstein L.P.,0.47,archive
ABN AMRO Bank NV,2022-03-11,NL0011540547,Marshall Wace LLP,0.72,archive
Alfen N.V.,2022-03-11,NL0012817175,Marshall Wace LLP,0.98,archive
PostNL N.V.,2022-03-11,NL0009739416,Marshall Wace LLP,1.57,archive
Aperam S.A.,2022-03-11,LU0569974404,Millennium Capital Partners LLP,1.06,archive
Aperam S.A.,2022-03-11,LU0569974404,Millennium International Management LP,0.59,archive
ABN AMRO Bank NV,2022-03-11,NL0011540547,"WorldQuant, LLC",0.51,archive
Flow Traders Ltd.,2022-03-11,NL0011279492,"WorldQuant, LLC",1.12,archive
Koninklijke BAM Groep N.V.,2022-03-11,NL0000337319,"WorldQuant, LLC",0.78,archive
AMG Critical Materials N.V.,2022-03-10,NL0000888691,Capital Fund Management S.A.,0.87,archive
Basic-Fit N.V.,2022-03-10,NL0011872650,Citadel Advisors Europe Limited,1.09,archive
BE Semiconductor Industries N.V.,2022-03-10,NL0012866412,"D. E. Shaw & Co., L.P.",0.49,archive
Aperam S.A.,2022-03-10,LU0569974404,Millennium Capital Partners LLP,1.2,archive
Aperam S.A.,2022-03-10,LU0569974404,Millennium International Management LP,0.61,archive
AMG Critical Materials N.V.,2022-03-09,NL0000888691,Capital Fund Management S.A.,0.92,archive
ABN AMRO Bank NV,2022-03-09,NL0011540547,Marshall Wace LLP,0.68,archive
Alfen N.V.,2022-03-08,NL0012817175,AllianceBernstein L.P.,0.53,archive
Wereldhave N.V.,2022-03-08,NL0000289213,Franklin Templeton Investment Management Limited,0.65,archive
InPost S.A.,2022-03-08,LU2290522684,Kuvari Partners LLP,0.53,archive
Alfen N.V.,2022-03-08,NL0012817175,Marshall Wace LLP,1.0,archive
Alfen N.V.,2022-03-08,NL0012817175,Millennium Capital Partners LLP,0.42,archive
Aperam S.A.,2022-03-08,LU0569974404,Millennium Capital Partners LLP,1.15,archive
PostNL N.V.,2022-03-08,NL0009739416,Millennium Capital Partners LLP,0.52,archive
Ebusco Holding N.V.,2022-03-08,NL0015000CZ2,Otus Capital Management Ltd.,0.48,archive
Alfen N.V.,2022-03-08,NL0012817175,Voleon Capital Management LP,0.79,archive
CM.com N.V.,2022-03-07,NL0012747059,Highbridge Capital Management LLC,0.78,archive
ABN AMRO Bank NV,2022-03-07,NL0011540547,Marshall Wace LLP,0.75,archive
PostNL N.V.,2022-03-07,NL0009739416,Marshall Wace LLP,1.6,archive
Alfen N.V.,2022-03-07,NL0012817175,Millennium Capital Partners LLP,0.51,archive
PostNL N.V.,2022-03-07,NL0009739416,Millennium Capital Partners LLP,0.48,archive
Koninklijke BAM Groep N.V.,2022-03-07,NL0000337319,"WorldQuant, LLC",0.65,archive
Basic-Fit N.V.,2022-03-04,NL0011872650,Citadel Advisors Europe Limited,1.17,archive
ABN AMRO Bank NV,2022-03-04,NL0011540547,Marshall Wace LLP,0.87,archive
Alfen N.V.,2022-03-04,NL0012817175,Marshall Wace LLP,0.93,archive
Galapagos NV,2022-03-04,BE0003818359,Marshall Wace LLP,0.69,archive
Alfen N.V.,2022-03-04,NL0012817175,Millennium Capital Partners LLP,0.62,archive
Aperam S.A.,2022-03-04,LU0569974404,Millennium Capital Partners LLP,1.04,archive
Aperam S.A.,2022-03-04,LU0569974404,Millennium International Management LP,0.56,archive
BE Semiconductor Industries N.V.,2022-03-04,NL0012866412,"Point72 Europe (London), LLP",0.46,archive
BE Semiconductor Industries N.V.,2022-03-04,NL0012866412,Renaissance Technologies LLC,0.49,archive
Signify N.V.,2022-03-04,NL0011821392,Sandbar Assets Management LLP,0.53,archive
Alfen N.V.,2022-03-04,NL0012817175,Voleon Capital Management LP,0.86,archive
PostNL N.V.,2022-03-04,NL0009739416,"WorldQuant, LLC",0.4,archive
Wereldhave N.V.,2022-03-03,NL0000289213,Adelphi Capital LLP,0.4,archive
Alfen N.V.,2022-03-03,NL0012817175,AllianceBernstein L.P.,0.61,archive
IMCD N.V.,2022-03-03,NL0010801007,"AQR Capital Management, LLC",0.5,archive
Alfen N.V.,2022-03-03,NL0012817175,Marshall Wace LLP,0.8,archive
Alfen N.V.,2022-03-03,NL0012817175,Millennium Capital Partners LLP,0.71,archive
Aperam S.A.,2022-03-03,LU0569974404,Millennium Capital Partners LLP,0.96,archive
BE Semiconductor Industries N.V.,2022-03-03,NL0012866412,Renaissance Technologies LLC,0.5,archive
Alfen N.V.,2022-03-03,NL0012817175,Voleon Capital Management LP,0.9,archive
Flow Traders Ltd.,2022-03-03,NL0011279492,"WorldQuant, LLC",1.2,archive
Koninklijke BAM Groep N.V.,2022-03-03,NL0000337319,"WorldQuant, LLC",0.53,archive
PostNL N.V.,2022-03-03,NL0009739416,"WorldQuant, LLC",0.51,archive
Wereldhave N.V.,2022-03-02,NL0000289213,Adelphi Capital LLP,0.67,archive
Alfen N.V.,2022-03-02,NL0012817175,"Arrowstreet Capital, Limited Partnership",0.98,archive
Koninklijke BAM Groep N.V.,2022-03-02,NL0000337319,Citadel Advisors LLC,0.49,archive
Wereldhave N.V.,2022-03-02,NL0000289213,Franklin Templeton Investment Management Limited,0.5,archive
ABN AMRO Bank NV,2022-03-02,NL0011540547,Marshall Wace LLP,0.95,archive
BE Semiconductor Industries N.V.,2022-03-02,NL0012866412,"Point72 Europe (London), LLP",0.69,archive
Alfen N.V.,2022-03-02,NL0012817175,Voleon Capital Management LP,0.89,archive
Wereldhave N.V.,2022-03-02,NL0000289213,"Woodson Capital Master Fund, LP",3.77,archive
Alfen N.V.,2022-03-01,NL0012817175,"BlackRock Institutional Trust Company, National Association",0.47,archive
Basic-Fit N.V.,2022-03-01,NL0011872650,CapeView Capital LLP,0.64,archive
PostNL N.V.,2022-03-01,NL0009739416,Marshall Wace LLP,1.59,archive
Alfen N.V.,2022-03-01,NL0012817175,Millennium Capital Partners LLP,0.67,archive
PostNL N.V.,2022-03-01,NL0009739416,Millennium Capital Partners LLP,0.53,archive
PostNL N.V.,2022-03-01,NL0009739416,Millennium International Management LP,0.49,archive
BE Semiconductor Industries N.V.,2022-03-01,NL0012866412,"Point72 Europe (London), LLP",0.78,archive
AMG Critical Materials N.V.,2022-02-28,NL0000888691,Capital Fund Management S.A.,0.89,archive
Basic-Fit N.V.,2022-02-28,NL0011872650,Citadel Advisors Europe Limited,1.21,archive
Flow Traders Ltd.,2022-02-28,NL0011279492,"D. E. Shaw & Co., L.P.",0.48,archive
InPost S.A.,2022-02-28,LU2290522684,Kuvari Partners LLP,0.27,archive
ABN AMRO Bank NV,2022-02-28,NL0011540547,Marshall Wace LLP,1.06,archive
Alfen N.V.,2022-02-28,NL0012817175,Marshall Wace LLP,0.73,archive
Galapagos NV,2022-02-28,BE0003818359,Qube Research & Technologies Ltd.,0.49,archive
Koninklijke BAM Groep N.V.,2022-02-25,NL0000337319,Citadel Advisors LLC,0.56,archive
InPost S.A.,2022-02-25,LU2290522684,Kuvari Partners LLP,0.5,archive
Koninklijke Philips N.V.,2022-02-25,NL0000009538,Marshall Wace LLP,0.49,archive
PostNL N.V.,2022-02-25,NL0009739416,Millennium Capital Partners LLP,0.67,archive
Alfen N.V.,2022-02-25,NL0012817175,Rye Bay Capital LLP,0.8,archive
Basic-Fit N.V.,2022-02-24,NL0011872650,Citadel Advisors Europe Limited,1.19,archive
ABN AMRO Bank NV,2022-02-24,NL0011540547,Marshall Wace LLP,1.15,archive
PostNL N.V.,2022-02-24,NL0009739416,Marshall Wace LLP,1.67,archive
TomTom N.V.,2022-02-24,NL0013332471,Marshall Wace LLP,0.59,archive
PostNL N.V.,2022-02-24,NL0009739416,Millennium International Management LP,0.51,archive
BE Semiconductor Industries N.V.,2022-02-24,NL0012866412,Renaissance Technologies LLC,0.49,archive
Alfen N.V.,2022-02-24,NL0012817175,Voleon Capital Management LP,0.91,archive
CM.com N.V.,2022-02-24,NL0012747059,Whitebox Advisors LLC,0.67,archive
Wereldhave N.V.,2022-02-23,NL0000289213,Adelphi Capital LLP,0.74,archive
Flow Traders Ltd.,2022-02-23,NL0011279492,"D. E. Shaw & Co., L.P.",0.5,archive
Galapagos NV,2022-02-23,BE0003818359,Marshall Wace LLP,0.71,archive
Koninklijke Philips N.V.,2022-02-23,NL0000009538,Marshall Wace LLP,0.59,archive
Alfen N.V.,2022-02-23,NL0012817175,Millennium Capital Partners LLP,0.5,archive
PostNL N.V.,2022-02-23,NL0009739416,Millennium Capital Partners LLP,0.7,archive
BE Semiconductor Industries N.V.,2022-02-23,NL0012866412,"Point72 Europe (London), LLP",0.63,archive
BE Semiconductor Industries N.V.,2022-02-23,NL0012866412,Renaissance Technologies LLC,0.5,archive
Wereldhave N.V.,2022-02-23,NL0000289213,"Woodson Capital Master Fund, LP",3.89,archive
Wereldhave N.V.,2022-02-22,NL0000289213,Adelphi Capital LLP,0.89,archive
Alfen N.V.,2022-02-22,NL0012817175,"BlackRock Institutional Trust Company, National Association",0.51,archive
AMG Critical Materials N.V.,2022-02-22,NL0000888691,Capital Fund Management S.A.,0.93,archive
BE Semiconductor Industries N.V.,2022-02-22,NL0012866412,"Point72 Europe (London), LLP",0.58,archive
BE Semiconductor Industries N.V.,2022-02-22,NL0012866412,Renaissance Technologies LLC,0.49,archive
Alfen N.V.,2022-02-22,NL0012817175,Voleon Capital Management LP,0.83,archive
Flow Traders Ltd.,2022-02-22,NL0011279492,"WorldQuant, LLC",1.12,archive
