issuer_name,position_date,isin,position_holder,net_short_position,source
Signify N.V.,2023-08-17,NL0011821392,AKO Capital LLP,0.56,archive
Basic-Fit N.V.,2023-08-17,NL0011872650,CapeView Capital LLP,0.51,archive
Koninklijke BAM Groep N.V.,2023-08-17,NL0000337319,Citadel Advisors LLC,0.53,archive
Koninklijke Philips N.V.,2023-08-17,NL0000009538,Citadel Advisors LLC,0.83,archive
Koninklijke BAM Groep N.V.,2023-08-17,NL0000337319,Marshall Wace LLP,0.92,archive
Aperam S.A.,2023-08-17,LU0569974404,Pantechnicon Advisors LLP,0.59,archive
PostNL N.V.,2023-08-17,NL0009739416,Qube Research & Technologies Ltd.,0.72,archive
Koninklijke KPN N.V.,2023-08-17,NL0000009082,Syquant Capital,0.49,archive
Koninklijke Philips N.V.,2023-08-17,NL0000009538,Viking Global Investors LP,0.58,archive
AMG Critical Materials N.V.,2023-08-16,NL0000888691,AHL Partners LLP,0.5,archive
IMCD N.V.,2023-08-16,NL0010801007,"AQR Capital Management, LLC",0.5,archive
Koninklijke Philips N.V.,2023-08-16,NL0000009538,Citadel Advisors LLC,0.79,archive
AMG Critical Materials N.V.,2023-08-16,NL0000888691,"D. E. Shaw & Co., L.P.",0.83,archive
Alfen N.V.,2023-08-16,NL0012817175,Marshall Wace LLP,0.87,archive
Koninklijke KPN N.V.,2023-08-16,NL0000009082,Syquant Capital,0.5,archive
PostNL N.V.,2023-08-16,NL0009739416,UBS Asset Management (UK) Ltd.,0.49,archive
Alfen N.V.,2023-08-16,NL0012817175,Walleye Capital LLC,0.41,archive
Koninklijke Philips N.V.,2023-08-15,NL0000009538,Citadel Advisors LLC,0.8,archive
Alfen N.V.,2023-08-15,NL0012817175,Marble Bar Asset Management LLP,0.0,archive
Alfen N.V.,2023-08-15,NL0012817175,Marshall Wace LLP,0.91,archive
Alfen N.V.,2023-08-15,NL0012817175,Qube Research & Technologies Ltd.,1.1,archive
PostNL N.V.,2023-08-15,NL0009739416,Qube Research & Technologies Ltd.,0.69,archive
Alfen N.V.,2023-08-15,NL0012817175,Squarepoint Ops LLC,0.62,archive
Koninklijke KPN N.V.,2023-08-15,NL0000009082,Syquant Capital,0.49,archive
Wereldhave N.V.,2023-08-15,NL0000289213,Toscafund Asset Management LLP,1.18,archive
Alfen N.V.,2023-08-15,NL0012817175,Voleon Capital Management LP,0.52,archive
Alfen N.V.,2023-08-14,NL0012817175,Millennium International Management LP,0.69,archive
Alfen N.V.,2023-08-14,NL0012817175,Squarepoint Ops LLC,0.59,archive
Alfen N.V.,2023-08-14,NL0012817175,Walleye Capital LLC,0.5,archive
AMG Critical Materials N.V.,2023-08-11,NL0000888691,Capital Fund Management S.A.,0.49,archive
Pharming Group N.V.,2023-08-11,NL0010391025,Citadel Advisors LLC,0.47,archive
AMG Critical Materials N.V.,2023-08-11,NL0000888691,"D. E. Shaw & Co., L.P.",0.7,archive
Adyen N.V.,2023-08-11,NL0012969182,Marshall Wace LLP,0.49,archive
PostNL N.V.,2023-08-11,NL0009739416,Qube Research & Technologies Ltd.,0.7,archive
Koninklijke Philips N.V.,2023-08-11,NL0000009538,Viking Global Investors LP,0.61,archive
Alfen N.V.,2023-08-11,NL0012817175,Walleye Capital LLC,0.49,archive
Signify N.V.,2023-08-10,NL0011821392,AKO Capital LLP,0.69,archive
Alfen N.V.,2023-08-10,NL0012817175,Marshall Wace LLP,1.09,archive
BE Semiconductor Industries N.V.,2023-08-10,NL0012866412,Millennium Capital Management France SAS,0.7,archive
Alfen N.V.,2023-08-10,NL0012817175,Qube Research & Technologies Ltd.,0.81,archive
Koninklijke KPN N.V.,2023-08-10,NL0000009082,Syquant Capital,0.5,archive
Alfen N.V.,2023-08-10,NL0012817175,"WorldQuant, LLC",0.48,archive
Alfen N.V.,2023-08-09,NL0012817175,Citadel Advisors LLC,0.36,archive
Pharming Group N.V.,2023-08-09,NL0010391025,Citadel Advisors LLC,0.55,archive
Alfen N.V.,2023-08-09,NL0012817175,"D. E. Shaw & Co., L.P.",0.47,archive
PostNL N.V.,2023-08-09,NL0009739416,JPMorgan Asset Management (UK) Ltd.,0.48,archive
Alfen N.V.,2023-08-09,NL0012817175,Millennium International Management LP,0.78,archive
Alfen N.V.,2023-08-09,NL0012817175,Qube Research & Technologies Ltd.,0.79,archive
AMG Critical Materials N.V.,2023-08-08,NL0000888691,Citadel Advisors LLC,0.4,archive
Pharming Group N.V.,2023-08-08,NL0010391025,Citadel Advisors LLC,0.65,archive
Alfen N.V.,2023-08-08,NL0012817175,"D. E. Shaw & Co., L.P.",0.51,archive
AMG Critical Materials N.V.,2023-08-08,NL0000888691,"D. E. Shaw & Co., L.P.",0.61,archive
Vivoryon Therapeutics N.V.,2023-08-08,NL00150002Q7,Janus Henderson Investors UK Limited,0.94,archive
Alfen N.V.,2023-08-08,NL0012817175,Squarepoint Ops LLC,0.62,archive
Alfen N.V.,2023-08-08,NL0012817175,"WorldQuant, LLC",0.57,archive
Basic-Fit N.V.,2023-08-07,NL0011872650,CapeView Capital LLP,0.43,archive
AMG Critical Materials N.V.,2023-08-07,NL0000888691,Capital Fund Management S.A.,0.5,archive
Alfen N.V.,2023-08-07,NL0012817175,Citadel Advisors LLC,0.51,archive
Adyen N.V.,2023-08-07,NL0012969182,Marshall Wace LLP,0.5,archive
Alfen N.V.,2023-08-07,NL0012817175,Marshall Wace LLP,1.19,archive
Galapagos NV,2023-08-07,BE0003818359,Qube Research & Technologies Ltd.,0.51,archive
AMG Critical Materials N.V.,2023-08-04,NL0000888691,Citadel Advisors LLC,0.57,archive
ARCADIS N.V.,2023-08-04,NL0006237562,Citadel Advisors LLC,0.48,archive
Adyen N.V.,2023-08-04,NL0012969182,Marshall Wace LLP,0.49,archive
Alfen N.V.,2023-08-04,NL0012817175,Millennium International Management LP,0.82,archive
Alfen N.V.,2023-08-04,NL0012817175,Squarepoint Ops LLC,0.58,archive
Alfen N.V.,2023-08-03,NL0012817175,Citadel Advisors LLC,0.48,archive
Koninklijke Philips N.V.,2023-08-03,NL0000009538,Citadel Advisors LLC,0.72,archive
Alfen N.V.,2023-08-03,NL0012817175,"D. E. Shaw & Co., L.P.",0.49,archive
AMG Critical Materials N.V.,2023-08-03,NL0000888691,"D. E. Shaw & Co., L.P.",0.58,archive
Adyen N.V.,2023-08-03,NL0012969182,Marshall Wace LLP,0.5,archive
Alfen N.V.,2023-08-02,NL0012817175,Citadel Advisors LLC,0.52,archive
AMG Critical Materials N.V.,2023-08-02,NL0000888691,Citadel Advisors LLC,0.78,archive
ARCADIS N.V.,2023-08-02,NL0006237562,Citadel Advisors LLC,0.5,archive
Pharming Group N.V.,2023-08-02,NL0010391025,Citadel Advisors LLC,0.72,archive
Alfen N.V.,2023-08-02,NL0012817175,"D. E. Shaw & Co., L.P.",0.5,archive
AMG Critical Materials N.V.,2023-08-02,NL0000888691,"D. E. Shaw & Co., L.P.",0.6,archive
Alfen N.V.,2023-08-02,NL0012817175,Marshall Wace LLP,1.28,archive
Alfen N.V.,2023-08-02,NL0012817175,Millennium International Management LP,0.74,archive
Koninklijke KPN N.V.,2023-08-02,NL0000009082,Syquant Capital,0.49,archive
Alfen N.V.,2023-08-02,NL0012817175,"WorldQuant, LLC",0.69,archive
AMG Critical Materials N.V.,2023-08-01,NL0000888691,Citadel Advisors LLC,0.8,archive
Pharming Group N.V.,2023-08-01,NL0010391025,Citadel Advisors LLC,0.62,archive
AMG Critical Materials N.V.,2023-08-01,NL0000888691,"D. E. Shaw & Co., L.P.",0.53,archive
Alfen N.V.,2023-08-01,NL0012817175,Marshall Wace LLP,1.37,archive
Aperam S.A.,2023-08-01,LU0569974404,Pantechnicon Advisors LLP,0.6,archive
Signify N.V.,2023-07-31,NL0011821392,AKO Capital LLP,0.7,archive
AMG Critical Materials N.V.,2023-07-31,NL0000888691,Citadel Advisors LLC,0.73,archive
Pharming Group N.V.,2023-07-31,NL0010391025,Citadel Advisors LLC,0.56,archive
Koninklijke BAM Groep N.V.,2023-07-31,NL0000337319,Marshall Wace LLP,0.8,archive
Alfen N.V.,2023-07-31,NL0012817175,Qube Research & Technologies Ltd.,0.83,archive
Galapagos NV,2023-07-31,BE0003818359,Qube Research & Technologies Ltd.,0.48,archive
Alfen N.V.,2023-07-31,NL0012817175,Squarepoint Ops LLC,0.6,archive
Alfen N.V.,2023-07-31,NL0012817175,Voleon Capital Management LP,0.47,archive
Signify N.V.,2023-07-28,NL0011821392,Millennium Capital Partners LLP,0.45,archive
Alfen N.V.,2023-07-28,NL0012817175,Millennium International Management LP,0.66,archive
Alfen N.V.,2023-07-28,NL0012817175,Voleon Capital Management LP,0.51,archive
Alfen N.V.,2023-07-28,NL0012817175,"WorldQuant, LLC",0.75,archive
Basic-Fit N.V.,2023-07-27,NL0011872650,CapeView Capital LLP,0.51,archive
AMG Critical Materials N.V.,2023-07-27,NL0000888691,Citadel Advisors LLC,0.65,archive
Koninklijke Philips N.V.,2023-07-27,NL0000009538,Citadel Advisors LLC,0.65,archive
Pharming Group N.V.,2023-07-27,NL0010391025,Citadel Advisors LLC,0.69,archive
Signify N.V.,2023-07-27,NL0011821392,Citadel Advisors LLC,0.44,archive
Alfen N.V.,2023-07-27,NL0012817175,Marshall Wace LLP,1.49,archive
Alfen N.V.,2023-07-27,NL0012817175,Millennium International Management LP,0.57,archive
Aperam S.A.,2023-07-27,LU0569974404,Pantechnicon Advisors LLP,0.59,archive
Pharming Group N.V.,2023-07-26,NL0010391025,Citadel Advisors LLC,0.7,archive
Koninklijke Philips N.V.,2023-07-26,NL0000009538,Greenvale Capital LLP,0.51,archive
Signify N.V.,2023-07-26,NL0011821392,Millennium Capital Partners LLP,0.53,archive
Wereldhave N.V.,2023-07-26,NL0000289213,"Woodson Capital Master Fund, LP",0.46,archive
Pharming Group N.V.,2023-07-26,NL0010391025,"WorldQuant, LLC",0.49,archive
Basic-Fit N.V.,2023-07-25,NL0011872650,BlackRock Investment Management (UK) Limited,2.71,archive
Koninklijke Philips N.V.,2023-07-25,NL0000009538,Citadel Advisors LLC,0.52,archive
Alfen N.V.,2023-07-25,NL0012817175,Marshall Wace LLP,1.58,archive
Alfen N.V.,2023-07-25,NL0012817175,Voleon Capital Management LP,0.49,archive
Alfen N.V.,2023-07-24,NL0012817175,Citadel Advisors LLC,0.45,archive
Koninklijke Philips N.V.,2023-07-24,NL0000009538,Citadel Advisors LLC,0.47,archive
Aperam S.A.,2023-07-24,LU0569974404,Pantechnicon Advisors LLP,0.6,archive
Koninklijke KPN N.V.,2023-07-24,NL0000009082,Syquant Capital,0.5,archive
Koninklijke Philips N.V.,2023-07-24,NL0000009538,Viking Global Investors LP,0.58,archive
Alfen N.V.,2023-07-24,NL0012817175,Walleye Capital LLC,0.5,archive
Wereldhave N.V.,2023-07-24,NL0000289213,"Woodson Capital Master Fund, LP",0.76,archive
SBM Offshore N.V.,2023-07-21,NL0000360618,"AQR Capital Management, LLC",0.49,archive
Pharming Group N.V.,2023-07-21,NL0010391025,Citadel Advisors LLC,0.65,archive
Alfen N.V.,2023-07-21,NL0012817175,Millennium International Management LP,0.6,archive
Alfen N.V.,2023-07-21,NL0012817175,Voleon Capital Management LP,0.5,archive
Wereldhave N.V.,2023-07-20,NL0000289213,"Woodson Capital Master Fund, LP",0.87,archive
Pharming Group N.V.,2023-07-20,NL0010391025,"WorldQuant, LLC",0.55,archive
Alfen N.V.,2023-07-19,NL0012817175,Citadel Advisors LLC,0.51,archive
Pharming Group N.V.,2023-07-19,NL0010391025,Citadel Advisors LLC,0.72,archive
Signify N.V.,2023-07-19,NL0011821392,Citadel Advisors LLC,0.51,archive
Alfen N.V.,2023-07-19,NL0012817175,"D. E. Shaw & Co., L.P.",0.49,archive
Alfen N.V.,2023-07-19,NL0012817175,Kuvari Partners LLP,0.45,archive
Koninklijke BAM Groep N.V.,2023-07-19,NL0000337319,Marshall Wace LLP,0.71,archive
Alfen N.V.,2023-07-18,NL0012817175,Marshall Wace LLP,1.69,archive
Alfen N.V.,2023-07-18,NL0012817175,Millennium International Management LP,0.59,archive
Koninklijke KPN N.V.,2023-07-18,NL0000009082,Syquant Capital,0.46,archive
Alfen N.V.,2023-07-18,NL0012817175,"WorldQuant, LLC",0.81,archive
Alfen N.V.,2023-07-17,NL0012817175,Marshall Wace LLP,1.7,archive
PostNL N.V.,2023-07-17,NL0009739416,Qube Research & Technologies Ltd.,0.69,archive
Basic-Fit N.V.,2023-07-17,NL0011872650,ShadowFall Capital & Research LLP,0.46,archive
Koninklijke KPN N.V.,2023-07-17,NL0000009082,Syquant Capital,0.53,archive
Signify N.V.,2023-07-14,NL0011821392,AKO Capital LLP,0.84,archive
Alfen N.V.,2023-07-13,NL0012817175,Citadel Advisors LLC,0.46,archive
Koninklijke BAM Groep N.V.,2023-07-13,NL0000337319,Marshall Wace LLP,0.61,archive
Alfen N.V.,2023-07-13,NL0012817175,Qube Research & Technologies Ltd.,0.79,archive
Qiagen N.V.,2023-07-13,NL0012169213,"Tenor Capital Management Company, L.P.",0.48,archive
Koninklijke Philips N.V.,2023-07-12,NL0000009538,Citadel Advisors LLC,0.5,archive
Wereldhave N.V.,2023-07-12,NL0000289213,Eleva Capital SAS,0.32,archive
Randstad N.V.,2023-07-12,NL0000379121,Marshall Wace LLP,0.49,archive
Alfen N.V.,2023-07-12,NL0012817175,Voleon Capital Management LP,0.45,archive
Alfen N.V.,2023-07-12,NL0012817175,Walleye Capital LLC,0.49,archive
Alfen N.V.,2023-07-12,NL0012817175,"WorldQuant, LLC",0.77,archive
Pharming Group N.V.,2023-07-11,NL0010391025,Citadel Advisors LLC,0.67,archive
Wereldhave N.V.,2023-07-11,NL0000289213,Eleva Capital SAS,0.69,archive
Alfen N.V.,2023-07-11,NL0012817175,Qube Research & Technologies Ltd.,0.88,archive
Wereldhave N.V.,2023-07-11,NL0000289213,"Woodson Capital Master Fund, LP",1.08,archive
Aperam S.A.,2023-07-10,LU0569974404,Millennium Capital Partners LLP,0.47,archive
Alfen N.V.,2023-07-10,NL0012817175,Millennium International Management LP,0.66,archive
PostNL N.V.,2023-07-10,NL0009739416,Qube Research & Technologies Ltd.,0.7,archive
Koninklijke Philips N.V.,2023-07-10,NL0000009538,Viking Global Investors LP,0.67,archive
IMCD N.V.,2023-07-07,NL0010801007,"AQR Capital Management, LLC",0.48,archive
Alfen N.V.,2023-07-07,NL0012817175,Citadel Advisors LLC,0.57,archive
Wereldhave N.V.,2023-07-07,NL0000289213,Eleva Capital SAS,0.77,archive
Alfen N.V.,2023-07-07,NL0012817175,Qube Research & Technologies Ltd.,0.92,archive
Galapagos NV,2023-07-07,BE0003818359,Qube Research & Technologies Ltd.,0.59,archive
Alfen N.V.,2023-07-07,NL0012817175,Walleye Capital LLC,0.5,archive
Alfen N.V.,2023-07-07,NL0012817175,"WorldQuant, LLC",0.81,archive
Alfen N.V.,2023-07-06,NL0012817175,Citadel Advisors LLC,0.66,archive
Alfen N.V.,2023-07-06,NL0012817175,Kuvari Partners LLP,0.58,archive
Alfen N.V.,2023-07-06,NL0012817175,Marshall Wace LLP,1.67,archive
Alfen N.V.,2023-07-06,NL0012817175,Millennium International Management LP,0.55,archive
Alfen N.V.,2023-07-06,NL0012817175,Qube Research & Technologies Ltd.,0.88,archive
Basic-Fit N.V.,2023-07-06,NL0011872650,ShadowFall Capital & Research LLP,0.5,archive
Galapagos NV,2023-07-05,BE0003818359,AHL Partners LLP,0.49,archive
Basic-Fit N.V.,2023-07-05,NL0011872650,BlackRock Investment Management (UK) Limited,2.62,archive
Signify N.V.,2023-07-05,NL0011821392,Citadel Advisors LLC,0.47,archive
Wereldhave N.V.,2023-07-05,NL0000289213,Eleva Capital SAS,0.89,archive
Alfen N.V.,2023-07-05,NL0012817175,JPMorgan Asset Management (UK) Ltd.,2.12,archive
Randstad N.V.,2023-07-05,NL0000379121,Marshall Wace LLP,0.59,archive
BE Semiconductor Industries N.V.,2023-07-05,NL0012866412,Millennium Capital Management France SAS,0.6,archive
Aperam S.A.,2023-07-04,LU0569974404,"ExodusPoint Capital Management, LP",0.5,archive
Signify N.V.,2023-07-03,NL0011821392,Citadel Advisors LLC,0.54,archive
Aperam S.A.,2023-07-03,LU0569974404,Millennium International Management LP,0.49,archive
PostNL N.V.,2023-07-03,NL0009739416,Qube Research & Technologies Ltd.,0.6,archive
Wereldhave N.V.,2023-07-03,NL0000289213,Toscafund Asset Management LLP,1.26,archive
Pharming Group N.V.,2023-07-03,NL0010391025,"WorldQuant, LLC",0.69,archive
Alfen N.V.,2023-06-30,NL0012817175,Marshall Wace LLP,1.56,archive
Aperam S.A.,2023-06-30,LU0569974404,Millennium Capital Partners LLP,0.55,archive
Aperam S.A.,2023-06-30,LU0569974404,Millennium International Management LP,0.53,archive
Alfen N.V.,2023-06-30,NL0012817175,Qube Research & Technologies Ltd.,0.65,archive
Qiagen N.V.,2023-06-30,NL0012169213,"Tenor Capital Management Company, L.P.",0.58,archive
Alfen N.V.,2023-06-29,NL0012817175,Citadel Advisors LLC,0.47,archive
Alfen N.V.,2023-06-29,NL0012817175,Qube Research & Technologies Ltd.,0.7,archive
Alfen N.V.,2023-06-29,NL0012817175,Voleon Capital Management LP,0.57,archive
Pharming Group N.V.,2023-06-29,NL0010391025,"WorldQuant, LLC",0.73,archive
Alfen N.V.,2023-06-28,NL0012817175,Citadel Advisors LLC,0.55,archive
Vivoryon Therapeutics N.V.,2023-06-28,NL00150002Q7,Janus Henderson Investors UK Limited,0.81,archive
Koninklijke BAM Groep N.V.,2023-06-28,NL0000337319,Marshall Wace LLP,0.57,archive
Randstad N.V.,2023-06-28,NL0000379121,Marshall Wace LLP,0.61,archive
Alfen N.V.,2023-06-28,NL0012817175,Qube Research & Technologies Ltd.,0.69,archive
Galapagos NV,2023-06-28,BE0003818359,Qube Research & Technologies Ltd.,0.6,archive
Alfen N.V.,2023-06-28,NL0012817175,"WorldQuant, LLC",0.76,archive
BE Semiconductor Industries N.V.,2023-06-27,NL0012866412,Millennium Capital Management France SAS,0.57,archive
AMG Critical Materials N.V.,2023-06-27,NL0000888691,Millennium Capital Partners LLP,0.49,archive
Pharming Group N.V.,2023-06-27,NL0010391025,"WorldQuant, LLC",0.63,archive
Koninklijke Philips N.V.,2023-06-26,NL0000009538,Greenvale Capital LLP,0.48,archive
Vivoryon Therapeutics N.V.,2023-06-26,NL00150002Q7,Janus Henderson Investors UK Limited,0.7,archive
Alfen N.V.,2023-06-26,NL0012817175,Qube Research & Technologies Ltd.,0.7,archive
Alfen N.V.,2023-06-23,NL0012817175,Citadel Advisors LLC,0.61,archive
Koninklijke Philips N.V.,2023-06-23,NL0000009538,Citadel Advisors LLC,0.47,archive
Alfen N.V.,2023-06-23,NL0012817175,"D. E. Shaw & Co., L.P.",0.5,archive
Koninklijke Philips N.V.,2023-06-23,NL0000009538,Greenvale Capital LLP,0.55,archive
Alfen N.V.,2023-06-23,NL0012817175,Kuvari Partners LLP,0.74,archive
Alfen N.V.,2023-06-23,NL0012817175,Squarepoint Ops LLC,0.58,archive
Alfen N.V.,2023-06-23,NL0012817175,"WorldQuant, LLC",0.8,archive
Pharming Group N.V.,2023-06-23,NL0010391025,"WorldQuant, LLC",0.5,archive
Alfen N.V.,2023-06-22,NL0012817175,"D. E. Shaw & Co., L.P.",0.48,archive
Koninklijke Philips N.V.,2023-06-22,NL0000009538,Greenvale Capital LLP,0.67,archive
Vivoryon Therapeutics N.V.,2023-06-22,NL00150002Q7,Janus Henderson Investors UK Limited,0.59,archive
Alfen N.V.,2023-06-22,NL0012817175,Squarepoint Ops LLC,0.6,archive
Alfen N.V.,2023-06-21,NL0012817175,"D. E. Shaw & Co., L.P.",0.5,archive
AMG Critical Materials N.V.,2023-06-21,NL0000888691,Millennium Capital Partners LLP,0.52,archive
Alfen N.V.,2023-06-21,NL0012817175,"WorldQuant, LLC",0.79,archive
Koninklijke Philips N.V.,2023-06-20,NL0000009538,Citadel Advisors LLC,0.57,archive
Pharming Group N.V.,2023-06-20,NL0010391025,Citadel Advisors LLC,0.77,archive
Alfen N.V.,2023-06-20,NL0012817175,Kuvari Partners LLP,0.6,archive
Randstad N.V.,2023-06-20,NL0000379121,Marshall Wace LLP,0.51,archive
BE Semiconductor Industries N.V.,2023-06-20,NL0012866412,Millennium Capital Management France SAS,0.61,archive
BE Semiconductor Industries N.V.,2023-06-20,NL0012866412,"Point72 Europe (London), LLP",0.36,archive
Alfen N.V.,2023-06-20,NL0012817175,Squarepoint Ops LLC,0.59,archive
Alfen N.V.,2023-06-19,NL0012817175,Kuvari Partners LLP,0.52,archive
BE Semiconductor Industries N.V.,2023-06-19,NL0012866412,"Point72 Europe (London), LLP",0.51,archive
AMG Critical Materials N.V.,2023-06-16,NL0000888691,Millennium International Management LP,0.46,archive
AMG Critical Materials N.V.,2023-06-16,NL0000888691,Qube Research & Technologies Ltd.,0.43,archive
PostNL N.V.,2023-06-16,NL0009739416,Qube Research & Technologies Ltd.,0.5,archive
Alfen N.V.,2023-06-16,NL0012817175,Squarepoint Ops LLC,0.61,archive
AMG Critical Materials N.V.,2023-06-15,NL0000888691,Millennium Capital Partners LLP,0.49,archive
Aperam S.A.,2023-06-15,LU0569974404,Millennium Capital Partners LLP,0.62,archive
Alfen N.V.,2023-06-15,NL0012817175,Qube Research & Technologies Ltd.,0.69,archive
Galapagos NV,2023-06-15,BE0003818359,Qube Research & Technologies Ltd.,0.59,archive
PostNL N.V.,2023-06-15,NL0009739416,Qube Research & Technologies Ltd.,0.47,archive
Alfen N.V.,2023-06-14,NL0012817175,JPMorgan Asset Management (UK) Ltd.,2.05,archive
Randstad N.V.,2023-06-14,NL0000379121,Marshall Wace LLP,0.49,archive
PostNL N.V.,2023-06-14,NL0009739416,Qube Research & Technologies Ltd.,0.56,archive
Koninklijke Philips N.V.,2023-06-13,NL0000009538,Citadel Advisors LLC,0.69,archive
Pharming Group N.V.,2023-06-13,NL0010391025,Citadel Advisors LLC,0.8,archive
BE Semiconductor Industries N.V.,2023-06-13,NL0012866412,"Davidson Kempner European Partners, LLP",0.8,archive
Alfen N.V.,2023-06-13,NL0012817175,JPMorgan Asset Management (UK) Ltd.,1.91,archive
AMG Critical Materials N.V.,2023-06-13,NL0000888691,Millennium International Management LP,0.57,archive
Aperam S.A.,2023-06-13,LU0569974404,Millennium International Management LP,0.6,archive
TomTom N.V.,2023-06-13,NL0013332471,Otus Capital Management Ltd.,1.0,archive
AMG Critical Materials N.V.,2023-06-13,NL0000888691,Qube Research & Technologies Ltd.,0.5,archive
Pharming Group N.V.,2023-06-12,NL0010391025,Citadel Advisors LLC,0.78,archive
Alfen N.V.,2023-06-12,NL0012817175,"D. E. Shaw & Co., L.P.",0.49,archive
Alfen N.V.,2023-06-12,NL0012817175,JPMorgan Asset Management (UK) Ltd.,1.82,archive
